period,tail,head,kin_in_org,owner_of,prior_comembership,is_shareholder
2011,1596,2855,0,1,0,0
2011,1596,3353,0,1,0,0
2011,1596,3939,0,1,1,0
2011,1596,4333,0,0,1,0
2011,1596,4351,0,1,0,0
2011,1596,5462,0,0,1,0
2011,1596,5481,0,0,1,0
2011,1600,4463,0,0,0,1
2011,1613,3901,0,0,0,1
2011,1616,4275,0,0,1,0
2011,1616,5246,0,0,1,0
2011,1617,2982,0,0,0,1
2011,1619,3901,0,0,0,1
2011,1623,3323,0,0,1,0
2011,1623,4275,0,0,1,0
2011,1623,4277,0,0,1,0
2011,1623,5246,0,0,1,0
2011,1626,3901,0,0,0,1
2011,1632,4143,0,0,0,1
2011,1634,2861,0,0,1,0
2011,1636,2664,0,1,0,0
2011,1636,2682,0,1,0,0
2011,1636,2856,0,0,1,0
2011,1636,2946,0,1,0,0
2011,1636,2968,0,1,1,0
2011,1636,3131,0,1,0,0
2011,1636,3209,0,1,0,0
2011,1636,4539,0,1,1,0
2011,1636,4577,0,1,1,0
2011,1636,5133,0,1,0,0
2011,1636,5408,0,0,1,0
2011,1636,5416,0,0,1,0
2011,1636,5419,0,0,1,0
2011,1638,3982,0,0,0,1
2011,1638,4079,1,0,1,1
2011,1640,3526,0,0,1,0
2011,1640,4079,0,0,1,1
2011,1642,3526,0,1,0,0
2011,1642,3982,0,1,0,0
2011,1642,4680,0,1,0,0
2011,1642,5238,0,1,0,0
2011,1643,3526,1,0,1,0
2011,1643,3977,0,0,0,1
2011,1643,4079,1,0,1,1
2011,1645,3266,0,0,1,0
2011,1645,3830,0,0,1,0
2011,1645,4535,0,0,1,0
2011,1645,5189,0,0,1,0
2011,1645,5425,0,0,1,0
2011,1649,2663,0,0,1,0
2011,1649,2665,0,0,1,0
2011,1649,2671,0,0,1,0
2011,1649,2701,0,0,1,0
2011,1649,3947,0,0,1,0
2011,1649,3965,0,0,1,0
2011,1649,4609,0,0,1,0
2011,1649,4845,0,0,1,0
2011,1649,5226,0,0,1,0
2011,1649,5426,0,0,1,0
2011,1650,5063,0,0,1,0
2011,1652,2927,0,1,0,0
2011,1652,3023,0,1,0,0
2011,1652,3482,0,1,0,0
2011,1652,3782,0,1,0,0
2011,1652,4225,0,1,0,0
2011,1652,4292,0,1,0,0
2011,1652,4600,0,1,0,0
2011,1652,4937,0,1,0,0
2011,1652,5034,0,1,0,0
2011,1655,4846,0,0,1,0
2011,1657,5320,0,0,1,0
2011,1665,3272,0,0,1,0
2011,1666,2981,0,0,0,1
2011,1672,2659,0,0,1,0
2011,1672,2664,0,0,1,0
2011,1672,3013,0,0,1,0
2011,1672,3235,0,0,1,0
2011,1672,3576,0,0,1,0
2011,1672,3819,0,0,1,0
2011,1674,3775,0,0,1,0
2011,1674,5133,0,0,1,0
2011,1674,5251,0,0,1,0
2011,1692,2639,0,0,0,1
2011,1693,3089,0,0,1,0
2011,1693,3290,0,0,1,0
2011,1693,3631,0,0,1,0
2011,1693,3726,0,1,1,0
2011,1693,3814,0,1,0,0
2011,1693,3857,0,1,0,0
2011,1693,3933,0,0,1,0
2011,1693,3953,0,0,1,0
2011,1693,3956,0,0,1,0
2011,1693,3995,0,0,1,0
2011,1693,4117,0,1,1,0
2011,1693,4131,0,1,0,0
2011,1693,4528,0,1,0,0
2011,1693,4588,0,1,0,0
2011,1693,4758,0,1,0,0
2011,1693,4826,0,1,0,0
2011,1693,4950,0,1,0,0
2011,1693,5212,0,1,0,0
2011,1693,5276,0,0,1,0
2011,1693,5443,0,0,1,0
2011,1694,2808,0,1,0,1
2011,1694,2820,0,0,1,1
2011,1694,3159,0,0,1,0
2011,1694,3456,0,0,1,0
2011,1694,3697,0,1,0,1
2011,1694,3847,0,0,1,0
2011,1694,3903,0,0,1,0
2011,1694,4002,0,0,1,0
2011,1694,4161,0,0,1,0
2011,1694,4168,0,0,0,1
2011,1694,4169,0,0,1,0
2011,1694,4170,0,1,1,1
2011,1694,4264,0,0,1,0
2011,1694,4305,0,1,0,1
2011,1694,4731,0,0,1,0
2011,1694,5047,0,0,1,0
2011,1694,5435,0,0,1,0
2011,1696,2808,0,0,0,1
2011,1696,2820,0,0,1,0
2011,1696,4002,0,0,1,0
2011,1696,4170,0,0,1,1
2011,1696,4731,0,0,1,0
2011,1699,2808,0,1,1,1
2011,1699,2820,0,0,1,0
2011,1699,3339,0,0,0,1
2011,1699,3697,0,1,0,1
2011,1699,4002,0,0,1,0
2011,1699,4169,0,0,1,0
2011,1699,4170,0,1,1,1
2011,1699,4292,0,0,1,0
2011,1699,4731,0,0,1,0
2011,1704,3686,0,0,1,0
2011,1705,3622,0,0,1,1
2011,1709,3775,0,0,1,0
2011,1709,5133,0,0,1,0
2011,1709,5251,0,0,1,0
2011,1719,3548,1,0,0,0
2011,1719,3822,1,0,0,0
2011,1719,3853,1,0,0,0
2011,1719,3869,1,0,0,0
2011,1719,3940,1,0,0,0
2011,1719,4011,1,0,0,0
2011,1719,4205,1,0,0,0
2011,1719,4206,1,0,0,0
2011,1719,4208,1,0,0,0
2011,1719,4210,1,0,0,0
2011,1719,4469,1,0,0,0
2011,1719,5170,1,0,0,0
2011,1719,5175,1,0,0,0
2011,1719,5202,1,0,0,0
2011,1721,3900,0,0,0,1
2011,1721,4549,0,0,0,1
2011,1721,5312,0,1,0,0
2011,1727,4549,0,0,0,1
2011,1732,4403,0,0,1,0
2011,1736,3548,1,0,0,0
2011,1736,3627,1,0,0,0
2011,1736,3822,1,0,0,0
2011,1736,3853,1,0,0,0
2011,1736,3869,1,0,0,0
2011,1736,3940,1,0,0,0
2011,1736,4011,1,0,0,0
2011,1736,4012,0,0,0,1
2011,1736,4205,0,0,1,0
2011,1736,4208,0,0,1,0
2011,1736,4210,1,0,0,0
2011,1736,4469,1,0,0,0
2011,1736,4746,0,0,0,1
2011,1736,5170,1,0,0,0
2011,1736,5175,0,0,1,0
2011,1736,5202,1,0,0,0
2011,1742,3276,0,0,1,0
2011,1742,3548,1,0,0,0
2011,1742,3627,1,0,0,0
2011,1742,3822,1,0,0,0
2011,1742,3853,1,0,0,0
2011,1742,3940,1,0,0,0
2011,1742,3965,0,0,1,0
2011,1742,4011,1,0,0,0
2011,1742,4012,0,0,0,1
2011,1742,4182,0,1,1,0
2011,1742,4205,1,0,0,0
2011,1742,4206,1,0,0,0
2011,1742,4208,1,0,0,0
2011,1742,4210,1,0,0,0
2011,1742,4469,0,0,1,0
2011,1742,4610,0,0,0,1
2011,1742,4746,0,0,0,1
2011,1742,5170,0,0,1,0
2011,1742,5175,1,0,0,0
2011,1744,2855,0,0,0,1
2011,1744,3627,1,0,0,0
2011,1744,3853,0,0,0,1
2011,1744,3869,1,0,0,0
2011,1744,3940,0,0,1,0
2011,1744,4011,0,0,0,1
2011,1744,4012,0,1,0,1
2011,1744,4023,0,0,0,1
2011,1744,4205,1,0,0,0
2011,1744,4206,1,0,0,0
2011,1744,4208,1,0,0,1
2011,1744,4210,0,0,0,1
2011,1744,4469,1,0,0,0
2011,1744,4746,0,0,0,1
2011,1744,5168,0,0,0,1
2011,1744,5170,1,0,0,0
2011,1744,5175,1,0,0,0
2011,1744,5202,1,0,0,0
2011,1745,4403,0,0,1,0
2011,1754,4610,0,0,0,1
2011,1758,4403,0,0,1,0
2011,1764,5292,0,0,0,1
2011,1766,3548,1,0,0,0
2011,1766,3822,1,0,0,0
2011,1766,3853,1,0,0,0
2011,1766,3940,1,0,0,0
2011,1766,4011,1,0,0,0
2011,1766,4210,1,0,0,1
2011,1766,4746,0,0,0,1
2011,1766,5168,0,0,0,1
2011,1767,4765,0,0,0,1
2011,1769,4328,0,0,0,1
2011,1772,2699,0,0,1,0
2011,1774,3159,0,0,1,0
2011,1774,3456,0,0,1,0
2011,1774,3847,0,0,1,0
2011,1774,3903,0,0,1,0
2011,1774,4161,0,0,1,0
2011,1774,4169,0,0,1,0
2011,1774,4264,0,0,1,0
2011,1774,5047,0,0,1,0
2011,1774,5435,0,0,1,0
2011,1774,5467,0,0,1,0
2011,1776,3008,1,0,1,0
2011,1776,3089,1,0,1,0
2011,1776,3211,0,0,0,1
2011,1776,3290,0,0,1,0
2011,1776,3556,0,0,1,0
2011,1776,3631,1,0,1,0
2011,1776,3641,0,0,1,0
2011,1776,3694,0,0,1,0
2011,1776,3695,0,0,1,0
2011,1776,3726,0,0,1,0
2011,1776,3816,1,0,1,0
2011,1776,3933,0,0,1,0
2011,1776,3953,1,0,1,0
2011,1776,3956,0,0,1,0
2011,1776,3995,0,0,1,0
2011,1776,4117,0,0,1,0
2011,1776,4875,1,0,1,0
2011,1776,5433,0,0,1,0
2011,1776,5443,0,0,1,0
2011,1785,3600,0,0,1,0
2011,1785,3824,0,1,0,0
2011,1785,4491,0,0,1,0
2011,1785,4791,0,1,1,0
2011,1785,4822,0,0,1,0
2011,1785,4823,0,0,1,0
2011,1785,4958,0,0,1,0
2011,1785,5271,0,1,0,0
2011,1785,5402,0,0,1,0
2011,1785,5410,0,0,1,0
2011,1785,5412,0,0,1,0
2011,1785,5484,0,0,1,0
2011,1788,2913,0,0,0,1
2011,1793,3798,0,0,1,0
2011,1793,5146,0,0,1,0
2011,1794,2699,0,0,1,0
2011,1796,2699,0,0,1,0
2011,1799,3579,0,0,1,0
2011,1804,4494,0,0,1,0
2011,1806,3275,0,0,1,0
2011,1806,3290,0,0,1,0
2011,1806,3378,0,0,1,0
2011,1806,3556,0,0,1,0
2011,1806,3618,0,0,1,0
2011,1806,3726,0,0,1,0
2011,1806,4117,0,0,1,0
2011,1806,4167,0,0,1,0
2011,1806,5279,0,0,1,0
2011,1806,5502,0,0,1,0
2011,1809,3313,0,0,1,0
2011,1809,3314,0,0,1,0
2011,1810,3313,0,0,1,0
2011,1810,3314,0,0,1,0
2011,1814,3685,0,0,1,1
2011,1815,3685,0,0,1,1
2011,1817,5283,0,0,0,1
2011,1821,4880,0,1,0,0
2011,1823,3775,0,0,1,0
2011,1823,5133,0,0,1,0
2011,1823,5251,0,0,1,0
2011,1824,5133,0,0,1,1
2011,1824,5251,0,0,1,0
2011,1827,4039,0,0,0,1
2011,1828,3072,0,0,0,1
2011,1831,4268,0,0,1,0
2011,1834,3023,0,1,0,0
2011,1838,2628,0,1,1,0
2011,1838,3423,0,1,1,0
2011,1838,4071,0,0,1,0
2011,1838,4419,0,1,1,0
2011,1838,4581,0,1,1,0
2011,1839,2628,0,1,1,0
2011,1839,3423,0,0,1,0
2011,1839,4071,0,0,1,0
2011,1839,4419,0,0,1,0
2011,1839,4581,0,0,1,0
2011,1839,5449,0,0,1,0
2011,1839,5469,0,0,1,0
2011,1840,2628,0,1,1,0
2011,1840,3423,0,1,1,0
2011,1840,4071,0,0,1,0
2011,1840,4419,0,1,1,0
2011,1840,4581,0,1,1,0
2011,1840,5449,0,0,1,0
2011,1840,5469,0,0,1,0
2011,1841,2628,0,1,1,0
2011,1841,3423,0,1,1,0
2011,1841,4071,0,0,1,0
2011,1841,4419,0,1,1,0
2011,1841,4581,0,1,1,0
2011,1841,5449,0,0,1,0
2011,1841,5469,0,0,1,0
2011,1845,5396,0,0,1,0
2011,1846,3031,0,0,0,1
2011,1847,4205,0,0,1,0
2011,1847,4206,0,0,1,0
2011,1847,4208,0,0,1,0
2011,1847,5175,0,0,1,0
2011,1848,5470,0,0,1,0
2011,1849,4488,0,1,0,0
2011,1851,2930,0,1,0,0
2011,1851,2931,0,0,1,0
2011,1854,2986,0,1,0,0
2011,1854,3294,0,1,0,0
2011,1854,3426,0,1,0,0
2011,1854,3640,0,1,0,0
2011,1854,3723,0,1,0,0
2011,1854,3965,0,1,0,0
2011,1854,4306,0,1,0,0
2011,1854,4510,0,1,0,0
2011,1854,4531,0,1,0,0
2011,1854,4646,0,1,0,0
2011,1854,4654,0,1,0,0
2011,1854,4656,0,1,0,0
2011,1854,4830,0,1,0,0
2011,1854,4843,0,1,0,0
2011,1854,5002,0,1,0,0
2011,1854,5012,0,1,0,0
2011,1854,5226,0,1,0,0
2011,1855,3775,0,0,1,0
2011,1855,5133,0,0,1,0
2011,1855,5251,0,0,1,0
2011,1861,5032,0,0,0,1
2011,1863,3184,0,0,1,0
2011,1866,4084,0,0,0,1
2011,1869,2659,0,0,1,0
2011,1869,2737,0,1,0,0
2011,1869,2852,0,0,1,0
2011,1869,2969,0,0,1,0
2011,1869,2996,0,0,1,0
2011,1869,3101,0,0,1,0
2011,1869,3298,0,0,1,0
2011,1869,3308,0,0,1,0
2011,1869,3336,0,0,1,0
2011,1869,3403,0,0,1,0
2011,1869,3820,0,0,1,0
2011,1869,3821,0,0,1,0
2011,1869,3823,0,0,1,0
2011,1869,3827,0,0,1,0
2011,1869,3899,0,0,1,0
2011,1869,4328,0,0,1,1
2011,1869,4654,0,0,1,0
2011,1869,4993,0,0,1,0
2011,1869,5074,0,0,1,0
2011,1869,5076,0,1,1,0
2011,1869,5081,0,0,1,0
2011,1869,5083,0,0,1,0
2011,1869,5090,0,1,0,0
2011,1869,5313,0,1,0,0
2011,1869,5450,0,0,1,0
2011,1869,5474,0,0,1,0
2011,1870,2852,0,0,1,0
2011,1870,2969,0,0,1,0
2011,1870,2996,0,0,1,0
2011,1870,3101,0,0,1,0
2011,1870,3298,0,0,1,0
2011,1870,3308,0,0,1,0
2011,1870,3336,0,0,1,0
2011,1870,3403,0,0,1,0
2011,1870,3820,0,0,1,0
2011,1870,3821,0,0,1,0
2011,1870,3823,0,0,1,0
2011,1870,3899,0,0,1,0
2011,1870,4328,0,0,1,1
2011,1870,4654,0,0,1,0
2011,1870,4993,0,0,1,0
2011,1870,5074,0,0,1,0
2011,1870,5076,0,1,1,0
2011,1870,5081,0,0,1,0
2011,1870,5083,0,0,1,0
2011,1870,5090,0,1,1,0
2011,1870,5313,0,1,0,0
2011,1870,5450,0,0,1,0
2011,1870,5474,0,0,1,0
2011,1871,2659,0,0,1,0
2011,1871,2737,0,1,0,0
2011,1871,2852,0,0,1,0
2011,1871,2996,0,0,1,0
2011,1871,3039,0,0,1,0
2011,1871,3101,0,0,1,0
2011,1871,3298,0,0,1,0
2011,1871,3820,0,0,1,0
2011,1871,3821,0,0,1,0
2011,1871,3823,0,0,1,0
2011,1871,3827,0,0,1,0
2011,1871,3899,0,0,1,0
2011,1871,4328,0,0,1,1
2011,1871,4579,0,0,1,0
2011,1871,4654,0,0,1,0
2011,1871,5074,0,0,1,0
2011,1871,5076,0,1,1,0
2011,1871,5081,0,0,1,0
2011,1871,5083,0,0,1,0
2011,1871,5090,0,1,1,0
2011,1871,5313,0,1,0,0
2011,1871,5450,0,0,1,0
2011,1871,5474,0,0,1,0
2011,1876,3091,1,0,0,0
2011,1876,4232,1,0,0,0
2011,1877,2855,0,0,0,1
2011,1881,2620,0,0,0,1
2011,1884,4801,0,0,0,1
2011,1885,5124,0,0,1,0
2011,1886,5124,0,0,1,0
2011,1890,3004,0,0,1,0
2011,1890,3005,0,0,1,0
2011,1890,4342,0,0,1,0
2011,1891,3004,0,0,1,0
2011,1891,3005,0,0,0,1
2011,1891,4342,0,0,1,0
2011,1891,4343,0,0,1,0
2011,1891,4732,0,0,1,0
2011,1892,3004,0,0,1,0
2011,1892,3005,0,0,1,0
2011,1892,4342,0,0,1,0
2011,1892,4343,0,0,1,0
2011,1892,4732,0,0,1,0
2011,1894,5231,0,0,1,0
2011,1896,5231,0,0,1,0
2011,1900,4373,0,0,0,1
2011,1901,3173,0,0,1,0
2011,1901,3417,0,0,1,0
2011,1902,5415,0,0,1,0
2011,1903,2928,0,1,0,0
2011,1903,3434,0,1,0,0
2011,1903,4866,0,1,0,0
2011,1903,5034,0,1,0,0
2011,1904,2750,0,0,0,1
2011,1905,2648,0,1,0,0
2011,1905,2808,0,1,0,0
2011,1905,2925,0,1,0,0
2011,1905,2928,0,1,0,0
2011,1905,3004,0,1,0,0
2011,1905,3023,0,1,0,0
2011,1905,3029,0,1,0,0
2011,1905,3482,0,1,0,0
2011,1905,4225,0,1,0,0
2011,1905,4292,0,1,0,0
2011,1905,4307,0,1,0,0
2011,1905,4467,0,1,0,0
2011,1905,4589,0,1,0,0
2011,1905,4600,0,1,0,0
2011,1905,4843,0,1,0,0
2011,1905,5072,0,1,0,0
2011,1906,4816,0,0,0,1
2011,1907,4236,0,0,0,1
2011,1909,3129,0,0,1,0
2011,1911,3152,0,0,1,0
2011,1923,2889,0,0,1,0
2011,1923,3021,0,0,1,0
2011,1923,3696,0,0,1,0
2011,1923,3896,0,0,0,1
2011,1923,4209,0,0,1,0
2011,1923,4530,0,0,1,0
2011,1924,3896,0,0,0,1
2011,1925,2889,0,0,1,0
2011,1925,3021,0,0,1,0
2011,1925,3548,0,1,0,0
2011,1925,3896,0,0,0,1
2011,1925,4884,0,0,1,0
2011,1925,5207,0,1,0,0
2011,1925,5264,0,1,0,0
2011,1927,3233,0,0,1,0
2011,1927,5164,0,0,1,0
2011,1928,3622,0,0,1,1
2011,1933,3323,0,0,1,0
2011,1933,4275,0,0,1,0
2011,1933,4277,0,0,1,0
2011,1933,5246,0,0,1,0
2011,1934,4416,0,0,0,1
2011,1941,4467,0,0,1,0
2011,1941,5477,0,0,1,0
2011,1952,4449,0,0,0,1
2011,1953,3600,0,0,1,0
2011,1953,4491,0,0,1,0
2011,1953,4822,0,0,1,0
2011,1953,4823,0,0,1,0
2011,1953,4958,0,0,1,0
2011,1953,5402,0,0,1,0
2011,1953,5410,0,0,1,0
2011,1953,5412,0,0,1,0
2011,1955,2768,0,1,0,0
2011,1955,3089,0,0,1,0
2011,1955,3290,0,0,1,0
2011,1955,3631,0,0,1,0
2011,1955,3726,0,1,1,0
2011,1955,3814,0,1,0,0
2011,1955,3857,0,1,0,0
2011,1955,3933,0,0,1,0
2011,1955,3953,0,0,1,0
2011,1955,3956,0,0,1,0
2011,1955,3995,0,1,1,0
2011,1955,4117,0,1,1,0
2011,1955,4131,0,1,0,0
2011,1955,4528,0,1,0,0
2011,1955,4588,0,1,0,0
2011,1955,4758,0,1,0,0
2011,1955,4826,0,1,0,0
2011,1955,4950,0,1,0,0
2011,1955,5134,0,1,0,0
2011,1955,5212,0,1,0,0
2011,1955,5443,0,0,1,0
2011,1959,3419,0,0,1,0
2011,1959,4029,0,0,1,0
2011,1963,3233,0,0,1,0
2011,1968,2639,0,0,0,1
2011,1970,2916,0,0,1,0
2011,1970,5185,0,0,1,0
2011,1972,3474,0,0,0,1
2011,1975,2639,0,1,0,0
2011,1975,3305,0,0,1,0
2011,1975,3588,0,1,0,0
2011,1975,3790,0,1,0,0
2011,1975,4821,0,1,0,0
2011,1978,3664,0,0,1,0
2011,1980,2639,0,1,0,0
2011,1980,2664,0,1,0,0
2011,1980,2682,0,1,0,0
2011,1980,2856,0,0,1,0
2011,1980,2946,0,1,0,0
2011,1980,2968,0,1,0,0
2011,1980,3002,0,1,0,0
2011,1980,3131,0,1,0,0
2011,1980,3209,0,1,0,0
2011,1980,3434,0,1,0,0
2011,1980,4539,0,1,0,0
2011,1980,4577,0,1,1,0
2011,1980,4826,0,1,0,0
2011,1980,5133,0,1,0,0
2011,1980,5416,0,0,1,0
2011,1980,5419,0,0,1,0
2011,1984,3152,0,0,1,0
2011,1985,3026,0,0,1,0
2011,1986,2811,0,0,1,0
2011,1986,4155,0,0,1,0
2011,1987,2811,0,0,1,0
2011,1987,4155,0,0,1,0
2011,1988,3990,0,0,1,0
2011,1989,4205,0,0,1,0
2011,1989,4206,0,0,1,0
2011,1989,4208,0,0,1,0
2011,1989,5175,0,0,1,0
2011,1990,2754,0,0,1,0
2011,1993,3311,0,0,0,1
2011,1995,3026,0,0,1,0
2011,1997,3845,0,0,1,0
2011,1998,3472,0,0,0,1
2011,2002,5415,0,0,1,0
2011,2005,3215,0,1,0,1
2011,2013,2782,0,0,0,1
2011,2013,4512,0,0,0,1
2011,2013,5053,0,0,0,1
2011,2016,2861,0,0,1,0
2011,2020,5160,0,0,0,1
2011,2026,5285,0,0,0,1
2011,2027,4817,0,0,0,1
2011,2029,2738,0,0,1,0
2011,2030,4817,0,0,0,1
2011,2036,4297,0,0,1,0
2011,2036,5037,0,0,1,0
2011,2036,5038,0,0,1,0
2011,2042,2930,0,1,0,0
2011,2042,2931,0,0,1,0
2011,2044,4964,0,1,0,0
2011,2045,4374,0,0,0,1
2011,2048,3714,0,0,0,1
2011,2049,2954,0,1,0,0
2011,2049,3019,0,0,1,0
2011,2049,4118,0,0,1,0
2011,2050,3276,0,0,1,0
2011,2050,3869,0,0,1,0
2011,2050,3965,0,0,1,0
2011,2050,4182,0,1,0,0
2011,2050,4469,0,0,1,0
2011,2050,5170,0,0,1,0
2011,2050,5202,0,0,1,0
2011,2056,3279,0,0,0,1
2011,2056,4184,0,0,1,0
2011,2056,4950,0,0,1,0
2011,2056,5212,0,0,1,0
2011,2062,3807,0,0,0,1
2011,2067,3129,0,0,1,0
2011,2079,4669,0,0,0,1
2011,2088,2852,0,0,1,0
2011,2088,2969,0,0,1,0
2011,2088,2996,0,0,1,0
2011,2088,3298,0,0,1,0
2011,2088,3308,0,0,1,0
2011,2088,3336,0,0,1,0
2011,2088,3403,0,0,1,0
2011,2088,3820,0,0,1,0
2011,2088,3823,0,0,1,0
2011,2088,3899,0,0,1,0
2011,2088,4328,0,0,1,0
2011,2088,4654,0,0,1,0
2011,2088,4993,0,0,1,0
2011,2088,5074,0,0,1,0
2011,2088,5076,0,0,1,0
2011,2088,5081,0,0,1,0
2011,2088,5083,0,0,1,0
2011,2088,5450,0,0,1,0
2011,2097,3352,0,0,0,1
2011,2103,3279,0,0,1,0
2011,2103,4184,0,0,1,0
2011,2103,4464,0,0,1,0
2011,2103,4478,0,0,0,1
2011,2103,4635,0,0,1,0
2011,2103,4950,0,0,1,0
2011,2103,5212,0,0,1,0
2011,2107,3352,0,0,0,1
2011,2109,5374,0,0,0,1
2011,2112,4568,0,0,0,1
2011,2114,4354,0,0,0,1
2011,2114,5068,0,0,0,1
2011,2114,5075,0,0,0,1
2011,2115,3080,0,0,1,0
2011,2115,3177,0,0,1,0
2011,2115,3195,0,0,1,0
2011,2115,4076,0,0,1,0
2011,2117,4899,0,0,0,1
2011,2119,3505,0,0,0,1
2011,2124,4784,0,0,0,1
2011,2126,2739,0,0,0,1
2011,2129,4370,0,0,0,1
2011,2134,2723,0,0,0,1
2011,2137,4235,0,0,1,0
2011,2139,2691,0,0,1,0
2011,2139,3128,0,0,1,0
2011,2139,3987,0,0,1,0
2011,2139,4680,0,0,1,0
2011,2139,4820,0,0,1,0
2011,2139,5085,0,0,1,0
2011,2139,5097,0,0,1,0
2011,2140,3572,0,0,1,0
2011,2150,4216,0,0,0,1
2011,2154,2824,0,0,1,0
2011,2154,3359,0,0,1,0
2011,2154,3551,0,0,1,0
2011,2154,3594,0,0,1,0
2011,2154,4498,0,0,1,0
2011,2154,5026,0,0,1,0
2011,2154,5129,0,0,1,0
2011,2154,5161,0,0,1,0
2011,2154,5220,0,0,1,0
2011,2156,3831,0,0,1,0
2011,2156,3902,0,0,1,0
2011,2156,5473,0,0,1,0
2011,2158,3972,0,0,1,0
2011,2158,4179,0,0,1,0
2011,2158,4593,0,0,1,0
2011,2158,4977,0,0,1,0
2011,2158,5271,0,1,0,0
2011,2159,2752,0,1,0,0
2011,2159,3300,0,0,0,1
2011,2160,2943,0,0,0,1
2011,2161,4459,0,0,0,1
2011,2162,3972,0,0,1,0
2011,2162,4179,0,0,1,0
2011,2162,4593,0,0,1,0
2011,2162,4977,0,0,1,0
2011,2162,4978,0,0,1,0
2011,2162,5271,0,1,0,0
2011,2164,4717,0,0,0,1
2011,2165,4794,1,0,0,0
2011,2166,3043,0,0,1,0
2011,2166,4216,0,0,0,1
2011,2167,3972,0,0,1,0
2011,2167,4179,0,0,1,0
2011,2167,4216,0,0,0,1
2011,2167,4593,0,0,1,0
2011,2167,4977,0,0,1,0
2011,2167,5132,0,0,1,0
2011,2167,5271,0,1,0,0
2011,2168,4311,0,0,0,1
2011,2170,3902,0,0,0,1
2011,2170,5473,0,0,1,0
2011,2171,3382,0,0,0,1
2011,2173,3972,0,0,1,0
2011,2173,4179,0,0,1,0
2011,2173,4977,0,0,1,1
2011,2173,4978,0,0,1,0
2011,2173,5132,0,0,1,0
2011,2173,5271,0,1,0,0
2011,2175,2807,0,0,1,0
2011,2175,2824,0,1,1,0
2011,2175,3359,0,0,1,0
2011,2175,3788,0,1,1,0
2011,2175,4498,0,0,1,0
2011,2175,5026,0,0,1,0
2011,2175,5129,0,0,1,0
2011,2175,5161,0,0,1,0
2011,2175,5220,0,0,1,0
2011,2175,5492,0,0,1,0
2011,2176,3972,0,0,1,0
2011,2176,4179,0,0,1,0
2011,2176,4593,0,0,1,0
2011,2176,4977,0,0,1,1
2011,2176,4978,0,0,1,0
2011,2176,5132,0,0,1,0
2011,2176,5271,0,1,0,0
2011,2177,3831,0,0,1,0
2011,2177,3902,0,0,1,0
2011,2177,5473,0,0,1,0
2011,2179,5326,0,0,0,1
2011,2182,2824,0,1,0,0
2011,2182,3359,0,0,1,0
2011,2182,3551,0,0,1,0
2011,2182,3594,0,0,1,0
2011,2182,3788,0,1,0,0
2011,2182,4498,0,0,1,0
2011,2182,5026,0,0,1,0
2011,2182,5129,0,0,1,0
2011,2182,5161,0,0,1,0
2011,2182,5220,0,0,1,0
2011,2185,3290,0,1,0,0
2011,2185,3556,0,1,0,0
2011,2185,3726,0,1,0,0
2011,2185,4117,0,1,0,0
2011,2185,4588,0,1,0,0
2011,2187,5506,0,0,0,1
2011,2189,2807,0,0,1,0
2011,2189,2824,0,0,1,0
2011,2189,3359,0,0,1,0
2011,2189,3551,0,0,1,0
2011,2189,3594,0,0,1,0
2011,2189,3788,0,0,1,0
2011,2189,4498,0,0,1,0
2011,2189,5026,0,0,1,0
2011,2189,5129,0,0,1,0
2011,2189,5161,0,0,1,0
2011,2189,5220,0,0,1,0
2011,2189,5492,0,0,1,0
2011,2190,3080,0,0,1,0
2011,2190,3177,0,0,1,0
2011,2190,3195,0,0,1,0
2011,2190,3356,0,0,1,0
2011,2190,4076,0,0,1,0
2011,2191,3972,0,0,1,0
2011,2191,4179,0,0,1,0
2011,2191,4593,0,0,1,0
2011,2191,4977,0,0,1,0
2011,2191,5271,0,1,0,0
2011,2193,3278,0,0,0,1
2011,2200,4429,0,0,0,1
2011,2201,5438,0,0,1,0
2011,2202,2995,1,0,0,0
2011,2202,3042,0,0,0,1
2011,2202,3139,0,0,1,0
2011,2202,5438,0,0,1,0
2011,2204,4057,0,0,1,0
2011,2206,4391,0,0,0,1
2011,2212,3292,0,0,1,0
2011,2212,4528,0,0,1,0
2011,2212,4588,0,0,1,0
2011,2212,4907,0,0,1,0
2011,2217,2837,0,1,0,0
2011,2217,3008,0,0,1,0
2011,2217,3089,0,0,1,0
2011,2217,3290,0,0,1,0
2011,2217,3331,0,0,1,0
2011,2217,3362,0,0,1,0
2011,2217,3556,0,0,1,0
2011,2217,3631,0,0,1,0
2011,2217,3641,0,0,1,0
2011,2217,3694,0,0,1,0
2011,2217,3695,0,0,1,0
2011,2217,3726,0,1,1,0
2011,2217,3814,0,1,0,0
2011,2217,3816,0,0,1,0
2011,2217,3857,0,1,0,0
2011,2217,3933,0,0,1,0
2011,2217,3953,0,0,1,0
2011,2217,3995,0,0,1,0
2011,2217,4117,0,1,1,0
2011,2217,4131,0,1,0,0
2011,2217,4167,0,0,1,0
2011,2217,4528,0,1,0,0
2011,2217,4588,0,1,0,0
2011,2217,4758,0,1,0,0
2011,2217,4826,0,1,0,0
2011,2217,4875,0,0,1,0
2011,2217,4950,0,1,0,0
2011,2217,5212,0,1,0,0
2011,2217,5276,0,0,1,0
2011,2217,5279,0,0,1,0
2011,2217,5433,0,0,1,0
