node_id,label,node_type,label_normalised,married_or_maiden_name,alt_names,seed_degree,source
CO_EL_KHALIL_TRAVEL,EL KHALIL TRAVEL,COMPANY,EL KHALIL TRAVEL,,,1,seed
CO_EL_KHIMA_Z_R,EL KHIMA Z R,COMPANY,EL KHIMA Z R,,,1,seed
CO_EL_KHIR_DEVELOPPEMENT_AGRICOLE,SOCIETE EL-KHIR DE DEVELOPPEMENT AGRICOLE,COMPANY,EL KHIR DEVELOPPEMENT AGRICOLE,,,1,seed
CO_EL_KHOUTAF_FABRICATION_PRODUITS_DENTRETIEN,SOCIETE EL-KHOUTAF DE FABRICATION DE PRODUITS DENTRETIEN,COMPANY,EL KHOUTAF FABRICATION PRODUITS DENTRETIEN,,,1,seed
CO_EL_KIIANI_SERVICES,EL KIIANI SERVICES,COMPANY,EL KIIANI SERVICES,,,1,seed
CO_EL_KOUROUM_BIIR_DRESSEN,SOCIETE EL-KOUROUM BIIR DRESSEN,COMPANY,EL KOUROUM BIIR DRESSEN,,,1,seed
CO_EL_KRIFI_COLLECTION,EL KRIFI COLLECTION,COMPANY,EL KRIFI COLLECTION,,,1,seed
CO_EL_MAHABA_POUR_PROMOTION_IMMOBILIERE,SOCIETE EL-MAHABA POUR LA PROMOTION IMMOBILIERE,COMPANY,EL MAHABA POUR PROMOTION IMMOBILIERE,,,1,seed
CO_EL_MAHARI_FRUIT_SEC,SOCIETE EL-MAHARI DE FRUIT SEC,COMPANY,EL MAHARI FRUIT SEC,,,1,seed
CO_EL_MAJD,SOCIETE EL-MAJD,COMPANY,EL MAJD,,,1,seed
CO_EL_MALAA_TRAVEL,SOCIETE EL-MALAA TRAVEL,COMPANY,EL MALAA TRAVEL,,,1,seed
CO_EL_MANAR,EL MANAR,COMPANY,EL MANAR,,,1,seed
CO_EL_MARICHAL,EL MARICHAL,COMPANY,EL MARICHAL,,,1,seed
CO_EL_MARSD,SOCIETE EL-MARSD,COMPANY,EL MARSD,,,1,seed
CO_EL_MAYDANE,SOCIETE EL-MAYDANE,COMPANY,EL MAYDANE,,,1,seed
CO_EL_MEDINA,EL MEDINA,COMPANY,EL MEDINA,,,1,seed
CO_EL_MEHDI,SOCIETE EL-MEHDI,COMPANY,EL MEHDI,,,1,seed
CO_EL_MEHDI_CITEM,EL MEHDI CITEM,COMPANY,EL MEHDI CITEM,,,1,seed
CO_EL_MEZRIA_PROMOTION_IMMOBILIERE_SEPIM,SOCIETE EL-MEZRIA DE PROMOTION IMMOBILIERE SEPIM,COMPANY,EL MEZRIA PROMOTION IMMOBILIERE SEPIM,,,1,seed
CO_EL_MONGI_POUR_L_INVESTISSEMENT_AGRICOLE,SOCIETE EL-MONGI POUR L'INVESTISSEMENT AGRICOLE,COMPANY,EL MONGI POUR L'INVESTISSEMENT AGRICOLE,,,1,seed
CO_EL_MONTASSAR_TRANSPORT,SOCIETE EL-MONTASSAR DE TRANSPORT,COMPANY,EL MONTASSAR TRANSPORT,,,1,seed
CO_EL_MOULOUK,SOCIETE EL-MOULOUK,COMPANY,EL MOULOUK,,,1,seed
CO_EL_MREZIQUE,SOCIETE EL-MREZIQUE,COMPANY,EL MREZIQUE,,,1,seed
CO_EL_ONES,EL ONES,COMPANY,EL ONES,,,1,seed
CO_EL_ONS_COMMERCIALE,SOCIETE EL-ONS COMMERCIALE,COMPANY,EL ONS COMMERCIALE,,,1,seed
CO_EL_OUDESSA_SERVICES_PETROLIERS,SOCIETE EL-OUDESSA DES SERVICES PETROLIERS,COMPANY,EL OUDESSA SERVICES PETROLIERS,,,1,seed
CO_EL_PESCADOR,EL PESCADOR,COMPANY,EL PESCADOR,,,1,seed
CO_EL_WAFA,EL WAFA,COMPANY,EL WAFA,,,1,seed
CO_EL_WALID_ACTIVITES_IMMOBILIERES,SOCIETE EL-WALID DES ACTIVITES IMMOBILIERES,COMPANY,EL WALID ACTIVITES IMMOBILIERES,,,1,seed
CO_EL_WALID_CONSERVATION_RESTAURATION_RELIURE,"EL WALID CONSERVATION, RESTAURATION ET RELIURE",COMPANY,EL WALID CONSERVATION RESTAURATION RELIURE,,,1,seed
CO_EL_WIFAK,SOCIETE EL-WIFAK,COMPANY,EL WIFAK,,,1,seed
CO_EL_WIFAK_MARBRE_SOWIMAR,SOCIETE EL-WIFAK DE MARBRE SOWIMAR,COMPANY,EL WIFAK MARBRE SOWIMAR,,,1,seed
CO_EL_WIFEK_BOIS,EL WIFEK DU BOIS,COMPANY,EL WIFEK BOIS,,,1,seed
CO_EL_YASMINE_COMMERCE,EL YASMINE DE COMMERCE,COMPANY,EL YASMINE COMMERCE,,,1,seed
CO_EL_YOMN,EL YOMN,COMPANY,EL YOMN,,,1,seed
CO_EL_YOSR,SOCIETE EL-YOSR,COMPANY,EL YOSR,,,1,seed
CO_EL_YOSR_CONGELATION_FRUITS_MER,SOCIETE EL-YOSR DE CONGELATION DES FRUITS DE MER,COMPANY,EL YOSR CONGELATION FRUITS MER,,,1,seed
CO_EL_YOSR_MATERIAUX_CONSTRUCTIONS,EL YOSR DES MATERIAUX DE CONSTRUCTIONS,COMPANY,EL YOSR MATERIAUX CONSTRUCTIONS,,,1,seed
CO_EL_YOUSR_IND_SYNTHETIQUES_PEINTURE,EL YOUSR IND SYNTHETIQUES DE PEINTURE ISP,COMPANY,EL YOUSR IND SYNTHETIQUES PEINTURE,,ISP,1,seed
CO_EMA,SOCIETE EMA,COMPANY,EMA,,,1,seed
CO_EMAC_INDUS,EMAC INDUS,COMPANY,EMAC INDUS,,,1,seed
CO_EMBALLAGES_ALUMINIUM_BOISSONS_GAZEUSES_SEABG,SOCIETE DES EMBALLAGES ALUMINIUM ET BOISSONS GAZEUSES SEABG,COMPANY,EMBALLAGES ALUMINIUM BOISSONS GAZEUSES SEABG,,,1,seed
CO_EMBALLAGES_MARQUAGES,EMBALLAGES MARQUAGES,COMPANY,EMBALLAGES MARQUAGES,,,1,seed
CO_EMBALLAGES_SUD,SOCIETE DES EMBALLAGES DU SUD,COMPANY,EMBALLAGES SUD,,,1,seed
CO_EMBALLAGE_TRANSFORMATION_ACCESSOIRES,EMBALLAGE TRANSFORMATION ACCESSOIRES ETA,COMPANY,EMBALLAGE TRANSFORMATION ACCESSOIRES,,ETA,1,seed
CO_EMBALLAGE_TUBULAIRE_SET,SOCIETE EMBALLAGE TUBULAIRE SET,COMPANY,EMBALLAGE TUBULAIRE SET,,,1,seed
CO_EMBALL_INDUSTRIE,SOCIETE EMBALL INDUSTRIE,COMPANY,EMBALL INDUSTRIE,,,1,seed
CO_EMBALTECH_FRANCE,EMBALTECH FRANCE,COMPANY,EMBALTECH FRANCE,,,1,seed
CO_EMBALTECH_FRANCE_SAS,EMBALTECH FRANCE SAS,COMPANY,EMBALTECH FRANCE SAS,,,1,seed
CO_EMBARQUEMENT_POSTAL_SICAF_TANIT,EMBARQUEMENT POSTAL SICAF TANIT,COMPANY,EMBARQUEMENT POSTAL SICAF TANIT,,,1,seed
CO_EMBEDDED_SOLUTIONS_AND_ADVANCED_TECHNOLOGY,SOCIETE EMBEDDED SOLUTIONS AND ADVANCED TECHNOLOGY ESAT,COMPANY,EMBEDDED SOLUTIONS AND ADVANCED TECHNOLOGY,,ESAT,1,seed
CO_EMBEDDED_SYSTEMS_TECHNOLOGY,EMBEDDED SYSTEMS TECHNOLOGY,COMPANY,EMBEDDED SYSTEMS TECHNOLOGY,,,1,seed
CO_EMCA_ETUDE_MANAGEMENT_CONSULTING_AUDIT,EMCA ETUDE MANAGEMENT CONSULTING AUDIT,COMPANY,EMCA ETUDE MANAGEMENT CONSULTING AUDIT,,,1,seed
CO_EMC_FRANCE,EMC FRANCE,COMPANY,EMC FRANCE,,,1,seed
CO_EMC_INDUS,EMC INDUS,COMPANY,EMC INDUS,,,1,seed
CO_EMC_PLUS,EMC PLUS,COMPANY,EMC PLUS,,,1,seed
CO_EMC_TRADE,EMC TRADE,COMPANY,EMC TRADE,,,1,seed
CO_EMERYA_TUNIS,EMERYA TUNIS,COMPANY,EMERYA TUNIS,,,1,seed
CO_EMME_PI,EMME PI,COMPANY,EMME PI,,,1,seed
CO_EMNA,EMNA,COMPANY,EMNA,,,1,seed
CO_EMNA_BEN_AMOR_SERVICES,EMNA BEN-AMOR SERVICES,COMPANY,EMNA BEN AMOR SERVICES,,,1,seed
CO_EMNA_FLUIDES_SEF,EMNA DES FLUIDES SEF,COMPANY,EMNA FLUIDES SEF,,,1,seed
CO_EMNA_STAR,EMNA STAR,COMPANY,EMNA STAR,,,1,seed
CO_EMPIRE_COMMUNICATION,EMPIRE COMMUNICATION,COMPANY,EMPIRE COMMUNICATION,,,1,seed
CO_EMPIRE_DIGITAL,EMPIRE DIGITAL,COMPANY,EMPIRE DIGITAL,,,1,seed
CO_EMS_TUNISIE,EMS TUNISIE,COMPANY,EMS TUNISIE,,,1,seed
CO_EMTYAZ_FOR_INDUSTRIAL_AND_PETROLEUM_CONSTRUCTION,SOCIETE EMTYAZ FOR INDUSTRIAL AND PETROLEUM CONSTRUCTION,COMPANY,EMTYAZ FOR INDUSTRIAL AND PETROLEUM CONSTRUCTION,,,1,seed
CO_EM_MCP_JASMIN_HOLDING,EM MCP JASMIN HOLDING,COMPANY,EM MCP JASMIN HOLDING,,,1,seed
CO_ENADDHAFA_SERVICE,SOCIETE ENADDHAFA DE SERVICE,COMPANY,ENADDHAFA SERVICE,,,1,seed
CO_ENAS,ENAS,COMPANY,ENAS,,,1,seed
CO_ENCHOIS_ZEINEB,SOCIETE ENCHOIS ZEINEB,COMPANY,ENCHOIS ZEINEB,,,1,seed
CO_ENCM_ENGINEERING_CONSTRUCTION_MANAGEMENT,ENCM ENGINEERING CONSTRUCTION MANAGEMENT,COMPANY,ENCM ENGINEERING CONSTRUCTION MANAGEMENT,,,1,seed
CO_ENDA_INTER_ARABE,ENDA INTER ARABE,COMPANY,ENDA INTER ARABE,,,1,seed
CO_ENDEAVOR_GLOBAL_INC,ENDEAVOR GLOBAL INC,COMPANY,ENDEAVOR GLOBAL INC,,,1,seed
CO_ENERGIES_NOUVELLES_ENVIRONNEMENT_EMOVE,ENERGIES NOUVELLES ET ENVIRONNEMENT EMOVE,COMPANY,ENERGIES NOUVELLES ENVIRONNEMENT EMOVE,,,1,seed
CO_ENERGIES_RENOUVELABLES_ENI_ETAP,SOCIETE ENERGIES RENOUVELABLES ENI ETAP,COMPANY,ENERGIES RENOUVELABLES ENI ETAP,,,1,seed
CO_ENERGIE_DEL_SOLE_PHOTOVOLTAIQUE_EDS_PV,ENERGIE DEL SOLE PHOTOVOLTAIQUE EDS PV,COMPANY,ENERGIE DEL SOLE PHOTOVOLTAIQUE EDS PV,,,1,seed
CO_ENERGIE_POUR_L_INGENIERIE_SABIL,SOCIETE ENERGIE POUR L'INGENIERIE SABIL,COMPANY,ENERGIE POUR L'INGENIERIE SABIL,,,1,seed
CO_ENERGY_GROUPE,ENERGY GROUPE,COMPANY,ENERGY GROUPE,,,1,seed
CO_ENERGY_INDUSTRIE,ENERGY INDUSTRIE,COMPANY,ENERGY INDUSTRIE,,,1,seed
CO_ENERPEC_INDUSTRY,ENERPEC INDUSTRY,COMPANY,ENERPEC INDUSTRY,,,1,seed
CO_ENERSYS_ASSAD_INDUSTRIAL,ENERSYS ASSAD INDUSTRIAL,COMPANY,ENERSYS ASSAD INDUSTRIAL,,,1,seed
CO_ENERSYS_NORTH_AFRICA,ENERSYS NORTH AFRICA,COMPANY,ENERSYS NORTH AFRICA,,,1,seed
CO_ENERTEC_PETROLEUM_BRANCH_OF_TUNISIA,ENERTEC PETROLEUM BRANCH OF TUNISIA,COMPANY,ENERTEC PETROLEUM BRANCH OF TUNISIA,,,1,seed
CO_ENFAVET_INTERNATIONNAL,ENFAVET INTERNATIONNAL,COMPANY,ENFAVET INTERNATIONNAL,,,1,seed
CO_ENFAVET_PLUS,ENFAVET PLUS,COMPANY,ENFAVET PLUS,,,1,seed
CO_ENGAGE_FANTASY_COMPANY,SOCIETE ENGAGE FANTASY COMPANY,COMPANY,ENGAGE FANTASY COMPANY,,,1,seed
CO_ENGINEERING_AFFAIRES,SOCIETE ENGINEERING DES AFFAIRES,COMPANY,ENGINEERING AFFAIRES,,,1,seed
CO_ENGINEERING_AND_CONTRACTING_TUNISIA,SOCIETE ENGINEERING AND CONTRACTING TUNISIA,COMPANY,ENGINEERING AND CONTRACTING TUNISIA,,,1,seed
CO_ENGINEERING_CONSULTING_COMPANY,SOCIETE ENGINEERING CONSULTING COMPANY,COMPANY,ENGINEERING CONSULTING COMPANY,,,1,seed
CO_ENGINEERING_DESIGN_ANAL_YSIS_SOLUTIONS,ENGINEERING DESIGN ANAL YSIS SOLUTIONS EDAS,COMPANY,ENGINEERING DESIGN ANAL YSIS SOLUTIONS,,EDAS,1,seed
CO_ENGINEERING_INDUSTRIAL_PETROLEUM_ENGIP,ENGINEERING INDUSTRIAL PETROLEUM ENGIP,COMPANY,ENGINEERING INDUSTRIAL PETROLEUM ENGIP,,,1,seed
CO_ENGINEERING_MACHINING_PRECISION,ENGINEERING ET MACHINING PRECISION EMP,COMPANY,ENGINEERING MACHINING PRECISION,,EMP,1,seed
CO_ENGITECNO,ENGITECNO,COMPANY,ENGITECNO,,,1,seed
CO_ENGRAINS_PRODUITS_CHIMIQUES_A_MEGRINE,SOCIETE DES ENGRAINS ET DES PRODUITS CHIMIQUES A MEGRINE,COMPANY,ENGRAINS PRODUITS CHIMIQUES A MEGRINE,,,1,seed
CO_ENGRAIS_PRODUITS_CHIMIQUES,SOCIETE DES ENGRAIS ET PRODUITS CHIMIQUES,COMPANY,ENGRAIS PRODUITS CHIMIQUES,,,1,seed
CO_ENGRAIS_SUD,ENGRAIS DU SUD,COMPANY,ENGRAIS SUD,,,1,seed
CO_ENIETEC,ENIETEC,COMPANY,ENIETEC,,,1,seed
CO_ENKAPLAST,ENKAPLAST,COMPANY,ENKAPLAST,,,1,seed
CO_ENNACER_BATIMENT_TRAVAUX_PUBLIQUES,SOCIETE ENNACER DE BATIMENT ET TRAVAUX PUBLIQUES,COMPANY,ENNACER BATIMENT TRAVAUX PUBLIQUES,,,1,seed
CO_ENNACER_D_ENTREPRISE_BATIMENT_TRAVAUX_PUBLIQUE_SERVICE,SOCIETE ENNACER D'ENTREPRISE DE BATIMENT ET TRAVAUX PUBLIQUE ET SERVICE,COMPANY,ENNACER D'ENTREPRISE BATIMENT TRAVAUX PUBLIQUE SERVICE,,,1,seed
CO_ENNADHAFA_BEN_JEMIA,SOCIETE ENNADHAFA BEN-JEMIA,COMPANY,ENNADHAFA BEN JEMIA,,,1,seed
CO_ENNADHAFA_NEGOCE,ENNADHAFA NEGOCE,COMPANY,ENNADHAFA NEGOCE,,,1,seed
CO_ENNAIM,SOCIETE ENNAIM,COMPANY,ENNAIM,,,1,seed
CO_ENNAJEH,ENNAJEH,COMPANY,ENNAJEH,,,1,seed
CO_ENNAJEH_MATERIAUX_CONSTRUCTIONS,SOCIETE ENNAJEH DES MATERIAUX DE CONSTRUCTIONS,COMPANY,ENNAJEH MATERIAUX CONSTRUCTIONS,,,1,seed
CO_ENNAJJARI_FRERES,ENNAJJARI FRERES,COMPANY,ENNAJJARI FRERES,,,1,seed
CO_ENNAKHLA_COMMERCE_INTERNATIONAL,SOCIETE ENNAKHLA DE COMMERCE INTERNATIONAL,COMPANY,ENNAKHLA COMMERCE INTERNATIONAL,,,1,seed
CO_ENNASR,ENNASR,COMPANY,ENNASR,,,1,seed
CO_ENNASR_GARDEN,ENNASR GARDEN,COMPANY,ENNASR GARDEN,,,1,seed
CO_ENNEIFER_CIE_POUR_ARTICLES_ELECTROMENAGERS_ENC,ETABLISSEMENT ENNEIFER ET CIE POUR ARTICLES ELECTROMENAGERS ENC,COMPANY,ENNEIFER CIE POUR ARTICLES ELECTROMENAGERS ENC,,,1,seed
CO_ENNEIFER_GENERAL_ELECTRIC,ENNEIFER GENERAL ELECTRIC,COMPANY,ENNEIFER GENERAL ELECTRIC,,,1,seed
CO_ENNEIFER_GENERAL_ELECTRICITE,ENNEIFER GENERAL ELECTRICITE,COMPANY,ENNEIFER GENERAL ELECTRICITE,,,1,seed
CO_ENNEIFER_GOLO,SOCIETE ENNEIFER GOLO,COMPANY,ENNEIFER GOLO,,,1,seed
CO_ENNEIFER_NEGOCE_COMMERCE,SOCIETE ENNEIFER NEGOCE ET COMMERCE,COMPANY,ENNEIFER NEGOCE COMMERCE,,,1,seed
CO_ENNEJMA_SERVICES_EQUIPEMENTS,ENNEJMA SERVICES ET EQUIPEMENTS,COMPANY,ENNEJMA SERVICES EQUIPEMENTS,,,1,seed
CO_ENNITOU,ENNITOU,COMPANY,ENNITOU,,,1,seed
CO_ENNOUR_CONDITIONNEMENT_HUILES_ALIMENTAIRES,SOCIETE ENNOUR DE CONDITIONNEMENT DES HUILES ALIMENTAIRES,COMPANY,ENNOUR CONDITIONNEMENT HUILES ALIMENTAIRES,,,1,seed
CO_ENNOUR_POUR_COMMERCE_INTERNATIONAL,ENNOUR POUR LE COMMERCE INTERNATIONAL,COMPANY,ENNOUR POUR COMMERCE INTERNATIONAL,,,1,seed
CO_ENNOUR_VENTE_PRODUITS_QUINCAILLERIE,SOCIETE ENNOUR DE VENTE DES PRODUITS QUINCAILLERIE,COMPANY,ENNOUR VENTE PRODUITS QUINCAILLERIE,,,1,seed
CO_ENTREPOSAGE_CHEDLI_NAFTI,ENTREPOSAGE CHEDLI NAFTI,COMPANY,ENTREPOSAGE CHEDLI NAFTI,,,1,seed
CO_ENTREPOTS_FRIGORIFIQUES_NOUR_JELMA,ENTREPOTS FRIGORIFIQUES NOUR JELMA,COMPANY,ENTREPOTS FRIGORIFIQUES NOUR JELMA,,,1,seed
CO_ENTREPOTS_FRIGORIFIQUES_TAZARKA_LEFT,LES ENTREPOTS FRIGORIFIQUES DE TAZARKA LEFT,COMPANY,ENTREPOTS FRIGORIFIQUES TAZARKA LEFT,,,1,seed
CO_ENTREPOTS_FRIGORIFIQUES_TUNIS,ENTREPOTS FRIGORIFIQUES DE TUNIS EFT,COMPANY,ENTREPOTS FRIGORIFIQUES TUNIS,,EFT,1,seed
CO_ENTREPOTS_FRIGORIFIQUE_BORJ_ZARAT,SOCIETE ENTREPOTS FRIGORIFIQUE BORJ ZARAT,COMPANY,ENTREPOTS FRIGORIFIQUE BORJ ZARAT,,,1,seed
CO_ENTREPOTS_TUNISIENS,SOCIETE DES ENTREPOTS TUNISIENS,COMPANY,ENTREPOTS TUNISIENS,,,1,seed
CO_ENTREPOT_ESSAFA_WA_ELMARWA,ENTREPOT ESSAFA WA ELMARWA,COMPANY,ENTREPOT ESSAFA WA ELMARWA,,,1,seed
CO_ENTREPOT_FRIGORIFIQUE_ABCHA,ENTREPOT FRIGORIFIQUE ABCHA,COMPANY,ENTREPOT FRIGORIFIQUE ABCHA,,,1,seed
CO_ENTREPOT_FRIGORIFIQUE_SMVDA_EPI_DOR,ENTREPOT FRIGORIFIQUE SMVDA EPI DOR,COMPANY,ENTREPOT FRIGORIFIQUE SMVDA EPI DOR,,,1,seed
CO_ENTREPOT_FTATA,ENTREPOT FTATA,COMPANY,ENTREPOT FTATA,,,1,seed
CO_ENTREPOT_GOUADRIA,ENTREPOT GOUADRIA,COMPANY,ENTREPOT GOUADRIA,,,1,seed
CO_ENTREPOT_HAFNAOUI,ENTREPOT HAFNAOUI,COMPANY,ENTREPOT HAFNAOUI,,,1,seed
CO_ENTREPOT_HAMDA,ENTREPOT HAMDA,COMPANY,ENTREPOT HAMDA,,,1,seed
CO_ENTREPOT_MANSOUR,ENTREPOT MANSOUR,COMPANY,ENTREPOT MANSOUR,,,1,seed
CO_ENTREPOT_ZAGHBIBI,ENTREPOT ZAGHBIBI,COMPANY,ENTREPOT ZAGHBIBI,,,1,seed
CO_ENTREPRENARIAT_KILANI_PEINTURE_INDUSTRIELLE_BATIMENT,SOCIETE ENTREPRENARIAT KILANI DE PEINTURE INDUSTRIELLE ET DE BATIMENT,COMPANY,ENTREPRENARIAT KILANI PEINTURE INDUSTRIELLE BATIMENT,,,1,seed
CO_ENTREPRENEUR_SHIP_SERVICES_TUNISIA,ENTREPRENEUR SHIP SERVICES TUNISIA,COMPANY,ENTREPRENEUR SHIP SERVICES TUNISIA,,,1,seed
CO_ENTREPRISES_ALI_MHENNI,ENTREPRISES ALI MHENNI,COMPANY,ENTREPRISES ALI MHENNI,,,1,seed
CO_ENTREPRISES_SUD_SES,SOCIETE DES ENTREPRISES DU SUD SES,COMPANY,ENTREPRISES SUD SES,,,1,seed
CO_ENTREPRISES_TLILI_RAFIK,ENTREPRISES TLILI RAFIK,COMPANY,ENTREPRISES TLILI RAFIK,,,1,seed
CO_ENTREPRISES_TRAVAUX_BATIMENTS_SPECIALISES,SOCIETE ENTREPRISES DE TRAVAUX DE BATIMENTS SPECIALISES,COMPANY,ENTREPRISES TRAVAUX BATIMENTS SPECIALISES,,,1,seed
CO_ENTRETIEN_POIDS_LOURDS,ENTRETIEN POIDS LOURDS EPL,COMPANY,ENTRETIEN POIDS LOURDS,,EPL,1,seed
CO_ENTROPOT_HAMDI,ENTROPOT HAMDI,COMPANY,ENTROPOT HAMDI,,,1,seed
CO_ENTRPOTS_FRIGORIPHIQUES_EZZAHRA_FRIGO_EZZAHRA,LES ENTRPOTS FRIGORIPHIQUES EZZAHRA FRIGO EZZAHRA,COMPANY,ENTRPOTS FRIGORIPHIQUES EZZAHRA FRIGO EZZAHRA,,,1,seed
CO_ENT_BECHIR_CHENNOUF_FILS,ENT BECHIR CHENNOUF ET FILS EBC,COMPANY,ENT BECHIR CHENNOUF FILS,,EBC,1,seed
CO_ENT_CONSTRUCTION_METALLIQUE_ENTRETIEN,ENT DE CONSTRUCTION METALLIQUE ET ENTRETIEN ECME,COMPANY,ENT CONSTRUCTION METALLIQUE ENTRETIEN,,ECME,1,seed
CO_ENT_FABRICATION_VETEMENTS_ENFAVET,ENT DE FABRICATION DE VETEMENTS ENFAVET,COMPANY,ENT FABRICATION VETEMENTS ENFAVET,,,1,seed
CO_ENT_MOHSEN_KOBBI,ENT MOHSEN KOBBI,COMPANY,ENT MOHSEN KOBBI,,,1,seed
CO_ENT_TRAVAUX_INDUSTRIELS_PETROLIERS,ENT DES TRAVAUX INDUSTRIELS ET PETROLIERS ETIP,COMPANY,ENT TRAVAUX INDUSTRIELS PETROLIERS,,ETIP,1,seed
CO_ENVIRO_COLLECTE_RECYCLAGE_TUNISIE,ENVIRO COLLECTE ET RECYCLAGE DE TUNISIE ECRT,COMPANY,ENVIRO COLLECTE RECYCLAGE TUNISIE,,ECRT,1,seed
CO_EN_NOUMOU,EN NOUMOU,COMPANY,EN NOUMOU,,,1,seed
CO_EPARGNE_LNVEST_SICAF,EPARGNE LNVEST SICAF,COMPANY,EPARGNE LNVEST SICAF,,,1,seed
CO_EPAU_NOVA_TUNISIE,EPAU NOVA TUNISIE,COMPANY,EPAU NOVA TUNISIE,,,1,seed
CO_EPIC,SOCIETE EPIC,COMPANY,EPIC,,,1,seed
CO_EPICES_SIDI_THABET,EPICES SIDI THABET,COMPANY,EPICES SIDI THABET,,,1,seed
CO_EPI_DOR_EXPORT,SOCIETE EPI DOR EXPORT,COMPANY,EPI DOR EXPORT,,,1,seed
CO_EPM_FRANCE,EPM FRANCE,COMPANY,EPM FRANCE,,,1,seed
CO_EPM_TUNISIE,EPM TUNISIE,COMPANY,EPM TUNISIE,,,1,seed
CO_EPONGE_DOR,EPONGE DOR,COMPANY,EPONGE DOR,,,1,seed
CO_EPPM,EPPM,COMPANY,EPPM,,,1,seed
CO_EPSO,SOCIETE EPSO,COMPANY,EPSO,,,1,seed
CO_EQUIBAIN,EQUIBAIN,COMPANY,EQUIBAIN,,,1,seed
CO_EQUIPB,EQUIPB,COMPANY,EQUIPB,,,1,seed
CO_EQUIPEMENTS_CAFES_SACAFE,SOCIETE DES EQUIPEMENTS DES CAFES SACAFE,COMPANY,EQUIPEMENTS CAFES SACAFE,,,1,seed
CO_EQUIPEMENTS_FOURNITURES_INDUSTRIELS,SOCIETE EQUIPEMENTS FOURNITURES INDUSTRIELS EFI,COMPANY,EQUIPEMENTS FOURNITURES INDUSTRIELS,,EFI,1,seed
CO_EQUIPEMENTS_MEDICAUX_PARAMEDICAUX,SOCIETE EQUIPEMENTS MEDICAUX ET PARAMEDICAUX,COMPANY,EQUIPEMENTS MEDICAUX PARAMEDICAUX,,,1,seed
CO_EQUIPEMENTS_NOUVEAUX,SOCIETE DES EQUIPEMENTS NOUVEAUX,COMPANY,EQUIPEMENTS NOUVEAUX,,,1,seed
CO_EQUIPEMENTS_PIECES_RECHANGE,EQUIPEMENTS ET PIECES DE RECHANGE,COMPANY,EQUIPEMENTS PIECES RECHANGE,,,1,seed
CO_EQUIPEMENTS_TECHNOLOGIQUES_EQUITECH,SOCIETE DES EQUIPEMENTS TECHNOLOGIQUES EQUITECH,COMPANY,EQUIPEMENTS TECHNOLOGIQUES EQUITECH,,,1,seed
CO_EQUIPEMENTS_TECHNOLOGIQUES_RESTAURATION_EQUITECH_FOOD,SOCIETE DES EQUIPEMENTS TECHNOLOGIQUES DE RESTAURATION EQUITECH FOOD,COMPANY,EQUIPEMENTS TECHNOLOGIQUES RESTAURATION EQUITECH FOOD,,,1,seed
CO_EQUIPEMENT_ELECTRIQUE_ELECTRONIQUE_3_E,SOCIETE EQUIPEMENT ELECTRIQUE ET ELECTRONIQUE 3 E,COMPANY,EQUIPEMENT ELECTRIQUE ELECTRONIQUE 3 E,,,1,seed
CO_EQUIPEMENT_GENERALE_SAHEL,SOCIETE EQUIPEMENT GENERALE DU SAHEL EGS,COMPANY,EQUIPEMENT GENERALE SAHEL,,EGS,1,seed
CO_EQUIPEMENT_GENERAL_BATIMENT_EXPORT,EQUIPEMENT GENERAL DE BATIMENT EXPORT EGBE,COMPANY,EQUIPEMENT GENERAL BATIMENT EXPORT,,EGBE,1,seed
CO_EQUIPEMENT_GENERAL_TUNISIEN,EQUIPEMENT GENERAL TUNISIEN,COMPANY,EQUIPEMENT GENERAL TUNISIEN,,,1,seed
CO_EQUIPEMENT_MODERNE_DGE,EQUIPEMENT MODERNE DGE,COMPANY,EQUIPEMENT MODERNE DGE,,,1,seed
CO_EQUIPROTECT,SOCIETE EQUIPROTECT,COMPANY,EQUIPROTECT,,,1,seed
CO_EQUITEX,EQUITEX,COMPANY,EQUITEX,,,1,seed
CO_ERAHMA_SERVICES_AGRICOLES,SOCIETE ERAHMA DES SERVICES AGRICOLES,COMPANY,ERAHMA SERVICES AGRICOLES,,,1,seed
CO_ERA_GMBH,ERA GMBH,COMPANY,ERA GMBH,,,1,seed
CO_EREM,EREM,COMPANY,EREM,,,1,seed
CO_ERET,SOCIETE ERET,COMPANY,ERET,,,1,seed
CO_ERRABIA,ERRABIA,COMPANY,ERRABIA,,,1,seed
CO_ERRAFEHA,SOCIETE ERRAFEHA,COMPANY,ERRAFEHA,,,1,seed
CO_ERRAHIM_CONFECTION,ERRAHIM DE CONFECTION,COMPANY,ERRAHIM CONFECTION,,,1,seed
CO_ERRYADA_PROMOTION_IMMOBILIERE,ERRYADA DE PROMOTION IMMOBILIERE,COMPANY,ERRYADA PROMOTION IMMOBILIERE,,,1,seed
CO_ESILAB,ESILAB,COMPANY,ESILAB,,,1,seed
CO_ESPACE_ARTS,ESPACE DES ARTS,COMPANY,ESPACE ARTS,,,1,seed
CO_ESPACE_CREATION,ESPACE ET CREATION,COMPANY,ESPACE CREATION,,,1,seed
CO_ESPACE_DAPPRO,ESPACE DAPPRO,COMPANY,ESPACE DAPPRO,,,1,seed
