edge_id,from_node_id,to_node_id,from_label,to_label,from_type,to_type,edge_label_raw,role_canonical,tie_class,layer,is_former,is_self_loop,source_line,evidence
SEEDE_47151e3751cac5a1,PERSON_ELABARI_BOUTHAINA_HAMAMI,CO_A3R,BOUTHAINA HAMMAMI EL-ABARI,A3R,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,36,seed_only
SEEDE_4ca988dc608b1863,PERSON_ELOUMI_MOHAMED_ALI,CO_A4CONTENT,MOHAMED ALI ELLOUMI,A4CONTENT,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,37,seed_only
SEEDE_cb5fcab3f4a43ec1,PERSON_ALANI_ABDERAHMAN,CO_AA_INDUSTRIES,ABDERRAHMAN ALLANI,AA INDUSTRIES,PERSON,COMPANY,CEO,ceo,corporate_officer,corporate,False,False,38,seed_only
SEEDE_d32e6074954b7821,PERSON_BESAMARA_DORSAF,CO_AA_INDUSTRIES,DORSAF BESSAMARA,AA INDUSTRIES,PERSON,COMPANY,BOARD MEMBER,administrateur,corporate_officer,corporate,False,False,39,seed_only
SEEDE_31ac9dfdc6a664b8,CO_INTERNATIONAL_SICAR,CO_AA_INDUSTRIES,INTERNATIONAL SICAR,AA INDUSTRIES,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,40,seed_only
SEEDE_bc3559d5cb38e456,PERSON_BESAMARA_ONES,CO_AA_INDUSTRIES,ONES BESSAMARA,AA INDUSTRIES,PERSON,COMPANY,BOARD MEMBER,administrateur,corporate_officer,corporate,False,False,41,seed_only
SEEDE_332c2273e0694c73,PERSON_KILANI_ZIED,CO_AB_CONSO,ZIED KILANI,AB CONSO,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,42,seed_only
SEEDE_3228b3c63e18c503,PERSON_ABDENADHER_ANAS,CO_AB_CORPORATION,ANAS ABDENNADHER,AB CORPORATION,PERSON,COMPANY,BOARD MEMBER,administrateur,corporate_officer,corporate,False,False,43,seed_only
SEEDE_f1c8cd2328dd330e,PERSON_ABDENADHER_LOTFI,CO_AB_CORPORATION,LOTFI ABDENNADHER,AB CORPORATION,PERSON,COMPANY,BOARD MEMBER,administrateur,corporate_officer,corporate,False,False,44,seed_only
SEEDE_7c37e12670b242e1,PERSON_ABDENADHER_LOTFI,CO_AB_CORPORATION,LOTFI ABDENNADHER,AB CORPORATION,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,45,seed_only
SEEDE_30820ee830fd72ff,PERSON_ABDENADHER_SABA,CO_AB_CORPORATION,SABA ABDENNADHER,AB CORPORATION,PERSON,COMPANY,BOARD MEMBER,administrateur,corporate_officer,corporate,False,False,46,seed_only
