edge_id,from_node_id,to_node_id,from_label,to_label,from_type,to_type,edge_label_raw,role_canonical,tie_class,layer,is_former,is_self_loop,source_line,evidence
SEEDE_bd4dc8f438d8bc7a,PERSON_BENISMAIL_MOHAMED,CO_GENERALE_INDUSTRIELLE_PRODUITS_ALIMENTAIRES,MOHAMED BEN-ISMAIL,GENERALE INDUSTRIELLE DE PRODUITS ALIMENTAIRES GIPA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9623,seed_only
SEEDE_44c9355c0d2f3c9c,PERSON_BOUZGUENDA_MOHAMED,CO_GENERALE_INDUSTRIELLE_PRODUITS_ALIMENTAIRES,MOHAMED BOUZGUENDA,GENERALE INDUSTRIELLE DE PRODUITS ALIMENTAIRES GIPA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9624,seed_only
SEEDE_1e1ddfe4be623803,PERSON_KHAMOURI_MOHAMED,CO_GENERALE_INDUSTRIELLE_PRODUITS_ALIMENTAIRES,MOHAMED KHAMMOURI,GENERALE INDUSTRIELLE DE PRODUITS ALIMENTAIRES GIPA,PERSON,COMPANY,GENERAL MANAGER,dg,corporate_officer,corporate,False,False,9625,seed_only
SEEDE_735d1bc41d15b2cf,CO_POULINA_GROUP_HOLDING,CO_GENERALE_INDUSTRIELLE_PRODUITS_ALIMENTAIRES,POULINA GROUP HOLDING,GENERALE INDUSTRIELLE DE PRODUITS ALIMENTAIRES GIPA,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9626,seed_only
SEEDE_d046b751b82e4c38,PERSON_ZAROUK_RAFIA,CO_GENERALE_INDUSTRIELLE_PRODUITS_ALIMENTAIRES,RAFIA ZARROUK,GENERALE INDUSTRIELLE DE PRODUITS ALIMENTAIRES GIPA,PERSON,COMPANY,GENERAL MANAGER,dg,corporate_officer,corporate,False,False,9627,seed_only
SEEDE_1c067fddb4d2f653,PERSON_BOUASIDA_RAOUF,CO_GENERALE_INDUSTRIELLE_PRODUITS_ALIMENTAIRES,RAOUF BOUASSIDA,GENERALE INDUSTRIELLE DE PRODUITS ALIMENTAIRES GIPA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9628,seed_only
SEEDE_399838563a067555,PERSON_BENAYED_SLIM,CO_GENERALE_INDUSTRIELLE_PRODUITS_ALIMENTAIRES,SLIM BEN-AYED,GENERALE INDUSTRIELLE DE PRODUITS ALIMENTAIRES GIPA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9629,seed_only
SEEDE_0007115d521eb068,CO_NUTRITION,CO_GENERALE_INDUSTRIELLE_PRODUITS_ALIMENTAIRES,SOCIETE DE NUTRITION,GENERALE INDUSTRIELLE DE PRODUITS ALIMENTAIRES GIPA,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9630,seed_only
SEEDE_e39a22afca8a9d52,CO_SALMA,CO_GENERALE_INDUSTRIELLE_PRODUITS_ALIMENTAIRES,SOCIETE SALMA,GENERALE INDUSTRIELLE DE PRODUITS ALIMENTAIRES GIPA,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9631,seed_only
SEEDE_3ba7279ccc9781f7,PERSON_BENAYED_TAOUFIK,CO_GENERALE_INDUSTRIELLE_PRODUITS_ALIMENTAIRES,TAOUFIK BEN-AYED,GENERALE INDUSTRIELLE DE PRODUITS ALIMENTAIRES GIPA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9632,seed_only
SEEDE_9d7004281c1e6943,PERSON_BENAYED_TAREK,CO_GENERALE_INDUSTRIELLE_PRODUITS_ALIMENTAIRES,TAREK BEN-AYED,GENERALE INDUSTRIELLE DE PRODUITS ALIMENTAIRES GIPA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9633,seed_only
SEEDE_53a9e90864b517b1,CO_TETRA_PAK_HOYER,CO_GENERALE_INDUSTRIELLE_PRODUITS_ALIMENTAIRES,TETRA PAK HOYER,GENERALE INDUSTRIELLE DE PRODUITS ALIMENTAIRES GIPA,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9634,seed_only
SEEDE_7135e87851a16e07,PERSON_TAYARI_ABDELMAJID,CO_GENERALE_INDUSTRIELLE_DINGENIERIE_G2I,ABDELMAJID TAYARI,GENERALE INDUSTRIELLE ET DINGENIERIE G2I,PERSON,COMPANY,BOARD MEMBER,administrateur,corporate_officer,corporate,False,False,9635,seed_only
SEEDE_1ad9a0cf1b05d07a,CO_GABES_INVEST_SICAR,CO_GENERALE_INDUSTRIELLE_DINGENIERIE_G2I,GABES INVEST SICAR,GENERALE INDUSTRIELLE ET DINGENIERIE G2I,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9636,seed_only
SEEDE_d15e1de999eec5f6,PERSON_HAMDI_SADOK,CO_GENERALE_INDUSTRIELLE_DINGENIERIE_G2I,SADOK HAMDI,GENERALE INDUSTRIELLE ET DINGENIERIE G2I,PERSON,COMPANY,CEO,ceo,corporate_officer,corporate,False,False,9637,seed_only
SEEDE_019eb4513bb389ad,CO_SICAR_AMEN,CO_GENERALE_INDUSTRIELLE_DINGENIERIE_G2I,SICAR AMEN,GENERALE INDUSTRIELLE ET DINGENIERIE G2I,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9638,seed_only
SEEDE_eb3878ea41a50867,CO_CARRIERES_SUD_HAMDI_FRERES,CO_GENERALE_INDUSTRIELLE_DINGENIERIE_G2I,SOCIETE LES CARRIERES DU SUD HAMDI FRERES HF,GENERALE INDUSTRIELLE ET DINGENIERIE G2I,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9639,seed_only
SEEDE_cc375adf4f3baa63,CO_NOUVELLES_CARRIERES_SUD,CO_GENERALE_INDUSTRIELLE_DINGENIERIE_G2I,SOCIETE LES NOUVELLES CARRIERES DU SUD,GENERALE INDUSTRIELLE ET DINGENIERIE G2I,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9640,seed_only
SEEDE_27bd5ea8ec8c0c13,CO_SOHATRAM,CO_GENERALE_INDUSTRIELLE_DINGENIERIE_G2I,SOCIETE SOHATRAM,GENERALE INDUSTRIELLE ET DINGENIERIE G2I,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9641,seed_only
SEEDE_45e6648df3159f5a,PERSON_HAJI_TAHER,CO_GENERALE_INDUSTRIELLE_DINGENIERIE_G2I,TAHER HAJJI,GENERALE INDUSTRIELLE ET DINGENIERIE G2I,PERSON,COMPANY,BOARD MEMBER,administrateur,corporate_officer,corporate,False,False,9642,seed_only
SEEDE_ce8ea16b35f811e2,PERSON_GHARBI_MUSTAPHA,CO_GENERALE_MARINE_SERVICES,MUSTAPHA GHARBI,GENERALE MARINE SERVICES,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9643,seed_only
SEEDE_6900adced341dcf4,PERSON_HAMAMI_LAROUSI,CO_GENERALE_PILOTAGE_SUIVI,LAROUSSI HAMMAMI,GENERALE PILOTAGE ET SUIVI,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9644,seed_only
SEEDE_b6f1d34eae47a116,PERSON_BENTAMARZISTE_SLIMEN,CO_GENERALE_PNEUMATIQUE_PIECES_RECHANGES_QUINCAILLERIE,SLIMEN BEN-TAMARZISTE,GENERALE PNEUMATIQUE ET PIECES DE RECHANGES ET QUINCAILLERIE,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9645,seed_only
SEEDE_e7741fb900ff31fa,PERSON_BENAMOR_BECHIR,CO_GENERALE_PROTECTION,BECHIR BEN-AMOR,GENERALE PROTECTION,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9646,seed_only
SEEDE_04d31c244a205eb8,PERSON_HAMAMI_CHAWKI,CO_GENERALE_STRUCTURE_MODERNE,CHAWKI HAMMAMI,GENERALE STRUCTURE MODERNE,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9647,seed_only
SEEDE_50f16816506044cb,CO_SICAR_INVEST,CO_GENERALE_TEXTILE,SICAR INVEST,GENERALE TEXTILE,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9648,seed_only
SEEDE_b56e1839528262cc,CO_ATTIJARI_SICAR,CO_GENERALE_TUNISIENNE_L_INFORMATIQUE,ATTIJARI SICAR,GENERALE TUNISIENNE DE L'INFORMATIQUE,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9649,seed_only
SEEDE_255e25dd82ff91e7,CO_ATTIJARI_SICAR,CO_GENERALE_TUNISIENNE_L_INFORMATIQUE_GTI,ATTIJARI SICAR,GENERALE TUNISIENNE DE L'INFORMATIQUE GTI,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9650,seed_only
SEEDE_3ffd6dcccdf0f5ae,PERSON_HAMROUNI_IMED,CO_GENERALE_TUNISIENNE_MAINTENANCE_SERVICES,IMED HAMROUNI,GENERALE TUNISIENNE DE MAINTENANCE ET SERVICES,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9651,seed_only
SEEDE_527ed17f65d1f9cb,PERSON_CHAABOUNI_MOHAMED,CO_GENIPLAST,MOHAMED CHAABOUNI,GENIPLAST,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9652,seed_only
SEEDE_89889f74738adc73,PERSON_ABDELKEFI_FATMA_KAMOUN,CO_GENIUS_ACADEMY,FATMA KAMMOUN ABDELKEFI,GENIUS ACADEMY,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9653,seed_only
SEEDE_de00a3ba40ca553b,PERSON_HAMAMI_NAIM,CO_GEO_DATA_SERVICES_TUNISIE,NAIM HAMMAMI,GEO DATA SERVICES TUNISIE,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9654,seed_only
SEEDE_9137efeff19393b0,PERSON_SLAMA_MONDHER,CO_GEO_ENVIRONNEMENT,MONDHER SLAMA,GEO ENVIRONNEMENT,PERSON,COMPANY,BOARD MEMBER,administrateur,corporate_officer,corporate,False,False,9655,seed_only
SEEDE_ae1bd294ff62a671,PERSON_SASI_NEJIB,CO_GEOCONSEIL,NEJIB SASSI,GEOCONSEIL,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9656,seed_only
SEEDE_0c32ad5750c933bb,PERSON_NEUVILE_ERIC_MARTIN,CO_GEODIS_TUNISIE,ERIC MARTIN NEUVILLE,GEODIS TUNISIE,PERSON,COMPANY,BOARD MEMBER,administrateur,corporate_officer,corporate,False,False,9657,seed_only
SEEDE_5da05d30587449ec,CO_GEODIS_OVERSEAS_FRANCE,CO_GEODIS_TUNISIE,GEODIS OVERSEAS FRANCE,GEODIS TUNISIE,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9658,seed_only
SEEDE_d1021868b17e20ff,CO_GEODIS_WILSON_FRANCE,CO_GEODIS_TUNISIE,GEODIS WILSON FRANCE,GEODIS TUNISIE,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9659,seed_only
SEEDE_19bc7b1a704706b0,PERSON_FRANCE_GEODIS_WILSON,CO_GEODIS_TUNISIE,GEODIS WILSON FRANCE,GEODIS TUNISIE,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9660,seed_only
SEEDE_eb904aa88657071d,PERSON_NEUVILE_ERIC_MARTIN,CO_GEODIS_WILSON_FRANCE,ERIC MARTIN NEUVILLE,GEODIS WILSON FRANCE,PERSON,COMPANY,REPRESENTATIVE,representant,corporate_officer,corporate,False,False,9661,seed_only
SEEDE_7ea3c5ba5bc82ee8,PERSON_KHECHINE_MOHAMED_MONCEF,CO_GEOLOGICAL_SOLUTIONS,MOHAMED MONCEF KHECHINE,GEOLOGICAL SOLUTIONS,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9662,seed_only
SEEDE_7104d860c4c5eda3,PERSON_MAAREF_ANOUAR,CO_GEOLOGIE_CARRIERES_TRAVAUX_GEOCATRA,ANOUAR MAAREF,GEOLOGIE CARRIERES ET TRAVAUX GEOCATRA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9663,seed_only
SEEDE_cb059e01c8493aba,PERSON_LAHMAR_FAOUZI,CO_GEOLOGIE_CARRIERES_TRAVAUX_GEOCATRA,FAOUZI LAHMAR,GEOLOGIE CARRIERES ET TRAVAUX GEOCATRA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9664,seed_only
SEEDE_93822505c92ae828,PERSON_LAHMAR_HATEM,CO_GEOLOGIE_CARRIERES_TRAVAUX_GEOCATRA,HATEM LAHMAR,GEOLOGIE CARRIERES ET TRAVAUX GEOCATRA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9665,seed_only
SEEDE_cefb1addfb43a72b,PERSON_LAHMAR_HOSNI,CO_GEOLOGIE_CARRIERES_TRAVAUX_GEOCATRA,HOSNI LAHMAR,GEOLOGIE CARRIERES ET TRAVAUX GEOCATRA,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9666,seed_only
SEEDE_5b84c39302e4487e,PERSON_LAHMAR_HOSNI,CO_GEOLOGIE_CARRIERES_TRAVAUX_GEOCATRA,HOSNI LAHMAR,GEOLOGIE CARRIERES ET TRAVAUX GEOCATRA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9667,seed_only
SEEDE_a3deacc2b13777f9,PERSON_LAHMAR_MAJDI,CO_GEOLOGIE_CARRIERES_TRAVAUX_GEOCATRA,MAJDI LAHMAR,GEOLOGIE CARRIERES ET TRAVAUX GEOCATRA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9668,seed_only
SEEDE_c1c5fa3252bd98d1,PERSON_LAHMAR_MOHAMED,CO_GEOLOGIE_CARRIERES_TRAVAUX_GEOCATRA,MOHAMED LAHMAR,GEOLOGIE CARRIERES ET TRAVAUX GEOCATRA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9669,seed_only
SEEDE_71ec4a2b3d67252a,PERSON_LAHMAR_MOHSEN,CO_GEOLOGIE_CARRIERES_TRAVAUX_GEOCATRA,MOHSEN LAHMAR,GEOLOGIE CARRIERES ET TRAVAUX GEOCATRA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9670,seed_only
SEEDE_e6d4e92f0c7b357d,PERSON_LAHMAR_MUSTAPHA,CO_GEOLOGIE_CARRIERES_TRAVAUX_GEOCATRA,MUSTAPHA LAHMAR,GEOLOGIE CARRIERES ET TRAVAUX GEOCATRA,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9671,seed_only
SEEDE_ab193ed43027cc9b,PERSON_LAURENT_GORGET,CO_GEORGET_PRODUCTION,GORGET LAURENT,GEORGET PRODUCTION,PERSON,COMPANY,BOARD MEMBER,administrateur,corporate_officer,corporate,False,False,9672,seed_only
SEEDE_e0f46d9e97413c03,PERSON_SEBASTIEN_MASON,CO_GEORGET_PRODUCTION,MASSON SEBASTIEN,GEORGET PRODUCTION,PERSON,COMPANY,BOARD MEMBER,administrateur,corporate_officer,corporate,False,False,9673,seed_only
SEEDE_f82f0e217cd0fb4f,PERSON_DRIS_KADHEM,CO_GEOSAN_GROUP,KADHEM DRISS,GEOSAN GROUP,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9674,seed_only
SEEDE_29226b07b77d8257,PERSON_SASI_FETHI,CO_GEPCOS_PLUS,FETHI SASSI,GEPCOS PLUS,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9675,seed_only
SEEDE_92768d45de24a3a8,PERSON_MABROUK_GHAZI,CO_GEPEA_CONSULTING,GHAZI MABROUK,GEPEA CONSULTING,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9676,seed_only
SEEDE_88d4fac40155b904,PERSON_ZOUARI_RIADH,CO_GERANT_MONDIAL_EQUIPEMENT_AUTO_M_E_A,RIADH ZOUARI,GERANT MONDIAL EQUIPEMENT AUTO M E A,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9677,seed_only
SEEDE_15ef1a2253e62e27,PERSON_BEREHOUMA_NABIL,CO_GERMAN_COMPANY,NABIL BERREHOUMA,GERMAN COMPANY,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9678,seed_only
SEEDE_7f44a575425dcdad,PERSON_ABDELAOUI_ABDALAH,CO_GERMAN_CONNEX_CONSULT_GCC,ABDALLAH ABDELLAOUI,"GERMAN CONNEX CONSULT ""GCC""",PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9679,seed_only
SEEDE_c20a7eb2e4f7da16,PERSON_KOUBAA_AHMED_BILAL,CO_GERMAN_FASHION_CONSULTING,AHMED BILAL KOUBAA,GERMAN FASHION CONSULTING,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9680,seed_only
SEEDE_e5b4a4e566c990b5,CO_BANQUE_ZITOUNA,CO_GERMAN_GARAGE,BANQUE ZITOUNA,GERMAN GARAGE,COMPANY,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9681,seed_only
SEEDE_f42d8a7b0fcb0644,PERSON_ABDELKARIM_KAWTHER,CO_GERMAN_GARAGE,KAWTHER ABDELKARIM,GERMAN GARAGE,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9682,seed_only
SEEDE_575672aa09333cf3,PERSON_BENABDELEKRIM_KAWTHER,CO_GERMAN_GARAGE,KAWTHER BEN-ABDELEKRIM,GERMAN GARAGE,PERSON,COMPANY,FORMER MANAGER,gerant,corporate_officer,corporate,True,False,9683,seed_only
SEEDE_7e0f98b93fa462e4,PERSON_CHERIF_MOHAMED,CO_GERMAN_GARAGE,MOHAMED CHERIF,GERMAN GARAGE,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9684,seed_only
SEEDE_c2206fe80a6eac92,PERSON_CHERIF_TALEL,CO_GERMAN_GARAGE,TALEL CHERIF,GERMAN GARAGE,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9685,seed_only
SEEDE_3de5d6cb2c4fe0eb,PERSON_BENKHALED_KAREM,CO_GERMAN_GEOCONSULTANTS_GROUP_TUNISIE,KAREM BEN-KHALED,GERMAN GEOCONSULTANTS GROUP TUNISIE,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9686,seed_only
SEEDE_62e66f1adc382801,PERSON_BENHAZAZ_MOEZ,CO_GERMAN_INTERNATIONAL,MOEZ BEN-HAZAZ,GERMAN INTERNATIONAL,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9687,seed_only
SEEDE_3de3f77c20b381a4,PERSON_GAIED_RACHID,ORG_GERMAN_MARSHALL_FUND_TUNIS,RACHID GAIED,GERMAN MARSHALL FUND TUNIS,PERSON,ORGANIZATION,REPRESENTATIVE,representant,corporate_officer,civil_society,False,False,9688,seed_only
SEEDE_0908b1e8f10bf22d,PERSON_ARMOUCHE_ABDENACER,CO_GERMAN_MM_GMM,ABDENACER ARMOUCHE,"GERMAN MM ""GMM""",PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9689,seed_only
SEEDE_6de2eaedd6dfdb03,PERSON_MANKAI_MAKRAM,CO_GERMAN_MOTORS_GM,MAKRAM MANKAI,"GERMAN MOTORS ""GM""",PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9690,seed_only
SEEDE_61586bcf2995d374,PERSON_AZABI_ALI,CO_GERMAN_MOTORS_PLUS,ALI AZZABI,GERMAN MOTORS PLUS,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9691,seed_only
SEEDE_12f458747fb72fdd,PERSON_MANKAI_MAKRAM,CO_GERMAN_MOTORS_PLUS,MAKRAM MANKAI,GERMAN MOTORS PLUS,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9692,seed_only
SEEDE_35e9b4eedf1bdcd7,PERSON_MANKAI_MAKRAM,CO_GERMAN_MOTORS_PLUS,MAKRAM MANKAI,GERMAN MOTORS PLUS,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9693,seed_only
SEEDE_c3becfa346d85e56,PERSON_MANKAI_MOHAMED_WAHIB,CO_GERMAN_MOTORS_PLUS,MOHAMED WAHIB MANKAI,GERMAN MOTORS PLUS,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9694,seed_only
SEEDE_76c6a11d84fc0ece,PERSON_BELKAID_SAMIRA,CO_GERMAN_MOTORS_PLUS,SAMIRA BELKAID,GERMAN MOTORS PLUS,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9695,seed_only
SEEDE_95093ce025c07aca,PERSON_CHAMAM_IMED_BENMOHAMED,CO_GERMAN_PART_GROS_G_P_G,IMED BEN-MOHAMED CHAMMAM,"GERMAN PART GROS ""G.P.G""",PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9696,seed_only
SEEDE_315dad2149d3b334,PERSON_MOUELHI_MOHAMED_AYMEN,CO_GERMAN_PARTS_AND_ACCESSOIRES_G_P_A,MOHAMED AYMEN MOUELHI,GERMAN PARTS AND ACCESSOIRES (G.P.A),PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9697,seed_only
SEEDE_05bd2d54faf23537,PERSON_TRIFI_ZAHER,CO_GERMAN_POWER,ZAHER TRIFI,GERMAN POWER,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9698,seed_only
SEEDE_830db7aaa46cefca,PERSON_CHARAABI_SOBHANE,CO_GERMAN_SCHMIEDEEISEN,SOBHANE CHARAABI,GERMAN SCHMIEDEEISEN,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9699,seed_only
SEEDE_d9ec41941280da9e,PERSON_NESTREL_JENS,CO_GERMAN_SERVICES_GROUP,JENS NESTREL,GERMAN SERVICES GROUP,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9700,seed_only
SEEDE_b51955983e51e596,PERSON_ALOUI_NAZIHA,CO_GERMAN_SERVICES_GROUP,NAZIHA ALOUI,GERMAN SERVICES GROUP,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9701,seed_only
SEEDE_10766dc2d4ad1148,PERSON_BENHAMOUDA_HAMDI,CO_GERMAN_SPACE,HAMDI BEN-HAMMOUDA,GERMAN SPACE,PERSON,COMPANY,SHAREHOLDER,shareholder,ownership,corporate,False,False,9702,seed_only
SEEDE_c8abf76e24f51e4d,PERSON_MAHMOUDI_MAHER,CO_GERMAN_SPARES_PARTS,MAHER MAHMOUDI,GERMAN SPARES PARTS,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9703,seed_only
SEEDE_05e3cb3dc0de3fc6,PERSON_BENYEDER_SADOK_FATHI,CO_GERMAN_STUDY_CONSULTING,SADOK FATHI BEN-YEDDER,GERMAN STUDY CONSULTING,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9704,seed_only
SEEDE_ce6ce8571699bc23,PERSON_DABACHI_LOTFI_OMAR_SALEM,CO_GERMAN_TECHNOLOGY_EQUIPEMENT,LOTFI OMAR SALEM DABBACHI,GERMAN TECHNOLOGY EQUIPEMENT,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9705,seed_only
SEEDE_d92b1f06ea3118de,PERSON_RIEGLER_ANDREAS,CO_GERMAN_TELEMARKETING_CENTER,ANDREAS RIEGLER,GERMAN TELEMARKETING CENTER,PERSON,COMPANY,MANAGER,gerant,corporate_officer,corporate,False,False,9706,seed_only
