spell_id,obs_date,obs_kind,obs_event_id,evidence_quote
SP_f02de2bee7bc8ccf1a36,2009-01-31,terminus,EV_daf2f3efdd8190d21383,Nomination de Mr. Sifi Jalel gérant de la société avec le pouvoir les plus étendus et démission de Mr. Sassi Ahmed.
SP_706b3ac7348c0faf0142,2009-01-14,onset,EV_c441ecd6c77c20205b3e,Mohamed SAHNOUN et la nomination du nouveau gérant M.
SP_c5b5f01955f9f41c813d,2008-04-30,terminus,EV_a2a39b3a0e412871a475,"* Monsieur Chokri Ben Mustapha Rekik a été désigné nouveau gérant de la Société, en remplacement de Monsieur Nejah Ben Hédi Hattab, gérant démissionnaire."
SP_90bf16bace58a2761d69,2009-01-22,onset,EV_31ad8fba5f05de03e182,- De désigner Monsieur Fayçal Derbel en qualité de commissaire aux comptes pour une durée de 3 ans.
SP_e31954c6c9bca39a9441,2009-01-22,onset,EV_c6ad8320411e888505e8,- Monsieur Mohamed Sahbi Mahjoub a été nommé Président Directeur Général pour toute la durée de son mandat d'administrateur avec les pouvoirs les plus étendus dans le cadre de la loi et des statuts.
SP_587459e5fd37e4fa38e3,2009-01-22,onset,EV_a095228d6f1052fa49ee,- Monsieur Mohamed Hedi Jebnoun a été nommé Directeur Général Adjoint pour toute la durée de son mandat d'administrateur avec les pouvoirs les plus étendus dans le cadre de la loi et des statuts.
SP_c17b138d8fba0e421c35,2008-12-22,onset,EV_0da96f90cfeed1486b34,"1 - Suivant procès-verbal de l'assemblée générale ordinaire en date du 22 décembre 2008, enregistré à la Recette des Finances Rue de Paradis - Ariana le 14 janvier 2009, sous le n° 9800346, quittance "
SP_3a297cf313573c2a08b5,2008-12-22,onset,EV_7dc973c0c08240c79e1a,- Nomination de Monsieur Mohamed Hechmi Djilani en qualité de Directeur Général Adjoint de la société pour une période de trois ans.
SP_3a297cf313573c2a08b5,2009-08-13,renewal,EV_ca0e0d05ae9ae20a20cf,Renouvellement du mandat de Monsieur Mohamed Hechmi Djilani en sa qualité de Directeur Général Adjoint de la société et ce pour toute la durée de son mandat d'administrateur et dispose des mêmes pouvo
SP_f7da50b2a2ded8a039f4,2009-02-03,onset,EV_5b44f32a163397c23b7f,"Suivant P.V de l'assemblée générale ordinaire daté du 4-3-2008, et enregistré à la recette des finances de l'Ariana le 3-4-2008, sous la n° 8703096, quittance n° 37041, Mme Maria Rosa TAVOLA titulaire"
SP_bbc9a1cd8590f97bae06,2009-01-01,terminus,EV_82e784445ceca82f2513,"janvier 2009, sous le n° D8275797, la démission du gérant actuel Mr Lotfi TRIKI a été acceptée. Il a été remplacé par Mme Leila FEKI pour une période restante du mandat de son prédécesseur soit neuf a"
SP_3bf336c48bd2002be4ce,2008-11-05,onset,EV_97d6ec6e249e20869240,Gérance : Monsieur Mourad Sassi est nommé gérant de la société.
SP_4c3332e4e23ec777ed4d,2009-01-26,onset,EV_6f5f2a9f328daf4f4046,Gérant : Mr Ridha Charfeddine avec les pouvoirs les plus étendus.
SP_d83ef5528670aa6adb0c,2009-01-30,onset,EV_50305d457873c4c645c1,Gérance : Mr Mohamed Ali Ben Saad est nommé gérant et Mr Abdelaziz Ben Saad et Mr Mohamed Habib Ben Saad comme cogérant avec les pouvoirs les plus étendus.
SP_d53c960f55aadc49618b,2009-01-30,onset,EV_cb682b28754d1e41d7ad,Gérance : Mr Mohamed Ali Ben Saad est nommé gérant et Mr Abdelaziz Ben Saad et Mr Mohamed Habib Ben Saad comme cogérant avec les pouvoirs les plus étendus.
SP_3775fff35ef4cc150be6,2009-01-12,onset,EV_57016bf988828255991f,- Coopter monsieur Abdelhamid Bouricha en qualité d'administrateur pour une durée de trois ans.
SP_02b901485670e4a6f3ed,2008-11-14,terminus,EV_ef0a97706abde41f66ff,"quittance n° 110619, à la date du 22 décembre 2008, et déposé au greffe du tribunal de 1ère instance de Tunis à la date du 26 janvier 2009, sous le n° D 24465801, l'assemblée générale ordinaire a déci"
SP_3c66f78cf8185a645f9d,2008-08-18,onset,EV_f9402d7b99209db75b04,"- désignation de Mr Yassine et Amine Ben Arab, deux gérants ayant les mêmes pouvoirs,"
SP_ca4965661665ffe5ede9,2008-11-18,onset,EV_1784b5ea0d840afbfcf4,"2. La déclaration de souscription et de versement a été faite par le fondateur Mr Abderrahmane Hamrouni entre les mains de Mr le receveur des finances de Kasserine, le 9 janvier 2009, et enregistré le"
SP_3f17336dfff837298db3,2008-11-18,onset,EV_fd8708910f13dd6050c5,"4. Du procès-verbal du premier conseil d'administration réuni, le 15 janvier 2009, enregistré à Kasserine, le 17 janvier 2009, sous le n° 09700190, quittance M003714, il appert que M. Abderrahmane Ham"
SP_892f9aa2d29ac43ff2af,2008-11-27,onset,EV_5315cad5eaf64b8ed63e,Gérance : Mr Montassar Hammami est nommé gérante avec les pouvoirs les plus étendus.
SP_7b3748bdbbc751a38677,2009-01-02,onset,EV_7470f5b32969f70e14fa,Gérance : Monsieur Iskader El Mabrouk est nommé gérant de la société pour toute sa durée.
SP_663c0a66a54d5e437977,2009-02-07,onset,EV_23e5858e934f1f4542c6,"Gérant : Mr. Mohamed Mzabi, avec les pouvoirs les plus étendus."
SP_f400f2ba9b1c9e750033,2009-01-02,onset,EV_c1066c8d014ba138c0e0,Gerance : M. Philippe De Quillacq et M. Bayram Kamoun.
SP_489c31fa08d41a2ef6fb,2008-11-28,onset,EV_f5951be0c7aa539b45a8,"2) Suivant PV du Conseil d'Administration de la Société Immobilière Ines de Tunisie en date du 28 novembre 2008 enregistré à la recette des finances El Menzah 6, le 22 Décembre 2008 quittance n° 89874"
SP_e2d530f14e64e63cb90d,2008-11-28,onset,EV_e939494db9db28267c5c,"Amor Belkhéria, Mme Ines Slama épouse Ben Amor comme membres du Conseil d'Administration pour une durée se terminant avec l'Assemblée Générale Ordinaire statuant sur les comptes de l'exercice de l'ann"
SP_92f153717c31e3175773,2007-06-22,onset,EV_e7de6f8ff067a658b59a,- de nommer Monsieur Hazem El Ghoul en qualité d'administrateur délégué avec les mêmes pouvoirs conférés au Président Directeur Général.
SP_75976e9810bebba33113,2008-12-05,onset,EV_00d47e0925c65142b030,1/ Nomination de monsieur Fares Mabrouk président du conseil d'administration de la société pour la durée de son mandat d'administrateur. Cette nomination prend effet le 05 décembre 2008.
SP_75976e9810bebba33113,2009-02-07,confirmation,EV_65595e0d53309179e417,"1) Désignation de monsieur Fares Mabrouk, président du conseil d'administration de la société pour la Durée de son mandat d'administrateur et ce avec effet du 26-11-2008."
SP_338d17a6feee59764021,2009-01-28,onset,EV_c505b88f06f099f1c4e2,Nomination de Mr Idriss Kraiem nouveau gérant de la société pour une durée d'une année.
SP_1cee9d9c5405b2d35eef,2009-01-02,onset,EV_2f3959c06807e3416fc7,- quitus à Monsieur Dietrich Jenter pour sa gérance et nomination de Monsieur Mouaffak Riadh gérant de la société avec les pouvoirs les plus étendus.
SP_1cee9d9c5405b2d35eef,2010-04-30,confirmation,EV_9ed10a78023807cbad5a,- Nomination de Monsieur Mouaffak Riadh gérant de la société.
SP_ce9be47098911662f466,2008-12-31,onset,EV_463d620be4f559b7dd48,Gérance : M. Yassine Guermazi est nommé gérant dans les statuts et ce pour une durée indéterminée.
SP_da7fcbac7a3499a5de10,2008-06-21,renewal,EV_5ce6be461d2841e40103,Le renouvellement du mandat du Mr. Hafedh Zouari en tant que président directeur général et ce pour la durée de son mandat d'administrateur.
SP_da7fcbac7a3499a5de10,2011-05-27,renewal,EV_53c252e11ffef9bc1010,- le Renouvellement du mandat du Mr Hafedh Zouari en tant que Président Directeur Général et ce pour la durée de son mandat d'Administrateur.
SP_4cc8b93129226dccf10e,2009-01-12,onset,EV_4a0624d4504fc5658453,Suivant procès-verbal du conseil d'administration du 30 décembre 2008 enregistré à la recette de l'enregistrement des actes de sociétés à Sfax en date du 12 janvier 2009 n° de quittance M000166 n° d'e
SP_5a5dec9f832a52bd39eb,2009-01-30,onset,EV_e451b99af3c79848d00a,Gérant : Mr Majdi Châari.
SP_5a5dec9f832a52bd39eb,2012-04-26,renewal,EV_cb2e985cd9046a74bca8,- Renouvellement du mandat du gérant de la société Monsieur Majdi Chaari pour la durée allant de 2012 jusqu'à 2015.
SP_5a5dec9f832a52bd39eb,2012-05-03,renewal,EV_70f45f8d6a89024c364e,- Renouvellement du mandat du gérant de la société Monsieur Majdi Chaari pour la durée allant de 2012 jusqu'au 2015.
SP_c990453f53a948f20d45,2009-02-04,onset,EV_15e2e1517b2e900e0445,- Gérance : Mr Mohamed ben Brahim CHAIBI a été nommé gérant de la société avec les pouvoirs les plus étendus
SP_74f551760eeefa205cb2,2009-01-21,onset,EV_a1e975211939e55195af,Cogérant : Mr Tarek Chaouachi est nommé cogérant avec les pouvoirs les plus étendus.
SP_01f3048c50659cb7a6aa,2009-01-19,onset,EV_5683d0c47d7d1d35e56d,Gérance : Monsieur Mohamed Barrouka El Mejri est nommé gérant de la société pour une durée de trois ans renouvelables.
SP_3637adb7d3582b0dfbfa,2008-12-23,terminus,EV_b3a727953e373482c93e,- L'acceptation de démission des deux administrateurs : la BIAT représentée par Mr Karim Ghenim et l'AMEN BANK représentée par Mr. Mounir Jradi.
SP_1d50cc948714272c5827,2009-01-28,onset,EV_8189cc2894ae1b59901f,"Suivant procès-verbal de l'assemblée générale extraordinaire en date du 28/01/2009, enregistré à la recette des finances de Nabeul le 29/01/2009, sous le numéro 09500204, quittance n° M005357, dont de"
SP_db720e0799cffd77093f,2009-01-28,onset,EV_d89d50d5edff7338e203,"2 - De désigner Mr Abderraouf AMOURI en tant que Directeur Général de la société pour la durée de son mandat d'administrateur commençant avec l'exercice 2008, et finissant avec l'exercice 2010, en lui"
SP_b8c6fd2078e2b0accb0e,2009-02-03,onset,EV_ff12a88591f7df7bdb01,"Aux termes du PV de l'AGE tenue le 28 janvier 2009, enregistré à la recette de l'enregistrement des actes de sociétés à Sfax le 3 février 2009, sous le n° 09500600, quittance M000620 et M000622, il a "
SP_5696f9e8696f8c5829cb,2009-02-03,onset,EV_f2f6fa18876b085afa72,la nomination de Monsieur Samir Bouricha comme gérant pour la durée de la société avec les pleins pouvoirs au lieu de Monsieur Slim Bouricha.
SP_c1ef28d53f115b84cd36,2009-01-27,onset,EV_0deab10194dd45d2882c,"Du PV de la première réunion du conseil d'administration en date du 27/1/2009 enregistré à la recette d'enregistrement de Beni Hassen le 7/2/2009, sous le n° 09800055, quittance n° M000752, il apparaî"
SP_c1ef28d53f115b84cd36,2012-06-15,confirmation,EV_ed556c636c64623fda66,"- La désignation Mr Fethi Bayoudh en sa qualité de Président Directeur Général de la société pour une période de trois années 2012, 2013 et 2014."
SP_b0c8a4b22f81cff41dc0,2008-12-12,onset,EV_f4211ee8a7aec5bacd46,Gérance : Mr Driss Maamar.
SP_9870f0013eab47b94783,2008-09-22,renewal,EV_dbf6208da9b6b26ebbcd,"En vertu du procès-verbal de l'assemblée générale ordinaire en date du 22/09/2008 enregistré à La RE.A.S 1er Tunis le 30/01/2009 sous le n° 9800974, quittance n° 1136, il a été décidé le renouvellemen"
SP_403f02b95943d9079203,2009-01-10,onset,EV_dff557d38e61672b6bd3,Gérance : Mr Sami Ben Sedrine est nommé gérant avec les pouvoirs les plus étendus.
SP_5e93f7aac6e378c16bfd,2009-02-05,onset,EV_b028381c694e43c23e92,Gérante : Mme Fethia Mhiri.
SP_fd8cb98acb4ca710c054,2009-02-10,onset,EV_dfd1c62cc58793f9a14b,Gérance : Mr Jawhar Sassi est nommé gérant de la société.
SP_b4d476e06c6fce2f3ba3,2008-12-25,onset,EV_322a88d6006830200e4e,"* Mme Heifa Jebnoun représentant de la STB SICAR, Mr Hatem Ebn Hadj Belkacem"
SP_47c8e6da605bc7a3d7f3,2008-06-21,renewal,EV_ee5b7ba7f7db5a4b008a,- le renouvellement du mandat de Mr Hafedh Zouari en tant que président directeur général et ce pour la durée de son mandat d'administrateur.
SP_47c8e6da605bc7a3d7f3,2011-05-28,renewal,EV_319b6c9dd4ed58c43c6d,- le Renouvellement du mandat du Mr Hafedh Zouari en tant que Président Directeur Général et ce pour la durée de son mandat d'Administrateur.
SP_62ff484d65307a2db3cd,2008-11-27,terminus,EV_fea87743924ff5055295,"Suivant procès-verbal de la Décision collective des associés du 27/11/2008, enregistré à la recette des Finances de Béni Khiar le 15/01/2009, Quittance n° M002187 enregistrement n° 09800047 et dont de"
SP_9bd340f2c3800609957a,2008-12-31,onset,EV_33019ba812c709e9d6df,"Et suivant procès-verbal de 1er conseil d'administration en date du 12/02/2009 enregistré à la recette des finances de Boumhell le 12/02/2009 sous le n° 09700244, il a été décidé de nommer Monsieur Ta"
SP_0c421fcc6638057235c3,2008-12-31,onset,EV_536f18c26289530afa97,"Et suivant procès-verbal de 1er conseil d'administration en date du 12/02/2009 enregistré à la recette des finances de Boumhell le 12/02/2009 sous le n° 09700244, il a été décidé de nommer Monsieur Ta"
SP_9bfb1adb008f351ee50b,2009-02-20,onset,EV_cf1bf4d9342c305934e1,"Gérance : Mr Kamel Ben Younes, est nommé gérant de la société avec les pouvoirs les plus étendus."
SP_2a5d0f819363c9d76fad,2008-05-05,renewal,EV_8c2d1420ff0433118a3f,- Le renouvellement du mandat de Mlle Amira Zouari en tant que Président directeur général et ce pour la durée de son mandat d'administrateur.
SP_df2c6e93cfdc76a0da3f,2008-05-05,renewal,EV_8bdd7b8b481ede01d05b,- Le renouvellement du mandat de Mr Hafedh Zouari en tant d'administrateur délégué et ce pour la durée de trois ans.
SP_ee46abde4bf0d158398c,2008-12-25,onset,EV_00003e4230fe742a81f3,"de la Gare le 29/1/2009 sous le n° 09800496 quittance n° 4951 dont deux copies ont été déposées au greffe du TPI de Tunis le 9/2/2009, sous le n° D1478398 l'AGE a décidé de nommer Mr Walid Loukil cogé"
SP_ee46abde4bf0d158398c,2008-12-25,confirmation,EV_c095f686d121afdcd25d,"de la Gare le 29/1/2009, sous le n° 09800496, quittance n° 4951 dont deux copies ont été déposées au greffe du TPI de Tunis le 9/2/2009, sous le n° D1478398, l'AGE a décidé de nommer Mr Walid Loukil c"
SP_1703a785c21b65c14f48,2008-01-16,onset,EV_b7d43f0b43242f92c72b,"copies ont été déposées au greffe du tribunal de première instance de Bizerte le 06/02/2009 sous le n° D4347003, il a été décidé la cooptation de nouveaux membres du conseil et de nommer Mr Mohamed Bo"
SP_58f61959f057078b30b7,2009-02-17,onset,EV_b352fe94172113b94f20,Gérance : Mr Mohamed Khelil est nommé gérant de la société pour toute sa durée avec les pouvoirs les plus étendus.
SP_6a7e43570139abe09547,2009-02-18,terminus,EV_625f45555ff14448f110,- La démission de Monsieur Habib Ben Nasr Braham de la gérance de la société Universal Colors Tunisia et Monsieur Abdelhay Ben Ali Rhouma est désigné en remplacement en tant que cogérant.
SP_7edca9fd65d20cfb73bc,2009-02-18,terminus,EV_77ccbb35e8a93df2fc0d,- La démission de Monsieur Habib Ben Nasr Braham de la gérance de la société Universal Colors Tunisia et Monsieur Abdelhay Ben Ali Rhouma est désigné en remplacement en tant que cogérant.
SP_79b791f8cd5a975b6abb,2008-12-25,onset,EV_79c9baebee5f4cedce37,- désigne comme premiers administrateurs pour une durée qui prendra fin à l'Assemblée Générale Ordinaire qui délibérera sur l'approbation des comptes du premier exercice social et qui renouvellera le 
SP_d7caa2e675934a8a9be6,2008-12-25,onset,EV_ec190b702c01d91b5fd5,- désigne comme premiers administrateurs pour une durée qui prendra fin à l'Assemblée Générale Ordinaire qui délibérera sur l'approbation des comptes du premier exercice social et qui renouvellera le 
SP_70172c884ef95ded1eaa,2008-12-25,onset,EV_7d00ff22429adf68ca6b,"Le Conseil d'Administration réuni le 2 Février 2009 et dont le procès verbal a été enregistré à Tunis, Recette de l'enregistrement des actes de sociétés, premier bureau, le 10 février 2009, quittance "
SP_28bd2135ddb41100c84b,2008-12-25,onset,EV_db49632d1d32846e5541,"Le Conseil d'Administration réuni le 2 Février 2009 et dont le procès verbal a été enregistré à Tunis, Recette de l'enregistrement des actes de sociétés, premier bureau, le 10 février 2009, quittance "
SP_0c115b839e5a12a9ea8b,2009-02-19,onset,EV_b1a3f125c7ef30b9afaf,- Monsieur Adel Belmabrouk Directeur Général.
SP_0ff73fb2d69e99ea14ca,2009-02-19,onset,EV_65d20240199ef9181c1f,- Monsieur Ridha Belmabrouk Directeur Général Adjoint.
SP_da571ccec7585b357f04,2009-02-19,onset,EV_604761ba463254eca2f3,- Monsieur Houcine Belmabrouk Administrateur.
SP_967cba1de0874a17694f,2009-02-19,onset,EV_f5d1daae66fbbac67e59,"Du procès-verbal de la première réunion du conseil d'administration en date du 17/01/2009 enregistré à la recette des finances de Kébili le 24/02/2009 sous le n° D9800579, quittance n° M008992 il appa"
SP_4fdf8eb8a2ddd385164f,2009-02-24,onset,EV_cc69bf9ff04ccfc54ec4,Gérance : Mme OLFA KHALIL AREM est nommée gérante de la société avec tous les pouvoirs énoncés aux statuts.
SP_21754452ed09a9c74b34,2009-02-13,onset,EV_fee9a80f5c76f583d5dc,Il a été décidé de nommer Monsieur Ali Hammami en tant que directeur général de la société Assurances Salim pour un mandat de trois années et de l'investir des pouvoirs nécessaires pour l'exercice de 
SP_d13b44cbfdadfa6adbc1,2009-01-02,onset,EV_74d091ccea3e92d762d4,2. La déclaration de souscription et de versement a été faite par le fondateur Mr Zied Kilani entre les mains de Monsieur le receveur des finances de la recette de l'enregistrement des actes de sociét
SP_b2367ac003193d2ae8f4,2009-01-02,onset,EV_d568973ea81320e7e8c2,"4. Du PV du premier Conseil d'Administration réuni le 16 février 2009 enregistré à la recette de l'enregistrement des Actes de sociétés 1er bureau Tunis, le 19 février 2009, sous le n° 9801604 quittan"
SP_50ccdaf2e0a31e89fb96,2009-02-18,onset,EV_3f2c80a2016f47103512,Gérance : Mme Khadija Hammami et Madame Rim Hammami.
SP_e5a289fdfd6cf91d9eef,2009-02-18,onset,EV_00d0a26824fd0f8de363,Gérance : Mme Khadija Hammami et Madame Rim Hammami.
SP_fdfd6e464f999764a8a5,2009-02-24,onset,EV_388f1fbd100f18d4c4c5,Gérance : Monsieur Fahmi Chaabane est nommé gérant de la société avec les pouvoirs les plus étendus.
SP_6563ae410c824a0a8ddf,2009-02-05,onset,EV_429a85351b420af3c6d9,Gérance : Mme Jawaher Bouchaala est nommée gérante de la société avec les pouvoirs les plus étendus.
SP_c07eebdbf1afffda932e,2008-12-31,onset,EV_5cbd51cac610b39e9315,De nommer Mr Tahar Bayahi président directeur général à compter du 1/1/2009 et ce pour toute la durée de son mandat d'administrateur avec les pouvoirs les plus étendus.
SP_50b16c57d875402589cc,2008-12-31,onset,EV_e4c538d172f56e62653e,De nommer Mr Brahim Anane administrateur conseiller à compter du 5/1/2009 pour toute la durée de son mandat d'administrateur.
SP_a51c96e817e6b2ec0f29,2008-11-15,renewal,EV_d477e49be5d4e543a144,"Renouvellement de mandats des administrateurs Monsieur Noureddine Bouaouaja, Monsieur Fethi Bouaouaja et Monsieur Belgacem Bouaouaja pour une durée de trois ans qui prendra fin lors de l'assemblée gén"
SP_7e175057353d3799fc3b,2008-11-15,renewal,EV_6fa7dc0bef8cc4737712,"Renouvellement de mandats des administrateurs Monsieur Noureddine Bouaouaja, Monsieur Fethi Bouaouaja et Monsieur Belgacem Bouaouaja pour une durée de trois ans qui prendra fin lors de l'assemblée gén"
SP_d7c02cca6d8b1e5136d6,2008-11-15,renewal,EV_54b53e8f5b43f0a3ca94,"Renouvellement de mandats des administrateurs Monsieur Noureddine Bouaouaja, Monsieur Fethi Bouaouaja et Monsieur Belgacem Bouaouaja pour une durée de trois ans qui prendra fin lors de l'assemblée gén"
SP_830f9eb18efb197a5ee1,2008-11-20,onset,EV_cefdee507b097224dbd7,Gérance : Mr Faouzi Ben Ahmed Ben Salah Mabrouk a été nommée gérant.
SP_156726f13c91211a346e,2009-02-03,onset,EV_e65eb74fa6da2d880980,- Gérance : Mr Khemais Rhimi est nommé gérant de la société avec les pouvoirs les plus étendus pour une période illimitée.
SP_103d9594afdbbf8b952a,2009-02-12,onset,EV_81050d52f241f3022975,Gérance : Monsieur Mounir Mabrouk est nommé gérant de la société.
SP_c5e5f7cd1d15272033dc,2008-05-29,onset,EV_e4f2439aae8b621f58f2,- Les actionnaires ont décidé de nommer Mr Ahmed Mansour représentant le cabinet Deloitre en qualité du commissaire aux comptes.
SP_75ca1c30540e7f2083d4,2009-02-07,onset,EV_975d7ceaa1fbbf0dc0e6,"-La nomination de M. Mohamed Slim Ben Abdallah cogérant de la société avec le premier gérant, M. Anis Ben Amor."
SP_0742458dd88cd6ae2eba,2009-02-28,terminus,EV_087ba78204c8a8cf06b4,Démission du gérant Mr Fathi Benmansour et nomination de Mr Hammadi Mansour en qualité de nouveau gérant pour la société.
SP_9bcf2576f29310e8f5c2,2009-02-09,onset,EV_199df36dacae53579b81,"Et suivant procès-verbal de 1er conseil d'administration en date du 26/2/2009 enregistré à la recette des finances de Boumhell le 26/2/2009 sous le n° 09700353, il a été décidé de nommer Monsieur Taou"
SP_309088db94066b7611ca,2009-02-09,onset,EV_3de079785ead73e945e4,"Et suivant procès-verbal de 1er conseil d'administration en date du 26/2/2009 enregistré à la recette des finances de Boumhell le 26/2/2009 sous le n° 09700353, il a été décidé de nommer Monsieur Taou"
SP_c3bf2f6b24979b5d530c,2008-10-22,onset,EV_a4bb1a4528dea068d316,Gérance : Monsieur Hassen Driss est nommé gérant de la société avec les pouvoirs les plus étendus.
SP_7d8cc97847bf1629b494,2009-01-15,renewal,EV_b65fedae0478756b2131,Renouvellement du mandat de monsieur Imed Ben Bechir Triki.
SP_ed69dfd32bc6e13cebac,2009-03-12,onset,EV_73e022e475d96576470a,Monsieur Zouari Makrem est désigné commissaire aux comptes pour une durée de 3 ans.
SP_ed69dfd32bc6e13cebac,2010-11-15,confirmation,EV_cbb6ccde6e6a5f42b522,Ikdam Gestion le 15/03/2010 enregistré à la recette de Borj Louzir le 09/11/2010 reçu: M053638 enregistrement: 10804071 dont deux exemplaires sont déposés au greffe du tribunal de première instance de
SP_9d4b09cf25d947263cf7,2009-02-04,onset,EV_0128f76b3fe591ce4ac3,Gérance : Mr Slim Ben Khamis Chérif est nommé gérant de la société avec les pouvoirs les plus étendus pour une période de trois ans renouvelable.
SP_0d908442ca5235dc5108,2009-02-26,onset,EV_fd9ab366b182d9190f49,Gérance: Monsieur Bouabidi Makrem est nommée gérant de la société avec tous les pouvoirs énoncés aux statuts.
SP_fdfc575aefc4d3bafb40,2009-03-02,onset,EV_29dd8459bd81231f2145,Gérance : Monsieur Lotfi Brahem est nommé gérant de la société avec les pouvoirs les plus étendus.
SP_ae8ebdf0c3e97ccb5efb,2009-03-02,onset,EV_15bda185febc9638cbaf,"Gérant : M. Abdelbasset Slama, gérant sans limitation de durée."
SP_0d3c9f23b005ee5214f2,2006-06-19,onset,EV_318854865cac3636c9f3,"- La nomination de M.M: Othman Jenayah, Omar Jenayah et la Société Touristique Marhaba en qualité d'administrateurs de la société pour une durée de trois ans, soit jusqu'à l'issue de l'A.G.O qui statu"
SP_6da61962355e4c546773,2009-03-03,onset,EV_f9e1e816ffafa5418b8d,Gérance : Messieurs Féthi Hachicha et Noureddine Ben Fadhel sont nommés respectivement gérant et cogérant de la société avec les pouvoirs les plus étendus pour gérer la société.
SP_3c1bddce18c9d848970b,2009-01-07,onset,EV_88723f7bfd9dd631e156,Gérance : Mme. Wisshaupt Yolande a été nommée gérante de la société avec les pouvoirs les plus étendus.
SP_6ed86fb906860fdb6b78,2009-02-11,terminus,EV_b5724560c1120b5441c0,La démission de Monsieur Mohamed Trabelsi de son poste de gérant de la société.
SP_e665d8c7420e2d21e952,2009-02-09,onset,EV_497c8e4b83766d52fbca,"Et suivant procès verbal de 1er conseil d'administration en date du 3/3/2009 enregistré à la recette des finances de Boumhell le même jour sous le n° 09700390, il a été décidé de nommer Monsieur Abdel"
SP_57b1640cb26d909dee57,2009-02-27,onset,EV_756a17f608a95a6c91da,Gérance : Monsieur Kerdaoui Kilani est nommé gérant avec les pouvoirs les plus étendus.
SP_82cfb34adbe381ed5233,2009-02-02,onset,EV_01e9d3dde78abe10529c,Gérant : Mr Ahmed Chiheb Eddine DRISS est nommé gérant statutaire de la société pour une durée indéterminée avec les pouvoirs les plus étendus.
SP_1a065f475511fcb20d1c,2009-03-07,onset,EV_6e0a9e3153a0e8b00910,Gérant : Messieurs Karim et Slim KILANI sont mandatés pour gérer la société.
SP_41de0fed14860b885318,2009-01-22,onset,EV_cb03383fe00348bf08c3,"Suivant PV de la réunion du conseil d'administration en date du 22/1/2009, enregistré à la recette des finances de Boumhell le 17/2/2009 sous le n° 009700266, dont deux copies ont été déposées au gref"
SP_1e7e4ab98140d503230e,2009-03-13,onset,EV_8edec0a209f119adba64,Gérant associé unique : Mr Cyril Theraulaz avec les pouvoirs les plus étendus.
SP_73ae36383766afc4cba4,2009-02-10,terminus,EV_06647754eee74392ebd1,"Suivant PV de la délibération de l'assemblée générale ordinaire en date du 10 février 2009, enregistré à la recette des finances Place de la République Radès le 11 février 2009, sous le n° 09700338 et"
SP_f95d800a060d811e288e,2008-04-01,renewal,EV_26c6918dfebf9ae5c346,- Renouvellement du Mandat de la gérance Mlle Amel AMARA et Mme Mahbouba AMARA épouse Mhiri avec les pouvoirs les plus étendus pour
SP_12c740f45aa1eb7e25f4,2009-03-23,onset,EV_3ee69025fc6d1794c214,Gérante : Mme Zouari Kalthoum.
SP_92f4662d8c6eec44d4d1,2009-02-20,onset,EV_e59bc4ba2be6f0bfa7fc,"Du procès-verbal de l'assemblée générale ordinaire tenue le 13 juin 2008, enregistré à la recette des finances de Tunis le 27 octobre 2008 sous le numéro 8809530, il a été décidé de nommer les personn"
SP_5c3937821735f98634ae,2009-03-07,onset,EV_d630db776a0ab30354e3,"B- Suivant PV de l'assemblée générale ordinaire, en date du 7 mars 2009, enregistré à la recette des finances d'Agareb le 10 mars 2009 sous le n° 09800200, il a été décidé de désigner la société indus"
SP_93a780e5707cc090f443,2009-03-12,onset,EV_0151ad44cb846aafab9f,Gérance : Mr. Amine BOUHLEL est nommé gérant de la société avec les pouvoirs les plus étendus.
SP_8dea0dad8ee302664e44,2009-03-10,onset,EV_b4e3d8e377c45ea3ef4c,Gérant : M. Tlili Adel avec les pouvoirs les plus étendus.
SP_d80203f0412428f332f7,2009-01-22,onset,EV_6cca6c00ab2929551cc9,"Suivant procès-verbal du Conseil d'Administration en date du 22/01/2009 enregistré à la recette des finances de Boumhell le 26/02/2009 sous le n° 09700362, dont deux copies ont été déposées au greffe "
SP_9d021fdbf13933cc0565,2009-01-05,onset,EV_2a68ef9131caeaf7c366,"Objet : Nomination d'un nouveau conseil d'administration composée de Mr Khaled Bayoudh, Mr Mohamed Salah Bayoudh et Mr Hamed Bayoudh."
SP_4c5261965fe028ed1c38,2009-03-17,onset,EV_121b69c22d01da66cb59,Gérant : M. Mohamed KILANI.
SP_eaf6d3d264ff0d20ec8a,2009-03-19,onset,EV_10246a6b4c386d0c8579,Gérant : Monsieur Mongi Hachicha avec les pouvoirs les plus étendus.
SP_d8af53b89c7ad4b2d463,2009-02-20,onset,EV_8c5209fed2df286c7153,Gérance : Monsieur Dhaoui Ali est nommé gérant de la société pour toute sa durée avec tous les pouvoirs les plus étendus.
SP_1b0ad4273983aecea9dc,2009-03-19,onset,EV_e8808f261d935267d050,Gérant associé unique : Mr Foued Ben Salem Belgacem.
SP_51de5a59a5c398158dfc,2008-12-20,onset,EV_c5e87b853068db4b88e6,Nomination de monsieur Zghal Mohamed Saafene gérant de la société reliure d'Art pour une période illimité avec ses pouvoirs les plus étendus.
