entity_id,entity_type,alias_raw,matching_key
F1f874439a8,firm,LINDE GAZ,linde gaz
F1fa4a8d97f,firm,Famille Tahar EL MATERI,famille tahar el materi
F1fa6af0ecb,firm,Agricole,agricole
F1faab241b7,firm,représentant BPCE IOM à T 2S Africa ; - Administrateur,representant bpce iom a t 2s africa administrateur
F1fc205eaf8,firm,de Promotion Immobilière NAFISSA,de promotion immobiliere nafissa
F1fc3cd899e,firm,BPCE International et Outremer (BPCE IOM),bpce international et outremer bpce iom
F1fcc495921,firm,KAWARIS,kawaris
F1fcc495921,firm,Kawaris,kawaris
F1fcc495921,firm,STE KAWARIS,kawaris
F1fcf5c1030,firm,TUNISIENNE D’EMAIL « SOTEMAIL,tunisienne d email sotemail
F1fcf5c1030,firm,Tunisienne d’Email « SOTEMAIL,tunisienne d email sotemail
F1fd47147b9,firm,STIA,stia
F1fdad89523,firm,D'EMISSION AUGMENTATION DE CAPITAL -S.A.I SICAF,d emission augmentation de capital sai sicaf
F1ff652e09c,firm,SITEL,sitel
F20045fae8a,firm,ALKIMIA,alkimia
F200e3327cd,firm,Cristal Tunisie,cristal tunisie
F2023f0ab51,firm,"Au terme de l'exercice 2010, les",au terme de l exercice 2010 les
F202b1ea831,firm,Assurances CARTE,assurances carte
F202b4d3a71,firm,Hichem AYED Membre 2016-2018,hichem ayed membre 2016 2018
F2034c11607,firm,GROUPE FAMILLE MZABI,famille mzabi
F203abd7679,firm,Cruise Tours,cruise tours
F2047b130c2,firm,gvoLurloN,gvolurlon
F207c43af28,firm,Abou Dhabi Investment Authority (ADIA) Membre M. SAQR SALEM EL AMRI(3) 2010-2012 Abu Dhabi,abou dhabi investment authority adia membre saqr salem el amri 3 2010 2012 abu dhabi
F2094c9007c,firm,"Le Consei! d'Administration peut, entre deux Assemblées Générales",le consei d administration peut entre deux assemblees generales
F20a60bcbcb,firm,PARENIN (administrateur) - AMEN PROJECT (Président du Conseil d’Administration) - EL IMRANE,parenin administrateur amen project president du conseil d administration el imrane
F20a6612386,firm,SOTEMAIL,sotemail
F20ab22c5d9,firm,la SMAEX,la smaex
F20c9a6b50c,firm,WINDY INVESTISSEMENT ET PARTICIPATIONS,windy investissement et participations
F20d0c0df15,firm,Representant des Petits Actionnaires,representant des petits actionnaires
F20d0c0df15,firm,Représentant des Petits Actionnaires,representant des petits actionnaires
F20ee440170,firm,Mohamed JAOUADI,mohamed jaouadi
F2100f42734,firm,AE TECH,ae tech
F210e0770a2,firm,SOFI ELAN SICAF,sofi elan sicaf
F2121991bc6,firm,UNIVERS OBLIGATION SICAV,univers obligation sicav
F2122ce67c7,firm,Jacques FUNES,jacques funes
F21355f9e31,firm,Sté Gest. TECHNOPOL GAFSA,gest technopol gafsa
F213b0920b5,firm,"Les Présidents des Comités, ou en cas d'empêchement un autre",les presidents des comites ou en cas d empechement un autre
F21653b483b,firm,FZ Holding,fz holding
F2176a819e5,firm,ViaMobile,viamobile
F218001134c,firm,MARINA,marina
F2194cee799,firm,G..P.A SA,g pa
F21a5fafd69,firm,A- Le Comité des Risques,a le comite des risques
F21aa340c62,firm,SAH Cote d’Ivoire,sah cote d ivoire
F21ac07e3cb,firm,PHEBUS,phebus
F21b3475d2b,firm,des trois dernières années,des trois dernieres annees
F21b7cad773,firm,Rapid Recouvrement,rapid recouvrement
F21bdbd59cc,firm,Veiller,veiller
F21beead414,firm,FCP AFRICAMEN,fcp africamen
F21cedae475,firm,"Contrôle Pénodique de la Compliance, de la Coordination du Contrôle",controle penodique de la compliance de la coordination du controle
F21d549d965,firm,Finances et,finances et
F2200047c7d,firm,étrangères,etrangeres
F2200e3a44b,firm,FH SERVICES,fh services
F2207e7fd46,firm,PDG BTK Invest,pdg btk invest
F220f7b144f,firm,Confection Ras Jebel,confection ras jebel
F223bac2bff,firm,CAVEO SERVICES,caveo services
F223d3684d0,firm,Sonia Ben Frej Larbi,sonia ben frej larbi
F22465e713c,firm,"STE GLE D'ALIMENTATION ""SGA""",gle d alimentation sga
F226a6e4cc5,firm,Hedi DJILANI Président Lui-même 2021 - 2023,hedi djilani president lui meme 2021 2023
F2273681a78,firm,ATTL{,attl
F2276553740,firm,MEUBLE INTERIEURS,meuble interieurs
F2289b767ad,firm,Traitement de Surface de Profiles en Aluminium par oxydation anodique,traitement de surface de profiles en aluminium par oxydation anodique
F22a8211fce,firm,Générale Ordinaire peut à tout moment révoquer les Membres du Conseil,generale ordinaire peut a tout moment revoquer les membres du conseil
F22abddc403,firm,ArabTunisian Bank M. Jamel JENANA,arabtunisian bank jamel jenana
F22c640c859,firm,d'autres sociétés,d autres societes
F22c640c859,firm,d’autres sociétés,d autres societes
F22c685c62c,firm,[Groupe RAM,ram
F22cfe02088,firm,Immeuble International City Center - Tour,immeuble international city center tour
F22dd4ab9b1,firm,Fethi BLANCO Membre Lui même 2006-2008 Tunis,fethi blanco membre lui meme 2006 2008 tunis
F22eadce4ee,firm,pMoortnesuiresu)r Anas Ben Melek,pmoortnesuiresu r anas ben melek
F22f26c42f9,firm,GROUPE LAND'OR,land or
F22f26c42f9,firm,LAND OR,land or
F22f26c42f9,firm,LAND'OR,land or
F22f26c42f9,firm,LAND’OR,land or
F231c2da790,firm,SITEX,sitex
F231c2da790,firm,Sitex,sitex
F23211662e7,firm,Consignations - DG de la CDC Gestion,consignations dg de la cdc gestion
F23217da563,firm,Managing Consultant - Groupe CAPGEMINI,managing consultant capgemini
F233166ba5c,firm,STI,sti
F234b637705,firm,SOTRAPIL,sotrapil
F239fec1f0f,firm,MonsieurTaiebBayahi,monsieurtaiebbayahi
F23b537118b,firm,TLF,tlf
F23bb2b5d5a,firm,Dispositions,dispositions
F23d1fed31e,firm,S.O.TU.GAR,so tu gar
F23d816ed80,firm,TAWASOL GP HOLDING,tawasol gp holding
F23fd7c7ded,firm,ASSURANCES COMAR,assurances comar
F23fd7c7ded,firm,Assurances COMAR,assurances comar
F23fd7c7ded,firm,STE ASSURANCES COMAR,assurances comar
F241a2aa016,firm,Tissage Meublatex,tissage meublatex
F241c7fffcd,firm,SAHEL -MAISON DU BANQUIER -MFC POLE,sahel maison du banquier mfc pole
F241d041240,firm,SOBOCO,soboco
F24293ec376,firm,• L’urbanisation et la sécurisation des,l urbanisation et la securisation des
F242b39e6d3,firm,NSC TELECOM,nsc telecom
F244aa6de28,firm,D'EMISSION AUGMENTATION DE CAPITAL -AMS,d emission augmentation de capital ams
F24697158e4,firm,et Représentation Internationale,et representation internationale
F2483624268,firm,restant a Courir pour le mandat de son predecesseur,restant a courir pour le mandat de son predecesseur
F248fbaf00b,firm,Ex-Président du Comité des risques -Ex membre du Conseil d’Administration de la banque QNB,ex president du comite des risques ex membre du conseil d administration de la banque qnb
F2496ca9e67,firm,MILLENIUM OBLIGATAIRE SICAV,millenium obligataire sicav
F24b268e357,firm,Raja AISSAOUI EP DARGHOUTH,raja aissaoui ep darghouth
F24b9c42774,firm,6- Les participations des administrateurs dans d'autres sociétés,6 les participations des administrateurs dans d autres societes
F24c87519b4,firm,Abou Dhabi Investment Authority (ADIA) Membre M. KHAMIS OLAYENE 2010-2012 Abu Dhabi,abou dhabi investment authority adia membre khamis olayene 2010 2012 abu dhabi
F24d47fd89c,firm,CLINIQUE INTERNATIONALE DE CARTHAGE,clinique internationale de carthage
F24fe007186,firm,TUNISIENNE INDUSTRIELLE DU PAPIER ET DU CARTON « SOTIPAPIER,tunisienne industrielle du papier et du carton sotipapier
F2520a57e39,firm,STEQ Il,steq il
F2531bb5297,firm,Mourad TRABELSI Membre Lui-même 2022-2024 Tunis • Pôle Finance Attijari bank,mourad trabelsi membre lui meme 2022 2024 tunis pole finance attijari bank
F2553083a44,firm,Représentée par Madih ESSID,representee par madih essid
F256e005417,firm,SEM,sem
F258a2018b3,firm,International SICAR,international sicar
F258ce227ea,firm,"STE TUNISIENNE DE GERANCE DE L'ENERGIE ""STGE""",tunisienne de gerance de l energie stge
F258fcbccf8,firm,"leurs fonctions, les Administrateurs, le",leurs fonctions les administrateurs le
F25992a497e,firm,Top Retail,top retail
F25a68578a9,firm,AMILCAR HOLDING,amilcar holding
F25a68578a9,firm,Amilcar Holding,amilcar holding
F25a6c74782,firm,Banque Nationale Agricole Membre M. Youssef IDANI 2009-2011 Tunis,banque nationale agricole membre youssef idani 2009 2011 tunis
F25ac2a1c7e,firm,khaled HATTAB Membre Attijari bank 2022-2024 Tunis • Responsable Gestion globale des,khaled hattab membre attijari bank 2022 2024 tunis responsable gestion globale des
F25adb9c7b4,firm,CRJ,crj
F25b1baf264,firm,Khaled Administrateur Groupe 2022-2024 Tunis • Président Directeur Général de la,khaled administrateur 2022 2024 tunis president directeur general de la
F25b66392f3,firm,"(et du reporting ESG), au titre de l’exercice 2021",et du reporting esg au titre de l exercice 2021
F25c1462589,firm,analyse financière,analyse financiere
F25c2cc96df,firm,SMVDA EL HAOUEM,smvda el haouem
F25ca5153ee,firm,et du suivi des affaires économiques,et du suivi des affaires economiques
F25d8540ac8,firm,Tarek Nsiri,tarek nsiri
F262ec818cb,firm,ASSURANCE COMAR COTE D'IVOIRE (K F.CFA)6,assurance comar cote d ivoire k f cfa 6
F262ec818cb,firm,ASSURANCE COMAR COTE D’IVOIRE (K F.CFA)6,assurance comar cote d ivoire k f cfa 6
F26315106bf,firm,Bureau Direct,bureau direct
F2666bf1b26,firm,SBC,sbc
F266ab267e9,firm,pour une durée de trois ans par l'Assemblee Genérale Ordinaire,pour une duree de trois ans par l assemblee generale ordinaire
F2674befcf0,firm,QNB,qnb
F2676d5ca30,firm,Solde au 31/12/2013 après affectation,solde au 31 12 2013 apres affectation
F2684ba6e6e,firm,ur\/alirJite s'apprecie au SenS des,ur alirjite s apprecie au sens des
F26c3a98830,firm,L'examen du rapport d'activité semestriel dé la Diréction,l examen du rapport d activite semestriel de la direction
F26c7f621c7,firm,3.b. Membres du Comité Exécutif,3b membres du comite executif
F26cbd72aa7,firm,Cénéral -lMC,ceneral lmc
F26de741644,firm,Le nombre des membres du conseil,le nombre des membres du conseil
F26e691c80f,firm,Représentant Monæi Dei Paschi Di Siena,representant monæi dei paschi di siena
F26e789cc5e,firm,"Hichem DRISS et Mesdames Badra DRISS, Samia NAJEH DRISS et Aicha DRISS",hichem driss et mesdames badra driss samia najeh driss et aicha driss
F26fee48361,firm,l’Immobilière Magasin Général,l immobiliere magasin general
F270bceb732,firm,Portefeuille Invest,portefeuille invest
F2715cb0b0a,firm,"La 33,33o/o",la 33 33o o
F271b5d26e4,firm,D'EMISSION AUGMENTATION DE CAPITAL -UBCI,d emission augmentation de capital ubci
F2743f15fde,firm,"Société Générale d'Etudes, de Supervision et de Travaux.- SOGEST",generale d etudes de supervision et de travaux sogest
F274ffa9859,firm,Sté. D'investissement Hôtelier El Mouradi,d investissement hotelier el mouradi
F27513dc710,firm,(créé lors du CA du 12 décembre 2006),cree lors du ca du 12 decembre 2006
F278f808b1e,firm,Fatima Zohra El Fihri,fatima zohra el fihri
F27952c4389,firm,SFBT- AMI -AIR LIQUIDE,sfbt ami air liquide
F27ab28b0bf,firm,SICAV ENTREPRISE,sicav entreprise
F27c505d945,firm,Sonia,sonia
F27df417099,firm,GLOBAL INVEST SICAR,global invest sicar
F27df417099,firm,Global Invest SICAR (G.I.S),global invest sicar
F27e1332d8c,firm,Zitouna Academy,zitouna academy
F27e3e3c57f,firm,Agricoles,agricoles
F27f87574a9,firm,V.B. Principales délégations en cours de validité accordées par,vb principales delegations en cours de validite accordees par
F28019ce018,firm,Banque de Tunisie et des Émirats Financier,banque de tunisie et des emirats financier
F28141107c7,firm,SPCS,spcs
F285a16bdec,firm,Raffinerie,raffinerie
F285d5f1542,firm,Top Trade,top trade
F286e0a531c,firm,BHO,bho
F287968b470,firm,vil. Affectation du résultat,vil affectation du resultat
F287b146a8f,firm,BPCE International et Outre-Mer (BPCE IOM),bpce international et outre mer bpce iom
F287b146a8f,firm,BPCE International et Outre-Mer (BPCE IOM)*,bpce international et outre mer bpce iom
F2883e9998b,firm,ASSURANCES -ATL -ATL LLD,assurances atl atl lld
F28b1237768,firm,Ghazi BOULILA (Administrateur indépendant),ghazi boulila administrateur independant
F28db9305da,firm,la Sté SMVDA,la smvda
F28e39eac1e,firm,Mehdi CHERIHA,mehdi cheriha
F28fa9724b6,firm,UNION IMMOBILIERE,union immobiliere
F28ff9949c2,firm,FIRST PAY,first pay
F2907faa686,firm,d'Administration,d administration
F2908aa3c5b,firm,Yellow Spirit sal (Holding),yellow spirit sal holding
F2908c8f61e,firm,BVMT a été réalisé par,bvmt a ete realise par
F290b9ad82d,firm,4- les Directeurs Généraux Adjoints,4 les directeurs generaux adjoints
F291fd6e37f,firm,MINISTERE DU DEVELOPPEMENT ET DE LA Directeur Général des services communs du Ministère du,ministere du developpement et de la directeur general des services communs du ministere du
F292544d0b6,firm,"""GREEN GOLF""",green golf
F292604b52f,firm,Kantara Proparco I Limited,kantara proparco i
F29308191dc,firm,Société Tunisienne inancière de Participation -ST P,tunisienne inanciere de participation st p
F29432690ee,firm,se Saisit de toute question mtéressant la bonne marche de,se saisit de toute question mteressant la bonne marche de
F2973b276c4,firm,"Société Tunisienne des Filtres ""MISFAT""",tunisienne des filtres misfat
F2975a57f75,firm,Gérant MIS,gerant mis
F298175c16c,firm,immédiatement l’Assemblée Générale,immediatement l assemblee generale
F298acd15cd,firm,M. Mounir KLIBI,mounir klibi
F299ea16635,firm,Groupe Atef BEN SLIMANE,atef ben slimane
F29ab15ca8b,firm,CIC),cic
F29aceebee3,firm,"valeur nominale, soit 20 Dinars par obligation. Cet amortissement",valeur nominale soit 20 dinars par obligation cet amortissement
F29aceebee3,firm,"valeur nominale, soit 20 dinars par obligation. Cet amortissement",valeur nominale soit 20 dinars par obligation cet amortissement
F29b993632a,firm,"STE LA TURQUOISE "" HOTEL EL MALIA""",la turquoise hotel el malia
F29bea3aab5,firm,de Marbre,de marbre
F29c8fa1522,firm,CARRELAGES DE SILIANA,carrelages de siliana
F29ce685685,firm,"TOURISTIQUE ""SEPT""",touristique sept
F29cee96243,firm,V.C. Role de chaque organe,vc role de chaque organe
F29cee96243,firm,V.C. Rôle de chaque organe,vc role de chaque organe
F29da8f97f6,firm,NOVA TRAILERS,nova trailers
F29e40d72df,firm,STE AGR DICK,agr dick
F29fc7cad92,firm,d'offre publique de vente et d'admission à la cote de la bourse de la société,d offre publique de vente et d admission a la cote de la bourse de la
F2a14f213e7,firm,Une Offre à Prix Ferme de 600 000 actions,une offre a prix ferme de 600 000 actions
F2a1a162b72,firm,Sté Financière Internationale***,financiere internationale
F2a2faa6eaa,firm,Banque Nationale Agricole Membre M. Faouzi GUEBLI** 2010‐2011 Tunis,banque nationale agricole membre faouzi guebli 2010 2011 tunis
F2a35b8e905,firm,L'année 2016 a été encore marquee par un environnement,l annee 2016 a ete encore marquee par un environnement
F2a45dc2022,firm,Pôle de compétitivité de Bizerte 1 000 000 100 100 000 000,pole de competitivite de bizerte 1 000 000 100 100 000 000
F2a4e6fde1a,firm,SYPHAX AIRLINES,syphax airlines
F2a6ae7ad06,firm,Ulysse Fashion,ulysse fashion
F2a72bec5ea,firm,Fonctions exercées en dehors de la société,fonctions exercees en dehors de la
F2a760016e2,firm,Capital droits,capital droits
F2a942982df,firm,Arab Banking Corporation,arab banking
F2a942982df,firm,Arab banking Corporation,arab banking
F2aa082d499,firm,données en leasing d'environ 75MDT,donnees en leasing d environ 75mdt
F2ab46d6857,firm,Mohamed Safouène Ben Aissa,mohamed safouene ben aissa
F2abe40bfe9,firm,SNIT NORD,snit nord
F2abe40bfe9,firm,SNIT.NORD,snit nord
F2adefb7759,firm,Société FLOWER,flower
F2ae4a084fc,firm,"Cabinet Consulting Members Group « CMG », société inscrite au tableau de l’Ordre des Experts Comptables de Tunisie représentée par Mr. Mohamed Jamil GOUIDER",cabinet consulting members cmg inscrite au tableau de l ordre des experts comptables de tunisie representee par mohamed jamil gouider
F2ae5eb897f,firm,Sté. de Sécurité d’Entreprise et de Prestation de Service (SEPS),de securite d entreprise et de prestation de service seps
F2b10a31fa2,firm,Sous,sous
F2b2a7adb45,firm,La GENERALE ALIMENTAIRE,la generale alimentaire
F2b2bcc7d38,firm,CHIFCO,chifco
F2b30f2688b,firm,Cette mise oux voix est odoptée à,cette mise oux voix est odoptee a
F2b3741e16d,firm,Législation applicable loi 92 24 du 9 Mars 1992 portant,legislation applicable loi 92 24 du 9 mars 1992 portant
F2b38deed6c,firm,SICAME,sicame
F2b3e556c9b,firm,"STE D'ET. & DE PROM. TQUE DE HAMMAMET""MAEVA"" SEPTH",d et de prom tque de hammamet maeva septh
F2b52159ea2,firm,SOFI ELAN,sofi elan
F2b5421f1cb,firm,AL KHOUTAF ONDULE,al khoutaf ondule
F2b714b2979,firm,la finance islamique,la finance islamique
F2b714e875d,firm,Famille Taoufik BEN AYED,famille taoufik ben ayed
F2b71cf8810,firm,relatif à l'augmentation de capital de la société,relatif a l augmentation de capital de la
F2b71cf8810,firm,relatif à l’augmentation de capital de la,relatif a l augmentation de capital de la
F2b71cf8810,firm,relatif à l’augmentation de capital de la société,relatif a l augmentation de capital de la
F2b727dd608,firm,"Conformément aux directives du CMF, le conseil d 'administration",conformement aux directives du cmf le conseil d administration
F2b8b6151a5,firm,ELBENE INDUSTRIE,elbene industrie
F2b9f02539f,firm,SEIFEDDINE SERVICES,seifeddine services
F2bacb3b7a4,firm,Siena,siena
F2bd885d041,firm,millions dà,millions da
F2beefef158,firm,Ordinaire en vue du comblement,ordinaire en vue du comblement
F2bfa70e87c,firm,de l'Ordre des Experts Comptables de Tunisie représentée,de l ordre des experts comptables de tunisie representee
F2c11f77a26,firm,Gérant de la société « Académie Internationale lutte contre la corruption AILCC »,gerant de la academie internationale lutte contre la corruption ailcc
F2c1d8c8d85,firm,2) Princinales,2 princinales
F2c329559e8,firm,Ex-Président du Comité des risques,ex president du comite des risques
F2c4276ec29,firm,Acquisition/cession 2006,acquisition cession 2006
F2c46fab1dd,firm,Nominal,nominal
F2c5671b561,firm,Slim BESBES,slim besbes
F2c5a3c3630,firm,ETAT,etat
F2c5a3c3630,firm,Etat,etat
F2c62323380,firm,réunions du Consei[ d'Administration,reunions du consei d administration
F2c64ed3523,firm,Compagnie Internationale de Leasing,compagnie internationale de leasing
F2c909957af,firm,TUNICAST,tunicast
F2c98397493,firm,Société Tunisienne d'Assurance et de Réassurance - STAR,tunisienne d assurance et de reassurance star
F2c98397493,firm,Société Tunisienne d'Assurance et de Réassurance ‐ STAR ‐,tunisienne d assurance et de reassurance star
F2cb646cfbf,firm,"CIE DE DEVELOPPEMENT ""LELLA HADHRIA""",cie de developpement lella hadhria
F2cbf70e528,firm,TUNISIE ACTORING,tunisie actoring
F2cdb6c8487,firm,BTK Invest,btk invest
F2cedeb34d8,firm,Durée,duree
F2d2532bab6,firm,PDG Société « CIL SICAR »,pdg cil sicar
F2d3a636b17,firm,du Conseil d'Administration de la société SARI,du conseil d administration de la sari
F2d42dd90d7,firm,Société ECONOMIC AUTO,economic auto
F2d43588f11,firm,Chef de département Corporate Finance à MAC SA,chef de departement corporate finance a mac
F2d4f520214,firm,House Keeping,house keeping
F2d5c846e3d,firm,MODERN LEASING,modern leasing
F2d5c846e3d,firm,Modern Leasing,modern leasing
F2d5c846e3d,firm,Modern Leasing ( * ),modern leasing
F2d5c846e3d,firm,Modern leasing,modern leasing
F2d6b3b865c,firm,TOUT TOUT DIS,tout tout dis
F2d779a6f48,firm,Groupe DRISS,driss
F2d779a6f48,firm,• Groupe DRISS,driss
F2db5783f08,firm,"représentées aux délibérations du Consei! d'Administration, à savoir",representees aux deliberations du consei d administration a savoir
F2dc8c63df6,firm,Rapport d'activité Exercice 2012,rapport d activite exercice 2012
F2ddcdac500,firm,TITF SICAR,titf sicar
F2ddfd1b925,firm,BTK Groupe BPCE,btk bpce
F2de5ec6616,firm,IMMOBILIERE MAE,immobiliere mae
F2e0754a444,firm,Avoirs clients gérés tunisiens,avoirs clients geres tunisiens
F2e1916ca87,firm,SICAV L’EPARGNE OBLIGATAIRE,sicav l epargne obligataire
F2e2aaad5bf,firm,TUCOLLECT,tucollect
F2e2e482517,firm,CTEI 500 000 10 5 000 000,ctei 500 000 10 5 000 000
F2e3099a754,firm,Structure de suivi des risques,structure de suivi des risques
F2e3f66fb8a,firm,Sté VERITAS,veritas
F2e3f66fb8a,firm,VERITAS,veritas
F2e40926b57,firm,la Sté de Développement,la de developpement
F2e4b14b8fb,firm,BOURAK,bourak
F2e56dbcca6,firm,MLA (Président du Conseil de Surveillance) - AMEN PROJECT (administrateur) - AMEN CAPITAL (Président du Conseil d’Administration) - SICAR AMEN,mla president du conseil de surveillance amen project administrateur amen capital president du conseil d administration sicar amen
F2e59e63a70,firm,Karim REJEB SFAR,karim rejeb sfar
F2e5bb1f22a,firm,LA SOCIÉTÉ PARTNER M. AHMED BOUZGUENDA 31 décembre 2024 Membre du conseil,la partner ahmed bouzguenda 31 decembre 2024 membre du conseil
F2e8538b26a,firm,D'EMISSION ET D'ADMISSION EMPRUNT OBLIGATAIRE,d emission et d admission emprunt obligataire
F2e8538b26a,firm,d'emission et d'admission emprunt obligataire,d emission et d admission emprunt obligataire
F2e8f1e939c,firm,dirigeant de TECNOCASA Tunisie,dirigeant de tecnocasa tunisie
F2e9c2e7d99,firm,Consignations,consignations
F2ea8064e8d,firm,Cursus,cursus
F2ecdbb23fb,firm,SMVDA AOUILIA**,smvda aouilia
F2ece9cd9da,firm,d’expertise comptable inscrite au,d expertise comptable inscrite au
F2ee228f5f3,firm,Dépôts à vue en dinars,depots a vue en dinars
F2f17971119,firm,BTS Bank,bts bank
F2f2317589f,firm,"Comme prevu, ct operant sur le marche de la rechange a",comme prevu ct operant sur le marche de la rechange a
F2f31635f4f,firm,"CHERAIET""",cheraiet
F2f4745ae88,firm,UNIVERS PARTICIPATIONS -SICAF,univers participations sicaf
F2f559c99cb,firm,des dispositions légales et reglementaires Le Comité assure,des dispositions legales et reglementaires le comite assure
F2f73606239,firm,TUNISIENNE DES INDUSTRIES DE PNEUMATIQUES ‐STIP‐ Il,tunisienne des industries de pneumatiques stip il
F2fa3cf7236,firm,AFRICA SOUSSE,africa sousse
F2fa7ecbbff,firm,COOPERATION INTERNATIONALE M. HEDI BEJAOUI Développement et de la Coopération Internationale,cooperation internationale hedi bejaoui developpement et de la cooperation internationale
F2fbe591287,firm,III.4 Comités spéciaux et rôle de chaque comité,iii 4 comites speciaux et role de chaque comite
F2fd0888b33,firm,Slimene BETTAIEB Président Directeur Général 2006-2008 Tunis,slimene bettaieb president directeur general 2006 2008 tunis
F30024d2256,firm,U.T.B,utb
F3009468f73,firm,SIFIB BH,sifib bh
F3009468f73,firm,SIFIB-BH,sifib bh
F30113b210a,firm,SUD FORAGE,sud forage
F302982438c,firm,2022-2024 et la société « General Audit » en tant que 2ème commissaire aux comptes pour le,2022 2024 et la general audit en tant que 2eme commissaire aux comptes pour le
F303784b676,firm,UIB Finance,uib finance
F3040bccd47,firm,Kilani Holding Pharmaceuticals,kilani holding pharmaceuticals
F304c8a53b6,firm,Société ENNAKL Membre M. Firas SAID 2009-2011 Tunis,ennakl membre firas said 2009 2011 tunis
F304c8a53b6,firm,Société ENNAKL Membre M. Firas SAID 2009‐2011 Tunis,ennakl membre firas said 2009 2011 tunis
F3057b0790d,firm,SARI,sari
F305ab3b402,firm,Abu Dhabi Investment Authority (ADIA),abu dhabi investment authority
F3064b83394,firm,TUNINVEST INNOVATIONS SICAR-TPR-BANK OF AFRICA-BADIS TRADING,tuninvest innovations sicar tpr bank of africa badis trading
F306dc4025c,firm,Compte Spécial d'investissement,compte special d investissement
F30827b1614,firm,Société Tunisenne de Banque,tunisenne de banque
F308bf16521,firm,STUSID,stusid
F309eb61453,firm,En cas de vacances d’un poste au Conseil nomination,en cas de vacances d un poste au conseil nomination
F30a98b2848,firm,SICAV OPPORTUNITY,sicav opportunity
F30ac4c902a,firm,"Les sociétés anonymes, par leur",les societes anonymes par leur
F30ae7e958c,firm,"contrôle interne, d'assurer le suivi et La supervision",controle interne d assurer le suivi et la supervision
F30d5b64e07,firm,Banque Nationale Agricole Membre M. Faouzi GUEBLI** 2009‐2011 Tunis,banque nationale agricole membre faouzi guebli 2009 2011 tunis
F30ecaf6e90,firm,LA BANAUE NATIONALE AGRICOLE,la banaue nationale agricole
F313ca9b6a5,firm,Société Tunisienne Financière de Participation -STFP,tunisienne financiere de participation stfp
F31603b1ec5,firm,SERENITY CAPITAL FINANCE HOLDING,serenity capital finance holding
F31603b1ec5,firm,Serenity Capital Finance Holding SA,serenity capital finance holding
F317e119bef,firm,STE D'ANIMATION ET DE LOISIRS PARADISE PARK ( H PHEDRA),d animation et de loisirs paradise park h phedra
F3188d0e559,firm,STE CIVILE ET IMMOBIL. SFAX 2000,civile et immobil sfax 2000
F31932a67b8,firm,PGI (DGA & administrateur) - SICOF (administrateur) - COMAR (administrateur) - PARENIN,pgi dga administrateur sicof administrateur comar administrateur parenin
F319a886c49,firm,par Monsieur Noureddine BEN ARBIA,par noureddine ben arbia
F31b24a37ec,firm,Professeur Universitaire,professeur universitaire
F31b24a37ec,firm,Professeur universitaire,professeur universitaire
F31b2860d3c,firm,EL IMRANE,el imrane
F31b2860d3c,firm,El Imrane,el imrane
F31dd4117ad,firm,Fax 71. 902.723,fax 71 902 723
F31dd4117ad,firm,Fax 71.902.723,fax 71 902 723
F31e0bb52a6,firm,Youssef RAZI succède à M. Faïssal CHAHROUR,youssef razi succede a faissal chahrour
F31ee310d5f,firm,BIZERTE- SOCIETE D'ELEVAGE DE MONASTIR,bizerte d elevage de monastir
F32085529c6,firm,relatif à l’augmentation de capital en numéraire de la sté.,relatif a l augmentation de capital en numeraire de la
F321687da2b,firm,S.E.D SOUSSE NORD,sed sousse nord
F3218a7c8fd,firm,Garantie prolongée Auto).Ces,garantie prolongee auto ces
F3251429090,firm,LA CLINIQUE INTERNATIONALE LES PINS,la clinique internationale les pins
F325488b7a0,firm,MINISTERE DES FINANCES Directeur Général Mme Golsom JAZIRI 2010-2012 Tunis,ministere des finances directeur general golsom jaziri 2010 2012 tunis
F325db4223a,firm,4)Comités spéciaux et rôle de chaque comité,4 comites speciaux et role de chaque comite
F325db4223a,firm,4- Comités spéciaux et rôle de chaque comité,4 comites speciaux et role de chaque comite
F326df1749b,firm,STE DE PROMOTION ET DE FINANCT TQUE CARTHAGO,de promotion et de financt tque carthago
F32751e9d08,firm,PDG Sté SICAR AMEN,pdg sicar amen
F3286a602c3,firm,D'EMISSION EMPRUNT OBLIGATAIRE -MOURADI GOLF,d emission emprunt obligataire mouradi golf
F32875ed36f,firm,d’Administrateur par l’AGO du 27/04/2021 et ce jusqu’à l’AGO qui,d administrateur par l ago du 27 04 2021 et ce jusqu a l ago qui
F328e5ea173,firm,RUSS TELNET,russ telnet
F32912a6909,firm,de matériel ; de TLD,de materiel de tld
F329f22683a,firm,IMER,imer
F329f22683a,firm,• Société IMER,imer
F32c89bf49f,firm,Le secteur des assurances,le secteur des assurances
F32cf96939e,firm,"relatif à l’Offre à Prix Ferme OPF, et d’admission au marché principal de la cote de la Bourse des actions de la société",relatif a l offre a prix ferme opf et d admission au marche principal de la cote de la bourse des actions de la
F32ddd12f47,firm,Groupe BAYAHI,bayahi
F33117f14c9,firm,e Prise en charge par l'Etat de,e prise en charge par l etat de
F331c787ef8,firm,[74000 finance [,74000 finance
F336631b107,firm,Maghreb International Publicité,maghreb international publicite
F3368de3513,firm,Emirates International Telecommunications (Tunisia) FZ - LLC,emirates international telecommunications tunisia fz llc
F3368de3513,firm,Emirates International Telecommunications (Tunisia) FZ-LLC,emirates international telecommunications tunisia fz llc
F3369835f66,firm,Durée du,duree du
