movement_id,event_type,is_result,event_date,event_year,event_date_source,target_id,target_name,target_name_raw,price_tnd,pct_stated,pct_max_stated,shares_sought,shares_acquired,shares_stated,capital_before_tnd,capital_after_tnd,capital_stated_tnd,capital_method,new_shares,listing_event,delisting_date,market,isin,ticker,open_date,close_date,decision_date,doc_node_key,doc_type,doc_title,doc_url,doc_sha256,filing_date
MV54d7ea4a5173,augmentation_capital,False,2008-12-18,2008,decision_date,F234b637705,SOTRAPIL,SOTRAPIL,,,,,,,,,,,125840.0,,,,,,,,2008-12-18,augmentation-de-capital-par-incorporation-de-r%C3%A9serves-%C2%A0sotrapil-1,operation_sur_capital,Augmentation de capital par incorporation de réserves : SOTRAPIL,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/annonce_augmt_cap_SOTRAPIL.pdf,d004851be6940a5969ec0ce4dedb6e3abe70b2cfab84a301c6015293763a8892,2008-12-23
MVe28132253d5a,augmentation_capital,False,2008-12-18,2008,filing_date,Fe2b332eb00,DEVELOPPEMENT ET D’INVESTISSEMENT DU NORD OUEST,Développement et d’Investissement du Nord Ouest,,,,,,,,,,,1200000.0,,,,,,,,,sodino-0,augmentation_de_capital,SODINO,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/augmentation/augmt_cap_rea_SODINO_08.pdf,8370ff95449bf671f4ae2d81c04b3c45a44c8d1b0e792a5c30e3428c0b8365b0,2008-12-18
MV5b7478c37a8f,augmentation_capital,False,2008-12-31,2008,filing_date,Fe7036a9cb6,DEVELOPPEMENT ET D’INVESTISSEMENT DU SUD -SODIS SICAR,DEVELOPPEMENT ET D’INVESTISSEMENT DU SUD -SODIS SICAR,,,,,,,,,,,1301671.0,,,,,,,,,sodis-sicar,augmentation_de_capital,SODIS SICAR,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/augmentation/augmt_cap_sodis_sicar_08.pdf,1fba13ccf78b6ded02534e0322f712678bbd61134d928b1a025896ae6275cffb,2008-12-31
MV11c7999650de,augmentation_capital,False,2008-12-31,2008,filing_date,Fe41cd1a144,Arab Tunisian Bank,ARAB TUNISIAN BANK,,,,,,,,,,,14000000.0,,,,,,,,,arab-tunisian-bank,augmentation_de_capital,ARAB TUNISIAN BANK,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/augmentation/augmt_cap_rea_ATB_08.pdf,3111f6f6b695500583e830a1f1d31dbe754289b31a90d48370d69ca7aec52594,2008-12-31
MVe48c541f1821,augmentation_capital,False,2008-12-31,2008,filing_date,Fc8f719111b,Tunisienne d’Assurances et de Réassurances,Tunisienne d’Assurances et de Réassurances,163.428,,,,,,,,,,807693.0,,,,,,,,,soci%C3%A9t%C3%A9-tunisienne-d%E2%80%99assurances-et-de-r%C3%A9assurances-star,augmentation_de_capital,Société Tunisienne d’Assurances et de Réassurances STAR,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/augmentation/augmt_cap_rea_STAR_08.pdf,808e57dda0398aba6e5379d443fb0613336fa33de80002332185c312358b2e9c,2008-12-31
MV0f5dbf156c19,augmentation_capital,False,2009-02-04,2009,filing_date,F858f23aed5,GIF FILTER,GIF FILTER SA,,,,,,,5555000.0,6666000.0,,,555500.0,,,,,,,,,augmentation-de-capital-par-incorporation-de-r%C3%A9serves-%C2%A0gif-filter-sa,operation_sur_capital,Augmentation de capital par incorporation de réserves : GIF FILTER SA,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/annonce_augmt_cap_GIF_09.pdf,4e81a88af9588222a84f7a3b88c0a9cb09e885e3f77cfc8cb91e1fe6bb8ebbfc,2009-02-04
MV4037efc7c7ee,augmentation_capital,False,2009-02-18,2009,filing_date,F44211c382b,TUNISIE LEASING,TUNISIE LEASING,,,,,,,28500000.0,29000000.0,,,100000.0,,,,,,,,,augmentation-de-capital-par-incorporation-de-r%C3%A9serves-%C2%A0tunisie-leasing-3,operation_sur_capital,Augmentation de capital par incorporation de réserves : TUNISIE LEASING,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/annonce_augmt_cap_ir_TL_09.pdf,0acffc0ca3f2b6375360120c7982a782ef4b2e94ec0caa618281ee28ca1f1626,2009-02-18
MV5faccf723f01,augmentation_capital,False,2009-03-06,2009,filing_date,F718c5e479e,COTUNACE,COTUNACE,,,,,,,,,,incorporation de réserves,100000.0,,,,,,,,,augmentation-de-capital-en-num%C3%A9raire-sans-recours-%C3%A0-l%E2%80%99appel-public-%C3%A0-l%E2%80%99%C3%A9pargne-%C2%A0cotunace,operation_sur_capital,Augmentation de capital en numéraire sans recours à l’appel public à l’épargne : COTUNACE,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/annonce_augmt_cap_COTUNACE_09.pdf,809c1193a0982a434ccb5b4e9dff92b4b4aa2c3e698f65fa703ba5760230e47c,2009-03-06
MVfa91620d8945,augmentation_capital,False,2009-04-05,2009,filing_date,Ff9d724d949,El Wifack Leasing,EL WIFACK LEASING,,,,,,,,,,,1000000.0,,,,,,,,,el-wifack-leasing-0,augmentation_de_capital,EL WIFACK LEASING,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/augmentation/augmt_cap_rea_ELWIFACK_LEASING_09.pdf,4396d7ed4a58293d9f860b489dbf6a8583e40ea72bf9e97762aecfe104cccf3b,2009-04-05
MV26b595415691,augmentation_capital,False,2009-05-03,2009,filing_date,F0554f942ff,COMPAGNIE TUNISIENNE POUR L’ASSURANCE DU COMMERCE EXTERIEUR,COMPAGNIE TUNISIENNE POUR L’ASSURANCE DU COMMERCE EXTERIEUR,,,,,,,,,,,60000.0,,,,,,,,,cotunace-0,augmentation_de_capital,COTUNACE,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/augmentation/augmt_cap_rea_COTUNACE_09.pdf,737386f7292519b52c5d392926ef7626f1d8b766e134fede0cbcb46f15bd68c2,2009-05-03
MV45e8e4a7da10,augmentation_capital,False,2009-05-11,2009,filing_date,F39fc95e347,TPR,TPR,,,,,,,32000000.0,36000000.0,,,4000000.0,,,,,,,,,augmentation-de-capital-par-incorporation-de-r%C3%A9serves-%C2%A0tpr-3,operation_sur_capital,Augmentation de capital par incorporation de réserves : TPR,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/annonce_augmt_cap_tpr.pdf,092a1c17e9f330f7fd2247f71e40b5158a78ced4a8af3b52e0a089aff467803d,2009-05-11
MV2b627ff2c9dc,augmentation_capital,False,2009-05-19,2009,decision_date,Ff609f4a8b4,COMAR,COMAR,,,,,,,,,,,1000000.0,,,,,,,,2009-05-19,augmentation-de-capital-par-incorporation-de-r%C3%A9serves-%C2%A0comar,operation_sur_capital,Augmentation de capital par incorporation de réserves : COMAR,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/annonce_augmt_cap_COMAR.pdf,539cdd248331aaba605c6921ee6fd0a9ade472cacc1b33dde2a34b439e3253f7,2009-05-28
MVeaca9ab8d347,augmentation_capital,False,2009-05-25,2009,filing_date,Ff612f31e1d,BFPME,BFPME,,,,,,,,,,,5000000.0,,,,,,,,,augmentation-de-capital-en-num%C3%A9raire-sans-recours-%C3%A0-l%E2%80%99appel-public-%C3%A0-l%E2%80%99%C3%A9pargne-%C2%A0bfpme,operation_sur_capital,Augmentation de capital en numéraire sans recours à l’appel public à l’épargne : BFPME,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/annonce_augmt_cap_BFPME.pdf,1dfad31c7dff01142585c0eddb1525e2f52527095f5ac13b6270d7fa98404bd1,2009-05-25
MVdb05165d3017,augmentation_capital,False,2009-06-04,2009,filing_date,Ff36253d7b0,BANQUE DE TUNISIE,BANQUE DE TUNISIE,,,,,,,75000000.0,112500000.0,,,3750000.0,,,,,,,,,augmentation-de-capital-par-incorporation-de-r%C3%A9serves-%C2%A0bt-0,operation_sur_capital,Augmentation de capital par incorporation de réserves : BT,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/annonce_augmt_cap_BT.pdf,6948a3847a8a7088a38ec6313fc614cccbb922128c6777deebb7e93bfad9aa9f,2009-06-04
MVd629b04f78b0,augmentation_capital,False,2009-06-10,2009,filing_date,F998d83b20e,ASSAD,ASSAD,,,,,,,8000000.0,10000000.0,,,2000000.0,,,,,,,,,augmentation-de-capital-par-incorporation-de-r%C3%A9serves-%C2%A0assad-2,operation_sur_capital,Augmentation de capital par incorporation de réserves : ASSAD,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/annonce_augmt_cap_ASSAD.pdf,6ddc75ff0121df7978056381936ec05227a3d72664cd9145965aca43d9b2e1dc,2009-06-10
MV38e0f0094ba5,augmentation_capital,False,2009-06-30,2009,filing_date,F532572505b,SOMOCER,SOMOCER,,,,,,,23100000.0,24255000.0,,incorporation de réserves,1155000.0,,,,,,,,,augmentation-de-capital-par-incorporation-de-r%C3%A9serves-%C2%A0somocer-2,operation_sur_capital,Augmentation de capital par incorporation de réserves : SOMOCER,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/annonce_augmt_cap_SOMOCER_09.pdf,8698b391cdd0fd90df125867487f81a33ee81c78e97db4c978ac2bf507792871,2009-06-30
MV5b888eba8bb3,augmentation_capital,False,2009-07-02,2009,filing_date,Fd6b8c29687,AMS,AMS,,,,,,,9308400.0,12308400.0,,,600000.0,,,,,,,,,augmentation-de-capital-sans-recours-%C3%A0-l%E2%80%99appel-public-%C3%A0-l%E2%80%99%C3%A9pargne-%C2%A0ams,operation_sur_capital,Augmentation de capital sans recours à l’appel public à l’épargne : AMS,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/annonce_augmt_cap_AMS_09.pdf,77086c49eacfd993a3026cec522a9f23fcd208eed34f86ed9b989c0ee45bb3a5,2009-07-02
MVa689a293c7ba,augmentation_capital,False,2009-07-06,2009,filing_date,F009a1c823e,TUNISAIR,TUNISAIR,,,,,,,97349340.0,106199280.0,,,8849940.0,,,,,,,,,augmentation-de-capital-par-incorporation-de-r%C3%A9serves-%C2%A0tunisair,operation_sur_capital,Augmentation de capital par incorporation de réserves : TUNISAIR,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/annonce_augmt_cap_TUNISAIR_09.pdf,02c90f8f5b73e34133807622f7f49b853ce2bc43fd665e8d8f04e70bc675d31d,2009-07-06
MV820e2b91a8f0,augmentation_capital,False,2009-07-16,2009,filing_date,Fd6b8c29687,AMS,AMS,,,,,,,9308400.0,12308400.0,,,600000.0,,,,,,,,,prorogation-de-la-date-limite-de-souscription-%C3%A0-l%E2%80%99augmentation-de-capital-sans-recours-%C3%A0-l%E2%80%99appel,operation_sur_capital,Prorogation de la date limite de souscription à l’augmentation de capital sans recours à l’appel public à l’épargne : AMS,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/prorogation_augmt_cap_AMS_09.pdf,de9c9019dd9849b6d16fb7de92061a7c8390396e5dac93822168cef84543dfd8,2009-07-16
MVa185e299a230,augmentation_capital,False,2009-08-04,2009,filing_date,Faf7949439d,AIR LIQUIDE TUNISIE,AIR LIQUIDE TUNISIE,,,,,,,20185050.0,21867125.0,,,67283.0,,,,,,,,,augmentation-de-capital-par-incorporation-de-r%C3%A9serves-%C2%A0air-liquide-tunisie-1,operation_sur_capital,Augmentation de capital par incorporation de réserves : AIR LIQUIDE TUNISIE,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/augmt_cap_AIR_LIQUIDE_09.pdf,501845c990a887856fee4159ca16fb40ed0b26e50b41bd384885ac2e15f91c6f,2009-08-04
MV1b83d2146345,augmentation_capital,False,2009-08-25,2009,filing_date,Fa3e0950260,Ateliers Mécaniques du Sahel,ATELIERS MECANIQUES DU SAHEL,,,,,,,,,,,600000.0,,,,,,,,,ams-2,augmentation_de_capital,AMS,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/augmentation/augmt_cap_rea_AMS_09.pdf,f4ef19a58ed206eaa099eff1314226b7783b100d20365e82bbd3c9076b51eec2,2009-08-25
MVca98bb60483b,augmentation_capital,False,2009-08-30,2009,filing_date,F410bcd67f0,MAGASIN GENERAL,MAGASIN GENERAL,60.0,,,,,,,,,,626250.0,,,,,,,,,soci%C3%A9t%C3%A9-magasin-g%C3%A9n%C3%A9ral,augmentation_de_capital,Société Magasin Général,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/augmentation/augmt_cap_rea_magasin_general_09.pdf,e560e7a8704ac9e6a0d42142b1e1afb1d88832653a6fcdcaf3ae19639d06ad7b,2009-08-30
MV6e8c08d8e9d9,augmentation_capital,False,2009-09-17,2009,filing_date,F718c5e479e,COTUNACE,COTUNACE,119.0,,,,,,,,,émission de nouvelles actions et suppression de droit préfér,50000.0,,,,,,,,,augmentation-de-capital-en-num%C3%A9raire-sans-recours-%C3%A0-lappel-public-%C3%A0-l%C3%A9pargne-%C2%A0cotunace,operation_sur_capital,Augmentation de capital en numéraire sans recours à l'appel public à l'épargne : COTUNACE,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/augmt_cap_COTUNACE_09.pdf,0947a3fa88a0084f5b5a40acd29a15fdd12a367772519807e8c6a01fbdb6811b,2009-09-17
MVe6d6c4b4b893,augmentation_capital,False,2009-09-17,2009,filing_date,Fd7b115d430,TQB,TQB,,,,,,,,,,,3000000.0,,,,,,,,,augmentation-de-capital-en-num%C3%A9raire-sans-recours-%C3%A0-lappel-public-%C3%A0-l%C3%A9pargne-%C2%A0tqb,operation_sur_capital,Augmentation de capital en numéraire sans recours à l'appel public à l'épargne : TQB,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/augmt_cap_TQB_09.pdf,bff31c1c4fd023f6e12a5fb1a7cec6c5d22af47549101748fa495c508a600f75,2009-09-17
MV4465315f6df7,opf_prix_ferme,True,2009-09-30,2009,close_date,F3cac6a80dd,CIMENTS DE BIZERTE,CIMENTS DE BIZERTE,,,,,,,,,,,8809460.0,admission,,Marché Principal des titres de capital de la C,,,2009-09-10,2009-09-30,,r%C3%A9sultat-de-loffre-%C3%A0-prix-ferme-sur-les-actions-de-la-soci%C3%A9t%C3%A9%C2%A0%C2%AB-les-ciments-de-bizerte-%C2%BB,offre_publique,Résultat de l'offre à prix ferme sur les actions de la société « LES CIMENTS DE BIZERTE »,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/offres/opf_Ciments_de_Bizerte_09.pdf,d2bb5a29bb8e64e7f0cc7cc856dc65d0b65dacaeeeaa772667c516f470fdeee6,2009-10-07
MV9cf4a2e89ffb,opf_prix_ferme,False,2009-10-19,2009,filing_date,F077297c532,Les Ciments de Bizerte,Les Ciments de Bizerte,,,,,,,,,,,8809460.0,,,,,,,,,soci%C3%A9t%C3%A9-les-ciments-de-bizerte,augmentation_de_capital,Société  Les Ciments de Bizerte,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/augmentation/augmt_cap_rea_Ciments_de_Bizerte_09.pdf,c46d56fb373f7c83d397faef99ceceedc73d8cc3d7dab2217f33fc08ab808e2b,2009-10-19
MVadae97fd0e14,opa_obligatoire,False,2009-11-06,2009,filing_date,,,,,,,,,,,,,,,,,,,,,,,avis-d%E2%80%99ouverture-d%E2%80%99une-offre-publique-d%E2%80%99achat-obligatoire-sur-les-actions%C2%A0siame,offre_publique,Avis d’ouverture d’une offre publique d’achat obligatoire sur les actions SIAME,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/offres/OPA_SIAME_09.pdf,7939acd7a95d0cb01d1aaaf0bf3d677dffc637fe28f2ec5eb44fdbdefba58e1c,2009-11-06
MV6e39fe24abf6,augmentation_capital,False,2009-11-10,2009,filing_date,F0554f942ff,COMPAGNIE TUNISIENNE POUR L’ASSURANCE DU COMMERCE EXTERIEUR,COMPAGNIE TUNISIENNE POUR L’ASSURANCE DU COMMERCE EXTERIEUR,119.0,,,,,,,,,,50000.0,,,,,,,,,cotunace,augmentation_de_capital,COTUNACE,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/augmentation/augmt_cap_rea_COTUNACE_2009.pdf,7d2129568c3c8a23357ae1c62ab221742ae8e28a64937f8fd36856f8e3bcd8e5,2009-11-10
MV7b44348ea843,augmentation_capital,False,2009-11-13,2009,filing_date,F2d5c846e3d,MODERN LEASING,MODERN LEASING,10.0,,,,,,10000000.0,15000000.0,,,500000.0,,,,,,,,,augmentation-de-capital-en-num%C3%A9raire-sans-recours-%C3%A0-lappel-public-%C3%A0-l%C3%A9pargne-%C2%A0modern-leasing,operation_sur_capital,Augmentation de capital en numéraire sans recours à l'appel public à l'épargne : MODERN LEASING,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/autres/augmt_cap_MODERN_LESING_09.pdf,b63300c1b5637c639a96a7b14c0142ad3088b9083747a2f5f8f973baa89b97a5,2009-11-13
MVc486c5cc0987,maintien_de_cours,True,2009-11-13,2009,filing_date,F51959e3980,SOMVIK par la société KYRANIS,SOMVIK par la société KYRANIS,43.209,,95.15,,,,,,,,,,,,,,,,,r%C3%A9sultat-de-lop%C3%A9ration-de-maintien-de-cours-%C3%A0-prix-fixe-sur-les-actions-de-la-soci%C3%A9t%C3%A9-de-mise-en,offre_publique,Résultat de l'opération de maintien de cours à prix fixe sur les actions de la société de mise en valeur des îles de KERKENNAH « SOMVIK par la société KYRANIS »,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/offres/resultat_opf_SOMVIK_09.pdf,e024ab75273f7256c3abfe0c8ba19e6e44752663aa7a60e113933744736a2a02,2009-11-13
MV48850a4f5b0a,opa_simplifiee,False,2009-11-19,2009,filing_date,F1050cfe3ec,Financière d’Investissement -SOFI SICAF,Financière d’Investissement -SOFI SICAF,,5.73,5.73,,,57283.0,,,10000000.0,,,,,,,,,,,avis-d%E2%80%99ouverture-d%E2%80%99une-offre-publique-d%E2%80%99achat-simplifi%C3%A9e-sur-les-actions%C2%A0sofi-sicaf,offre_publique,Avis d’ouverture d’une offre publique d’achat simplifiée sur les actions SOFI SICAF,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/offres/OPA_SOFI_SICAF_09.pdf,8893aa7339118ec82328002d47451dab9024c4abfb858e60de66f79a7972dfa3,2009-11-19
MV52fac10a9a17,augmentation_capital,False,2009-11-23,2009,filing_date,Fc6fcc4b10d,Industrielle TUNISIE LAIT,Industrielle TUNISIE LAIT,,,,,,,,,,,2500000.0,,,,,,,,,tunisie-lait,augmentation_de_capital,Tunisie Lait,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/capital/augmentation/augmt_cap_Tunisie_Lait_09.pdf,928522c696233ba9f46bd924555c7100e2bb751a3ebe05f61f7c28b801d5934e,2009-11-23
MVe39abaf65425,opa_obligatoire,False,2009-12-04,2009,filing_date,,,,,,,,,,,,,,,,,,,,,,,avis-d%E2%80%99ouverture-d%E2%80%99une-offre-publique-d%E2%80%99achat-obligatoire-sur-les-actions%C2%A0gif-filter,offre_publique,Avis d’ouverture d’une offre publique d’achat obligatoire sur les actions GIF FILTER,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/offres/OPA_GIF_FILTER_09.pdf,ae194831d06eee63acb5a7d9237d6e835de9238f27ffe8520fe58ef58d207aba,2009-12-04
MV9eb484bcf46a,opr_retrait,False,2009-12-17,2009,filing_date,,,,,,,,,,,,,,,,,,,,,,,avis-d%E2%80%99ouverture-d%E2%80%99une-offre-publique-de-retrait-sur-les-actions-ordinaires-et-les-actions-%C3%A0,offre_publique,Avis d’ouverture d’une Offre Publique de Retrait sur les actions ordinaires et les actions à dividende prioritaire sans droit de vote de la société Palm Beach Holels Tunisia - PBHT -,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/offres/OPR_PBHT.pdf,75ab1c21872b1699c0f7a718736ac38f3b50ede88e296b1bb93a2f465ed8734a,2009-12-17
MV4ab5592da34a,opa_obligatoire,True,2009-12-21,2009,filing_date,F02d76e1977,FINANCIERE D'INVESTISSEMENT -SOFI SICAF- Il,FINANCIERE D'INVESTISSEMENT -SOFI SICAF- Il,10.5,5.73,5.73,,,57283.0,,,,,,,,,,,,,,r%C3%A9sultat-de-l%E2%80%99offre-publique-d%E2%80%99achat-simplifi%C3%A9e-sur-les-actions-de-la%C2%A0soci%C3%A9t%C3%A9%C2%A0-sofi-sicaf%C2%A0,offre_publique,Résultat de l’offre publique d’achat simplifiée sur les actions de la société - SOFI SICAF -,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/offres/resultat_opa_facultative_SOFI_SICAF_09.pdf,a6e8f6878a38afb7f2edf17b1dce77b99c50f7b8c682e36ded18a0c78659a61e,2009-12-21
