entity_id,canonical_name,year,channel,category,tenure,counterpart,counterpart_id,stake_pct,layer,detail,doc_type,doc_url,page,from_ocr
F7cee7fd08c,AIL,2014,public_bank,public_bank_seat,,STB,Fede9a2bb70,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_%20AIL_2015.pdf,156,0
F13ef2f8028,AIR LIQUIDE,2011,public_bank,public_bank_seat,,Banque Nationale Agricole,Fc0d64a7eb6,,board_seat_corporate,,rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_annuel_air_liquide_2011.pdf,2,1
F13ef2f8028,AIR LIQUIDE,2017,public_bank,public_bank_seat,,Banque Nationale Agricole,Fc0d64a7eb6,,board_seat_corporate,,rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_annuel_airliquide_2017.pdf,2,0
F496f3c4662,ANDALOUS),2019,public_bank,public_bank_equity,,STB,Fede9a2bb70,,group_participation,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/document_de_reference_emprunt_societe_tunisienne_de_banque2019-1_version_finale125092019_correction_finale_cfm_site_cmf.pdf,138,0
Ffd0d4a99b7,"ANIMATION ET TOURISME SAHARIEN ""LES DUNES DE NEFZAOUA""",2015,public_bank,public_bank_equity,,STB,Fede9a2bb70,,group_participation,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_%20STB_2015_0.pdf,120,0
F799bff6093,ASSURANCES STAR,2015,public_bank,public_bank_equity,,STB,Fede9a2bb70,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_%20STB_2015_0.pdf,47,0
F799bff6093,ASSURANCES STAR,2019,public_bank,public_bank_equity,,STB,Fede9a2bb70,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/document_de_reference_emprunt_societe_tunisienne_de_banque2019-1_version_finale125092019_correction_finale_cfm_site_cmf.pdf,55,0
F799bff6093,ASSURANCES STAR,2021,public_bank,public_bank_equity,,STB,Fede9a2bb70,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_stb_2021.pdf,44,0
Fc7d2c2ccea,ATI,2013,public_bank,public_bank_equity,,BH BANK,F5038da9360,,group_participation,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2015_1.pdf,129,0
Fc7d2c2ccea,ATI,2019,public_bank,public_bank_equity,,STB,Fede9a2bb70,,group_participation,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/document_de_reference_emprunt_societe_tunisienne_de_banque2019-1_version_finale125092019_correction_finale_cfm_site_cmf.pdf,149,0
Fcde110a85a,ATL,1993,public_bank,public_bank_equity,,Banque Nationale Agricole,Fc0d64a7eb6,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_ATL2005.pdf,12,0
Fcde110a85a,ATL,2005,public_bank,public_bank_interlock,,BH BANK,F5038da9360,,board_interlock,,derived,,,
Fcde110a85a,ATL,2005,public_bank,public_bank_seat,,Banque Nationale Agricole,Fc0d64a7eb6,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference2_ATL2005.pdf,57,0
Fcde110a85a,ATL,2005,public_bank,public_bank_seat,,Banque Nationale Agricole,Fc0d64a7eb6,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_ATL2005.pdf,78,0
Fcde110a85a,ATL,2005,public_bank,public_bank_seat,,Banque Nationale Agricole,Fc0d64a7eb6,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_ATL2005.pdf,79,0
Fcde110a85a,ATL,2007,public_bank,public_bank_equity,,Banque Nationale Agricole,Fc0d64a7eb6,,ownership,,prospectus,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/prospectus/prospectus_ATL_07.pdf,32,0
Fcde110a85a,ATL,2011,public_bank,public_bank_equity,,BNA,F5ccaee3c36,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_ATL_2011.pdf,21,0
Fcde110a85a,ATL,2014,public_bank,public_bank_equity,,BNA,F5ccaee3c36,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_ATL_2014.pdf,21,0
Fcde110a85a,ATL,2016,public_bank,public_bank_equity,,BNA,F5ccaee3c36,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_doc_2016_atl.pdf,21,0
Fcde110a85a,ATL,2017,public_bank,public_bank_equity,,BNA,F5ccaee3c36,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/actual_doc_ref_atl_2017.pdf,8,0
Fcde110a85a,ATL,2018,public_bank,public_bank_equity,,BNA,F5ccaee3c36,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_2018-atl_scanne.pdf,22,0
Fcde110a85a,ATL,2020,public_bank,public_bank_equity,,BNA,F5ccaee3c36,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_atl_2020.pdf,19,0
Fcde110a85a,ATL,2022,public_bank,public_bank_seat,,BNA,F5ccaee3c36,,board_seat_corporate,,rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_atl_2022.pdf,17,0
Fcde110a85a,ATL,2022,public_bank,public_bank_seat,,BNA,F5ccaee3c36,,board_seat_corporate,,rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_atl_2022.pdf,18,0
Fcde110a85a,ATL,2022,public_bank,public_bank_equity,,BNA,F5ccaee3c36,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_atl_2022.pdf,18,0
Fcde110a85a,ATL,2023,public_bank,public_bank_equity,,BNA,F5ccaee3c36,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_ref_atl_2023.pdf,19,0
Fcde110a85a,ATL,2024,public_bank,public_bank_seat,,BNA,F5ccaee3c36,,board_seat_corporate,,rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_atl_2024.pdf,18,0
Fcde110a85a,ATL,2024,public_bank,public_bank_equity,,BNA,F5ccaee3c36,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_atl_2024.pdf,20,0
Fcde110a85a,ATL,2025,public_bank,public_bank_seat,,BNA,F5ccaee3c36,,board_seat_corporate,,rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_atl_2005.pdf,18,0
Fcde110a85a,ATL,2025,public_bank,public_bank_equity,,BNA,F5ccaee3c36,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/actual_doc_reference_atl_2025.pdf,8,0
Fed1163a466,ATL2004-1,2004,public_bank,public_bank_seat,,Banque Nationale Agricole,Fc0d64a7eb6,,board_seat_corporate,,prospectus,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/prospectus/3_prospectus_demission_et_dadmission_emprunt_obligataire_-atl_2004-1_-2004-.pdf,77,0
Ffed011d406,Agence et Engagements et a réussi leurs,2017,public_bank,public_bank_seat,,STB,Fede9a2bb70,,board_seat_corporate,,rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_annuel_stb_2017.pdf,8,1
F27e3e3c57f,Agricoles,2017,public_bank,public_bank_seat,,BNA,F5ccaee3c36,,board_seat_corporate,,rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_annuel_bna_2017.pdf,7,1
Fdc2a0f9ff6,Assurance,2023,public_bank,public_bank_seat,,STB,Fede9a2bb70,,board_seat_corporate,,rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_stb_2023.pdf,4,0
Ff81f5bf1cc,Assurances SALIM,2011,public_bank,public_bank_equity,,BH BANK,F5038da9360,,group_participation,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2013.pdf,36,0
Ff81f5bf1cc,Assurances SALIM,2013,public_bank,public_bank_equity,,BH BANK,F5038da9360,,group_participation,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2015_1.pdf,128,0
Faa2413a763,Au 31 décembre 2006,2006,public_bank,public_bank_seat,,STB,Fede9a2bb70,,board_seat_corporate,,rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_annuel_stb_2006.pdf,3,1
Fa2e5d584f6,B.E.A.T.L,2013,public_bank,public_bank_equity,,BH BANK,F5038da9360,,group_participation,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2015_1.pdf,129,0
F46299d17c1,BANQUE D’AFFAIRE DE TUNISIE,2009,public_bank,public_bank_equity,,STB,Fede9a2bb70,,group_participation,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_STB_2010.pdf,33,0
Fdd45516bc1,BCH *,2013,public_bank,public_bank_equity,,BH BANK,F5038da9360,,group_participation,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2015_1.pdf,129,0
Fc4daf78a69,BEL ART INDUSTRIES,2015,public_bank,public_bank_equity,,STB,Fede9a2bb70,,group_participation,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_%20STB_2015_0.pdf,120,0
Fa91553f43e,BEST LEASE,2024,public_bank,public_bank_interlock,,STB,Fede9a2bb70,,board_interlock,,derived,,,
Fa91553f43e,BEST LEASE,2026,public_bank,public_bank_interlock,,STB,Fede9a2bb70,,board_interlock,,derived,,,
Fb47e5f399c,BH /2,2015,public_bank,public_bank_interlock,,BH BANK,F5038da9360,,board_interlock,,derived,,,
F5038da9360,BH BANK,2006,officeholder,civil_servant,current,Etat,,,board,Fonctionnaire au Ministère des Finances  Mohamed Ridha Trabelsi board_seat 5.1.5 Fonction des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-1.pdf,269,0
F5038da9360,BH BANK,2006,officeholder,civil_servant,current,Jalel Chouihi,,,board,Fonctionnaire au Premier Ministère mr Jalel Chouihi board_seat 5.1.5 Fonction des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-1.pdf,269,0
F5038da9360,BH BANK,2006,officeholder,civil_servant,current,Souhir Taktak,,,board,Fonctionnaire au Ministère des Finances mme Souhir Taktak board_seat 5.1.5 Fonction des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-1.pdf,269,0
F5038da9360,BH BANK,2006,officeholder,civil_servant,current,Tajouri Fatnasi,,,board,Fonctionnaire au Ministère de l'Equipement et de l'Habitat mr Tajouri Fatnasi board_seat 5.1.5 Fonction des représentants permanents des personnes morales membr,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-1.pdf,269,0
F5038da9360,BH BANK,2006,officeholder,civil_servant,current,Faouzia Said Moussa,,,board,Fonctionnaire au Ministère des Finances mme Faouzia Said Moussa board_seat 5.1.5 Fonction des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-1.pdf,269,0
F5038da9360,BH BANK,2006,state_board,state_organ_seat,,État Tunisien,S0000000a01,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-1.pdf,267,0
F5038da9360,BH BANK,2006,state_board,state_organ_seat,,État Tunisien,S0000000a01,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-1.pdf,269,0
F5038da9360,BH BANK,2007,officeholder,civil_servant,current,Etat Tunisien,,,board,Fonctionnaire au Premier Ministère  Habib Ettoumi board_seat 5.1.5 Fonctions des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-2.pdf,258,0
F5038da9360,BH BANK,2007,officeholder,civil_servant,current,Jalel Chouihi,,,board,Fonctionnaire au Premier Ministère mr Jalel Chouihi board_seat 5.1.5 Fonctions des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-2.pdf,258,0
F5038da9360,BH BANK,2007,officeholder,civil_servant,current,Souhir Taktak,,,board,Fonctionnaire au Ministère des Finances mme Souhir Taktak board_seat 5.1.5 Fonctions des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-2.pdf,258,0
F5038da9360,BH BANK,2007,officeholder,civil_servant,current,Tajouri Fatnasi,,,board,Fonctionnaire au Ministère de l'Equipement et de l'Habitat mr Tajouri Fatnasi board_seat 5.1.5 Fonctions des représentants permanents des personnes morales memb,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-2.pdf,258,0
F5038da9360,BH BANK,2007,officeholder,civil_servant,current,Faouzia Said Moussa,,,board,Fonctionnaire au Ministère des Finances mme Faouzia Said Moussa board_seat 5.1.5 Fonctions des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-2.pdf,258,0
F5038da9360,BH BANK,2007,state_board,state_organ_seat,,État Tunisien,S0000000a01,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-2.pdf,256,0
F5038da9360,BH BANK,2007,state_board,state_organ_seat,,État Tunisien,S0000000a01,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2007-2.pdf,258,0
F5038da9360,BH BANK,2008,officeholder,state_representative,current,e Mme Fawzia Moussa Saayid,,,board,"Administrateur, représentant l’Etat   board_seat CONSEIL D'ADMINISTRATION",rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_annuel_bh_2008.pdf,5,1
F5038da9360,BH BANK,2008,officeholder,state_representative,current,e M. Jalel CHOUIHI,,,board,"Administrateur, représentant l’Etat   board_seat CONSEIL D'ADMINISTRATION",rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_annuel_bh_2008.pdf,5,1
F5038da9360,BH BANK,2008,officeholder,state_representative,current,Habib TOUMI,,,board,"Administrateur, représentant l’Etat m  board_seat CONSEIL D'ADMINISTRATION",rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_annuel_bh_2008.pdf,5,1
F5038da9360,BH BANK,2008,officeholder,state_representative,current,Ettajouri FATNASSI,,,board,"Administrateur, représentant l’Etat m  board_seat CONSEIL D'ADMINISTRATION",rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_annuel_bh_2008.pdf,5,1
F5038da9360,BH BANK,2009,officeholder,civil_servant,current,Etat Tunisien,,,board,Fonctionnaire au Premier Ministère  Habib Ettoumi board_seat 5.1.5 Fonctions des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2009.pdf,229,0
F5038da9360,BH BANK,2009,officeholder,civil_servant,current,Jalel Chouihi,,,board,Fonctionnaire au Premier Ministère mr Jalel Chouihi board_seat 5.1.5 Fonctions des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2009.pdf,229,0
F5038da9360,BH BANK,2009,officeholder,civil_servant,current,Souhir Taktak,,,board,Fonctionnaire au Ministère des Finances mme Souhir Taktak board_seat 5.1.5 Fonctions des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2009.pdf,229,0
F5038da9360,BH BANK,2009,officeholder,civil_servant,current,Tajouri Fatnasi,,,board,Fonctionnaire au Ministère de l'Equipement et de l'Habitat mr Tajouri Fatnasi board_seat 5.1.5 Fonctions des représentants permanents des personnes morales memb,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2009.pdf,229,0
F5038da9360,BH BANK,2009,officeholder,civil_servant,current,Faouzia Said Moussa,,,board,Fonctionnaire au Ministère des Finances mme Faouzia Said Moussa board_seat 5.1.5 Fonctions des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2009.pdf,229,0
F5038da9360,BH BANK,2009,state_board,state_organ_seat,,État Tunisien,S0000000a01,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2009.pdf,227,0
F5038da9360,BH BANK,2009,state_board,state_organ_seat,,État Tunisien,S0000000a01,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2009.pdf,229,0
F5038da9360,BH BANK,2012,officeholder,civil_servant,current,Etat Tunisien,,,board,Fonctionnaire au Premier Ministère  Jalel Chouihi board_seat 5.1.5 Fonctions des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2013.pdf,263,0
F5038da9360,BH BANK,2012,officeholder,civil_servant,current,Abdelaziz Mahfoudh,,,board,Fonctionnaire au Ministère des Finances mme Abdelaziz Mahfoudh board_seat 5.1.5 Fonctions des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2013.pdf,263,0
F5038da9360,BH BANK,2012,officeholder,civil_servant,current,Mohamed Riadh Nakouri,,,board,Fonctionnaire au Ministère de l'Equipement mr Mohamed Riadh Nakouri board_seat 5.1.5 Fonctions des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2013.pdf,263,0
F5038da9360,BH BANK,2012,officeholder,civil_servant,current,Faouzia Said Moussa,,,board,Fonctionnaire au Ministère des Finances mme Faouzia Said Moussa board_seat 5.1.5 Fonctions des représentants permanents des personnes morales membres du,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2013.pdf,263,0
F5038da9360,BH BANK,2012,state_board,state_organ_seat,,État Tunisien,S0000000a01,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2013.pdf,261,0
F5038da9360,BH BANK,2012,state_board,state_organ_seat,,État Tunisien,S0000000a01,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2013.pdf,263,0
F5038da9360,BH BANK,2012,state_ownership,state_shareholder,,État Tunisien,S0000000a01,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2013.pdf,35,0
F5038da9360,BH BANK,2012,state_ownership,state_shareholder,,Entreprise Tunisienne d'Activités Pétrolières (ETAP),S0000000e01,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2013.pdf,35,0
F5038da9360,BH BANK,2015,state_board,state_organ_seat,,l'Etat ont été nommés et sélectionnés sur,S14f55d04ec,,board_seat_corporate,,rapport_annuel,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/rapports-societes/rapport_annuel_bh_bank_2015.pdf,19,1
F5038da9360,BH BANK,2015,state_ownership,state_shareholder,,État Tunisien,S0000000a01,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_%20BH_2015_2_0.pdf,34,0
F5038da9360,BH BANK,2015,state_ownership,state_shareholder,,État Tunisien,S0000000a01,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2015_1.pdf,39,0
F5038da9360,BH BANK,2015,state_ownership,state_shareholder,,Entreprise Tunisienne d'Activités Pétrolières (ETAP),S0000000e01,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_%20BH_2015_2_0.pdf,34,0
F5038da9360,BH BANK,2015,state_ownership,state_shareholder,,Entreprise Tunisienne d'Activités Pétrolières (ETAP),S0000000e01,,ownership,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_BH_2015_1.pdf,39,0
F5038da9360,BH BANK,2017,officeholder,civil_servant,former,État Tunisien,,,board,Retraité ancien cadre au Ministère de l’Économie et des Finances  Abderraouf Klibi board_seat 5.1.5 Fonctions des représentants permanents des personnes morales,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_bh_2017.pdf,285,0
F5038da9360,BH BANK,2017,state_board,state_organ_seat,,État Tunisien,S0000000a01,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_bh_2017.pdf,283,0
F5038da9360,BH BANK,2017,state_board,state_organ_seat,,État Tunisien,S0000000a01,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_bh_2017.pdf,285,0
F5038da9360,BH BANK,2018,officeholder,civil_servant,former,État Tunisien,,,board,"Retraité, ancien cadre au Ministère de l’Économie et des Finances  Abderraouf Klibi board_seat 5.1.5 Fonctions des représentants permanents des personnes morale",document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_bh_2018.pdf,297,0
F5038da9360,BH BANK,2018,officeholder,ministerial_adviser,current,État Tunisien,,,board,Universitaire Maitre assistant Habilité et Conseillé du ministre de l’enseignement supérieur  Aymen Raies board_seat 5.1.5 Fonctions des représentants permanent,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_bh_2018.pdf,297,0
F5038da9360,BH BANK,2018,state_board,state_organ_seat,,État Tunisien,S0000000a01,,board_seat_corporate,,document_de_reference,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/references/doc_reference_bh_2018.pdf,294,0
