entity_id,entity_type,canonical_name,is_bvmt_listed,isin,ticker,name_ar,bvmt_group_label,n_aliases,aliases
F50d027d89c,firm,Membre du conseil d'administration,0,,,,,2,Membre du conseil d'administration | Membre du conseil d’administration
F50f594db05,firm,Législation applicable,0,,,,,1,Législation applicable
F510a6a2ece,firm,Document de référence –BIAT 2022,0,,,,,1,Document de référence –BIAT 2022
F510e33783f,firm,/e Comité de Nomination,0,,,,,1,/e Comité de Nomination
F51503aaa5b,firm,Entrepreneuriat,0,,,,,1,Entrepreneuriat
F517b7ecd13,firm,ATTIJARI LEASING,1,TN0006610018,TJL,التجاري للإيجار المالي,continuous,4,ATTIJARI LEASING | Attijari LEASING | Attijari Leasing | Attijari leasing
F517d694a69,firm,"20,0% (0,0%)",0,,,,,1,"20,0% (0,0%)"
F5183b45ffd,firm,3- Président du Directoire M. Néji Ghandri,0,,,,,2,3- Président du Directoire M. Néji Ghandri | 3- Président du Directoire M.Néji Ghandri
F51959e3980,firm,SOMVIK par la société KYRANIS,0,,,,,1,SOMVIK par la société KYRANIS
F51b918ed8b,firm,Commaissaires aux Comptes et vous tenir,0,,,,,1,Commaissaires aux Comptes et vous tenir
F51d8579793,firm,Présentation de l'ASTREE,0,,,,,2,Présentation de l'ASTREE | Présentation de l’'ASTREE
F520b13657a,firm,ACTIS Investment Holding,0,,,,,1,ACTIS Investment Holding
F528d9d425e,firm,SMVDA AZIZIA,0,,,,,1,SMVDA AZIZIA
F528e92aee5,firm,L'augmentation des frais financiers,0,,,,,1,L'augmentation des frais financiers
F5292c69711,firm,Integrale,0,,,,,1,Integrale
F52d02ae71d,firm,Président Directeur Général de la société Amilcar LLD ; Administrateur dans Identetity&Partners,0,,,,,1,Président Directeur Général de la société Amilcar LLD ; Administrateur dans Identetity&Partners
F52d4963310,firm,Le Comite se réunit six fois au moins par an et chaque fois,0,,,,,1,Le Comite se réunit six fois au moins par an et chaque fois
F52da5747ec,firm,Commissaire Aux Comptes (AMC Ernst&Young),0,,,,,1,Commissaire Aux Comptes (AMC Ernst&Young)
F52da71a1d5,firm,Alger,0,,,,,1,Alger
F52eb54b7af,firm,Agences,0,,,,,1,Agences
F53032c2342,firm,ACADÉMIE BANQUE ET FINANCE,0,,,,,1,ACADÉMIE BANQUE ET FINANCE
F531edc5d93,firm,à adopter par le Conseil,0,,,,,1,à adopter par le Conseil
F532572505b,firm,SOMOCER,1,TN0006780019,SOMOC,الشركة العصرية للخزف,suspended_other,1,SOMOCER
F533f79d1f3,firm,SON TE,0,,,,,1,SON TE
F53568f9121,firm,STE D'ETUDES DE REALISATION D'AMENAGEMENT & D' HYDRAULIQUE,0,,,,,1,STE D'ETUDES DE REALISATION D'AMENAGEMENT & D' HYDRAULIQUE
F536da6a595,firm,d’investissement PGI+ Vice président Sté COMAR,0,,,,,1,d’investissement PGI+ Vice président Sté COMAR
F5380cb1623,firm,"MENINX Holding, représentée par M. Mehdi TAMARZISTE, vice-Président",0,,,,,1,"MENINX Holding, représentée par M. Mehdi TAMARZISTE, vice-Président"
F5392c291e3,firm,**: Renouvellement du mandat décidé par l'AGO du 30/05/2016,0,,,,,1,**: Renouvellement du mandat décidé par l'AGO du 30/05/2016
F539741ab76,firm,WIFACK INT BANK,1,TN0007200017,WIFAK,الوفاق الدولي للبنوك,fixing,1,WIFACK INT BANK
F539778b720,firm,"STE LA GENERALE DE VENTE ""GEVE""",0,,,,,1,"STE LA GENERALE DE VENTE ""GEVE"""
F5399662d1b,firm,CAISSE TUNISIENNE DASSURANCES,0,,,,,1,CAISSE TUNISIENNE DASSURANCES
F53c3760416,firm,BNA CAPITAUX,0,,,,,1,BNA CAPITAUX
F53c8824d1d,firm,SOPAT,0,,,,,1,SOPAT
F53ed98591b,firm,MEHREZ RIAHI (Membre du Directoire),0,,,,,1,MEHREZ RIAHI (Membre du Directoire)
F5401281761,firm,SOCIETE LELLA HADHRIA,0,,,,,1,SOCIETE LELLA HADHRIA
F54224d8ffb,firm,générés par l'activité de la Banque notamment,0,,,,,1,générés par l'activité de la Banque notamment
F5438f2b42e,firm,SOCIETE LA GENERALE DES VENTES,0,,,,,1,SOCIETE LA GENERALE DES VENTES
F5445ee6f55,firm,IG,0,,,,,2,I-G | IG
F546b2aa266,firm,SICAV PLUS,0,,,,,2,SICAV PLUS | Sicav Plus
F54a3c1e214,firm,INDUSTRIES CHIMIQUES DU FLUOR,0,,,,,1,INDUSTRIES CHIMIQUES DU FLUOR
F54b5946a92,firm,Assure sous sa responsabilite la direction de la Societe,0,,,,,1,Assure sous sa responsabilite la direction de la Societe
F54bb6438f8,firm,Intérieurs,0,,,,,1,Intérieurs
F54dad4753a,firm,"Comptables de la Tunisie, représenté",0,,,,,1,"Comptables de la Tunisie, représenté"
F54f5ccd504,firm,"BANQUIER""",0,,,,,1,"BANQUIER"""
F54f7651dfd,firm,des Risques Techniques et les,0,,,,,1,des Risques Techniques et les
F55342a8265,firm,"STE HOTELIERE ""BEL AIR""",0,,,,,2,"SOCIETE HOTELIERE BEL AIR | STE HOTELIERE ""BEL AIR"""
F55461cfd4a,firm,BNP PARIBAS IRB PARTICIPATIONS,0,,,,,1,BNP PARIBAS IRB PARTICIPATIONS
F5583398701,firm,Commerce de gros,0,,,,,1,Commerce de gros
F55a1dbbdfd,firm,Gérant de « THYNA ADVISORY SERVICES »,0,,,,,1,Gérant de « THYNA ADVISORY SERVICES »
F55b57ae405,firm,T.D.A,0,,,,,1,T.D.A
F55bc3fbc10,firm,Société de technologie d’impression et d’édition de chéquiers (STIMEC),0,,,,,1,Société de technologie d’impression et d’édition de chéquiers (STIMEC)
F55dbd71d0c,firm,AMEN INVEST,0,,,,,3,AMEN INVEST | Amen Invest | STE AMEN INVEST
F55dd5ff77c,firm,STFP,0,,,,,1,STFP
F55e2315d5a,firm,Président du conseil d'administration du CAFES BONDIN côte d'ivoire,0,,,,,1,Président du conseil d'administration du CAFES BONDIN côte d'ivoire
F560900820f,firm,Maintien des certifications qualité environnement ISO 9001,0,,,,,1,Maintien des certifications qualité environnement ISO 9001
F562ba3394a,firm,"Société Tunisienne de Banque ""STB""",0,,,,,2,"Société Tunisienne de Banque ""STB"" | Société Tunisienne de Banque -STB"
F56347d7cef,firm,Directeur des Risques à la STEG,0,,,,,1,Directeur des Risques à la STEG
F5637b3612e,firm,LLOYD,0,,,,,1,LLOYD
F563969a47a,firm,"e Une inflation de l'ordre de 4,4% vs. 3,5% en 2010",0,,,,,1,"e Une inflation de l'ordre de 4,4% vs. 3,5% en 2010"
F56acf0bc5c,firm,AGROMED,0,,,,,1,AGROMED
F56c2d58a28,firm,branche Transport se sont,0,,,,,1,branche Transport se sont
F56cd518ba1,firm,de l’Instance Tunisienne de l’Investissement,0,,,,,1,de l’Instance Tunisienne de l’Investissement
F56cf0bf0b6,firm,UIB,1,TN0003900107,UIB,الاتّحاد الدّولي للبنوك,continuous,1,UIB
F56d2baa994,firm,SOCIETE NIGERIENNE DE BANQUE,0,,,,,1,SOCIETE NIGERIENNE DE BANQUE
F5702dfdd40,firm,S.I.D.C.O SICAR,0,,,,,1,S.I.D.C.O SICAR
F571d0d2815,firm,BIO,0,,,,,1,BIO
F5754dc5a7d,firm,YEDDER - GERANT Sté « HERITIERS B,0,,,,,1,YEDDER - GERANT Sté « HERITIERS B
F5772a2ec68,firm,STB INVEST,0,,,,,1,STB INVEST
F579df07611,firm,ENNAKL AUTOMOBILES,1,TN0007410012,NAKL,شـركة النقـل,continuous,5,ENNAKL AUTOMOBILES | ENNAKL Automobiles | ENNAKL » Automobiles | Ennakl Automobiles | STE Ennakl Automobiles
F57a5d3ddba,firm,La société est,0,,,,,1,La société est
F57a84fba74,firm,YKH Holding,0,,,,,5,YKH HOLDING | YKH Holding | YKH Holding ** | YKH Holding SA | YKH Holding*
F57ad4e108e,firm,Conseiller du Président Directeur Général du Groupe SG,0,,,,,1,Conseiller du Président Directeur Général du Groupe SG
F57b9b710f1,firm,RECOPNEU,0,,,,,1,RECOPNEU
F57c251e951,firm,Administrateur à la Sté Vêtements de travail,0,,,,,1,Administrateur à la Sté Vêtements de travail
F57d35dcd3f,firm,PUBLIESPACE,0,,,,,1,PUBLIESPACE
F57eee032dd,firm,Président du conseil d'Administration d'Amilcar LLD,0,,,,,2,Président du Conseil d'Administration d'Amilcar LLD | Président du conseil d'Administration d'Amilcar LLD
F580c7b9f64,firm,plus particulièrement les activités de crédits. Tout au long de son expérience,0,,,,,1,plus particulièrement les activités de crédits. Tout au long de son expérience
F582cf6dd1c,firm,Société ENNAKL M. Firas SAID Directeur,0,,,,,1,Société ENNAKL M. Firas SAID Directeur
F58a4555f4c,firm,Administrateur à la Sté Huileries de Bletech - Administrateur à la Sté de Développement,0,,,,,1,Administrateur à la Sté Huileries de Bletech - Administrateur à la Sté de Développement
F58ddb2dbfe,firm,* Nommés par l'AGO du 10 Juin 2009,0,,,,,1,* Nommés par l'AGO du 10 Juin 2009
F592d9bf920,firm,T.E.P (C.T.E.I) Financier Tunisie 100% Filiale,0,,,,,1,T.E.P (C.T.E.I) Financier Tunisie 100% Filiale
F594baa0f75,firm,de la société,0,,,,,2,de la | de la société
F5990f7230d,firm,3.b. Membres du Comité Exécutif,0,,,,,1,3.b. Membres du Comité Exécutif
F59abbd35e0,firm,Dotation 2013,0,,,,,1,Dotation 2013
F59b7d1ffc8,firm,LE PASSAGE,0,,,,,1,LE PASSAGE
F59d53e38a5,firm,DJERBA LES DUNES,0,,,,,1,DJERBA LES DUNES
F59e005aede,firm,UNIMED A partir du jeudi 28 avril 2016,0,,,,,1,UNIMED A partir du jeudi 28 avril 2016
F59fc21059a,firm,Souscripteurs à l'offre au,0,,,,,1,Souscripteurs à l'offre au
F5a07c86930,firm,SOCIETE L'IMMOBILIERE EL JADIDA,0,,,,,1,SOCIETE L'IMMOBILIERE EL JADIDA
F5a404c19b6,firm,DH,0,,,,,1,DH
F5a4c21f011,firm,Avec,0,,,,,1,Avec
F5a75285c0e,firm,EL KAWARIS,0,,,,,1,EL KAWARIS
F5a8ea72c15,firm,SALAMBO-SICAV,0,,,,,1,SALAMBO-SICAV
F5aa740efa7,firm,Ces invesussements nous ont,0,,,,,1,Ces invesussements nous ont
F5aa96a1e91,firm,PDG Société SOGES Capital,0,,,,,1,PDG Société SOGES Capital
F5abe9d5c68,firm,"Les actionnaires qui le souhaitent, peuvent se faire représenter à",0,,,,,1,"Les actionnaires qui le souhaitent, peuvent se faire représenter à"
F5ae1230e40,firm,Contrôler et coordonner Les activités de La structure d'audit,0,,,,,1,Contrôler et coordonner Les activités de La structure d'audit
F5b412a685a,firm,Missions,0,,,,,1,Missions
F5b47cf2634,firm,Birimian Holding Limited,0,,,,,1,Birimian Holding Limited
F5b764e47f1,firm,Attijari gestion ; Attijari Intermédiation,0,,,,,1,Attijari gestion ; Attijari Intermédiation
F5ba1ca0bf4,firm,El Istifa,0,,,,,1,El Istifa
F5ba3d9f2a6,firm,FINOR : Société d'expertise comptable inscrite au tableau,0,,,,,1,FINOR : Société d'expertise comptable inscrite au tableau
F5bd17ac5df,firm,S.O.D.I.S SICAR,0,,,,,1,S.O.D.I.S SICAR
F5be752c828,firm,La structure actuelle du capital social,0,,,,,1,La structure actuelle du capital social
F5bfd7c631d,firm,"STE TUN. DE DEVPT. DU CINEMA & DE L'AUDIOV.""STDCA""",0,,,,,1,"STE TUN. DE DEVPT. DU CINEMA & DE L'AUDIOV.""STDCA"""
F5c04e91f9b,firm,rendements d'actif (ROA] et de capital,0,,,,,1,rendements d'actif (ROA] et de capital
F5c3d78cc15,firm,CDC DEVELOPPEMENT,0,,,,,1,CDC DEVELOPPEMENT
F5c414a8ac3,firm,Tunisienne d’Assurance Lloyd Tunisien,0,,,,,1,Tunisienne d’Assurance Lloyd Tunisien
F5c55ea9cae,firm,1) La société est administrée par un conseil composé de trois membres,0,,,,,1,1) La société est administrée par un conseil composé de trois membres
F5c5da1759b,firm,"Le taux d'occupation a baissé de 46,20% en 2013 à 44,90% en 2014",0,,,,,1,"Le taux d'occupation a baissé de 46,20% en 2013 à 44,90% en 2014"
F5c64fd1bec,firm,Propriétaire,0,,,,,1,Propriétaire
F5c752593c8,firm,TUNISIE LEASING (administrateur) - SICAR AMEN (administrateur) - AMEN CAPITAL,0,,,,,1,TUNISIE LEASING (administrateur) - SICAR AMEN (administrateur) - AMEN CAPITAL
F5c8b59f438,firm,Dans le même cadre la société s’est dotée des structures suivantes,0,,,,,1,Dans le même cadre la société s’est dotée des structures suivantes
F5cb784c4c2,firm,UADH,1,TN0007690019,UADH,الشركة العالمية لتوزيع السيارات القابضة,suspended_other,1,UADH
F5cbfb4115d,firm,SICAR AMEN MEDITRAC INTERNATIONAL,0,,,,,1,SICAR AMEN MEDITRAC INTERNATIONAL
F5ccaee3c36,firm,BNA,1,TN0003100609,BNA,البنك الوطني الفلاحي,continuous,2,B N A | BNA
F5cf3e65a6c,firm,UTP-SICAF,0,,,,,2,UTP SICAF | UTP-SICAF
F5cf58c9508,firm,trois dernières années,0,,,,,1,trois dernières années
F5d0f2fa91e,firm,Taux,0,,,,,1,Taux
F5d40a8d3d7,firm,ALJAZIRA,0,,,,,1,ALJAZIRA
F5d4a7cb4f6,firm,Administrateur indépendant à SFTechnologies,0,,,,,1,Administrateur indépendant à SFTechnologies
F5d52656579,firm,Membre Conseil administration CETIME,0,,,,,1,Membre Conseil administration CETIME
F5d5a1cdc52,firm,Membre du conseil d’administration de Monétique Tunisie,0,,,,,1,Membre du conseil d’administration de Monétique Tunisie
F5d67097d79,firm,JENAYEH vient à expiration avec l'exercice 2014,0,,,,,1,JENAYEH vient à expiration avec l'exercice 2014
F5d94d34b35,firm,BH LEASING,1,TN0006720049,BHL,الشركة العصرية للإيجار المالي,fixing,1,BH LEASING
F5d9b20dcd0,firm,"STE. D'ET. & D'AMENAGEMENT LA MARINA HAMM. SUD ""SEAMHS""",0,,,,,1,"STE. D'ET. & D'AMENAGEMENT LA MARINA HAMM. SUD ""SEAMHS"""
F5da58c9203,firm,"promouvoir l'efficience, l'efficacité, La protection des actifs de",0,,,,,1,"promouvoir l'efficience, l'efficacité, La protection des actifs de"
F5df045f623,firm,Solde au 31/12/2011 avant affectation,0,,,,,1,Solde au 31/12/2011 avant affectation
F5dfa0457a5,firm,La société JUBA SARL,0,,,,,1,La société JUBA SARL
F5e0ba6bbff,firm,Immobilière Echerifa,0,,,,,1,Immobilière Echerifa
F5e18e42c99,firm,OCEANA (contrats conclus en 2015 et 2017),0,,,,,1,OCEANA (contrats conclus en 2015 et 2017)
F5e41fa6209,firm,Telnet,0,,,,,1,Telnet
F5e5b677f23,firm,BS,0,,,,,1,BS
F5e5d2edaf2,firm,STEC,0,,,,,1,STEC
F5e77baca2c,firm,Loisir,0,,,,,1,Loisir
F5ea758ad25,firm,SICAV PATRIMOINE OBLIGATAIRE,0,,,,,1,SICAV PATRIMOINE OBLIGATAIRE
F5eaa264479,firm,"sein de la « United Gulf Bank », UGB",0,,,,,2,"sein de la « United Gulf Bank », UGB | sein de la «United Gulf Bank», UGB"
F5eaa9e5378,firm,SICAV SECURITY,0,,,,,1,SICAV SECURITY
F5ead90b650,firm,Héritiers Abdellatif EL FEKIH,0,,,,,1,Héritiers Abdellatif EL FEKIH
F5ec63ad922,firm,Administrateur dans les sociétés Advans Tunisie,0,,,,,1,Administrateur dans les sociétés Advans Tunisie
F5ecf00b199,firm,siéger au Comite des Risques n1 au Comite Exécutif de Crédit,0,,,,,1,siéger au Comite des Risques n1 au Comite Exécutif de Crédit
F5edfa094f0,firm,DAHMENI,0,,,,,1,DAHMENI
F5ef650c0d4,firm,Société Dar Zarrouk,0,,,,,2,Dar Zarrouk | Société Dar Zarrouk
F5f130d3a8a,firm,Tunisie,0,,,,,1,Tunisie
F5f1900b223,firm,INTERNATIONALE OBLIGATAIRE SICAV,0,,,,,1,INTERNATIONALE OBLIGATAIRE SICAV
F5f3a1bd4a7,firm,RapidRecouvrement,0,,,,,1,RapidRecouvrement
F5f3c3ae7bc,firm,Réserves facultatives distribuables en franchise de la RAS,0,,,,,1,Réserves facultatives distribuables en franchise de la RAS
F5f96cf1698,firm,"FINOR : société d’expertise comptable inscrite au tableau de l’ordre des experts comptables de Tunisie, représentée par M. Mustapha MEDHIOUB",0,,,,,2,"FINOR : Société d'expertise comptable inscrite au tableau de l'Ordre des Experts Comptables de Tunisie représentée par M Mustapha MEDHIOUB | FINOR : société d’expertise comptable inscrite au tableau de l’ordre des experts comptables de Tunisie, représentée par M. Mustapha MEDHIOUB"
F5fa6e28950,firm,SCET TUNISIE,0,,,,,1,SCET TUNISIE
F5fdfb42074,firm,le Conseil d'Administration à s'acquitter de,0,,,,,1,le Conseil d'Administration à s'acquitter de
F600c235b4c,firm,SAH Libye,0,,,,,1,SAH Libye
F602517a150,firm,Gérant des sociétés EUROMED,0,,,,,1,Gérant des sociétés EUROMED
F6031a65dc5,firm,moins un (1) siège au Conseil,0,,,,,1,moins un (1) siège au Conseil
F6039f658ab,firm,L’annec 2009 s’est soldec par un excellent resultat net,0,,,,,1,L’annec 2009 s’est soldec par un excellent resultat net
F603d72cedd,firm,SDA Hafsia,0,,,,,1,SDA Hafsia
F608c3bff01,firm,SITS,1,TN0007180011,SITS,الشركة العقارية التونسية السعودية,fixing,1,SITS
F608e10e709,firm,BH RECOUVREMENT,0,,,,,2,BH RECOUVREMENT | BH Recouvrement
F6092f7c3fb,firm,SAH Sénégal,0,,,,,1,SAH Sénégal
F609d178443,firm,du Financement des PME au Ministère des Finances,0,,,,,1,du Financement des PME au Ministère des Finances
F60a015bd4f,firm,"Administratrice chez KROMBERG & SCHUBERT, Allemagne",0,,,,,1,"Administratrice chez KROMBERG & SCHUBERT, Allemagne"
F60aedecb69,firm,e Activite de la bourse en 2012,0,,,,,1,e Activite de la bourse en 2012
F60b3ecb9f5,firm,"(-16,35%).Celui-ci est imputable",0,,,,,1,"(-16,35%).Celui-ci est imputable"
F60d7677cd4,firm,de leurs travaux à La plus,0,,,,,1,de leurs travaux à La plus
F60f895d47d,firm,Société Technique Industrielle et Commerciale (SOTIC),0,,,,,1,Société Technique Industrielle et Commerciale (SOTIC)
F611fa666ce,firm,Mohamed FRIKHA ocCupele poste de,0,,,,,1,Mohamed FRIKHA ocCupele poste de
F612c3877b2,firm,3. SOFI ELAN SICAF,0,,,,,1,3. SOFI ELAN SICAF
F612e3aef11,firm,PARENIN S.A,0,,,,,1,PARENIN S.A
F613f33df10,firm,BH EQUITY,0,,,,,1,BH EQUITY
F6159dde5da,firm,GEST IMMO,0,,,,,1,GEST IMMO
F615d5370f9,firm,représentant BPCE IOM à T 2S Méditerranée,0,,,,,1,représentant BPCE IOM à T 2S Méditerranée
F61828f7b42,firm,WIFAK INTERNATIONAL BANK,0,,,,,1,WIFAK INTERNATIONAL BANK
F61927540db,firm,Développement des marchés financiers locaux,0,,,,,1,Développement des marchés financiers locaux
F61987265a1,firm,La gestion financière,0,,,,,1,La gestion financière
F61b3790652,firm,AIN FAOUAR,0,,,,,1,AIN FAOUAR
F61b9d489b3,firm,Eclair Prym France,0,,,,,1,Eclair Prym France
F624d41222e,firm,Secrétaire Général de la BTK,0,,,,,1,Secrétaire Général de la BTK
F6252c6d11c,firm,dernières années,0,,,,,1,dernières années
F6282c5624f,firm,GABESINVEST SICAR,0,,,,,1,GABESINVEST SICAR
F629266d412,firm,STE SIDI OTHMAN,0,,,,,1,STE SIDI OTHMAN
F62a54efdea,firm,SOTUGAR,0,,,,,1,SOTUGAR
F62ad2b5ea5,firm,"""Col des Ruines""",0,,,,,1,"""Col des Ruines"""
F62cb101d01,firm,Banque de l'Habitat - BH,0,,,,,1,Banque de l'Habitat - BH
F62dc63f96b,firm,OfficePlast,1,TN0007700016,PLAST,أوفيس بلاست,continuous,2,OFFICEPLAST | OfficePlast
F62e5a88779,firm,S.E.D SOUSSE,0,,,,,1,S.E.D SOUSSE
F62f987a21e,firm,Rapport d’activite 2012,0,,,,,1,Rapport d’activite 2012
F632b0b7102,firm,GENERALE INDUSTRIELLE DE FILTRATION -GIF FILTER SA- Il,0,,,,,1,GENERALE INDUSTRIELLE DE FILTRATION -GIF FILTER SA- Il
F632bc0abd9,firm,Administrateur dans la Mutuelle Assurance de l’Enseignement,0,,,,,1,Administrateur dans la Mutuelle Assurance de l’Enseignement
F632ee0025b,firm,Fatma Kallel épouse Frikha,0,,,,,1,Fatma Kallel épouse Frikha
F6364c8edba,firm,Président du Conseil d’Administration de TLG FINANCE,0,,,,,1,Président du Conseil d’Administration de TLG FINANCE
F638be345f3,firm,SERVITRADE,0,,,,,1,SERVITRADE
F63d0a2e2c9,firm,Nom de la société mère qui publie les comptes consolidés,0,,,,,1,Nom de la société mère qui publie les comptes consolidés
F63ed2a0e20,firm,TUNINVEST INTERNATIONL SICAR,0,,,,,1,TUNINVEST INTERNATIONL SICAR
F6403d2ebd3,firm,"27,06% 0,00%",0,,,,,1,"27,06% 0,00%"
F64235d8384,firm,M. Karim BEN YEDDER,0,,,,,2,M. Karim BEN YEDDER | Mr Karim BEN YEDDER
F642ed8c159,firm,Attijari Intermédiation,0,,,,,1,Attijari Intermédiation
F6441caf24d,firm,Reprise 2014,0,,,,,1,Reprise 2014
F6451d7badc,firm,Extrait des Statuts de la Société (Article 15),0,,,,,1,Extrait des Statuts de la Société (Article 15)
F647145786e,firm,Internationale SICAR,0,,,,,2,Internationale SICAR | Internationale SICAR(*)
F6480cf88f0,firm,Hôtel Neptunia,0,,,,,1,Hôtel Neptunia
F6482c5152d,firm,Directeur Général Délégué. Natixis Pramex International : Depuis février 2011: Président du Conseil d’Administration,0,,,,,1,Directeur Général Délégué. Natixis Pramex International : Depuis février 2011: Président du Conseil d’Administration
F64943e7e45,firm,*: Nomination décidée par l'AGC du 16/05/2013,0,,,,,1,*: Nomination décidée par l'AGC du 16/05/2013
F64acb1e7e1,firm,Mohamed Fahd Sakher EL MATERI 2,0,,,,,1,Mohamed Fahd Sakher EL MATERI 2
F64c3f7b6e5,firm,"STE HOTELIERE ET TOURISTIQUE DU SAHEL ""H.LIBERTY""",0,,,,,1,"STE HOTELIERE ET TOURISTIQUE DU SAHEL ""H.LIBERTY"""
F64ff744ecd,firm,Lee Cooper Distribution,0,,,,,1,Lee Cooper Distribution
F65189536ea,firm,STE PROMOTION & FINAN. TOURISTIQUE SPFT-CARTHAGO,0,,,,,1,STE PROMOTION & FINAN. TOURISTIQUE SPFT-CARTHAGO
F651cc4036e,firm,Dividendes distribués,0,,,,,1,Dividendes distribués
F6543e06e79,firm,Solde au 31/12/ 2012,0,,,,,1,Solde au 31/12/ 2012
F6552bdabff,firm,Administrateur AGO statuant sur 2011,0,,,,,1,Administrateur AGO statuant sur 2011
F6555aa29f1,firm,SICAV TRESOR,0,,,,,1,SICAV TRESOR
F657763215f,firm,POULINA,0,,,,,1,POULINA
F657d503621,firm,Dernier poste occupé dans la,0,,,,,1,Dernier poste occupé dans la
F6580fc017e,firm,ASTREE,1,TN0003000452,AST,شركة أستري للتّامين وإعادة التأمين,fixing,1,ASTREE
F65a48ab4e7,firm,INTERMETAL,0,,,,,1,INTERMETAL
F65ab88d019,firm,+Réserves pour réinvestissement exonéré {distribuables en,0,,,,,1,+Réserves pour réinvestissement exonéré {distribuables en
F65c8d5ef6f,firm,TOPIC SA,0,,,,,2,TOPIC SA | TOPIC*
F65d5c39b58,firm,DIVA SICAR,0,,,,,1,DIVA SICAR
F660ddb5edc,firm,SANADETT SICAV,0,,,,,2,SANADETT SICAV | Sanadett Sicav
F662fb22180,firm,ZITOUNA BANQUE,0,,,,,1,ZITOUNA BANQUE
F6647af4b7d,firm,Holding 1],0,,,,,1,Holding 1]
F666a5feb12,firm,Les administrateurs désignés par,0,,,,,1,Les administrateurs désignés par
F66810a4933,firm,Ex-président de Conseil d’Administration de la BNA,0,,,,,1,Ex-président de Conseil d’Administration de la BNA
F66bf0fb300,firm,SCIF,0,,,,,1,SCIF
F66c02a9b73,firm,MLA (Président du conseil de surveillance) - AMEN PROJECT (administrateur) - AMEN CAPITAL,0,,,,,1,MLA (Président du conseil de surveillance) - AMEN PROJECT (administrateur) - AMEN CAPITAL
F66db278370,firm,INTERNATIONALE,0,,,,,2,INTERNATIONALE | Internationale
F66e08b174f,firm,Institutions financières pour la région MENA (Groupe ABC) (cid:2) Juin 2015 – Juillet 2016 : CFO chez Fourwinds group Décembre 2013 – Février 2015 : Directeur de l’activité bancaire chez HSBC Bank of the Middle East,0,,,,,1,Institutions financières pour la région MENA (Groupe ABC) (cid:2) Juin 2015 – Juillet 2016 : CFO chez Fourwinds group Décembre 2013 – Février 2015 : Directeur de l’activité bancaire chez HSBC Bank of the Middle East
F66e9f0da92,firm,Président du Conseil d'Administration de la BANQUE DE NOUVELLE CALEDONIE ; - Président du Conseil d'Administration de la BANQUE DES ANTILLES FRANCAISES ; - Président du Conseil d'Administration de la BANQUE DE SAINT PIERRE ET MIQUELON ; - Président du Conseil d'Administration de la BANQUE DE LA REUNION ; - Administrateur à NATIXIS ALGERIE ; - Président du Conseil d'Administration de INGEPAR ; - administrateur représentant permanent de BPCE IOM à PROPARCO ; - administrateur représentant permanent de BPCE IOM à la BANQUE BCP SA ; - administrateur représentant permanent de BPCE IOM à FRANSABANK France ; - Administrateur à LA MEDITERRANEENNE D'AMENAGEMENT INDUSTRIEL (MEDAI) ; - Président du Conseil d'Administration de BPCE MAROC ; - Président du Conseil d'Administration de BPCE MAROC IMMOBILIER ; - Administrateur de la BANQUE MALGACHE DE l'OCEAN INDIEN ; - administrateur représentant permanent de BPCE IOM à la BANQUE NATIONALE DE DEVELOPPEMENT AGRICOLE (Mali) ; - administrateur représentant permanent de BPCE IOM à BANCA CARIGE (Italie) ; - membre du conseil de surveillance de VOLKSBANK INTERNATIONAL AG ; - membre du conseil de surveillance de VOLKSBANK ROMANIA SA ; - Président du conseil d'administration de PRAMEX INTERNATIONAL (France) ; - Administrateur à PRAMEX INTERNATIONAL CORP (Etats-Unis) ; - Président du Conseil d'Administration de NATIXIS PRAMEX INTERNATIONAL S.r.l,0,,,,,1,Président du Conseil d'Administration de la BANQUE DE NOUVELLE CALEDONIE ; - Président du Conseil d'Administration de la BANQUE DES ANTILLES FRANCAISES ; - Président du Conseil d'Administration de la BANQUE DE SAINT PIERRE ET MIQUELON ; - Président du Conseil d'Administration de la BANQUE DE LA REUNION ; - Administrateur à NATIXIS ALGERIE ; - Président du Conseil d'Administration de INGEPAR ; - administrateur représentant permanent de BPCE IOM à PROPARCO ; - administrateur représentant permanent de BPCE IOM à la BANQUE BCP SA ; - administrateur représentant permanent de BPCE IOM à FRANSABANK France ; - Administrateur à LA MEDITERRANEENNE D'AMENAGEMENT INDUSTRIEL (MEDAI) ; - Président du Conseil d'Administration de BPCE MAROC ; - Président du Conseil d'Administration de BPCE MAROC IMMOBILIER ; - Administrateur de la BANQUE MALGACHE DE l'OCEAN INDIEN ; - administrateur représentant permanent de BPCE IOM à la BANQUE NATIONALE DE DEVELOPPEMENT AGRICOLE (Mali) ; - administrateur représentant permanent de BPCE IOM à BANCA CARIGE (Italie) ; - membre du conseil de surveillance de VOLKSBANK INTERNATIONAL AG ; - membre du conseil de surveillance de VOLKSBANK ROMANIA SA ; - Président du conseil d'administration de PRAMEX INTERNATIONAL (France) ; - Administrateur à PRAMEX INTERNATIONAL CORP (Etats-Unis) ; - Président du Conseil d'Administration de NATIXIS PRAMEX INTERNATIONAL S.r.l
F66f718db78,firm,ARTEMIS HOTEL NEPTUNIA,0,,,,,1,ARTEMIS HOTEL NEPTUNIA
F67079f37c6,firm,des 3 dernières années,0,,,,,1,des 3 dernières années
F671774a183,firm,Économie,0,,,,,1,Économie
