entity_id,canonical_name,year,pc_state_ownership,pc_state_board,pc_officeholder,pc_public_bank,pc_political_figure,pc_officeholder_former,pc_public_bank_equity,max_state_stake_pct,pc_narrow,pc_broad,n_evidence,n_evidence_ocr,categories
F71eeaee8e7,PDG de la Sté Vêtements de travail,2015,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F71eeaee8e7,PDG de la Sté Vêtements de travail,2017,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F71eeaee8e7,PDG de la Sté Vêtements de travail,2018,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F71eeaee8e7,PDG de la Sté Vêtements de travail,2021,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F0251988d15,PDG du cabinet HB Consulting,2017,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F0251988d15,PDG du cabinet HB Consulting,2018,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F0251988d15,PDG du cabinet HB Consulting,2021,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F21ac07e3cb,PHEBUS,2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fcf5579c7d1,PNENICIA SEED FUND FCP,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F771a0363a2,POL.I.TECH.GABES,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fcc3f9bcb5f,POLYCLINIQUE DU CAP BON,2024,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
Fcc3f9bcb5f,POLYCLINIQUE DU CAP BON,2026,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F16a4bd5ec3,PRESICIUM TUNISIE,2024,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F16a4bd5ec3,PRESICIUM TUNISIE,2026,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F4ffc88283c,"Parallèlement, La banque a entamé l'instauration d'un",2017,0,0,0,1,0,0,0,,0,1,1,1,public_bank_seat
Ff5b61aa55b,Poste Obligataire SICAVTANIT,2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fd79f014591,"Pour la deuxième année consécutive, la Société",2017,0,0,0,1,0,0,0,,0,1,1,1,public_bank_seat
F5f38d2ee69,Principales attributions du Conseil d’Administration,2015,0,0,0,1,0,0,0,,0,1,1,0,public_bank_seat
F5c64fd1bec,Propriétaire,2021,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
Ffad81a2a8b,RESIDENCE DU CAP BON,2024,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
Ffad81a2a8b,RESIDENCE DU CAP BON,2026,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
Ff78a12540f,Rapp,2015,0,0,0,1,0,0,0,,0,1,1,0,public_bank_seat
Fdf0e0cd71e,Rapport,2022,0,0,0,1,0,0,0,,0,1,2,0,public_bank_seat
F90ac15e6bf,Renouvellementdesmandats,2015,0,0,0,1,0,0,0,,0,1,1,0,public_bank_seat
F08e291fe8a,Représentantl’Etat,2021,0,0,0,1,0,0,0,,0,1,1,0,public_bank_seat
Fa982aa7324,Reste à attribuer (Rompus),2017,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fa982aa7324,Reste à attribuer (Rompus),2018,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fa982aa7324,Reste à attribuer (Rompus),2021,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F341f9eb295,Retail à la Banque Zitouna,2015,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F024caad149,Retraité Ministère des Finances - Ancien PDG de la Régie des Alcools,2017,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F024caad149,Retraité Ministère des Finances - Ancien PDG de la Régie des Alcools,2018,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
Fc3f3ad0280,Retraité Ministère des finances - ex PDG régie des alcools,2015,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
Fd795dade41,Règles de nomination et de remplacement des membres,2016,0,0,0,1,0,0,0,,0,1,1,1,public_bank_seat
F8ee3c529f3,Réassurance,2022,0,0,0,1,0,0,0,,0,1,1,0,public_bank_seat
F5024dab53e,Résultat Brut d'Exploitation et le Résultat Net ont,2017,0,0,0,1,0,0,0,,0,1,1,1,public_bank_seat
F4beda87596,S D A,2024,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F4beda87596,S D A,2026,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F5e4182eaeb,S.E.D SOUSSE,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F321687da2b,S.E.D SOUSSE NORD,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fad228f7446,S.E.P.T.S,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F84055f7149,"S.H.T. LES BERGES 2000 ""Hôtel l'Atrium""",2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F84055f7149,"S.H.T. LES BERGES 2000 ""Hôtel l'Atrium""",2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F84055f7149,"S.H.T. LES BERGES 2000 ""Hôtel l'Atrium""",2021,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fb7003295c3,S.I.B.T.E.L,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Ff46b915a74,S.I.D.C.O SICAR,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fa085e9fd27,S.O.D.I.N.O - SICAR,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F23d1fed31e,S.O.TU.GAR,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fd3009e5497,S.P.P.I – SICAR,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Ffce3da57e3,S.T.C.V VERITAS,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F0ede6fbfcd,S.T.I.M.E.C,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F6cc2fdc754,SGRC,2011,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F6cc2fdc754,SGRC,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F6cc2fdc754,SGRC,2014,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F6cc2fdc754,SGRC,2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F991c1c82ca,"SHALIMAR""",2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F36b4e946a6,SHELTER AFRIQUE **,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fb5294737b8,SICAF Epargne Invest,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fd611b3c37d,SICAV BHP,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fb447b749e2,SICAV L’AVENIR,2008,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fb447b749e2,SICAV L’AVENIR,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F18e0121b9e,SICAV Obligataire,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F4d2a3930ec,SICAV l'INVESTISSEUR,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F3009468f73,SIFIB-BH,2011,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F3009468f73,SIFIB-BH,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F4d35b5b5f8,SIFIB-BH - SALIM,2006,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F4d35b5b5f8,SIFIB-BH - SALIM,2007,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F4d35b5b5f8,SIFIB-BH - SALIM,2009,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F6de5c41e2b,SIM-SICAR,2011,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F6de5c41e2b,SIM-SICAR,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F6de5c41e2b,SIM-SICAR,2014,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F6de5c41e2b,SIM-SICAR,2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fe9fbd386a8,SIMPAR,2021,0,1,0,1,0,0,0,,0,1,2,0,public_bank_seat|state_organ_seat
Fe9fbd386a8,SIMPAR,2022,0,1,0,1,0,0,0,,0,1,2,0,public_bank_seat|state_organ_seat
Fe9fbd386a8,SIMPAR,2023,0,1,0,1,0,0,0,,0,1,2,0,public_bank_seat|state_organ_seat
Feea54eb02c,SIVIA,2008,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F835e067e7b,SMT,2011,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F835e067e7b,SMT,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F835e067e7b,SMT,2014,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F835e067e7b,SMT,2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Ff12087fde3,SNIT CENTRE,2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F863743f015,SNIT SUD,2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F2abe40bfe9,SNIT.NORD,2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F722a6151dc,SOCIETE ACTIVHOTELS,2008,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F722a6151dc,SOCIETE ACTIVHOTELS,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F66f718db78,SOCIETE ARTEMIS HÖTEL NEPTUNIA,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F6aede0e877,SOCIETE EL MANSOUR TABARKA,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F98925277f1,SOCIETE FINANCIERE DE GESTION,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F5438f2b42e,SOCIETE LA GENERALE DES VENTES,2008,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F5438f2b42e,SOCIETE LA GENERALE DES VENTES,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F5438f2b42e,SOCIETE LA GENERALE DES VENTES,2018,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F3d24ab2373,SOCIETE LELLA HADRIA,2008,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F56d2baa994,SOCIETE NIGERIENNE DE BANQUE,2008,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F6dd10f7585,SOCIETE STAFIM PEUGEOT,2008,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F835de4f83d,SOCIETE TUNISIENNE DE RECOUVREMENT DES CREANCES,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F72818e8dc7,SODEK,2010,0,0,0,1,0,0,1,,0,1,4,0,public_bank_equity|public_bank_seat
F8fcdfdcdf9,SODEK SICAR,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F9e80cdd945,SODESIB,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F3cf8e69750,SODINO SICAR,2010,1,0,0,1,0,0,1,,0,1,4,0,public_bank_equity|state_shareholder
F1ba5cbb1bd,SODIS SICAR,2008,1,0,0,1,0,0,1,,0,1,3,0,public_bank_equity|state_shareholder
F1ba5cbb1bd,SODIS SICAR,2010,1,0,0,1,0,0,1,,0,1,5,0,public_bank_equity|state_shareholder
F1ba5cbb1bd,SODIS SICAR,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F210e0770a2,SOFI ELAN SICAF,2008,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F210e0770a2,SOFI ELAN SICAF,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F210e0770a2,SOFI ELAN SICAF,2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F210e0770a2,SOFI ELAN SICAF,2018,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fe5fd878815,SONEDE INTERNATIONAL,2021,0,1,0,0,0,0,0,,0,1,2,0,state_organ_seat
Fe5fd878815,SONEDE INTERNATIONAL,2022,1,0,0,0,0,0,0,,0,1,2,0,state_shareholder
F53c8824d1d,SOPAT,2009,0,1,0,0,0,0,0,,0,1,1,0,state_organ_seat
F9cc8380d3b,SOPIVEL,2011,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F9cc8380d3b,SOPIVEL,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F9cc8380d3b,SOPIVEL,2014,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F9cc8380d3b,SOPIVEL,2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Ffd6ca150e0,STAR,2005,0,0,0,1,0,0,0,,0,1,1,1,public_bank_seat
Ffd6ca150e0,STAR,2006,0,0,0,1,0,0,0,,0,1,1,1,public_bank_seat
Ffd6ca150e0,STAR,2009,0,0,0,1,0,0,1,,0,1,2,0,public_bank_equity|public_bank_seat
Ffd6ca150e0,STAR,2011,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Ffd6ca150e0,STAR,2014,0,0,0,1,0,0,0,,0,1,1,0,public_bank_seat
Ffd6ca150e0,STAR,2019,0,0,0,1,0,0,0,,0,1,2,0,public_bank_interlock|public_bank_seat
Ffd6ca150e0,STAR,2021,0,1,0,1,0,0,0,,0,1,2,0,public_bank_interlock|state_organ_seat
Fede9a2bb70,STB,2005,0,1,1,0,0,0,0,,1,1,6,6,state_organ_seat|state_representative
Fede9a2bb70,STB,2006,0,1,1,0,0,0,0,,1,1,6,6,state_organ_seat|state_representative
Fede9a2bb70,STB,2007,1,0,0,0,0,0,0,,0,1,3,0,state_shareholder
Fede9a2bb70,STB,2008,1,0,0,1,0,0,1,,0,1,4,0,public_bank_equity|public_bank_interlock|state_shareholder
Fede9a2bb70,STB,2009,1,1,0,1,0,0,1,,0,1,6,0,public_bank_equity|state_organ_seat|state_shareholder
Fede9a2bb70,STB,2011,1,0,0,0,0,0,0,,0,1,3,0,state_shareholder
Fede9a2bb70,STB,2015,1,0,0,0,0,0,0,,0,1,3,0,state_shareholder
Fede9a2bb70,STB,2017,0,1,0,0,0,0,0,,0,1,1,1,state_organ_seat
Fede9a2bb70,STB,2019,1,0,0,0,0,0,0,,0,1,1,0,state_shareholder
Fede9a2bb70,STB,2021,1,1,0,0,0,0,0,,0,1,5,0,state_organ_seat|state_shareholder
Fede9a2bb70,STB,2022,0,1,0,0,0,0,0,,0,1,1,0,state_organ_seat
F41b3c4c22b,STB BANK,2008,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F41b3c4c22b,STB BANK,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F3a483f8275,STB BANK (société Mère),2018,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fd4acf9313a,STB CAPITALIS,2008,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fd4acf9313a,STB CAPITALIS,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F141f7a8e7f,STB FINANCE,2018,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F5772a2ec68,STB INVEST,2008,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F5772a2ec68,STB INVEST,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F5772a2ec68,STB INVEST,2018,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fef865711d4,STB MANAGER,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fef865711d4,STB MANAGER,2018,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F09b36120a8,STB SECURITE ET GARDIENNAGE,2020,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fb46ce71ced,STB SICAR,2008,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fb46ce71ced,STB SICAR,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fb46ce71ced,STB SICAR,2018,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F16b121eb0f,STE BOUMAKHLOUF,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F0228d8302d,STE CAP CARTHAGE,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F7dd2b1de2b,"STE CIVILE IMMOBILIERE ""LA MAISON DU BANQUIER""",2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fdaa8f5c792,"STE D'ANIMATION ET D'HOTELLERIE DE MAHDIA ""SAHM""",2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F93257f0eef,"STE D'ET. & D'AM. TQUE DE SFAX ""SEDATS""",2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F2b3e556c9b,"STE D'ET. & DE PROM. TQUE DE HAMMAMET""MAEVA"" SEPTH",2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fd6a5c77db1,"STE D'ET. DVPT. & PROM. TQUE. BIZ. ""H. BIZERTA RESORT""",2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F1f78180058,STE D'ETUDE ET DE DEVELOPT TQUE DJERBA LES DUNES,2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fef99812ab5,"STE D'ETUDES ET DE DEV. TQUE ""GREEN GOLF""",2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F7f88d1540c,"STE D'EXP.& DE DVPT TQUE ""H.THALASSA MAHDIA""",2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fbebb1281b1,"STE D'EXPANSION TQUE ""AZUREA""",2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fe6937084b2,"STE D'EXPLOITATION TQUE ""AZUREA""",2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F4c9f81102c,STE DE DEV.ECO. DE KASSERINE SODEK- SICAR,2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F326df1749b,STE DE PROMOTION ET DE FINANCT TQUE CARTHAGO,2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fe7b68ba1df,"STE GLE D'EXPL TQUE ""SOGET SARL"" (HOTEL KSAR AMAZIR)",2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fca061027e5,"STE HOT. ET IMMOBILIERE DE TABARKA "" HOTEL LES MIMOSAS""",2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fd192b46d95,STE HOTEL HOUDA,2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F55342a8265,"STE HOTELIERE ""BEL AIR""",2008,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F55342a8265,"STE HOTELIERE ""BEL AIR""",2009,0,0,0,1,0,0,1,,0,1,2,0,public_bank_equity
F55342a8265,"STE HOTELIERE ""BEL AIR""",2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F55342a8265,"STE HOTELIERE ""BEL AIR""",2021,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fa3d9e8185b,"STE HOTELIERE ""DAR DHIAFA""( TROPICANA CLUB)",2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fa3d9e8185b,"STE HOTELIERE ""DAR DHIAFA""( TROPICANA CLUB)",2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F7c3b992b31,"STE HOTELIERE ""H. KURIAT PALACE""",2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F7c3b992b31,"STE HOTELIERE ""H. KURIAT PALACE""",2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fcbe075a3a5,"STE HOTELIERE ""LES LILAS""",2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F148beee515,"STE HOTELIERE & TQUE ""KARIM""",2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F148beee515,"STE HOTELIERE & TQUE ""KARIM""",2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F1be876091b,STE HOTELIERE BEL HORIZON SA,2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F64c3f7b6e5,"STE HOTELIERE ET TOURISTIQUE DU SAHEL ""H.LIBERTY""",2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F17f072b124,STE HOTELIERE ET TQUE LE GRAND MONASTIR SA,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F07767f7367,STE INTER BANK SERVICES,2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F694c9c1535,"STE INTLE DE GEST. HOT. ""H. BYBLOS""",2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fe796e99029,"STE INTLE PROM. HOT. ""PALM- INN""",2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fe796e99029,"STE INTLE PROM. HOT. ""PALM- INN""",2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F0ad4fe03a2,STE L'ECRIN DE HAMMAMET,2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F6a303d4f8d,STE L'ELDORADO,2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F6a303d4f8d,STE L'ELDORADO,2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F29b993632a,"STE LA TURQUOISE "" HOTEL EL MALIA""",2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F19e8b95d9e,"STE LES FONDERIES DU MAGHREB ""SFM""",2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F49962989e6,STE MARINA HOTELS,2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F0ca2047bd6,STE MEDAPLAST,2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F8a639fa582,STE MODERNE DE TITRISATION,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fc62e86eada,STE NAT.TELECOM.T,2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F865986a954,STE RAMLA TOZEUR,2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F4ee439945b,STE SEDS,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F789454ee01,"STE TANIT INTERNATIONAL ""STI""",2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F9211d327de,"STE TOURISME & ANIMATION ""RAIS CLUB""",2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F9211d327de,"STE TOURISME & ANIMATION ""RAIS CLUB""",2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fa8f9c42eed,"STE TQUE DE GESTION HOTELIERE ""THALASSA""",2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F70de447f98,STE TUN.RECOUVR. DES CREANCES “STRC”,2018,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F5d9b20dcd0,"STE. D'ET. & D'AMENAGEMENT LA MARINA HAMM. SUD ""SEAMHS""",2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fc4aa0998d9,"STE. SMALT INVESTISSEMENT ""LES CYPRES""",2009,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fc4aa0998d9,"STE. SMALT INVESTISSEMENT ""LES CYPRES""",2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F8496f4b820,STICODEVAM,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F3c3d3d96da,STIMEC,2011,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F3c3d3d96da,STIMEC,2014,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F3c3d3d96da,STIMEC,2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F3561e67c26,STIMEC - SIM-SICAR,2006,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F3561e67c26,STIMEC - SIM-SICAR,2007,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F3561e67c26,STIMEC - SIM-SICAR,2009,0,0,0,1,0,0,0,,0,1,1,0,public_bank_interlock
F745bcc118b,STIP,2008,0,0,0,1,0,0,0,,0,1,1,1,public_bank_seat
Fcf71a2b399,Secrétariat,2018,0,0,0,1,0,0,0,,0,1,1,0,public_bank_seat
Fd46bac75c6,T F BANK,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fb6fd508b38,T.A.C,2013,0,0,0,1,0,0,0,,0,1,1,1,public_bank_seat
F1a7e9e8bee,TAYSIR MICROFINANCE,2026,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fe7ffe813fc,TECH. BORJ CEDRIA,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F4f064ad326,TECH. GAFSA,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Fa6d14ec785,TECHNOPOLE DE SFAX,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F9593f9bf31,TFB,2011,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Ffaf70437e8,TFB (ex UTB),2014,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
Ffaf70437e8,TFB (ex UTB),2015,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F2ddcdac500,TITF SICAR,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F65c8d5ef6f,TOPIC SA,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F29ce685685,"TOURISTIQUE ""SEPT""",2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F0afb0c57ba,TOURISTIQUE BISAT SA,2019,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F012dffff0e,TUNIS RE,2013,0,1,0,1,0,0,0,,0,1,2,2,public_bank_seat|state_organ_seat
F012dffff0e,TUNIS RE,2018,0,1,0,0,0,0,0,,0,1,1,0,state_organ_seat
F012dffff0e,TUNIS RE,2026,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F009a1c823e,TUNISAIR,2016,0,1,1,1,0,0,0,,1,1,11,10,central_bank|ministry_organ|public_bank_interlock|state_organ_seat
Fda257ec63a,TUNISIE AUTOROUTES,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F19ffdda20a,TUNISIE LAIT,2013,0,0,0,1,0,0,1,,0,1,1,0,public_bank_equity
F6dde26c66a,TUNISIE TELECOM,2010,1,0,0,1,0,0,1,,0,1,6,0,public_bank_equity|state_shareholder
F275f89d789,TotalEnergies SE réservée aux salariés du groupe TotalEnergies Adhérant au Plan d'Épargne Groupe,2024,0,1,0,0,0,0,0,,0,1,1,0,state_organ_seat
F275f89d789,TotalEnergies SE réservée aux salariés du groupe TotalEnergies Adhérant au Plan d'Épargne Groupe,2025,0,1,0,0,0,0,0,,0,1,1,0,state_organ_seat
F0222b62534,Trois chartes ont été élaborées arrêtant,2012,0,0,0,1,0,0,0,,0,1,1,1,public_bank_seat
Fcf43458e5a,Tunis,2015,0,0,0,1,0,0,0,,0,1,1,0,public_bank_seat
F07f30dc46b,Tunisienne,2022,0,0,0,1,0,0,0,,0,1,2,0,public_bank_seat
F913fd9b98a,Tunisienne de Banque a continué ses efforts visant,2017,0,0,0,1,0,0,0,,0,1,1,1,public_bank_seat
F7b03a35adb,Tunisienne de Banque concrétise ses orientations,2017,0,0,0,1,0,0,0,,0,1,1,1,public_bank_seat
