spell_id,person_id,person_label,org_id,org_label,role_canonical,layer,tie_class,onset,terminus,onset_lo,onset_hi,terminus_lo,terminus_hi,left_censored,right_censored,onset_interval_censored,terminus_interval_censored,onset_rule,terminus_rule,onset_event_id,terminus_event_id,expected_end_date,duration_days,duration_lo,duration_hi,evidence_n,evidence_tier,link_status,confidence,needs_review
SP_755542265c738107ffba,PERSON_MZABI_MOHAMED_SADOK,MOHAMED SADOK MZABI,CO_MANUFACTURE_TUNISIENNE_CHAUSSURES,MANUFACTURE TUNISIENNE DE CHAUSSURES,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_4e31dc21d35574978e45,PERSON_MZABI_MONCEF,MONCEF MZABI,CO_MANUFACTURE_TUNISIENNE_CHAUSSURES,MANUFACTURE TUNISIENNE DE CHAUSSURES,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_62be07aeaafc26a3fb22,PERSON_MZABI_MZOUGHI,MZOUGHI MZABI,CO_MANUFACTURE_TUNISIENNE_CHAUSSURES,MANUFACTURE TUNISIENNE DE CHAUSSURES,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_bc575f52ff4147e0c593,PERSON_TRIKI_JAMIL,JAMIL TRIKI,CO_MANUFACTURE_TUNISIENNE_PIECE_CYCLE,MANUFACTURE TUNISIENNE DE PIECE DE CYCLE MTPC,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_6161521fbe21eeb95d9d,PERSON_KILANI_LASAAD,LASSAAD KILANI,CO_MANUFACTURE_TUNISIENNE_CERAMIQUES,MANUFACTURE TUNISIENNE DES CERAMIQUES,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_01c69d52a0b264eb0e90,PERSON_DJILANI_HEDI,HEDI DJILANI,CO_MANUFACTURE_TUNISIENNE_DEXPLOITATION_INDUSTRIELLE_MTEI,MANUFACTURE TUNISIENNE DEXPLOITATION INDUSTRIELLE MTEI,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_0a607c63a6d484cc8225,PERSON_DJILANI_HEDI,HEDI DJILANI,CO_MANUFACTURE_TUNISIENNE_DEXPLOITATION_INDUSTRIELLE_MTEI,MANUFACTURE TUNISIENNE DEXPLOITATION INDUSTRIELLE MTEI,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_37261fa6588c66d2fc4e,PERSON_DJILANI_MOHAMED_HECHMI,MOHAMED HECHMI DJILANI,CO_MANUFACTURE_TUNISIENNE_DEXPLOITATION_INDUSTRIELLE_MTEI,MANUFACTURE TUNISIENNE DEXPLOITATION INDUSTRIELLE MTEI,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_3bbb38c8ee15c421bfd8,PERSON_DJILANI_RADHIA,RADHIA DJILANI,CO_MANUFACTURE_TUNISIENNE_DEXPLOITATION_INDUSTRIELLE_MTEI,MANUFACTURE TUNISIENNE DEXPLOITATION INDUSTRIELLE MTEI,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_07db1a35534a141944b5,PERSON_ESEGHAIER_ABDELKADER,ABDELKADER ESSEGHAIER,CO_MANUFACTURING_INTERNATIONAL,MANUFACTURING INTERNATIONAL,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_1de7f7adad184e2e46e6,PERSON_LINCZOWSKI_ERIC,ERIC LINCZOWSKI,CO_MANUFACTURING_INTERNATIONAL,MANUFACTURING INTERNATIONAL,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_4f71ab24d530968bbcab,PERSON_LAABIDI_FETHI,FETHI LAABIDI,CO_MANUFACTURING_INTERNATIONAL,MANUFACTURING INTERNATIONAL,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_cc69421a4d4d15bfd7b4,PERSON_DJILANI_MOHAMED_HECHMI,MOHAMED HECHMI DJILANI,CO_MANUFACTURING_INTERNATIONAL,MANUFACTURING INTERNATIONAL,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_9f30a37437f269e91841,PERSON_DJILANI_HEDI,HEDI DJILANI,CO_MANUFACTURING_INTERNATIONAL_COMPANY,MANUFACTURING INTERNATIONAL COMPANY MIC,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_4337df1a9a45b8388dfb,PERSON_DJILANI_MOHAMED_HECHMI,MOHAMED HECHMI DJILANI,CO_MANUFACTURING_INTERNATIONAL_COMPANY,MANUFACTURING INTERNATIONAL COMPANY MIC,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_8ad790806fa26dac2d0b,PERSON_HADAD_LEILA_JAIET,LEILA JAIET HADDAD,CO_MANUTENTION_SYSTEM,MANUTENTION SYSTEM,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_9f33c98009605feb56b5,PERSON_HADAD_MOHAMED,MOHAMED HADDAD,CO_MANUTENTION_SYSTEM,MANUTENTION SYSTEM,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_12fbbd2fa2aba4a2e612,PERSON_BENHALIMA_SOUHEIL,SOUHEIL BEN-HALIMA,CO_MAPFRE_ASSISTANCE,MAPFRE/ASSISTANCE,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_353f2404c609867acbfe,PERSON_SELAMI_CHEDLI,CHEDLI SELLAMI,CO_MARACANA_CLUB,MARACANA CLUB,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_7a03b84ef4902a01d77d,PERSON_HAMAMI_HICHEM,HICHEM HAMMAMI,CO_MARAKANA,MARAKANA,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_1112ca2b142cdd848669,PERSON_HAMROUNI_MOHSEN,MOHSEN HAMROUNI,CO_MARAM_SERVICE,MARAM SERVICE,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_00fc29a08a7e348c3bdb,PERSON_SLAMA_GHASEN,GHASSEN SLAMA,CO_MARATHON_LOGISTIQUE,MARATHON LOGISTIQUE,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_d574b531775ef5002c31,PERSON_HAJRI_HABIB,HABIB HAJRI,CO_MARBRE_BEN_ATIG,MARBRE BEN-ATIG,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_5a655305ecc0ccce4023,PERSON_ENEIFER_KHALED,KHALED ENNEIFER,CO_MARBRE_EL_MEDINA,MARBRE EL-MEDINA,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_49cde3b7c04f18be018a,PERSON_BAKIR_MOURAD,MOURAD BAKIR,CO_MARBRERIE_BAKIR,MARBRERIE BAKIR,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_17f1d00e1667766dc67d,PERSON_JEMAI_JILENI,JILENI JEMAI,CO_MARBRERIE_CHAABANE,MARBRERIE CHAABANE,gerant,corporate,corporate_officer,,,,,,,True,False,False,False,seed_former_tie,ended_before_unknown_date,,,,,,,0,seed_undated,seed,0.5,False
SP_ad4eec707a5e2517d6ed,PERSON_BENSOUILAH_MOHAMED_CHAHIR,MOHAMED CHAHIR BEN-SOUILAH,CO_MARBRERIE_CHAABANE,MARBRERIE CHAABANE,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_6ad1c0c644136c0d1c3e,PERSON_ELFOURATI_MUSTAPHA,MUSTAPHA EL-FOURATI,CO_MARBRERIE_DESIGN_OBJETS,MARBRERIE DESIGN ET OBJETS MDO,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_67237e852472978d4498,PERSON_DRIDI_HEDI,HEDI DRIDI,CO_MARBRERIE_DRIDI,MARBRERIE DRIDI,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_0d96380b43760e1d8817,PERSON_LETAIEF_RAOUF,RAOUF LETAIEF,CO_MARBRERIE_EL_ANDALOUS_PLUS,MARBRERIE EL-ANDALOUS PLUS,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_27d2b487e28f0b7753d1,PERSON_ELFARJI_MOHAMED,MOHAMED EL-FARJI,CO_MARBRERIE_EL_FARJI,MARBRERIE EL-FARJI,premier_responsable,corporate,leadership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_1c99a299d95932328e9c,PERSON_BELGHITH_ABDELATIF,ABDELLATIF BELGHITH,CO_MARBRERIE_MATERIAUX_SUD_MASUD,MARBRERIE ET MATERIAUX DU SUD MASUD,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_ef350b8668e55dcd821e,PERSON_BAKLOUTI_FOUED,FOUED BAKLOUTI,CO_MARBRERIE_MATERIAUX_SUD_MASUD,MARBRERIE ET MATERIAUX DU SUD MASUD,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_3f9593b31dd41791f71b,PERSON_BELGHITH_KARIM,KARIM BELGHITH,CO_MARBRERIE_MATERIAUX_SUD_MASUD,MARBRERIE ET MATERIAUX DU SUD MASUD,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_cf1cc794e8c0a7cae70b,PERSON_JELOULI_NAJET,NAJET JELLOULI,CO_MARBRERIE_MATERIAUX_SUD_MASUD,MARBRERIE ET MATERIAUX DU SUD MASUD,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_1eb3884f4b524326aeed,PERSON_BELGHITH_SALAH,SALAH BELGHITH,CO_MARBRERIE_MATERIAUX_SUD_MASUD,MARBRERIE ET MATERIAUX DU SUD MASUD,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_464b74e563c652a839f2,PERSON_BELGUITH_SALAH,SALAH BELGUITH,CO_MARBRERIE_MATERIAUX_SUD_MASUD,MARBRERIE ET MATERIAUX DU SUD MASUD,ceo,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_7374bc291189195eb2ca,PERSON_FELAH_MOUNIR,MOUNIR FELLAH,CO_MARBRERIE_FELLAH,MARBRERIE FELLAH,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_ab44461bd0aaea40cb1f,PERSON_JERIDI_AYMEN,AYMEN JERIDI,CO_MARBRERIE_JERIDI,MARBRERIE JERIDI,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_9de1eff057551c1af25b,PERSON_BOUHBEL_HAJER,HAJER BOUHBEL,CO_MARBRERIE_JERIDI,MARBRERIE JERIDI,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_9a9e158de6165c8a7c30,PERSON_JERIDI_NOZHA_OUESLATI,NOZHA OUESLATI JERIDI,CO_MARBRERIE_JERIDI,MARBRERIE JERIDI,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_bc1684080d4998dd7ec8,PERSON_JERIDI_RIDHA,RIDHA JERIDI,CO_MARBRERIE_JERIDI,MARBRERIE JERIDI,ceo,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_23a061b715d50fd9d124,PERSON_ELATOUI_NOUREDINE,NOUREDDINE EL-ATOUI,CO_MARBRERIE_KEMALI,MARBRERIE KEMALI,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_3cd6af5a9c0832e71884,PERSON_GHOZIA_CHERIFA,CHERIFA GHOZZIA,CO_MARBRERIE_BERGES_LAC,MARBRERIE LES BERGES DU LAC,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_bbc7d7af67efa2cba78c,PERSON_MILED_KARIM,KARIM MILED,CO_MARBRERIE_BERGES_LAC,MARBRERIE LES BERGES DU LAC,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_b25ae8916016a4553633,PERSON_HEJAIEJ_LEILA,LEILA HEJAIEJ,CO_MARBRERIE_BERGES_LAC,MARBRERIE LES BERGES DU LAC,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_688717d002897e728aea,PERSON_MILAD_MOHAMED_ELAZIZ,MOHAMED EL-AZIZ MILAD,CO_MARBRERIE_BERGES_LAC,MARBRERIE LES BERGES DU LAC,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_21d9165e6a06d51ec49b,PERSON_GHOZIA_MOHAMED,MOHAMED GHOZZIA,CO_MARBRERIE_BERGES_LAC,MARBRERIE LES BERGES DU LAC,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_8c59e7596cc2f915f49b,PERSON_GHOZIA_SOFIEN,SOFIEN GHOZZIA,CO_MARBRERIE_BERGES_LAC,MARBRERIE LES BERGES DU LAC,ceo,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_17bc28f6db9469941c0b,PERSON_SASI_MOHAMED,MOHAMED SASSI,CO_MARBRERIE_MON,MARBRERIE MON,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_eeff28aeadfa5d0bdc6c,PERSON_HELAL_ANIS,ANIS HELAL,CO_MARBRERIE_NEW_MODE,MARBRERIE NEW MODE MNM,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_9a288548d70c3f9f82f3,PERSON_HELAL_BOUBAKAR,BOUBAKAR HELLAL,CO_MARBRERIE_NEW_MODE,MARBRERIE NEW MODE MNM,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_a8be3d6fb6145162202c,PERSON_DOUKI_FAYCEL,FAYCEL DOUKI,CO_MARBRERIE_SAYADI_CIE,MARBRERIE SAYADI ET CIE,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_0125f82d237daf8abf04,PERSON_DOUKI_FAYCEL,FAYCEL DOUKI,CO_MARBRERIE_SAYADI_FILS,MARBRERIE SAYADI ET FILS MSF,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_344e3ee045f99681cf76,PERSON_SAYADI_HOUCINE,HOUCINE SAYADI,CO_MARBRERIE_SAYADI_FILS,MARBRERIE SAYADI ET FILS MSF,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_61b581eb65259aede4c9,PERSON_ABID_AHMED,AHMED ABID,CO_MARBRERIE_ZINA_PLUS,MARBRERIE ZINA PLUS,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_5a87f117cf9bd2198c8b,PERSON_ABID_AMIR,AMIR ABID,CO_MARBRERIE_ZINA_PLUS,MARBRERIE ZINA PLUS,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_4af37b9f22dbcc578beb,PERSON_ABID_FAOUZI,FAOUZI ABID,CO_MARBRERIE_ZINA_PLUS,MARBRERIE ZINA PLUS,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_165df8fc696584195b51,PERSON_ABID_HABIB,HABIB ABID,CO_MARBRERIE_ZINA_PLUS,MARBRERIE ZINA PLUS,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_e92c7ffca8e612a48c29,PERSON_YOUNES_MHAMED,MHAMED YOUNES,CO_MARBRERIE_ZINA_PLUS,MARBRERIE ZINA PLUS,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_f43920effd95af0adf4f,PERSON_ABID_MONDHER,MONDHER ABID,CO_MARBRERIE_ZINA_PLUS,MARBRERIE ZINA PLUS,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_0c11c8251d8b7da2642a,PERSON_ABID_MONDHER,MONDHER ABID,CO_MARBRERIE_ZINA_PLUS,MARBRERIE ZINA PLUS,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_9c678fd98781e549bfbc,PERSON_JAFEL_MOHAMED_WASIM,MOHAMED WASSIM JAFFEL,CO_MARCUS,MARCUS,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_871cfba95b3d23097012,PERSON_ELWAHCH_AHMED,AHMED EL-WAHCH,CO_MARE_NOSTRUM_ITALIA,MARE NOSTRUM ITALIA,representant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_094c8e4a943992dc1e2f,PERSON_BENCHAABANE_NEJIB,NEJIB BEN-CHAABANE,CO_MARETAP,MARETAP,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_9cc12da918d094639a29,PERSON_KAMOUN_HEDI,HEDI KAMMOUN,CO_MAREX_TLC,MAREX TLC,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_305c21ab4d7313ef7f7a,PERSON_HAMAMI_NACEUR,NACEUR HAMMAMI,CO_MARGE_AFRIQUE,MARGE AFRIQUE,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_68947498891dcfd046c7,PERSON_DRIS_AICHA,AICHA DRISS,CO_MARHABA,MARHABA,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_1d5e53fa67fe742a0992,PERSON_DRIS_BADRA,BADRA DRISS,CO_MARHABA,MARHABA,dg,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_af98079f1dda20e819a5,PERSON_DRIS_HICHEM,HICHEM DRISS,CO_MARHABA,MARHABA,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_bc5307ef9e4281f88bb1,PERSON_DRIS_SAMIA,SAMIA DRISS,CO_MARHABA,MARHABA,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_afca2944b4aa49027015,PERSON_AHRES_KARIM,KARIM AHRES,CO_MARHABA_TS,MARHABA TS,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_66f9bef119bdf81481b0,PERSON_AHRES_MOHAMED_AMINE,MOHAMED AMINE AHRES,CO_MARHABA_TS,MARHABA TS,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_c3ac82eee136fb57f05e,PERSON_RAJAH_KILANI,KILANI RAJAH,CO_MARIA_IMMOBILIER,MARIA IMMOBILIER,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_322eb685cc207e02c2f0,PERSON_MAYA_BOUYAHIA_SABRINE,BOUYAHIA SABRINE MAYA,PERSON_GORE_MARIE,MARIE GORE,student_of,interpersonal,pedagogic,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_ab48822c400fbbb92072,PERSON_DRIS_HICHEM,HICHEM DRISS,PERSON_DRIS_MARIEM,MARIEM DRISS,sibling_of,interpersonal,kinship,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_0c842390cd095e233c8d,PERSON_DRIS_MHAMED,MHAMMED DRISS,PERSON_DRIS_MARIEM,MARIEM DRISS,parent_of,interpersonal,kinship,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_e5b3fa2c9d4eb88ac19f,PERSON_SASI_SAMIRA,SAMIRA SASSI,CO_MARINA_CHICCO_BENI_KHIAR,MARINA CHICCO BENI KHIAR,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_8e6fbe443d98da4adcea,PERSON_SELAMI_HEDI_KARIM,HEDI KARIM SELLAMI,CO_MARINE_LOISIRS,MARINE LOISIRS,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_86cf7fd817754e2cf467,PERSON_HAMAMI_WALID_BENMOHAMED_HEDI,WALID BEN-MOHAMED HEDI HAMMAMI,CO_MARINE_SECURITY_AND_SAFETY_SERVICES,MARINE SECURITY AND SAFETY SERVICES,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_a2b3e237a52c0e6e376a,PERSON_LOUATI_HAZEM,HAZEM LOUATI,CO_MARITIME_AMIRA,MARITIME AMIRA SA,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_4a211b24d953b9dfef07,PERSON_KILANI_ALIA,ALIA KILANI,CO_MARK_PHARMA,MARK PHARMA,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_26c5e32857071f4dd5ce,PERSON_SOUIED_ISMAIL,ISMAIL SOUIED,CO_MARKCONSEIL_INTERNATIONAL,MARKCONSEIL INTERNATIONAL,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_08b94d9f9b407ce04a98,PERSON_ESEBSI_KHALIL_CAID,KHALIL CAID-ESSEBSI,CO_MARKCONSEIL_INTERNATIONAL,MARKCONSEIL INTERNATIONAL,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_74d535af119ed9afe980,PERSON_DJEMAL_AHMED,AHMED DJEMAL,CO_MARKO_MOBILI,MARKO MOBILI,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_e9f9f88b8ad1a8526a1c,PERSON_ELOUMI_ALI,ALI ELLOUMI,CO_MARMO_ART,MARMO ART,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_4426521b0578d4da3d0f,PERSON_CHAABOUNI_HATEM_BENMED,HATEM BEN-MED CHAABOUNI,CO_MARMO_ART,MARMO ART,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_af2b85599ee6df3cbf48,PERSON_ELOUMI_SLIM,SLIM ELLOUMI,CO_MARMO_ART,MARMO ART,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_d72a893890c3e9866512,PERSON_SAADALAH_MOHAMED_YASINE,MOHAMED YASSINE SAADALLAH,CO_MARMOTECK,MARMOTECK,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_c5d241ef49cdcef113ef,PERSON_SAADALAH_SAHBI,SAHBI SAADALLAH,CO_MARMOTECK,MARMOTECK,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_2181a04e9c4bac96b5b3,PERSON_SAADALAH_SOFIEN,SOFIEN SAADALLAH,CO_MARMOTECK,MARMOTECK,gerant,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_0760ef08e973093f69f0,PERSON_SAADALAH_SOFIEN,SOFIEN SAADALLAH,CO_MARMOTECK,MARMOTECK,shareholder,corporate,ownership,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_9b9ed1bb7cfefd01fe25,PERSON_ALI_ALI,ALI ALI,CO_MARNA_TEX,MARNA TEX,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_9413585e7d9ef08cb150,PERSON_ZAABOUTI_HEDIA,HEDIA ZAABOUTI,CO_MARNA_TEX,MARNA TEX,ceo,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
SP_7d39e9dfbde6c85ac6c6,PERSON_KHALFULAH_INAYA,INAYA KHALFULLAH,CO_MARNA_TEX,MARNA TEX,administrateur,corporate,corporate_officer,,,,,,,True,True,False,False,seed_current_tie,,,,,,,,0,seed_undated,seed,0.5,False
