mention_key,person_mention,org_mention,org_mf,resolved_person_id,resolved_person_label,resolved_org_id,resolved_org_label,score,link_status,s_name,s_org,s_mf,s_cooccur,s_role,n_candidates,margin_to_runner_up,runner_up_person_id,n_events,first_event_date,last_event_date,seed_degree,name_ambiguity,mention_cluster_id,evidence_quote
Moncef Doghri||Renouvellement des Mandats des Administrateurs &amp; du Président Directeur Général,Moncef Doghri,Renouvellement des Mandats des Administrateurs &amp; du Président Directeur Général,,PERSON_DOGHRI_MONCEF,MONCEF DOGHRI,,,0.475,ambiguous,1.0,0.0,0.0,0.5,1.0,3,0.26,PERSON_DOGHRI_MOURAD,1,2011-06-27,2011-06-27,23,1,PERSON_DOGHRI_MONCEF,Et suivant Procès Verbal de la réunion du Conseil d'Administration de la même journée enregistré à la Recette des Finances de Mégrine le 7 septembre 2011 - Quittance n° M049972 - Enregistrement n° 117
Moncef Doghri||Renouvellement des mandats des administrateurs &amp; du président directeur général,Moncef Doghri,Renouvellement des mandats des administrateurs &amp; du président directeur général,,PERSON_DOGHRI_MONCEF,MONCEF DOGHRI,,,0.475,ambiguous,1.0,0.0,0.0,0.5,1.0,3,0.26,PERSON_DOGHRI_MOURAD,1,2008-06-27,2008-06-27,23,1,PERSON_DOGHRI_MONCEF,"Et suivant procès verbal de la réunion du conseil d'administration de la même journée enregistré à la recette des finances de Mégrine le 3 juillet 2008, quittance n° M034358, enregistrement n° 0870204"
Moncef Doghri||Société Tunisienne D'engrais Chimiques (STEC),Moncef Doghri,Société Tunisienne D'engrais Chimiques (STEC),,PERSON_DOGHRI_MONCEF,MONCEF DOGHRI,CO_TUNISIENNE_D_ENGRAIS_CHIMIQUES_STEC,SOCIETE TUNISIENNE D’ENGRAIS CHIMIQUES STEC,0.475,ambiguous,1.0,0.0,0.0,0.5,1.0,5,0.26,PERSON_DOGHRI_MOURAD,1,2009-06-29,2009-06-29,23,1,PERSON_DOGHRI_MONCEF,"Suivant procès-verbal du conseil d'administration du 29 juin 2009, enregistré à la recette des finances de Mégrine le 6/7/2009 sous le numéro 09702381, quittance n° M035811, dont deux copies ont été d"
Fares HORCHANI||HORCHANI BUSINESS TOWERS,Fares HORCHANI,HORCHANI BUSINESS TOWERS,833998P,PERSON_HORCHANI_FARES,FARES HORCHANI,CO_HORCHANI_BUSINESS_TOWERS,HORCHANI BUSINESS TOWERS,0.6,ambiguous,1.0,0.0,1.0,1.0,0.0,4,0.46,PERSON_HORCHANI_FARHAT,1,2009-10-17,2009-10-17,22,1,PERSON_HORCHANI_FARES,"1- Approbation de la cession de parts objet du Contrat de cession de parts en date du 17 et 19 octobre 2009, enregistré à la REAS le 20 octobre 2009 sous le numéro 9110250 quittance 12487, en vertu du"
Ahmed Bouzguenda||Poulina Partners S.A,Ahmed Bouzguenda,Poulina Partners S.A,,PERSON_BOUZGUENDA_AHMED,AHMED BOUZGUENDA,CO_POULINA,POULINA,0.55,ambiguous,1.0,0.0,0.0,1.0,1.0,7,0.285,PERSON_BOUZGUENDA_ABDELAZIZ,1,2008-07-23,2008-07-23,21,1,PERSON_BOUZGUENDA_AHMED,La Société de Participation et Développement du Sud Tunisien représentée par Monsieur Ahmed Bouzguenda.
Féthi Hachicha||Reconduction nomination du commissaire aux comptes et des administrateurs de la société,Féthi Hachicha,Reconduction nomination du commissaire aux comptes et des administrateurs de la société,2540J,PERSON_HACHICHA_FETHI,FETHI HACHICHA,,,0.5,ambiguous,1.0,0.0,0.0,1.0,0.0,3,0.21,PERSON_HACHICHA_FATHI,1,2007-07-24,2007-07-24,21,1,PERSON_HACHICHA_FETHI,"2- la reconduction de la nomination des membres du conseil d'administration de la société pour une nouvelle période de trois ans : 2007, 2008 et 2009 à savoir :- Monsieur Mohsen Hachicha,- Monsieur Ti"
Karim Milad||Société Marbrerie Les Berges du Lac,Karim Milad,Société Marbrerie Les Berges du Lac,,PERSON_MILED_KARIM,KARIM MILED,CO_MARBRERIE_BERGES_LAC,MARBRERIE LES BERGES DU LAC,0.68,ambiguous,0.8,1.0,0.0,0.0,1.0,6,0.49,PERSON_MILAD_MOHAMED_ELAZIZ,1,2012-01-23,2012-01-23,21,1,PERSON_MILAD_KARIM,- d'accepter la démission de M. Karim Milad et de la société TTS Financière de leurs fonctions d'administrateurs.
Karim Miled||Nomination de nouveaux membres du conseil d'administration,Karim Miled,Nomination de nouveaux membres du conseil d'administration,804984W,PERSON_MILED_KARIM,KARIM MILED,CO_CONSEIL,SOCIETE LE CONSEIL,0.5,ambiguous,1.0,0.0,1.0,0.0,1.0,2,0.45,PERSON_SAIDI_MOHAMED,1,2009-09-30,2009-09-30,21,1,PERSON_MILED_KARIM,"En vertu du procès-verbal de l'assemblée générale ordinaire du 30 septembre 2009, enregistré à la recette de l'enregistrement des actes de sociétés 1er bureau - Tunis le 12 octobre 2009 sous le numéro"
Nase Ali Chakroun||NETWORK EXPERTISE TECABO TUNISIA (NXT),Nase Ali Chakroun,NETWORK EXPERTISE TECABO TUNISIA (NXT),,PERSON_CHAKROUN_NASR_ALI,NASR ALI CHAKROUN,CO_NETWORK_EXPERTISE_TECABO_TUNISIA,NETWORK EXPERTISE TECABO TUNISIA,0.67,ambiguous,0.7,1.0,0.0,0.5,0.0,3,0.425,PERSON_CHAKROUN_NACEUR_ALI,1,2011-10-14,2011-10-14,21,1,PERSON_CHAKROUN_NASE_ALI,"- Renouvellement du mandat du président du conseil d'administration Monsieur Nase Ali Chakroun pour une période allant jusqu'à l'approbation des résultats de l'exercice 2013,"
Abdelkader Esseghaier||L'immobimière Al Kadiria,Abdelkader Esseghaier,L'immobimière Al Kadiria,,PERSON_ESEGHAIER_ABDELKADER,ABDELKADER ESSEGHAIER,CO_L_IMMOBILIERE_AL_KADIRIA,L'IMMOBILIERE AL-KADIRIA,0.475,ambiguous,1.0,0.0,0.0,0.5,1.0,4,0.21,PERSON_ESEGHAIER_ALI_SABRI,1,2011-03-14,2011-03-14,20,1,PERSON_ESEGHAIER_ABDELKADER,"- Renouvellement du mandat des administrateurs suivants, pour une période de trois ans : Mr Abdelkader Esseghaier, Mr Hédi Djilani et Mme Mariane Esseghaier."
Abdelkader Esseghaier||Renouvellement du mandat des membres du conseil d'administration,Abdelkader Esseghaier,Renouvellement du mandat des membres du conseil d'administration,,PERSON_ESEGHAIER_ABDELKADER,ABDELKADER ESSEGHAIER,CO_CONSEIL,SOCIETE LE CONSEIL,0.5,ambiguous,1.0,0.0,0.0,1.0,0.0,4,0.21,PERSON_ESEGHAIER_ALI_SABRI,1,2010-04-06,2010-04-06,20,1,PERSON_ESEGHAIER_ABDELKADER,"Renouvellement du mandat des membres du conseil d'administration suivants : Monsieur Hédi Djilani, Monsieur Mohamed-Hechmi Djilani, Monsieur Tarek Hamila, Monsieur Abdelkader Hamrouni, Monsieur Abderr"
Abdessalem Ben Ayed||Dénomination** : Energy Trading Company E T C » - SA,Abdessalem Ben Ayed,Dénomination** : Energy Trading Company E T C » - SA,,PERSON_BENAYED_ABDESALEM,ABDESSALEM BEN-AYED,,,0.475,ambiguous,1.0,0.0,0.0,0.5,1.0,10,0.21,PERSON_BENAYED_AMINE,1,2007-12-28,2007-12-28,20,1,PERSON_BENAYED_ABDESALEM,Monsieur Abdessalem Ben Ayed en qualité de président directeur général pour la durée de son mandat d'administrateur avec les pouvoirs nécessaires pour la direction de la société.
Abdessalem Ben Ayed||M &amp; O SMIP TRAINING SARL,Abdessalem Ben Ayed,M &amp; O SMIP TRAINING SARL,1060511K,PERSON_BENAYED_ABDESALEM,ABDESSALEM BEN-AYED,CO_N_TRAINING,N TRAINING,0.475,ambiguous,1.0,0.0,0.0,0.5,1.0,11,0.21,PERSON_BENAYED_AMINE,1,2011-08-08,2011-08-08,20,1,PERSON_BENAYED_ABDESALEM,"Il a été décidé en outre de nommer Mr. Rafik Ben Ayed gérant de la société pour trois ans (2011, 2012, 2013) en remplacement de Mr. Abdessalem Ben Ayed, démissionnaire."
Abdessalem Ben Ayed Président Directeur||DEMAT,Abdessalem Ben Ayed Président Directeur,DEMAT,,PERSON_BENAYED_ABDESALEM,ABDESSALEM BEN-AYED,CO_DEMAT,DEMAT,0.6975,ambiguous,0.85,1.0,0.0,0.0,1.0,5,0.6975,PERSON_STARACE_VINCENZO,1,2008-08-22,2008-08-22,20,1,PERSON_DIRECTEUR_ABDESALEM_BENAYED_PRESIDENT,"En vertu du procès-verbal de la réunion du 1er Conseil d'Administration tenue le 22 août 2008, enregistré à la REAS 1er bureau de Tunis le 1er septembre 2008, sous le n° 8807911 quittance n° 9552, il "
Bassem Loukil||---,Bassem Loukil,---,,PERSON_LOUKIL_BASEM,BASSEM LOUKIL,,,0.475,ambiguous,1.0,0.0,0.0,0.5,1.0,3,0.285,PERSON_LOUKIL_BASAM,1,2010-03-17,2010-03-17,20,1,PERSON_LOUKIL_BASEM,"- La nomination de Mr Mohamed Fekih, Mr Bassem Loukil, Mr Walid Loukil, Mr Aidan Barker et Mr Khaled Kamoun en qualité d'administrateurs pour les exercices 2010, 2011 et 2012."
Bassem Loukil||Loukil Management &amp; Conseil,Bassem Loukil,Loukil Management &amp; Conseil,1006184J,PERSON_LOUKIL_BASEM,BASSEM LOUKIL,CO_LOUKIL_MANAGEMENT_CONSEIL,SOCIETE LOUKIL MANAGEMENT CONSEIL,0.575,ambiguous,1.0,0.0,1.0,0.5,1.0,4,0.435,PERSON_LOUKIL_BASAM,1,2010-10-28,2010-10-28,20,1,PERSON_LOUKIL_BASEM,"- Renouvellement du mandat du président directeur général Monsieur Bassem Loukil pour 3 ans : 2010, 2011 et 2012."
Bassem Loukil||Mediterranean Communications Company SA,Bassem Loukil,Mediterranean Communications Company SA,844580A,PERSON_LOUKIL_BASEM,BASSEM LOUKIL,CO_MEDITERRANEAN_COMMUNICTIONS_COMPANY,MEDITERRANEAN COMMUNICTIONS COMPANY,0.575,ambiguous,1.0,0.0,1.0,0.5,1.0,3,0.435,PERSON_LOUKIL_BASAM,1,2012-06-08,2012-06-08,20,1,PERSON_LOUKIL_BASEM,"- Renouvellement du mandat de Mr Bassem Loukil, en tant que Président Directeur Général, pour une période de 3 années arrivant à expiration à l'occasion de l'Assemblée Générale appelée à statuer sur l"
Férid Abbas||CARGO TRAIL SA,Férid Abbas,CARGO TRAIL SA,,PERSON_ABAS_FERID,FERID ABBAS,,,0.55,ambiguous,1.0,0.0,0.0,1.0,1.0,1,0.55,,1,2008-11-25,2008-11-25,20,1,PERSON_ABAS_FERID,"- De nommer Messieurs Férid Abbas, Hamadi Abbas et Sadreddine Abbas en qualité de premiers Administrateurs pour un mandat de 03 ans expirant à l'issue de l'AGO qui aura à approuver les comptes de l'ex"
Férid Abbas||Gabès Marine Tankers,Férid Abbas,Gabès Marine Tankers,429994E,PERSON_ABAS_FERID,FERID ABBAS,CO_GABES_MARINE_TANKERS,GABES MARINE TANKERS,0.5,ambiguous,1.0,0.0,1.0,0.0,1.0,1,0.5,,1,2008-02-22,2008-02-22,20,1,PERSON_ABAS_FERID,"Il appert du PV du conseil d'administration n° 63 enregistré à la recette des finances d'Ezzahra sous le n° 08700357 Quittance n° M004455, qu'il a été décidé le renouvellement du mandat de Monsieur Fé"
Abdelwaheb Chaabane||New Valley d'Industrie de Bois et d'Aluminium,Abdelwaheb Chaabane,New Valley d'Industrie de Bois et d'Aluminium,,PERSON_CHAABANE_ABDELWAHEB,ABDELWAHEB CHAABANE,CO_NEW_VALLEY_INDUSTRY_BOIS_ALUMINIUM,SOCIETE NEW VALLEY INDUSTRY BOIS ET ALUMINIUM,0.6611,ambiguous,1.0,0.889,0.0,0.0,0.0,34,0.5211,PERSON_CHAABANE_ALIA,1,2012-04-17,2012-04-17,19,1,PERSON_CHAABANE_ABDELWAHEB,Mr Abdelwaheb Chaabane a cédé la totalité des parts sociales soit 5000 parts qu'il détient au capital de la société au profit de Mr Kameleldin Ahmed Sayed Abdel Mokhtar par acte de cession daté 16 avr
Habib Kamoun||Société d'Exploitation Agricole Ben Meftah &amp; Cie,Habib Kamoun,Société d'Exploitation Agricole Ben Meftah &amp; Cie,633881N,PERSON_KAMOUN_HABIB,HABIB KAMMOUN,CO_DEXPLOITATION_AGRICOLE_BEN_MEFTAH_CIE,SOCIETE DEXPLOITATION AGRICOLE BEN-MEFTAH ET CIE,0.6778,ambiguous,1.0,0.937,0.0,0.0,0.0,21,0.5378,PERSON_KAMOUN_HSAN,1,2008-10-04,2008-10-04,19,1,PERSON_KAMOUN_HABIB,"Suivant PV de l'AGE du 4 octobre 2008 enregistré à la recette des actes de sociétés Tunis le 17 octobre 2008 sous le n° 8709228, déposé au greffe du tribunal de 1ère instance de Tunis le 21 novembre 2"
Khaled Sellami||Société civile Agricole Selma » au capital de 20.000 D,Khaled Sellami,Société civile Agricole Selma » au capital de 20.000 D,,PERSON_SELAMI_KHALED,KHALED SELLAMI,,,0.5,ambiguous,1.0,0.0,0.0,1.0,0.0,11,0.36,PERSON_SELAMI_KHALIL_BENHABIB,1,2009-08-04,2009-08-04,19,1,PERSON_SELAMI_KHALED,"Suivant contrat de cession des parts sociales, daté le 24 juin 2009, enregistré à la recette des Finances Charguia I, le 23 juillet 2009 quittance n° 41313 dont deux exemplaires ont été déposés au gre"
Mehdi Tékaya||CASSIOPAE MEA,Mehdi Tékaya,CASSIOPAE MEA,,PERSON_TEKAYA_MEHDI,MEHDI TEKAYA,,,0.475,ambiguous,1.0,0.0,0.0,0.5,1.0,2,0.285,PERSON_TEKAYA_MOHAMED_SALAH,2,2009-11-02,2009-11-02,14,1,PERSON_TEKAYA_MEHDI,"- La nomination de OXIA, Monsieur Mehdi Tékaya, KSEOP Holding, Monsieur Emmanuel Gillet, Monsieur Jemil Ben Romdhane, Monsieur Franck Jacovlev et Monsieur Samir Zghal comme premiers administrateurs po"
Mourad Mhiri||SOCIETE D'INVESTISSEMENT TOURISTIQUE DU SAHEL,Mourad Mhiri,SOCIETE D'INVESTISSEMENT TOURISTIQUE DU SAHEL,341715B,PERSON_MHIRI_MOURAD,MOURAD MHIRI,CO_TOURISTIQUE,SOCIETE TOURISTIQUE,0.5,ambiguous,1.0,0.0,1.0,0.0,1.0,10,0.31,PERSON_MHIRI_MOADH,1,2009-06-26,2009-06-26,19,1,PERSON_MHIRI_MOURAD,"1. Renouvellement du mandat du Président Directeur Général, Monsieur Mourad Mhiri, pour une durée de Trois (03) ans finissant avec l'approbation des états financiers 2011."
Mourad Mhiri||Société Clinique de Sousse,Mourad Mhiri,Société Clinique de Sousse,1055036V,PERSON_MHIRI_MOURAD,MOURAD MHIRI,,,0.55,ambiguous,1.0,0.0,0.0,1.0,1.0,9,0.26,PERSON_MHIRI_MAHBOUBA,1,2010-06-18,2010-06-18,19,1,PERSON_MHIRI_MOURAD,- Nomination de Monsieur Mourad Mhiri en tant que nouveau directeur général Adjoint de la société.
Mourad Mhiri||Société d'exploitation et de Promotion Touristique,Mourad Mhiri,Société d'exploitation et de Promotion Touristique,,PERSON_MHIRI_MOURAD,MOURAD MHIRI,CO_TOURISTIQUE,SOCIETE TOURISTIQUE,0.55,ambiguous,1.0,0.0,0.0,1.0,1.0,10,0.26,PERSON_MHIRI_MAHBOUBA_AMARA,1,2010-06-28,2010-06-28,19,1,PERSON_MHIRI_MOURAD,3. Nomination de Monsieur Mourad Mhiri directeur général adjoint pour une durée de trois (03) ans.
Mourad Mhiri||Société de Promotion Touristique de Mahdia,Mourad Mhiri,Société de Promotion Touristique de Mahdia,10973D,PERSON_MHIRI_MOURAD,MOURAD MHIRI,CO_TOURISTIQUE,SOCIETE TOURISTIQUE,0.65,ambiguous,1.0,0.0,1.0,1.0,1.0,10,0.36,PERSON_MHIRI_MAHBOUBA_AMARA,1,2010-06-26,2010-06-26,19,1,PERSON_MHIRI_MOURAD,3. Nomination de Monsieur Mourad Mhiri directeur général adjoint pour une durée de trois (03) ans.
Yasmine HORCHANI||HORCHANI BUSINESS TOWERS,Yasmine HORCHANI,HORCHANI BUSINESS TOWERS,833998P,PERSON_HORCHANI_YASMINE,YASMINE HORCHANI,CO_HORCHANI_BUSINESS_TOWERS,HORCHANI BUSINESS TOWERS,0.6,ambiguous,1.0,0.0,1.0,1.0,0.0,3,0.46,PERSON_HORCHANI_YOUSEF,1,2009-10-17,2009-10-17,19,1,PERSON_HORCHANI_YASMINE,"1- Approbation de la cession de parts objet du Contrat de cession de parts en date du 17 et 19 octobre 2009, enregistré à la REAS le 20 octobre 2009 sous le numéro 9110250 quittance 12487, en vertu du"
Koraich Ben Salem||Société BS INVEST HOLDING SA,Koraich Ben Salem,Société BS INVEST HOLDING SA,1060783J,PERSON_BENSALEM_KORAICH,KORAICH BEN-SALEM,CO_BS_INVEST_HOLDING,BS INVEST HOLDING,0.5,ambiguous,1.0,0.0,1.0,0.0,1.0,2,0.36,PERSON_BENSALEM_KHELIFA,1,2012-11-22,2012-11-22,18,1,PERSON_BENSALEM_KORAICH,"3) Le renouvellement du mandat de Monsieur Koraich Ben Salem en qualité de Président Directeur Général et ce, pour toute la période de son mandat d'administrateur."
Koraich Ben Salem||Société KMK SARL,Koraich Ben Salem,Société KMK SARL,510858J,PERSON_BENSALEM_KORAICH,KORAICH BEN-SALEM,CO_KMK,KMK,0.6,ambiguous,1.0,0.0,1.0,1.0,0.0,3,0.385,PERSON_BENSALEM_ZAKARIA,1,2008-09-09,2008-09-09,18,1,PERSON_BENSALEM_KORAICH,"En vertu d'un acte de cession de parts en date du 09/09/2008 enregistré à la REAS 1er Bureau Tunis en date du 15/09/2008 sous le volume 34, série D, case 52, Monsieur Koraich Ben Salem a cédé une (1) "
Mohamed Hamrouni||Société Equipements et Pièces de rechanges,Mohamed Hamrouni,Société Equipements et Pièces de rechanges,1143478L,PERSON_HAMROUNI_MOHAMED,MOHAMED HAMROUNI,CO_EQUIPEMENTS_PIECES_RECHANGE,EQUIPEMENTS ET PIECES DE RECHANGE,0.6936,ambiguous,1.0,0.982,0.0,0.0,0.0,36,0.3436,PERSON_HAMROUNI_MOHAMED_HABIB,1,2010-12-23,2010-12-23,18,1,PERSON_HAMROUNI_MOHAMED,"Quittance M014767, dont deux copies de chacune ont été déposées au greffe du tribunal de Monastir le 27/12/2010 sous le N° 201088853, il a été décidé la liquidation et la dissolution de la dite sociét"
Nouri Ben Ali Chaabane||Société Les Carrières L'ESSOR,Nouri Ben Ali Chaabane,Société Les Carrières L'ESSOR,,PERSON_CHAABANE_NOURI,NOURI CHAABANE,CO_CARRIERES_LESSOR,SOCIETE LES CARRIERES LESSOR,0.6661,ambiguous,1.0,0.903,0.0,0.0,0.0,24,0.0,PERSON_CHAABANE_NOURI_BENALI,1,2010-04-05,2010-04-05,18,1,PERSON_CHAABANE_NOURI_BENALI,"Suivant acte sous seing privé en date du 5 avril 2010 enregistré à la recette de l'enregistrement des actes de sociétés 1er bureau à Tunis le 7 avril 2010, sous le n°10803946, quittance 5249, Monsieur"
Nouri ben Ali Chaabane||Société Hôtel Palace,Nouri ben Ali Chaabane,Société Hôtel Palace,447246A,PERSON_CHAABANE_NOURI,NOURI CHAABANE,CO_HOTEL_PALACE,SOCIETE HOTEL PALACE,0.8,ambiguous,1.0,1.0,1.0,0.0,0.0,24,0.0,PERSON_CHAABANE_NOURI_BENALI,1,2010-04-05,2010-04-05,18,1,PERSON_CHAABANE_NOURI_BENALI,"Suivant acte sous seing privé en date du 5 avril 2010 enregistré à la recette de l'enregistrement des actes de sociétés 1er bureau à Tunis le 7 avril 2010, sous le n°10803944, quittance 5247. Monsieur"
Sami Driss||SOCIETE LAKEO,Sami Driss,SOCIETE LAKEO,751695X,PERSON_DRIS_SAMI,SAMI DRISS,CO_LAKEO,LAKEO,0.6,ambiguous,1.0,0.0,1.0,1.0,0.0,20,0.075,PERSON_DRIS_SAMIR,1,2011-11-18,2011-11-18,18,1,PERSON_DRIS_SAMI,1/ Suivant acte sous seing privé en date du 18 Novembre 2011 enregistré à la recette de l'enregistrement des actes de sociétés 1er bureau Tunis le 1er décembre 2011 enregistrement n° 11111853 quittanc
Ali Oueslati||R.C N° B112581998,Ali Oueslati,R.C N° B112581998,496582M,PERSON_OUESLATI_ALI,ALI OUESLATI,,,0.55,ambiguous,1.0,0.0,0.0,1.0,1.0,2,0.41,PERSON_OUESLATI_ANIS,3,2009-03-18,2010-11-23,7,1,PERSON_OUESLATI_ALI,- Décidé de coopter Monsieur Ali Oueslati en tant qu'administrateur pour une période de 3 ans.
Chékib NOUIRA||Renouvellement des mandats des administrateurs,Chékib NOUIRA,Renouvellement des mandats des administrateurs,,PERSON_NOUIRA_CHEKIB,CHEKIB NOUIRA,,,0.55,ambiguous,1.0,0.0,0.0,1.0,1.0,2,0.41,PERSON_NOUIRA_CHAKER,1,2008-12-12,2008-12-12,17,1,PERSON_NOUIRA_CHEKIB,"- le renouvellement du mandat des administrateurs : Mr Chékib NOUIRA, Mr Tijani CHELLY, La Banque de Tunisie, Mr Alain COLAS, Mr Norbert de GUILLERON et la nomination de Mr Pierre LEVI comme administr"
Karim Kamoun||Société International Consulting Services SARL (I,Karim Kamoun,Société International Consulting Services SARL (I,1165625Y,PERSON_KAMOUN_KARIM,KARIM KAMMOUN,CO_CONSULTING_SERVICES,SOCIETE DE CONSULTING ET DE SERVICES,0.5,ambiguous,1.0,0.0,1.0,0.0,1.0,13,0.31,PERSON_KAMOUN_KHEDIJA_ABDELKEFI,1,2010-04-14,2010-04-14,17,1,PERSON_KAMOUN_KARIM,Gérance : Monsieur Karim Kamoun a été nommé gérant de la société pour une durée illimitée avec les pouvoirs les plus étendus.
Mahmoud Sellami||Société de Refendage de la Tôle SORETOL,Mahmoud Sellami,Société de Refendage de la Tôle SORETOL,,PERSON_SELAMI_MAHMOUD,MAHMOUD SELLAMI,CO_REFENDAGE_TOLE_SORETOL,SOCIETE DE REFENDAGE DE LA TOLE SORETOL,0.5,ambiguous,1.0,0.0,0.0,1.0,0.0,31,0.285,PERSON_SELAMI_ADNEN,1,2012-05-26,2012-05-26,17,1,PERSON_SELAMI_MAHMOUD,"5- Renouvellement du mandat des membres du conseil d'administration, Monsieur Mahmoud Sellami, Monsieur Adnen Sellami, Monsieur Taoufik Sellami et Madame Samia Sellami épouse Triki pour une période de"
Mustapha Hamrouni||société des Silos Sotacib SARL SSS,Mustapha Hamrouni,société des Silos Sotacib SARL SSS,1119909Y,PERSON_HAMROUNI_MUSTAPHA,MUSTAPHA HAMROUNI,CO_SOTACIB,SOTACIB,0.85,ambiguous,1.0,1.0,1.0,0.0,1.0,36,0.0,PERSON_HAMROUNI_MUSTPAHA,1,2009-10-15,2009-10-15,17,1,PERSON_HAMROUNI_MUSTAPHA,Gérance : Mr Mustapha Hamrouni est nommé en qualité de gérant pour une durée indéterminée avec les pleins pouvoirs.
Tarek Cherif||Approbation des états financiers au 31/12/2010,Tarek Cherif,Approbation des états financiers au 31/12/2010,,PERSON_CHERIF_TAREK,TAREK CHERIF,,,0.475,ambiguous,1.0,0.0,0.0,0.5,1.0,3,0.285,PERSON_CHERIF_TAOUFIK,1,2011-05-05,2011-05-05,17,1,PERSON_CHERIF_TAREK,- Désigner en tant que nouveaux administrateurs pour une durée de 3 ans MM.Mohamed Taoufik Driss et Tarek Cherif;
Tarek Hamila||Nomination du conseil d'administration,Tarek Hamila,Nomination du conseil d'administration,382619D,PERSON_HAMILA_TAREK,TAREK HAMILA,CO_CONSEIL,SOCIETE LE CONSEIL,0.5,ambiguous,1.0,0.0,1.0,0.0,1.0,4,0.05,PERSON_HAMILA_TAREK_BENYASINE,2,2008-04-15,2011-07-15,12,1,PERSON_HAMILA_TAREK,Société Y.K.H HOLDING représentée par Mr Tarek Hamila.
Houda MAHMOUDI||Agrément d'un acte de cession des parts sociales et acceptation des nouveaux associés,Houda MAHMOUDI,Agrément d'un acte de cession des parts sociales et acceptation des nouveaux associés,1011480Y,PERSON_MAHMOUDI_HOUDA,HOUDA MAHMOUDI,,,0.5,ambiguous,1.0,0.0,0.0,1.0,0.0,2,0.15,PERSON_MAHMOUDI_HOUDA_SLAMA,2,2009-05-02,2009-05-02,11,1,PERSON_MAHMOUDI_HOUDA,"1- Par procès-verbal de l'Assemblée Générale Extraordinaire en date du 2 mai 2009, enregistré à la Recette de l'Enregistrement des Actes de Sociétés 1er Bureau en date du 10 juin 2009 quittance n° 753"
Naila HORCHANI||HORCHANI BUSINESS TOWERS,Naila HORCHANI,HORCHANI BUSINESS TOWERS,833998P,PERSON_HORCHANI_NAILA_BSIRI,NAILA BSIRI HORCHANI,CO_HORCHANI_BUSINESS_TOWERS,HORCHANI BUSINESS TOWERS,0.6,ambiguous,1.0,0.0,1.0,1.0,0.0,7,0.15,PERSON_HORCHANI_NAILA,1,2009-10-17,2009-10-17,16,1,PERSON_HORCHANI_NAILA,"1- Approbation de la cession de parts objet du Contrat de cession de parts en date du 17 et 19 octobre 2009, enregistré à la REAS le 20 octobre 2009 sous le numéro 9110250 quittance 12487, en vertu du"
Sami Hachicha||Société INOPLAST LOISIRS,Sami Hachicha,Société INOPLAST LOISIRS,741095X,PERSON_HACHICHA_SAMI,SAMI HACHICHA,CO_INOPLAST,INOPLAST,0.575,ambiguous,1.0,0.0,1.0,0.5,1.0,8,0.31,PERSON_HACHICHA_SOUHEIL,2,2011-04-14,2011-04-14,11,1,PERSON_HACHICHA_SAMI,La société INOPLAST représenté par Mr Sami Hachicha.
Abderrazek Bouricha||Société d'Assistance et de Service S.A.S» - SARL,Abderrazek Bouricha,Société d'Assistance et de Service S.A.S» - SARL,,PERSON_BOURICHA_ABDERAZEK,ABDERRAZEK BOURICHA,,,0.5,ambiguous,1.0,0.0,0.0,1.0,0.0,10,0.15,PERSON_BOURICHA_ABDERAZAK,1,2010-07-21,2010-07-21,15,1,PERSON_BOURICHA_ABDERAZEK,- Mr Abderrazek Bouricha a cédé la totalité de 300 parts sociales qu'il détient dans le capital de la société à l'Agence Maritime MOHAB.SA ;
Ahmed Ben Mabrouk||Groupement d'intérêt économique Mounir et Ahmed Ben Mabrouk,Ahmed Ben Mabrouk,Groupement d'intérêt économique Mounir et Ahmed Ben Mabrouk,,PERSON_MABROUK_AHMED,AHMED MABROUK,CO_AHMED_MABROUK,AHMED MABROUK,0.6382,ambiguous,0.824,1.0,0.0,0.0,0.0,2,0.2882,PERSON_BENMABROUK_AHMED,1,2012-11-04,2012-11-04,15,1,PERSON_BENMABROUK_AHMED,Contrôleur de gestion : Monsieur Ahmed Ben Mabrouk est désigné contrôleur de gestion du groupement.
"Faouzia Slama||Rue du Lac Toba Immeuble Goldina, Les Berges du Lac Tunis",Faouzia Slama,"Rue du Lac Toba Immeuble Goldina, Les Berges du Lac Tunis",31516W,PERSON_SLAMA_FAOUZIA_KHALFALAH,FAOUZIA KHALFALLAH SLAMA,,,0.475,ambiguous,1.0,0.0,0.0,0.5,1.0,13,0.125,PERSON_SLAMA_FAOUZI,1,2009-02-02,2009-02-02,15,1,PERSON_SLAMA_FAOUZIA,"- Le renouvellement du mandat des administrateurs Mme Faouzia Slama, Mr Ali Slama, Mr chihebeddine slama et la société GIAS pour les exercices 2008,2009 et 2010."
Khaled Benjemaa||Société Immobilière Mahboubine S.A,Khaled Benjemaa,Société Immobilière Mahboubine S.A,,PERSON_BENJEMAA_KHALED,KHALED BEN-JEMAA,,,0.55,ambiguous,1.0,0.0,0.0,1.0,1.0,4,0.285,PERSON_BENJEMAA_KARIM,1,2009-10-01,2009-10-01,15,1,PERSON_BENJEMAA_KHALED,7/ La nomination de Mr. Khaled Benjemaa en qualité de directeur général de la société avec les pleins
