strategy,scope,replicate,removed,f,S,mean_other,components
random,lcc,6,1982,0.7899561578318055,0.0039856516540454365,1.3121827411167513,395
random,lcc,6,2007,0.7999202869669191,0.0035870864886408927,1.287206266318538,384
random,lcc,6,2032,0.8098844161020327,0.0035870864886408927,1.2857142857142858,365
random,lcc,6,2057,0.8198485452371462,0.0035870864886408927,1.254957507082153,354
random,lcc,6,2082,0.8298126743722599,0.0035870864886408927,1.233038348082596,340
random,lcc,6,2108,0.840175368672778,0.0035870864886408927,1.1914893617021276,330
random,lcc,6,2133,0.8501394978078916,0.0035870864886408927,1.1687898089171975,315
random,lcc,6,2158,0.8601036269430051,0.0031885213232363493,1.1627118644067798,296
random,lcc,6,2183,0.8700677560781188,0.0023913909924272616,1.146953405017921,280
random,lcc,6,2208,0.8800318852132324,0.0023913909924272616,1.1568627450980393,256
random,lcc,6,2233,0.889996014348346,0.0023913909924272616,1.134453781512605,239
random,lcc,6,2258,0.8999601434834595,0.0015942606616181746,1.1126126126126126,223
random,lcc,6,2283,0.9099242726185731,0.0015942606616181746,1.088235294117647,205
random,lcc,6,2308,0.9198884017536867,0.0015942606616181746,1.0824175824175823,183
random,lcc,6,2333,0.9298525308888003,0.0015942606616181746,1.0886075949367089,159
random,lcc,6,2358,0.939816660023914,0.0015942606616181746,1.072992700729927,138
random,lcc,6,2384,0.950179354324432,0.0007971303308090873,1.0336134453781514,120
random,lcc,6,2409,0.9601434834595456,0.0007971303308090873,1.0315789473684212,96
random,lcc,6,2434,0.9701076125946593,0.0007971303308090873,1.0,74
random,lcc,6,2459,0.9800717417297728,0.00039856516540454366,1.0,50
random,lcc,6,2484,0.9900358708648864,0.00039856516540454366,1.0,25
random,lcc,6,2509,1.0,0.0,0.0,0
random,lcc,7,0,0.0,1.0,0.0,1
random,lcc,7,25,0.00996412913511359,0.9525707453168593,3.357142857142857,29
random,lcc,7,50,0.01992825827022718,0.9290554005579912,2.56,51
random,lcc,7,75,0.029892387405340774,0.8987644479872459,2.9344262295081966,62
random,lcc,7,100,0.03985651654045436,0.8553208449581506,3.371794871794872,79
random,lcc,7,125,0.04982064567556795,0.8361897170187326,3.075268817204301,94
random,lcc,7,151,0.06018333997608609,0.8198485452371462,2.839622641509434,107
random,lcc,7,176,0.07014746911119968,0.7907532881626146,2.5474452554744524,138
random,lcc,7,201,0.08011159824631327,0.7772020725388601,2.5211267605633805,143
random,lcc,7,226,0.09007572738142686,0.7600637704264648,2.4415584415584415,155
random,lcc,7,251,0.10003985651654046,0.7425269031486648,2.3652694610778444,168
random,lcc,7,276,0.11000398565165405,0.6827421283379833,2.613065326633166,200
random,lcc,7,301,0.11996811478676764,0.6616181745715425,2.5488372093023255,216
random,lcc,7,326,0.12993224392188124,0.6488640892785971,2.466666666666667,226
random,lcc,7,351,0.13989637305699482,0.6345157433240335,2.3983050847457625,237
random,lcc,7,376,0.14986050219210842,0.6277401355121562,2.315352697095436,242
random,lcc,7,401,0.159824631327222,0.6002391390992428,2.1423487544483986,282
random,lcc,7,427,0.17018732562774014,0.5926664009565564,2.0950704225352115,285
random,lcc,7,452,0.1801514547628537,0.5767237943403747,2.0065789473684212,305
random,lcc,7,477,0.19011558389796732,0.5420486249501794,2.0934579439252334,322
random,lcc,7,502,0.20007971303308092,0.5213232363491431,2.099099099099099,334
random,lcc,7,527,0.2100438421681945,0.4722997210043842,2.3862275449101795,335
random,lcc,7,552,0.2200079713033081,0.46552411319250697,2.2737752161383287,348
random,lcc,7,577,0.22997210043842167,0.4531685930649661,2.258522727272727,353
random,lcc,7,602,0.23993622957353528,0.4328417696293344,2.171957671957672,379
random,lcc,7,627,0.24990035870864885,0.4097249900358709,2.1511335012594457,398
random,lcc,7,652,0.2598644878437625,0.40215225189318454,2.109452736318408,403
random,lcc,7,677,0.26982861697887606,0.39218812275807097,2.0433734939759036,416
random,lcc,7,703,0.2801913112793942,0.37425269031486647,2.0023094688221708,434
random,lcc,7,728,0.29015544041450775,0.3599043443603029,1.951111111111111,451
random,lcc,7,753,0.3001195695496214,0.3487445197289757,1.870488322717622,472
random,lcc,7,778,0.31008369868473495,0.33838182542845757,1.860759493670886,475
random,lcc,7,803,0.32004782781984853,0.333599043443603,1.8256302521008403,477
random,lcc,7,828,0.33001195695496216,0.33001195695496216,1.7770833333333333,481
random,lcc,7,853,0.33997608609007574,0.3148664806695895,1.7601626016260163,493
random,lcc,7,878,0.3499402152251893,0.30888800318852133,1.7363083164300204,494
random,lcc,7,903,0.3599043443603029,0.3001195695496214,1.7479508196721312,489
random,lcc,7,928,0.3698684734954165,0.29174970107612597,1.6946107784431137,502
random,lcc,7,953,0.3798326026305301,0.28537265842965326,1.68,501
random,lcc,7,979,0.3901952969310482,0.2730171383021124,1.6666666666666667,508
random,lcc,7,1004,0.40015942606616184,0.2638501394978079,1.630560928433269,518
random,lcc,7,1029,0.4101235552012754,0.2586687923475488,1.6135922330097088,516
random,lcc,7,1054,0.420087684336389,0.25508170585890794,1.591796875,513
random,lcc,7,1079,0.43005181347150256,0.24432044639298525,1.5802707930367506,518
random,lcc,7,1104,0.4400159426066162,0.22518931845356716,1.5555555555555556,541
random,lcc,7,1129,0.44998007174172977,0.21921084097249902,1.5456238361266295,538
random,lcc,7,1154,0.45994420087684335,0.2080510163411718,1.5512104283054005,538
random,lcc,7,1179,0.469908330011957,0.20207253886010362,1.521256931608133,542
random,lcc,7,1204,0.47987245914707055,0.1980868872060582,1.507462686567164,537
random,lcc,7,1229,0.4898365882821841,0.1889198884017537,1.4953617810760669,540
random,lcc,7,1254,0.4998007174172977,0.18453567158230372,1.4831460674157304,535
random,lcc,7,1280,0.5101634117178159,0.17736149860502193,1.4736842105263157,533
random,lcc,7,1305,0.5201275408529294,0.16939019529693106,1.483809523809524,526
random,lcc,7,1330,0.530091669988043,0.16739736946990832,1.4680851063829787,518
random,lcc,7,1355,0.5400557991231566,0.1634117178158629,1.4446601941747572,516
random,lcc,7,1380,0.5500199282582702,0.14667198086887206,1.3988970588235294,545
random,lcc,7,1405,0.5599840573933839,0.14308489438023117,1.3899253731343284,537
random,lcc,7,1430,0.5699481865284974,0.1379035472299721,1.3778195488721805,533
random,lcc,7,1455,0.579912315663611,0.1335193304105221,1.3695238095238096,526
random,lcc,7,1480,0.5898764447987246,0.1315265045834994,1.359922178988327,515
random,lcc,7,1505,0.5998405739338382,0.12754085292945397,1.3517786561264822,507
random,lcc,7,1530,0.6098047030689517,0.1195695496213631,1.3472222222222223,505
random,lcc,7,1556,0.6201673973694699,0.11359107214029494,1.3386773547094188,500
random,lcc,7,1581,0.6301315265045835,0.10721402949382224,1.323293172690763,499
random,lcc,7,1606,0.6400956556396971,0.1032283778397768,1.301010101010101,496
random,lcc,7,1631,0.6500597847748106,0.09764846552411319,1.294478527607362,490
random,lcc,7,1656,0.6600239139099243,0.09326424870466321,1.2815734989648033,484
random,lcc,7,1681,0.6699880430450379,0.0876843363889996,1.2536082474226804,486
random,lcc,7,1706,0.6799521721801515,0.03387803905938621,1.4106090373280944,510
random,lcc,7,1731,0.689916301315265,0.03347947389398167,1.4048582995951417,495
random,lcc,7,1756,0.6998804304503786,0.029892387405340774,1.3979381443298968,486
random,lcc,7,1781,0.7098445595854922,0.02949382223993623,1.3596673596673596,482
random,lcc,7,1806,0.7198086887206058,0.027102431247508968,1.3481953290870488,472
random,lcc,7,1832,0.7301713830211239,0.02630530091669988,1.336980306345733,458
random,lcc,7,1857,0.7401355121562375,0.022319649262654444,1.2928416485900216,462
random,lcc,7,1882,0.7500996412913511,0.021522518931845355,1.2676991150442478,453
random,lcc,7,1907,0.7600637704264648,0.021123953766440814,1.2591743119266054,437
random,lcc,7,1932,0.7700278995615784,0.015942606616181746,1.2605633802816902,427
random,lcc,7,1957,0.7799920286966919,0.013949780789159028,1.236842105263158,419
random,lcc,7,1982,0.7899561578318055,0.01315265045834994,1.219753086419753,406
random,lcc,7,2007,0.7999202869669191,0.012355520127540853,1.1893939393939394,397
random,lcc,7,2032,0.8098844161020327,0.0039856516540454365,1.1645885286783042,402
random,lcc,7,2057,0.8198485452371462,0.0035870864886408927,1.144702842377261,388
random,lcc,7,2082,0.8298126743722599,0.0031885213232363493,1.1355013550135502,370
random,lcc,7,2108,0.840175368672778,0.0027899561578318055,1.1354466858789625,348
random,lcc,7,2133,0.8501394978078916,0.0027899561578318055,1.1353846153846154,326
random,lcc,7,2158,0.8601036269430051,0.0019928258270227183,1.1233766233766234,309
random,lcc,7,2183,0.8700677560781188,0.0015942606616181746,1.1219512195121952,288
random,lcc,7,2208,0.8800318852132324,0.0015942606616181746,1.120754716981132,266
random,lcc,7,2233,0.889996014348346,0.0015942606616181746,1.1056910569105691,247
random,lcc,7,2258,0.8999601434834595,0.0011956954962136308,1.1022222222222222,226
random,lcc,7,2283,0.9099242726185731,0.0011956954962136308,1.0985221674876848,204
random,lcc,7,2308,0.9198884017536867,0.0011956954962136308,1.0819672131147542,184
random,lcc,7,2333,0.9298525308888003,0.0011956954962136308,1.0548780487804879,165
random,lcc,7,2358,0.939816660023914,0.0011956954962136308,1.0422535211267605,143
random,lcc,7,2384,0.950179354324432,0.0011956954962136308,1.0517241379310345,117
random,lcc,7,2409,0.9601434834595456,0.0011956954962136308,1.0319148936170213,95
random,lcc,7,2434,0.9701076125946593,0.0011956954962136308,1.0434782608695652,70
random,lcc,7,2459,0.9800717417297728,0.0011956954962136308,1.0444444444444445,46
random,lcc,7,2484,0.9900358708648864,0.00039856516540454366,1.0,25
random,lcc,7,2509,1.0,0.0,0.0,0
random,lcc,8,0,0.0,1.0,0.0,1
random,lcc,8,25,0.00996412913511359,0.9836588282184137,1.1428571428571428,15
random,lcc,8,50,0.01992825827022718,0.9669190912714228,1.5714285714285714,22
random,lcc,8,75,0.029892387405340774,0.9513750498206457,1.4242424242424243,34
random,lcc,8,100,0.03985651654045436,0.9059386209645277,2.8333333333333335,49
random,lcc,8,125,0.04982064567556795,0.8493423674770825,1.9765625,129
random,lcc,8,151,0.06018333997608609,0.8246313272220008,1.8766233766233766,155
random,lcc,8,176,0.07014746911119968,0.7931446791550418,2.0787878787878786,166
random,lcc,8,201,0.08011159824631327,0.7756078118772419,2.0685714285714285,176
random,lcc,8,226,0.09007572738142686,0.7584695097648465,2.0105820105820107,190
random,lcc,8,251,0.10003985651654046,0.7301713830211239,2.21875,193
random,lcc,8,276,0.11000398565165405,0.707453168593065,2.160377358490566,213
random,lcc,8,301,0.11996811478676764,0.697887604623356,2.135514018691589,215
random,lcc,8,326,0.12993224392188124,0.6795536070147469,2.0964912280701755,229
random,lcc,8,351,0.13989637305699482,0.6564368274212834,2.1470588235294117,239
random,lcc,8,376,0.14986050219210842,0.6014348345954563,2.447058823529412,256
random,lcc,8,401,0.159824631327222,0.5882821841371064,2.3670411985018727,268
random,lcc,8,427,0.17018732562774014,0.5675567955360702,2.3840579710144927,277
random,lcc,8,452,0.1801514547628537,0.5548027102431248,2.418181818181818,276
random,lcc,8,477,0.19011558389796732,0.5340773216420884,2.3457627118644067,296
random,lcc,8,502,0.20007971303308092,0.5193304105221204,2.270967741935484,311
random,lcc,8,527,0.2100438421681945,0.48505380629732964,2.451923076923077,313
random,lcc,8,552,0.2200079713033081,0.47349541650059784,2.403125,321
random,lcc,8,577,0.22997210043842167,0.452371462734157,2.3579881656804735,339
random,lcc,8,602,0.23993622957353528,0.4408130729374253,2.2885714285714287,351
random,lcc,8,627,0.24990035870864885,0.43124750896771624,2.1563342318059298,372
random,lcc,8,652,0.2598644878437625,0.42407333599043445,2.1146666666666665,376
random,lcc,8,677,0.26982861697887606,0.4129135113591072,2.056847545219638,388
random,lcc,8,703,0.2801913112793942,0.3961737744121164,2.045340050377834,398
random,lcc,8,728,0.29015544041450775,0.3874053407732164,2.0275689223057642,400
random,lcc,8,753,0.3001195695496214,0.374651255480271,1.9757869249394673,414
random,lcc,8,778,0.31008369868473495,0.3543244320446393,2.0047619047619047,421
random,lcc,8,803,0.32004782781984853,0.34555599840573936,1.9557109557109558,430
random,lcc,8,828,0.33001195695496216,0.3324033479473894,1.9471264367816092,436
random,lcc,8,853,0.33997608609007574,0.3140693503387804,1.8626609442060085,467
random,lcc,8,878,0.3499402152251893,0.2921482662415305,1.814141414141414,496
random,lcc,8,903,0.3599043443603029,0.28616978876046234,1.783132530120482,499
random,lcc,8,928,0.3698684734954165,0.26863292148266243,1.8031809145129225,504
random,lcc,8,953,0.3798326026305301,0.26265444400159427,1.7868525896414342,503
random,lcc,8,979,0.3901952969310482,0.25627740135512156,1.7426326129666012,510
random,lcc,8,1004,0.40015942606616184,0.2427261857313671,1.7263969171483622,520
random,lcc,8,1029,0.4101235552012754,0.23834196891191708,1.715953307392996,515
random,lcc,8,1054,0.420087684336389,0.23116779593463532,1.6730401529636711,524
random,lcc,8,1079,0.43005181347150256,0.2220007971303308,1.6409774436090225,533
random,lcc,8,1104,0.4400159426066162,0.20844958150657633,1.618348623853211,546
random,lcc,8,1129,0.44998007174172977,0.2044639298525309,1.6055555555555556,541
random,lcc,8,1154,0.45994420087684335,0.18612993224392188,1.6567164179104477,537
random,lcc,8,1179,0.469908330011957,0.18055001992825828,1.6091743119266055,546
random,lcc,8,1204,0.47987245914707055,0.17018732562774014,1.6169429097605894,544
random,lcc,8,1229,0.4898365882821841,0.16540454364288562,1.6018518518518519,541
random,lcc,8,1254,0.4998007174172977,0.15663611000398564,1.5992578849721706,540
random,lcc,8,1280,0.5101634117178159,0.1526504583499402,1.5666666666666667,541
random,lcc,8,1305,0.5201275408529294,0.15105619768832204,1.5566037735849056,531
random,lcc,8,1330,0.530091669988043,0.14188919888401755,1.564638783269962,527
random,lcc,8,1355,0.5400557991231566,0.13312076524511757,1.5738963531669865,522
random,lcc,8,1380,0.5500199282582702,0.12594659226783578,1.5574712643678161,523
random,lcc,8,1405,0.5599840573933839,0.11638102829812674,1.5378787878787878,529
random,lcc,8,1430,0.5699481865284974,0.11279394180948585,1.5219885277246654,524
random,lcc,8,1455,0.579912315663611,0.10721402949382224,1.4839319470699432,530
random,lcc,8,1480,0.5898764447987246,0.10442407333599044,1.483558994197292,518
random,lcc,8,1505,0.5998405739338382,0.09645277002789956,1.4597701149425288,523
random,lcc,8,1530,0.6098047030689517,0.09326424870466321,1.4522417153996101,514
random,lcc,8,1556,0.6201673973694699,0.08609007572738142,1.4366471734892787,514
random,lcc,8,1581,0.6301315265045835,0.0685532084495815,1.4736842105263157,514
random,lcc,8,1606,0.6400956556396971,0.06695894778796334,1.4525691699604744,507
random,lcc,8,1631,0.6500597847748106,0.05779194898365883,1.4543650793650793,505
random,lcc,8,1656,0.6600239139099243,0.055400557991231565,1.4166666666666667,505
random,lcc,8,1681,0.6699880430450379,0.055001992825827024,1.4081632653061225,491
random,lcc,8,1706,0.6799521721801515,0.053806297329613395,1.397489539748954,479
random,lcc,8,1731,0.689916301315265,0.05221203666799522,1.3736730360934182,472
random,lcc,8,1756,0.6998804304503786,0.05061777600637704,1.3668122270742358,459
random,lcc,8,1781,0.7098445595854922,0.04822638501394978,1.3549107142857142,449
random,lcc,8,1806,0.7198086887206058,0.04583499402152252,1.3394077448747153,440
random,lcc,8,1832,0.7301713830211239,0.04424073335990435,1.3071593533487298,434
random,lcc,8,1857,0.7401355121562375,0.04304503786369071,1.3076923076923077,417
random,lcc,8,1882,0.7500996412913511,0.04145077720207254,1.2694174757281553,413
random,lcc,8,1907,0.7600637704264648,0.037465125548027105,1.2390243902439024,411
random,lcc,8,1932,0.7700278995615784,0.03626943005181347,1.2272727272727273,397
random,lcc,8,1957,0.7799920286966919,0.03188521323236349,1.2164948453608246,389
random,lcc,8,1982,0.7899561578318055,0.03188521323236349,1.2113821138211383,370
random,lcc,8,2007,0.7999202869669191,0.029095257074531686,1.208450704225352,356
random,lcc,8,2032,0.8098844161020327,0.027500996412913512,1.217910447761194,336
random,lcc,8,2057,0.8198485452371462,0.024711040255081706,1.1854103343465046,330
random,lcc,8,2082,0.8298126743722599,0.023913909924272617,1.180064308681672,312
random,lcc,8,2108,0.840175368672778,0.01514547628537266,1.1560509554140128,315
random,lcc,8,2133,0.8501394978078916,0.01434834595456357,1.137123745819398,300
random,lcc,8,2158,0.8601036269430051,0.01315265045834994,1.1316725978647686,282
random,lcc,8,2183,0.8700677560781188,0.00757273814268633,1.1003584229390682,280
random,lcc,8,2208,0.8800318852132324,0.0051813471502590676,1.0786516853932584,268
random,lcc,8,2233,0.889996014348346,0.0051813471502590676,1.0867768595041323,243
random,lcc,8,2258,0.8999601434834595,0.00438421681944998,1.0762331838565022,224
random,lcc,8,2283,0.9099242726185731,0.00438421681944998,1.075,201
random,lcc,8,2308,0.9198884017536867,0.00438421681944998,1.0497237569060773,182
random,lcc,8,2333,0.9298525308888003,0.0011956954962136308,1.035928143712575,168
random,lcc,8,2358,0.939816660023914,0.0007971303308090873,1.0347222222222223,145
random,lcc,8,2384,0.950179354324432,0.0007971303308090873,1.0336134453781514,120
random,lcc,8,2409,0.9601434834595456,0.0007971303308090873,1.0103092783505154,98
random,lcc,8,2434,0.9701076125946593,0.0007971303308090873,1.0138888888888888,73
random,lcc,8,2459,0.9800717417297728,0.0007971303308090873,1.0,49
random,lcc,8,2484,0.9900358708648864,0.00039856516540454366,1.0,25
random,lcc,8,2509,1.0,0.0,0.0,0
random,lcc,9,0,0.0,1.0,0.0,1
random,lcc,9,25,0.00996412913511359,0.9836588282184137,1.3333333333333333,13
random,lcc,9,50,0.01992825827022718,0.9457951375049821,2.2051282051282053,40
random,lcc,9,75,0.029892387405340774,0.9095257074531686,2.303030303030303,67
random,lcc,9,100,0.03985651654045436,0.8939816660023914,2.1012658227848102,80
random,lcc,9,125,0.04982064567556795,0.8612993224392188,1.8739495798319328,120
random,lcc,9,151,0.06018333997608609,0.8433638899960143,1.8615384615384616,131
random,lcc,9,176,0.07014746911119968,0.8062973296133918,1.9620253164556962,159
random,lcc,9,201,0.08011159824631327,0.7748106815464328,2.022222222222222,181
random,lcc,9,226,0.09007572738142686,0.762455161418892,1.9576719576719577,190
random,lcc,9,251,0.10003985651654046,0.6966919091271423,2.5888324873096447,198
random,lcc,9,276,0.11000398565165405,0.6835392586687924,2.5643564356435644,203
random,lcc,9,301,0.11996811478676764,0.666400956556397,2.5645933014354068,210
random,lcc,9,326,0.12993224392188124,0.6448784376245517,2.6036866359447006,218
random,lcc,9,351,0.13989637305699482,0.620964527700279,2.6785714285714284,225
random,lcc,9,376,0.14986050219210842,0.6006377042646472,2.6982758620689653,233
random,lcc,9,401,0.159824631327222,0.5815065763252292,2.6275303643724697,248
random,lcc,9,427,0.17018732562774014,0.565962534874452,2.648,251
random,lcc,9,452,0.1801514547628537,0.5308888003188521,2.685185185185185,271
random,lcc,9,477,0.19011558389796732,0.5125548027102431,2.5724137931034483,291
random,lcc,9,502,0.20007971303308092,0.5061777600637705,2.5590277777777777,289
random,lcc,9,527,0.2100438421681945,0.49422080510163413,2.4407894736842106,305
random,lcc,9,552,0.2200079713033081,0.4854523714627342,2.3915857605177995,310
random,lcc,9,577,0.22997210043842167,0.47628537265842963,2.3471337579617835,315
random,lcc,9,602,0.23993622957353528,0.45715424471901156,2.303030303030303,331
random,lcc,9,627,0.24990035870864885,0.4483858110801116,2.2005813953488373,345
random,lcc,9,652,0.2598644878437625,0.43124750896771624,2.146814404432133,362
random,lcc,9,677,0.26982861697887606,0.4180948585093663,2.139344262295082,367
random,lcc,9,703,0.2801913112793942,0.4109206855320845,2.129120879120879,365
random,lcc,9,728,0.29015544041450775,0.3778397768035074,2.0517241379310347,407
random,lcc,9,753,0.3001195695496214,0.37026703866082106,1.9879807692307692,417
random,lcc,9,778,0.31008369868473495,0.3622957353527302,1.947867298578199,423
random,lcc,9,803,0.32004782781984853,0.35273017138302115,1.8830275229357798,437
random,lcc,9,828,0.33001195695496216,0.3459545635711439,1.856164383561644,439
random,lcc,9,853,0.33997608609007574,0.33559186927062573,1.8129175946547884,450
random,lcc,9,878,0.3499402152251893,0.3188521323236349,1.8183807439824946,458
random,lcc,9,903,0.3599043443603029,0.3096851335193304,1.7904967602591793,464
random,lcc,9,928,0.3698684734954165,0.30569948186528495,1.7657266811279826,462
random,lcc,9,953,0.3798326026305301,0.29254683140693505,1.7305263157894737,476
random,lcc,9,979,0.3901952969310482,0.2845755280988442,1.728813559322034,473
random,lcc,9,1004,0.40015942606616184,0.2694300518134715,1.6952965235173825,490
random,lcc,9,1029,0.4101235552012754,0.23714627341570346,1.7806841046277666,498
random,lcc,9,1054,0.420087684336389,0.2283778397768035,1.753479125248509,504
random,lcc,9,1079,0.43005181347150256,0.21243523316062177,1.7727272727272727,507
random,lcc,9,1104,0.4400159426066162,0.21084097249900358,1.7415506958250497,504
random,lcc,9,1129,0.44998007174172977,0.20765245117576725,1.728370221327968,498
random,lcc,9,1154,0.45994420087684335,0.1937026703866082,1.7449799196787148,499
random,lcc,9,1179,0.469908330011957,0.18772419290554004,1.7043650793650793,505
random,lcc,9,1204,0.47987245914707055,0.1789557592666401,1.6784313725490196,511
random,lcc,9,1229,0.4898365882821841,0.1590275009964129,1.697495183044316,520
random,lcc,9,1254,0.4998007174172977,0.15225189318453566,1.6471698113207547,531
random,lcc,9,1280,0.5101634117178159,0.14946193702670388,1.614366729678639,530
random,lcc,9,1305,0.5201275408529294,0.13192506974890394,1.6317757009345795,536
random,lcc,9,1330,0.530091669988043,0.12554802710243124,1.5970425138632163,542
random,lcc,9,1355,0.5400557991231566,0.11917098445595854,1.5833333333333333,541
random,lcc,9,1380,0.5500199282582702,0.11717815862893582,1.5754716981132075,531
random,lcc,9,1405,0.5599840573933839,0.11279394180948585,1.5461393596986817,532
random,lcc,9,1430,0.5699481865284974,0.11000398565165405,1.5295238095238095,526
random,lcc,9,1455,0.579912315663611,0.09605420486249502,1.5515267175572518,525
random,lcc,9,1480,0.5898764447987246,0.09166998804304503,1.5190114068441065,527
random,lcc,9,1505,0.5998405739338382,0.09007572738142686,1.4961538461538462,521
random,lcc,9,1530,0.6098047030689517,0.08688720605819052,1.4634615384615384,521
random,lcc,9,1556,0.6201673973694699,0.03387803905938621,1.5043327556325823,578
random,lcc,9,1581,0.6301315265045835,0.03029095257074532,1.4843205574912892,575
random,lcc,9,1606,0.6400956556396971,0.029892387405340774,1.481216457960644,560
random,lcc,9,1631,0.6500597847748106,0.029892387405340774,1.4788213627992635,544
random,lcc,9,1656,0.6600239139099243,0.029095257074531686,1.455223880597015,537
random,lcc,9,1681,0.6699880430450379,0.02869669190912714,1.4078212290502794,538
random,lcc,9,1706,0.6799521721801515,0.028298126743722597,1.3785310734463276,532
random,lcc,9,1731,0.689916301315265,0.027899561578318056,1.3589251439539347,522
random,lcc,9,1756,0.6998804304503786,0.026703866082104424,1.3450980392156864,511
random,lcc,9,1781,0.7098445595854922,0.022718214428058988,1.3287128712871288,506
random,lcc,9,1806,0.7198086887206058,0.022319649262654444,1.315040650406504,493
random,lcc,9,1832,0.7301713830211239,0.022319649262654444,1.3018867924528301,478
random,lcc,9,1857,0.7401355121562375,0.00876843363889996,1.331923890063425,474
random,lcc,9,1882,0.7500996412913511,0.00876843363889996,1.315217391304348,461
random,lcc,9,1907,0.7600637704264648,0.00876843363889996,1.303370786516854,446
random,lcc,9,1932,0.7700278995615784,0.00876843363889996,1.2937062937062938,430
random,lcc,9,1957,0.7799920286966919,0.00876843363889996,1.289537712895377,412
random,lcc,9,1982,0.7899561578318055,0.007971303308090873,1.2706766917293233,400
random,lcc,9,2007,0.7999202869669191,0.007971303308090873,1.2650918635170603,382
random,lcc,9,2032,0.8098844161020327,0.007971303308090873,1.228494623655914,373
random,lcc,9,2057,0.8198485452371462,0.00757273814268633,1.2061281337047354,360
random,lcc,9,2082,0.8298126743722599,0.007174172977281785,1.1994134897360704,342
random,lcc,9,2108,0.840175368672778,0.007174172977281785,1.1857585139318885,324
random,lcc,9,2133,0.8501394978078916,0.006377042646472699,1.180327868852459,306
random,lcc,9,2158,0.8601036269430051,0.006377042646472699,1.1551724137931034,291
random,lcc,9,2183,0.8700677560781188,0.0027899561578318055,1.0924657534246576,293
random,lcc,9,2208,0.8800318852132324,0.0023913909924272616,1.0845588235294117,273
random,lcc,9,2233,0.889996014348346,0.0023913909924272616,1.08,251
random,lcc,9,2258,0.8999601434834595,0.0023913909924272616,1.079295154185022,228
random,lcc,9,2283,0.9099242726185731,0.0023913909924272616,1.0628019323671498,208
random,lcc,9,2308,0.9198884017536867,0.0015942606616181746,1.053475935828877,188
random,lcc,9,2333,0.9298525308888003,0.0015942606616181746,1.0552147239263803,164
random,lcc,9,2358,0.939816660023914,0.0015942606616181746,1.027972027972028,144
random,lcc,9,2384,0.950179354324432,0.0011956954962136308,1.0082644628099173,122
random,lcc,9,2409,0.9601434834595456,0.0007971303308090873,1.0,99
random,lcc,9,2434,0.9701076125946593,0.0007971303308090873,1.0,74
random,lcc,9,2459,0.9800717417297728,0.0007971303308090873,1.0,49
random,lcc,9,2484,0.9900358708648864,0.00039856516540454366,1.0,25
random,lcc,9,2509,1.0,0.0,0.0,0
random,lcc,10,0,0.0,1.0,0.0,1
random,lcc,10,25,0.00996412913511359,0.9852530888800319,1.3333333333333333,10
random,lcc,10,50,0.01992825827022718,0.9653248306098047,1.2758620689655173,30
random,lcc,10,75,0.029892387405340774,0.8748505380629733,4.596153846153846,53
random,lcc,10,100,0.03985651654045436,0.8381825428457553,4.434782608695652,70
random,lcc,10,125,0.04982064567556795,0.817457154244719,3.659340659340659,92
random,lcc,10,151,0.06018333997608609,0.7943403746512555,3.3181818181818183,111
random,lcc,10,176,0.07014746911119968,0.7676365085691511,3.2301587301587302,127
random,lcc,10,201,0.08011159824631327,0.7429254683140694,2.9210526315789473,153
random,lcc,10,226,0.09007572738142686,0.7146273415703468,2.784090909090909,177
random,lcc,10,251,0.10003985651654046,0.6775607811877242,3.016216216216216,186
random,lcc,10,276,0.11000398565165405,0.6699880430450379,2.983783783783784,186
random,lcc,10,301,0.11996811478676764,0.6404942208051017,2.8349056603773586,213
random,lcc,10,326,0.12993224392188124,0.6277401355121562,2.776255707762557,220
random,lcc,10,351,0.13989637305699482,0.5918692706257473,3.0730593607305936,220
random,lcc,10,376,0.14986050219210842,0.5767237943403747,2.8945147679324896,238
random,lcc,10,401,0.159824631327222,0.5559984057393383,2.946280991735537,243
random,lcc,10,427,0.17018732562774014,0.5352730171383021,2.7992424242424243,265
random,lcc,10,452,0.1801514547628537,0.511757672379434,2.8419117647058822,273
random,lcc,10,477,0.19011558389796732,0.4866480669589478,2.7773972602739727,293
random,lcc,10,502,0.20007971303308092,0.47070546034276606,2.6993464052287583,307
random,lcc,10,527,0.2100438421681945,0.4388202471104026,2.753125,321
random,lcc,10,552,0.2200079713033081,0.43124750896771624,2.6595744680851063,330
random,lcc,10,577,0.22997210043842167,0.41490633718612996,2.5384615384615383,352
random,lcc,10,602,0.23993622957353528,0.4089278597050618,2.4337016574585637,363
random,lcc,10,627,0.24990035870864885,0.4037465125548027,2.4005524861878453,363
random,lcc,10,652,0.2598644878437625,0.3917895575926664,2.3306666666666667,376
random,lcc,10,677,0.26982861697887606,0.3798326026305301,2.236641221374046,394
random,lcc,10,703,0.2801913112793942,0.3599043443603029,2.170673076923077,417
random,lcc,10,728,0.29015544041450775,0.356317257871662,2.0919811320754715,425
random,lcc,10,753,0.3001195695496214,0.319649262654444,2.0428265524625266,468
random,lcc,10,778,0.31008369868473495,0.3064966121960941,2.0599571734475375,468
random,lcc,10,803,0.32004782781984853,0.29533678756476683,2.0146137787056366,480
random,lcc,10,828,0.33001195695496216,0.28178557194101234,1.9918200408997955,490
random,lcc,10,853,0.33997608609007574,0.2793941809485851,1.9410569105691058,493
