node_id,label,node_class,degree,betweenness,eigenvector,closeness,coreness,participation,community,component,in_lcc
CO_21_LOGIX,21 LOGIX,private,1,0.0,0.7071067811865475,0.6666666666666666,1,0.0,0,0,0
CO_2F_DEVELOPMENT_AND_ENGINEERING,2F DEVELOPMENT AND ENGINEERING,private,1,0.0,0.5773502691896257,0.6,1,0.0,1,1,0
CO_2M_INFORMATIQUE,2M INFORMATIQUE,private,1,0.0,0.7071067811865474,0.6666666666666666,1,0.0,2,2,0
CO_2_A_TANNING,2 A TANNING,private,1,0.0,1.0,1.0,1,0.0,3,3,0
CO_3D,3D,private,1,0.0,0.7071067811865476,0.6666666666666666,1,0.0,4,4,0
CO_3D_SOFT,3D SOFT,private,1,0.0,0.4082482904638632,0.5454545454545454,1,0.0,5,5,0
CO_A4CONTENT,A4CONTENT,private,1,0.0,0.7071067811865474,0.6666666666666666,1,0.0,6,6,0
CO_ABACUS,ABACUS,private,1,0.0,1.0,1.0,1,0.0,7,7,0
CO_ABATTOIR_AVICOLE_ESSOUASSI,SOCIETE ABATTOIR AVICOLE ESSOUASSI,private,1,0.0,1.0,1.0,1,0.0,8,8,0
CO_ABC_WEBMAKETING,ABC WEBMAKETING,private,1,0.0,0.7071067811865474,0.6666666666666666,1,0.0,6,6,0
CO_ABDENNADHER,ETABLISSEMENTS ABDENNADHER,private,1,0.0,1.0,1.0,1,0.0,9,9,0
CO_ABDENNADHER_DESIGN,ABDENNADHER DESIGN,private,1,0.0,0.002250359251770273,0.13681741312530685,1,0.0,10,10,1
CO_ABDENNADHER_MOLKA_EXPORT_SAME,SOCIETE ABDENNADHER MOLKA EXPORT SAME,private,1,0.0,1.0,1.0,1,0.0,11,11,0
CO_ABDENNADHER_REALISATION_RESEAUX_A2R,SOCIETE ABDENNADHER DE REALISATION DES RESEAUX A2R,private,1,0.0,2.425375435123115e-12,0.06460753754604703,1,0.0,12,10,1
CO_ABIR_SERVICES,ABIR SERVICES,private,1,0.0,0.2764714375997667,0.5,1,0.0,13,12,0
CO_ABM_INFORMATIQUE,ABM INFORMATIQUE,private,1,0.0,0.5,0.4,1,0.0,14,13,0
CO_ACCESSOIRES_TEXTILES_COMPANY,ACCESSOIRES TEXTILES COMPANY ATC,private,1,0.0,0.7071067811865477,0.6666666666666666,1,0.0,15,14,0
CO_ACES,SOCIETE ACES,private,1,0.0,1.0,1.0,1,0.0,16,15,0
CO_ACIER_TECHNOLOGIE,SOCIETE ACIER ET TECHNOLOGIE,private,1,0.0,7.15341335972082e-05,0.11687403886481197,1,0.0,17,10,1
CO_ACOBEN,ACOBEN,private,1,0.0,0.7071067811865474,0.6666666666666666,1,0.0,18,16,0
CO_ACOMED,ACOMED,private,1,0.0,1.0,1.0,1,0.0,19,17,0
CO_ACTIA_TUNISIE,ACTIA TUNISIE,private,1,0.0,0.7071067811865477,0.6666666666666666,1,0.0,20,18,0
CO_ACTION_RAPIDE,ACTION RAPIDE,private,1,0.0,1.0,1.0,1,0.0,21,19,0
CO_ADAM_DISTRIBUTION,ADAM DE DISTRIBUTION,private,1,0.0,1.0,1.0,1,0.0,22,20,0
CO_ADD_VALUE_CONSULTING,ADD VALUE CONSULTING,private,1,0.0,0.5773502691896258,0.6,1,0.0,23,21,0
CO_ADECCO_TUNISIE,ADECCO TUNISIE,private,1,0.0,1.0,1.0,1,0.0,24,22,0
CO_ADHE_ELS_INTERNATIONAL,SOCIETE ADHE ELS INTERNATIONAL,private,1,0.0,0.004070343527634425,0.1442457008109507,1,0.0,10,10,1
CO_ADVANCED_COMPUTER_SOLUTIONS,ADVANCED COMPUTER SOLUTIONS ACS,private,1,0.0,0.0879308475991638,0.24489795918367346,1,0.0,25,23,0
CO_ADWYA,SANOFI AVENTIS PHARMA TUNISIE,private,2,4.0,1.0,0.6666666666666666,1,0.0,26,24,0
CO_AEROSOL_CAP_BON,SOCIETE AEROSOL DU CAP BON,private,3,0.6444444444444445,0.5273470999920931,0.46875,3,0.0,27,25,0
CO_AERO_TUNISIA,AERO TUNISIA,private,2,7515.0,0.00012784383392138587,0.12380905366046305,1,0.0,28,10,1
CO_AFRICAINE_PEINTURE,SOCIETE AFRICAINE DE PEINTURE,private,1,0.0,0.7071067811865474,0.6666666666666666,1,0.0,29,26,0
CO_AFRICAIN_GLOBAL_SERVICES_TUNISIE,AFRICAIN GLOBAL SERVICES TUNISIE,private,1,0.0,0.5773502691896258,0.6,1,0.0,30,27,0
CO_AFRICAN_RECYCLING_AFREC,SOCIETE AFRICAN RECYCLING AFREC,private,1,0.0,0.5773502691896257,0.6,1,0.0,31,28,0
CO_AFRICAN_TRADE_INTERNATIONAL,SOCIETE AFRICAN TRADE INTERNATIONAL,private,1,0.0,1.0,1.0,1,0.0,32,29,0
CO_AFRICA_ELECTRIQUE,SOCIETE AFRICA ELECTRIQUE,private,1,0.0,0.5773502691896257,0.6,1,0.0,33,30,0
CO_AFRICA_FRIP,AFRICA FRIP,private,2,1.0,1.0,1.0,1,0.0,34,31,0
CO_AFRICA_INDUSTRIE,AFRICA INDUSTRIE,private,3,9.0,0.9999999999999996,0.5454545454545454,1,0.0,35,32,0
CO_AFRICA_MODE,AFRICA MODE,private,2,1.0,1.0,1.0,1,0.0,36,33,0
CO_AFRIC_SUPPORT,AFRIC SUPPORT,private,1,0.0,1.0,1.0,1,0.0,37,34,0
CO_AFRIKA_MAGLIERIA_CONFEZIONE,SOCIETE AFRIKA MAGLIERIA CONFEZIONE,private,1,0.0,1.0,1.0,1,0.0,38,35,0
CO_AFRIKISOL_INDUSTRIE,AFRIKISOL INDUSTRIE,private,1,0.0,1.0,1.0,1,0.0,39,36,0
CO_AFRIQUE_CHIMIE,SOCIETE AFRIQUE CHIMIE,private,1,0.0,1.0,1.0,1,0.0,40,37,0
CO_AFRI_CHROME,AFRI CHROME,private,1,0.0,1.0,1.0,1,0.0,41,38,0
CO_AGENCE_FRANCO_TUNISIENNE_DARCHITECTURE_AFTA,AGENCE FRANCO TUNISIENNE DARCHITECTURE AFTA,private,1,0.0,1.0,1.0,1,0.0,42,39,0
CO_AGENCE_MARITIME_TAHER_BOURICHA_CIE,AGENCE MARITIME TAHER BOURICHA ET CIE,private,3,15017.0,3.305597255554237e-06,0.09865858935525747,1,0.0,43,10,1
CO_AGET_CONSTRUCTION,AGET CONSTRUCTION,private,1,0.0,0.3145062746863118,0.5,1,0.0,44,40,0
CO_AGET_TECHNOLOGIE,AGET TECHNOLOGIE,private,1,0.0,0.3145062746863118,0.5,1,0.0,44,40,0
CO_AGIC_TUNISIE,AGIC TUNISIE,private,1,0.0,1.0,1.0,1,0.0,45,41,0
CO_AGL_TECHNOLOGIES,AGL TECHNOLOGIES,private,1,0.0,1.0,1.0,1,0.0,46,42,0
CO_AGRAL,AGRAL,private,1,0.0,0.0006491550127145716,0.1287606530444604,1,0.0,47,10,1
CO_AGRIBAT,AGRIBAT,private,1,0.0,0.2234616670623035,0.2236024844720497,1,0.0,48,43,0
CO_AGRICOLE_ALFARAJ,SOCIETE AGRICOLE ALFARAJ,private,1,0.0,0.7071067811865474,0.6666666666666666,1,0.0,49,44,0
CO_AGRICOLE_COMMERCIALE_INDUSTRIELLE_SUD_SACIS,"SOCIETE AGRICOLE, COMMERCIALE, INDUSTRIELLE DU SUD SACIS",private,4,2.45,0.8823406923851644,0.1888412017167382,4,0.0,50,45,0
CO_AGRICOLE_FRUITS_IDEALES_SAFI,SOCIETE AGRICOLE DE FRUITS IDEALES SAFI,private,1,0.0,0.7071067811865474,0.6666666666666666,1,0.0,51,46,0
CO_AGRICOLE_GARGOURI,SOCIETE AGRICOLE GARGOURI,private,1,0.0,7.15341335972082e-05,0.11687403886481197,1,0.0,17,10,1
CO_AGRICOLE_JSK,SOCIETE AGRICOLE JSK,private,2,7452.999999999998,0.00012563727022308924,0.12243104710763973,2,0.0,43,10,1
CO_AGRICOLE_MARGHERITA_SAMAR,SOCIETE AGRICOLE MARGHERITA SAMAR,private,1,0.0,0.00045019959785319943,0.12801143323805636,1,0.0,52,10,1
CO_AGRICOLE_SABA,SOCIETE AGRICOLE SABA,private,1,0.0,0.00025610544860161713,0.13046192259675407,1,0.0,53,10,1
CO_AGRICOLE_SAOUEF,AGRICOLE SAOUEF,private,1,0.0,0.00012345489603960897,0.12235936966385325,1,0.0,43,10,1
CO_AGRICOLE_SIDI_DAOUED,AGRICOLE SIDI DAOUED,private,2,13276.897156504725,0.0002583023957435773,0.130611394646391,2,0.0,53,10,1
CO_AGRIMED,AGRIMED,private,1,0.0,0.7071067811865478,0.6666666666666666,1,0.0,54,47,0
CO_AGRI_BUSINESS_COMPANY_ABCO_SIDI_DAOUD,SOCIETE AGRI BUSINESS COMPANY ABCO SIDI DAOUD,private,2,5.0,0.5996764100727926,0.5454545454545454,1,0.0,55,48,0
CO_AGRI_PRODUCTION,AGRI –PRODUCTION,private,1,0.0,0.22011960522843702,0.2155688622754491,1,0.0,48,43,0
CO_AGROCO_MED,AGROCO MED,private,1,0.0,0.2581988897471611,0.5172413793103449,1,0.0,56,49,0
CO_AGROLIVA_INTERNATIONAL,AGROLIVA INTERNATIONAL,private,1,0.0,0.7071067811865477,0.6666666666666666,1,0.0,57,50,0
CO_AGROMED,AGROMED,private,1,0.0,0.00025610544860161713,0.13046192259675407,1,0.0,53,10,1
CO_AGRONAT,AGRONAT,private,1,0.0,0.7071067811865475,0.6666666666666666,1,0.0,58,51,0
CO_AGRO_MELANGE_TECHNOLOGIE_EN_ABREGE,AGRO MELANGE TECHNOLOGIE EN ABREGE AMT,private,2,1.0,1.0,1.0,1,0.0,59,52,0
CO_AGRO_ZITEX,AGRO ZITEX,private,1,0.0,1.0,1.0,1,0.0,60,53,0
CO_AGRUMES_GOLFE,LES AGRUMES DU GOLFE,private,1,0.0,0.7071067811865475,0.6666666666666666,1,0.0,61,54,0
CO_AHMED_GAALOUL_FILS,ETABLISSEMENT AHMED GAALOUL ET FILS,private,2,1.0,1.0,1.0,1,0.0,62,55,0
CO_AH_CREATION,SOCIETE AH CREATION,private,1,0.0,1.0,1.0,1,0.0,63,56,0
CO_AIGLE_ROYAL_PROMOTION,SOCIETE AIGLE ROYAL PROMOTION,private,1,0.0,0.00012210089242011788,0.11750925361945369,1,0.0,47,10,1
CO_AIRESOFT_INTEGRATION,AIRESOFT INTEGRATION,private,1,0.0,0.7071067811865475,0.6666666666666666,1,0.0,64,57,0
CO_AIR_LIQUIDE_SPECNA,AIR LIQUIDE SPECNA,private,1,0.0,0.09743827865564883,0.24324324324324326,1,0.0,65,58,0
CO_AIR_LIQUIDE_TUNISIE,AIR LIQUIDE TUNISIE,private,1,0.0,1.0,1.0,1,0.0,66,59,0
CO_AIR_LIQUIDE_TUNISIE_SERVICES,AIR LIQUIDE TUNISIE SERVICES,private,2,1.0,1.0,1.0,1,0.0,67,60,0
CO_AIR_PRESS_CONSULTING,SOCIETE AIR PRESS CONSULTING,private,1,0.0,1.0,1.0,1,0.0,68,61,0
CO_AKOUDA_LINGERIE,AKOUDA LINGERIE,private,1,0.0,1.0,1.0,1,0.0,69,62,0
CO_AKOUI_TEX,AKOUI TEX,private,1,0.0,1.0,1.0,1,0.0,70,63,0
CO_AKYES,AKYES,private,1,0.0,1.0,1.0,1,0.0,71,64,0
CO_ALAA_SERVICES,ALAA SERVICES,private,1,0.0,0.7071067811865475,0.6666666666666666,1,0.0,72,65,0
CO_ALDIANA_DJERBA,ALDIANA DJERBA,private,3,65084.0,7.821351036560533e-05,0.11235552369859332,2,0.0,73,10,1
CO_ALFA,SOCIETE ALFA,private,1,0.0,1.0,1.0,1,0.0,74,66,0
CO_ALFACOM,ALFACOM,private,2,6.0,1.0,0.5555555555555556,1,0.0,75,67,0
CO_ALFA_MARMI,ALFA MARMI,private,1,0.0,1.0,1.0,1,0.0,76,68,0
CO_ALGERO_TUNISIENNE_COMMERCE_INTERNATIONAL_SATCI,SOCIETE ALGERO TUNISIENNE DE COMMERCE INTERNATIONAL SATCI,private,1,0.0,0.00039301283235422725,0.12359550561797752,1,0.0,77,10,1
CO_ALHIFADH_SICAV,ALHIFADH SICAV,private,2,2507.000000000001,2.173987423374925e-12,0.0652666094152549,1,0.0,78,10,1
CO_ALIMEX,ALIMEX,private,1,0.0,3.4561081462283055e-07,0.0931545518701482,1,0.0,17,10,1
CO_ALIM_PACK,ALIM PACK,private,1,0.0,0.7071067811865478,0.6666666666666666,1,0.0,54,47,0
CO_ALKIMIA_PACKAGING,ALKIMIA PACKAGING,private,1,0.0,1.0,1.0,1,0.0,79,69,0
