node_id,label,node_class,degree,betweenness,eigenvector,closeness,coreness,participation,community,component,in_lcc
CO_ALLEMANDE_TECHNOLOGIES_D_ENERGIE_RENOUVELABLE_SATER,SOCIETE ALLEMANDE DES TECHNOLOGIES D'ENERGIE RENOUVELABLE SATER,private,1,0.0,1.957079738496287e-05,0.11156087362661803,1,0.0,77,10,1
CO_ALLEMAND_TUNISIENNE_COMMERCE,SOCIETE ALLEMAND TUNISIENNE DE COMMERCE,private,1,0.0,1.0,1.0,1,0.0,80,70,0
CO_ALLIANCE_AND_CO,ALLIANCE AND CO,private,2,4.0,0.801937735804838,0.45454545454545453,1,0.0,75,67,0
CO_ALLIANCE_PHARMA,ALLIANCE PHARMA,private,4,7518.0,1.0723202603239591e-08,0.08215139703232992,1,0.0,81,10,1
CO_ALLO_TAXI_SFAX,ALLO TAXI SFAX,private,1,0.0,0.6180339887498952,0.5,1,0.0,82,71,0
CO_ALLUMENAGE,SOCIETE ALLUMENAGE,private,1,0.0,1.0,1.0,1,0.0,83,72,0
CO_ALMES,ALMES,private,2,49340.0,0.00026049792230977635,0.13100710405348934,2,0.0,53,10,1
CO_ALNAJEH_AGRICOLE,SOCIETE ALNAJEH AGRICOLE,private,1,0.0,0.6180339887498945,0.5,1,0.0,84,73,0
CO_ALPHA_BUS_TUNISIE,ALPHA BUS TUNISIE,private,2,4.0,0.6280515301597562,0.625,1,0.0,85,74,0
CO_ALPHA_CUISINE,ALPHA CUISINE,private,1,0.0,1.0,1.0,1,0.0,86,75,0
CO_ALTA_MEUBLES,ALTA MEUBLES,private,1,0.0,1.0,1.0,1,0.0,87,76,0
CO_ALTEA_PACKAGING_HOLDING_TUNISIE,ALTEA PACKAGING,private,1,0.0,0.7071067811865475,0.6666666666666666,1,0.0,88,77,0
CO_ALTERNATIVE_CAPITAL_PARTNERS,ALTERNATIVE CAPITAL PARTNERS,private,4,6.0,1.0,1.0,1,0.0,89,78,0
CO_ALTRAN_TELNET_CORPORATION,ALTRAN TELNET CORPORATION,private,1,0.0,6.13899116813048e-07,0.09485269089671344,1,0.0,17,10,1
CO_ALTUTEX_COMPANY,SOCIETE ALTUTEX INTERNATIONAL,private,1,0.0,0.7071067811865476,0.6666666666666666,1,0.0,90,79,0
CO_ALUFOND,ALUFOND,private,1,0.0,0.0003728880424816318,0.12192513368983957,1,0.0,53,10,1
CO_ALUMINIUM_CHARPENTE_METALLIQUE_SACM,SOCIETE ALUMINIUM ET CHARPENTE METALLIQUE SACM,private,1,0.0,1.0,1.0,1,0.0,91,80,0
CO_ALUVERI_ITALIA,ALUVERI ITALIA,private,1,0.0,1.0,1.0,1,0.0,92,81,0
CO_AL_AKKAR_PROMOTION_IMMOBILIERE,AL AKKAR DE PROMOTION IMMOBILIERE,private,1,0.0,1.431561812559089e-10,0.07408501462204235,1,0.0,12,10,1
CO_AL_ALDIANA_JERBA,AL ALDIANA JERBA,private,3,65084.0,7.821351036560548e-05,0.11235552369859332,2,0.0,73,10,1
CO_AL_ANAAM,AL ANAAM,private,1,0.0,1.0,1.0,1,0.0,93,82,0
CO_AL_BADR,AL BADR,private,1,0.0,0.7071067811865475,0.6666666666666666,1,0.0,94,83,0
CO_AL_BARAKAT,SOCIETE AL-BARAKAT,private,1,0.0,0.11765930761483533,0.2430939226519337,1,0.0,50,45,0
CO_AL_DESIGN,AL DESIGN,private,2,15012.0,0.0017892934678454514,0.13207646532202855,1,0.0,95,10,1
CO_AL_DIWEN,SOCIETE AL-DIWEN,private,3,4585.762341867524,0.00041105231806812795,0.12366863905325444,2,0.0,77,10,1
CO_AL_MANARA_SHIPPING,AL MANARA SHIPPING,private,1,0.0,1.0,1.0,1,0.0,96,84,0
CO_AL_NASEEM_TUNIS,VILAVI,private,2,28.66906850459483,5.127978208734523e-06,0.0980415151870529,2,0.0,97,10,1
CO_AM3S_IMMOBILIERE,AM3S IMMOBILIERE,private,1,0.0,1.0,1.0,1,0.0,98,85,0
CO_AMAL_GROUP,AMAL GROUP,private,1,0.0,1.0,1.0,1,0.0,99,86,0
CO_AMANI,SOCIETE AMANI,private,1,0.0,1.0,1.0,1,0.0,100,87,0
CO_AMARANTE_PARFUMS,AMARANTE PARFUMS,private,1,0.0,1.0,1.0,1,0.0,101,88,0
CO_AMARA_MARKETING_COMPAGNY,SOCIETE AMARA MARKETING COMPAGNY,private,2,37211.46451597839,0.00195954476965853,0.1356922577503652,2,0.0,77,10,1
CO_AMB_TRAINING_INTERNATIONAL,AMB TRAINING INTERNATIONAL,private,1,0.0,0.0067695321620463095,0.15413926617909163,1,0.0,102,10,1
CO_AMC_ERNST_YOUNG,AMC ERNST ET YOUNG,private,2,5.0,0.532088886237956,0.42857142857142855,1,0.0,103,89,0
CO_AMD_SERVICES,AMD SERVICES,private,1,0.0,1.0,1.0,1,0.0,104,90,0
CO_AMEL,SOCIETE AMEL,private,3,3.0,1.0,1.0,1,0.0,105,91,0
CO_AMEN_ALUMINIUM,AMEN ALUMINIUM,private,1,0.0,1.0,1.0,1,0.0,106,92,0
CO_AMEN_BANK,AMEN BANK,private,3,5.0,1.0,0.8,1,0.0,107,93,0
CO_AMEN_CONFORT_BRIMA,SOCIETE AMEN CONFORT BRIMA,private,1,0.0,0.5,0.5714285714285714,1,0.0,108,94,0
CO_AMEN_LEASING_AMEN_LEASE,SOCIETE AMEN DE LEASING AMEN LEASE,private,1,0.0,6.2931272472485645e-12,0.0658872980428215,1,0.0,102,10,1
CO_AMEN_MATERIAUX_CONSTRUCTION_BOIS_EN_DETAIL,SOCIETE AMEN DE MATERIAUX DE CONSTRUCTION ET BOIS EN DETAIL,private,1,0.0,1.0,1.0,1,0.0,109,95,0
CO_AMEUR,SOCIETE AMEUR,private,3,8.0,0.719950431086413,0.6363636363636364,2,0.0,110,96,0
CO_AMIE_BUREAUTIQUE,AMIE BUREAUTIQUE,private,1,0.0,0.7071067811865476,0.6666666666666666,1,0.0,111,97,0
CO_AMILCAR_HOLDING,AMILCAR HOLDING,private,2,0.7788461538461537,8.912182309466972e-07,0.09332787556283258,2,0.0,112,10,1
CO_AMINA,SOCIETE AMINA,private,1,0.0,0.5773502691896258,0.6,1,0.0,113,98,0
CO_AMINA_POUR_DEVELOPPEMENT_AGRICOLE,SOCIETE AMINA POUR LE DEVELOPPEMENT AGRICOLE,private,1,0.0,0.004104368584801826,0.14426229508196722,1,0.0,10,10,1
CO_AMINE_CONFORT,AMINE CONFORT,private,1,0.0,1.0,1.0,1,0.0,114,99,0
CO_AMIN_INFORMATIQUE_SAMIF,AMIN INFORMATIQUE SAMIF,private,1,0.0,0.7071067811865475,0.6666666666666666,1,0.0,115,100,0
CO_AMIN_VENTE_MEUBLES_ELECTROMENAGERS,SOCIETE AMIN DE VENTE MEUBLES ET ELECTROMENAGERS,private,1,0.0,1.0,1.0,1,0.0,116,101,0
CO_AMIRA_NEW_CO,AMIRA NEW CO,private,1,0.0,0.33333333333333337,0.5294117647058824,1,0.0,117,102,0
CO_AMIR_CONFECTION,AMIR CONFECTION,private,1,0.0,0.7071067811865477,0.6666666666666666,1,0.0,118,103,0
CO_AMITEXTIL,AMITEXTIL,private,1,0.0,1.0,1.0,1,0.0,119,104,0
CO_AMI_COMMERCIALE,AMI COMMERCIALE,private,2,1.0,1.0,1.0,1,0.0,120,105,0
CO_AMMAR_FRERES_FILATURE_SAFIL,SOCIETE AMMAR FRERES DE FILATURE SAFIL,private,1,0.0,0.7071067811865475,0.6666666666666666,1,0.0,121,106,0
CO_AMOUS_PROMOTION_IMMOBILIERE,SOCIETE AMOUS DE PROMOTION IMMOBILIERE,private,1,0.0,1.0,1.0,1,0.0,122,107,0
CO_AMP,AMP,private,2,1.0,1.0,1.0,1,0.0,123,108,0
CO_AMY_CONFECTION,AMY CONFECTION,private,1,0.0,1.0,1.0,1,0.0,124,109,0
CO_ANACHROM,ANACHROM,private,1,0.0,1.0,1.0,1,0.0,125,110,0
CO_ANDY_ENGINEERING_TUNISIA,ANDY ENGINEERING TUNISIA,private,1,0.0,0.35355339059327373,0.5333333333333333,1,0.0,126,111,0
CO_ANES_RENT_CAR,ANES RENT CAR,private,1,0.0,1.0,1.0,1,0.0,127,112,0
CO_ANIS,SOCIETE ANIS,private,1,0.0,1.0,1.0,1,0.0,128,113,0
CO_ANIS_CONFECTION,ANIS CONFECTION,private,1,0.0,0.7071067811865474,0.6666666666666666,1,0.0,129,114,0
CO_ANSSEM,ANSSEM,private,1,0.0,1.0,1.0,1,0.0,130,115,0
CO_ANTINEA,ANTINEA,private,1,0.0,0.5773502691896258,0.6,1,0.0,131,116,0
CO_AQUA_TUNISIE,AQUA TUNISIE,private,1,0.0,1.0,1.0,1,0.0,132,117,0
CO_ARABCOM,ARABCOM,private,1,0.0,1.0,1.0,1,0.0,133,118,0
CO_ARABE_REALISATIONS_IMMOBILIERES_RC,SOCIETE ARABE DES REALISATIONS IMMOBILIERES SA RC,private,1,0.0,0.7071067811865474,0.6666666666666666,1,0.0,134,119,0
CO_ARABE_TRAVAUX_SERVICES,SOCIETE ARABE DES TRAVAUX ET SERVICES,private,1,0.0,0.014315717682812418,0.15267547330614234,1,0.0,53,10,1
CO_ARAB_BANKING_CORPORATION_TUNISIE,ARAB BANKING CORPORATION TUNISIE,private,1,0.0,0.3406653218024885,0.3888888888888889,1,0.0,135,120,0
CO_ARAB_DEBT_RECOVERY,ARAB DEBT RECOVERY,private,1,0.0,0.06509663201906893,0.2926829268292683,1,0.0,136,121,0
CO_ARAB_INTERNATIONAL_LEASE,ARAB INTERNATIONAL LEASE,private,2,2507.0,1.0776884456881279e-06,0.0992834804639563,1,0.0,28,10,1
CO_ARAB_TUNISIAN_LEASE,ARAB TUNISIAN LEASE,private,1,0.0,1.0,1.0,1,0.0,137,122,0
CO_ARALCO,ARALCO SA,private,1,0.0,0.3660254037844387,0.38461538461538464,1,0.0,138,123,0
CO_ARBATAX_ITALIA,ARBATAX ITALIA,private,1,0.0,1.0,1.0,1,0.0,139,124,0
CO_ARCADES,ARCADES,private,1,0.0,1.0,1.0,1,0.0,140,125,0
CO_ARCHIMED_TUNISIE,ARCHIMED TUNISIE,private,1,0.0,0.00030558705197126194,0.12790697674418605,1,0.0,141,10,1
CO_ARCHIPEL_CONFECTION,ARCHIPEL CONFECTION,private,1,0.0,1.0,1.0,1,0.0,142,126,0
CO_ARCHI_MOD,ARCHI MOD,private,1,0.0,1.0,1.0,1,0.0,143,127,0
CO_ARDI_RESEARCH_2C,ARDI RESEARCH 2C,private,1,0.0,0.2581988897471611,0.5172413793103449,1,0.0,56,49,0
CO_AREM_DEQUIPEMENT_METALLIQUE_SAFEM,AREM DEQUIPEMENT METALLIQUE SAFEM,private,1,0.0,1.0,1.0,1,0.0,144,128,0
CO_AREM_GROUP,AREM GROUP,private,1,0.0,1.4555809244781532e-06,0.09209753231492362,1,0.0,73,10,1
CO_AREM_MEUBLE_DAMEUBLEMENT_LEMDINA_SAMA_LEMDINA,AREM DE MEUBLE ET DAMEUBLEMENT LEMDINA SAMA LEMDINA,private,1,0.0,0.7071067811865478,0.6666666666666666,1,0.0,145,129,0
CO_AREX,AREX,private,1,0.0,1.0,1.0,1,0.0,146,130,0
CO_ARGOS_PLUS,ARGOS PLUS,private,1,0.0,1.0,1.0,1,0.0,147,131,0
CO_ARIKA,ARIKA,private,1,0.0,1.0,1.0,1,0.0,148,132,0
CO_ARKA,ARKA,private,1,0.0,0.4142135623730949,0.4444444444444444,1,0.0,149,133,0
CO_ARKEA,ARKEA,private,1,0.0,1.0,1.0,1,0.0,150,134,0
CO_ARMADIS,SOCIETE ARMADIS,private,1,0.0,1.0,1.0,1,0.0,151,135,0
CO_ARTDECOR,ARTDECOR,private,1,0.0,0.7071067811865477,0.6666666666666666,1,0.0,152,136,0
CO_ARTISANALE_MOBILIER_CONTEMPORAIN_SOAMCO,SOCIETE ARTISANALE DE MOBILIER CONTEMPORAIN SOAMCO,private,1,0.0,1.0,1.0,1,0.0,153,137,0
CO_ARTISIANA,ARTISIANA,private,1,0.0,1.0,1.0,1,0.0,154,138,0
CO_ARTISTIQUE_VERRERIE_MIROITERIE_SAVEMI,SOCIETE ARTISTIQUE DE VERRERIE ET DE MIROITERIE SAVEMI,private,1,0.0,1.0,1.0,1,0.0,155,139,0
CO_ARTUS_FRANCE,ARTUS FRANCE,private,1,0.0,3.7799712824304008e-06,0.10270270270270271,1,0.0,17,10,1
CO_ART_GRAPHIC,ART GRAPHIC,private,1,0.0,1.0,1.0,1,0.0,156,140,0
CO_ART_LUMIERE,ART ET LUMIERE,private,1,0.0,1.340373591955997e-06,0.09800320425149467,1,0.0,97,10,1
CO_ART_MARTIN_CONFECTION,ART MARTIN CONFECTION,private,1,0.0,1.0,1.0,1,0.0,157,141,0
CO_AR_FILTER,AR FILTER,private,2,1.0,1.0,1.0,1,0.0,158,142,0
CO_ASCENSEUR_LEVAGE_MANUTENTION,ASCENSEUR LEVAGE ET MANUTENTION,private,1,0.0,0.7071067811865474,0.6666666666666666,1,0.0,159,143,0
CO_ASD_CONSULTING,ASD CONSULTING,private,1,0.0,1.0,1.0,1,0.0,160,144,0
CO_ASMA_FROID,SOCIETE ASMA FROID,private,1,0.0,1.0,1.0,1,0.0,161,145,0
CO_ASSAD_INTERNATIONAL,ASSAD INTERNATIONAL,private,1,0.0,6.541877029073791e-07,0.09004092769440655,1,0.0,162,10,1
CO_ASSIL,ASSIL,private,1,0.0,1.0,1.0,1,0.0,163,146,0
CO_ASSISTANCE_CONSEILS_EN_GENIE_THERMIQUE,ASSISTANCE ET CONSEILS EN GENIE THERMIQUE,private,1,0.0,1.0,1.0,1,0.0,164,147,0
CO_ASSISTANCE_MANAGEMENT_INTERNATIONAL,SOCIETE ASSISTANCE ET MANAGEMENT INTERNATIONAL,private,1,0.0,2.8396766662016816e-10,0.07395830261567043,1,0.0,12,10,1
CO_ASSURANCES_MAGHREBIA,ASSURANCES MAGHREBIA,private,1,0.0,0.3624936898356859,0.37142857142857144,1,0.0,165,148,0
CO_ASSURANCES_MAGHREBIA_VIE,ASSURANCES MAGHREBIA VIE,private,3,44.0,0.5288684760277772,0.52,1,0.0,165,148,0
CO_ASSURANCES_SALIM,ASSURANCES SALIM,private,1,0.0,1.0,1.0,1,0.0,166,149,0
CO_ASTER_INFORMATIQUE,ASTER INFORMATIQUE,private,1,0.0,0.456850251747857,0.4375,1,0.0,167,150,0
CO_ASTUCE_FORMATION,ASTUCE FORMATION,private,1,0.0,0.5773502691896258,0.6,1,0.0,168,151,0
CO_ATELIERS_MECANIQUES_INDUSTRIELS,LES ATELIERS MECANIQUES INDUSTRIELS AMI,private,1,0.0,0.00012649493917637987,0.11665658867854319,1,0.0,17,10,1
CO_ATELIERS_MECANIQUES_SAHEL,ATELIERS MECANIQUES DU SAHEL AMS,private,2,2507.0,3.466577473498878e-06,0.09894662090188187,1,0.0,102,10,1
CO_ATELIERS_MEDITERRANEENS_MECANIQUE_PRECISION,LES ATELIERS MEDITERRANEENS DE MECANIQUE DE PRECISION,private,1,0.0,1.0,1.0,1,0.0,169,152,0
CO_ATELIERS_REUNIS,LES ATELIERS REUNIS,private,1,0.0,1.0,1.0,1,0.0,170,153,0
