vertex.id,node_id,label,node_type
1,PERSON_MHIRI_SAMI,SAMI MHIRI,PERSON
2,CO_TOURISME_LOISIRS,SOCIETE TOURISME ET LOISIRS,ORG
3,PERSON_MHIRI_NEJI,NEJI MHIRI,PERSON
4,PERSON_BENROMDHANE_SALEM,SALEM BEN-ROMDHANE,PERSON
5,PERSON_MZAH_LASAAD,LASSAAD MZAH,PERSON
6,CO_SMVDA_RAOUDHA,SMVDA RAOUDHA,ORG
7,PERSON_ROBERT_JEAN_LUC_PHILIPE,JEAN LUC PHILIPPE ROBERT,PERSON
8,CO_AIR_LIQUIDE_TUNISIE,AIR LIQUIDE TUNISIE,ORG
9,CO_AIR_LIQUIDE_TUNISIE_SERVICES,AIR LIQUIDE TUNISIE SERVICES,ORG
10,PERSON_BOUCHAMAOUI_MAHER,MAHER BOUCHAMAOUI,PERSON
11,CO_SICAR_ZARAT,SICAR ZARAT,ORG
12,PERSON_AMOUS_KARIM,KARIM AMOUS,PERSON
13,CO_CONSEIL,SOCIETE LE CONSEIL,ORG
14,PERSON_HAMAMI_MOHAMED,MOHAMED HAMMAMI,PERSON
15,CO_PROGRES_INDUSTRIEL,ENTREPRISE DU PROGRES INDUSTRIEL,ORG
16,PERSON_BOUJBEL_INES,INES BOUJBEL,PERSON
17,CO_DEYMA,SOCIETE DEYMA,ORG
18,PERSON_ZOUAOUI_BELHASEN,BELHASSEN ZOUAOUI,PERSON
19,CO_DAPPAREILLAGE_EQUIPEMENT_SCIENTIFIQUE_AES,SOCIETE DAPPAREILLAGE ET EQUIPEMENT SCIENTIFIQUE AES,ORG
20,PERSON_HAFOUDHI_SLAHEDINE,SLAHEDDINE HAFOUDHI,PERSON
21,CO_FONDATION,LA FONDATION,ORG
22,PERSON_BEYRAKDAR_HATEM,HATEM BEYRAKDAR,PERSON
23,CO_TECHNOGAS,TECHNOGAS,ORG
24,PERSON_TRABELSI_MOHAMED,MOHAMED TRABELSI,PERSON
25,CO_SPEED,SPEED,ORG
26,PERSON_MEHREZ_MOHAMED_ELFEHRY,MOHAMED EL-FEHRY MEHREZ,PERSON
27,CO_NEGOCE_DISTRIBUTION,SOCIETE NEGOCE ET DISTRIBUTION,ORG
28,PERSON_MEHREZ_CHAMSEDINE,CHAMSEDDINE MEHREZ,PERSON
29,PERSON_MEHREZ_IDRIS,IDRIS MEHREZ,PERSON
30,PERSON_MEHREZ_MOUNA,MOUNA MEHREZ,PERSON
31,PERSON_BAYAHI_TAHER,TAHER BAYAHI,PERSON
32,CO_REGIONALE_COMMERCE_GOUVERNORAT_BEJA,SOCIETE REGIONALE DE COMMERCE GOUVERNORAT DE BEJA,ORG
33,PERSON_KILANI_KAIS,KAIS KILANI,PERSON
34,CO_TUNISIE_EVIERS_CUCCINA,TUNISIE EVIERS CUCCINA,ORG
35,PERSON_SASI_AHMED,AHMED SASSI,PERSON
36,CO_PYRAMIDES_PARFUMS,PYRAMIDES PARFUMS,ORG
37,CO_TOURISTIQUE_EL_MOURADI,SOCIETE TOURISTIQUE EL-MOURADI,ORG
38,PERSON_BOURICHA_SONIA,SONIA BOURICHA,PERSON
39,CO_PROXI,PROXI,ORG
40,CO_COMPTOIR_TUNISIEN_PAPIERS,COMPTOIR TUNISIEN DES PAPIERS CTP,ORG
41,PERSON_BOURICHA_ABDELHAMID,ABDELHAMID BOURICHA,PERSON
42,PERSON_GHORBEL_SLIM,SLIM GHORBEL,PERSON
43,CO_AFRICA_ELECTRIQUE,SOCIETE AFRICA ELECTRIQUE,ORG
44,CO_MOHAMED_GHORBEL,ETABLISSEMENT MOHAMED GHORBEL,ORG
45,PERSON_JELOULI_NOUREDINE,NOUREDDINE JELLOULI,PERSON
46,CO_CEPTUNES,CEPTUNES,ORG
47,PERSON_ABDELKEFI_AHMED,AHMED ABDELKEFI,PERSON
48,CO_TUNISIE_LEASING,TUNISIE LEASING,ORG
49,PERSON_MESTIRI_FETHI,FETHI MESTIRI,PERSON
50,PERSON_CHAOUECH_HEDI,HEDI CHAOUECH,PERSON
51,CO_GABRIELLE_NAUTIQUE,SOCIETE GABRIELLE NAUTIQUE,ORG
52,PERSON_AMICHE_FOUED,FOUED AMICHE,PERSON
53,CO_POISSONS_SAHEL,SOCIETE DES POISSONS DU SAHEL,ORG
54,PERSON_MEZGHANI_MOHAMED_SALAH,MOHAMED SALAH MEZGHANI,PERSON
55,CO_GALPHARMA,GALPHARMA,ORG
56,PERSON_DERBEL_FAYCEL,FAYCEL DERBEL,PERSON
57,CO_AGRICOLE_TESTOUR,SOCIETE AGRICOLE DE TESTOUR,ORG
58,PERSON_SASI_KHALED,KHALED SASSI,PERSON
59,CO_ELECTRONIQUE_INDUSTRIEL_TELECOM_SERVICES,ELECTRONIQUE INDUSTRIEL ET TELECOM SERVICES,ORG
60,PERSON_BENKHALIFA_SAID,SAID BEN-KHALIFA,PERSON
61,CO_NOS_ENFANTS,SOCIETE NOS ENFANTS,ORG
62,PERSON_JEMAL_MONCEF,MONCEF JEMAL,PERSON
63,CO_PANORAMA,PANORAMA,ORG
64,PERSON_SASI_ADEL_BENCHABAANE,ADEL BEN-CHABAANE SASSI,PERSON
65,CO_ESPACE_CREATION,ESPACE ET CREATION,ORG
66,CO_SOTEFI,SOTEFI,ORG
67,PERSON_LOUKIL_MOEZ,MOEZ LOUKIL,PERSON
68,CO_TOURISTIQUE,SOCIETE TOURISTIQUE,ORG
69,PERSON_CHAKROUN_NASR_ALI,NASR ALI CHAKROUN,PERSON
70,CO_TUNISIA_NETWORK,TUNISIA NETWORK,ORG
71,PERSON_ALOUCHE_ANIS,ANIS ALLOUCHE,PERSON
72,PERSON_NIEF_GILES,GILLES NIEF,PERSON
73,CO_NP_TUNISIA,NP TUNISIA,ORG
74,PERSON_BENAOUN_ALI,ALI BEN-AOUN,PERSON
75,CO_AMEN_CONFORT_BRIMA,SOCIETE AMEN CONFORT BRIMA,ORG
76,PERSON_MAHMOUDI_HOUDA,HOUDA MAHMOUDI,PERSON
77,CO_ERRAHMA_DEXPLOITATION_AGRICOLE,ERRAHMA DEXPLOITATION AGRICOLE,ORG
78,PERSON_HARZALAH_AHMED,AHMED HARZALLAH,PERSON
79,CO_TUNISIAN_ITALIAN_LIGHTING_COMPANY,TUNISIAN ITALIAN LIGHTING COMPANY,ORG
80,PERSON_AMDOUNI_MOURAD,MOURAD AMDOUNI,PERSON
81,CO_SCEMAF,SOCIETE SCEMAF,ORG
82,CO_ISICOM,ISICOM,ORG
83,PERSON_FARSI_MOHAMED,MOHAMED FARSI,PERSON
84,CO_SOCOMENIN,SOCOMENIN,ORG
85,PERSON_ABDENADHER_AMEUR,AMEUR ABDENNADHER,PERSON
86,CO_SIDILEC_INTERNATIONAL,SIDILEC INTERNATIONAL,ORG
87,PERSON_BENSEDRINE_FERIEL_BENALI,FERIEL BEN-ALI BEN-SEDRINE,PERSON
88,CO_SAFTY,SAFTY,ORG
89,PERSON_ABDELKEFI_MOHAMED,MOHAMED ABDELKEFI,PERSON
90,CO_CIVILE_IMMOBILIERE_ROMAIN_VILLA,SOCIETE CIVILE IMMOBILIERE ROMAIN VILLA,ORG
91,CO_OLEA,OLEA,ORG
92,PERSON_DKHILI_BELGACEM,BELGACEM DKHILI,PERSON
93,CO_TUNISIENNE_BOISSONS_CENTRE_STBC,SOCIETE TUNISIENNE DES BOISSONS DU CENTRE STBC,ORG
94,PERSON_KHEMAKHEM_MONCEF,MONCEF KHEMAKHEM,PERSON
95,CO_TUNISIENNE_INDUSTRIES_NAUTIQUES,SOCIETE TUNISIENNE DES INDUSTRIES NAUTIQUES,ORG
96,PERSON_HACHICHA_LEILA_ABID,LEILA ABID HACHICHA,PERSON
97,CO_AMI_COMMERCIALE,AMI COMMERCIALE,ORG
98,PERSON_CHAIEB_MOEZ,MOEZ CHAIEB,PERSON
99,CO_CHAIEB_MARBRE,CHAIEB MARBRE,ORG
100,CO_PROMOTION_RESEAUX_DISTRIBUTION,SOCIETE DE PROMOTION DES RESEAUX DE DISTRIBUTION,ORG
101,PERSON_CHAIEB_ZOUBEIR,ZOUBEIR CHAIEB,PERSON
102,CO_GLOBAL_TELECOM,SOCIETE GLOBAL TELECOM,ORG
103,PERSON_BRAHEM_LOTFI,LOTFI BRAHEM,PERSON
104,CO_BEST_WEAR_NEGOCE,BEST WEAR NEGOCE,ORG
105,CO_TOURISTIQUE_HOTELIERE_CARTHAGE_STHC,SOCIETE TOURISTIQUE ET HOTELIERE CARTHAGE STHC,ORG
106,PERSON_GUEDRIA_MAHMOUD,MAHMOUD GUEDRIA,PERSON
107,CO_GAMA_SAC,GAMA SAC,ORG
108,PERSON_KAMOUN_MONCEF,MONCEF KAMMOUN,PERSON
109,CO_TEKNIKA,TEKNIKA,ORG
110,PERSON_FERTANI_KHALED,KHALED FERTANI,PERSON
111,CO_CONFECTION,SA CONFECTION,ORG
112,PERSON_DJILANI_HEDI,HEDI DJILANI,PERSON
113,CO_CRJ_CONSTRUCTION,CRJ CONSTRUCTION,ORG
114,PERSON_ESEGHAIER_ABDELKADER,ABDELKADER ESSEGHAIER,PERSON
115,PERSON_BENMESAOUED_MONGI,MONGI BEN-MESSAOUED,PERSON
116,CO_NOVASTORE_PRINT,NOVASTORE PRINT,ORG
117,PERSON_SAIDANE_MOHAMED,MOHAMED SAIDANE,PERSON
118,CO_SAIDANE_TEINTURERIE_TISSAGE_SOSTISS,SOCIETE SAIDANE DE TEINTURERIE ET DE TISSAGE SOSTISS,ORG
119,PERSON_ELOUMI_HICHEM,HICHEM ELLOUMI,PERSON
120,CO_ELLOUMI,ELLOUMI ENTREPRISE,ORG
121,PERSON_BENCHAABANE_NAAMA_ELOUMI,NAAMA ELLOUMI BEN-CHAABANE,PERSON
122,PERSON_TRIKI_SEHIL,SEHIL TRIKI,PERSON
123,CO_ALLIANCE_AND_CO,ALLIANCE AND CO,ORG
124,PERSON_TRIKI_SONIA,SONIA TRIKI,PERSON
125,PERSON_BELHIBA_ABDELAZIZ,ABDELAZIZ BELHIBA,PERSON
126,CO_TETHYS_PETROLEUM_COMPANY,TETHYS PETROLEUM COMPANY,ORG
127,PERSON_JARAYA_SOFIEN,SOFIEN JARRAYA,PERSON
128,CO_SOFPINCE,SOCIETE SOFPINCE,ORG
129,PERSON_MHIRI_MOURAD,MOURAD MHIRI,PERSON
130,ORGMENTION_EL MOURADI SKANES BEACH 2003,EL MOURADI SKANES BEACH 2003,ORG
131,PERSON_FERJANI_EZEDINE,EZZEDDINE FERJANI,PERSON
132,CO_LOTEZ_CONFECTION,SOCIETE LOTEZ CONFECTION,ORG
133,PERSON_MOALA_TAHA,TAHA MOALLA,PERSON
134,CO_CONFECTION_MODERNE_EL_AMRA_CMA,CONFECTION MODERNE EL-AMRA CMA,ORG
135,PERSON_AYADI_TAHER,TAHER AYADI,PERSON
136,CO_PROMOTION_IMMOBILIERE,SOCIETE DE PROMOTION IMMOBILIERE,ORG
137,PERSON_ZOUARI_RADHOUANE,RADHOUANE ZOUARI,PERSON
138,CO_BONNA_IMMOBILIERE,BONNA IMMOBILIERE,ORG
139,PERSON_MAAMER_MOUHEDINE,MOUHEDDINE MAAMER,PERSON
140,CO_TRADE_SERVICES,TRADE SERVICES,ORG
141,PERSON_MARNONI_MARIO,MARIO MARNONI,PERSON
142,CO_BELLA_ITALIA_TUNISIA,BELLA ITALIA TUNISIA,ORG
143,PERSON_BENSAID_ABDELJELIL,ABDELJELIL BEN-SAID,PERSON
144,CO_INOV,SOCIETE INOV,ORG
145,PERSON_PICINI_MAURO,MAURO PICCINI,PERSON
146,CO_HOTEL_KELIBIA_BEACH,HOTEL KELIBIA BEACH,ORG
147,CO_LIGATEC,LIGATEC,ORG
148,PERSON_LOUKIL_WALID,WALID LOUKIL,PERSON
149,CO_AURES,AURES,ORG
150,PERSON_HAMAMI_MOUNIR,MOUNIR HAMMAMI,PERSON
151,PERSON_LOUKIL_BASEM,BASSEM LOUKIL,PERSON
152,CO_EXPEL_CALL_CENTER,EXPEL CALL CENTER,ORG
153,PERSON_TRIKI_ABDELATIF,ABDELLATIF TRIKI,PERSON
154,CO_D_ETUDES_DASSISTANCE_MULTIDISCIPLINAIRES_SEAM,SOCIETE D'ETUDES ET DASSISTANCE MULTIDISCIPLINAIRES SEAM,ORG
155,PERSON_TRIKI_MOHAMED_RADHOUANE,MOHAMED RADHOUANE TRIKI,PERSON
156,CO_MICROLUX,MICROLUX,ORG
157,PERSON_TRIKI_MOHAMED_SADOK,MOHAMED SADOK TRIKI,PERSON
158,CO_DIMATEC,DIMATEC,ORG
159,PERSON_AMAR_MOHAMED,MOHAMED AMMAR,PERSON
160,CO_MASTER_SERVICES_AND_ASSISTANCE,SOCIETE MASTER SERVICES AND ASSISTANCE,ORG
161,PERSON_BOURICHA_RADHIA,RADHIA BOURICHA,PERSON
162,CO_AFRICA_MODE,AFRICA MODE,ORG
163,PERSON_TROJETE_NEJIB,NEJIB TROJETTE,PERSON
164,CO_LUSTRERIE_MODERNE,LUSTRERIE MODERNE LM,ORG
165,PERSON_SELAMI_JALEL,JALEL SELLAMI,PERSON
166,CO_DRINKS_AND_FOOD,SOCIETE DRINKS AND FOOD,ORG
167,PERSON_BENARBIA_NOUREDINE,NOUREDDINE BEN-ARBIA,PERSON
168,CO_MANUFACTURE,MANUFACTURE,ORG
169,PERSON_AMOURI_MOHAMED,MOHAMED AMOURI,PERSON
170,CO_HASDRUBAL_THALASSA_HOTELS,SOCIETE HASDRUBAL THALASSA HOTELS,ORG
171,PERSON_AMOURI_ABDERAOUF,ABDERRAOUF AMOURI,PERSON
172,PERSON_ABDENADHER_HABIB,HABIB ABDENNADHER,PERSON
173,CO_ABDENNADHER_DESIGN,ABDENNADHER DESIGN,ORG
174,ORGMENTION_Transformation de la forme de la société,Transformation de la forme de la société,ORG
175,PERSON_ELABED_MOUNIR,MOUNIR EL-ABED,PERSON
176,CO_SUCRERIE_EL_ABED,SUCRERIE EL-ABED,ORG
177,PERSON_TOUIL_MOHAMED,MOHAMED TOUIL,PERSON
178,CO_ALPHA_BUS_TUNISIE,ALPHA BUS TUNISIE,ORG
179,CO_AGRICOLE_JSK,SOCIETE AGRICOLE JSK,ORG
180,PERSON_BOURICHA_JALEL,JALEL BOURICHA,PERSON
181,PERSON_SAADALAH_KAMEL,KAMEL SAADALLAH,PERSON
182,CO_CARTHAGE_FOOD,CARTHAGE FOOD,ORG
183,CO_GM_DISTRIBUTION,GM DISTRIBUTION,ORG
184,PERSON_BELAAJ_ABDELWAHEB,ABDELWAHEB BELLAAJ,PERSON
185,CO_SOPAL,SOPAL,ORG
186,PERSON_BOUALI_GHAZI,GHAZI BOUALI,PERSON
187,CO_GOLDEN_BIRD_SICAR,GOLDEN BIRD SICAR,ORG
188,PERSON_MZABI_SADOK,SADOK MZABI,PERSON
189,CO_MAGHREB_MOTORS,MAGHREB MOTORS,ORG
190,PERSON_TLILI_LAKHDHAR,LAKHDHAR TLILI,PERSON
191,CO_INDUSTRIES_CHIMIQUES_FLUOR,INDUSTRIES CHIMIQUES DU FLUOR,ORG
192,PERSON_ZAHAF_SLAHEDINE,SLAHEDDINE ZAHAF,PERSON
193,CO_IBN_ANNAFIS,IBN ANNAFIS,ORG
194,PERSON_BENKHELIL_LATIFA,LATIFA BEN-KHELIL,PERSON
195,CO_SANCELLA,SANCELLA,ORG
196,PERSON_ZOUHEIR_ABDELAZIZ,ABDELAZIZ ZOUHEIR,PERSON
197,CO_SANCELLA_PAPIER,SANCELLA PAPIER,ORG
198,PERSON_ELOUZE_MOHAMED_RIDHA,MOHAMED RIDHA ELLOUZE,PERSON
199,CO_CONTACT,SOCIETE CONTACT,ORG
200,PERSON_BENSAID_MEHDI,MEHDI BEN-SAID,PERSON
201,CO_NORMECA,NORMECA,ORG
202,PERSON_KALEL_ABDELWAHEB,ABDELWAHEB KALLEL,PERSON
203,ORGMENTION_Saphir Tunisie,Saphir Tunisie,ORG
204,PERSON_ATIA_AHMED,AHMED ATTIA,PERSON
205,ORGMENTION_Institut Privé Supérieur des Affaires,Institut Privé Supérieur des Affaires,ORG
206,PERSON_MAHJOUB_BECHIR,BECHIR MAHJOUB,PERSON
207,CO_INTERNATIONALE_DISTRIBUTION,SOCIETE INTERNATIONALE DE DISTRIBUTION,ORG
208,PERSON_GHALI_RIADH,RIADH GHALI,PERSON
209,CO_AFRICA_INDUSTRIE,AFRICA INDUSTRIE,ORG
210,PERSON_BENARAB_LOTFI,LOTFI BEN-ARAB,PERSON
211,CO_IMPRIMERIE_BEN_ARAB_CIE,IMPRIMERIE BEN-ARAB ET CIE,ORG
212,CO_GIKTIS_TOURISME,SOCIETE GIKTIS TOURISME,ORG
213,PERSON_AZABOU_FAYCAL,FAYCAL AZABOU,PERSON
214,CO_CAPTAIN_SINDBAD,CAPTAIN SINDBAD,ORG
215,PERSON_ESAFI_ABDELWAHEB,ABDELWAHEB ESSAFI,PERSON
216,ORGMENTION_d'administration du commissaire aux,d'administration du commissaire aux,ORG
217,PERSON_BOUDEN_MAHMOUD,MAHMOUD BOUDEN,PERSON
218,PERSON_BENKHEMIS_MOHAMED_TAOUFIK,MOHAMED TAOUFIK BEN-KHEMIS,PERSON
219,PERSON_ZAHAG_OTHMAN,OTHMAN ZAHAG,PERSON
220,CO_ATI_SICAF,ATI SICAF,ORG
221,PERSON_HAMDI_JAMEL,JAMEL HAMDI,PERSON
222,CO_GENERAL_ENGINEERING_INDUSTRIAL_CONSTRUCTION,GENERAL ENGINEERING ET INDUSTRIAL CONSTRUCTION GEIC,ORG
223,PERSON_BOUDHINA_ISMAIL,ISMAIL BOUDHINA,PERSON
224,CO_INDUSTRIELLE_TRANSFORMATION_PAPIERS_DEMBALLAGE_CARTONS_SITPE,SOCIETE INDUSTRIELLE DE TRANSFORMATION DE PAPIERS DEMBALLAGE ET DE CARTONS SITPEC,ORG
225,PERSON_JEBNOUN_MOHAMED_HEDI,MOHAMED HEDI JEBNOUN,PERSON
226,CO_SELECT_AGRICOLE_SERVICE,SELECT AGRICOLE SERVICE SAS,ORG
227,PERSON_MAHJOUB_MOHAMED_SAHBI,MOHAMED SAHBI MAHJOUB,PERSON
228,PERSON_BENAMAR_HASIB,HASSIB BEN-AMMAR,PERSON
229,CO_AGENCE_CONTROLE_TECHNIQUE_INTERNATIONALE,AGENCE DE CONTROLE TECHNIQUE INTERNATIONALE,ORG
230,PERSON_SELAMI_HASEN,HASSEN SELLAMI,PERSON
231,CO_MAGHREB_HYGIENE,MAGHREB HYGIENE,ORG
232,PERSON_ESALAB_ELMAHJOUB,EL MAHJOUB ESSALAB,PERSON
233,CO_TOURGUENESS,TOURGUENESS,ORG
234,PERSON_MILED_FOUED,FOUED MILED,PERSON
235,PERSON_CHOURA_MONCEF,MONCEF CHOURA,PERSON
236,CO_MORSI,SOCIETE MORSI,ORG
237,PERSON_TRIKI_NAWFEL,NAWFEL TRIKI,PERSON
238,CO_SPATECH_INTERNATIONAL,SPATECH INTERNATIONAL,ORG
239,PERSON_KRIFA_MOKHTAR,MOKHTAR KRIFA,PERSON
240,CO_SICAV,SICAV ENTREPRISE,ORG
241,CO_GLOBAL_VIEW_INVEST_SICAF,GLOBAL VIEW INVEST SICAF,ORG
242,PERSON_TRIKI_KHALED,KHALED TRIKI,PERSON
243,CO_DAR_ELKHABIR_MANAGEMENT,DAR ELKHABIR MANAGEMENT,ORG
244,PERSON_MANSOURI_TAOUFIK,TAOUFIK MANSOURI,PERSON
245,CO_TUNISIAN_MINING_SERVICES,SOCIETE TUNISIAN MINING SERVICES TMS,ORG
246,CO_FRIGO_LINE,FRIGO LINE,ORG
247,PERSON_KILANI_SLIM,SLIM KILANI,PERSON
248,CO_IMMOBILIERE_VAGUE,SOCIETE IMMOBILIERE LA VAGUE,ORG
249,PERSON_DRIS_MOHAMED_TAIEB,MOHAMED TAIEB DRISS,PERSON
250,CO_PROFIL_METAL_DESNOYERS,PROFIL METAL DESNOYERS,ORG
251,PERSON_DRIS_CHIRAZ,CHIRAZ DRISS,PERSON
252,PERSON_BENYOUSEF_LEILA_DRIS,LEILA DRISS BEN-YOUSSEF,PERSON
253,PERSON_SELAMI_MOHSEN,MOHSEN SELLAMI,PERSON
254,CO_STRAMICA,STRAMICA,ORG
255,PERSON_SELAMI_KHALED,KHALED SELLAMI,PERSON
256,CO_PLYBOIS_7,PLYBOIS 7,ORG
257,PERSON_BACAR_KHALED,KHALED BACCAR,PERSON
258,PERSON_ABAS_FERID,FERID ABBAS,PERSON
259,ORGMENTION_GASMARINE,GASMARINE,ORG
260,PERSON_MBAREK_YOUSRI,YOUSRI MBAREK,PERSON
261,CO_CARRIERES_BEN_MBAREK_CIE_CM,SOCIETE DES CARRIERES BEN-MBAREK ET CIE CM,ORG
262,PERSON_SLAMA_ABDELHAKIM,ABDELHAKIM SLAMA,PERSON
263,CO_PLAST_PACK,PLAST PACK,ORG
264,PERSON_GDOURA_MOHAMED_AMINE,MOHAMED AMINE GDOURA,PERSON
265,CO_BOUSSAOUD_PEINTURE_AUTOS,SOCIETE BOUSSAOUD DE PEINTURE AUTOS,ORG
266,PERSON_MAGOURI_MOHAMED,MOHAMED MAGOURI,PERSON
267,CO_CAP_CARTHAGE,SOCIETE CAP CARTHAGE,ORG
268,PERSON_DAOUD_MOUNIR,MOUNIR DAOUD,PERSON
269,CO_MOTEUR,LE MOTEUR,ORG
270,PERSON_ABAS_SADREDINE,SADREDDINE ABBAS,PERSON
271,CO_SEFINA_SICAF,SEFINA SICAF,ORG
272,PERSON_BAKIR_MOHAMED_ALI,MOHAMED ALI BAKIR,PERSON
273,CO_PREFORME,LA PREFORME,ORG
274,PERSON_HENTATI_RIADH,RIADH HENTATI,PERSON
275,CO_D_ETUDES_D_AMENAGEMENT_COTES_NORD_VILLE_SFAX,SOCIETE D'ETUDES ET D'AMENAGEMENT DES COTES NORD DE LA VILLE DE SFAX,ORG
276,PERSON_BENASR_KARIM,KARIM BEN-NASR,PERSON
277,CO_COMPAGNIE_EURAFRICAINE_REALISATIONS_INDUSTRIELLES,COMPAGNIE EURAFRICAINE DE REALISATIONS INDUSTRIELLES CERI,ORG
278,PERSON_ZLAOUI_CHAHIR,CHAHIR ZLAOUI,PERSON
279,CO_BANQUE_FRANCO_TUNISIENNE,BANQUE FRANCO TUNISIENNE BFT,ORG
280,PERSON_TERZI_CHOKRI,CHOKRI TERZI,PERSON
281,CO_INFORMATION_MANAGEMENT_EXPERTS_IMEX,INFORMATION MANAGEMENT EXPERTS IMEX,ORG
282,PERSON_TOUNSI_SLIM,SLIM TOUNSI,PERSON
283,CO_NOUR,SOCIETE NOUR,ORG
284,PERSON_TRABELSI_MOEZ,MOEZ TRABELSI,PERSON
285,PERSON_MABROUK_MOHAMED,MOHAMED MABROUK,PERSON
286,PERSON_MATERI_TAHER,TAHER MATERI,PERSON
287,CO_ADWYA,ADWYA,ORG
288,PERSON_BOUSOFARA_SAMIRA,SAMIRA BOUSSOFFARA,PERSON
289,CO_PLASTIFILM,PLASTIFILM,ORG
290,PERSON_JAFOURA_ROUATBI,ROUATBI JAFOURA,PERSON
291,PERSON_BAYOUDH_LAROUSI,LAROUSSI BAYOUDH,PERSON
292,CO_TUNISIENNE_BANQUE,SOCIETE TUNISIENNE DE BANQUE,ORG
293,PERSON_HIGELIN_PHLIPE,PHLIPPE HIGELIN,PERSON
294,CO_FLASH_TUNISIE,FLASH TUNISIE,ORG
295,CO_CIVILE_AGRICOLE_EL_HOUDA,SOCIETE CIVILE AGRICOLE EL-HOUDA,ORG
296,PERSON_ABIDA_RIADH,RIADH ABIDA,PERSON
297,CO_SIDCO_SICAR,SIDCO SICAR,ORG
298,PERSON_CHEBI_MOHAMED_ALI,MOHAMED ALI CHEBBI,PERSON
299,CO_MALEK_FASHION_DIFFUSION_SMFD,SOCIETE MALEK FASHION DIFFUSION SMFD,ORG
300,PERSON_BRAHAM_JAMEL,JAMEL BRAHAM,PERSON
301,CO_MULTIMARQUES_GROUPE_MODE_TUNISIE,MULTIMARQUES GROUPE DE MODE TUNISIE,ORG
302,PERSON_TOUATI_CHALA,CHALA TOUATI,PERSON
303,CO_MOULINS_SIDI_TLIL,LES MOULINS SIDI TLIL,ORG
304,PERSON_ZOUARI_ANIS,ANIS ZOUARI,PERSON
305,CO_EQUINOXE_PHARMA,EQUINOXE PHARMA,ORG
306,PERSON_FITOURI_MOHAMED_NAJIB,MOHAMED NAJIB FITOURI,PERSON
307,CO_SALMA,SOCIETE SALMA,ORG
308,PERSON_TRIKI_MAHMOUD,MAHMOUD TRIKI,PERSON
309,PERSON_KALEL_MEHDI,MEHDI KALLEL,PERSON
310,PERSON_CHABCHOUB_MOHAMED,MOHAMED CHABCHOUB,PERSON
311,CO_ABDENNADHER_REALISATION_RESEAUX_A2R,SOCIETE ABDENNADHER DE REALISATION DES RESEAUX A2R,ORG
312,PERSON_CHABCHOUB_MOHAMED_AMIN,MOHAMED AMIN CHABCHOUB,PERSON
313,CO_SOTEE,SOTEE,ORG
314,CO_TUNISIE_ELECTROMENAGER_TEM,TUNISIE ELECTROMENAGER TEM,ORG
315,CO_L_IMMOBILIERE_ECHARIFA,L'IMMOBILIERE ECHARIFA,ORG
316,ORGMENTION_Société Mobiliers Ben Amar,Société Mobiliers Ben Amar,ORG
317,ORGMENTION_Société Nouvelle Oued Rihane,Société Nouvelle Oued Rihane,ORG
318,PERSON_BAYAHI_YAHIA,YAHIA BAYAHI,PERSON
319,CO_GENERALE_INDUSTRIELLE_ALIMENTAIRE_NORD,GENERALE INDUSTRIELLE ALIMENTAIRE DU NORD GIAN,ORG
320,CO_TRANSPORT_NORD_TUNISIEN,LA SOCIETE TRANSPORT DU NORD TUNISIEN,ORG
321,PERSON_CHAABANE_NOURI,NOURI CHAABANE,PERSON
322,CO_HOTEL_PALACE,SOCIETE HOTEL PALACE,ORG
323,PERSON_ELOUEKES_MOHAMED,MOHAMED EL-OUEKES,PERSON
324,CO_ITALO_TUNISIENNE_PRODUITS_ALIMENTAIRES,SOCIETE ITALO TUNISIENNE DES PRODUITS ALIMENTAIRES,ORG
325,PERSON_SLAMA_ALYEDINE_BENMOHAMED_ALI,ALYEDDINE BEN-MOHAMED ALI SLAMA,PERSON
326,CO_GENERALE,SOCIETE GENERALE,ORG
327,PERSON_SLAMA_FAOUZIA_KHALFALAH,FAOUZIA KHALFALLAH SLAMA,PERSON
328,PERSON_TARMIZ_HABIB,HABIB TARMIZ,PERSON
329,CO_AFRI_CHROME,AFRI CHROME,ORG
330,PERSON_BETAIEB_SLIMEN,SLIMEN BETTAIEB,PERSON
331,CO_BANQUE_TUNISIE,BANQUE DE TUNISIE BT,ORG
332,PERSON_ZOUARI_RAFIK,RAFIK ZOUARI,PERSON
333,CO_RELATIONS_INTERNATIONALES_TUNISIE,SOCIETE RELATIONS INTERNATIONALES DE TUNISIE,ORG
334,PERSON_KHALFALAH_MOHAMED_SALAH,MOHAMED SALAH KHALFALLAH,PERSON
335,CO_CONFISERIE_AGHLABITES,CONFISERIE DES AGHLABITES,ORG
336,PERSON_KHALFALAH_MORCHED,MORCHED KHALFALLAH,PERSON
337,CO_EMBALLAGES_SUD,SOCIETE DES EMBALLAGES DU SUD,ORG
338,PERSON_KHALFALAH_MONTACER,MONTACER KHALFALLAH,PERSON
339,PERSON_DRIS_HEDI,HEDI DRISS,PERSON
340,CO_SIFO,SIFO,ORG
341,PERSON_SASI_LOTFI,LOTFI SASSI,PERSON
342,CO_CEMENT_PRODUCTS_COMPANY_MEDINA,CEMENT PRODUCTS COMPANY MEDINA,ORG
343,PERSON_BENROMDHANE_HASEN,HASSEN BEN-ROMDHANE,PERSON
344,CO_CALEMBO,CALEMBO,ORG
