onset,terminus,vertex.id
17301,Inf,165
17311,Inf,166
-Inf,20301,167
-Inf,Inf,168
17247,20351,169
17247,Inf,170
17326,Inf,171
17326,Inf,172
-Inf,Inf,173
-Inf,Inf,174
17329,Inf,175
17280,Inf,176
17280,Inf,177
17292,Inf,178
17292,Inf,179
-Inf,Inf,180
17306,17646,181
-Inf,Inf,182
-Inf,Inf,183
-Inf,Inf,184
17166,17166,185
17319,Inf,186
17319,Inf,187
-Inf,Inf,188
17290,Inf,189
-Inf,Inf,190
17197,18443,191
-Inf,Inf,192
17353,Inf,193
17353,Inf,194
-Inf,Inf,195
17311,Inf,196
17346,Inf,197
17346,Inf,198
-Inf,21843,199
17306,Inf,200
17306,Inf,201
17285,Inf,202
17285,Inf,203
17285,Inf,204
17285,Inf,205
17340,Inf,206
17340,Inf,207
17366,Inf,208
17366,Inf,209
17360,Inf,210
17360,Inf,211
17366,Inf,212
-Inf,Inf,213
-Inf,Inf,214
17334,Inf,215
17334,Inf,216
-Inf,Inf,217
17315,Inf,218
17315,Inf,219
17356,Inf,220
-Inf,Inf,221
-Inf,Inf,222
17366,Inf,223
17362,21627,224
17362,21627,225
-Inf,Inf,226
-Inf,Inf,227
17363,Inf,228
17363,Inf,229
17375,Inf,230
17375,20729,231
17382,Inf,232
-Inf,Inf,233
17227,Inf,234
-Inf,Inf,235
17343,Inf,236
17343,Inf,237
-Inf,Inf,238
-Inf,Inf,239
-Inf,Inf,240
-Inf,Inf,241
16956,Inf,242
17396,Inf,243
17396,Inf,244
-Inf,Inf,245
17319,Inf,246
17405,Inf,247
17405,Inf,248
-Inf,Inf,249
-Inf,19057,250
17384,Inf,251
17384,Inf,252
-Inf,Inf,253
-Inf,Inf,254
-Inf,Inf,255
-Inf,Inf,256
-Inf,Inf,257
-Inf,17338,258
-Inf,Inf,259
-Inf,Inf,260
17398,Inf,261
17398,Inf,262
-Inf,Inf,263
-Inf,23367,264
17402,Inf,265
17402,Inf,266
17403,Inf,267
17403,Inf,268
-Inf,Inf,269
-Inf,Inf,270
16963,Inf,271
16963,Inf,272
16963,Inf,273
17384,Inf,274
17384,Inf,275
17426,21167,276
17426,21167,277
17410,Inf,278
-Inf,Inf,279
17433,Inf,280
-Inf,Inf,281
17287,Inf,282
17431,Inf,283
17431,Inf,284
17441,Inf,285
17441,Inf,286
17403,Inf,287
-Inf,Inf,288
-Inf,Inf,289
17354,Inf,290
17426,22350,291
-Inf,Inf,292
-Inf,Inf,293
-Inf,19827,294
-Inf,Inf,295
-Inf,Inf,296
17335,Inf,297
-Inf,Inf,298
-Inf,17058,299
-Inf,Inf,300
-Inf,Inf,301
-Inf,Inf,302
-Inf,Inf,303
17438,Inf,304
17413,Inf,305
17413,Inf,306
-Inf,Inf,307
-Inf,Inf,308
-Inf,Inf,309
-Inf,Inf,310
-Inf,Inf,311
17399,Inf,312
17399,Inf,313
17401,Inf,314
-Inf,Inf,315
-Inf,Inf,316
17431,Inf,317
17336,Inf,318
17336,Inf,319
17322,Inf,320
17322,Inf,321
17322,Inf,322
-Inf,Inf,323
17129,Inf,324
17461,Inf,325
17461,Inf,326
17412,Inf,327
17359,Inf,328
17359,Inf,329
17343,Inf,330
17343,Inf,331
17063,Inf,332
17063,Inf,333
17466,Inf,334
17466,Inf,335
17434,Inf,336
17434,Inf,337
-Inf,Inf,338
-Inf,Inf,339
-Inf,17467,340
-Inf,Inf,341
-Inf,17240,342
-Inf,Inf,343
17125,Inf,344
-Inf,Inf,345
17359,Inf,346
-Inf,Inf,347
17480,Inf,348
17534,Inf,349
17534,Inf,350
17527,Inf,351
17527,Inf,352
17515,Inf,353
17515,Inf,354
-Inf,Inf,355
17333,Inf,356
17538,Inf,357
17538,Inf,358
-Inf,Inf,359
-Inf,Inf,360
17544,18141,361
17544,18141,362
-Inf,Inf,363
-Inf,Inf,364
-Inf,Inf,365
-Inf,Inf,366
-Inf,Inf,367
17538,Inf,368
17532,Inf,369
17532,Inf,370
-Inf,Inf,371
-Inf,Inf,372
17563,Inf,373
17563,Inf,374
17538,17619,375
17538,Inf,376
-Inf,Inf,377
-Inf,Inf,378
16887,Inf,379
16887,Inf,380
17565,Inf,381
-Inf,Inf,382
-Inf,Inf,383
-Inf,21756,384
-Inf,20806,385
-Inf,Inf,386
-Inf,Inf,387
17347,Inf,388
-Inf,Inf,389
17522,Inf,390
-Inf,Inf,391
17585,Inf,392
-Inf,Inf,393
17573,Inf,394
17573,Inf,395
17569,Inf,396
17569,Inf,397
-Inf,18880,398
-Inf,18880,399
-Inf,Inf,400
-Inf,Inf,401
-Inf,Inf,402
-Inf,Inf,403
15509,Inf,404
-Inf,Inf,405
-Inf,Inf,406
17606,Inf,407
17606,Inf,408
-Inf,Inf,409
17601,Inf,410
17601,Inf,411
17602,Inf,412
17602,Inf,413
17571,Inf,414
17571,Inf,415
-Inf,Inf,416
17590,Inf,417
17587,21533,418
17587,21533,419
-Inf,Inf,420
17600,19647,421
17607,Inf,422
17607,Inf,423
-Inf,Inf,424
-Inf,17578,425
17600,Inf,426
17600,Inf,427
-Inf,Inf,428
-Inf,Inf,429
-Inf,Inf,430
-Inf,Inf,431
17619,Inf,432
17572,Inf,433
17572,Inf,434
-Inf,Inf,435
-Inf,Inf,436
-Inf,Inf,437
17614,Inf,438
-Inf,Inf,439
17626,Inf,440
17623,Inf,441
17623,Inf,442
17478,20218,443
-Inf,21098,444
17478,Inf,445
-Inf,Inf,446
-Inf,21897,447
-Inf,Inf,448
-Inf,22500,449
17602,Inf,450
17602,Inf,451
-Inf,Inf,452
17621,Inf,453
-Inf,Inf,454
-Inf,17628,455
-Inf,Inf,456
17620,Inf,457
17620,Inf,458
-Inf,Inf,459
-Inf,18881,460
-Inf,Inf,461
17647,Inf,462
17647,Inf,463
17639,Inf,464
-Inf,17311,465
-Inf,Inf,466
-Inf,Inf,467
-Inf,Inf,468
17444,Inf,469
-Inf,Inf,470
-Inf,18745,471
17663,Inf,472
17663,Inf,473
17658,Inf,474
17658,Inf,475
17004,Inf,476
-Inf,Inf,477
-Inf,Inf,478
-Inf,Inf,479
16012,19435,480
16012,19435,481
-Inf,Inf,482
17544,Inf,483
17650,Inf,484
17520,Inf,485
-Inf,Inf,486
17666,Inf,487
17666,Inf,488
-Inf,Inf,489
-Inf,17654,490
-Inf,Inf,491
17678,Inf,492
17678,Inf,493
17678,Inf,494
-Inf,Inf,495
17677,Inf,496
17679,22441,497
17679,22441,498
17601,22001,499
-Inf,22001,500
17670,Inf,501
17670,Inf,502
17674,Inf,503
-Inf,Inf,504
-Inf,Inf,505
-Inf,Inf,506
-Inf,Inf,507
17616,Inf,508
-Inf,Inf,509
-Inf,Inf,510
-Inf,Inf,511
-Inf,Inf,512
-Inf,Inf,513
-Inf,17515,514
-Inf,Inf,515
17558,Inf,516
17683,Inf,517
17683,Inf,518
-Inf,Inf,519
-Inf,Inf,520
17683,Inf,521
17685,Inf,522
17685,Inf,523
-Inf,18442,524
-Inf,Inf,525
-Inf,18643,526
17659,Inf,527
-Inf,Inf,528
-Inf,Inf,529
17689,Inf,530
17689,18398,531
17681,Inf,532
-Inf,21664,533
17702,18459,534
-Inf,Inf,535
-Inf,Inf,536
-Inf,Inf,537
17671,Inf,538
17697,Inf,539
17707,Inf,540
17707,Inf,541
-Inf,Inf,542
-Inf,Inf,543
-Inf,Inf,544
17705,Inf,545
-Inf,Inf,546
-Inf,Inf,547
-Inf,Inf,548
-Inf,19709,549
16571,Inf,550
-Inf,Inf,551
-Inf,Inf,552
-Inf,Inf,553
-Inf,Inf,554
-Inf,Inf,555
-Inf,Inf,556
-Inf,Inf,557
17726,18571,558
17726,Inf,559
17622,Inf,560
17622,18054,561
17717,Inf,562
17717,Inf,563
17732,Inf,564
17732,Inf,565
-Inf,Inf,566
-Inf,Inf,567
-Inf,Inf,568
-Inf,17672,569
-Inf,Inf,570
17738,Inf,571
17686,Inf,572
17686,Inf,573
15494,Inf,574
-Inf,25210,575
-Inf,Inf,576
-Inf,23318,577
-Inf,Inf,578
-Inf,Inf,579
17381,Inf,580
17381,Inf,581
17381,Inf,582
17381,Inf,583
-Inf,Inf,584
17752,Inf,585
-Inf,Inf,586
-Inf,Inf,587
-Inf,Inf,588
17741,Inf,589
17741,Inf,590
17758,Inf,591
17758,Inf,592
17758,Inf,593
-Inf,Inf,594
-Inf,Inf,595
-Inf,Inf,596
-Inf,Inf,597
17762,Inf,598
17762,Inf,599
-Inf,Inf,600
17767,20421,601
-Inf,Inf,602
-Inf,Inf,603
-Inf,Inf,604
-Inf,Inf,605
-Inf,Inf,606
17768,Inf,607
17766,Inf,608
17766,Inf,609
17765,Inf,610
17765,Inf,611
17755,Inf,612
17755,Inf,613
17750,Inf,614
17750,Inf,615
-Inf,Inf,616
-Inf,Inf,617
17653,Inf,618
-Inf,Inf,619
17684,Inf,620
-Inf,Inf,621
-Inf,Inf,622
-Inf,Inf,623
-Inf,24907,624
17774,18465,625
17774,Inf,626
17753,20548,627
17753,Inf,628
-Inf,Inf,629
17760,Inf,630
17760,Inf,631
-Inf,Inf,632
-Inf,Inf,633
-Inf,Inf,634
-Inf,Inf,635
-Inf,Inf,636
-Inf,Inf,637
17720,Inf,638
17720,Inf,639
17767,Inf,640
-Inf,Inf,641
-Inf,Inf,642
17567,Inf,643
17769,20327,644
17769,20327,645
17748,Inf,646
17748,Inf,647
17779,Inf,648
-Inf,21486,649
17774,Inf,650
17774,Inf,651
-Inf,Inf,652
-Inf,Inf,653
-Inf,Inf,654
-Inf,Inf,655
-Inf,Inf,656
-Inf,Inf,657
17730,Inf,658
17730,Inf,659
17730,Inf,660
17730,Inf,661
17796,Inf,662
-Inf,18869,663
-Inf,Inf,664
-Inf,Inf,665
-Inf,Inf,666
-Inf,Inf,667
17720,Inf,668
17561,Inf,669
17776,Inf,670
17776,Inf,671
-Inf,Inf,672
-Inf,Inf,673
17804,Inf,674
17804,Inf,675
17793,Inf,676
-Inf,Inf,677
-Inf,Inf,678
-Inf,Inf,679
-Inf,Inf,680
-Inf,Inf,681
-Inf,Inf,682
17734,Inf,683
-Inf,Inf,684
-Inf,Inf,685
17818,Inf,686
-Inf,Inf,687
-Inf,Inf,688
-Inf,16990,689
-Inf,Inf,690
17819,Inf,691
-Inf,Inf,692
-Inf,Inf,693
17817,Inf,694
17817,Inf,695
-Inf,Inf,696
17621,Inf,697
17621,Inf,698
17817,Inf,699
17817,Inf,700
-Inf,Inf,701
-Inf,Inf,702
-Inf,Inf,703
-Inf,17766,704
17717,Inf,705
17717,Inf,706
-Inf,Inf,707
17825,Inf,708
17844,19043,709
-Inf,Inf,710
-Inf,Inf,711
17760,Inf,712
17760,Inf,713
-Inf,Inf,714
17791,Inf,715
17830,Inf,716
17830,Inf,717
17796,Inf,718
-Inf,Inf,719
17800,Inf,720
17852,Inf,721
-Inf,Inf,722
-Inf,Inf,723
-Inf,Inf,724
-Inf,Inf,725
17849,Inf,726
-Inf,Inf,727
-Inf,Inf,728
17857,Inf,729
17817,Inf,730
17817,22983,731
17860,Inf,732
17860,20799,733
17357,Inf,734
17357,Inf,735
17808,Inf,736
17825,Inf,737
17825,Inf,738
-Inf,Inf,739
17870,Inf,740
17840,Inf,741
-Inf,Inf,742
-Inf,Inf,743
17393,Inf,744
-Inf,Inf,745
-Inf,24954,746
-Inf,Inf,747
-Inf,Inf,748
-Inf,Inf,749
-Inf,Inf,750
17866,Inf,751
-Inf,Inf,752
-Inf,Inf,753
-Inf,Inf,754
17891,Inf,755
17786,Inf,756
17786,Inf,757
17859,Inf,758
17873,Inf,759
17873,20041,760
17684,Inf,761
17524,Inf,762
17843,Inf,763
17899,Inf,764
17899,Inf,765
-Inf,Inf,766
17833,Inf,767
17898,Inf,768
17898,Inf,769
-Inf,Inf,770
-Inf,17901,771
-Inf,Inf,772
17895,Inf,773
-Inf,Inf,774
17893,Inf,775
17886,Inf,776
17898,Inf,777
17898,21216,778
17303,Inf,779
17303,Inf,780
17894,Inf,781
17894,Inf,782
17894,Inf,783
17894,Inf,784
17898,Inf,785
17898,Inf,786
17889,20818,787
17912,Inf,788
17912,Inf,789
17857,Inf,790
17857,25067,791
17518,Inf,792
-Inf,Inf,793
17913,Inf,794
17913,Inf,795
-Inf,Inf,796
-Inf,17908,797
-Inf,Inf,798
-Inf,Inf,799
17625,21357,800
17625,18284,801
17625,18430,802
17714,Inf,803
17714,Inf,804
17927,18811,805
17927,18811,806
17700,Inf,807
17700,Inf,808
-Inf,Inf,809
17683,Inf,810
17920,Inf,811
17920,Inf,812
17923,Inf,813
17923,Inf,814
-Inf,Inf,815
17917,Inf,816
17882,Inf,817
17882,Inf,818
-Inf,18407,819
-Inf,18407,820
-Inf,Inf,821
17921,20167,822
-Inf,Inf,823
17928,Inf,824
17849,19601,825
17849,Inf,826
17849,Inf,827
17930,Inf,828
17930,Inf,829
-Inf,Inf,830
-Inf,Inf,831
17744,Inf,832
17734,18882,833
17734,18882,834
17826,22239,835
17826,22239,836
-Inf,Inf,837
17744,Inf,838
-Inf,Inf,839
-Inf,Inf,840
17923,Inf,841
-Inf,Inf,842
17937,Inf,843
17893,Inf,844
-Inf,Inf,845
17859,Inf,846
17859,Inf,847
-Inf,Inf,848
-Inf,Inf,849
17910,Inf,850
17910,Inf,851
-Inf,Inf,852
17914,Inf,853
17887,Inf,854
17928,Inf,855
17928,Inf,856
17941,Inf,857
-Inf,Inf,858
-Inf,Inf,859
-Inf,Inf,860
17919,20747,861
-Inf,Inf,862
-Inf,Inf,863
17901,Inf,864
17901,20497,865
17947,Inf,866
17947,Inf,867
17949,Inf,868
17949,Inf,869
17944,Inf,870
17944,Inf,871
17652,18692,872
17652,Inf,873
17956,Inf,874
17956,Inf,875
17961,Inf,876
-Inf,Inf,877
17947,Inf,878
17894,19631,879
17894,19631,880
17249,Inf,881
17249,Inf,882
17944,18276,883
17944,18276,884
17944,Inf,885
17944,Inf,886
17835,Inf,887
-Inf,Inf,888
-Inf,Inf,889
17945,Inf,890
17945,Inf,891
17652,Inf,892
17652,Inf,893
17899,Inf,894
17706,19074,895
17706,Inf,896
17958,Inf,897
17976,Inf,898
17976,Inf,899
17952,Inf,900
-Inf,Inf,901
17968,Inf,902
-Inf,Inf,903
-Inf,19358,904
-Inf,Inf,905
-Inf,Inf,906
-Inf,Inf,907
-Inf,19358,908
-Inf,Inf,909
17968,Inf,910
17968,Inf,911
17978,Inf,912
-Inf,Inf,913
17978,Inf,914
-Inf,Inf,915
-Inf,Inf,916
-Inf,Inf,917
17964,Inf,918
17892,Inf,919
17892,Inf,920
-Inf,Inf,921
17971,Inf,922
-Inf,Inf,923
17969,Inf,924
17958,Inf,925
17958,24969,926
17643,Inf,927
17643,Inf,928
17945,Inf,929
17945,Inf,930
17966,Inf,931
17966,Inf,932
17978,Inf,933
17979,Inf,934
17982,20202,935
17973,Inf,936
17973,Inf,937
-Inf,Inf,938
-Inf,Inf,939
17985,Inf,940
17985,Inf,941
17986,Inf,942
17985,18347,943
17985,18347,944
17985,18072,945
17941,Inf,946
17979,Inf,947
17986,Inf,948
17986,Inf,949
17989,Inf,950
17989,Inf,951
17987,Inf,952
17987,Inf,953
17977,Inf,954
17977,Inf,955
-Inf,17639,956
-Inf,17639,957
18000,Inf,958
-Inf,Inf,959
-Inf,Inf,960
-Inf,Inf,961
-Inf,Inf,962
-Inf,Inf,963
17968,Inf,964
18003,Inf,965
18003,Inf,966
18004,18186,967
18004,Inf,968
-Inf,Inf,969
17818,Inf,970
17983,Inf,971
17983,Inf,972
17989,Inf,973
17994,Inf,974
17994,Inf,975
-Inf,Inf,976
17982,22330,977
17989,Inf,978
17989,Inf,979
18006,Inf,980
18006,Inf,981
-Inf,Inf,982
18008,23403,983
18011,Inf,984
18011,Inf,985
-Inf,Inf,986
18013,Inf,987
18005,Inf,988
18005,22626,989
18015,Inf,990
18015,Inf,991
-Inf,Inf,992
-Inf,Inf,993
17719,Inf,994
17719,Inf,995
18016,21202,996
18016,21202,997
-Inf,Inf,998
-Inf,Inf,999
-Inf,Inf,1000
-Inf,Inf,1001
17963,Inf,1002
17963,Inf,1003
18018,Inf,1004
18018,Inf,1005
17917,Inf,1006
17917,Inf,1007
-Inf,Inf,1008
-Inf,Inf,1009
17983,Inf,1010
17997,Inf,1011
17997,Inf,1012
18027,Inf,1013
18027,Inf,1014
-Inf,Inf,1015
-Inf,Inf,1016
17991,Inf,1017
-Inf,Inf,1018
-Inf,21898,1019
17989,Inf,1020
17989,Inf,1021
17891,Inf,1022
17891,Inf,1023
18032,Inf,1024
18032,Inf,1025
18033,21113,1026
18033,21113,1027
-Inf,Inf,1028
18031,Inf,1029
-Inf,Inf,1030
17977,Inf,1031
17977,Inf,1032
18033,Inf,1033
18033,Inf,1034
18032,Inf,1035
18032,Inf,1036
17970,Inf,1037
17970,Inf,1038
-Inf,Inf,1039
-Inf,Inf,1040
18028,Inf,1041
-Inf,Inf,1042
18012,Inf,1043
18012,Inf,1044
18025,Inf,1045
18025,Inf,1046
-Inf,Inf,1047
17814,Inf,1048
18027,Inf,1049
18027,Inf,1050
-Inf,Inf,1051
18041,Inf,1052
-Inf,17955,1053
-Inf,17955,1054
18033,Inf,1055
-Inf,20614,1056
-Inf,Inf,1057
-Inf,Inf,1058
-Inf,Inf,1059
17938,Inf,1060
17938,Inf,1061
-Inf,Inf,1062
18031,Inf,1063
-Inf,Inf,1064
18047,Inf,1065
18008,22238,1066
-Inf,Inf,1067
-Inf,Inf,1068
-Inf,19533,1069
-Inf,19533,1070
18018,Inf,1071
-Inf,Inf,1072
18043,Inf,1073
18046,Inf,1074
18046,Inf,1075
-Inf,Inf,1076
18011,Inf,1077
18027,Inf,1078
18027,19781,1079
18053,19417,1080
18056,Inf,1081
18056,Inf,1082
18050,Inf,1083
18050,Inf,1084
-Inf,Inf,1085
18025,Inf,1086
-Inf,Inf,1087
17601,Inf,1088
17950,Inf,1089
17950,Inf,1090
18026,Inf,1091
17991,Inf,1092
17991,Inf,1093
-Inf,Inf,1094
17955,Inf,1095
-Inf,Inf,1096
18025,Inf,1097
18049,Inf,1098
18049,Inf,1099
-Inf,20758,1100
-Inf,Inf,1101
-Inf,19358,1102
-Inf,Inf,1103
-Inf,Inf,1104
-Inf,Inf,1105
18056,Inf,1106
-Inf,Inf,1107
-Inf,18015,1108
18048,Inf,1109
18048,Inf,1110
18046,Inf,1111
18046,Inf,1112
18048,Inf,1113
18005,Inf,1114
18062,Inf,1115
18062,Inf,1116
18062,Inf,1117
18018,18788,1118
18018,Inf,1119
-Inf,19723,1120
18067,22394,1121
18046,Inf,1122
18046,22654,1123
-Inf,18039,1124
-Inf,21898,1125
18039,21898,1126
18070,Inf,1127
18070,Inf,1128
18076,Inf,1129
18076,Inf,1130
-Inf,Inf,1131
18048,Inf,1132
18048,Inf,1133
-Inf,Inf,1134
-Inf,Inf,1135
-Inf,Inf,1136
-Inf,Inf,1137
18059,Inf,1138
18061,Inf,1139
18041,Inf,1140
18041,Inf,1141
-Inf,22578,1142
-Inf,22578,1143
18068,Inf,1144
18068,Inf,1145
18069,Inf,1146
18069,Inf,1147
18034,19700,1148
-Inf,Inf,1149
-Inf,Inf,1150
-Inf,Inf,1151
17615,Inf,1152
17615,18549,1153
18087,Inf,1154
18087,18087,1155
18080,Inf,1156
18080,Inf,1157
18054,Inf,1158
18054,Inf,1159
18054,Inf,1160
18032,Inf,1161
18032,Inf,1162
18000,Inf,1163
18000,Inf,1164
18090,Inf,1165
18090,Inf,1166
18098,Inf,1167
18078,Inf,1168
18078,Inf,1169
17770,Inf,1170
17770,Inf,1171
-Inf,Inf,1172
18089,Inf,1173
18101,18717,1174
-Inf,Inf,1175
18080,Inf,1176
18105,Inf,1177
18105,Inf,1178
18067,Inf,1179
18067,Inf,1180
-Inf,18101,1181
-Inf,18101,1182
18063,Inf,1183
18096,Inf,1184
18096,Inf,1185
-Inf,Inf,1186
18018,Inf,1187
-Inf,Inf,1188
18071,Inf,1189
-Inf,Inf,1190
-Inf,Inf,1191
17660,Inf,1192
17660,Inf,1193
17941,18361,1194
18111,Inf,1195
-Inf,Inf,1196
-Inf,Inf,1197
18103,19303,1198
-Inf,Inf,1199
-Inf,Inf,1200
-Inf,Inf,1201
-Inf,Inf,1202
-Inf,Inf,1203
18104,Inf,1204
18104,Inf,1205
18120,Inf,1206
18120,Inf,1207
-Inf,Inf,1208
18126,18778,1209
-Inf,Inf,1210
-Inf,Inf,1211
18116,21863,1212
18116,21863,1213
18130,Inf,1214
18130,19966,1215
17882,Inf,1216
17882,Inf,1217
18108,Inf,1218
18108,Inf,1219
18098,Inf,1220
18098,Inf,1221
18098,Inf,1222
18048,Inf,1223
18048,Inf,1224
18099,Inf,1225
-Inf,Inf,1226
18073,Inf,1227
18073,Inf,1228
-Inf,18886,1229
18096,18886,1230
18046,Inf,1231
18046,Inf,1232
-Inf,Inf,1233
-Inf,Inf,1234
18034,20349,1235
-Inf,Inf,1236
-Inf,Inf,1237
-Inf,Inf,1238
18140,Inf,1239
18140,Inf,1240
18119,Inf,1241
18041,Inf,1242
18041,18321,1243
17811,21883,1244
17811,Inf,1245
-Inf,Inf,1246
-Inf,18032,1247
-Inf,18017,1248
-Inf,18017,1249
-Inf,Inf,1250
18090,Inf,1251
18090,Inf,1252
18139,Inf,1253
18139,Inf,1254
-Inf,Inf,1255
18131,Inf,1256
18083,Inf,1257
18083,Inf,1258
18083,Inf,1259
18081,Inf,1260
18081,Inf,1261
18081,Inf,1262
18081,Inf,1263
18081,Inf,1264
18132,Inf,1265
18115,Inf,1266
18115,Inf,1267
18140,Inf,1268
18140,Inf,1269
-Inf,18123,1270
-Inf,Inf,1271
-Inf,Inf,1272
-Inf,Inf,1273
18098,Inf,1274
18067,Inf,1275
-Inf,Inf,1276
-Inf,Inf,1277
-Inf,Inf,1278
18153,21729,1279
18153,21729,1280
-Inf,Inf,1281
-Inf,18881,1282
18144,20870,1283
18144,Inf,1284
18144,Inf,1285
18144,Inf,1286
18144,Inf,1287
18152,Inf,1288
18152,Inf,1289
-Inf,Inf,1290
18147,18406,1291
18147,Inf,1292
18158,Inf,1293
18091,Inf,1294
18092,Inf,1295
18092,Inf,1296
18160,Inf,1297
18160,Inf,1298
18148,Inf,1299
18148,Inf,1300
18129,Inf,1301
18129,Inf,1302
18092,Inf,1303
18118,Inf,1304
18118,Inf,1305
18118,Inf,1306
18162,Inf,1307
18162,Inf,1308
18166,22430,1309
18166,Inf,1310
-Inf,Inf,1311
18071,Inf,1312
-Inf,Inf,1313
18171,Inf,1314
-Inf,Inf,1315
18092,23526,1316
-Inf,Inf,1317
18069,21023,1318
-Inf,21904,1319
-Inf,Inf,1320
-Inf,Inf,1321
-Inf,21203,1322
-Inf,Inf,1323
18151,21203,1324
18151,21203,1325
18110,18612,1326
18110,18612,1327
-Inf,Inf,1328
18050,Inf,1329
18050,Inf,1330
-Inf,18606,1331
-Inf,22413,1332
-Inf,18087,1333
18170,Inf,1334
18170,Inf,1335
18170,Inf,1336
18045,Inf,1337
18045,Inf,1338
18146,19876,1339
-Inf,Inf,1340
17607,Inf,1341
18186,Inf,1342
18187,Inf,1343
18187,Inf,1344
18187,Inf,1345
18175,Inf,1346
18175,Inf,1347
18157,Inf,1348
18157,Inf,1349
17993,Inf,1350
17993,Inf,1351
18194,Inf,1352
18194,Inf,1353
18120,Inf,1354
18120,Inf,1355
18104,Inf,1356
18104,Inf,1357
18019,Inf,1358
18119,18549,1359
-Inf,Inf,1360
18173,Inf,1361
18173,Inf,1362
-Inf,Inf,1363
-Inf,21863,1364
-Inf,21863,1365
-Inf,Inf,1366
-Inf,Inf,1367
18183,Inf,1368
18183,Inf,1369
18141,Inf,1370
18157,Inf,1371
18157,Inf,1372
18174,Inf,1373
18174,Inf,1374
17921,19867,1375
17921,Inf,1376
18059,Inf,1377
18059,Inf,1378
-Inf,Inf,1379
-Inf,Inf,1380
-Inf,22424,1381
-Inf,20573,1382
17788,Inf,1383
17788,Inf,1384
-Inf,Inf,1385
17788,Inf,1386
-Inf,18172,1387
-Inf,Inf,1388
18172,Inf,1389
18172,Inf,1390
18199,Inf,1391
18199,Inf,1392
-Inf,19987,1393
17657,Inf,1394
18158,Inf,1395
18158,Inf,1396
18209,22263,1397
18209,22263,1398
18175,Inf,1399
18146,Inf,1400
18146,Inf,1401
18154,Inf,1402
18154,Inf,1403
-Inf,Inf,1404
-Inf,Inf,1405
18203,18425,1406
18216,19176,1407
18216,19176,1408
