node_id,label,node_class,degree,betweenness,coreness,community
CO_RELIANCE,SOCIETE RELIANCE,company,1,0.0,1,20
CO_RELIANCE_EDUCATION,RELIANCE EDUCATION,company,1,0.0,1,20
CO_REMADEV_TUNISIE,SOCIETE REMADEV TUNISIE,company,1,0.0,1,53
CO_RENAISSANCE_MARBRE_DESIGN,RENAISSANCE MARBRE ET DESIGN,company,1,0.0,1,34
CO_RENOVATION_PREPARATION_TRAITEMENT_SURFACES_RPTS_INTERNATIONA,SOCIETE RENOVATION PREPARATION ET TRAITEMENT DES SURFACES RPTS INTERNATIONAL,company,1,0.0,1,39
CO_RENO_MOTEURS,RENO MOTEURS,company,2,0.0,2,79
CO_RENTAI_RIDE,RENTAI RIDE,company,1,0.0,1,53
CO_REPRESENTATION_INTERNATIONALE,REPRESENTATION INTERNATIONALE,company,4,153539.8,3,9
CO_RESEAU,LE RESEAU,company,6,309227.3,2,71
CO_RESEAUX_TELECOMMUNICATIONS_RETEL,RESEAUX DE TELECOMMUNICATIONS RETEL,company,12,87565.2,4,85
CO_RESEAU_FERROVIAIRE_RAPIDE_TUNIS,SOCIETE DU RESEAU FERROVIAIRE RAPIDE DE TUNIS RFR,company,10,357941.5,2,23
CO_RESIDENCE,LA RESIDENCE,company,1,0.0,1,13
CO_RESIDENCE_AMILCAR,RESIDENCE AMILCAR,company,11,333218.3,5,91
CO_RESIDENCE_CAP_BON,RESIDENCE DU CAP BON RCB,company,1,0.0,1,10
CO_RESIDENCE_HAMMAMET,RESIDENCE HAMMAMET,company,5,279137.7,3,88
CO_RESOURCE_CONTACT_CENTER,RESOURCE CONTACT CENTER,company,2,116340.0,1,4
CO_RESTAURANTS_VILLA_DESMERALDA,LES RESTAURANTS LA VILLA DESMERALDA,company,1,0.0,1,82
CO_RESTAURANT_ALI_BABA,RESTAURANT ALI BABA,company,1,0.0,1,28
CO_RESTO_TICKET_LUNCH,RESTO TICKET LUNCH/ RTL,company,1,0.0,1,31
CO_RETEL,RETEL,company,5,45455.5,3,85
CO_RETEL_PROJECT_ALGERIE,RETEL PROJECT ALGERIE,company,1,0.0,1,85
CO_RETEL_SERVICE,RETEL SERVICE,company,2,0.0,2,85
CO_RETEL_TUNISIE,RETEL TUNISIE,company,1,0.0,1,85
CO_REVDKO,REVDKO,company,1,0.0,1,66
CO_REVES_JEUNES_CREATIF,LES REVES DES JEUNES CREATIF,company,1,0.0,1,18
CO_RGI_TUNISIE,SOCIETE RGI TUNISIE,company,1,0.0,1,6
CO_RIADH_MORANA,SOCIETE RIADH MORANA,company,1,0.0,1,59
CO_RIADH_SLAMA,ETABLISSEMENT RIADH SLAMA,company,1,0.0,1,38
CO_RIAHI_DECO,RIAHI DECO,company,1,0.0,1,24
CO_RIAHI_FABRICATION_MATELAS,SOCIETE RIAHI DE FABRICATION DE MATELAS,company,1,0.0,1,47
CO_RICER_AXLES_INDUSTRY,RICER AXLES INDUSTRY,company,1,0.0,1,34
CO_RICOTEX,RICOTEX,company,2,23272.0,1,8
CO_RIDEAU_METALLIQUE,LE RIDEAU METALLIQUE,company,3,17742.0,3,28
CO_RIMASO_RENT_A_CAR,SOCIETE RIMASO RENT A CAR,company,1,0.0,1,2
CO_RIMEL_DJERBA,RIMEL DJERBA,company,4,31874.1,2,70
CO_RIMES_DIFFUSION_DISTRIBUTION,SOCIETE RIMES DE DIFFUSION ET DISTRIBUTION,company,1,0.0,1,61
CO_RIMOMARTEX,RIMOMARTEX,company,1,0.0,1,53
CO_RISKPRO_CONSEIL,SARL RISKPRO CONSEIL,company,1,0.0,1,80
CO_RITEGE_RENT_A_CAR,RITEGE RENT A CAR,company,1,0.0,1,10
CO_RITEGE_TRAVEL_SERVICE,RITEGE TRAVEL SERVICE,company,1,0.0,1,10
CO_RIVE_SUD_AGENCY,RIVE SUD AGENCY,company,3,24195.5,2,38
CO_RIVE_SUD_IMMOBILIER,RIVE SUD IMMOBILIER,company,2,5180.4,2,38
CO_RMB_CONSULTING,RMB CONSULTING,company,1,0.0,1,36
CO_ROAMSMART,ROAMSMART,company,1,0.0,1,27
CO_ROCHAMBEAU,ROCHAMBEAU,company,3,2047.1,2,62
CO_ROCHDI_HAMMAMI_CIE_DISTRIBUTION,SOCIETE ROCHDI HAMMAMI ET CIE DISTRIBUTION,company,2,127774.6,2,55
CO_ROCK,ROCK,company,2,137390.2,2,78
CO_ROI_BETON,LE ROI DU BETON,company,1,0.0,1,96
CO_ROLL_TECH,ROLL TECH,company,2,13172.2,2,24
CO_ROMA,ROMA,company,3,44695.8,2,28
CO_ROMSMART,ROMSMART,company,1,0.0,1,27
CO_ROMULUS_VOYAGES,ROMULUS VOYAGES,company,4,123912.9,2,27
CO_RONCEYPHARMA,SOCIETE RONCEYPHARMA,company,1,0.0,1,8
CO_RONCEY_DISTRIBUTION,RONCEY DISTRIBUTION,company,2,0.0,2,100
CO_RONCEY_INTERNATIONAL,RONCEY INTERNATIONAL,company,6,327822.1,2,100
CO_RONCY_DISTRIBUTION,RONCY DISTRIBUTION,company,1,0.0,1,8
CO_ROSA,LA ROSA,company,3,89757.9,2,1
CO_ROSA_BEACH,ROSA BEACH,company,2,0.0,2,24
CO_ROSA_MARMI,ROSA MARMI,company,3,255900.0,1,34
CO_ROSE_SABLE,ROSE DE SABLE,company,5,72739.1,3,43
CO_ROTANA_FOOD,ROTANA FOOD,company,1,0.0,1,39
CO_ROUA_VENTE_ACHAT_EN_GROS,SOCIETE ROUA VENTE ET ACHAT EN GROS,company,1,0.0,1,27
CO_ROUDAINA_FOOD_COMMERCE_DISTRIBUTION,SOCIETE ROUDAINA FOOD DE COMMERCE ET DISTRIBUTION,company,1,0.0,1,0
CO_ROUROU_MODE,SOCIETE ROUROU MODE,company,1,0.0,1,41
CO_ROUTES_BARIMENTS_SOROUBAT,SOCIETE DE ROUTES ET BARIMENTS SOROUBAT,company,7,139597.0,2,21
CO_ROUTES_CARTHAGE,LES ROUTES DE CARTHAGE,company,1,0.0,1,14
CO_ROYALE_CREATION,SOCIETE ROYALE CREATION,company,1,0.0,1,2
CO_ROYAL_BUSINESS_TRADING,ROYAL BUSINESS TRADING,company,1,0.0,1,31
CO_ROYAL_CORPORATION,ROYAL CORPORATION,company,1,0.0,1,72
CO_ROYAL_DRINKS,ROYAL DRINKS,company,5,125441.5,4,25
CO_ROYAL_FIRST_HOTELS,ROYAL FIRST HOTELS RFH,company,1,0.0,1,5
CO_ROYAL_GARDEN_PALACE,ROYAL GARDEN PALACE,company,2,0.0,2,59
CO_ROYAL_GOLDEN_PALACE,ROYAL GOLDEN PALACE,company,3,17116.5,3,59
CO_ROYAL_INVESTISSEMENTS_PARTICIPATIONS_HOLDING,ROYAL INVESTISSEMENTS ET PARTICIPATIONS HOLDING,company,6,46552.5,2,21
CO_ROYAL_JUICE,ROYAL JUICE,company,2,0.0,2,25
CO_ROYAL_METAL,SOCIETE ROYAL METAL,company,1,0.0,1,1
CO_ROYAL_MEUBLE,SOCIETE ROYAL MEUBLE,company,1,0.0,1,18
CO_ROYAL_OLIVE_OIL,SOCIETE ROYAL OLIVE OIL,company,1,0.0,1,28
CO_ROYAL_PLAST,ROYAL PLAST,company,1,0.0,1,24
CO_ROYAL_PLAST_SRP,SOCIETE ROYAL PLAST SRP,company,2,46542.0,1,24
CO_ROYAL_SERVICES_AND_EVENTS,ROYAL SERVICES AND EVENTS,company,1,0.0,1,39
CO_ROYAL_TEXTILE,ROYAL TEXTILE,company,6,232656.5,2,19
CO_ROYAL_TRADING,ROYAL TRADING,company,6,888394.1,3,28
CO_ROYAL_TUNISIAN_MARBLE,ROYAL TUNISIAN MARBLE,company,1,0.0,1,63
CO_ROYAUME_ELEC,ROYAUME ELEC,company,2,46542.0,1,65
CO_ROYAUME_MATELAS_RYMAT,SOCIETE ROYAUME DES MATELAS RYMAT,company,1,0.0,1,78
CO_ROYAUME_RENT_CAR,ROYAUME RENT CAR,company,1,0.0,1,53
CO_RS_CAR_TUNISIE,RS CAR TUNISIE,company,1,0.0,1,91
CO_RS_COMPAGNIE,RS COMPAGNIE,company,1,0.0,1,42
CO_RUSPINA_DISTRIBUTION,RUSPINA DISTRIBUTION,company,1,0.0,1,52
CO_RUSPINA_TELECOM,SOCIETE RUSPINA TELECOM,company,3,93076.0,2,84
CO_R_INDUSTRIE,R INDUSTRIE,company,5,28359.2,3,85
CO_R_M_ELEGANCE,R M ELEGANCE,company,2,26353.6,2,14
CO_S2A_CONFECTION_CAPITAL,S2A CONFECTION CAPITAL,company,1,0.0,1,24
CO_S2I,SOCIETE S2I,company,5,584102.6,2,43
CO_S2I_INDUSTRIE,S2I Industrie,company,1,0.0,1,11
CO_S2I_INDUSTRIES,SOCIETE S2I INDUSTRIES,company,4,74090.9,2,11
CO_S2I_SERVICES,SOCIETE S2I SERVICES,company,1,0.0,1,43
CO_S2K,S2K,company,9,99616.4,3,75
CO_SAAD,SAAD,company,5,390610.7,3,25
CO_SAB,SAB,company,4,93081.0,1,72
CO_SABAH_PANACOTTA,SOCIETE SABAH PANACOTTA,company,2,881931.7,2,22
CO_SABENA_TECHNICS,SABENA TECHNICS,company,2,0.0,2,80
CO_SABENA_TECHNICS_MIR,SABENA TECHNICS MIR,company,2,25087.5,2,15
CO_SABIL_ENERGIE_POUR_L_INGENIERIE,SOCIETE SABIL ENERGIE POUR L'INGENIERIE,company,1,0.0,1,53
CO_SABLES_DOR,LES SABLES DOR,company,12,178457.2,4,91
CO_SABLE_DOR,SOCIETE SABLE DOR,company,1,0.0,1,39
CO_SABORI_ITALIANI,SOCIETE SABORI ITALIANI,company,1,0.0,1,16
CO_SACEMA,SOCIETE SACEMA,company,2,162243.6,2,58
CO_SACEM_INDUSTRIES,SACEM INDUSTRIES,company,4,23299.8,3,14
CO_SACINOR,SACINOR,company,2,67.7,2,11
CO_SACNA_ENGINEERING,SACNA ENGINEERING,company,1,0.0,1,105
CO_SACOM,SACOM,company,3,156951.0,3,79
CO_SADIKA_RMA,SADIKA RMA,company,1,0.0,1,14
CO_SADIR,SADIR,company,2,23272.0,1,34
CO_SADIRA,SADIRA SA,company,4,40954.8,2,14
CO_SADOKA,SADOKA,company,2,46542.0,1,31
CO_SADOK_SICAR,SADOK SICAR,company,1,0.0,1,25
CO_SADOK_TUILES_EN_CERAMIQUE,SOCIETE SADOK DE TUILES EN CERAMIQUE,company,1,0.0,1,26
CO_SAECO_CONSULTING,SAECO CONSULTING,company,1,0.0,1,63
CO_SAE_PRESSE,SAE PRESSE,company,1,0.0,1,42
CO_SAFAGRIN,SAFAGRIN,company,1,0.0,1,58
CO_SAFA_DISTRIBUTION,SAFA DISTRIBUTION,company,1,0.0,1,43
CO_SAFE_FLIGHT_ACADEMY,SAFE FLIGHT ACADEMY,company,1,0.0,1,77
CO_SAFIR_COMMERCE_SERVICES_SSCS,SOCIETE SAFIR DE COMMERCE ET SERVICES SSCS,company,1,0.0,1,31
CO_SAFI_ELAN_SICAF,SAFI ELAN SICAF,company,2,0.5,2,42
CO_SAFRAN_FRANCE,SAFRAN FRANCE,company,4,139606.0,2,23
CO_SAFRAN_MARKET,SAFRAN MARKET,company,1,0.0,1,6
CO_SAFWAT_SERVICE_SECURITY,SAFWAT SERVICE SECURITY,company,1,0.0,1,28
CO_SAGEMCOM_GROUP_FRANCE,SAGEMCOM GROUP FRANCE,company,10,174504.0,2,71
CO_SAGEMCOM_SERVICES_TUNISIE,SAGEMCOM SERVICES TUNISIE,company,2,1.2,2,71
CO_SAGEMCOM_SOFTWARE_TECHNOLOGIES_BROADBAND,SAGEMCOM SOFTWARE ET TECHNOLOGIES BROADBAND,company,5,313455.2,2,71
CO_SAGEMCOM_TECHNOLOGY_BBD_TUNISIA,SAGEMCOM TECHNOLOGY BBD TUNISIA,company,2,2.1,2,71
CO_SAGEMCOM_TECHNOLOGY_ENERGY_TUNISIA,SAGEMCOM TECHNOLOGY ENERGY TUNISIA,company,3,2.1,2,71
CO_SAGEMCOM_TUNISIE,SAGEMCOM TUNISIE,company,2,1.2,2,71
CO_SAGEM_ENERGY_TELECOM_SAS,SAGEM ENERGY ET TELECOM SAS,company,2,0.0,2,71
CO_SAGEM_TUNISIE,SAGEM TUNISIE,company,5,58161.2,2,71
CO_SAGEM_TUNISIE_COMMUNICATION,SAGEM TUNISIE COMMUNICATION,company,2,1.2,2,71
CO_SAGES_CAPITAL,SAGES CAPITAL,company,2,4253.1,2,37
CO_SAGETH,SAGETH,company,1,0.0,1,88
CO_SAGETH_HOTEL_ORANGERS,SAGETH HOTEL LES ORANGERS,company,1,0.0,1,88
CO_SAHA,SOCIETE SAHA,company,1,0.0,1,13
CO_SAHARA_EVASION,SOCIETE SAHARA EVASION,company,2,35837.6,2,24
CO_SAHARA_FRUIT,SAHARA FRUIT,company,2,21525.6,2,24
CO_SAHARA_INDUSTRIE,SAHARA INDUSTRIE,company,2,4491.4,2,56
CO_SAHARA_LOGISTIC,SAHARA LOGISTIC,company,2,4491.4,2,56
CO_SAHAR_PRODUITS_MER_SAHAR,SOCIETE SAHAR DES PRODUITS DE MER SAHAR,company,1,0.0,1,24
CO_SAHBI_DRISS,SAHBI DRISS,company,2,23272.0,1,55
CO_SAHELIENNE_DIMPRIMERIE_EDITION_DISTRIBUTION_SOSIED,SOCIETE SAHELIENNE DIMPRIMERIE EDITION DISTRIBUTION SOSIED,company,1,0.0,1,42
CO_SAHEL_COMMERCE_SSC,SOCIETE SAHEL DE COMMERCE SSC,company,1,0.0,1,8
CO_SAHEL_HOTELIERE_TOURISTIQUE_SHTS,SOCIETE DE SAHEL HOTELIERE ET TOURISTIQUE SHTS,company,1,0.0,1,58
CO_SAHEL_METAL,SAHEL METAL,company,1,0.0,1,8
CO_SAHEL_PIECES_AUTOS,SAHEL PIECES AUTOS,company,1,0.0,1,2
CO_SAIDANE_MEDELEINE,SOCIETE SAIDANE MEDELEINE,company,1,0.0,1,28
CO_SAIDANE_TEINTURERIE_TISSAGE,SOCIETE SAIDANE DE TEINTURERIE ET TISSAGE,company,1,0.0,1,28
CO_SAIDANE_TEINTURERIE_TISSAGE_SOSTISS,SOCIETE SAIDANE DE TEINTURERIE ET DE TISSAGE SOSTISS,company,1,0.0,1,28
CO_SAIDANI_SCES,SOCIETE SAIDANI DE SCES,company,1,0.0,1,28
CO_SAIDA_FOOD_TRADING,SAIDA FOOD TRADING,company,2,42375.9,2,80
CO_SAIDA_GROUP_HOLDING,SAIDA GROUP HOLDING,company,20,685130.5,4,80
CO_SAIDI_GLOBAL_CONSULTING,SOCIETE SAIDI GLOBAL CONSULTING,company,1,0.0,1,16
CO_SAI_SICAF,SAI SICAF,company,4,47876.8,2,87
CO_SAKA_INTERNATIONAL_TRADING,SAKA INTERNATIONAL TRADING,company,1,0.0,1,12
CO_SAKFI,SAKFI,company,2,58030.5,2,59
CO_SAKIET_EDDAIER_METALLIQUE,SAKIET EDDAIER METALLIQUE SEM,company,1,0.0,1,45
CO_SAKIET_EDDAYER_METALLIQUE,SAKIET EDDAYER METALLIQUE,company,1,0.0,1,45
CO_SAKMO_INVEST_AFMO,SOCIETE SAKMO INVEST AFMO,company,2,29077.5,2,25
CO_SALAMA,SOCIETE SALAMA,company,2,23272.0,1,6
CO_SALEM_GIOULOU_HOLDING,SALEM GIOULOU HOLDING,company,1,0.0,1,85
CO_SALEM_GLOULOU_HOLDING,SALEM GLOULOU HOLDING,company,4,81443.5,2,85
CO_SALES_BUSINESS_SERVICES,SALES BUSINESS SERVICES SBS,company,1,0.0,1,39
CO_SALINA_EXPORT,SALINA EXPORT,company,6,75801.2,3,74
CO_SALINS_MIDI_PARTICIPATIONS,SALINS DU MIDI PARTICIPATIONS,company,1,0.0,1,78
CO_SALLE_CONGRES_ENNAKHIL,SOCIETE SALLE DES CONGRES ENNAKHIL,company,1,0.0,1,0
CO_SALLE_FETES_LAYELI_EL_OUNS,SALLE DES FETES LAYELI EL-OUNS,company,1,0.0,1,50
CO_SALMA,SOCIETE SALMA,company,8,764616.0,3,33
CO_SALMANE,SOCIETE SALMANE,company,1,0.0,1,2
CO_SALMANE_CIE,SOCIETE SALMANE ET CIE,company,1,0.0,1,2
CO_SALWA_CITY_HOTEL_TEJ_MARHABA,SALWA CITY HOTEL TEJ MARHABA,company,2,0.0,2,91
CO_SAM,SAM,company,3,10285.8,3,32
CO_SAMACO,SAMACO,company,1,0.0,1,51
CO_SAMAR,SOCIETE SAMAR,company,2,139602.0,1,8
CO_SAMARONS_RESORT5,SAMARONS RESORT5,company,4,263977.2,3,67
CO_SAMAR_COMMERCE,SOCIETE SAMAR DE COMMERCE,company,1,0.0,1,52
CO_SAMA_CONSULTING,SAMA CONSULTING,company,1,0.0,1,47
CO_SAMA_PARTNERS_BUSINESS_SOLUTIONS,SAMA PARTNERS BUSINESS SOLUTIONS,company,1,0.0,1,80
CO_SAMELEC,SOCIETE SAMELEC,company,1,0.0,1,58
CO_SAMELSA_INTERNATIONAL,SAMELSA INTERNATIONAL,company,1,0.0,1,15
CO_SAMI_KAMMOUN,SOCIETE SAMI KAMMOUN,company,1,0.0,1,47
CO_SAMI_SMAOUI_CONSULTING,SAMI SMAOUI CONSULTING,company,1,0.0,1,12
CO_SAMM,SAMM,company,1,0.0,1,31
CO_SAMM_TEST_AUTOMATION,SAMM TEST AUTOMATION,company,4,93081.0,1,40
CO_SAM_INFORMATION_MEDICALE,SAM INFORMATION MEDICALE,company,1,0.0,1,57
CO_SAM_MEDICAL,SAM MEDICAL,company,2,46542.0,1,47
CO_SANADETT_SICAV,SANADETT SICAV,company,9,165199.5,3,63
CO_SANCELLA,SANCELLA,company,7,82829.1,3,36
CO_SANCELLA_PAPIER,SANCELLA PAPIER,company,2,0.0,2,36
CO_SANCELLA_TRADING,SANCELLA TRADING,company,1,0.0,1,36
CO_SANDRILLON,SANDRILLON,company,1,0.0,1,43
CO_SANDSTORM,SANDSTORM,company,2,155344.4,2,73
CO_SANIFOOD,SANIFOOD,company,1,0.0,1,24
CO_SANIMED,SANIMED,company,22,1377887.6,5,25
CO_SANITEC,SANITEC,company,2,0.0,2,25
CO_SANI_CHAUFF,SANI CHAUFF,company,1,0.0,1,2
CO_SANI_CONFORT,SOCIETE SANI CONFORT,company,2,0.0,2,81
CO_SANI_DECO,SANI DECO,company,1,0.0,1,53
CO_SANI_MODE,SANI MODE,company,1,0.0,1,7
CO_SANI_MODE_EXPO,SANI MODE EXPO,company,1,0.0,1,71
CO_SANOFI_AVENTIS_PARTICIPATIONS_FRANCE,SANOFI AVENTIS PARTICIPATIONS FRANCE,company,1,0.0,1,21
CO_SANOFI_AVENTIS_PHARMA_TUNISIE,SANOFI AVENTIS PHARMA TUNISIE,company,9,235286.5,2,21
CO_SANTA_FE,SANTA FE,company,2,2978.4,2,79
CO_SANTEA,SOCIETE SANTEA,company,2,0.0,2,19
CO_SAPHIR_CONSULT,SAPHIR CONSULT,company,1,0.0,1,52
CO_SAPHIR_INEST,SAPHIR INEST,company,1,0.0,1,39
CO_SAPHIR_PALACE,SOCIETE SAPHIR PALACE,company,1,0.0,1,24
CO_SAPHIR_PROMOTION_GESTION_IMMOBILIERE,SAPHIR DE PROMOTION ET DE GESTION IMMOBILIERE SPGI,company,2,814566.3,2,25
CO_SAPHIR_RENT_A_CAR,SAPHIR RENT A CAR,company,1,0.0,1,21
CO_SAPHIR_SERVICES,SAPHIR SERVICES,company,1,0.0,1,39
CO_SAPORI_ITALIA,SAPORI ITALIA,company,5,151633.5,2,47
CO_SARAH,SOCIETE SARAH,company,2,46542.0,1,91
CO_SARAH_AND_CO,SOCIETE SARAH AND CO,company,1,0.0,1,38
CO_SARAH_CONFECTION_SARCO,SARAH CONFECTION SARCO,company,2,23272.0,1,24
CO_SARAH_HUILES,SARAH HUILES,company,8,139629.0,4,96
CO_SARAH_IMPORTATION,SARAH IMPORTATION,company,1,0.0,1,14
CO_SARAH_QUAD,SARAH QUAD,company,1,0.0,1,43
CO_SARAH_TEXTILE,SARAH TEXTILE,company,1,0.0,1,52
CO_SARAY_MENA_VALUE_FUND_SPS,SARAY MENA VALUE FUND SPS,company,1,0.0,1,59
CO_SARA_DISTRIBUTION,SARA DE DISTRIBUTION,company,1,0.0,1,38
CO_SAROST,SAROST,company,3,89740.8,3,62
CO_SAROUTY_PROMOTION_IMMOBILIERE,SOCIETE SAROUTY DE PROMOTION IMMOBILIERE,company,3,57866.9,3,11
CO_SARTEX,SOCIETE SARTEX,company,4,179109.2,2,1
CO_SASAVIS,SASAVIS,company,1,0.0,1,23
CO_SASSI_AGRO,SASSI AGRO,company,1,0.0,1,53
CO_SASSI_BOUHAOULA_COMMERCE,SOCIETE SASSI ET BOUHAOULA DE COMMERCE,company,1,0.0,1,53
CO_SASSI_CIE,SASSI ET CIE,company,1,0.0,1,34
CO_SASSI_METAL,SOCIETE SASSI METAL,company,1,0.0,1,53
CO_SATEC_TUNISIE,SATEC TUNISIE,company,2,0.0,2,35
CO_SATEC_TUNISIE_INTERNATIONAL,SATEC TUNISIE INTERNATIONAL,company,2,0.0,2,35
CO_SATEM,SATEM,company,5,46541.5,2,40
CO_SATEM_DISTRIBUTION,SATEM DISTRIBUTION,company,2,0.0,2,40
CO_SAUDI_ARABIAN_AIRLINES,SAUDI ARABIAN AIRLINES,company,1,0.0,1,20
CO_SAVENCIA_FROMAGE_DAIRY_INTERNATIONAL,SAVENCIA FROMAGE ET DAIRY INTERNATIONAL,company,1,0.0,1,24
CO_SAVEURS_LORIENT,SAVEURS DE LORIENT,company,1,0.0,1,51
CO_SAVEURS_MEDITERRANEENNES,SAVEURS MEDITERRANEENNES,company,5,112693.2,3,24
CO_SAVEURS_MEDITERRANENNES,SAVEURS MEDITERRANENNES,company,2,12944.7,2,24
CO_SAVEUR_MAGENTA,SAVEUR MAGENTA,company,1,0.0,1,6
CO_SAVINORD,SAVINORD,company,4,42916.2,4,20
CO_SAVOIR_FUTUR,LE SAVOIR DU FUTUR,company,1,0.0,1,94
CO_SBA,SBA,company,3,32904.2,2,53
CO_SBEITLA_COMPLEXE_HOTELIER_TOURISTIQUE_SBEITLA_BYZACENE,SBEITLA COMPLEXE HOTELIER ET TOURISTIQUE DE SBEITLA BYZACENE,company,1,0.0,1,24
CO_SBF_EQUIPEMENTS,SBF EQUIPEMENTS,company,2,712.9,2,27
CO_SBS_AGRICOLE,SBS AGRICOLE,company,2,116340.0,1,11
CO_SCARPA_MIA,SCARPA MIA,company,2,23272.0,1,57
CO_SCARPEDIEM,SCARPEDIEM,company,4,139558.7,2,20
CO_SCA_HYGIENE_PRODUCTS_AKTIEBOLAG,SCA HYGIENE PRODUCTS AKTIEBOLAG,company,1,0.0,1,36
CO_SCEE_ASCENSEURS,SCEE ASCENSEURS,company,1,0.0,1,86
CO_SCELLES_SECURITE_SURVEILLANCE_S3,"SOCIETE DES SCELLES, DE LA SECURITE ET DE LA SURVEILLANCE S3",company,4,256512.6,2,56
CO_SCEMAF,SOCIETE SCEMAF,company,1,0.0,1,47
CO_SCET,SCET,company,1,0.0,1,36
CO_SCET_TUNISIE,SCET TUNISIE,company,11,577252.7,3,8
CO_SCHLEMMER,SCHLEMMER,company,1,0.0,1,23
CO_SCHULTE_AUTOMOTIVE,SCHULTE AUTOMOTIVE,company,1,0.0,1,23
CO_SCICS,SCICS,company,1,0.0,1,75
CO_SCIERIE_AFRICAINE,SCIERIE AFRICAINE,company,3,43777.8,3,13
CO_SCIERIE_AFRICAINE_SCIAF,SCIERIE AFRICAINE SCIAF,company,5,87835.5,3,13
CO_SCIF,SCIF,company,3,3210.5,3,37
CO_SCIMACO_MEGA_BETON,SOCIETE SCIMACO MEGA BETON,company,1,0.0,1,28
CO_SCI_ESSAFA,SCI ESSAFA,company,1,0.0,1,64
CO_SCK_TELECOM,SCK TELECOM,company,1,0.0,1,78
CO_SCORING,SOCIETE SCORING,company,4,93081.0,1,6
CO_SCS_MEDITERRANEE,SCS MEDITERRANEE,company,2,23272.0,1,16
CO_SCTE_AGRICOLE_SIDI_SAAD,SCTE AGRICOLE SIDI SAAD,company,1,0.0,1,14
CO_SDK_CONSULTING,SDK CONSULTING,company,1,0.0,1,0
CO_SDP,SDP,company,1,0.0,1,25
CO_SDPA,SDPA,company,3,230682.0,2,12
CO_SDPA_FATMA,SDPA FATMA,company,2,23272.0,1,92
CO_SDT_HADRUMET,SDT HADRUMET,company,1,0.0,1,24
CO_SEA,SEA,company,1,0.0,1,18
CO_SEAM,SEAM,company,2,162862.0,1,5
CO_SEA_LATELEC,SEA LATELEC,company,6,162870.1,2,15
CO_SEA_SUN,SEA SUN,company,1,0.0,1,80
CO_SEA_WAYS,SEA WAYS,company,1,0.0,1,65
CO_SEBAC,SEBAC,company,1,0.0,1,47
CO_SEBEH_PATISSERIES_TRADITIONNELLES,SOCIETE SEBEH DE PATISSERIES TRADITIONNELLES,company,1,0.0,1,31
CO_SEBN_SE_BORDNETZE_TUNISIA,SEBN SE BORDNETZE TUNISIA,company,1,0.0,1,23
CO_SECHAUD_BOSSUYT_TECHNOLOGIE_TUNISIE,SECHAUD ET BOSSUYT TECHNOLOGIE TUNISIE,company,1,0.0,1,23
CO_SECOMET,SECOMET,company,1,0.0,1,28
CO_SECURITAS,SOCIETE SECURITAS,company,2,23272.0,1,5
CO_SECURITE_CONTROLE_SERTVICES,SOCIETE SECURITE CONTROLE ET SERTVICES,company,1,0.0,1,2
CO_SECURITE_INTERNATIONAL,SOCIETE SECURITE INTERNATIONAL,company,1,0.0,1,39
CO_SECURITE_PLUS,SECURITE PLUS,company,1,0.0,1,5
CO_SECURITE_SCE_GARDIAGE_NETTOYAGE,SOCIETE DE SECURITE SCE GARDIAGE NETTOYAGE,company,1,0.0,1,50
CO_SECURITE_TELECOM_SERVICES,SECURITE TELECOM SERVICES STS,company,2,42524.1,2,31
CO_SECURITY_AND_PROTECTION_SERVICES,SECURITY AND PROTECTION SERVICES SPS,company,1,0.0,1,0
CO_SECURITY_INTELLIGENT_SOLUTION,SECURITY ET INTELLIGENT SOLUTION SIS,company,1,0.0,1,16
CO_SEDK_CONSEILS,SEDK CONSEILS,company,1,0.0,1,25
CO_SED_ALU_MENUISERIE,SED ALU MENUISERIE,company,1,0.0,1,20
CO_SEEM,SEEM,company,2,142698.8,2,4
CO_SEET_TELMAGH,SEET TELMAGH,company,1,0.0,1,52
CO_SEFINA_SICAF,SEFINA SICAF,company,23,1253528.6,4,63
CO_SEFLNA_SICAF,SEFLNA SICAF,company,7,32016.8,4,63
CO_SEFRIM,SEFRIM,company,1,0.0,1,19
CO_SEGA_PLUS,SEGA PLUS,company,1,0.0,1,99
CO_SEGNERE_SAS_FRANCE,SEGNERE SAS FRANCE,company,3,46543.0,1,15
CO_SEGNERE_SITE_TUNISIE,SEGNERE SITE TUNISIE,company,1,0.0,1,15
CO_SEGOR,SEGOR,company,13,593318.3,3,8
CO_SEHINA_SICAF,SEHINA SICAF,company,1,0.0,1,63
CO_SELALU,SELALU,company,1,0.0,1,23
CO_SELECTION,SELECTION,company,4,116348.0,1,40
CO_SELECTION_GESTION_SERVICE,SELECTION GESTION SERVICE,company,1,0.0,1,87
CO_SELECTION_PROMOTION_IMMOBILIERE,SOCIETE LA SELECTION DE PROMOTION IMMOBILIERE,company,2,28008.5,2,87
CO_SELECT_AGRICOLE_SERVICE,SELECT AGRICOLE SERVICE SAS,company,5,157433.3,2,14
CO_SELECT_BAR,SELECT BAR,company,1,0.0,1,8
CO_SELECT_DISTRIBUTION,SOCIETE SELECT DISTRIBUTION,company,1,0.0,1,4
CO_SELECT_FRESH_MEDITERRANEE,SELECT FRESH MEDITERRANEE,company,1,0.0,1,2
CO_SELGOMETAL,SELGOMETAL,company,4,50209.6,2,23
