node_id,label,node_class,degree,in_giant_component
ORGE_2a1e7e56758cf18294ff,3. Approbation des statuts de société anonyme,company,1,1
ORGE_2a28d021622b9b55d53f,SOCIETE MIDOU DE CONFECTION SOMICO,company,1,0
ORGE_2a2c6041ef1aae4afb62,Election des membres du conseil d'administration,company,1,0
ORGE_2a37bcae08179db55447,la Compagnie Internationale Arabe de Tourisme ont décidé,company,2,1
ORGE_2a3a1efed99dbc5919f4,MONLAB,company,1,1
ORGE_2a459eee653dc0b448b5,Société commerciale Ibn Khaldoun,company,1,0
ORGE_2a4fcebd12aa889980ad,Société Talal immobilière TRADING - SARL,company,1,1
ORGE_2a60b1d57e3b1b1e1098,STE G,company,1,1
ORGE_2a6baad90eb7a78e25e1,STALUP,company,1,1
ORGE_2a78e89757165f01aab3,Société BRICO-DECO,company,3,0
ORGE_2a86ac61fbd1de19970a,Sté Market Place,company,1,0
ORGE_2a9099c9b26951430f22,ster à l'assemblée générale extraordinaire qui se tiendra le samedi six f,company,1,1
ORGE_2a956e7f4c378907c9c9,SOCIETE HORIZON TEXTILE HTEX,company,1,0
ORGE_2a985f5745a2db9e67d4,Business 4 Business,company,1,0
ORGE_2aa8bdb206d60021d075,Société en liquidation,company,1,0
ORGE_2ab2693b91507590ad4a,Groupement de Développement Sondage Echritta,company,1,1
ORGE_2ac2c35375be703fa82d,Ouverture d'une filiale à la Société Oueslati distribution,company,1,0
ORGE_2aca381bcc29af51dc94,Société de Confection de Maknassy,company,1,0
ORGE_2acdf97261790fea938b,Société Aouadi et fils,company,1,0
ORGE_2ad89b0b0280b6afefd8,SOCIETE TOURISTIQUE EL-MOURADI,company,2,1
ORGE_2add827305d9965fee6d,Société Ksibel,company,1,0
ORGE_2ae11d076b7677c78685,Société Général des Epices et Fruits Secs,company,1,1
ORGE_2aea485464490a075dc5,Société Mecano-Soudure Tunisie,company,1,1
ORGE_2aeb13957a0e716b8a94,la société l'Immobilière du Bâtiment et des Services ont décidé d'augmenter le ca,company,1,0
ORGE_2af334bb444732fcf3dd,Société Comptoir des Pièces Agricoles et Industrielles en détail,company,1,1
ORGE_2b009cc6bf8f32ae5184,SERVICE SANTE DU NORD,company,1,0
ORGE_2b013c91e7ea4857ebc8,Sté Jad,company,1,1
ORGE_2b073cc95e4eb7d214e7,Cyber Park 3100 Kairouan,company,1,0
ORGE_2b0aeaad8edc6eaf9d2a,TAYBET,company,1,0
ORGE_2b14d11c739922053770,Étaient présents : 5,company,1,1
ORGE_2b18415b7303a0aad7f0,DIGIPRESSING,company,1,1
ORGE_2b2cc2d9b2e215426377,SOCIETE REGIONAL IMMOBILERE SORIM,company,2,0
ORGE_2b32776b7c5fa647505b,Société Azaiez Mohamed Motocycle Sahline SA,company,1,0
ORGE_2b3348465eb24772846c,la Société Afrique Béton » ont décidé à l'unanimité le renouvellement du mandat d,company,1,0
ORGE_2b394dcbc3ec95cf6c14,la société Prestige SARL en contre parti Mr Ridha Ktari,association / union,1,0
ORGE_2b4090e6ea7d5fd913b4,COMPLEXE INDUSTERIEL DELECTROMENAGER,company,1,1
ORGE_2b4171f57c3b184de2d7,Société FORCE DE VENTE,company,1,1
ORGE_2b4baebc3549ed3c15a6,Audit et Expertise Technologique Export A E T Export,company,1,1
ORGE_2b4beba3ea9af91c56ab,la Société SALIM Confection ont décidé de vendre et céder 50% des parts au tiers,company,1,0
ORGE_2b4fe2eccc8bd582777d,Support Industriel Polyvalant,company,1,1
ORGE_2b520ce049409f27881d,"6, rue Ibn Hazm, Cité Jardins, Le Belvédère, 1002 Tunis",company,1,1
ORGE_2b54d1b7775a071e5e04,L'adoption de nouveaux statuts et du règlement intérieur mis à jour,company,2,1
ORGE_2b55c2bf7ffdc8c5b3bf,MINISTERE DU PLAN ET DU DEVELOPPEMENT REGIONAL,state body,2,1
ORGE_2b57df6e49cb2d2ed4b6,UNION TUNISIE TAXI INDIVIDUELLE (UTTI),association / union,1,1
ORGE_2b585b7fba675868d16d,Société Mohtedi Phone SMP,company,1,1
ORGE_2b59a77ba4757fc4b0cf,Sté SIM Trade,company,1,0
ORGE_2b5ee444451141f6a59e,Société Montana de Tourisme,company,1,1
ORGE_2b696bc7b1063477b1e8,GDP TUNISIA,company,1,0
ORGE_2b6dd44e30d736fa5e0f,Société Bouattour Conseils Et Services,company,1,0
ORGE_2b7ced308beb9027970e,BHM,company,2,1
ORGE_2b7e4f9caf9c1786a77e,SPLENDID TOURS,company,1,1
ORGE_2b826f9ee61538ad9c6c,Société de Fabrication Accessoires de Confection,company,1,1
ORGE_2b85b59405ab7ff15c81,SOCIETE DE FABRICATION DE TOUS CUIR SOFACUIR,company,1,0
ORGE_2b86db1c98c31d5a3182,la société Entreprise Moderne de Bâtiment les 5 000 parts sociales lui appartenan,company,1,0
ORGE_2b8fb77d7925db94a5ac,Visio Web,company,1,1
ORGE_2b8fec77f47c75066b93,Sté Golf d'Aluminium SARL,company,1,1
ORGE_2b9fa7b84fdf5dac8c67,Union Sportive de Jendouba pour les sports individuels,association / union,1,1
ORGE_2ba054e61a1897f37294,MAKCI S,company,1,1
ORGE_2ba17a0dd17bbe4d536a,la société Rhino International se sont réunis en assemblée générale ordinaire ann,company,1,1
ORGE_2bb33f90f31dbe399fa1,SOCIETE INDUSTRIELLE DAPPAREILLAGE ET DE MATERIELS ELECTRIQUES SIAME,company,2,1
ORGE_2bbb22e9c4f2f9f89b66,"SOCIETE HAMMAMET LEISEIRE COMPAGNY (HLC), S.A",company,1,1
ORGE_2bc1af6f8ec73158011b,Société MONOPLA,company,1,1
ORGE_2be747b93ff4a2feb200,Société Novamac,company,1,1
ORGE_2bec2e93993bab644b44,Association sportive de la jeunesse,association / union,1,1
ORGE_2bf9acff99c656fe1753,Société Bitumes Tunisie SA,company,1,1
ORGE_2c11d59d9bff96625ee4,Sté Alimentaire El Khadhra,company,1,0
ORGE_2c1b86452eb45247e061,Association des fans de la maison des jeunes,association / union,1,0
ORGE_2c1c8b75b5741fc85eca,Méditerraneaen service,company,1,1
ORGE_2c1f087cbff28b408a43,Société Yassine import,company,1,1
ORGE_2c224a4cb90cd20a24df,UNION SPECIAL TUNISIA Sarl,association / union,1,1
ORGE_2c28d3fc11f9921f0bed,HACHED ET ASSOCIES INTERNATIONAL,company,1,0
ORGE_2c3432626e9383023932,Société de Coopération Industrielle & Commerciale SOCOPIC,company,1,0
ORGE_2c3f07ecf520301d3f25,la société Elixir Distribution réunis le 31 Octobre 2010 ont décidé,company,1,0
ORGE_2c3fabd764636f7df69b,ASSEMBLEE CONSTITUTIVE,state body,2,1
ORGE_2c42223fff3d7361db83,Société El Med Etudes SARL,company,2,1
ORGE_2c43287e40378da78be2,Sté à Responsabilité Limitée,company,1,1
ORGE_2c46264f830dd1406d02,SOCIETE PROMOCUISINE,company,1,1
ORGE_2c4d6c8b27347182c63a,PFM,company,1,1
ORGE_2c528880dc5568e8af46,Société A,company,1,0
ORGE_2c5d6806ebd94678fa49,Sté LINADIAL SARL,company,1,1
ORGE_2c6002d86bd2cfe5df1f,Sté El Louati,company,1,0
ORGE_2c643cbf0252647e77c5,BEIT INVEST,company,1,1
ORGE_2c7125fa4bee83502fab,la société Complexe Thelja touristique» ont décidé,company,1,0
ORGE_2c739eaf12ecffe837c6,Société Golden Plast,company,1,0
ORGE_2c73cab46573fbce2426,Société MODERNE D'ALUMINIUM,company,1,1
ORGE_2c75b49e60bddfdcc61f,Ecole Primaire Privée Al Moutafawik,company,1,1
ORGE_2c78ca0435f948f307c2,Tunisie Micro Algues,company,1,1
ORGE_2c7a8d96389a1686abbc,la Société Mondella de Services SARL,company,1,1
ORGE_2c7c6c8967f71d32c371,Société Office Store,company,1,1
ORGE_2c844c482ac4aa78c1e9,"Société Grafi Print, SARL",company,1,1
ORGE_2c9de0b9eb074681d9f7,La Société ALYOMAR - SA,company,1,1
ORGE_2ca9d1df1b36d9b79566,AGR INDUSTRIE,company,1,0
ORGE_2cb4fd4f2832e81d0084,Société LUX Trading,company,1,1
ORGE_2cd113bc098d10b1e215,Société TUNO TRADE,company,1,1
ORGE_2cd8c52f894054ea645d,Sté El HANA Meuble SUARL,company,1,1
ORGE_2cdd7989261d01e58fd4,Société Tunisienne de Chimie Industrielle S.A.R.L,company,4,1
ORGE_2ce22c0121a03aba9836,Société Golf Résidence,company,3,0
ORGE_2ce31093e606e5439d55,Compagnie Tunisienne de Semoulerie,company,1,1
ORGE_2cec66191cfb8745e178,ARTEMIS,company,1,1
ORGE_2cf59560fc4aeb956406,Société TUNISIE FRIGO,company,1,0
ORGE_2cfaad6e666fafca405d,Société Internationale de Production et Distribution,company,4,0
ORGE_2cff9d66b0f8ba5570e2,OLA TEX,company,1,1
ORGE_2d08e859949841ddac9a,Cabinet Mohamed Ali Jaziri,company,1,1
ORGE_2d0e7f416aa6293c19a8,Sté Mady Pro,company,1,1
ORGE_2d2c06d034096feec1f8,Nom de l'Association Tunisie solidaire et sociale,association / union,1,1
ORGE_2d2dff5de1b0280cb7bb,Société BEST PHARMA,company,1,0
ORGE_2d350dfe90eb15fe5cf4,Société Voyages et Loisirs en Tunisie,company,2,1
ORGE_2d37175af1c67c54ba71,Société Jihed Textile,company,1,0
ORGE_2d3d2f6d5523a331dd98,Société Transport Maritime et Terrestre TMT,company,1,1
ORGE_2d3ff5d169a14fbeacec,INDUSTRIE TUNISIENNE DE FERRONNERIE ITF,company,1,0
ORGE_2d4746cdd5430f881337,Société l'Industrielle du Plastique et Accessoires,company,1,0
ORGE_2d4b10038e91c433c125,la société SHOGI se sont réunis en assemblée générale extraordinaire au siège de,company,1,0
ORGE_2d56e3e1b244bca990a5,Société SOTRAMA,company,1,1
ORGE_2d6358f9f57d54ddb637,la société DM confection ont décidé de nommer Monsieur El Arbi BOUAGILA,company,1,0
ORGE_2d63f2fea77496a8d07c,Annonce de changement de président et de trésorier de syndic,company,1,1
ORGE_2d71d3ce3dd9569c1d89,LES MOULINS SIDI TLIL,company,1,1
ORGE_2d72873da315e6d1ed11,Société l'Equipement Hydraulique,company,2,1
ORGE_2d72e39ede57356a955b,Sté Groupement Agricole» S.A.R.L,company,1,0
ORGE_2d86110b465e749bbd58,SOMEDPLAST,company,1,1
ORGE_2d92ee20db351d0dc889,Société SAMT,company,1,1
ORGE_2d9b30aa755dc8f7a912,La Palme Immobilière,company,1,1
ORGE_2d9ecb994efc63d01b8a,Sté d'Emballage Carton Compact & Ondule SECCO,company,1,0
ORGE_2da6d7ec04736b95ea05,Nour Line International - SARL,company,1,0
ORGE_2da94877935f9f4ed5c8,Formation d'une association,association / union,1,0
ORGE_2da9ffb17de79ed7fdfa,Sté Nouvelle Huilerie Bakir,company,1,0
ORGE_2db022cba81f3a065dd6,global rendering,company,1,1
ORGE_2db0a3486d45d1b43a0e,Nom : Association de développement et d'environnement à Lâaroussa,association / union,1,0
ORGE_2db561a7567e91cd4e3c,la société Société Tunisienne de Pneumatique et de Caoutchouc Manufacturé au ST,company,2,0
ORGE_2dc51640be7150aeca47,METM CLIMATEC,company,1,0
ORGE_2dc92b9539f9e8054e2c,Sté Sassi And Mosleh LTD,company,1,1
ORGE_2dcbb1c99af28a62fa7a,AURES AUTO,company,1,1
ORGE_2dd7353bd4667f3118ce,SOCIETE FONDERIE DU SAHEL,company,1,1
ORGE_2dd787e287fc8f4e43de,Société Toutou Matou,company,1,1
ORGE_2dd942c1287cc720350b,Société Kelma Pêche,company,1,1
ORGE_2de8dfb29ba78dc74103,la Société Orlait Tunisie sont convoqués à l'Assemblée Générale Extraordinaire qu,company,1,0
ORGE_2deacc0fed25b834f4a3,Société de Production de Cahier Scolaire,company,2,0
ORGE_2df0ebb89d7e1529c24a,BIZERTE CAP3000 SA,company,1,1
ORGE_2df35fa835641e33e376,la société Delta Engineering,company,1,1
ORGE_2dff676a74c5dfd21444,CAP TAGUERMESS CENTER,company,3,1
ORGE_2e0555edbf2b0c253bb1,Association ITHAR » des œuvres caritatives,association / union,1,0
ORGE_2e070af4e4a615acd9e2,Société TRANSIT & SERVICES SLIM» S.A.R.L,company,1,0
ORGE_2e07508139bc68f3c641,Société Mobiliers Ben Amar,company,1,1
ORGE_2e0872cb404a81ce3621,Société ATTIA TRAVEL,company,1,1
ORGE_2e0969430810bb42b6c0,La Maison de l'Immobilier,company,1,1
ORGE_2e0eaab01844a40ce6ef,Société Organisation et Services Informatiques,company,1,0
ORGE_2e1842028aafe06fcb1d,VON DANIELS PROPERTY,company,1,1
ORGE_2e1d23bd8c9416136910,Groupement Aithet Ouled Marzoug,company,1,1
ORGE_2e22ff569e6ec0cfc535,Rawefed,company,1,1
ORGE_2e25f417b515177fa1c7,FEKIH TRADING COMPANY F,company,1,1
ORGE_2e352a12de9857149eed,Association conscience électorale,association / union,1,0
ORGE_2e3db4511e6d5b1557de,Entreprise Abdelwahab Sandid et Compagnies,company,1,0
ORGE_2e51bf5159cb5c403941,Sté CAD CAM MECANIC,company,1,1
ORGE_2e52355f317cfce255d1,Association Médina-Forum - Tunisie,association / union,1,1
ORGE_2e5b1a38700067b0473d,Sté Alexandre Export,company,1,0
ORGE_2e5c9bf970242b3089fe,société zaghdoud dattes,company,1,0
ORGE_2e5ddabcb1c6acaa20bd,Société MAINTENANCE PARTNER SOLUTIONS INTERNATIONAL,company,1,0
ORGE_2e6b36356cc4eaffce26,SOCIETE CIVILE IMMOBILIERE BLACK PEARL,company,1,1
ORGE_2e7517b694e432a35b1f,Société ICT DISTRIBUTION,company,1,0
ORGE_2e7b7913bedc939658eb,Société Wafa de Travaux Publics,company,1,0
ORGE_2e8329d88d1a540df220,Société ELGUEDRI L'ETTAMIR,company,1,0
ORGE_2e9351326d306426bc50,SOCIETE MONDIAL DE RECYCLAGE,company,1,1
ORGE_2e98caec55588829db94,Société CASA' ALU,company,1,0
ORGE_2e9e5886e11aa4b1ff5d,Société Good Invest International,company,1,1
ORGE_2ea4755d01562f7eb13b,Excellent Style,company,1,0
ORGE_2eaa8c3f2cdde1f8e448,Société Tunisienne d'enduit et de Peinture,company,1,1
ORGE_2eabcc32ead63dd0398f,MEDIMED,company,2,0
ORGE_2ebd8da5052771fceeb3,la société de Confection de Maknassy S,company,1,0
ORGE_2ec1c0a75450ee815dd5,Société Touristique El Mouradi STM » - S.A,company,1,1
ORGE_2ec9b3b5adc83b7b7337,Société Ferme Fakhfakh Sarl,company,2,1
ORGE_2ec9d85cca05e91187d8,Société NETWORK COMPANY,company,1,1
ORGE_2eca0c0a8f3fcc9acc49,Tous les pouvoirs sont donnés à la gérance pour le bon déroulement de la société,company,1,1
ORGE_2ecc7aefbe5c1cedcba6,Sté C,company,6,1
ORGE_2ed3c4909df76727779d,COMPAGNIE INTERNATIONALE,company,1,1
ORGE_2ee6bddceb42bbe7d4f4,Nom de l'Association : Organisation AIN TOUNES,association / union,1,1
ORGE_2eeccd645698dd669081,la société Hôtelière et Touristique HILL DIAR réunie le vendredi 25 juin 2004 au,company,1,0
ORGE_2eef78d39c653dab771d,ZOUIA DATTES,company,1,0
ORGE_2ef03c23dd299266186a,MULTIPLATRE,company,1,0
ORGE_2ef4ed15a2333a583564,SCI La Pyramide,company,1,1
ORGE_2f0a63adbaab4e57705d,DAR ESSAIDALI,company,1,1
ORGE_2f0b4fb3f719c5e57b7c,Fiduciary Corporate - Fidcorp SARL,company,1,1
ORGE_2f0e6062482b82247e55,la société Top Fashion en date du 26 février 2004 enregistrée à la recette des fi,company,1,1
ORGE_2f10b7242c6279c8296b,N° CNSS : 261741-35,company,1,0
ORGE_2f26d672003be387fa3b,EL WAFA,company,1,1
ORGE_2f3e72dea3aecb5a44a9,Société Immobilière et touristique,company,1,0
ORGE_2f42882ee544fc5188f7,SOCIETE CERAMIQUE DU SUD SOCES,company,1,1
ORGE_2f4eff1708fc37d7feca,la société JNAYNET EL MANAR sont convoqués à la réunion de l'assemblée Générale E,association / union,1,1
ORGE_2f51e93eac9b4b50d90b,Groupement Ain Ouled El Haj,company,1,1
ORGE_2f527d61ff48f22c98ba,Ikebana immobilière,company,1,1
ORGE_2f58214d0503310a566e,Fonderie artistique,company,1,1
ORGE_2f5d03d8cb4b439f8692,CTK COMPANY,company,1,0
ORGE_2f5f1378ba65dafc4864,la société Bois de la Maison ci haut mentionnée ont décidé d'augmenter le capital,company,1,0
ORGE_2f6108fe4c801811909b,Première réunion du bureau exécutif (mandát 2014-2017),association / union,1,0
ORGE_2f72805f7efc691e442a,APEA,company,1,1
ORGE_2f7b497daa43f91da4d0,Société de Chauffage Climatisation et Régulation,company,1,0
ORGE_2f852b27978f543926cd,PREMIX SEBRI s,company,1,1
ORGE_2f867dd37c70e0afc3a3,WORLD AUTO SERVICES WAS,company,1,1
ORGE_2f8b04d6bbe983215504,Société AERO Consulting,company,1,1
ORGE_2f8ffdae67260f1e2c0e,Société de Vernis et de Peintures MAGISTRAL,company,1,0
ORGE_2f940ccfeca0d2df5232,Société Tunisie Affaires,company,1,1
ORGE_2f98d6a131ad7ad6d5bb,Sté Rtel Beton Nord Ouest SARL,company,1,1
ORGE_2f9a1e161e7169f8e7d2,Société de promotion immobilière Om Alkoura,company,1,1
ORGE_2fa28131e71210b7316a,Sté Frikha et Fersi de Plastique S,company,1,0
ORGE_2fa5d6be882386d5b84a,Sté : Braga Textile,company,1,0
ORGE_2fa9755dcb34dc620dec,Société d'Aromes Alimentaires et Colorants,company,1,0
ORGE_2fc1028f939030bb0148,Sellami Commerce En Gros,company,1,1
ORGE_2fc6371334988d574275,SOCIETE DU POLE DE COMPETITIVITE DE BIZERTE,company,1,1
ORGE_2fc906584d25edd199fd,Ste La Tunisienne pour le Service et Le Transport,company,1,0
ORGE_2fd726428416f75f1205,Société BATIGEST,company,1,1
ORGE_2fe3c145d20da3b9a3d0,Sté Hammami de Peinture et Sablage SOHAPES,company,1,1
ORGE_2fed2a95b84d8dbf00f1,Nom : Association American Pit Bull Terrier Tunisia (Officiel Club),association / union,2,1
ORGE_2ff10996fd7ea046c446,Société Broderie du Cap Bon Plus,company,1,0
ORGE_2ffbdc4ab73f60e71998,la Société Maghreb Financière Holding ont décidé d'augmenter le capital social d,company,1,1
ORGE_2fff39d80fd46543350a,la société World Distribution ont décidé ce qui suit,company,1,0
ORGE_300c0b87ff48325ed67d,MINISTERE DES AFFAIRES ETRANGERES,state body,18,1
ORGE_301ca913e8f72c3b7388,la société Omega Distribution International désignent Monsieur Walid Amor commiss,company,1,0
ORGE_301f6c9aa4226cf2e810,ster à la réunion de l'Assemblée Générale des Associés de la société FRER,association / union,1,0
ORGE_302512ec12dcf6f3bd08,Sté Abdessalem Fils,company,1,1
ORGE_302a3c5735eba6ee4603,Société SKY Optical,company,1,0
ORGE_302aadee6f6051e8fdcd,déposés au tribunal de première instance de Bizerte sous le n° : 04482017 du 6/2/2017,company,1,1
ORGE_302d416d3ec7d1793c0a,Société Fourati Services,company,1,1
ORGE_3035a5943eb1b0925f2e,Société Clim Fatimides,company,1,1
ORGE_306a2b40d7021b541cef,pour les Exercices 2012-2013-2014,company,1,1
ORGE_306fc2250e9f4a758870,1. Transformation de la Société en SARL suite à la cession de parts sociales,company,1,1
ORGE_3085893afa7e5149e135,SOCIETE DES EQUIPEMENTS NOUVEAUX,company,4,1
ORGE_308656e37b2cca99db2b,Société Mutuelle de Base de Services Agricoles ENNAJEH,company,1,0
ORGE_3089727b2a557f7a90ee,Nom : Amicale de l'Institut Supérieur de Gestion de Tunis,association / union,1,1
ORGE_309af100210a66899b1d,Société Malek Fashion S,company,1,1
ORGE_309ecdf1d8ba11a575a2,Société Les lions d'Animation,company,1,1
ORGE_30b27b61d3b455598af0,SPRING STAR,company,1,0
ORGE_30b5846516dfa0487185,DALIA,company,1,1
ORGE_30bb539567efadffa19b,Sté M'BARKA Agricole,company,1,0
ORGE_30bb80f483d163b39f31,Stamp Equipments,company,1,0
ORGE_30ca4fc354b5731fbe63,la Société sont convoqués à l'Assemblée Générale Ordinaire réunie Extraordinairem,company,1,1
ORGE_30cc1efacaa7d37c5d6b,El Bouhaira Service Company,company,1,1
ORGE_30cd2e922677e7ac186b,société INVESTCO,company,1,1
ORGE_30cee4c7ff864e58cf02,"Service, Entretien et Travaux SET",company,1,1
ORGE_30cf139bff7ca0f8c57e,INTERNATIONAL LIRE ENPOERING ACADEMY FOR TRAINING AND CONSULTING,company,3,1
ORGE_30d36e5c59037004d3e3,SOCIETE NABEUL CONFECTION,company,1,0
ORGE_30d68fb33923c95befda,AS Courtage société de Courtage en assurances et réassurances,company,1,1
ORGE_30e4a1603eb73a0e1523,Association Action volontaire El Amra,association / union,1,0
ORGE_30e8d8eb238dd1bf932f,Nom : Union Sportive de Mateur,association / union,1,1
ORGE_30f2cb0b45391e032425,la société Les Trois Papiers,company,1,0
ORGE_30fb4acaf310c4fb2fe0,Société Maison D'Art-Ben Amar,company,1,1
ORGE_3104515b99303f76b125,jeunesse sportive de Béni Aichoun,company,1,1
ORGE_311d9421e174029b46b3,Sté EL EMTIAZE DATTEs» SARL MF : 1123310/A,company,1,1
ORGE_3126ec01ace6d20832b6,Union de Placement et de Conseil en Assurances et Réassurance SARL UPCAR,association / union,1,1
ORGE_312e707332d536a5bc31,La société Tuniso-Italienne de Marbre,company,1,0
ORGE_312f466d1a70f619f7c2,Nom commercial : Société L'OUVERTURE de promotion immobilière,company,1,1
ORGE_313b39b77d4ebcc53eac,Delta Assistance Technique,company,1,0
ORGE_313f603ba5ca25fddcd6,PRIMADAR,company,1,1
ORGE_31466971813adb9c922a,Tunisie Commerce Electronique SARL T,company,1,1
ORGE_3151dd33ff2ed510efbd,la société se sont réunis en assemblée générale au bureau de l'administrateur jud,company,1,0
ORGE_31606291753c5859af88,Société Média Business Service,company,1,1
ORGE_316596918fb3372fc23c,Hand Made la Couture Traditionnelle SARL,company,1,1
ORGE_316ef88fd7e62dfac7a5,et désignation d'un nouveau gérant,company,1,0
ORGE_317b07ecbf8eaf2d04fa,CELLECOM,company,1,1
ORGE_317dc137a0aa2dfd3282,Société GASMI & FAZAI,company,1,1
ORGE_31834d529f4ff727552b,CHAUSSETTES KINDA,company,1,1
ORGE_318d18b963134ba49136,Association CREATIVITE,association / union,1,0
ORGE_319c3b7d5d70bbd70f15,Société Rahma de Transport Terrestre,company,1,1
ORGE_319e26ffbf5124215a9c,la société se sont réunis en assemblée générale extraordinaire et ont adopté à l,company,1,0
ORGE_319f508714feb525909e,Société Les Vergers de Ouzra SA,company,1,1
ORGE_31a3a6f3e2d242aeeb4d,MKD Company,company,1,1
ORGE_31a427f43e05d290dd65,DUBAIEST,company,1,0
ORGE_31ac55464563e23dd74e,Société Sghaier de Commerce SOSCOM,company,1,1
ORGE_31b0184a0c4de87b2b4d,Société ENNAIFER TECHNOLOGIE,company,1,0
ORGE_31b1a3779433c3760402,Société Quincaillerie du Centre SARL,company,1,1
ORGE_31b39c176958290cd356,Première résolution,company,1,0
ORGE_31b77887e54731d5b459,CLINIQUE EL AMEN GAFSA,company,1,1
ORGE_31ba24be9c19cdc1e8b6,Raison : Sté Imam Sahnoun,company,1,0
ORGE_31c5409710fa26fe84b1,Société de Pompage et d'Irrigation SARL,company,1,0
ORGE_31ce3fb3bd3692e66cd0,Société ELECTRICA,company,1,0
ORGE_31cf5d84c10f9b6d6dbe,Société Huilerie Le Palmier,company,1,0
ORGE_31dfcbea85a27b33945a,Société HUILERIE ZITOUNA S.A.R.L,company,1,1
ORGE_31e3971214c9d39ed76b,SOCIETE AD HOC,company,1,1
ORGE_31f458e545d71b55d962,la société SOGEPIL - SA» se sont réunis en Assemblée Générale Ordinaire et ont dé,company,1,1
ORGE_31f72215378373b868cf,Société SEMI SARL,company,1,0
ORGE_31fb5e29137069ec6df2,MED Eventes SARL,company,1,1
ORGE_31fe7da57c55f81967a3,PAPATERIES DU NORD,company,1,1
ORGE_320b1f3b941dc6b38fb4,ster à l'assemblée générale ordinaire qui se tiendra le vendredi 19 mars,company,1,1
ORGE_320b236f68278ec87dcc,la société Alu Bois ont décidé de nommer M,company,1,1
ORGE_321d0ea8c5642c287aff,la Société de Production et de Distribution des Boissons SPDB » ont décidé,company,2,1
ORGE_3234a04a824ae181e8d2,Notre Culture d'Abord,company,1,1
ORGE_323eb7b0eb1d933219e9,Société El Mounira,company,1,1
ORGE_324df855ac282c0161f3,INTERNATIONALE DE RECOUVREMENT DES CREANCES,company,3,1
ORGE_3250173ba4dc982b6cae,Nom : Association Tunisienne de l'économie mondialisé,association / union,1,1
ORGE_3250f4924a210b987497,et lui donner quitus entier et définitif pour sa gestion au j,company,2,1
ORGE_325ed0552668a50aef2f,Sté Feryal et Selma - Damier,company,1,1
ORGE_3262b2a7e6f14dcf6c89,ODYSSEA,company,1,1
ORGE_3268653447461f6b79bd,Transformation de la forme de la société,company,3,1
ORGE_327700c76946dc96fcb5,la société Zarzis Club Sport et Loisirs,association / union,1,0
ORGE_327d2ae7e62d588142e4,Société Royal-food SARL,company,1,0
ORGE_328cd3518ebb78838ee3,POLYCLINIQUE DU CAP BON,company,1,1
ORGE_32928608d8651248e5dc,ICBS,company,1,1
ORGE_3297e594ac192db74a8d,Société Nasr de Travaux Publics SNTP,company,1,0
ORGE_32989305a98ac1af2f71,Sté Mac Gros,company,1,1
ORGE_329990e6bc4da37dfa75,PARAMIX » SA,company,2,1
ORGE_32a33e84f5d55fd8e8a8,Leader Formation et Marketing,company,1,0
ORGE_32a571f03c11f602af2c,la société à responsabilité limitée El Baraka des Travaux Publics - SBTP» lors d,company,1,0
ORGE_32b7777fbdb5d3ef5bd4,Société Cap Bon Maintenance et Services Technologiques,company,1,1
ORGE_32b99bbe5ae400289b68,Société Mongi Hammami et Cie,company,1,1
ORGE_32bdd3b9035c551305dc,Société King Trading Company,company,1,1
ORGE_32d01a89ec29481dcd86,AFRICANA - Trading,company,1,0
ORGE_32d3fa44ce591d2cb273,Trading Cooperation Service,company,1,1
ORGE_32d60da561acac951886,ATI International,company,1,1
ORGE_32e1970e5b5d9b434a21,Société VERDEPLAST – SARL,company,2,1
ORGE_32ff8c8bf83424bc64b0,Sté de Friperie Moderne,company,1,0
ORGE_330e6cccb63b51900c83,la société Ben Youssef Média Invest (B,company,1,1
ORGE_3318932d0a981753158b,SOCIETE MHIRSI DENTREPROSAGE FRIGORIFIQUE SEFRIM,company,1,0
ORGE_331cf85d65379e013dfa,Nom : Association Tunisienne de Libre-échange d'Internet,association / union,1,1
ORGE_3322115f10cf6283cbf5,Société New Tech,company,1,1
ORGE_3326efb37ce66bc91945,MINISTERE DE LA JUSTICE ET DES DROITS DE L'HOMME,state body,3,1
ORGE_3328d8e9e88d2c37fad1,Société DOULA DISTRIBUTION,company,1,0
ORGE_3336b590aade126d0e2e,Société M2M,company,1,1
ORGE_3341eaaca224e4926870,O,company,1,1
ORGE_33420f0e731dc288e8bb,Société Nouvelle de Développement Agricole SNDA,company,1,0
ORGE_33483d2367542acc5619,Société Immobilière Industrielle SIM» - Sarl,company,1,1
ORGE_334970ee6a5e41453d5f,Société SCETPALM S.A,company,2,1
ORGE_33568ebcc5f45c05de94,"la Société des Portefaux et Services - (SA) sise à la rue Abou El Ala Al Maari, la Goulett",company,1,1
ORGE_335fd447b87e13ea98f4,"SEMSTONE TUNISIE, SARL",company,1,1
ORGE_3361a76511b90fcf93fc,Société d'Aménagements et de Travaux S,company,1,1
ORGE_337213191980d13c9f8c,Sté founoun chaussures,company,1,0
ORGE_337a07ef3cad5c0f1a26,SOCIETE DE TECHNOLOGIE DIMPRESSION ET DEDITION DE CHEQUIERS STIMEC,company,1,1
ORGE_3388811f033882477284,Tunis Carrelages,company,1,1
ORGE_3390797b7e73e2c45051,Société MMS SHOES,company,1,1
ORGE_33a83b6f4e3258129aad,L'univers agricole L'Una,company,1,1
