id_type,value_normalised,rne_name_fr,rne_name_ar,rne_category,rne_year_creation,seed_org_id,seed_org_label,match_basis,match_score,is_identity,n_jort_orgs
matricule_fiscal,1000000H,,شركة عليسة للصناعة ش م م,SOCIETE,2007,,,no_french_name,,0,2
matricule_fiscal,1000010K,,أبوت بروداكتس تونس,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1000031Q,TUN INDIA,شركة تونينديا,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1000090C,,أ د ب  أس تونس ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1000142X,SOCIETE CHEMISERIE FRANCAISE-CHF,مصنع الاقمصة  الفرنسي,SOCIETE,2007,,,discriminating_fuzzy,0.5957,0,1
matricule_fiscal,1000201Q,COMPTOIR BANLIEU DE  QUINCAILLERIE - COBAQ,مصرف الضاحية للمواد الحديدية,SOCIETE,2007,,,generic_fuzzy,0.8,0,1
matricule_fiscal,1000211S,,شركة قروب أنفو,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1000240Y,GLOBAL SOFT.NET,GLOBAL  SOFT.NET,SOCIETE,2007,CO_GLOBAL_SOFT_NET,GLOBAL SOFT NET,exact,1.0,1,1
matricule_fiscal,1000267K,STE LINDA DE DEVELOPPEMENT ET D'INVESTISSEMENT AGRICOLE,شركة ليندا للتنمية و الاستثمار الفلاحي,SOCIETE,2007,,,generic_fuzzy,0.8,0,1
matricule_fiscal,1000295P,BDCC,الشركة الرقمية  الممتازة للاتصال والاستشارة,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1000355J,ITAL.FIBRE,ايطالفيبر ش ش م م,SOCIETE,2007,,,discriminating_fuzzy,0.6667,0,1
matricule_fiscal,1000356K,,شركة التا موبل,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1000357L,TAM,"التونسية للتدقيق والتصرف "" T A M",SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,10003J,TUNISIA WELCOME SERVICE,شركة تونس لخدمات الاستقبال السياحي,SOCIETE,1997,CO_TUNISIA_WELCOME_SERVICE,TUNISIA WELCOME SERVICE TWS,exact,1.0,1,2
matricule_fiscal,1000464N,STE C T G S,شركة تغليف جميع أنواع الكراسي,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1000534K,,المهنية للخدمات ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1000551L,,الشركة الصناعيةالعامة للخياطة بصفاقس,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1000557S,STE ANACHROM,شركة أناكروم,SOCIETE,2007,CO_ANACHROM,ANACHROM,exact,1.0,1,1
matricule_fiscal,1000592W,CMT,"شركة المركز الطبي التو نسيC M T""",SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1000597B,SOCIETE T'PAP   'SA',ت. باب,SOCIETE,2008,,,none,0.0,0,1
matricule_fiscal,1000600C,WORLD WIDE 109,109 العالمية,SOCIETE,2007,,,discriminating_fuzzy,0.8333,0,1
matricule_fiscal,1000601D,HEWLETT-PACKARD MAGHREB,شركة هوليت بكارد مغراب,SOCIETE,2007,CO_HEWLETT_PACKARD_MAGHREB,HEWLETT PACKARD MAGHREB,exact,1.0,1,1
matricule_fiscal,1000666X,,شركة  سولسيون فور أنترناسيونال أنفيستر,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1000753V,E-C-A-DEVELOPMENT,شركة أ-س-أ ديفلوبمون,SOCIETE,2007,,,generic_fuzzy,0.88,0,1
matricule_fiscal,1000781Z,,شركة لمسي فيش ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1000790A,IGIAM,ايجيام ش م م,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1000818V,,باست بتون خ أ,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1000837Y,,شركة الهدى للا نتاج الفلا حي,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1000839A,STE ACTIF,STE ACTIF,SOCIETE,2007,CO_ACTIF_CONSULTING,ACTIF CONSULTING,discriminating_fuzzy,1.0,1,1
matricule_fiscal,1000881C,WORKSOLUTION INTERNATIONAL,وركو سولوش أنترناسيونال ش م م,SOCIETE,2007,,,generic_fuzzy,0.8667,0,1
matricule_fiscal,1000882D,,شركة قابس للتجهيز الصناعي GEI,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1000886H,STE TRANS WAYS LOGISTIC,ترانسوايز لوجيستيك,SOCIETE,2007,,,discriminating_fuzzy,0.8,0,1
matricule_fiscal,1000900M,SOCIETE S S M CHAUSSURES EXPORT,شركة س-س-م لتصدير الاحذية,SOCIETE,2007,,,generic_fuzzy,0.878,0,1
matricule_fiscal,1000908W,SOCIETE   SINCAR,الشركة الصناعية للجليز الحديث,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1000925X,STE Internationl Douida ALL Creations,شركة دويدة العالمية لكل الابداعات,SOCIETE,2007,,,discriminating_fuzzy,0.75,0,1
matricule_fiscal,1000969K,Sté Général Management,Sté Général Management,SOCIETE,2007,,,generic_fuzzy,0.8485,0,1
matricule_fiscal,1000975H,SOCIETE FARAH,شركة فرح,SOCIETE,2007,CO_FARAH,FARAH,exact,1.0,1,1
matricule_fiscal,1000993K,,الشركة العامة  للخدمات السياحية,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1001001N,SELIM TEXTILES,سليم للخياطة,SOCIETE,2007,,,generic_fuzzy,0.7333,0,1
matricule_fiscal,1001062C,,شركة افريمار قابس,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1001085K,E.T.B,المقاولات التونسية للبناء ش م م,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1001132Z,NC CONSULTING INTERNATIONAL,ن ش الدولية للأستشارة ش م م,SOCIETE,2007,,,generic_fuzzy,1.0,0,1
matricule_fiscal,1001166K,PRATO TUNISIA,براتو تونيزيا ش م م,SOCIETE,2007,,,generic_fuzzy,0.8462,0,1
matricule_fiscal,1001187Q,ASTRA REAL ASSET,شركة البعث  والتصرف العقاري,SOCIETE,2007,,,discriminating_fuzzy,0.6923,0,1
matricule_fiscal,1001267P,SIREP PREFA,شركة سيراب للاسمنت المصنع   SIREP PREFA,SOCIETE,2007,CO_SIREP_PREFA,SIREP PREFA,exact,1.0,1,1
matricule_fiscal,1001292Q,,شركة ت- سوفت,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1001308F,STE PLASTIQUE EL HAMMAM,STE PLASTIQUE EL HAMMAM,SOCIETE,2007,,,generic_fuzzy,0.75,0,1
matricule_fiscal,1001310Z,SOCIETE    VENUS INFORMATIQUE,شركة فينيس للاعلامية,SOCIETE,2007,CO_VENUS,VENUS,discriminating_fuzzy,1.0,1,1
matricule_fiscal,1001325G,STE TECHNOCOLLE,شركة تكنوكول,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1001336K,,شركة  افريكا مارين كومبني,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1001338M,STE D'EXPLOITATION HOTELIERE EL MOURADI,شركة الاستغلال النزلي المرادي,SOCIETE,2007,CO_DEXPLOITATION_HOTELIERE_EL_MOURADI_SEHM,SOCIETE DEXPLOITATION HOTELIERE EL-MOURADI SEHM,discriminating_fuzzy,0.9189,1,1
matricule_fiscal,1001347N,,شركة الكوثر للبعث العقاري,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1001375S,MED LINK,ماد لنك ش ش م م,SOCIETE,2007,CO_LINK,LINK,discriminating_fuzzy,1.0,1,1
matricule_fiscal,1001458V,N.B.COM,N.B.COM  شركة,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1001462Q,MAAFEX,المتوسطية للمراجعة المساعدة المالية والخبرة ش م م,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1001466V,,عقارية  المنطقة,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1001486Z,PROSOFT INTERNATIONAL,بروسوفت أنترناسيونال ش م م,SOCIETE,2007,,,generic_fuzzy,0.8667,0,1
matricule_fiscal,1001489C,,عروس للإستثمارات السياحية,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1001508M,STE ALCON TUNISIE,شركة ألكون تونس,SOCIETE,2007,,,generic_fuzzy,0.9167,0,1
matricule_fiscal,1001513J,STE STIFANIA DE FORMATION PROFESSIONNELLE PRIVEE,شركة ستيفانيا للتكوين  المهني الخاص,SOCIETE,2007,,,generic_fuzzy,0.8182,0,1
matricule_fiscal,1001543Q,STE EDIFICE MODERNE,شركة التشييد الحديث,SOCIETE,2007,,,generic_fuzzy,0.7857,0,1
matricule_fiscal,1001552R,SOCIETE LE PIRATE,شركة  القرصان,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1001565X,LES GAIS LURONS,LES GAIS LURONS الشركة الفرنسية التونسية ش م م,SOCIETE,2007,CO_FRANCO_TUNISIENNE_GAIS_LURONS,FRANCO TUNISIENNE LES GAIS LURONS,discriminating_fuzzy,1.0,1,1
matricule_fiscal,1001583Z,STE 'TROIS',شركة تروا,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1001594C,STE EL WAFI MEDICALE,شركة الوافي الطبية,SOCIETE,2007,CO_EL_WAFI_MEDICALE,EL WAFI MEDICALE,exact,1.0,1,1
matricule_fiscal,1001660V,,سارا ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1001679G,,عقارية القدس ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1001681A,STE TUNISIENNE INDUSTRIELLE DE CUIR - STIC,الشركة التونسية لصناعة الجلد,SOCIETE,2007,,,generic_fuzzy,0.8,0,1
matricule_fiscal,1001693E,,شركة عالم  ا لتصرف,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1001702M,STE JEUNE FILLE,شركة جون في,SOCIETE,2007,,,discriminating_fuzzy,0.7619,0,1
matricule_fiscal,1001711N,SOCIETE MAT-TUNISIE  *SARL*,شركة مات تونس,SOCIETE,2007,,,generic_fuzzy,0.9167,0,1
matricule_fiscal,1001740T,SIB,شركة الخدمات  الاعلامية  والمكتبية,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1001747B,,كريستيان لاي تيناز ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1001848F,STE METALSHIP,شركة ميتال شيب,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1001851A,S.B.T.A,"شركة ابن تركية للعلف المركب "" S.B.T.A """,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1001921X,Ste'AUTOS & SERVICES TEBOULBA',شركة السيارات والخدمات طبلبة,SOCIETE,2007,,,generic_fuzzy,0.8421,0,1
matricule_fiscal,1001961F,,شركة الجوار العقارية ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1001976N,,وان واي كومينكيشن ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1001981K,STE BEN KRID & CIE,بن كريد و شركائه,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1001997T,STE EL INTILEK,شركة الإنطلاق,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1002025B,STE GREEN-SAT,شركة سات الأخضر,SOCIETE,2007,,,generic_fuzzy,0.8421,0,1
matricule_fiscal,1002042C,,المراكز التونسية للخدمات الصحية.,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1002066L,STE MAILLE DREAM INTERNATIONALE,STE MAILLE DREAM INTERNATIONALE,SOCIETE,2007,,,generic_fuzzy,0.8235,0,1
matricule_fiscal,1002068N,,شركة ادريس للبعث العقاري,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1002069P,BEHIRA DURAND BEHAR B.D.B MED ARCHI DESSIN,بحيرة ديران بهار,SOCIETE,2007,,,discriminating_fuzzy,0.7143,0,1
matricule_fiscal,1002076N,SIMAINS,شركة الصناعات والتعهد والخدمات سيمانس,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1002085P,STE DE TRANSFORMATION DU SABLE,شركة تحويل التراب,SOCIETE,2007,,,generic_fuzzy,0.8235,0,1
matricule_fiscal,1002102X,SOCIETE    ELECTRO ELLEUCH,شركة الكترو العش,SOCIETE,2007,,,generic_fuzzy,0.7778,0,1
matricule_fiscal,1002110X,MARBRE GRANITE PIERRES  M G P,شركة رخام قرانيط وحجارة,SOCIETE,2007,,,discriminating_fuzzy,0.8,0,1
matricule_fiscal,1002122B,STE NLLE D'EQUIPEMT   RESTAURANTS-HOTELS,الشركة الحديثة لتجهيز المطاعم والنزل,SOCIETE,2007,,,discriminating_fuzzy,0.7586,0,1
matricule_fiscal,1002147L,EL BARREKA,البراكة,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1002185S,SOCIETE MALEK CARAVANE,ملاك كرفان,SOCIETE,2007,,,discriminating_fuzzy,0.7586,0,1
matricule_fiscal,1002213D,SO TU CO,الشركة التجارية للأثاث والمواد الكهرومنزلية,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1002245M,STE SICOTEX_ FRIP,شركة سيكوتاكس فريب,SOCIETE,2007,,,discriminating_fuzzy,0.6087,0,1
matricule_fiscal,1002246N,Ste AICHA D'HUILE   D'OLIVE,شــركة عيشة لزيت الزيتون,SOCIETE,2007,,,generic_fuzzy,0.5217,0,1
matricule_fiscal,1002272Q,,شركة التومي للتجارة,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1002280Q,NASCOM,شركة ناسكوم,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1002295Y,STE LES INFORMATICIENS ASSOCIES 'LIA',المعلوماتيون المشتركون,SOCIETE,2007,,,generic_fuzzy,0.5778,0,1
matricule_fiscal,1002325L,SINDBAD DE TRANSPORT TERRESTRE,السندباد للنقل البري,SOCIETE,2007,CO_SINDBAD,SOCIETE SINDBAD,discriminating_fuzzy,1.0,1,1
matricule_fiscal,1002345Q,STE PLASTIQUE ET COMPOSITE  DU MAGREB PCM,"STE PLASTIQUE ET COMPOSITE  DU MAGREB "" P C M",SOCIETE,2007,,,generic_fuzzy,0.75,0,1
matricule_fiscal,1002394A,SOCIETE SATEX SARL,شركة ساتاكس بحالة تصفية,SOCIETE,2007,CO_SATEX,SATEX,exact,1.0,1,1
matricule_fiscal,1002425P,ECOMED,ايكوماد خ أ,SOCIETE,2007,CO_ECOMED,ECOMED,exact,1.0,1,1
matricule_fiscal,1002426Q,,الشركة التونسية للخدمات,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1002434Q,STE LE FRIGO NEGOCE,شركة لفريقو للتجارة,SOCIETE,2007,,,generic_fuzzy,1.0,0,1
matricule_fiscal,1002440N,,ايرام الدولية ش  م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1002499J,STE CAP DE SABLE,شركة رأس الرملة,SOCIETE,2007,CO_CAP_SABLE,SOCIETE CAP DE SABLE,exact,1.0,1,1
matricule_fiscal,1002505N,,س.ت.ب مغرب للتكوين ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1002576E,SOCIETE UNICOM,شركة اينيكوم,SOCIETE,2007,CO_UNICOM,UNICOM,exact,1.0,1,1
matricule_fiscal,1002582C,,شركة المستوري لحفظ الصحة و سلامة المحيط,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1002666F,,سوفينا مينا كمبني خ أ,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1002713V,FIS TUNISIA 2,شركة فيس تونس 2,SOCIETE,2007,,,generic_fuzzy,0.8235,0,1
matricule_fiscal,1002715X,STE     'MYTEK DISTRIBUTION',شركة مايتاك للتوزيع,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1002744C,SANIA,شركة سنية SANIA,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1002763F,Sté T P F TUNISIE,Sté T P F TUNISIE,SOCIETE,2007,,,generic_fuzzy,0.8235,0,1
matricule_fiscal,1002774J,STE ADAMS BODY BEAUTIFUL,STE ADAMS BODY BEAUTIFUL,SOCIETE,2007,,,discriminating_fuzzy,0.52,0,1
matricule_fiscal,1002808B,X-LAV,شركة الصحة والنظافة,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1002834D,,شركة الحسين للتجارة العالمية,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1002864K,CO.DI.PR.EN,شركة كوديبران  STE CO.DI.PR.EN,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1002940E,STE ABTEX,شركة أبيتاكس,SOCIETE,2007,CO_ABTEX,ABTEX,exact,1.0,1,1
matricule_fiscal,1002943H,SOCIETE INVESTEC SA,شركة انفاستاك خ إ,SOCIETE,2007,CO_INVESTEC,INVESTEC SA,exact,1.0,1,1
matricule_fiscal,1002958Q,,شركة  النخيل للسياحة,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1003015D,,ميركا أمبور أكسبور ش ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1003017F,STE AGRBI ET LA MERE SULTANA,شركة العقربي والام سلطانة,SOCIETE,2008,,,discriminating_fuzzy,0.44,0,1
matricule_fiscal,1003052J,STE NOUR PARAMEDICAL,شركة نور براميدكال,SOCIETE,2007,,,generic_fuzzy,1.0,0,1
matricule_fiscal,1003067R,,شركة دلتا للخدمات المكتبية,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1003069T,,شركة رخام الطريقي اخوان,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1003085T,SOCIETE CAPRICORNE,شركة الجدي,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1003086V,,شركة قلوبال سرفيس  م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1003091R,STE ENNASSIM   RENT CARS,شركة النسيم لكراء السيارات,SOCIETE,2007,,,generic_fuzzy,0.75,0,1
matricule_fiscal,1003103C,SOCIETE EMCO,شركة امكو,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1003134K,,شركة دات  الدولية,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1003135L,MEDITERRANEE SPA,MEDITERRANEE SPA,SOCIETE,2007,,,generic_fuzzy,0.8387,0,1
matricule_fiscal,1003136M,,ف.س للمحاسبة ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1003138P,M.S Consulting,أم.أس كونسولتينق ش ش م م,SOCIETE,2007,CO_M_S_CONSULTING,M S CONSULTING,exact,1.0,1,1
matricule_fiscal,1003142K,STRATEGES SERVICES,شركة ستراتج سرفيس ش م م,SOCIETE,2007,,,generic_fuzzy,0.8421,0,1
matricule_fiscal,1003279C,,الأمراء للتجارة الدولية ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1003295C,,أنظمة بي.أل.أم ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1003302H,Sté Fashion Trend Company,Sté Fashion Trend Company,SOCIETE,2007,,,generic_fuzzy,0.875,0,1
matricule_fiscal,1003308P,,شركة  البركة للاشغال المتنو عة,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1003313L,STE FRIGO PIECES PLUS,فريقو بياس بلوس,SOCIETE,2007,,,generic_fuzzy,1.0,0,1
matricule_fiscal,1003334R,MCM,الأستشارة الدراسة في التسويق والأدارة ش م م,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1003379F,STE BERGAOUI REFRIGERATION  BR,شركة البرقاوي للتبريد,SOCIETE,2007,,,discriminating_fuzzy,0.8125,0,1
matricule_fiscal,1003424S,STE BIG HOLIDAYS- TUNISIA,شركة بيق هوليداي تونس,SOCIETE,2007,,,generic_fuzzy,0.8235,0,1
matricule_fiscal,1003493G,TAV TUNISIE,ت أ ف تونس خ أ,SOCIETE,2007,,,generic_fuzzy,0.9091,0,1
matricule_fiscal,1003533X,,شركة مقاولات الاخوان بوريشة,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1003571D,,شركة سوبليما,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1003577K,SOCIETE CITY SERVICES,شركة ستي سرفيس,SOCIETE,2007,,,generic_fuzzy,0.8889,0,1
matricule_fiscal,1003624Z,Ste MARGUERITE COMMUNICATION,شركة مرقيريت كمينوكسيون,SOCIETE,2007,,,generic_fuzzy,0.8085,0,1
matricule_fiscal,1003640Z,,مقاولة لوازم الخدمات الكهربائية,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1003660D,STE PROLINE,STE PROLINE,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1003811A,STE HAMON     DISTRIBUTION,شركة شمال جنوب للتجارة والإستشارات,SOCIETE,2007,,,generic_fuzzy,0.9091,0,1
matricule_fiscal,1003911D,SOCIETE TOUTOU,شركة توتو,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1003993Y,,"شركة التزويق  والدهن "" صوداب""",SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1004007H,SOCIETE ELKAISAR,شركة القيصر,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1004019M,,سي  بي  أس,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1004021F,STE BIO AGRE GREEN S.A.R.L,شركة بيو اقري قرين,SOCIETE,2007,CO_BIO_AGRE_GREEN,BIO AGRE GREEN,discriminating_fuzzy,1.0,1,1
matricule_fiscal,1004061P,ABS3000 ART.BATI SOL.3000,فن البناء وتغليف الأرضية ش م م,SOCIETE,2007,,,discriminating_fuzzy,0.6667,0,1
matricule_fiscal,1004082V,,تي &أف بيرسون كنسولتينغ ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1004257A,HAMMAMET LEISURE COMPANY HLC,شركة حمامات لايجر كومباني خ أ,SOCIETE,2007,CO_HAMMAMET_LEISURE_COMPANY,HAMMAMET LEISURE COMPANY HLC,exact,1.0,1,1
matricule_fiscal,1004293E,,+شركة مشماشة,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1004295G,S.M.T.T,شركة خدمات وصيانة اشغال الاتصال,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1004335X,,شركة القابضة العربية للتعمير خ أ,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1004428B,STE SHEFIA,شركة شافية,SOCIETE,2007,CO_SHEFIA,SOCIETE SHEFIA,exact,1.0,1,1
matricule_fiscal,1004441Y,COMPTOIR COMMERCIAL DU PAPIER,المصرف التجاري للورق,SOCIETE,2007,CO_COMPTOIR_SUD_PAPIER,COMPTOIR SUD PAPIER CSP,discriminating_fuzzy,0.8824,1,1
matricule_fiscal,1004485L,TUNISIE CONCEPT DISTRIBUTION,التونسية للإبتكار والتوزيع,SOCIETE,2007,,,generic_fuzzy,1.0,0,1
matricule_fiscal,1004574L,STE GLE D'ELECTRICITE FENDRI,العامة للكهرباء الفندرى,SOCIETE,2007,,,discriminating_fuzzy,0.5306,0,1
matricule_fiscal,1004587R,INTER TECHNIC    CONSULT AND SERVICES,العالمية للإستشارات والخدمات التقنية,SOCIETE,2007,,,generic_fuzzy,0.8421,0,1
matricule_fiscal,1004659Q,,سمارتاك ترايدينق ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1004685S,STE EGELEC,STE EGELEC,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1004689X,C2A,استشارات محاسبة مراجعة سمأ ش م م,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1004693S,STE GOLF 20,شركةقولف 20,SOCIETE,2007,,,generic_fuzzy,0.7273,0,1
matricule_fiscal,1004707F,THANI TUNISIA ANAGUID BV,ثاني تونيزيا عناقيد ب.ف فرع,SOCIETE,2007,,,discriminating_fuzzy,0.8333,0,1
matricule_fiscal,1004709H,,شركة دار الدلاجي للتسوق,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1004727K,,الشركة المدنية العقارية 12 نهج تيت ليف قرطاج,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1004794X,,شركة اس . جي . ار . ش ش و,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1004944S,SPEED NET,شركة سبيت نات,SOCIETE,2007,CO_SPEED,SPEED,discriminating_fuzzy,1.0,1,1
matricule_fiscal,1004957Y,LA SALLE A MANGER,شركة لنفار دي ديكور,SOCIETE,2007,,,generic_fuzzy,0.4615,0,1
matricule_fiscal,1004961T,STE SODISPROAL,الشركة التونسية للتوزيع,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1004966Z,STE TAREK  D'HUILLE D'OLIVE,شركة طارق  لزيت الزيتون,SOCIETE,2007,,,discriminating_fuzzy,0.5217,0,1
matricule_fiscal,1005032N,,شركة البركة للخرسانة,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1005137X,STE PIECES VEHICULES LOURDS'PVL',شركة قطع العربات الثقيلة,SOCIETE,2007,,,generic_fuzzy,0.7059,0,1
matricule_fiscal,1005146Y,,شركة الإخوة بنحسن,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1005167D,,ماد اندستري,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1005173B,Sté HAIDER'S,Sté HAIDER'S,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1005191D,,شركة الضاحية للبعث العقاري ش م م,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1005203P,SOCIETE SUNNY SALES AND MARKETING,ساني سايلز اند ماركيتينق,SOCIETE,2007,,,generic_fuzzy,0.8182,0,1
matricule_fiscal,1005204Q,,شركة الخياطة منوبة ش م م,SOCIETE,2008,,,no_french_name,,0,1
matricule_fiscal,1005244Z,STE STAR VISION,شركة ستار فيزيون,SOCIETE,2007,,,generic_fuzzy,0.75,0,1
matricule_fiscal,1005248D,STE L ARCHEVECHE,شركة الأبرشية,SOCIETE,2007,CO_L_ARCHEVECHE,SOCIETE L ARCHEVECHE,exact,1.0,1,1
matricule_fiscal,1005254B,SOCIETE SODINORD,شركة  سودينور,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1005273E,RETEL TELECOM,ريتال تليكوم,SOCIETE,2007,CO_RETEL,RETEL,discriminating_fuzzy,1.0,1,1
matricule_fiscal,1005360C,STE D'ASSISTANCE EN TRANSIT ET TRANSPORT,شركة خدمات العبور والنقل,SOCIETE,2007,,,generic_fuzzy,0.8571,0,1
matricule_fiscal,1005366J,SALOTTITALIA,سالوتي تاليا ش م م,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1005375K,M-Z-TEXTILE,شركة م ز  النسيج,SOCIETE,2007,,,generic_fuzzy,0.8571,0,1
matricule_fiscal,1005384L,STE SOMAPAP PLUS,STE SOMAPAP PLUS,SOCIETE,2007,,,generic_fuzzy,0.7,0,1
matricule_fiscal,1005386N,,المصرف الدولي التونسي للالمنيوم,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1005391K,,الشركة المثالية للغابات,SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1005411W,STE KKT WH-E TUNISIE,STE K K T   WH-E TUNISIE,SOCIETE,2007,,,generic_fuzzy,0.8235,0,1
matricule_fiscal,1005412X,,"شركة جاء بالله لزيت الزيتون"" الزيتونة""",SOCIETE,2007,,,no_french_name,,0,1
matricule_fiscal,1005427E,STE FRARI,شركة فراري,SOCIETE,2007,,,none,0.0,0,1
matricule_fiscal,1005432B,Ste   EL AMENA,شركة الامانة,SOCIETE,2007,,,discriminating_fuzzy,0.7692,0,1
matricule_fiscal,1005454H,SOCIETE ELOMRANE,شركة العمران,SOCIETE,2007,,,none,0.0,0,1
