source,target,category
CO_CADRE_SUPER_STAR,PERSON_DRIS_FADHEL,6 · seed file
CO_CADRE_SUPER_STAR,PERSON_DRIS_HEND,6 · seed file
CO_CAFES_BEN_YEDDER,PERSON_BENYEDER_BECHIR,1 · shares or board seat
CO_CAFES_BEN_YEDDER,PERSON_BENYEDER_KARIM,1 · shares or board seat
CO_CAFES_BEN_YEDDER,PERSON_BENYEDER_MELEK,1 · shares or board seat
CO_CAFES_BEN_YEDDER,PERSON_BENYEDER_NABIL,6 · seed file
CO_CAFES_BEN_YEDDER,PERSON_BENYEDER_NADHIM,1 · shares or board seat
CO_CAFES_BEN_YEDDER,PERSON_BENYEDER_NIHEL_HAJROMDHANE,1 · shares or board seat
CO_CAFES_BEN_YEDDER,PERSON_BENYEDER_RACHID,1 · shares or board seat
CO_CAFES_BONDIN,CO_EQUIPEMENTS_CAFES_SACAFE,6 · seed file
CO_CAFES_BONDIN,CO_SUNAGRI,6 · seed file
CO_CAFES_BONDIN,PERSON_BENYEDER_NABIL,6 · seed file
CO_CAFE_BEN_GAIED_HASSINE_EL_MARAHI,PERSON_HASINE_FETHI_BENGAIED,6 · seed file
CO_CAFE_CONCORDE,PERSON_HAMAMI_AMIR_RAYEN,6 · seed file
CO_CAFE_DIXI,PERSON_BENROMDHANE_MAHMOUD,6 · seed file
CO_CAFE_DIXSI,PERSON_BENROMDHANE_MAHMOUD,6 · seed file
CO_CAFE_EL_ABED,PERSON_ELABED_ZOUHEIR,6 · seed file
CO_CAFE_EL_OUNS,PERSON_GHANEM_MOHAMED,6 · seed file
CO_CAFE_FONTAINE,PERSON_CHAABANE_MOEZ,6 · seed file
CO_CAFE_FONTAINE,PERSON_CHAABANE_RIADH,6 · seed file
CO_CAFE_ITALIA,PERSON_ATAOUI_OUALID,6 · seed file
CO_CAFE_ITALIA_DISTRIBUTION,PERSON_ATAOUI_OUAFA,6 · seed file
CO_CAFE_ITALIA_LNDUSTRY,PERSON_ATAOUI_OUAFA,6 · seed file
CO_CAFE_KAIROUANAISE,PERSON_HAMROUNI_REJEB,6 · seed file
CO_CAFE_MAAMOURI,PERSON_KHALIL_MOHAMED,6 · seed file
CO_CAFE_NABLI,PERSON_NEBLI_ABDERAZEK,6 · seed file
CO_CAFE_PATISSERIE_SAADA,PERSON_HAMAMI_LAMIA_MNACEUR,6 · seed file
CO_CAFE_RESTAURANT_OLIVETTE,PERSON_HAMDI_SALEM,6 · seed file
CO_CAFFE_ITALIA_CAFFITA,PERSON_BENALI_NAIMA,6 · seed file
CO_CAFFE_ITALIA_CAFFITA,PERSON_CERUTI_MAXIMILIAN,6 · seed file
CO_CAIR_TUNISIE,CO_GROUPE_CAIR_FRANCE,6 · seed file
CO_CAIR_TUNISIE,PERSON_LOPEZ_CHRISTINE,6 · seed file
CO_CAIR_TUNISIE,PERSON_LOPEZ_GEORGES,6 · seed file
CO_CAISSETTES_PATISSIERES,PERSON_ZAROUK_ABDERAHMAN_MONDHER,6 · seed file
CO_CAISSE_AGRICOLE_TUNISIENNE,PERSON_ESAFI_MONCEF,6 · seed file
CO_CAISSE_AGRICOLE_TUNISIENNE,PERSON_ESAFI_MONDHER,6 · seed file
CO_CAISSE_AGRICOLE_TUNISIENNE,PERSON_KCHAOU_WASEF,6 · seed file
CO_CAISSE_DEPOTS_CONSIGNATIONS,CO_GABES_SACS,6 · seed file
CO_CAISSE_DEPOTS_CONSIGNATIONS,CO_INMA_HOLDING,6 · seed file
CO_CAISSE_DEPOTS_CONSIGNATIONS,CO_PC_RETAIL_OUTLET,6 · seed file
CO_CAISSE_DEPOTS_CONSIGNATIONS,CO_POLE_COMPETITIVITE_SOUSSE_SPCS,6 · seed file
CO_CAISSE_DEPOTS_CONSIGNATIONS,CO_SODIT_SICAR,6 · seed file
CO_CAISSE_DEPOTS_CONSIGNATIONS,CO_SYAHA_CAPITAL,6 · seed file
CO_CAISSE_DEPOTS_CONSIGNATIONS,CO_WIFAK_BANK,6 · seed file
CO_CAISSE_DEPOTS_CONSIGNATIONS,PERSON_HADJABDALAH_JAMEL_BEL,6 · seed file
CO_CAISSE_NATIONALE_DASSURANCE_MALADIE,PERSON_TOUMI_HABIB,6 · seed file
CO_CAISSE_NATIONALE_L_ASSURANCE_MALADIE_CNAM,PERSON_TOUMI_HABIB,6 · seed file
CO_CAISSE_NATIONALE_RETRAITE_PREVOYANCE_SOCIALE,PERSON_MADOURI_KAMEL,6 · seed file
CO_CAISSE_NATIONALE_SECURITE_SOCIALE,CO_NORTH_AFRICA_INTERNATIONAL_BANK,6 · seed file
CO_CAISSE_NATIONALE_SECURITE_SOCIALE,CO_TUNISIENNE_BANQUE,6 · seed file
CO_CAISSE_NATIONALE_SECURITE_SOCIALE,GOV_ETAT_TUNISIEN,6 · seed file
CO_CAISSE_NATIONALE_SECURITE_SOCIALE,PERSON_BARHOUMI_RAOUDHA,6 · seed file
CO_CAISSE_NATIONALE_SECURITE_SOCIALE,PERSON_CHTOUKA_TAREK,6 · seed file
CO_CAISSE_NATIONALE_SECURITE_SOCIALE,PERSON_TURKI_IMED,6 · seed file
CO_CAISSE_REGIONALE_DASSURANCES_MUTUELLES_AGRICOLES_DOC_FRANCE,CO_GROUPAMA_FRANCE,6 · seed file
CO_CAISSE_REGIONALE_DASSURANCES_MUTUELLES_AGRICOLES_DOC_FRANCE,PERSON_LALUET_DIDIER,6 · seed file
CO_CAISSE_TUNISIENNE_ASSURANCES_MUTUELLES_AGRICOLES,CO_ESSOUKNA,6 · seed file
CO_CAISSE_TUNISIENNE_ASSURANCES_MUTUELLES_AGRICOLES,CO_HANNIBAL_LEASE,6 · seed file
CO_CAISSE_TUNISIENNE_ASSURANCES_MUTUELLES_AGRICOLES,CO_SIMPAR,6 · seed file
CO_CAISSE_TUNISIENNE_ASSURANCES_MUTUELLES_AGRICOLES,CO_TUNISIENNE_DISTRIBUTION_ALIMENTAIRE,6 · seed file
CO_CAISSE_TUNISIENNE_DASSURANCES_MUTUELLES_AGRICOLES_CTAMA,PERSON_BOUKHRIS_LAMJED,6 · seed file
CO_CAISSE_TUNISIENNE_DASSURANCES_MUTUELLES_AGRICOLES_CTAMA,PERSON_MANSOURI_RAFIK,6 · seed file
CO_CALEMBO,PERSON_BENROMDHANE_HASEN,6 · seed file
CO_CALEMBO,PERSON_SALMANE_MOHAMED,6 · seed file
CO_CALIDAE,GOV_ETAT_TUNISIEN,6 · seed file
CO_CALIDAE,PERSON_HAMAMI_BECHIR,6 · seed file
CO_CALIFORNIA_FOOD,CO_ITALIAN_FOOD,6 · seed file
CO_CALIFORNIA_GYM,PERSON_FEKIH_KHALED,6 · seed file
CO_CALIS,CO_EVERWASH,6 · seed file
CO_CALL_FRANCE_DEVIS_MUTUELLE,PERSON_GRINDA_GABRIEL_CYRIL,6 · seed file
CO_CALL_FRANCE_DEVIS_MUTUELLE,PERSON_LAISNEY_GIL_ALAIN,6 · seed file
CO_CALL_FRANCE_DEVIS_MUTUELLE,PERSON_ROBERT_ROUSEL_CLAUDE,6 · seed file
CO_CALL_FRANCE_DEVIS_MUTUELLE,PERSON_ROUSEL_CLAUDE,6 · seed file
CO_CALL_MEDITERRANEE_SERVICES_CALL_MED,CO_SICAR_AVENIR,6 · seed file
CO_CALL_MEDITERRANEE_SERVICES_CALL_MED,CO_SODIS_SICAR,6 · seed file
CO_CALL_PHONE,PERSON_HAMAMI_FADOUA,6 · seed file
CO_CALYPSO_ITALIAN_AGENC,PERSON_AQUADRO_DAMIANO,6 · seed file
CO_CALYPSO_ITALIAN_AGENC,PERSON_BURGOA_PATRICIA_SANZ_DE,6 · seed file
CO_CALYPSO_ITALIAN_AGENC,PERSON_CHAAR_KADHEM,6 · seed file
CO_CALYPSO_ITALIAN_AGENC,PERSON_FATHALAH_OLFA,6 · seed file
CO_CALYPSO_ITALIAN_AGENC,PERSON_PERIOLI_FRANCESCO,6 · seed file
CO_CALYPSO_ITALIAN_AGENCY,PERSON_CHAAR_KADHEM,6 · seed file
CO_CALYPSO_ITALIAN_AGENCY,PERSON_GUERINI_VITORIO,6 · seed file
CO_CALYPSO_ITALIAN_AGENCY,PERSON_PERIOLI_FRANCESCO,1 · shares or board seat
CO_CAMARIMCO_NEGOCE,PERSON_KILANI_MOHAMED,6 · seed file
CO_CAMAR_LINE,PERSON_KILANI_MOHAMED,6 · seed file
CO_CAMAR_LOGISTIC,CO_STB_INVEST,5 · organisation owns organisation
CO_CAMAR_LOGISTIC,PERSON_KILANI_ALAEDINE,6 · seed file
CO_CAMAR_LOGISTIC,PERSON_KILANI_MOHAMED,6 · seed file
CO_CAMELIA,PERSON_KHECHINE_HOUCEM,6 · seed file
CO_CANADO_TUNISIENNE_INDUSTRIES_AGROALIMENTAIRES,CO_CHALLENGE_SICAR,6 · seed file
CO_CANADO_TUNISIENNE_INDUSTRIES_AGROALIMENTAIRES,CO_SODINO_SICAR,6 · seed file
CO_CANADO_TUNISIENNE_INDUSTRIES_AGROALIMENTAIRES,CO_ZARAT_SICAR,6 · seed file
CO_CANNE_A_SUCRE,PERSON_MABROUK_HOUCEM,6 · seed file
CO_CAN_LIGNE_BLEUE,PERSON_RIAHI_KHEMAIS,6 · seed file
CO_CAN_LIGNE_BLEUE,PERSON_RIAHI_MOHAMED,6 · seed file
CO_CAOUTCHOUC_IND_SUD,PERSON_DAMAK_MOKHTAR,6 · seed file
CO_CAPAGRI,PERSON_KAMOUN_HAYKEL,6 · seed file
CO_CAPELEC,PERSON_SLAMA_HOUDA_BENCHEDLI,6 · seed file
CO_CAPINVEST,CO_CAP_INVEST_SICAR,6 · seed file
CO_CAPINVEST,PERSON_BOURICHA_KHALED,6 · seed file
CO_CAPINVEST_SICAF,CO_COMPAGNIE_ARABE_PROMOTION_IMMOBILIERE,6 · seed file
CO_CAPINVEST_SICAF,CO_MEHARI_BEACH,5 · organisation owns organisation
CO_CAPINVEST_SICAF,PERSON_BENSALAH_WALID,6 · seed file
CO_CAPINVEST_SICAF,PERSON_BOUHAJA_AICHA_TAIB,6 · seed file
CO_CAPINVEST_SICAF,PERSON_KAMOUN_AHMED,6 · seed file
CO_CAPINVEST_SICAF,PERSON_KAMOUN_FEKRIA_FOURATI,6 · seed file
CO_CAPINVEST_SICAF,PERSON_KAMOUN_HABIB,6 · seed file
CO_CAPINVEST_SICAF,PERSON_KAMOUN_TARAK,6 · seed file
CO_CAPINVEST_SICAF,PERSON_KAMOUN_TAREK,6 · seed file
CO_CAPINVEST_SICAR,PERSON_JEBARI_ABDESALEM,6 · seed file
CO_CAPITAL_CLUB_TUNISIE,CO_LIRA_IMMOBILIERE,6 · seed file
CO_CAPITAL_CLUB_TUNISIE,CO_SWICORP_TUNISIE,6 · seed file
CO_CAPITAL_CLUB_TUNISIE,PERSON_BENAHMED_HICHEM,6 · seed file
CO_CAPITAL_CLUB_TUNISIE,PERSON_BOUCHAMAOUI_TAREK,6 · seed file
CO_CAPITAL_CLUB_TUNISIE,PERSON_LAZAAR_ADEL,6 · seed file
CO_CAPITAL_CLUB_TUNISIE,PERSON_LAZAAR_KAMEL,6 · seed file
CO_CAPITAL_CLUB_TUNISIE,PERSON_SETHOM_MEHDI,6 · seed file
CO_CAPITAL_CLUB_TUNISIE,PERSON_TRIKI_NABIL,6 · seed file
CO_CAPITAL_FINANCIERE_HOLDING,PERSON_BELKAHIA_ALIA_AMAR,6 · seed file
CO_CAPITAL_FINANCIERE_HOLDING,PERSON_BENRAYANA_ELYES,6 · seed file
CO_CAPITAL_FINANCIERE_HOLDING,PERSON_MABROUK_ISMAIL,6 · seed file
CO_CAPITAL_INVESTISSEMENT_CAPINVEST,PERSON_BOUHAJA_AICHA_TAIB,6 · seed file
CO_CAPITAL_INVESTISSEMENT_CAPINVEST,PERSON_KAMOUN_AHMED,6 · seed file
CO_CAPITAL_INVESTISSEMENT_CAPINVEST,PERSON_KAMOUN_FEKRIA_FOURATI,6 · seed file
CO_CAPITAL_INVESTISSEMENT_CAPINVEST,PERSON_KAMOUN_HABIB,6 · seed file
CO_CAPITAL_INVESTISSEMENT_CAPINVEST,PERSON_KAMOUN_TAREK,6 · seed file
CO_CAPITAL_INVESTISSEMENT_CAPINVEST_SICAF,CO_COMPAGNIE_ARABE_PROMOTION_IMMOBILIERE,6 · seed file
CO_CAPITOLE_PRODUITS_ALIMENTAIRES_GROS,PERSON_BENSALEM_ALI,6 · seed file
CO_CAPITOL_ACADEMY,PERSON_HAMROUNI_MOURAD,6 · seed file
CO_CAPLNVEST_SICAF,PERSON_BOUHAJA_AICHA_TAIB,6 · seed file
CO_CAPLNVEST_SICAF,PERSON_KAMOUN_AHMED,6 · seed file
CO_CAPLNVEST_SICAF,PERSON_KAMOUN_FEKRIA_FOURATI,6 · seed file
CO_CAPLNVEST_SICAF,PERSON_KAMOUN_HABIB,6 · seed file
CO_CAPLNVEST_SICAF,PERSON_KAMOUN_TARAK,6 · seed file
CO_CAPPANA_TEXTILES,PERSON_HAMAMI_ABDESALEM_BENHABIB_BENBECHIR,6 · seed file
CO_CAPS,PERSON_SAIDI_MARIEM,6 · seed file
CO_CAPS,PERSON_SAIDI_MOHAMED,6 · seed file
CO_CAPSA_CALL_CENTER,CO_SIDCO_SICAR,6 · seed file
CO_CAPSA_CALL_CENTER,PERSON_ELAZARA_BELGACEM,6 · seed file
CO_CAPSA_CALL_CENTER,PERSON_ELAZARA_KARIM,6 · seed file
CO_CAPSA_CALL_CENTER,PERSON_TURKI_ADLENE,6 · seed file
CO_CAPSA_CAPITAL_PARTNERS,CO_COMPAGNIE_D_ASSURANCES_REASSURANCES_TUNISO_EUROPEENNE_CARTE,6 · seed file
CO_CAPSA_CAPITAL_PARTNERS,CO_COTIF_SICAR,6 · seed file
CO_CAPSA_CAPITAL_PARTNERS,CO_HERBIOTECH_AROMA,6 · seed file
CO_CAPSA_CAPITAL_PARTNERS,CO_SOPRACO,6 · seed file
CO_CAPSA_CAPITAL_PARTNERS,CO_TUNISIENNE_BANQUE,6 · seed file
CO_CAPSA_CAPITAL_PARTNERS,PERSON_CHAGOUR_THAMEUR,6 · seed file
CO_CAPSA_CAPITAL_PARTNERS,PERSON_KARAOULI_HABIB,6 · seed file
CO_CAPSA_CAPITAL_PARTNERS,PERSON_KARAOULI_MOHAMED_HABIB,6 · seed file
CO_CAPSA_CAPITAL_PARTNERS,PERSON_MABROUK_TAREK,6 · seed file
CO_CAPSA_THERMAL_OASIS,CO_FRDCM_SICAR,6 · seed file
CO_CAPSA_THERMAL_OASIS,CO_SICAR_INVEST,6 · seed file
CO_CAPSA_THERMAL_OASIS,PERSON_AMARA_JIHEN_MOSBAHI,6 · seed file
CO_CAPSA_THERMAL_OASIS,PERSON_MRAIDHA_MOHAMED,6 · seed file
CO_CAPSULE_TUNISIENNE,PERSON_KEFI_ABDERAZEK,6 · seed file
CO_CAPTAIN_SINDBAD,CO_SINDBAD,5 · organisation owns organisation
CO_CAPTAIN_SINDBAD,PERSON_AZABOU_FAYCAL,6 · seed file
CO_CAPTEK,PERSON_CHAABANE_MARWEN,6 · seed file
CO_CAPTURE,PERSON_ELOUMI_HAROUN,6 · seed file
CO_CAP_3000_IMMOBILIERE,PERSON_BENZID_MOEZ,6 · seed file
CO_CAP_3000_IMMOBILIERE,PERSON_JEDIDI_NEILA,6 · seed file
CO_CAP_3000_IMMOBILIERE,PERSON_MEJDOUB_BECHIR,6 · seed file
CO_CAP_AGRI,PERSON_KAMOUN_HAYKEL_BENMOHAMED,6 · seed file
CO_CAP_BANK,PERSON_KARAOULI_HABIB,6 · seed file
CO_CAP_BANK,PERSON_KARAOULI_MOHAMED_HABIB,6 · seed file
CO_CAP_BETON,PERSON_ABASI_RAOUF,6 · seed file
CO_CAP_BON_BOIS,PERSON_HAMAMI_MOEZ,6 · seed file
CO_CAP_BON_FRIGORIFIQUE,PERSON_BOUJBEL_FETHI,6 · seed file
CO_CAP_BON_PLASTIC,PERSON_LAOUINI_HAMADI,6 · seed file
CO_CAP_BON_RECYCLAGE,PERSON_CHAABANE_OUSAMA,6 · seed file
CO_CAP_BON_TRAVAUX,PERSON_TRABELSI_MOHAMED,6 · seed file
CO_CAP_CARTHAGE,CO_TUNISIE_HUILE,6 · seed file
CO_CAP_CARTHAGE,PERSON_MAGOURI_HAMED,6 · seed file
CO_CAP_CARTHAGE,PERSON_MAGOURI_MOHAMED,6 · seed file
CO_CAP_CARTHAGE_MEDITERRANEE,CO_EL_HADAYEK,6 · seed file
CO_CAP_CHAHIA,PERSON_CHAABANE_THOURAYA,6 · seed file
CO_CAP_GAMMARTH,PERSON_KILANI_BAYREM,6 · seed file
CO_CAP_GAMMARTH_LOISIRS,PERSON_KAMOUN_IMEN,6 · seed file
CO_CAP_GAMMARTH_LOISIRS,PERSON_KAMOUN_SALMA,6 · seed file
CO_CAP_GAMMARTH_LOISIRS,PERSON_KAMOUN_YOUNES,6 · seed file
CO_CAP_INDUSTRY,PERSON_KARKAR_SADOK,6 · seed file
CO_CAP_INVEST_SICAR,CO_ENNOUR_CONDITIONNEMENT_HUILES_ALIMENTAIRES,6 · seed file
CO_CAP_INVEST_SICAR,CO_IDEAL_MOQUETTE,6 · seed file
CO_CAP_INVEST_SICAR,CO_INDUSTRIE_NOUVELLES_BRIQUES,6 · seed file
CO_CAP_INVEST_SICAR,CO_TUNISIE_PNEUS,6 · seed file
CO_CAP_INVEST_SICAR,PERSON_JEBARI_ABDESALEM,6 · seed file
CO_CAP_MED_CONSULTING,PERSON_RENDA_FRANCK_ALDO,6 · seed file
CO_CAP_RETAIL,CO_CAP_SICAF,6 · seed file
CO_CAP_RETAIL,PERSON_AYED_ABDELJLIL,6 · seed file
CO_CAP_SABLE,GOV_ETAT_TUNISIEN,6 · seed file
CO_CAP_SABLE,PERSON_KAROUI_YOUSEF,1 · shares or board seat
CO_CAP_SAISONS,PERSON_BEJAOUI_SEIF_EDINE,1 · shares or board seat
CO_CAP_SAISONS,PERSON_BEREHOUMA_AYMEN,6 · seed file
CO_CAP_SAISONS,PERSON_GARMA_NIZAR,6 · seed file
CO_CAP_SAISONS,PERSON_JAIDANE_RIADH,6 · seed file
CO_CAP_SAVEURS,PERSON_ZINE_LILIA_BENAMAR,6 · seed file
CO_CAP_SICAF,PERSON_AYED_ABDELJLIL,6 · seed file
CO_CAP_SICAF,PERSON_AZOUZI_ABAS,6 · seed file
CO_CAP_SICAF,PERSON_BENSALEM_KORAICH,6 · seed file
CO_CAP_SICAF,PERSON_BENSALEM_RAFAA,6 · seed file
CO_CAP_SICAF,PERSON_BENSALEM_ZAKARIA,6 · seed file
CO_CAP_SICAF,PERSON_HASANI_JOUTEI,6 · seed file
CO_CAP_SICAF,PERSON_TAHIRI_MEHDI,6 · seed file
CO_CAP_SIM_SICAR,CO_IDEAL_MOQUETTE,6 · seed file
CO_CAP_SOLAR,PERSON_HAMAMI_OUALID,6 · seed file
CO_CAP_SUD_IMMOBILIERE,PERSON_KILANI_BSIR,6 · seed file
CO_CAP_TAGUERMESS_CENTER,PERSON_BENAYED_WALID,6 · seed file
CO_CAP_TAGUERMESS_CENTER,PERSON_BENTANFOUS_CHAWKI,6 · seed file
CO_CAP_TAGUERMESS_CENTER,PERSON_BENTANFOUS_CHOKRI,6 · seed file
CO_CAP_TAGUERMESS_CENTER,PERSON_BENTANFOUS_MOHAMED_NEJIB,6 · seed file
CO_CAP_TEXTILE,ORGE_b7d2f4a2052078407730,5 · organisation owns organisation
CO_CAP_TEXTILE,PERSON_SASI_AHMED,6 · seed file
CO_CARAT_FRANCE,CO_CARAT_TUNISIE,6 · seed file
CO_CARAVAN,PERSON_ELOUMI_MOHAMED_ELYES,6 · seed file
CO_CARAVANE_ALADIN,PERSON_JDAY_ALI,6 · seed file
CO_CARAVAN_DISTRIBUTION,PERSON_ELOUMI_MOHAMED_ELYES,6 · seed file
CO_CARBONATE_CALCIUM_TUNISIE,CO_WIFAK_SICAR,6 · seed file
CO_CARDINAT,CO_SICAR_AMEN,6 · seed file
CO_CARDINETTE,PERSON_TRABELSI_MOHAMED,6 · seed file
CO_CARGOBENNES,CO_COLD_EQUIPEMENT_COLDEQ,6 · seed file
CO_CARIBBEAN_ANIMALERIE,PERSON_HAMROUNI_FAOUZI,6 · seed file
CO_CARLOS_STOCK_HOUSSE_ARTISANAT,PERSON_AMAR_KAMEL,6 · seed file
CO_CAROGA,CO_SODIS_SICAR,6 · seed file
CO_CARRARA_MEDITERRANIUM_MARMI,PERSON_KAMOUN_ANIS,6 · seed file
CO_CARRARA_MEDITERRANIUM_MARMI,PERSON_KAMOUN_HAYKEL,6 · seed file
CO_CARRARA_MEDITERRANIUM_MARMI,PERSON_KAMOUN_MOHAMED,6 · seed file
CO_CARREFOUR_INFORMATIQUE_INDUSTRIE,PERSON_FAKHFAKH_SLIM,6 · seed file
CO_CARRELAGES_CAP_BON,PERSON_ATIA_CHOKRI,6 · seed file
CO_CARRELAGES_CAP_BON,PERSON_ATIA_NAJOUA_REGUIG,6 · seed file
CO_CARRELAGES_CAP_BON,PERSON_BOURICHA_JALILA_REGUIG,6 · seed file
CO_CARRELAGES_CAP_BON,PERSON_REGUIG_KHALED,6 · seed file
CO_CARRELAGES_CAP_BON,PERSON_REGUIG_MOHAMED_RAOUF,6 · seed file
CO_CARRELAGES_CAP_BON,PERSON_REKIK_NAJOUA_ATIA,6 · seed file
CO_CARRELAGES_CAP_BON,PERSON_SAFI_AMEL_REGUIG,6 · seed file
CO_CARRELAGES_CHAIEB,PERSON_CHAIEB_MOURAD,6 · seed file
CO_CARRELAGES_CHOISIS_GABES_C_C_G,CO_SME_COMPANY,6 · seed file
CO_CARRELAGES_CHOISIS_GABES_C_C_G,CO_UNITED_GULF_FINANCIAL_SERVICES,6 · seed file
CO_CARRELAGES_CHOISIS_GABES_C_C_G,PERSON_BATITA_NADIA,6 · seed file
CO_CARRELAGES_MODERNES_MORNAGUIA,PERSON_ELABED_MOUNIR,1 · shares or board seat
CO_CARRELAGES_MODERNES_MORNAGUIA,PERSON_GHITH_NOUREDINE,6 · seed file
CO_CARRELAGES_NORD,CO_TUNISIENNE_SUCRE,6 · seed file
CO_CARRELAGES_PREFABRICATIONS_SUD,CO_INTERNATIONAL_SICAR,6 · seed file
CO_CARRELAGES_PREFABRICATION_SUD,PERSON_SANAKLI_MOHAMED_SALAH,6 · seed file
CO_CARRELAGES_SUD_CARRELAGE_BAROUDI,PERSON_BAROUDI_AMOR,6 · seed file
CO_CARRELAGES_TUNISIENS,CO_SOCIETES_CIMENTS_BIZERTE,6 · seed file
CO_CARRELAGE_MARBRE_MOSAIQUE,PERSON_HAMZA_IBTISEM_KILANI,6 · seed file
CO_CARRE_ARCHITECTURE_DESIGN,PERSON_SLAMA_WALID,6 · seed file
CO_CARRE_CUISINE_INDUSTRIES,PERSON_BEY_SLIM,6 · seed file
CO_CARRIERES_BATIMENT,PERSON_MHIRI_SAMI,1 · shares or board seat
CO_CARRIERES_BATIMENT,PERSON_SASI_CHOKRI,6 · seed file
CO_CARRIERES_BEN_MBAREK_CIE_CM,PERSON_MBAREK_YOUSRI,6 · seed file
CO_CARRIERES_BEN_SAKHRIA_SOCABS,PERSON_BENSAKHRIA_MOUNIR,6 · seed file
CO_CARRIERES_BOUZAIANE_SOCABO,PERSON_ABASI_RAFIK,6 · seed file
CO_CARRIERES_CAP_BON_SCCB,PERSON_TRABELSI_MOHAMED,6 · seed file
CO_CARRIERES_CHOISIES_SLCC,PERSON_BOULILA_NABIL,6 · seed file
CO_CARRIERES_CHOISIES_SLCC,PERSON_HAMAMI_KHALED,6 · seed file
CO_CARRIERES_EL_HAMMA,CO_SICAR_INVEST,6 · seed file
CO_CARRIERES_EL_KHAMASSI_SCK,PERSON_KHAMASI_HABIB,6 · seed file
CO_CARRIERES_KOUTINE,PERSON_LACHIHEB_OMAR,6 · seed file
CO_CARRIERES_LESSOR,PERSON_CHAABANE_NOURI,6 · seed file
CO_CARRIERES_LESSOR,PERSON_CHAABANE_NOURI_BENALI,6 · seed file
CO_CARRIERES_MARBRE,PERSON_DOGHRI_MONCEF,6 · seed file
CO_CARRIERES_MARBRE_THALA_SOCAMAT,PERSON_KHALIL_MOHAMED,6 · seed file
CO_CARRIERES_MARNAOUI_AMAL_SOCAMA,PERSON_AZAIEZ_HEDI,6 · seed file
CO_CARRIERES_MARNAOUI_AMAL_SOCAMA,PERSON_LAHMAR_ABDELKARIM,6 · seed file
CO_CARRIERES_MESTAWA_SLCM,PERSON_HAMAMI_HABIB,6 · seed file
CO_CARRIERES_MESTAWA_SLCM,PERSON_HAMAMI_HAFEDH,6 · seed file
CO_CARRIERES_NORD_BONS_MATERIAUX,PERSON_CHERIF_ALI_BENSLAMA,6 · seed file
CO_CARRIERES_SUD_HAMDI_FRERES,CO_GABES_INVEST_SICAR,6 · seed file
CO_CARRIERES_SUD_HAMDI_FRERES,CO_GENERALE_INDUSTRIELLE_DINGENIERIE_G2I,6 · seed file
CO_CARRIERES_SUD_HAMDI_FRERES,CO_HAMDI_FRERES_TRANSPORT_SERVICES,6 · seed file
CO_CARRIERES_SUD_HAMDI_FRERES,CO_MINERAUX_BROYES_SUD,6 · seed file
CO_CARRIERES_SUD_HAMDI_FRERES,PERSON_HAMDI_SADOK,6 · seed file
CO_CARRIERES_SUD_TUNISIEN,PERSON_OUFINI_DHAOU,6 · seed file
CO_CARRIERES_SUD_TUNISIEN,PERSON_OUFINI_MOHAMED_JAMIL,6 · seed file
CO_CARRIERES_SUD_TUNISIEN,PERSON_OUFINI_MOHAMED_NABIL,6 · seed file
CO_CARRIERES_TUNISIENNES,CO_SOCIETES_CIMENTS_BIZERTE,6 · seed file
CO_CARRIERE_BATITA_MELGUI_GABES,CO_SODIS_SICAR,6 · seed file
CO_CARRIERE_CENTRE,CO_SIB_SICAR,6 · seed file
CO_CARRIERE_TEJRA,PERSON_KAROUI_MAJIDA,6 · seed file
CO_CARROSSERIE_CONSTRUCTIONS_METALLIQUES_SCCM,PERSON_AYACHI_BOURAOUI,6 · seed file
CO_CARROSSERIE_ITALIA,PERSON_ZRISI_RAFIK,6 · seed file
CO_CARTAGENOISE_PRODUCTION_AGRICOLE,PERSON_SLAMA_MOHAMED_RIDHA_SAHBI,6 · seed file
CO_CARTAGENOISE_PRODUCTION_AGRICOLE,PERSON_ZAYANI_MOHAMED,1 · shares or board seat
CO_CARTA_SUN,PERSON_DEBON_FABIEN,6 · seed file
CO_CARTE,CO_COFITE_SICAF,6 · seed file
CO_CARTE,CO_COMPAGNIE_D_ASSURANCES_REASSURANCES_TUNISO_EUROPEENNE_CARTE,5 · organisation owns organisation
CO_CARTE,CO_IMEN,5 · organisation owns organisation
CO_CARTE,CO_INTERNATIONAL_SERVICES_TRANSPORT_MANUTENTION,5 · organisation owns organisation
CO_CARTE,CO_TUNISO_EUROPEENNE_SICAF,6 · seed file
CO_CARTE,ORGE_ef37de0246414a2c542b,5 · organisation owns organisation
CO_CARTE,PERSON_DOGHRI_HASINE,1 · shares or board seat
CO_CARTE_ASSURANCES,CO_UNION_FACTORING_UNIFACTOR,6 · seed file
CO_CARTE_ELECTRIQUE,PERSON_BENSALEM_ALI,6 · seed file
CO_CARTE_VIE,PERSON_DOGHRI_HASINE,1 · shares or board seat
CO_CARTHAGENE_TRAVAUX,PERSON_ENEIFER_NAIM,6 · seed file
CO_CARTHAGES_PRODUITS_ALIMENTAIRES,PERSON_LABIADH_SALEM,6 · seed file
CO_CARTHAGE_AGRICULTURE,PERSON_KARMA_HAGER_ZOUARI,6 · seed file
CO_CARTHAGE_AGRICULTURE,PERSON_ZOUARI_GHALIA,6 · seed file
CO_CARTHAGE_AGRICULTURE,PERSON_ZOUARI_HEDI,6 · seed file
