company_key,matricule,num_registre,identifiers_in_gazette,legal_form,legal_form_first,is_conversion,conversion_date,minority_forms,form_basis,forms_stated,n_forms_stated,rne_name_fr,rne_name_ar,rne_category,rne_year_creation,jort_label,org_entity_id,seed_org_id,first_seen,last_seen,n_events,n_persons,n_persons_seed_elite,n_persons_gazette_only
B114831998,47764S,B114831998,47764S|B114831998,SA,SA,0,,,gazette_rubric,SA:3,1,FONDS DE RECONVERSSION ET DE DEVELOPPEMENT DES CENTRES MINIERS,صندوق اعادة توجيه وتنمية المراكز المنجمية,SOCIETE,1998,Fonds de Reconversion et de développement des Centres,CO_FRDCM_SICAR,,2007-12-26,2018-06-20,3,1,0,1
B114831999,644405X,B114831999,644405X|B114831999,SARL,SARL,0,,,gazette_rubric,SARL:18,1,STE JET ELDO TUNISIE,شركه جات الدو تونس,SOCIETE,1999,Société Jet Eldo Tunisie,ORGE_1286c3e4dbfecd132eab,,2005-11-14,2018-06-25,18,6,0,6
B1148391997,1859B,B1148391997,1859B,SA,SA,0,,,gazette_rubric,SA:11,1,PROMOTION HOTELIERE ET TOURISTIQUE,شركة التنمية السياحية والنزل,SOCIETE,1997,Société Promotel,CO_PROMOTEL,,2009-03-05,2014-11-26,11,1,0,1
B114842003,829302P,B114842003,B114842003,SARL,SARL,0,,,gazette_rubric,SARL:1,1,STE B H B  TRADE,ب.هـ.ب للتجارة,SOCIETE,2003,Société B.H.B TRADE,ORGE_b352b88bfd068e8f1a11,,2011-07-18,2011-07-18,1,1,0,1
B1148511997,492679D,B1148511997,492679D|B1148511997,SARL,SA,1,2015-03-09,SA:4,gazette_and_register_name_agree,SA:4|SARL:12,2,STE PVDECOR sarl,شركة بيفيديكور,SOCIETE,1997,Société PVDécor sa,CO_PV_DECOR,,2011-05-17,2016-05-10,16,11,1,10
B114851997,44754C,B114851997,44754C,SARL,SARL,0,,,gazette_and_register_name_agree,SARL:2,1,STE HENDA COUPE SARL,شركة هندة كوب,SOCIETE,1997,Société Henda Coupe - SARL,CO_HENDA,CO_HENDA,2015-06-17,2015-06-17,2,1,0,1
B114852003,830246Q,B114852003,830246Q|B114852003,SA,SA,0,,,gazette_rubric,SA:6,1,EXPORT AND TRADE COMPANY 'ETRAC',شركة التصدير والتجارة,SOCIETE,2003,Export And Trade Company,CO_EXPORT_AND_TRADE_COMPANY,,2006-06-15,2012-11-14,6,5,0,5
B1148531997,544545C,B1148531997,544545C|B1148531997,SARL,SARL,0,,,gazette_rubric,SARL:9,1,HEALTH CENTER,مركز الصحة,SOCIETE,1997,HEALTH CENTER,CO_HEALTH_CENTER,CO_HEALTH_CENTER,2009-10-12,2018-11-03,9,3,0,3
B1148551997,620416X,B1148551997,620416X|B1148551997,SARL,SARL,0,,,gazette_rubric,SARL:7,1,STE MAGUDVI INDUSTRIE,شركة ماقودفي للصناعة,SOCIETE,1997,Société Magudvi Industrie,ORGE_5d6251460c874bde51eb,,2005-02-25,2015-03-23,7,0,0,0
B114862000,418822Z,B114862000,418822Z,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE SORECOMI,شركة الرقيق للتجارة العالمية  ـ سوريكومي ـ,SOCIETE,2000,Société Rekik de Commerce,ORGE_9915954711d35cdaae89,,2004-12-25,2004-12-25,2,2,1,1
B1148621997,43441H,B1148621997,B1148621997,SARL,SARL,0,,,gazette_rubric,SARL:12,1,STE CODIFA,شركة كوديفا,SOCIETE,1997,Société CODIFA SARL,CO_COMPTOIR_DIFFUSION_FABRICATION_PRODUITS_DENTRETIEN_CODIFA,CO_COMPTOIR_DIFFUSION_FABRICATION_PRODUITS_DENTRETIEN_CODIFA,2015-08-06,2015-08-06,12,8,0,8
B114872001,738979B,B114872001,738979B|B114872001,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE INTERNATIONALE   DE LOISIRS SIL,الشركة العالمية للترفيه,SOCIETE,2001,Société Internationale de Loisirs,ORGE_1d37365125df74db834f,,2004-10-12,2006-09-02,2,0,0,0
B114882003,751256B,B114882003,B114882003,SARL,SARL,0,,,gazette_rubric,SARL:14,1,TRICOT TUNISIEN,شركة تريكو تونيزيان,SOCIETE,2003,Société TRICOT TUNISIEN,CO_CIE_IND_TRICOT_TUNISIEN,CO_CIE_IND_TRICOT_TUNISIEN,2004-06-05,2017-05-03,14,5,0,5
B114892003,829905M,B114892003,829905M,SARL,SARL,0,,,gazette_rubric,SARL:4,1,STE GLOBAL BUSINESS,"شركة قلوبال بزنس "" في طور التصفية",SOCIETE,2003,Sté Global Business SARL,CO_GLOBAL_BUSINESS,CO_GLOBAL_BUSINESS,2006-04-26,2007-03-12,4,1,0,1
B1149011997,614572W,B1149011997,B1149011997,SARL,SARL,0,,,gazette_rubric,SARL:1,1,STE VENUS CONFECTION,ش فينيس لصنع الملابس,SOCIETE,1997,Société Venus Confection,ORGE_7ec76b5e3013a2dd60a2,,2004-02-16,2004-02-16,1,1,0,1
B114902003,830341N,B114902003,B114902003,SARL,SARL,0,,,gazette_rubric,SARL:2,1,GH SERVICES,ج.ه.سرفيس,SOCIETE,2003,GH Services,ORGE_cabed0ee89734c71ccce,,2005-08-01,2005-08-01,2,1,0,1
B1149031997,38308V,B1149031997,38308V,SARL,SARL,0,,,gazette_rubric,SARL:1,1,STE KSIBEL,شركة كسيبال,SOCIETE,1997,Société KSIBEL» SARL,ORGE_2add827305d9965fee6d,,2015-12-14,2015-12-14,1,0,0,0
B1149032014,1335835D,B1149032014,B1149032014,SARL,SARL,0,,,gazette_rubric,SARL:2,1,,شركة بوراس لبيع  مواد البناء بالجملة,SOCIETE,2014,Société Bouras vente matériaux de construction en gros,ORGE_bf82461034af63d0d7a4,,2016-09-20,2016-09-20,2,2,0,2
B114912002,566557B,B114912002,566557B|B114912002,SARL,SARL,0,,,gazette_rubric,SARL:5,1,STE L'IMMOBILIERE LA CITE,عقارية الحي,SOCIETE,2002,l'Immobilière de la Cité,ORGE_73567ac6de70cd68fd94,,2005-09-02,2017-09-19,5,5,1,4
B114912003,817726X,B114912003,817726X,SARL,SARL,0,,,gazette_rubric,SARL:1,1,STE SAFA VOYAGES,صفا للاسفار,SOCIETE,2003,Société SAFA Voyage SARL,ORGE_9b5f4100f358a16ea5f2,,2005-07-12,2005-07-12,1,0,0,0
B1149131997,35691D,B1149131997,35691D,SARL,SARL,0,,,gazette_and_register_name_agree,SARL:2,1,DLM SARL - DEVELOPPEMENT LIGNES ET METHODES DE CLASSEMENT,شركة تطوير الخطوط و طرق الترتيب,SOCIETE,1997,Développement de Lignes et Méthodes de Classement DLM,ORGE_eca03b13bf4b80f6710a,,2011-09-05,2011-09-05,2,2,0,2
B1149161997,25660Q,B1149161997,B1149161997,SARL,SARL,0,,,gazette_rubric,SARL:3,1,STE COPLAN,شركة كوبلان,SOCIETE,1997,COPLAN,ORGE_6514aea6e98526530535,,2008-03-31,2008-03-31,3,2,0,2
B11491999,512902D,B11491999,B11491999,SA,SA,0,,,gazette_rubric,SA:4,1,LA MEDITERNEENNE POUR LE  COMMERCE TRANSPORT & LA CONSIGNATION,المتوسطية للتجارة والنقل و الائتمان,SOCIETE,1999,rranéenne pour le Commerce,CO_MEDITERRANEENNE_POUR_COMMERCE_TRANSPORT_CONSIGNATION,CO_MEDITERRANEENNE_POUR_COMMERCE_TRANSPORT_CONSIGNATION,2011-09-14,2020-08-14,4,1,0,1
B11492001,751492M,B11492001,751492M,SA,SA,0,,,gazette_rubric,SA:5,1,SINGAPOUR TUNISIAN INVESTMENT COMPANY IM,الشركة التونسية السنغافورية للاستثمار العقاري,SOCIETE,2001,est de 99 ans,ORGE_7234536b6782f2696af1,,2004-06-22,2018-06-23,5,2,0,2
B1149291997,30273R,B1149291997,30273R,SARL,SARL,0,,,gazette_rubric,SARL:1,1,SOCIETE B MOKHTAR,شركة بن مختار,SOCIETE,1997,Sté Ben Mokhtar - SRL,ORGE_97864a6c18b2ae13ae06,,2024-04-26,2024-04-26,1,0,0,0
B1149311997,425475S,B1149311997,425475S|B1149311997,SUARL,SUARL,0,,,gazette_rubric,SUARL:3,1,STE DETENTE ET LOISIRS SERVICES,شركة الرفاهة والاستراحة والخدمات,SOCIETE,1997,SOCIETE DETENTE ET LOISIRS SERVICES SDLS,ORGE_37da56a2f4a876f5e843,,2010-11-25,2010-11-25,3,1,0,1
B114931998,38342X,B114931998,38342X|B114931998,SARL,SARL,0,,,gazette_rubric,SARL:13,1,SOCIETE DEMOCOTEX,شركة دامكوتاكس,SOCIETE,1998,"DELCOTEX, forme : Société à responsabilité limitée, nationalité : Belge, siège social : Ro",ORGE_a9b6bf99e10a082b72d2,,2005-08-10,2017-07-10,13,4,0,4
B1149361997,15064V,B1149361997,15064V,SARL,SARL,0,,,gazette_rubric,SARL:1,1,STE IMM,الصناعات المغربية للرخام,SOCIETE,1997,I M M SARL,ORGE_6b7b5dba6683d6bcfd84,,2018-10-27,2018-10-27,1,0,0,0
B114941996,539357R,B114941996,539357R,SARL,SARL,0,,,gazette_rubric,SARL:2,1,MEDITERRANEAN INVESTISMENT DEV ADVISOR,الاستشارية المتوسطية لتنمية الاستثمارات,SOCIETE,1996,Société Méditerranean Investment Development Advisors,ORGE_8787e3077fb7deead262,,2008-03-17,2009-01-16,2,0,0,0
B1149481997,349608J,B1149481997,349608J|B1149481997,SA,SA,0,,,gazette_rubric,SA:13,1,STE CARTHAGE ASSISTANCE SERVICES -  C A S,شركة قرطاج للخدمات و المساعدة و المساندة,SOCIETE,1997,Carthage Assistance Et Services SA,ORGE_a4c640537fb06555060f,,2012-08-15,2018-03-10,13,8,0,8
B1149522005,937732M,B1149522005,B1149522005,SARL,SARL,0,,,gazette_rubric,SARL:1,1,STE D'EXPORTATION D'HUILE,شركة تصدير الزيوت,SOCIETE,2005,Société Exporta-Huiles (SARL),ORGE_0a0a719bd5e9fc612ad2,,2006-07-10,2006-07-10,1,1,0,1
B114961996,539358S,B114961996,539358S,SARL,SARL,0,,,gazette_and_register_name_agree,SARL:1,1,ITOCHU TUNISIA SARL,ايتوشو تونيسيا,SOCIETE,1996,ITOCHU Tunisia SARL,ORGE_c339880002a75008b0d7,,2015-02-28,2015-02-28,1,1,0,1
B114962009,1083095P,B114962009,1083095P,SA,SA,0,,,gazette_rubric,SA:4,1,INDUSTRIE DES NOUVELLES BRIQUES,INDUSTRIE DES NOUVELLES BRIQUES,SOCIETE,2009,Société industrielle des nouvelles briques I.N.B,CO_INDUSTRIE_NOUVELLES_BRIQUES,CO_INDUSTRIE_NOUVELLES_BRIQUES,2010-07-23,2014-12-31,4,0,0,0
B1149661997,425194L,B1149661997,425194L|B1149661997,SA,SA,0,,,gazette_rubric,SA:11,1,STE GAMMARTH IMMOBILIERE,عقارية قمرت,SOCIETE,1997,Al Karama Holding Les berges du lac Tunis,CO_KARAMA_HOLDING,CO_GAMMARTH_IMMOBILIERE,2014-11-12,2018-07-11,11,5,3,2
B1149691997,8225B,B1149691997,8225B,SARL,SARL,0,,,gazette_rubric,SARL:1,1,SODECOT,شركة سوديكـــوت,SOCIETE,1997,Société de Développement Commerciale et Touristique,ORGE_8dc02acc08da5588b1a7,,2007-03-22,2007-03-22,1,0,0,0
B1149711997,47986F,B1149711997,47986F|B1149711997,SA,SA,0,,,gazette_rubric,SA:2,1,STE MONTAZAH HOTEL,شركة الاستغلال الفندقي والسياحي نزل منتزه طبرقة,SOCIETE,1997,SEHT Montazah Hotel,ORGE_1c4d6a5380c33a1e4793,,2007-09-06,2016-11-02,2,2,0,2
B114972001,723717C,B114972001,B114972001,SA,SA,0,,,gazette_rubric,SA:6,1,SOCIETE INTERNATIONALE DE RECOUVREMENT DES CREANCES,الدولية لأستخلاص الديون,SOCIETE,2001,L'Internationale de Recouvrement des Créances IRC,ORGE_c732a6d3c93515316657,CO_INTERNATIONALE_RECOUVREMENT_CREANCES,2008-10-17,2018-03-06,6,3,3,0
B1149891997,26610J,B1149891997,26610J,SARL,SARL,0,,,gazette_rubric,SARL:4,1,STE ABBES INTERNATIONAL,شركة عباس الدولية,SOCIETE,1997,Société Abbès International,ORGE_4627ff7938b1b38dd450,,2005-01-01,2016-12-13,4,3,0,3
B1149911997,26479A,B1149911997,B1149911997,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE TUNISIENNE DE RACCORDEMENT TELEPHONIQUE,الشركة التونسية لربط الخطوط الهاتفية,SOCIETE,1997,Sté Tunisienne de Raccordement Téléphonique,ORGE_eac510309304599d9432,,2010-01-11,2010-01-11,2,2,1,1
B114991996,47197H,B114991996,47197H,SARL,SARL,0,,,gazette_rubric,SARL:4,1,STE MINEMET INDUSTRIE,شركة صناعة المواد المنجمية و المعادن,SOCIETE,1996,Minemet Industrie,ORGE_f256c50dbd469f1412ab,,2008-01-11,2010-11-22,4,3,0,3
B1149941997,18217G,B1149941997,B1149941997,SARL,SARL,0,,,gazette_rubric,SARL:1,1,STE MULTIFORMES,شركة ملتفوروم,SOCIETE,1997,Multiforme,ORGE_6200016174b32defd57e,,2004-06-14,2004-06-14,1,0,0,0
B1149961997,296015W,B1149961997,296015W|B1149961997,SA,SA,0,,,gazette_rubric,SA:5,1,TUNISIAN ALUMINIUM SERVICE -T  A  S-,الشركة التونسية لخدمات الالومنيوم,SOCIETE,1997,DE LA SOCIETE TUNISIAN ALUMINIUM SERVICE T.A.S,ORGE_36fb0b6dc4cab7a2708a,,2010-05-06,2019-05-07,5,1,1,0
B1149981997,433041Q,B1149981997,433041Q|B1149981997,SARL,SARL,0,,,gazette_rubric,SARL:3,1,STE CENTRE MATERIEL RECHANGE CMR,مركز الآلات و قطع الغيار و التجهيزات العامة,SOCIETE,1997,3- La nomination de monsieur Walid Ben Mohamed Ben Bechir Touati gérant de la société,ORGE_06221f98b1f4b061f517,,2015-11-18,2015-11-18,3,2,0,2
B1150001997,545864V,B1150001997,545864V|B1150001997,SARL,SARL,0,,,gazette_rubric,SARL:9,1,STE FELLA LOISIR,مركب فلة للترفيه,SOCIETE,1997,PV extraordinaire en date du 20 décembre 2004,ORGE_e9098f43e69729161f81,,2000-11-03,2017-09-20,9,6,0,6
B115002002,787129M,B115002002,787129M|B115002002,SARL,SARL,0,,,gazette_rubric,SARL:5,1,STE IBN CHABAT,الشركة العقارية ابن الشباط,SOCIETE,2002,Société Immobilière Ibn Chabat,ORGE_358ee9ca7ef7157a9eb9,,2006-06-21,2016-07-28,5,4,1,3
B115002003,737851F,B115002003,737851F,SARL,SARL,0,,,gazette_rubric,SARL:1,1,STE RAJI DE CONFECTION [RAJICO],"شركة راجي للخياطة "" راجي كو",SOCIETE,2003,Sté RAJICO» Sarl,ORGE_d0b6903eb4dbe8e00dbd,,2017-06-06,2017-06-06,1,1,0,1
B11502003,820861D,B11502003,B11502003,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE AFRO-MEDITERANEENNE DE PRODUCTION,ش الأفريقيةالمتوسطيةللأنتاج,SOCIETE,2003,Sté Les Grands Carrières du Centre,ORGE_22cde16de480952ab1eb,,2007-08-01,2008-03-01,2,1,0,1
B1150211997,1881Z,B1150211997,1881Z|B1150211997,SA,SA,0,,,gazette_rubric,SA:7,1,STE TUNISIENNE DE BISCOTTES - SOBISCO,الشركة التونسية للبسكوت,SOCIETE,1997,Société Tunisienne de Biscottes SOBISCO,CO_TUNISIENNE_BISCOTTES_SOBISCO,CO_TUNISIENNE_BISCOTTES_SOBISCO,2007-06-07,2017-05-06,7,1,0,1
B1150231997,613445K,B1150231997,613445K,SA,SA,0,,,gazette_rubric,SA:1,1,STE SMVDA CHIRAZ VALLEY,شركة الاحياء والتنمية الفلاحية شيراز فالي,SOCIETE,1997,SMVDA Shiraz Valley,ORGE_4f21d41c91c8840af129,,2012-07-14,2012-07-14,1,1,0,1
B1150251997,3001P,B1150251997,3001P,SA,SA,0,,,gazette_rubric,SA:20,1,STE L'ELECTRODE,شركة الالكترود,SOCIETE,1997,Société l'ELECTRODE,ORGE_757b0d5c4132b9c285e6,,2004-05-07,2014-06-19,20,5,2,3
B115031998,39781X,B115031998,39781X,SARL,SARL,0,,,gazette_rubric,SARL:4,1,STE F M CUIR,شركة ف.م. للجلد,SOCIETE,1998,SOCIETE FM CUIR,ORGE_e63570195e8b18352bdd,,2011-07-11,2015-07-08,4,3,0,3
B115032002,584267W,B115032002,584267W|B115032002,SUARL,SUARL,0,,SARL:1,gazette_rubric,SARL:1|SUARL:6,2,ST HUILA,شر كة   و يلة,SOCIETE,2002,Société HUILA,CO_HUILA,CO_HUILA,2006-01-05,2017-03-14,7,0,0,0
B1150411997,381747G,B1150411997,381747G|B1150411997,SA,SA,0,,,gazette_rubric,SA:24,1,Ste TUNISO-SAOUDIENNE D'INVESTISEMENT,التونسية السعودية للاستثمار,SOCIETE,1997,2- Quitus aux administrateurs,CO_TUNISO_SEOUDIENNE_DINTERMEDIATION_TSI,,1997-12-09,2018-05-23,24,8,0,8
B115041998,39712H,B115041998,39712H,SA,SA,0,,,gazette_rubric,SA:20,1,STE  HOTEL BYZANCE,شركة نزل بيزنطة,SOCIETE,1998,Société Hôtel Bysance,ORGE_7f47fa9845accb4be237,,2005-12-14,2016-08-11,20,7,0,7
B115042003,830285Y,B115042003,B115042003,SARL,SARL,0,,,gazette_rubric,SARL:1,1,L'ABATTOIR AVICOLE DU NORD,مذبح الشمال للدواجن,SOCIETE,2003,Société l'Abattoir Avicole du Nord S.A.R.L,ORGE_5ad3de7bb48f34787acd,CO_ABATTOIR_AVICOLE_NORD,2009-04-13,2009-04-13,1,0,0,0
B1150501997,4222F,B1150501997,B1150501997,SARL,SARL,0,,,gazette_rubric,SARL:15,1,STE SOTUP,الشركة التونسية لمواد الغسل والتنظيف سوتيب,SOCIETE,1997,Société SOTUP,CO_SOTUP,CO_SOTUP,2007-02-27,2018-12-16,15,9,3,6
B115051996,326347H,B115051996,326347H|B115051996,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE MARINER,شركة مارينار,SOCIETE,1996,Société MARINER Sarl,ORGE_4d17c2ed04e1579846d7,,2005-03-01,2010-06-21,2,0,0,0
B115052001,755842G,B115052001,B115052001,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE L'IMMOBILIERE EL MASARRAH,عقارية المسرة,SOCIETE,2001,Société l'Immobilière El Massara,ORGE_4b0bc91ce874b7486d9a,,2006-05-24,2006-08-22,2,0,0,0
B1150601997,11521G,B1150601997,11521G,SARL,SARL,0,,,gazette_rubric,SARL:1,1,STE CAFE LES AMIS,شركة مقهـــى  الأحبـاب,SOCIETE,1997,Société Café des amis,ORGE_8cdef04059047cad63eb,CO_AMIS,2010-08-10,2010-08-10,1,1,0,1
B115061996,527532Z,B115061996,527532Z,SA,SA,0,,,gazette_rubric,SA:4,1,STE ECHIFA,شركة مصحة الشفاء,SOCIETE,1996,Société (Clinique Echifa),CO_CLINIQUE_ECHIFA,CO_ECHIFA_CLINIQUE_OLIVIERS,2017-11-06,2018-01-30,4,2,0,2
B115062003,830469E,B115062003,B115062003,SA,SA,0,,,gazette_rubric,SA:3,1,LES BATIMENTS MODERNES  'B M ',شركة البناءات العصرية,SOCIETE,2003,Société Les Bâtiments Modernes BM,CO_BATIMENTS_MODERNES,,2008-04-21,2010-12-03,3,0,0,0
B1150651997,31450V,B1150651997,31450V|B1150651997,SA,SA,0,,,gazette_rubric,SA:3,1,STE MONTAZAH TABARKA,منتزه طبرقة,SOCIETE,1997,Société de développement et d'aménagement touristique de Tabarka,ORGE_34a9fcfc8e280268c122,CO_DEVELOPPEMENT_D_AMENAGEMENT_TOURISTIQUE_TABARKA_MONTAZAH_TAB,2019-08-30,2019-08-30,3,1,0,1
B1150701997,614592A,B1150701997,614592A|B1150701997,SARL,SARL,0,,,gazette_rubric,SARL:5,1,STE KATAKIT,كتاكيت,SOCIETE,1997,Mise à jour du statut,ORGE_850a5e686792b402447f,,2009-12-25,2013-07-20,5,1,0,1
B115071996,539355P,B115071996,B115071996,SARL,SARL,0,,,gazette_rubric,SARL:1,1,STE TOURISTIQUE NARJAS -  STN,الشركة السياحية نرجس,SOCIETE,1996,Société TOURISTIQUE NARJESS,CO_TOURISTIQUE_NARJESS,,2017-09-23,2017-09-23,1,1,0,1
B115072000,736253J,B115072000,736253J|B115072000,SARL,SARL,0,,,gazette_rubric,SARL:3,1,STE COMPTO DES INDUSTRIES ELECTRIQUES,كونتو للصناعات الكهربائية,SOCIETE,2000,Compte Industries Electriques,ORGE_397633a702e479fbfd3a,CO_COMPTO_INDUSTRIES_ELECTRIQUES,2004-03-10,2021-07-06,3,1,0,1
B1150761997,8667A,B1150761997,8667A|B1150761997,SARL,SARL,0,,,gazette_rubric,SARL:14,1,STE INDUSTRIELLE COLLE ET PEINTURE -  SICOP,الشركةالصناعيةللكولة والدهن سيكوب,SOCIETE,1997,Société Industrielle de Colle et de Peinture,ORGE_d5dc0fc44ebc5af4e69f,CO_INDUSTRIELLE_COLLES_PEINTURES_SICOP,2001-10-29,2018-10-13,14,5,1,4
B115081998,449589F,B115081998,449589F|B115081998,SUARL,SARL,1,2013-07-23,SUARL:2,gazette_and_register_name_agree,SARL:9|SUARL:2,2,STE KELIBIA SERVICES S.U.A.R.L,شركة قليبية خدمات,SOCIETE,1998,Kelibia Services,ORGE_fd658fee05f3cddaa3dc,,2001-10-30,2013-07-23,11,8,0,8
B115081999,40943N,B115081999,B115081999,SARL,SARL,0,,,gazette_rubric,SARL:1,1,ST MARBRE ET GRANITE AFRICAINS,شركة الرخام والصوان الافريقي,SOCIETE,1999,Société Marbre et granite africains SARL,CO_AFRICA_MARBRE_GRANITE,,2016-03-31,2016-03-31,1,1,0,1
B115082003,432978E,B115082003,B115082003,SA,SA,0,,,gazette_rubric,SA:5,1,LA MAISON DU FILTRES,دار الفلتر,SOCIETE,2003,Z.I Bir El Kassaa II - B.P 102 - 2074 EL Mourouj,ORGE_4c629514d9c4ac3ff8ad,,2013-05-07,2018-04-05,5,3,0,3
B1150861997,26474V,B1150861997,26474V|B1150861997,SA,SA,0,,,gazette_rubric,SA:2,1,LES GRANDES CARRIERES DU NORD,شركة المقاطع الكبرى للشمال,SOCIETE,1997,Scission totale,ORGE_8418474c3b7262fb355a,,2008-09-26,2008-09-26,2,0,0,0
B1150871997,5119M,B1150871997,B1150871997,SA,SA,0,,,gazette_rubric,SA:3,1,STE TUNISIENNE DE DIFFUSION,الشركة التونسية للتوزيع,SOCIETE,1997,Société Tunisienne de Diffusion - en liquidation,ORGE_2b67884f6188cfe3b169,,2007-01-18,2007-07-31,3,0,0,0
B1150891997,34180E,B1150891997,34180E,SARL,SARL,0,,,gazette_rubric,SARL:1,1,SOCIETE'C I BO MA ',الشركة التجارية والصناعية للوح ومواد البناء,SOCIETE,1997,Sté commerciale et industrielle du bois et matériaux de construction,ORGE_bc4c0b3b076e4086ab17,,2017-08-01,2017-08-01,1,1,0,1
B1150911997,307285E,B1150911997,307285E|B1150911997,SARL,SARL,0,,,gazette_rubric,SARL:7,1,SOTUFRIP,الشركة التونسية للملابس القديمة,SOCIETE,1997,SOCIETE SOTUFRIP SARL,CO_LEILA,,2010-05-25,2023-02-18,7,4,0,4
B1150921997,45931F,B1150921997,B1150921997,SARL,SARL,0,,,gazette_rubric,SARL:9,1,STE TRANSWORLD TOURISME,وكالة حول العالم للسياحة والسفر,SOCIETE,1997,Société Transworld tourism and transport agency,CO_TRANSWORLD_TOURISM_AND_TRANSPORT_AGENCY,CO_TRANSWORLD_TOURISME,2014-08-01,2018-04-05,9,9,3,6
B1150961997,513150Q,B1150961997,B1150961997,SA,SA,0,,,gazette_rubric,SA:3,1,LA FONCIERE DE L'AVENUE DE France,العقارية لشارع فرنسا,SOCIETE,1997,"17, Avenue de France Tunis Tunisie",ORGE_4812026bfefbbc7cbce5,CO_FONCIERE_LAVENUE_FRANCE,2014-10-09,2014-10-09,3,3,3,0
B115101998,375316Y,B115101998,375316Y|B115101998,SARL,SARL,0,,,gazette_rubric,SARL:4,1,STE SOUGUA CUIR,شركة سوقة للجلد,SOCIETE,1998,Société Souga Cuir,ORGE_29cb9be8b70d93f98b71,,2008-05-14,2015-06-29,4,2,0,2
B115102003,737826E,B115102003,737826E,SARL,SARL,0,,,gazette_rubric,SARL:4,1,SOCIETE FERES,شركة فارس,SOCIETE,2003,Sté FERES S.A.R.L,ORGE_19b2c6d71404a9475e67,,2013-03-25,2013-03-25,4,3,0,3
B1151061997,425143Z,B1151061997,B1151061997,SA,SA,0,,,gazette_rubric,SA:4,1,STE TOURISTIQUE MARILLIA,ش السياحية ماريليا,SOCIETE,1997,Société Touristique MARILLIA,CO_TOURISTIQUE_MARILLIA,CO_TOURISTIQUE_MARILLIA,2010-09-18,2015-11-26,4,2,0,2
B1151191997,372C,B1151191997,372C|B1151191997,SARL,SARL,0,,,gazette_rubric,SARL:3,1,SOCIETE  {COTR},شركة التجارة و النيابة,SOCIETE,1997,Société de Commerce & de Représentation COTR,ORGE_d7d66d72611e7a601e90,,2015-06-15,2017-01-02,3,2,0,2
B11512002,779042J,B11512002,779042J|B11512002,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE TECHNO MEDIA,شركة تكنوميديا,SOCIETE,2002,Société TECHNO-MEDIA – SARL,ORGE_7a120204b152ae09f359,,2016-03-21,2016-03-21,2,1,0,1
B1151201997,529083D,B1151201997,529083D,SARL,SARL,0,,,gazette_rubric,SARL:4,1,STE D'INGENIERIE ET DE TRAVAUX -  SIT,شركة هندسة واشغال سيت,SOCIETE,1997,Société d'Ingénierie et de Travaux,ORGE_38048375fb31b56ac6dd,,2005-05-23,2017-07-25,4,0,0,0
B1151301997,27060E,B1151301997,27060E,SARL,SARL,0,,,gazette_rubric,SARL:3,1,SOCIETE FRITEX,فـــريتـــاكـــس,SOCIETE,1997,Société FRITEX,CO_FRIPERIE_TEXTILE_FRITEX,CO_FRIPERIE_TEXTILE_FRITEX,2010-02-10,2018-08-28,3,1,0,1
B115131996,503434V,B115131996,503434V,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE DE PROTECTION ET PRESTATION DE SERVICES,شركة  الوقاية  والصيانة  والخدمات,SOCIETE,1996,Société de Protection et Prestation Service SPPS,ORGE_505db510b98f36faf2f3,,2012-03-31,2012-03-31,2,2,1,1
B115131999,612273D,B115131999,B115131999,SARL,SARL,0,,,gazette_rubric,SARL:2,1,GENERAL SECURITE,شركةالوقايةالعامــة,SOCIETE,1999,Société GENERAL SECURITE,ORGE_a840ade9017949d33387,,2018-02-26,2018-02-26,2,1,0,1
B1151381997,26685E,B1151381997,26685E,SARL,SARL,0,,,gazette_rubric,SARL:2,1,STE SERVICE ET DISTRIBUTION -  SERDI,شركة الخدمات و التوزيع,SOCIETE,1997,SOCIETE SERVICES ET DISTRIBUTION SERDI SARL,ORGE_b3ab26b55218f138c7c0,,2021-08-02,2021-08-02,2,2,0,2
B115141998,,B115141998,B115141998,SA,SA,0,,,gazette_rubric,SA:1,1,,شركة كيمياء المعز,SOCIETE,1998,Société Al Moez Chimie,ORGE_a68e96bb0a439c5e65e5,,2007-05-15,2007-05-15,1,0,0,0
B115152003,830350P,B115152003,830350P|B115152003,SA,SA,0,,,gazette_rubric,SA:5,1,STE MAGHREB ARAB DE CONFISERIE,شركة المغرب العربي للحلويات,SOCIETE,2003,Société Maghreb Arabe de Confiserie,ORGE_9c26ae7ad0f21220c49f,,2004-03-29,2004-05-05,5,2,0,2
B1151611997,496139W,B1151611997,496139W|B1151611997,SA,SA,0,,,gazette_rubric,SA:3,1,COMPAGNIE GENERALE  D'INVESTISSEMENT,المؤسسة العامة للاستثمار,SOCIETE,1997,Compagnie Générale d'Investissement,ORGE_9eb748ce593ed86e3101,,2013-12-06,2018-04-05,3,1,0,1
