node_id,label,node_kind,asserted_degree,candidate_extra_ties,would_become_degree,sources,detail
PERSON_LAOUITI_KAIS,KAIS LAOUITI,person,2,3,5,same_name_elsewhere,CO_FONDATION | CO_HORIZONS | CO_MITIGAN_CREDIT_INSURANCE
PERSON_LAOURINE_FEHMI,FEHMI LAOURINE,person,1,3,4,declined_dyad;same_name_elsewhere,CO_AMC_ERNST_YOUNG | CO_TUNISIE_LEASING | CO_TUNISIE_LEASING_FACTORING
PERSON_MAALEJ_LOTFI,LOTFI MAALEJ,person,2,3,5,declined_dyad;same_name_elsewhere,CO_3I_EXPORT | CO_AB_PROMOTION | CO_ATELIER_CONSTRUCTION_IND_ARMATURE_ACIA_SUD
PERSON_MAALEJ_MOURAD,MOURAD MAALEJ,person,1,3,4,declined_dyad;same_name_elsewhere,CO_3I_EXPORT | CO_AB_PROMOTION | CO_ATELIER_CONSTRUCTION_IND_ARMATURE_ACIA_SUD
PERSON_MAALEJ_MUSTAPHA,MUSTAPHA MAALEJ,person,2,3,5,declined_dyad;same_name_elsewhere,CO_3I_EXPORT | CO_AB_PROMOTION | CO_ATELIER_CONSTRUCTION_IND_ARMATURE_ACIA_SUD
PERSON_MAHFOUDH_AHMED,AHMED MAHFOUDH,person,1,3,4,same_name_elsewhere,GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_ENSEIGNEMENT_SUPERIEUR_RECHERCHE_SCIENTIFIQUE | GOV_MINISTERE_SANTE
PERSON_MALEK_FAOUZI,FAOUZI MALLEK,person,1,3,4,same_name_elsewhere,GOV_MINISTERE_FINANCES | GOV_MINISTERE_SANTE | GOV_MINISTERE_TRANSPORT
PERSON_MEDEB_AHMED,AHMED MEDDEB,person,2,3,5,same_name_elsewhere,CO_BANQUE_CENTRALE_TUNISIE | CO_SOCOGES | CO_TUNISAIR_HANDLING
PERSON_MEZNI_CHOKRI,CHOKRI MEZNI,person,2,3,5,declined_dyad;same_name_elsewhere,CO_AZUR_DETERGENT | CO_AZUR_PAPIER | GOV_MINISTERE_L_ENSEIGNEMENT_SUPERIEUR_RECHERCHE_SCIENTIFIQUE
PERSON_MILADI_MAHMOUD,MAHMOUD MILADI,person,2,3,5,same_name_elsewhere,CO_ASSISTANCE_MANAGEMENT_INTERNATIONAL | CO_ASSISTANCE_MANAGEMENT_INTERNATIONAL_SAMI | ORG_DIPLOMES_SOUTH_MEDITERRANEAN_UNIVERSITY
PERSON_MNAKRI_MOKHTAR,Mokhtar Mnakri,person,2,3,5,same_name_elsewhere,CO_CONCEPT | CO_DIVA_SICAR | CO_TUNIS_INFORMATION_TECHNOLOGY_FUND
PERSON_MONTACER_JAMELEDINE,JAMELEDDINE MONTACER,person,2,3,5,same_name_elsewhere,CO_BANQUE_FRANCO_TUNISIENNE | CO_SICAV | CO_SICAV_AVENIR
PERSON_MONZANI_MICHEL,MICHEL MONZANI,person,1,3,4,declined_dyad;same_name_elsewhere,CO_ORANGE_TUNISIE | CO_ORANGE_TUNISIE_INTERNET | CO_PLANET_TUNISIE
PERSON_OUERGHI_ALI,ALI OUERGHI,person,2,3,5,same_name_elsewhere,GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_ENSEIGNEMENT_SUPERIEUR_RECHERCHE_SCIENTIFIQUE | GOV_MINISTERE_L_INTERIEUR
PERSON_RABHI_ABDALAH,ABDALLAH RABHI,person,2,3,5,same_name_elsewhere,GOV_MINISTERE_COMMERCE | GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_AGRICULTURE_RESSOURCES_HYDRAULIQUES_PECHE
PERSON_SAID_FELA,FELLA SAID,person,1,3,4,same_name_elsewhere,CO_DURAVIT_DISTRIBUTION | CO_DURAVIT_TUNISIA | CO_MTC_DISTRIBUTION
PERSON_SASI_ABDELATIF,ABDELLATIF SASSI,person,1,3,4,same_name_elsewhere,CO_GENERALE_CONSTRUCTION_METALLIQUE | GOV_MINISTERE_FINANCES | GOV_OFFICE_LOGEMENTS_MAGISTRATS_PERSONNELS_MINISTERE_JUSTICE
PERSON_SELAMI_FATMA,FATMA SELLAMI,person,1,3,4,declined_dyad;same_name_elsewhere,CO_GESTION_PATRIMOINE_SIVO | CO_PLASTIC_SERVICES | CO_SENS_INVERSE
PERSON_SLAMA_SONIA_TOUMI,SONIA TOUMI SLAMA,person,1,3,4,same_name_elsewhere,CO_MB_CONFECTION | CO_MFS | CO_UCPA_TUNISIE
PERSON_SOUFI_SAMI,SAMI SOUFI,person,1,3,4,same_name_elsewhere,GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_INTERIEUR | GOV_OFFICE_LOGEMENTS_PERSONNELS_MINISTERE_FINANCES
PERSON_SOUIBGUI_AHMED,AHMED SOUIBGUI,person,2,3,5,same_name_elsewhere,CO_TUNISIENNE_LUBRIFIANTS | GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_INDUSTRIE
PERSON_TROJETE_NEJIB,NEJIB TROJETTE,person,1,3,4,same_name_elsewhere,CO_CARTHAGE_MULTI_COMMERCE | CO_DAR_ANWAR | CO_SOPRIMOD
PERSON_ZARAD_CHOKRI,CHOKRI ZARRAD,person,1,3,4,same_name_elsewhere,CO_KARTHAGO_AIRLINES | CO_NOUVELAIR_HANDLING | CO_SABENA_TECHNICS_MIR
PERSON_ZOUARI_TAHA,TAHA ZOUARI,person,1,3,4,same_name_elsewhere,GOV_MINISTERE_DEVELOPPEMENT_L_INVESTISSEMENT_COOPERATION_INTERNA | GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_INTERIEUR
PERSON_ABASI_RAFIK,RAFIK ABASSI,person,2,2,4,same_name_elsewhere,CO_CARRIERES_BOUZAIANE_SOCABO | CO_PILOTE
PERSON_ABAS_MYRIAM,MYRIAM ABBAS,person,2,2,4,same_name_elsewhere,CO_HOTELIERE_TOURISTIQUE_KORBOUS | CO_SUD_BITUME
PERSON_ABDELKEBIR_MUSTAPHA,,person,2,2,4,declined_dyad,CO_CENTRE_D_ETUDES_PROMOTION_NOUVELLES_TECHNOLOGIES_CEPENT | CO_PROMOTION_IMMOBILIERE
PERSON_ABDENADHER_AMIL,AMIL ABDENNADHER,person,2,2,4,same_name_elsewhere,CO_AB_PROMOTION_IMMOBILIERE | CO_AL_AKHILA
PERSON_ABES_ALI,ALI ABBESS,person,2,2,4,same_name_elsewhere,GOV_MINISTERE_DOMAINES_L_ETAT_AFFAIRES_FONCIERES | GOV_MINISTERE_FINANCES
PERSON_ACHOUR_MOURAD,MOURAD ACHOUR,person,1,2,3,same_name_elsewhere,GOV_MINISTERE_L_ENSEIGNEMENT_SUPERIEUR_RECHERCHE_SCIENTIFIQUE | GOV_MINISTERE_L_INTERIEUR
PERSON_ADHOUM_AHMED,AHMED ADHOUM,person,1,2,3,same_name_elsewhere,GOV_FAKHFAKH_GOVERNMENT | GOV_MINISTERE_TRANSPORT
PERSON_AIFA_FADHL,FADHL AIFA,person,1,2,3,same_name_elsewhere,CO_COFAT_MED | CO_MT_ELLOUMI
PERSON_ALANI_EMNA,EMNA ALLANI,person,1,2,3,same_name_elsewhere,CO_CONSEILS_ETUDES_STRATEGIQUES | CO_NOVATIVE
PERSON_ALANI_LOTFI,LOTFI ALLANI,person,2,2,4,same_name_elsewhere,GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_INTERIEUR
PERSON_ALAYA_ARBIA,ARBIA ALAYA,person,2,2,4,same_name_elsewhere,CO_ARAB_TUNISIAN_LEASE | CO_BANQUE_NATIONALE_AGRICOLE
PERSON_ALOUINI_HAMZA,HAMZA ALOUINI,person,2,2,4,same_name_elsewhere,GOV_MINISTERE_COMMERCE | GOV_MINISTERE_L_INTERIEUR
PERSON_AMAR_NACEUR,NACEUR AMMAR,person,2,2,4,same_name_elsewhere,CO_ORANGE_TUNISIE | GOV_MINISTERE_SANTE_PUBLIQUE
PERSON_ARFAOUI_MOHAMED_SALAH,MOHAMED SALAH ARFAOUI,person,1,2,3,same_name_elsewhere,GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_EQUIPEMENT_L_HABITAT_L_AMENAGEMENT_TERRITOIRE
PERSON_ATIA_ANIS,ANIS ATTIA,person,1,2,3,same_name_elsewhere,CO_KARAMA_HOLDING | GOV_MINISTERE_FINANCES
PERSON_AYADI_SAMI,SAMI AYADI,person,2,2,4,same_name_elsewhere,GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_AGRICULTURE_RESSOURCES_HYDRAULIQUES_PECHE
PERSON_BABOU_FERIDA_SARA,FERIDA SARRA BABBOU,person,1,2,3,same_name_elsewhere,CO_PROMOTION_IMMOBILIERE_NEFISSA | CO_PRO_CONTACT_CENTER
PERSON_BADRELDINE_AHMED,AHMED BADRELDINE,person,2,2,4,same_name_elsewhere,CO_JM_HOLDING | CO_POLYCLINIQUE_TAOUFIK
PERSON_BASALAH_AHMED,AHMED BASSALAH,person,2,2,4,same_name_elsewhere,CO_TUNISIENNE_LUBRIFIANTS_RADES | CO_VIVO_ENERGY_TUNISIE
PERSON_BAYAHI_KARIM,KARIM BAYAHI,person,1,2,3,same_name_elsewhere,CO_TUNISIE_CAR | CO_TUNISIE_PROFILES_ALUMINIUM_TPR
PERSON_BECHIKH_ALAYA,ALAYA BECHIKH,person,1,2,3,same_name_elsewhere,GOV_MINISTERE_DEVELOPPEMENT_COOPERATION_INTERNATIONALE | GOV_MINISTERE_FINANCES
PERSON_BEHI_OMAR,OMAR BEHI,person,1,2,3,same_name_elsewhere,GOV_CHAHED_GOVERNMENT | GOV_MINISTERE_L_AGRICULTURE_RESSOURCES_HYDRAULIQUES_PECHE
PERSON_BELAGHA_MOHAMED_KHALED,MOHAMED KHALED BELLAGHA,person,2,2,4,same_name_elsewhere,CO_GAMMARTH_LOISIRS | CO_MAGHREB_FOOD
PERSON_BELAJOUZA_MERIEM,MERIEM BELAJOUZA,person,1,2,3,same_name_elsewhere,CO_INTERNATIONAL_LEGAL_BUSINESS | ORG_OPEN_SOCIETY_INSTITUTE
PERSON_BELAZREG_ALI,ALI BELAZREG,person,2,2,4,same_name_elsewhere,GOV_MINISTERE_L_ENSEIGNEMENT_SUPERIEUR_RECHERCHE_SCIENTIFIQUE | ORG_ASSOCIATION_PARTENARIAT_TUNISO_ALLEMANDE
PERSON_BELHASEN_CHOKRI,CHOKRI BELHASSEN,person,1,2,3,same_name_elsewhere,GOV_CHAHED_GOVERNMENT | GOV_MINISTERE_L_INTERIEUR
PERSON_BELHASINE_MOEZ,MOEZ BELHASSINE,person,1,2,3,same_name_elsewhere,CO_LOISIRS_TOURISTIQUES_SGC | GOV_MINISTERE_TOURISME
PERSON_BELIFA_AHMED,AHMED BELIFA,person,2,2,4,same_name_elsewhere,CO_MAERSK_TUNISIE | CO_STAR_CONTAINER_TUNISIE
PERSON_BENABDERAZEK_MOHAMED_AMIN,MOHAMED AMIN BEN-ABDERRAZEK,person,2,2,4,same_name_elsewhere,CO_SANOFI_AVENTIS_PHARMA_TUNISIE | CO_WINTHROP_PHARMA_TUNISIE
PERSON_BENAISA_MOHAMED_SALAH,MOHAMED SALAH BEN-AISSA,person,2,2,4,same_name_elsewhere,GOV_MINISTERE_L_ENSEIGNEMENT_SUPERIEUR_RECHERCHE_SCIENTIFIQUE | GOV_OFFICE_LOGEMENTS_MAGISTRATS_PERSONNELS_MINISTERE_JUSTICE
PERSON_BENAMAR_HASIB,HASSIB BEN-AMMAR,person,1,2,3,same_name_elsewhere,CO_AGENCE_CONTROLE_TECHNIQUE_INTERNATIONALE | CO_BANQUE_CENTRALE_TUNISIE
PERSON_BENAMAR_JAMEL,JAMEL BEN-AMMAR,person,1,2,3,same_name_elsewhere,GOV_MINISTERE_SANTE | GOV_MINISTERE_SANTE_PUBLIQUE
PERSON_BENAMAR_MOHAMED_SALAH,MOHAMED SALAH BEN-AMMAR,person,1,2,3,same_name_elsewhere,GOV_MINISTERE_SANTE | GOV_MINISTERE_SANTE_PUBLIQUE
PERSON_BENAYED_AKRAM,AKRAM BEN-AYED,person,2,2,4,same_name_elsewhere,CO_LEADER_FOOD_PROCESS | CO_SENS_INVERSE
PERSON_BENAYED_AMEL,AMEL BEN-AYED,person,2,2,4,same_name_elsewhere,CO_AL_BADR | GOV_MINISTERE_SANTE_PUBLIQUE
PERSON_BENBRIK_NOUREDINE,,person,2,2,4,declined_dyad,CO_EQUIPEMENTS_NOUVEAUX | CO_MB_DISTRIBUTION
PERSON_BENCHEIKH_SONIA,SONIA BEN-CHEIKH,person,1,2,3,same_name_elsewhere,GOV_CHAHED_GOVERNMENT | GOV_MINISTERE_DEVELOPPEMENT_L_INVESTISSEMENT_COOPERATION_INTERNA
PERSON_BENJEMAA_FERID,FERID BENJEMAA,person,2,2,4,declined_dyad;same_name_elsewhere,CO_EL_HAKL | GOV_MINISTERE_DOMAINES_L_ETAT_AFFAIRES_FONCIERES
PERSON_BENJEMAA_MOHAMED_FETHI,MOHAMED FETHI BEN-JEMAA,person,2,2,4,same_name_elsewhere,CO_DETRANSPORT_REFRIGERE_PRODUITS_AGRICOLES | CO_TRANSPORT_NORD_TUNSIEN
PERSON_BENJEMAA_MOUNIR,MOUNIR BEN-JEMAA,person,2,2,4,same_name_elsewhere,CO_ILEF | GOV_MINISTERE_SANTE_PUBLIQUE
PERSON_BENJEMA_ISAM,ISSAM BEN-JEMMA,person,1,2,3,same_name_elsewhere,CO_CLICK_INFORMATIQUE | CO_MAS
PERSON_BENKHALIFA_SAID,SAID BEN-KHALIFA,person,1,2,3,same_name_elsewhere,GOV_MINISTERE_SANTE | GOV_MINISTERE_SANTE_PUBLIQUE
PERSON_BENKHELIFA_AHMED_FAOUZI,AHMED FAOUZI BEN-KHELIFA,person,1,2,3,same_name_elsewhere,CO_ATTIJARI_SICAR | GOV_MINISTERE_FINANCES
PERSON_BENKHLIFA_MOHAMED_BENHASEN,MOHAMED BEN-HASSEN BEN-KHLIFA,person,2,2,4,same_name_elsewhere,GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_INTERIEUR
PERSON_BENMOULEHEM_AHMED,AHMED BEN-MOULEHEM,person,1,2,3,same_name_elsewhere,CO_BANQUE_NATIONALE_AGRICOLE | CO_PROMOTION_IMMOBILIERE_EL_MADINA
PERSON_BENROMDHANE_LASAAD,LASSAAD BEN-ROMDHANE,person,1,2,3,same_name_elsewhere,CO_BANQUE_TUNISO_KOWEITIENNE | GOV_MINISTERE_L_ENSEIGNEMENT_SUPERIEUR_RECHERCHE_SCIENTIFIQUE
PERSON_BENSALAH_NAIM,NAIM BEN-SALAH,person,2,2,4,same_name_elsewhere,CO_RAM_TEX | GOV_MINISTERE_DOMAINES_L_ETAT_AFFAIRES_FONCIERES
PERSON_BENSASI_MAKREM,MAKREM BEN-SASSI,person,1,2,3,same_name_elsewhere,CO_BANQUE_ZITOUNA | GOV_MINISTERE_FINANCES
PERSON_BENSEDRINE_BECHIR,BECHIR BEN-SEDRINE,person,1,2,3,same_name_elsewhere,CO_AFREN_DISTRIBUTION | CO_AFRICAINE_ENCRES_PEINTURES_AFREN_E_P
PERSON_BENSEDRINE_KAIS,KAIS BEN-SEDRINE,person,2,2,4,same_name_elsewhere,CO_CONFIANCE | CO_M
PERSON_BENSLIMANE_HATEM,,person,1,2,3,declined_dyad,CO_MEUBLES_INTERIEURS | CO_MEUBLE_ITALIEN
PERSON_BENYEDER_MAHMOUD,MAHMOUD BEN-YEDDER,person,1,2,3,same_name_elsewhere,CO_BANQUE_CENTRALE_TUNISIE | CO_INDUSTRIELLE_PLASTIQUE_ARME_SINPAR
PERSON_BENZOUBIR_MOHAMED,MOHAMED BEN-ZOUBIR,person,1,2,3,same_name_elsewhere,CO_UNION_FACTORING | GOV_MINISTERE_FINANCES
PERSON_BEREHOUMA_AYMEN,AYMEN BERREHOUMA,person,2,2,4,declined_dyad;same_name_elsewhere,CO_CLINIQUE_ECHIFA | CO_MEDITERRANEAN_FOOD_COMPANY
PERSON_BETAIEB_MOHAMED_NEJIB,MOHAMED NEJIB BETTAIEB,person,1,2,3,same_name_elsewhere,CO_INTER_MEUBLE | GOV_MINISTERE_FINANCES
PERSON_BOUALEGUE_NAOUFEL,NAOUFEL BOUALLEGUE,person,2,2,4,same_name_elsewhere,CO_COMPAGNIE_AFRICAINE_PEINTURES | CO_GENERALE
PERSON_BOUBAKER_MOURAD,MOURAD BOUBAKER,person,2,2,4,declined_dyad;same_name_elsewhere,CO_FORUM | CO_LIVRE
PERSON_BOUCHAHOUA_KILANI,KILANI BOUCHAHOUA,person,2,2,4,same_name_elsewhere,GOV_MINISTERE_FINANCES | GOV_MINISTERE_L_INTERIEUR
PERSON_BOUEBDELI_KARIM,KARIM BOUEBDELLI,person,2,2,4,same_name_elsewhere,CO_CIVILE_IMMOBILIERE | CO_FONDATION
PERSON_BOUFADEN_HABIB,HABIB BOUFADEN,person,1,2,3,same_name_elsewhere,CO_MAISON_LUNIFORME | CO_PROMOTEX
PERSON_BOUGHDIRI_AMEL,AMEL BOUGHDIRI,person,2,2,4,same_name_elsewhere,GOV_MINISTERE_FINANCES | GOV_OFFICE_LOGEMENTS_MAGISTRATS_PERSONNELS_MINISTERE_JUSTICE
PERSON_BOUHAFA_ICHRAF_BENSEDRINE,ICHRAF BEN-SEDRINE BOUHAFA,person,2,2,4,declined_dyad;same_name_elsewhere,CO_MADUPLAST | CO_TUNISIE_EVIERS_CUCCINA
PERSON_BOUHDIDA_NAJET,NAJET BOUHDIDA,person,2,2,4,declined_dyad;same_name_elsewhere,CO_SONEDE_INTERNATIONAL | CO_TUNISIENNE_BANQUE
PERSON_BOUJBEL_INES,INES BOUJBEL,person,1,2,3,same_name_elsewhere,CO_NOUVELLE_BRASSERIE | CO_VACPA_BOUJBEL
PERSON_BOURICHA_HATEM,HATEM BOURICHA,person,1,2,3,same_name_elsewhere,CO_LOR_TUNISIA | CO_MOHAB
PERSON_BOURICHA_MEHDI,MEHDI BOURICHA,person,1,2,3,same_name_elsewhere,CO_SOTURECO | CO_SOTURECO_ENNAJEH
PERSON_BOUSAA_HAMZA,HAMZA BOUSSAA,person,1,2,3,same_name_elsewhere,CO_GENERALE_VENTE | CO_PROMOTION_IMMOBILIERE_EL_MADINA
PERSON_BSIRI_NAILA,NAILA BSIRI,person,1,2,3,same_name_elsewhere,CO_HORCHANI | CO_PIERRES_NORD
PERSON_CHAABANE_MOHAMED_BENMUSTAPHA,,person,2,2,4,declined_dyad,CO_EQUIPEMENTS_NOUVEAUX | CO_TUNIS_RE
PERSON_CHAABANE_NIHED,NIHED CHAABANE,person,1,2,3,same_name_elsewhere,CO_GLOBAL_BUSINESS_AND_TRADING_COMPANY | CO_SITEQ
PERSON_CHAABANI_MOULDI,MOULDI CHAABANI,person,2,2,4,same_name_elsewhere,CO_INTER_CAUDE | GOV_MINISTERE_L_ENSEIGNEMENT_SUPERIEUR_RECHERCHE_SCIENTIFIQUE
PERSON_CHAABOUNI_HEDI,HEDI CHAABOUNI,person,2,2,4,same_name_elsewhere,CO_CARTHAGO | CO_HYDCO_SYSTEMS
PERSON_CHAOUCH_ALI,ALI CHAOUCH,person,2,2,4,same_name_elsewhere,GOV_MINISTERE_L_EQUIPEMENT_L_HABITAT_L_AMENAGEMENT_TERRITOIRE | GOV_MINISTERE_L_INTERIEUR
PERSON_CHARAD_ANIS,ANIS CHARRAD,person,2,2,4,same_name_elsewhere,CO_ANIS | CO_FLOWER
PERSON_CHARVET_DIDIER,DIDIER CHARVET,person,2,2,4,same_name_elsewhere,CO_ORANGE_TUNISIE | CO_ORANGE_TUNISIE_INTERNET
PERSON_CHAYATA_SEDKI,SEDKI CHAYATA,person,2,2,4,same_name_elsewhere,CO_START | CO_TUNISIAN_INVESTMENT_GROUP
PERSON_CHEIKHROUHOU_MOHAMED_AMIN,MOHAMED AMIN CHEIKHROUHOU,person,1,2,3,same_name_elsewhere,CO_INTRINSEC_AFRIQUE | CO_LOGIN
PERSON_CHELY_KHALED,KHALED CHELLY,person,2,2,4,same_name_elsewhere,CO_LIGNES_INTERIEURES_INTERNATIONALES_TUNISAIR_EXPRESS | CO_TUNISIE_CATERING
PERSON_CHERIF_ADEL,ADEL CHERIF,person,2,2,4,same_name_elsewhere,CO_TRAVAUX_FINITION_ETF | GOV_MINISTERE_FINANCES
PERSON_CHERIF_IMEDEDINE,IMEDEDDINE CHERIF,person,2,2,4,same_name_elsewhere,CO_IMMOBILIER_PALMARIUM_CENTER | CO_TUNISIE_PROFILES_ALUMINIUM_TPR
PERSON_CHERIF_SLIM,SLIM CHERIF,person,1,2,3,same_name_elsewhere,CO_CYMOD | CO_SPEED
PERSON_CHIBOUB_SLIM,SLIM CHIBOUB,person,1,2,3,same_name_elsewhere,GOV_MINISTERE_L_AGRICULTURE_RESSOURCES_HYDRAULIQUES_PECHE | ORG_COMITE_NATIONAL_OLYMPIQUE_TUNISIEN
PERSON_CHOURIA_RIDHA,RIDHA CHOURIA,person,2,2,4,same_name_elsewhere,CO_LANDOR | CO_LAND_OR_FOODS_AND_SERVICES
PERSON_CHRIGUI_JAMEL,JAMEL CHRIGUI,person,1,2,3,same_name_elsewhere,CO_TUNISAIR_TECHNICS | GOV_MINISTERE_SANTE_PUBLIQUE
PERSON_COUDRILIER_JEAN_LOUIS,JEAN LOUIS COUDRILLIER,person,1,2,3,same_name_elsewhere,CO_AIR_LIQUIDE_TUNISIE | CO_AIR_LIQUIDE_TUNISIE_SERVICES
PERSON_DEROUICH_MOHAMED_HABIB,MOHAMED HABIB DEROUICH,person,1,2,3,same_name_elsewhere,CO_CENTRAL | GOV_MINISTERE_L_INTERIEUR
PERSON_DOGHRI_HOUSINE,HOUSSINE DOGHRI,person,1,2,3,same_name_elsewhere,CO_COMPAGNIE_IMMOBILIERE_INDUSTRIELLE_MODULAIRE | CO_COMPAGNIE_IMMOBILIERE_TUNISO_EUROPEENNE
PERSON_DOGUI_LOTFI,LOTFI DOGUI,person,2,2,4,same_name_elsewhere,CO_AFRICA_INDUSTRIE | CO_MEDITERRANEAN_IMPORT_DISTRIBUTION_COMPANY_MIDCO
PERSON_DRIS_HATEM,HATEM DRISS,person,1,2,3,same_name_elsewhere,CO_PROFIL_METAL_RACCORDS | CO_TUNISIE_INDUSTRIELLE
PERSON_DRIS_MOHAMED_BENCHAFIK,MOHAMED BEN-CHAFIK DRISS,person,1,2,3,same_name_elsewhere,CO_BANQUE_CENTRALE_TUNISIE | GOV_MINISTERE_L_INTERIEUR
PERSON_ELKHIL_HICHEM_KHOJET,HICHEM KHOJET ELKHIL,person,2,2,4,same_name_elsewhere,CO_SEM_CHIFA | CO_TUNISIENNE_FERTILISATION_DIRRIGATION_TUNIFERT
PERSON_ELOUMI_MAJDI,MAJDI ELLOUMI,person,1,2,3,same_name_elsewhere,CO_AGRICOLE_KHEDIJA | CO_EL_HAAJ_PIECES_AUTOS
PERSON_ELOUMI_MOEZ,MOEZ ELLOUMI,person,1,2,3,same_name_elsewhere,CO_FRIGO_CONFORT | GOV_MINISTERE_SANTE
PERSON_ELOUMI_MOURAD,MOURAD ELLOUMI,person,2,2,4,same_name_elsewhere,CO_PRIX_CHOC | CO_PRIX_CHOC_COMMERCIALE
PERSON_ELOUMI_ZIED,ZIED ELLOUMI,person,2,2,4,same_name_elsewhere,CO_CHAKIRA_CABLE | CO_EGECO_IMMOBILIER
PERSON_ENACEUR_MONGI,MONGI ENNACEUR,person,2,2,4,same_name_elsewhere,CO_MONACO_AGRO | CO_SMAG
PERSON_ENAIFAR_AICHA,AICHA ENNAIFAR,person,2,2,4,same_name_elsewhere,CO_HELP_BY_TEL | CO_TELEMATIK
PERSON_ENAJI_MOHAMED_RIADH,MOHAMED RIADH ENNAJI,person,1,2,3,same_name_elsewhere,CO_KALISTO | CO_TUNISO_NORVEGIENNE_PRODUCTION_RESERVOIRS_EN_FIBRE_VERRE_ARME
PERSON_ESAFI_NAJIB,NAJIB ESSAFI,person,1,2,3,same_name_elsewhere,CO_INTERNATIONAL_SICAR | CO_LART_BUREAU
PERSON_ESMAILI_JALEL,JALEL ESMAILI,person,1,2,3,same_name_elsewhere,CO_KARAMA_HOLDING | GOV_MINISTERE_FINANCES
PERSON_FAKHFAKH_SLIM,SLIM FAKHFAKH,person,1,2,3,declined_dyad;same_name_elsewhere,CO_CARREFOUR_INFORMATIQUE_INDUSTRIE | CO_CONSTRUCTION_INDUSTRIELLE_GABES
PERSON_FARJALAH_AHMED,AHMED FARJALAH,person,1,2,3,same_name_elsewhere,CO_FASHION_PRINT | GOV_MINISTERE_FINANCES
PERSON_FATNASI_HASOUNA,HASSOUNA FATNASSI,person,2,2,4,same_name_elsewhere,CO_ARDIA | CO_DEQUIPEMENT_AERONAUTIQUE_LATELEC
PERSON_FEKI_LOBNA,LOBNA FEKI,person,1,2,3,same_name_elsewhere,CO_ENNAKL_AUTOMOBILES | CO_TUNISIENNE_RECOUVREMENT_CREANCES
PERSON_FERCHICHI_MOUNIR,MOUNIR FERCHICHI,person,2,2,4,same_name_elsewhere,CO_TUNISIENNE_POUR_PROMOTION_SYNDICS | GOV_MINISTERE_L_EQUIPEMENT_L_HABITAT_L_AMENAGEMENT_TERRITOIRE
PERSON_FERCHIOU_SALAHEDINE,SALAHEDDINE FERCHIOU,person,2,2,4,same_name_elsewhere,CO_FARAH | GOV_MINISTERE_L_AGRICULTURE_RESSOURCES_HYDRAULIQUES_PECHE
PERSON_FERIANI_SLIM,SLIM FERIANI,person,2,2,4,same_name_elsewhere,CO_BANQUE_FINANCEMENT_PETITES_MOYENNES_ENTREPRISES | GOV_MINISTERE_FINANCES
PERSON_FRADI_INSAF,INSAF FRADI,person,1,2,3,same_name_elsewhere,CO_FRAMO | GOV_MINISTERE_DEVELOPPEMENT_L_INVESTISSEMENT_COOPERATION_INTERNA
PERSON_FRADI_MOHAMED,MOHAMED FRADI,person,2,2,4,same_name_elsewhere,GOV_MINISTERE_DOMAINES_L_ETAT_AFFAIRES_FONCIERES | GOV_MINISTERE_SANTE_PUBLIQUE
PERSON_GAALOUL_AHMED,AHMED GAALOUL,person,2,2,4,same_name_elsewhere,GOV_CHAHED_GOVERNMENT | GOV_FAKHFAKH_GOVERNMENT
PERSON_GABOUJ_RIDHA,RIDHA GABBOUJ,person,2,2,4,declined_dyad;same_name_elsewhere,GOV_MINISTERE_L_AGRICULTURE_RESSOURCES_HYDRAULIQUES_PECHE | GOV_OFFICE_LOGEMENTS_MAGISTRATS_PERSONNELS_MINISTERE_JUSTICE
PERSON_GARBOUJ_HATEM,HATEM GARBOUJ,person,2,2,4,same_name_elsewhere,CO_CARTHAGE_CEMENT | CO_NEWREST_CATERING_TUNISIE
PERSON_GARGABOU_NABIL,NABIL GARGABOU,person,2,2,4,same_name_elsewhere,GOV_MINISTERE_SANTE | GOV_MINISTERE_SANTE_PUBLIQUE
PERSON_GHALI_FETHI,FETHI GHALI,person,2,2,4,same_name_elsewhere,CO_SAKMO_INVEST_AFMO | CO_TUNISIENNE_ACCUMULATEURS_NOUR
PERSON_GHAZOUANI_WAJIH,WAJIH GHAZOUANI,person,2,2,4,same_name_elsewhere,CO_GREEN_WORLD | CO_INTERNATIONAL_PLASTIC
PERSON_GHETI_LUCIO_MARIA_APOLONJ,LUCIO MARIA APOLLONJ GHETTI,person,1,2,3,same_name_elsewhere,CO_MEDITERRANEENNE_TELESERVICES | CO_TUNISIENNE_TELEMARKETING
PERSON_GHORBEL_MOURAD,MOURAD GHORBEL,person,1,2,3,same_name_elsewhere,CO_LICORNE | GOV_MINISTERE_TRANSPORT
PERSON_GHOURABI_ALI,ALI GHOURABI,person,1,2,3,declined_dyad,CO_FABRICATION_GESTION_MAROQUINERIE | CO_MEDITERRANEE_FASHION_INTERNATIONAL
