suspect_id,kind,left_id,left_label,right_id,right_label,basis,detail,would_connect_persons
SH_0000269,split_organisation,CO_ASW3,ASW3,CO_ASW3_NADHOUR,ASW3 NADHOUR,shared_registre_commerce,registre_commerce=B158971999 on both nodes,0
SH_0000270,split_organisation,CO_ATELIERS_MECANIQUES_INDUSTRIELS,LES ATELIERS MECANIQUES INDUSTRIELS AMI,CO_ATELIERS_MECANIQUES_INDUSTRIELS_SAMI,SOCIETE LES ATELIERS MECANIQUES ET INDUSTRIELS SAMI,shared_matricule_fiscal,matricule_fiscal=1785A on both nodes,0
SH_0000271,split_organisation,CO_ATELIERS_REVES_ADR,LES ATELIERS DES REVES ADR,CO_ATELIERS_REVE_ADR,CO_ATELIERS_REVE_ADR,shared_matricule_fiscal,matricule_fiscal=806956A on both nodes,0
SH_0000272,split_organisation,CO_ATELIERS_REVES_ADR,LES ATELIERS DES REVES ADR,CO_ATELIERS_REVE_ADR,CO_ATELIERS_REVE_ADR,shared_registre_commerce,registre_commerce=B143272002 on both nodes,0
SH_0000273,split_organisation,CO_ATTIJARI_INTERMEDIATION,CO_ATTIJARI_INTERMEDIATION,ORGE_ab25afd5ffa8783bd016,ORGE_ab25afd5ffa8783bd016,shared_registre_commerce,registre_commerce=B1371995 on both nodes,0
SH_0000274,split_organisation,CO_ATTIJARI_LEASING,ATTIJARI LEASING,CO_BANQUE_TUNISIE,BANQUE DE TUNISIE BT,shared_matricule_fiscal,matricule_fiscal=496311P on both nodes,16
SH_0000275,split_organisation,CO_ATTIJARI_LEASING,ATTIJARI LEASING,CO_BANQUE_TUNISIE,BANQUE DE TUNISIE BT,shared_registre_commerce,registre_commerce=B125651997 on both nodes,16
SH_0000276,split_organisation,CO_ATTIJARI_LEASING,ATTIJARI LEASING,CO_GENERAL_LEASING,GENERAL LEASING,shared_registre_commerce,registre_commerce=B125651997 on both nodes,0
SH_0000277,split_organisation,CO_BANQUE_TUNISIE,BANQUE DE TUNISIE BT,CO_GENERAL_LEASING,GENERAL LEASING,shared_registre_commerce,registre_commerce=B125651997 on both nodes,0
SH_0000278,split_organisation,CO_ATVYL_TUNISIE,SOCIETE ATVYL TUNISIE,CO_INTERNATIONAL_SCHOOL_OF_CARTHAGE,INTERNATIONAL SCHOOL OF CARTHAGE,shared_registre_commerce,registre_commerce=B119832002 on both nodes,0
SH_0000279,split_organisation,CO_ATZ,SOCIETE ATZ,CO_AUTOLIV,AUTOLIV,shared_matricule_fiscal,matricule_fiscal=764686P on both nodes,0
SH_0000280,split_organisation,CO_AURES,AURES,CO_MIG_ENGINEERING,MIG ENGINEERING,shared_registre_commerce,registre_commerce=B0144912007 on both nodes,2
SH_0000281,split_organisation,CO_AURES_AUTO,AURES AUTO,CO_FORUM,LE FORUM,shared_registre_commerce,registre_commerce=B139961996 on both nodes,0
SH_0000282,split_organisation,CO_AUTOMATISME_FOURNITURES_INDUSTRIELLES,SOCIETE AUTOMATISME ET FOURNITURES INDUSTRIELLES AFI,CO_TRAVAUX_ELECTRIQUES_CABLAGE_AUTOMATISME_SOTECA_ELECTRIC,"SOCIETE DES TRAVAUX ELECTRIQUES, CABLAGE ET AUTOMATISME SOTECA ELECTRIC",shared_matricule_fiscal,matricule_fiscal=433136X on both nodes,0
SH_0000283,split_organisation,CO_AUTOTEC,AUTOTEC,CO_MY_CAR,MY CAR,shared_matricule_fiscal,matricule_fiscal=433154Z on both nodes,0
SH_0000284,split_organisation,CO_AUTOTEC,AUTOTEC,CO_TEKNIKA,TEKNIKA,shared_matricule_fiscal,matricule_fiscal=433154Z on both nodes,3
SH_0000285,split_organisation,CO_MY_CAR,MY CAR,CO_TEKNIKA,TEKNIKA,shared_matricule_fiscal,matricule_fiscal=433154Z on both nodes,0
SH_0000286,split_organisation,CO_AUTOTEC,AUTOTEC,CO_MY_CAR,MY CAR,shared_registre_commerce,registre_commerce=B149671996 on both nodes,0
SH_0000287,split_organisation,CO_AUTOTEC,AUTOTEC,CO_TEKNIKA,TEKNIKA,shared_registre_commerce,registre_commerce=B149671996 on both nodes,3
SH_0000288,split_organisation,CO_MY_CAR,MY CAR,CO_TEKNIKA,TEKNIKA,shared_registre_commerce,registre_commerce=B149671996 on both nodes,0
SH_0000289,split_organisation,CO_AUTO_CABLES_TUNISIE,AUTO CABLES TUNISIE,CO_CINQUIEME_SAISON,LA CINQUIEME SAISON,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000290,split_organisation,CO_AUTO_CABLES_TUNISIE,AUTO CABLES TUNISIE,ORGE_051f5f1f8bf2551ae4ff,ORGE_051f5f1f8bf2551ae4ff,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000291,split_organisation,CO_AUTO_CABLES_TUNISIE,AUTO CABLES TUNISIE,ORGE_4d117418412096ad842e,ORGE_4d117418412096ad842e,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000292,split_organisation,CO_AUTO_CABLES_TUNISIE,AUTO CABLES TUNISIE,ORGE_6e2e84a3426eeb64da5d,ORGE_6e2e84a3426eeb64da5d,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000293,split_organisation,CO_AUTO_CABLES_TUNISIE,AUTO CABLES TUNISIE,ORGE_87f3b0cc11cf4c499028,ORGE_87f3b0cc11cf4c499028,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000294,split_organisation,CO_CINQUIEME_SAISON,LA CINQUIEME SAISON,ORGE_051f5f1f8bf2551ae4ff,ORGE_051f5f1f8bf2551ae4ff,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000295,split_organisation,CO_CINQUIEME_SAISON,LA CINQUIEME SAISON,ORGE_4d117418412096ad842e,ORGE_4d117418412096ad842e,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000296,split_organisation,CO_CINQUIEME_SAISON,LA CINQUIEME SAISON,ORGE_6e2e84a3426eeb64da5d,ORGE_6e2e84a3426eeb64da5d,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000297,split_organisation,CO_CINQUIEME_SAISON,LA CINQUIEME SAISON,ORGE_87f3b0cc11cf4c499028,ORGE_87f3b0cc11cf4c499028,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000298,split_organisation,ORGE_051f5f1f8bf2551ae4ff,ORGE_051f5f1f8bf2551ae4ff,ORGE_4d117418412096ad842e,ORGE_4d117418412096ad842e,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000299,split_organisation,ORGE_051f5f1f8bf2551ae4ff,ORGE_051f5f1f8bf2551ae4ff,ORGE_6e2e84a3426eeb64da5d,ORGE_6e2e84a3426eeb64da5d,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000300,split_organisation,ORGE_051f5f1f8bf2551ae4ff,ORGE_051f5f1f8bf2551ae4ff,ORGE_87f3b0cc11cf4c499028,ORGE_87f3b0cc11cf4c499028,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000301,split_organisation,ORGE_4d117418412096ad842e,ORGE_4d117418412096ad842e,ORGE_6e2e84a3426eeb64da5d,ORGE_6e2e84a3426eeb64da5d,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000302,split_organisation,ORGE_4d117418412096ad842e,ORGE_4d117418412096ad842e,ORGE_87f3b0cc11cf4c499028,ORGE_87f3b0cc11cf4c499028,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000303,split_organisation,ORGE_6e2e84a3426eeb64da5d,ORGE_6e2e84a3426eeb64da5d,ORGE_87f3b0cc11cf4c499028,ORGE_87f3b0cc11cf4c499028,shared_matricule_fiscal,matricule_fiscal=36174Q on both nodes,0
SH_0000304,split_organisation,CO_AUTO_CABLES_TUNISIE,AUTO CABLES TUNISIE,CO_EURELECTRIC_TUNISIE,EURELECTRIC TUNISIE,shared_matricule_fiscal,matricule_fiscal=1177791B on both nodes,1
SH_0000305,split_organisation,CO_AUTO_HALL_GARAGE,AUTO HALL GARAGE,CO_GARAGE_ALLEMAND,LE GARAGE ALLEMAND,shared_matricule_fiscal,matricule_fiscal=1274901G on both nodes,1
SH_0000306,split_organisation,CO_AUTO_HALL_GARAGE,AUTO HALL GARAGE,CO_GERMAN_GARAGE,GERMAN GARAGE,shared_matricule_fiscal,matricule_fiscal=1274901G on both nodes,0
SH_0000307,split_organisation,CO_GARAGE_ALLEMAND,LE GARAGE ALLEMAND,CO_GERMAN_GARAGE,GERMAN GARAGE,shared_matricule_fiscal,matricule_fiscal=1274901G on both nodes,0
SH_0000308,split_organisation,CO_AVENIR_SERVICES,SOCIETE AVENIR SERVICES,ORGE_f8185c8d8e192dca8e65,ORGE_f8185c8d8e192dca8e65,shared_registre_commerce,registre_commerce=B15981998 on both nodes,0
SH_0000309,split_organisation,CO_AVIATION_TRAINING_CENTER_OF_TUNISIA,AVIATION TRAINING CENTER OF TUNISIA ATCT,CO_CENTRE_FINANCIER_AUX_ENTREPRENEURS_TUNISIE,CENTRE FINANCIER AUX ENTREPRENEURS TUNISIE,shared_matricule_fiscal,matricule_fiscal=820666C on both nodes,5
SH_0000310,split_organisation,CO_AVIATION_TRAINING_CENTER_OF_TUNISIA,AVIATION TRAINING CENTER OF TUNISIA ATCT,CO_CENTRE_FINANCIER_AUX_ENTREPRENEURS_TUNISIE,CENTRE FINANCIER AUX ENTREPRENEURS TUNISIE,shared_registre_commerce,registre_commerce=B134922003 on both nodes,5
SH_0000311,split_organisation,CO_AVICOLE_SAHEL,LA SOCIETE AVICOLE DU SAHEL,CO_AVICOLE_SAHEL_SAS,SOCIETE AVICOLE DU SAHEL SAS,shared_registre_commerce,registre_commerce=B115881997 on both nodes,5
SH_0000312,split_organisation,CO_AVICOLE_SAHEL_SAS,SOCIETE AVICOLE DU SAHEL SAS,ORGE_a047e0b7fba3cb3f407a,ORGE_a047e0b7fba3cb3f407a,shared_matricule_fiscal,matricule_fiscal=9321E on both nodes,0
SH_0000313,split_organisation,CO_AWMC_TUNISIA,AWMC TUNISIA,ORGE_6d1d59f5b827c6c59244,ORGE_6d1d59f5b827c6c59244,shared_registre_commerce,registre_commerce=B158502002 on both nodes,0
SH_0000314,split_organisation,CO_AXIS_CAPITAL,AXIS CAPITAL,CO_BMCE_CAPITAL,BMCE CAPITAL,shared_matricule_fiscal,matricule_fiscal=765236V on both nodes,0
SH_0000315,split_organisation,CO_AXIS_CAPITAL_BOURSE,AXIS CAPITAL BOURSE,CO_BMCE_CAPITAL,BMCE CAPITAL,shared_matricule_fiscal,matricule_fiscal=942657C on both nodes,0
SH_0000316,split_organisation,CO_AZIZA,AZIZA,CO_THOURAYA_COMMERCE_DETAIL,THOURAYA DE COMMERCE DE DETAIL,shared_registre_commerce,registre_commerce=B31144042012 on both nodes,0
SH_0000317,split_organisation,CO_AZUR,AZUR,CO_AZUR_PAPIER,AZUR PAPIER,shared_matricule_fiscal,matricule_fiscal=1088572V on both nodes,0
SH_0000318,split_organisation,CO_AZUR,AZUR,CO_AZUR_PAPIER,AZUR PAPIER,shared_registre_commerce,registre_commerce=B2415252009 on both nodes,0
SH_0000319,split_organisation,CO_AZZA_BIOLIVE_LEGUMES,AZZA BIOLIVE & LEGUMES,CO_SARAH_HUILES,SARAH HUILES,shared_matricule_fiscal,matricule_fiscal=928725M on both nodes,0
SH_0000320,split_organisation,CO_AZZA_BIOLIVE_LEGUMES,AZZA BIOLIVE & LEGUMES,CO_SARAH_HUILES,SARAH HUILES,shared_registre_commerce,registre_commerce=B0937582005 on both nodes,0
SH_0000321,split_organisation,CO_BADR_SICAF,BADR SICAF,CO_IMMOBILIERE_ARABE_TUNISIE,IMMOBILIERE ARABE DE TUNISIE IAT,shared_matricule_fiscal,matricule_fiscal=381564B on both nodes,0
SH_0000322,split_organisation,CO_BADR_SICAF,BADR SICAF,ORGE_ac2431dd116791e2bf1c,ORGE_ac2431dd116791e2bf1c,shared_registre_commerce,registre_commerce=B199991996 on both nodes,0
SH_0000323,split_organisation,CO_BAKER_HUGHES_INTEQ_TUNISIE,CO_BAKER_HUGHES_INTEQ_TUNISIE,CO_BRANCHE_DANSALDO_ENERGIA,BRANCHE DANSALDO ENERGIA,shared_matricule_fiscal,matricule_fiscal=47122M on both nodes,0
SH_0000324,split_organisation,CO_BALNEAIRE_PRINCE_HOTEL,SOCIETE BALNEAIRE DE PRINCE HOTEL,CO_HOTELIERE_TOURISTIQUE_HOTEL_IBN_KHALDOUN,SOCIETE HOTELIERE ET TOURISTIQUE HOTEL IBN KHALDOUN,shared_matricule_fiscal,matricule_fiscal=12947K on both nodes,3
SH_0000325,split_organisation,CO_BALNEAIRE_PRINCE_HOTEL,SOCIETE BALNEAIRE DE PRINCE HOTEL,CO_HOTELIERE_TOURISTIQUE_KHAYAM_GARDEN,SOCIETE HOTELIERE ET TOURISTIQUE KHAYAM GARDEN,shared_matricule_fiscal,matricule_fiscal=12947K on both nodes,0
SH_0000326,split_organisation,CO_HOTELIERE_TOURISTIQUE_HOTEL_IBN_KHALDOUN,SOCIETE HOTELIERE ET TOURISTIQUE HOTEL IBN KHALDOUN,CO_HOTELIERE_TOURISTIQUE_KHAYAM_GARDEN,SOCIETE HOTELIERE ET TOURISTIQUE KHAYAM GARDEN,shared_matricule_fiscal,matricule_fiscal=12947K on both nodes,0
SH_0000327,split_organisation,CO_BALNEAIRE_PRINCE_HOTEL,SOCIETE BALNEAIRE DE PRINCE HOTEL,CO_HOTELIERE_TOURISTIQUE_HOTEL_IBN_KHALDOUN,SOCIETE HOTELIERE ET TOURISTIQUE HOTEL IBN KHALDOUN,shared_registre_commerce,registre_commerce=B168931999 on both nodes,3
SH_0000328,split_organisation,CO_BALNEAIRE_PRINCE_HOTEL,SOCIETE BALNEAIRE DE PRINCE HOTEL,CO_HOTELIERE_TOURISTIQUE_KHAYAM_GARDEN,SOCIETE HOTELIERE ET TOURISTIQUE KHAYAM GARDEN,shared_registre_commerce,registre_commerce=B168931999 on both nodes,0
SH_0000329,split_organisation,CO_HOTELIERE_TOURISTIQUE_HOTEL_IBN_KHALDOUN,SOCIETE HOTELIERE ET TOURISTIQUE HOTEL IBN KHALDOUN,CO_HOTELIERE_TOURISTIQUE_KHAYAM_GARDEN,SOCIETE HOTELIERE ET TOURISTIQUE KHAYAM GARDEN,shared_registre_commerce,registre_commerce=B168931999 on both nodes,0
SH_0000330,split_organisation,CO_BANQUE_FINANCEMENT_PETITES_MOYENNES_ENTREPRISES,BANQUE DE FINANCEMENT DES PETITES ET MOYENNES ENTREPRISES BFPME,ORG_BANQUE_FINANCEMENT_PETITES_MOYENNES_ENTREPRISES,ORG_BANQUE_FINANCEMENT_PETITES_MOYENNES_ENTREPRISES,shared_matricule_fiscal,matricule_fiscal=908910A on both nodes,0
SH_0000331,split_organisation,CO_BANQUE_FINANCEMENT_PETITES_MOYENNES_ENTREPRISES,BANQUE DE FINANCEMENT DES PETITES ET MOYENNES ENTREPRISES BFPME,CO_GROUPE_CHIMIQUE_TUNISIEN,GROUPE CHIMIQUE TUNISIEN,shared_registre_commerce,registre_commerce=B2410202005 on both nodes,0
SH_0000332,split_organisation,CO_BANQUE_FINANCEMENT_PETITES_MOYENNES_ENTREPRISES,BANQUE DE FINANCEMENT DES PETITES ET MOYENNES ENTREPRISES BFPME,ORG_BANQUE_FINANCEMENT_PETITES_MOYENNES_ENTREPRISES,ORG_BANQUE_FINANCEMENT_PETITES_MOYENNES_ENTREPRISES,shared_registre_commerce,registre_commerce=B2410202005 on both nodes,0
SH_0000333,split_organisation,CO_GROUPE_CHIMIQUE_TUNISIEN,GROUPE CHIMIQUE TUNISIEN,ORG_BANQUE_FINANCEMENT_PETITES_MOYENNES_ENTREPRISES,ORG_BANQUE_FINANCEMENT_PETITES_MOYENNES_ENTREPRISES,shared_registre_commerce,registre_commerce=B2410202005 on both nodes,45
SH_0000334,split_organisation,CO_BANQUE_INTERNATIONALE_ARABE_TUNISIE,BANQUE INTERNATIONALE ARABE DE TUNISIE BIAT,CO_BANQUE_TUNISIE,BANQUE DE TUNISIE BT,shared_registre_commerce,registre_commerce=B187881996 on both nodes,80
SH_0000335,split_organisation,CO_BANQUE_LHABITAT,LA BANQUE DE LHABITAT,ORGE_6b9e0bac6501f3eb282b,ORGE_6b9e0bac6501f3eb282b,shared_matricule_fiscal,matricule_fiscal=24588W on both nodes,0
SH_0000336,split_organisation,CO_BANQUE_LHABITAT,LA BANQUE DE LHABITAT,CO_BANQUE_LHABITAT_BH,BANQUE DE LHABITAT BH,shared_registre_commerce,registre_commerce=B138811996 on both nodes,4
SH_0000337,split_organisation,CO_BANQUE_NATIONALE_AGRICOLE,BANQUE NATIONALE AGRICOLE BNA,CO_BNA_CAPITAUX,BNA CAPITAUX,shared_matricule_fiscal,matricule_fiscal=496517C on both nodes,2
SH_0000338,split_organisation,CO_BANQUE_TUNISIE,BANQUE DE TUNISIE BT,ORGE_b84bccde49cfdd753a8f,ORGE_b84bccde49cfdd753a8f,shared_matricule_fiscal,matricule_fiscal=120H on both nodes,0
SH_0000339,split_organisation,CO_BANQUE_TUNISIE,BANQUE DE TUNISIE BT,CO_BANQUE_TUNISIE_EMIRATS,BANQUE DE TUNISIE ET DES EMIRATS BTE,shared_matricule_fiscal,matricule_fiscal=15094B on both nodes,32
SH_0000340,split_organisation,CO_BANQUE_TUNISO_KOWEITIENNE,BANQUE TUNISO KOWEITIENNE BTK,CO_GROUPE_BPCE,GROUPE BPCE,shared_registre_commerce,registre_commerce=B152691996 on both nodes,0
SH_0000341,split_organisation,CO_BANQUE_TUNISO_LIBYENNE,BANQUE TUNISO LIBYENNE BTL,CO_BANQUE_TUNISO_LYBIENNE,BANQUE TUNISO LYBIENNE BTL,shared_matricule_fiscal,matricule_fiscal=33272D on both nodes,0
SH_0000342,split_organisation,CO_BANQUE_TUNISO_LIBYENNE,BANQUE TUNISO LIBYENNE BTL,CO_BANQUE_TUNISO_LYBIENNE,BANQUE TUNISO LYBIENNE BTL,shared_registre_commerce,registre_commerce=B197871996 on both nodes,0
SH_0000343,split_organisation,CO_BANQUE_ZITOUNA,BANQUE ZITOUNA,CO_ZITOUNA_TAKAFUL,ZITOUNA TAKAFUL,shared_registre_commerce,registre_commerce=B01100102011 on both nodes,16
SH_0000344,split_organisation,CO_BAOBAB_TUNISIE,BAOBAB TUNISIE,CO_MICROCRED_TUNISIE,MICROCRED TUNISIE,shared_matricule_fiscal,matricule_fiscal=1314598V on both nodes,0
SH_0000345,split_organisation,CO_BATIMENTS_ARTS_METIERS_EBAM,ENTREPRISE DE BATIMENTS ARTS ET METIERS EBAM,CO_MEUBLATEX,MEUBLATEX,shared_matricule_fiscal,matricule_fiscal=10541G on both nodes,1
SH_0000346,split_organisation,CO_BATIMENTS_ARTS_METIERS_EBAM,ENTREPRISE DE BATIMENTS ARTS ET METIERS EBAM,CO_MEUBLATEX_INDUSTRIES,MEUBLATEX INDUSTRIES,shared_matricule_fiscal,matricule_fiscal=10541G on both nodes,0
SH_0000347,split_organisation,CO_MEUBLATEX,MEUBLATEX,CO_MEUBLATEX_INDUSTRIES,MEUBLATEX INDUSTRIES,shared_matricule_fiscal,matricule_fiscal=10541G on both nodes,0
SH_0000348,split_organisation,CO_BATIMENTS_ARTS_METIERS_EBAM,ENTREPRISE DE BATIMENTS ARTS ET METIERS EBAM,CO_MEUBLATEX_INDUSTRIES,MEUBLATEX INDUSTRIES,shared_registre_commerce,registre_commerce=B151751996 on both nodes,0
SH_0000349,split_organisation,CO_BATIMENT_TRAVAUX_PUBLICS_NORD_SOBA_TRAP_NORD,SOCIETE DE BATIMENT ET DES TRAVAUX PUBLICS NORD SOBA TRAP NORD,ORGE_c9f23d3b7f82c5a95963,ORGE_c9f23d3b7f82c5a95963,shared_matricule_fiscal,matricule_fiscal=29990Z on both nodes,1
SH_0000350,split_organisation,CO_BATINOX,BATINOX,ORGE_cf8ac005b5371241dad0,ORGE_cf8ac005b5371241dad0,shared_matricule_fiscal,matricule_fiscal=761543L on both nodes,0
SH_0000351,split_organisation,CO_BATINOX,BATINOX,CO_PROXI,PROXI,shared_matricule_fiscal,matricule_fiscal=1207417Z on both nodes,0
SH_0000352,split_organisation,CO_BATINOX,BATINOX,ORGE_3fbd0fbcd50d86b59fef,ORGE_3fbd0fbcd50d86b59fef,shared_matricule_fiscal,matricule_fiscal=941536P on both nodes,0
SH_0000353,split_organisation,CO_BATINOX,BATINOX,CO_SOUTH_MEDITERRANEAN_UNIVERSITY,CO_SOUTH_MEDITERRANEAN_UNIVERSITY,shared_registre_commerce,registre_commerce=B160232002 on both nodes,0
SH_0000354,split_organisation,CO_BATINOX,BATINOX,ORGE_db25e2e6560cbbea09a7,ORGE_db25e2e6560cbbea09a7,shared_registre_commerce,registre_commerce=B160232002 on both nodes,0
SH_0000355,split_organisation,CO_SOUTH_MEDITERRANEAN_UNIVERSITY,CO_SOUTH_MEDITERRANEAN_UNIVERSITY,ORGE_db25e2e6560cbbea09a7,ORGE_db25e2e6560cbbea09a7,shared_registre_commerce,registre_commerce=B160232002 on both nodes,0
SH_0000356,split_organisation,CO_BATINOX,BATINOX,ORGE_3fbd0fbcd50d86b59fef,ORGE_3fbd0fbcd50d86b59fef,shared_registre_commerce,registre_commerce=B0757702005 on both nodes,0
SH_0000357,split_organisation,CO_BATINOX,BATINOX,ORGE_a3511001df43ca127d7e,ORGE_a3511001df43ca127d7e,shared_registre_commerce,registre_commerce=B129521998 on both nodes,0
SH_0000358,split_organisation,CO_BAYA,SOCIETE BAYA,ORGE_88f268c6c8de76379784,ORGE_88f268c6c8de76379784,shared_registre_commerce,registre_commerce=C01132972010 on both nodes,0
SH_0000359,split_organisation,CO_BB,BB,CO_BM_INTERNATIONAL_TRADING,BM INTERNATIONAL TRADING,shared_matricule_fiscal,matricule_fiscal=1223321K on both nodes,2
SH_0000360,split_organisation,CO_BB,BB,CO_BW_TRADE_COMPANY,SOCIETE BW TRADE COMPANY,shared_matricule_fiscal,matricule_fiscal=1203401Y on both nodes,0
SH_0000361,split_organisation,CO_BB,BB,CO_SNOPLAST,CO_SNOPLAST,shared_matricule_fiscal,matricule_fiscal=1203401Y on both nodes,2
SH_0000362,split_organisation,CO_BW_TRADE_COMPANY,SOCIETE BW TRADE COMPANY,CO_SNOPLAST,CO_SNOPLAST,shared_matricule_fiscal,matricule_fiscal=1203401Y on both nodes,0
SH_0000363,split_organisation,CO_BB,BB,CO_BEST,BEST,shared_matricule_fiscal,matricule_fiscal=1480865X on both nodes,2
SH_0000364,split_organisation,CO_BEL_AZUR,SOCIETE BEL AZUR,CO_BEL_AZUR_HOTEL,CO_BEL_AZUR_HOTEL,shared_matricule_fiscal,matricule_fiscal=9393X on both nodes,0
SH_0000365,split_organisation,CO_BEN_AYED_EBAC,ENTREPRISE BEN-AYED EBAC,CO_EBAC,EBAC,shared_matricule_fiscal,matricule_fiscal=1062920H on both nodes,0
SH_0000366,split_organisation,CO_BEN_DEVELOPPEMENT,SOCIETE BEN-DEVELOPPEMENT,CO_BEN_SOFTWARE_DEVELOPMENT,SOCIETE BEN-SOFTWARE DEVELOPMENT,shared_matricule_fiscal,matricule_fiscal=1147538Y on both nodes,1
SH_0000367,split_organisation,CO_BEN_HALIMA_HOLDING,BEN HALIMA HOLDING,ORGE_f0f6acf5c6a48307b08a,ORGE_f0f6acf5c6a48307b08a,shared_matricule_fiscal,matricule_fiscal=566198Y on both nodes,0
SH_0000368,split_organisation,CO_BEN_HALIMA_HOLDING,BEN HALIMA HOLDING,ORGE_f0f6acf5c6a48307b08a,ORGE_f0f6acf5c6a48307b08a,shared_registre_commerce,registre_commerce=B13291997 on both nodes,0
SH_0000369,split_organisation,CO_BEPHONE,BEPHONE,CO_PHONE_MARKET_RESEARCH,PHONE MARKET RESEARCH PMR,shared_matricule_fiscal,matricule_fiscal=1323553G on both nodes,0
SH_0000370,split_organisation,CO_BERG_LIFE_SCIENCES,CO_BERG_LIFE_SCIENCES,ORGE_3541ce395567a2508f02,ORGE_3541ce395567a2508f02,shared_registre_commerce,registre_commerce=B121452002 on both nodes,0
SH_0000371,split_organisation,CO_BERG_LIFE_SCIENCES,CO_BERG_LIFE_SCIENCES,ORGE_39c052d9c8d16356afd3,ORGE_39c052d9c8d16356afd3,shared_registre_commerce,registre_commerce=B121462002 on both nodes,0
SH_0000372,split_organisation,CO_BGI_BONNE_GOUVERNANCE_INFORMATIQUE,BGI BONNE GOUVERNANCE INFORMATIQUE,CO_BONNE_GOUVERNANCE_INFORMATIQUE,CO_BONNE_GOUVERNANCE_INFORMATIQUE,shared_registre_commerce,registre_commerce=B244792008 on both nodes,0
SH_0000373,split_organisation,CO_BHM,BHM,CO_BHM_PROMOGRO,BHM PROMOGRO,shared_registre_commerce,registre_commerce=B134661996 on both nodes,1
SH_0000374,split_organisation,CO_BHM_DISTRIBUTION,BHM DISTRIBUTION,ORGE_bac543bfc188c50f5553,ORGE_bac543bfc188c50f5553,shared_registre_commerce,registre_commerce=B133721998 on both nodes,0
SH_0000375,split_organisation,CO_BH_INVEST,CO_BH_INVEST,CO_SICAF_EPARGNE_INVEST,SICAF EPARGNE INVEST,shared_matricule_fiscal,matricule_fiscal=496267D on both nodes,0
SH_0000376,split_organisation,CO_BH_INVEST,CO_BH_INVEST,CO_SICAF_EPARGNE_INVEST,SICAF EPARGNE INVEST,shared_registre_commerce,registre_commerce=B1681996 on both nodes,0
SH_0000377,split_organisation,CO_BIAT_ASSET_MANAGEMENT,BIAT ASSET MANAGEMENT,CO_SICAV_OPPORTUNITY,SICAV OPPORTUNITY,shared_registre_commerce,registre_commerce=B160042002 on both nodes,0
SH_0000378,split_organisation,CO_BISCUITERIE_CHAABANE,SOCIETE BISCUITERIE CHAABANE,CO_BISCUITERIE_CHABANE,SOCIETE BISCUITERIE CHABANE,shared_registre_commerce,registre_commerce=B171531996 on both nodes,0
SH_0000379,split_organisation,CO_BISCUITERIE_MEDITERRANEENNE,SOCIETE BISCUITERIE MEDITERRANEENNE,CO_ST_MICHEL_HOLDING,ST MICHEL HOLDING,shared_matricule_fiscal,matricule_fiscal=1071726J on both nodes,0
SH_0000380,split_organisation,CO_BISCUITERIE_NORD_AFRICAINE,SOCIETE BISCUITERIE NORD AFRICAINE,CO_NOUVELLE_BISCUITS_CHABANE_SNBC,SOCIETE NOUVELLE DES BISCUITS CHABANE SNBC,shared_matricule_fiscal,matricule_fiscal=589554X on both nodes,0
SH_0000381,split_organisation,CO_BISCUITERIE_NORD_AFRICAINE,SOCIETE BISCUITERIE NORD AFRICAINE,CO_NOUVELLE_BISCUITS_CHAABANE_SNBC,SOCIETE NOUVELLE DES BISCUITS CHAABANE SNBC,shared_registre_commerce,registre_commerce=B2230232004 on both nodes,0
SH_0000382,split_organisation,CO_BISCUITERIE_NORD_AFRICAINE,SOCIETE BISCUITERIE NORD AFRICAINE,CO_NOUVELLE_BISCUITS_CHABANE_SNBC,SOCIETE NOUVELLE DES BISCUITS CHABANE SNBC,shared_registre_commerce,registre_commerce=B2230232004 on both nodes,0
SH_0000383,split_organisation,CO_NOUVELLE_BISCUITS_CHAABANE_SNBC,SOCIETE NOUVELLE DES BISCUITS CHAABANE SNBC,CO_NOUVELLE_BISCUITS_CHABANE_SNBC,SOCIETE NOUVELLE DES BISCUITS CHABANE SNBC,shared_registre_commerce,registre_commerce=B2230232004 on both nodes,0
SH_0000384,split_organisation,CO_BIZERTE_CAP_3000,BIZERTE CAP 3000,CO_CAP_3000_IMMOBILIERE,CAP 3000 IMMOBILIERE,shared_matricule_fiscal,matricule_fiscal=1093913E on both nodes,0
