org_tie_obs_id,holder_id,holder_label,target_id,target_label,relation,is_ownership,obs_kind,obs_date,date_precision,holder_mention,target_mention,holder_match,target_match,score,link_status,evidence_quote,event_id,block_uid,issue_uid,folio_page,extract_confidence,holder_basis,target_basis,holder_seed_id,target_seed_id,queue_reason,failed_end,failed_mention,near_org_id,near_org_label,near_score,holder_entity_id,target_entity_id
OS_32576d09e8f932541d7793,,,CO_GLOBAL_COSMETIQUE,GLOBAL COSMETIQUE,shareholder_confirmed,1,confirmation,2009-12-26,pub_only,la société ont décidés à l'unanimité ce qui suit,Global Cosmétique,0.0,1.0,0.0,unresolved,associés de la société ont décidés à l'unanimité ce qui suit,EV_b4750430d559b5e993d4,annonces-legales/fr/2009/155:2009G07463SRLB2,annonces-legales/fr/2009/155,7214,0.8,unresolved,exact,,CO_GLOBAL_COSMETIQUE,one_end_resolved,holder,la société ont décidés à l'unanimité ce qui suit,,,0.0,ORGE_8bfefcca0d00486d8957,CO_GLOBAL_COSMETIQUE
OS_d26cccc8b4e935c1a96230,ORGE_dd502674d17e45c20e00,la société pour une durée de trois exercices,,,auditor,0,confirmation,2009-12-22,exact,la société pour une durée de trois exercices,SOCIETE E.L. WOODREACH,1.0,0.0,0.0,unresolved,commissaire aux comptes de la société pour une durée de trois exercices,EV_08da2a47b327c3fc20ca,annonces-legales/fr/2009/155:2009G07469SRLB2,annonces-legales/fr/2009/155,7214,0.9,generic_fuzzy,unresolved,,,one_end_resolved,target,SOCIETE E.L. WOODREACH,,,0.0,ORGE_dd502674d17e45c20e00,
OS_77489adcc962dfc863712e,,,ORGE_369dcd911d58f8d713b1,STE LES LABORATOIRES REUNIS DE SOIN L.R.S,shareholder_confirmed,1,confirmation,2009-12-14,exact,la société est devenue cent vingt mille dinars (120 000d) ce qui a modifié l'arti,STE LES LABORATOIRES REUNIS DE SOIN L.R.S,0.375,0.9333,0.375,unresolved,"actionnaire, ainsi le capital de la société est devenue cent vingt mille dinars (120 000d) ce qui a modifié l'arti",EV_5424d354a374ae671985,annonces-legales/fr/2009/155:2009B01385SRLB2,annonces-legales/fr/2009/155,7218,0.8,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société est devenue cent vingt mille dinars (120 000d) ce qui a modifié l'arti,CO_TROIS_CENT_SOIXANTE_DEGRE_360,TROIS CENT SOIXANTE DEGRE 360°,0.375,ORGE_f77f4da205a69a6aea09,ORGE_369dcd911d58f8d713b1
OS_510c910a966083a9db3859,,,CO_NEWCORK,NEWCORK,auditor,0,confirmation,2009-11-25,exact,la société pour les exercices 2009-2010-2011,NEWCORK - SA,0.4561,1.0,0.4561,unresolved,commissaires aux comptes de la société pour les exercices 2009-2010-2011,EV_47c3ec583349f8f5d6be,annonces-legales/fr/2009/156:2009G07475SANB2,annonces-legales/fr/2009/156,7254,0.9,unresolved,exact,,CO_NEWCORK,one_end_resolved,holder,la société pour les exercices 2009-2010-2011,CO_NAMAA_POUR_COMMERCE_SERVICES,SOCIETE NAMAA POUR LE COMMERCE ET LE SERVICES,0.4561,ORGE_306a2b40d7021b541cef,CO_NEWCORK
OS_70296941d32dd5e83fbe4d,CO_BONTAZ,BONTAZ,,,auditor,0,confirmation,2009-02-17,exact,la société Bontaz Centre Tunisie» pour le mandat 2008,Bontaz Centre Tunisie SARL,1.0,0.8235,0.8235,unresolved,commissaire aux comptes de la société «Bontaz Centre Tunisie» pour le mandat 2008,EV_5368a29bf3cfd299c984,annonces-legales/fr/2009/156:2009R04095SRLB2,annonces-legales/fr/2009/156,7257,0.9,discriminating_fuzzy,unresolved,CO_BONTAZ,,one_end_resolved,target,Bontaz Centre Tunisie SARL,CO_VE_TUNISIE,VE TUNISIE,0.8235,CO_BONTAZ,ORGE_23432cd72fa2fbdbe17f
OS_6483e48b17c85cbc8c6008,,,ORGE_aba0bd46499ff6c6e8a3,Sté Agencement Frigorifique du Sud,shares_acquired,1,opening,2009-04-18,exact,la société à Melle Beya Masmoudi,Sté Agencement Frigorifique du Sud,0.6154,0.8889,0.6154,unresolved,vendu 50 actions qu'il détient à la société à Melle Beya Masmoudi,EV_bd7c5d567e4dcac5fb41,annonces-legales/fr/2009/156:2009B01391SRLB2,annonces-legales/fr/2009/156,7261,0.88,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société à Melle Beya Masmoudi,CO_PATISSERIE_MASMOUDI,PATISSERIE MASMOUDI,0.6154,ORGE_a6792abd6863cafbeb7f,ORGE_aba0bd46499ff6c6e8a3
OS_bf4b87c14747b3d787ddbb,,,ORGE_1d5e9b2eac391bcf33a7,Entreprise Ferjani et Fils de Commerce et Distribution Gafsa,auditor,0,confirmation,2009-12-25,exact,la société et la nomination de gérant dans un réunion général extra ordinaire à c,Entreprise Ferjani et Fils de Commerce et Distribution Gafsa,0.7778,0.8889,0.7778,unresolved,commissaire aux comptes au besoin de la société et la nomination de gérant dans un réunion général extra ordinaire à c,EV_13184925517110bdd157,annonces-legales/fr/2009/156:2009D00373SRLB2,annonces-legales/fr/2009/156,7262,0.9,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société et la nomination de gérant dans un réunion général extra ordinaire à c,CO_GENERAL_ALU,SOCIETE GENERAL ALU,0.7778,ORGE_a66a18792c06fa4bfbc2,ORGE_1d5e9b2eac391bcf33a7
OS_78809d4d277af928ed5cd3,CO_AMC_ERNST_YOUNG,AMC ERNST ET YOUNG,,,auditor,0,confirmation,2009-11-18,exact,la Société AMC Ernst &,Société l'Intermédiaire,1.0,0.0,0.0,unresolved,"commissaire aux comptes, la Société AMC Ernst &amp",EV_d190097a874317d33a4c,annonces-legales/fr/2009/157:2009T07472SANB2,annonces-legales/fr/2009/157,7285,0.9,discriminating_fuzzy,unresolved,CO_AMC_ERNST_YOUNG,,one_end_resolved,target,Société l'Intermédiaire,,,0.0,CO_AMC_ERNST_YOUNG,ORGE_a2967424df8cc863de00
OS_3014c2ec9cafe0feba5b89,ORGE_6cffdd8f9b5d8ae07e98,la société pour une période de trois ans,,,auditor,0,confirmation,2009-11-09,exact,la société pour une période de trois ans,SOCIETE TUNISIE PLACE DE MARCHE,1.0,0.8235,0.8235,unresolved,commissaire aux comptes de la société pour une période de trois ans,EV_85a518a8b01732d0364d,annonces-legales/fr/2009/157:2009G07541SANB2,annonces-legales/fr/2009/157,7288,0.9,generic_fuzzy,unresolved,,,one_end_resolved,target,SOCIETE TUNISIE PLACE DE MARCHE,CO_VE_TUNISIE,VE TUNISIE,0.8235,ORGE_6cffdd8f9b5d8ae07e98,ORGE_492580c278d591c8e4bd
OS_ef3cd2b9eb5b90a239bc54,,,ORGE_d3fad7350e602880e4bd,Société GLOBAL CONSULTING Sarl,shares_acquired,1,opening,2009-12-10,exact,la société Axel Sarl,Société GLOBAL CONSULTING Sarl,0.0,1.0,0.0,unresolved,cédé à la société Axel Sarl représentée par son gérant Monsieur Patti Giovanni,EV_ce57e6417ecda4ff7c25,annonces-legales/fr/2009/157:2009G07535SRLB2,annonces-legales/fr/2009/157,7297,0.88,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société Axel Sarl,,,0.0,ORGE_e94bf9ebea449f6ffc05,ORGE_d3fad7350e602880e4bd
OS_22b7b4f6c8e41415400346,ORGE_581f7018ed097b77ac30,la société CLINIQUE ERRAHHMA sont invités à assister à l'assemblée générale extra,,,shareholder_confirmed,1,confirmation,2009-12-31,pub_only,la société CLINIQUE ERRAHHMA sont invités à assister à l'assemblée générale extra,Clinique ERRAHMA,1.0,0.8276,0.8276,unresolved,associés de la société CLINIQUE ERRAHHMA sont invités à assister à l'assemblée générale extra,EV_6408a9b78e7ac45e9556,annonces-legales/fr/2009/157:2009R04137SRLB3,annonces-legales/fr/2009/157,7315,0.8,generic_fuzzy,unresolved,,,one_end_resolved,target,Clinique ERRAHMA,CO_CLINIQUE_SLAMA,CLINIQUE SLAMA,0.8276,ORGE_581f7018ed097b77ac30,
OS_41ecfeb1f732f500951892,ORGE_dd502674d17e45c20e00,la société pour une durée de trois exercices,,,auditor,0,confirmation,2005-12-16,exact,la société pour une durée de trois exercices,Laboratoires Biopharma,1.0,0.8636,0.8636,unresolved,commissaire aux comptes de la société pour une durée de trois exercices,EV_1a0eb96f733a041c7df1,annonces-legales/fr/2010/001:2009B01411SANB1,annonces-legales/fr/2010/001,3,0.9,generic_fuzzy,unresolved,,,one_end_resolved,target,Laboratoires Biopharma,CO_LABORATOIRES_GALPHARMA,LABORATOIRES GALPHARMA,0.8636,ORGE_dd502674d17e45c20e00,
OS_86aefd7b4168d8b77422ba,,,CO_CANADO_TUNISIENNE_INDUSTRIES_AGROALIMENTAIRES,CANADO TUNISIENNE DES INDUSTRIES AGROALIMENTAIRES,shareholder_confirmed,1,confirmation,2009-12-28,exact,SICAR conformément à l'article 300 du code des sociétés commerciales,Canado-Tunisienne des Industries Agroalimentaires- CTIA,0.7692,0.9362,0.7692,unresolved,actionnaire ATD SICAR conformément à l'article 300 du code des sociétés commerciales,EV_90b68867938dd8d7a6f9,annonces-legales/fr/2010/001:2009G07593SANB2,annonces-legales/fr/2010/001,15,0.8,unresolved,discriminating_fuzzy,,CO_CANADO_TUNISIENNE_INDUSTRIES_AGROALIMENTAIRES,one_end_resolved,holder,SICAR conformément à l'article 300 du code des sociétés commerciales,CO_CN_SICAR,CN SICAR,0.7692,ORGE_5ee1125628895a254de7,CO_CANADO_TUNISIENNE_INDUSTRIES_AGROALIMENTAIRES
OS_5d267c4863c3e7df9232b6,CO_BB,BB,,,auditor,0,confirmation,2009-10-14,exact,la société B,Affectation du résultat DE LA SOCIETE SCHLEMMER TUNISIE,1.0,0.8235,0.8235,unresolved,commissaire aux comptes monsieur Mourad Dhaoui par la société B,EV_3a7f4815b5c081f1ba4b,annonces-legales/fr/2010/001:2009R04164SRLB2,annonces-legales/fr/2010/001,21,0.9,exact,unresolved,CO_BB,,one_end_resolved,target,Affectation du résultat DE LA SOCIETE SCHLEMMER TUNISIE,CO_VE_TUNISIE,VE TUNISIE,0.8235,CO_BB,
OS_0b24db4856f434e9fd675b,CO_BB,BB,,,auditor,0,confirmation,2009-11-30,exact,la société B,De La SOCIETE INTERCABLE TUNISIE,1.0,0.8235,0.8235,unresolved,commissaire aux comptes monsieur Nizar Alouini par la société B,EV_9be0010831151e981172,annonces-legales/fr/2010/001:2009R04165SRLB2,annonces-legales/fr/2010/001,21,0.9,exact,unresolved,CO_BB,,one_end_resolved,target,De La SOCIETE INTERCABLE TUNISIE,CO_VE_TUNISIE,VE TUNISIE,0.8235,CO_BB,
OS_3139e224be096c9502cc70,CO_REDUCTION_CAPITAL,LA SOCIETE REDUCTION DU CAPITAL,,,shareholder_confirmed,1,confirmation,2009-05-01,exact,la société HMF ont décidé la réduction du capital social de 20 000 dinars à 1000,Société H M F Export,1.0,0.8,0.8,unresolved,associés de la société HMF ont décidé la réduction du capital social de 20 000 dinars à 1000,EV_62fa2e6c35bbe62408e4,annonces-legales/fr/2010/001:2009B01416SRLB2,annonces-legales/fr/2010/001,26,0.8,discriminating_fuzzy,unresolved,CO_REDUCTION_CAPITAL,,one_end_resolved,target,Société H M F Export,CO_3I_EXPORT,3I EXPORT,0.8,CO_REDUCTION_CAPITAL,
OS_c58a6537a4d1c6122dcbd7,ORGE_f79e5833c077a7f50c1c,la société CABINET MANAGEMENT CONSULTING en date du 24 août 2009,,,shareholder_confirmed,1,confirmation,2009-08-24,exact,la société CABINET MANAGEMENT CONSULTING en date du 24 août 2009,STES UNIPERSONNELLES A RESPONSABILITE LIMITEE,1.0,0.6087,0.6087,unresolved,associé unique de la société CABINET MANAGEMENT CONSULTING en date du 24 août 2009,EV_7924f4efa16e0b149111,annonces-legales/fr/2010/001:2009T07533SRUB2,annonces-legales/fr/2010/001,28,0.8,generic_fuzzy,unresolved,,,one_end_resolved,target,STES UNIPERSONNELLES A RESPONSABILITE LIMITEE,CO_LIMITEE_FORACHEM,LIMITEE FORACHEM,0.6087,ORGE_f79e5833c077a7f50c1c,
OS_612e32ce4014a4aaed3cb0,,,ORGE_16acd158410238e86db9,Société Mutuelle de Base des Services Agricole Al Iklaa El Hamma,shareholder_confirmed,1,confirmation,2010-01-02,pub_only,la société mutuelle de base des services agricole Aliklaa El hamma,Société Mutuelle de Base des Services Agricole Al Iklaa El Hamma,0.8736,0.88,0.8736,unresolved,actionnaires de la société mutuelle de base des services agricole Aliklaa El hamma,EV_923b25382154fadb789b,annonces-legales/fr/2010/001:2009Z00408SODB3,annonces-legales/fr/2010/001,39,0.8,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société mutuelle de base des services agricole Aliklaa El hamma,CO_MUTUELLE_BASE_SERVICES_AGRICOLES_EL_FALAH,SOCIETE MUTUELLE DE BASE DES SERVICES AGRICOLES EL-FALAH,0.8736,ORGE_8511d7ca656ddf505437,ORGE_16acd158410238e86db9
OS_7184be66269bcd82777f2c,,,ORGE_282383e4729c465f52fb,SOCIETE GEN -PACK,shareholder_confirmed,1,confirmation,2007-12-27,exact,la société GENPACK ont décidé le transfert du siège social à l'adresse suivante,SOCIETE GEN -PACK,0.4902,0.8889,0.4902,unresolved,associés de la société GENPACK ont décidé le transfert du siège social à l'adresse suivante,EV_470a86ea64cf9d714671,annonces-legales/fr/2010/002:2010R00006SRLB2,annonces-legales/fr/2010/002,50,0.8,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société GENPACK ont décidé le transfert du siège social à l'adresse suivante,ORG_SOCIAL_DEVELOPMENT_AND_EMPOWERMENT_CENTER,SOCIAL DEVELOPMENT AND EMPOWERMENT CENTER,0.4902,ORGE_0ab7e723fcfcdced8b92,ORGE_282383e4729c465f52fb
OS_d89fadb229ec5713bb20b5,,,ORGE_a3c301bf9d2b8edeef96,SOCIETE MODERNE DE BATIMENT SOMOBAT,auditor,0,confirmation,2010-01-05,pub_only,la société pour les exercices 2006,SOCIETE MODERNE DE BATIMENT SOMOBAT,0.5714,1.0,0.5714,unresolved,commissaire aux comptes de la société pour les exercices 2006,EV_db96ddf1c3c025409a16,annonces-legales/fr/2010/002:2009S02542SRLB2,annonces-legales/fr/2010/002,52,0.9,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société pour les exercices 2006,CO_ITALY_2006,ITALY 2006,0.5714,ORGE_81b9deee9e80eae45e69,ORGE_a3c301bf9d2b8edeef96
OS_00fc499fc8b164061ef56e,,,CO_CAVALIER_INTERNATIONAL,SOCIETE CAVALIER INTERNATIONAL,auditor,0,confirmation,2008-05-06,exact,la société pour les exercices 2008 - 2009 et 2010,SOCIETE CAVALIER INTERNATIONAL,0.4561,1.0,0.4561,unresolved,commissaire aux comptes de la société pour les exercices 2008 - 2009 et 2010,EV_ed33ae70753748f06344,annonces-legales/fr/2010/002:2009S02546SRLB2,annonces-legales/fr/2010/002,52,0.9,unresolved,exact,,CO_CAVALIER_INTERNATIONAL,one_end_resolved,holder,la société pour les exercices 2008 - 2009 et 2010,CO_NAMAA_POUR_COMMERCE_SERVICES,SOCIETE NAMAA POUR LE COMMERCE ET LE SERVICES,0.4561,ORGE_8ccec1ca9a6c9cb2ccad,CO_CAVALIER_INTERNATIONAL
OS_c342657ee7f4791c2fea8c,,,CO_ARABE_REALISATIONS_IMMOBILIERES_RC,SOCIETE ARABE DES REALISATIONS IMMOBILIERES SA RC,shareholder_confirmed,1,confirmation,2009-10-13,exact,la société SARL » du 13 octobre 2009,Société Arabe de Réalisations Immobilières S.A.R.L.» SA,0.0,0.8889,0.0,unresolved,actionnaires de la société « SARL » du 13 octobre 2009,EV_8d2b498e9ddfa5f34056,annonces-legales/fr/2010/003:2010G00030SANB2,annonces-legales/fr/2010/003,90,0.8,unresolved,discriminating_fuzzy,,CO_ARABE_REALISATIONS_IMMOBILIERES_RC,one_end_resolved,holder,la société SARL » du 13 octobre 2009,,,0.0,ORGE_54fe6165f866ffe3b6a6,CO_ARABE_REALISATIONS_IMMOBILIERES_RC
OS_b458c431986dea72514496,,,CO_SAPHIR_PALACE,SOCIETE SAPHIR PALACE,auditor,0,confirmation,2009-06-25,exact,la société pour la même période,Société Saphir Palace,0.6047,1.0,0.6047,unresolved,Commissaire aux comptes de la société pour la même période,EV_8ecb42b45dfb35917371,annonces-legales/fr/2010/003:2010G00052SANB2,annonces-legales/fr/2010/003,92,0.9,unresolved,exact,,CO_SAPHIR_PALACE,one_end_resolved,holder,la société pour la même période,ORG_VICTOIRE_POUR_FEMME_RURALE,VICTOIRE POUR LA FEMME RURALE,0.6047,ORGE_00e229ed1a55554dee1a,CO_SAPHIR_PALACE
OS_2ca44d24acdccbe5130ab3,,,ORGE_cd32dde24dd3f9db29cd,KASSO POUR LE COMMERCE ET L'INDUSTRIE,shareholder_confirmed,1,confirmation,2009-12-21,exact,la société le reste des actionnaires ont renoncé à leur droit préférentiel de sou,KASSO POUR LE COMMERCE ET L'INDUSTRIE,0.0,0.8966,0.0,unresolved,actionnaire parmi les actionnaires de la société le reste des actionnaires ont renoncé à leur droit préférentiel de sou,EV_f1ac4b65ea2f020f6ee5,annonces-legales/fr/2010/003:2010G00077SANB2,annonces-legales/fr/2010/003,92,0.8,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société le reste des actionnaires ont renoncé à leur droit préférentiel de sou,,,0.0,ORGE_eb57a44364c6d3833fd7,ORGE_cd32dde24dd3f9db29cd
OS_ff66060efed9d1f226cae5,,,CO_ZODIAC_AUTOMOTIVE_TUNISIE,ZODIAC AUTOMOTIVE TUNISIE,shareholder_confirmed,1,confirmation,2009-11-30,exact,S.A en Zodiac Aerospace S,Zodiac Automotive Tunisie,0.8205,1.0,0.8205,unresolved,associé Zodiac S.A en Zodiac Aerospace S,EV_424b4cb2c8ce0087647f,annonces-legales/fr/2010/003:2010T00042SRLB2,annonces-legales/fr/2010/003,97,0.8,unresolved,exact,,CO_ZODIAC_AUTOMOTIVE_TUNISIE,one_end_resolved,holder,S.A en Zodiac Aerospace S,CO_ZODIAC_AEROSPACE_TUNISIE,ZODIAC AEROSPACE TUNISIE,0.8205,ORGE_a588f5ef21e3b30e5971,CO_ZODIAC_AUTOMOTIVE_TUNISIE
OS_dd81822a64b8e10699eaa7,,,CO_ZODIAC_EQUIPEMENT_TUNISIE,ZODIAC EQUIPEMENT TUNISIE,shareholder_confirmed,1,confirmation,2009-10-30,exact,S.A en Zodiac Aerospace S,Zodiac Equipements Tunisie,0.8205,0.9804,0.8205,unresolved,associé Zodiac S.A en Zodiac Aerospace S,EV_04cc9d7bd04356069fd5,annonces-legales/fr/2010/003:2010T00043SRLB2,annonces-legales/fr/2010/003,97,0.8,unresolved,discriminating_fuzzy,,CO_ZODIAC_EQUIPEMENT_TUNISIE,one_end_resolved,holder,S.A en Zodiac Aerospace S,CO_ZODIAC_AEROSPACE_TUNISIE,ZODIAC AEROSPACE TUNISIE,0.8205,ORGE_a588f5ef21e3b30e5971,CO_ZODIAC_EQUIPEMENT_TUNISIE
OS_c31b6bce8b41335134e8ba,,,ORGE_bb26234d083e88a6312d,Société : Universal Distribution,auditor,0,confirmation,2009-12-22,exact,la compagnie des comptables de Tunisie,Société : Universal Distribution,0.8571,0.9524,0.8571,unresolved,"commissaires aux comptes, membre de la compagnie des comptables de Tunisie",EV_e4cd35d4b2465fbc2d0f,annonces-legales/fr/2010/003:2010R00020SRLB2,annonces-legales/fr/2010/003,98,0.9,unresolved,generic_fuzzy,,,one_end_resolved,holder,la compagnie des comptables de Tunisie,CO_BZ_COMPAGNIE,BZ ET COMPAGNIE,0.8571,ORGE_2d808dc9ac0bab4dfc59,ORGE_bb26234d083e88a6312d
OS_65b640746db757f45caaa5,ORGE_465d1b78c83aec6799a8,la société Network Technologie participation SARL de droit Luxembourgeois,,,shares_acquired,1,opening,2009-12-09,exact,la société Network Technologie participation SARL de droit Luxembourgeois,Ngi Cell Pay,0.88,0.4762,0.4762,unresolved,cédé 450 parts sociales qu'elle détient dans le capital de la société Ngi Cell Pay à la société Network Technologie participation SARL de droit Luxembourgeois,EV_bcc2263ef4deefb1beef,annonces-legales/fr/2010/003:2010G00053SRLB2,annonces-legales/fr/2010/003,100,0.88,generic_fuzzy,unresolved,,,one_end_resolved,target,Ngi Cell Pay,CO_POWER_CELL,POWER CELL,0.4762,ORGE_465d1b78c83aec6799a8,
OS_1a074edfcc18969ae45410,ORGE_78826557ddc85a6959c8,la société Network Technologie,,,shares_ceded,1,closing,2009-12-09,exact,la société Network Technologie,Ngi Cell Pay,0.88,0.4762,0.4762,unresolved,la société Network Technologie a cédé,EV_880e2f7a50ab0ff6e116,annonces-legales/fr/2010/003:2010G00053SRLB2,annonces-legales/fr/2010/003,100,0.88,generic_fuzzy,unresolved,,,one_end_resolved,target,Ngi Cell Pay,CO_POWER_CELL,POWER CELL,0.4762,ORGE_78826557ddc85a6959c8,
OS_99da763d0431ac5e0612ec,ORGE_9083856c22ae2ba4d549,la société pour une durée de trois années 2009,,,auditor,0,confirmation,2009-10-31,exact,la société pour une durée de trois années 2009,1 - La pâtisserie industrielle et la crème glacée,1.0,0.7119,0.7119,unresolved,commissaire aux comptes de la société pour une durée de trois années 2009,EV_f7eed6c35f5a507a6605,annonces-legales/fr/2010/004:2010T00081SRLB2,annonces-legales/fr/2010/004,141,0.9,generic_fuzzy,unresolved,,,one_end_resolved,target,1 - La pâtisserie industrielle et la crème glacée,CO_INDUSTRIELLE_PATISSERIE,SOCIETE INDUSTRIELLE DE PATISSERIE,0.7119,ORGE_9083856c22ae2ba4d549,
OS_2be4ef0e8cecfbb923d590,,,CO_LINK,LINK,auditor,0,confirmation,2009-11-09,exact,la société pour les exercices 2008,SOCIETE INTER LINK TRADING COMPANY,0.5405,1.0,0.5405,unresolved,commissaire aux comptes de la société pour les exercices 2008,EV_8a9de9fa5121d8029e30,annonces-legales/fr/2010/004:2010T00095SRLB2,annonces-legales/fr/2010/004,142,0.9,unresolved,discriminating_fuzzy,,CO_LINK,one_end_resolved,holder,la société pour les exercices 2008,CO_AZIZ_POUR_COMMERCE,SOCIETE AZIZ POUR LE COMMERCE,0.5405,ORGE_81b9deee9e80eae45e69,CO_LINK
OS_7e9a28e7ab50e6ba7b3ac4,,,ORGE_58422be097437ea20c70,Oméga distribution,auditor,0,confirmation,2008-06-03,exact,la société au titre des exercices 2007,Oméga distribution,0.0,0.9143,0.0,unresolved,commissaire aux comptes de la société au titre des exercices 2007,EV_d72408acdbe6bfb6cbe0,annonces-legales/fr/2010/004:2010T00108SRLB2,annonces-legales/fr/2010/004,142,0.9,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société au titre des exercices 2007,,,0.0,ORGE_72a27ac1d880c6ea57c6,ORGE_58422be097437ea20c70
OS_9745752f3e093ce6a2a2b1,ORGE_ff853f502f0faee68597,la société GLOBO TRADE AND ASSISTANCE COMPANY GTACO ont décidé de nommer Monsieur,,,shareholder_confirmed,1,confirmation,2009-12-30,exact,la société GLOBO TRADE AND ASSISTANCE COMPANY GTACO ont décidé de nommer Monsieur,Pour un nouveau mandat de 5 ans,0.8966,0.5357,0.5357,unresolved,associés de la société GLOBO TRADE AND ASSISTANCE COMPANY GTACO ont décidé de nommer Monsieur,EV_a2067cefc59bce17e3a5,annonces-legales/fr/2010/004:2010R00044SRLB2,annonces-legales/fr/2010/004,144,0.8,generic_fuzzy,unresolved,,,one_end_resolved,target,Pour un nouveau mandat de 5 ans,CO_AL_AMAN_POUR_TRAVAUX_PUBLICS,SOCIETE AL-AMAN POUR LES TRAVAUX PUBLICS,0.5357,ORGE_ff853f502f0faee68597,ORGE_460abf59573770f7d55f
OS_9e3060e5b8ab4b3210cb37,ORGE_0542c885a4b5224d7f16,la société feu Khemaies Ben Mohamod l'assemblée générale a décidé,,,shareholder_confirmed,1,confirmation,2010-01-02,exact,la société feu Khemaies Ben Mohamod l'assemblée générale a décidé,SOCIETE SOPRIMEK,1.0,0.0,0.0,unresolved,associé et le gérant de la société feu Khemaies Ben Mohamod l'assemblée générale a décidé,EV_c59be3dea1ad1d97f092,annonces-legales/fr/2010/004:2010R00062SRLB2,annonces-legales/fr/2010/004,145,0.8,generic_fuzzy,unresolved,,,one_end_resolved,target,SOCIETE SOPRIMEK,,,0.0,ORGE_0542c885a4b5224d7f16,ORGE_d8d4fd75bb4673001a0c
OS_095e1fc4abaeb02c688107,,,CO_AGET,AGET,shares_ceded,1,closing,2009-02-02,exact,la société SIFEC qui,Société AGET,0.0,1.0,0.0,unresolved,la société SIFEC qui a vendu,EV_61ee174884cc74a7772d,annonces-legales/fr/2010/004:2010G00109SRLB2,annonces-legales/fr/2010/004,148,0.88,unresolved,exact,,CO_AGET,one_end_resolved,holder,la société SIFEC qui,,,0.0,ORGE_99f151298af7df939345,CO_AGET
OS_3a4c3a549d275c11878d1c,CO_GROUPEMENT_INTERNATIONAL_SOURCING_CONSORTUIM,GROUPEMENT INTERNATIONAL SOURCING CONSORTUIM,,,shares_ceded,1,closing,2008-09-26,exact,la société Etam International Sourcing,SARL EIST,0.898,0.0,0.0,unresolved,la société Etam International Sourcing a cédé,EV_f8d403448bc8457ed2fc,annonces-legales/fr/2010/004:2010G00112SRLB2,annonces-legales/fr/2010/004,149,0.88,discriminating_fuzzy,unresolved,CO_GROUPEMENT_INTERNATIONAL_SOURCING_CONSORTUIM,,one_end_resolved,target,SARL EIST,,,0.0,CO_GROUPEMENT_INTERNATIONAL_SOURCING_CONSORTUIM,ORGE_082e1ef272fee4d2b5e3
OS_39683a4c2c41f6497686c7,CO_GROUPEMENT_INTERNATIONAL_SOURCING_CONSORTUIM,GROUPEMENT INTERNATIONAL SOURCING CONSORTUIM,,,shares_ceded,1,closing,2008-11-17,exact,la société Etam International Sourcing,SARL EISM,0.898,0.0,0.0,unresolved,la société Etam International Sourcing a cédé,EV_ab0625f8bf290af4ec1d,annonces-legales/fr/2010/004:2010G00113SRLB2,annonces-legales/fr/2010/004,149,0.88,discriminating_fuzzy,unresolved,CO_GROUPEMENT_INTERNATIONAL_SOURCING_CONSORTUIM,,one_end_resolved,target,SARL EISM,,,0.0,CO_GROUPEMENT_INTERNATIONAL_SOURCING_CONSORTUIM,ORGE_0ca849141ac924a3a3ef
OS_58538de62d4b3a2095ec62,ORGE_389cdd7404e12363753b,SARL non résidente,,,auditor,0,confirmation,2009-12-16,exact,SARL non résidente,MEDI CLASSIC BOAT SARL non résidente,1.0,0.6154,0.6154,unresolved,commissaire aux comptes MEDI CLASSIC BOAT SARL non résidente,EV_2d33c0ab68384c5b3592,annonces-legales/fr/2010/004:2010E00006SRLB2,annonces-legales/fr/2010/004,154,0.9,generic_fuzzy,unresolved,,,one_end_resolved,target,MEDI CLASSIC BOAT SARL non résidente,CO_MEDI_CULT,MEDI CULT,0.6154,ORGE_389cdd7404e12363753b,
OS_fd43c04755e108c37c8faf,,,ORGE_de0329e53cd0cb2b5311,Société DSI Tunisie SUARL,shareholder_confirmed,1,confirmation,2010-01-04,exact,la société enregistré le 22 décembre 2009 à la recette des finances de Dar Chaaba,Société DSI Tunisie SUARL,0.7273,0.9091,0.7273,unresolved,associée unique de la société enregistré le 22 décembre 2009 à la recette des finances de Dar Chaaba,EV_a3b5dec577701326a7c8,annonces-legales/fr/2010/004:2010N00017SRUB2,annonces-legales/fr/2010/004,157,0.8,unresolved,generic_fuzzy,,,one_end_resolved,holder,la société enregistré le 22 décembre 2009 à la recette des finances de Dar Chaaba,CO_DELTA_FINANCES,DELTA FINANCES,0.7273,ORGE_bf6d5a079ed6aba6e324,ORGE_de0329e53cd0cb2b5311
