vertex.id,node_id,label,node_type
1,PERSON_MABROUK_MOHAMED_MARWEN,MOHAMED MARWEN MABROUK,PERSON
2,CO_MAGHREB_PARTICIPATION_HOLDING,MAGHREB PARTICIPATION HOLDING,ORG
3,PERSON_MABROUK_RAMZI,RAMZI MABROUK,PERSON
4,CO_POWER_CALL,POWER CALL,ORG
5,PERSON_AHRES_KARIM,KARIM AHRES,PERSON
6,CO_SATEC_TUNISIE_INTERNATIONAL,SATEC TUNISIE INTERNATIONAL,ORG
7,PERSON_CHAABANE_SARAH,SARAH CHAABANE,PERSON
8,CO_SARAH_CONFECTION_SARCO,SARAH CONFECTION SARCO,ORG
9,PERSON_EMNA_ABDENADHER,ABDENNADHER EMNA,PERSON
10,CO_GENERALE_TRAVAUX_SPECIFIQUES,GENERALE DES TRAVAUX SPECIFIQUES,ORG
11,PERSON_SELAMI_HEDI_KARIM,HEDI KARIM SELLAMI,PERSON
12,ORGMENTION_directeur général et du président,directeur général et du président,ORG
13,PERSON_ZOUARI_HAFEDH,HAFEDH ZOUARI,PERSON
14,CO_INDUSTRIES_MATERIAUX_CONSTRUCTION_BOMAR,LES INDUSTRIES DE MATERIAUX DE CONSTRUCTION BOMAR,ORG
15,PERSON_BOURICHA_ABDELHAMID,ABDELHAMID BOURICHA,PERSON
16,CO_AGRICOLE_JSK,SOCIETE AGRICOLE JSK,ORG
17,PERSON_GHARBI_MOHAMED,MOHAMED GHARBI,PERSON
18,CO_UTIQUE_PROMOTION_AGRICOLE_EL_BARAKA,UTIQUE DE PROMOTION AGRICOLE EL-BARAKA,ORG
19,PERSON_CHIKHAOUI_MOHAMED,MOHAMED CHIKHAOUI,PERSON
20,CO_LABORATOIRE,SOCIETE LE LABORATOIRE,ORG
21,PERSON_BENCHAABANE_MOURAD,MOURAD BEN-CHAABANE,PERSON
22,CO_DALY_SEAWAVE_SPEDITION,DALY SEAWAVE SPEDITION,ORG
23,PERSON_KILANI_RACHID,RACHID KILANI,PERSON
24,CO_STRATEGIE_CONSEILS,STRATEGIE CONSEILS,ORG
25,PERSON_GHANOUCHI_FARES,FARES GHANNOUCHI,PERSON
26,CO_ABATTOIR_AVICOLE_ESSOUASSI,SOCIETE ABATTOIR AVICOLE ESSOUASSI,ORG
27,PERSON_SASI_SOUHEIL,SOUHEIL SASSI,PERSON
28,CO_GREEN_STREET,GREEN STREET,ORG
29,PERSON_AMAR_MOHAMED,MOHAMED AMMAR,PERSON
30,CO_APEA,APEA,ORG
31,PERSON_SEGNERE_JEAN_PIERE,JEAN PIERRE SEGNERE,PERSON
32,CO_BIOPHYMED_MAGHREB,BIOPHYMED MAGHREB,ORG
33,PERSON_BOUFATEH_BECHIR,BECHIR BOUFATEH,PERSON
34,CO_IDEALE_CONFECTION,IDEALE CONFECTION,ORG
35,PERSON_HOUAS_MEHDI,MEHDI HOUAS,PERSON
36,CO_TALAN_TUNISIE,TALAN TUNISIE,ORG
37,PERSON_KAMOUN_SOFIEN,SOFIEN KAMMOUN,PERSON
38,CO_ZINC_TUNISIA,ZINC TUNISIA,ORG
39,PERSON_RABAH_MAHER,MAHER RABAH,PERSON
40,CO_S2I_SERVICES,SOCIETE S2I SERVICES,ORG
41,PERSON_BOUATAY_NEJIB,NEJIB BOUATAY,PERSON
42,CO_BOUATAY_CONFECTION_SOBOCO,SOCIETE BOUATAY CONFECTION SOBOCO,ORG
43,PERSON_MABROUK_AMEL,AMEL MABROUK,PERSON
44,CO_IMMOBILIERE_TUNISIENNE,SOCIETE IMMOBILIERE TUNISIENNE,ORG
45,CO_PATRIMOINE_SICAF,LE PATRIMOINE SICAF,ORG
46,PERSON_MABROUK_FARES,FARES MABROUK,PERSON
47,PERSON_DJILANI_HEDI,HEDI DJILANI,PERSON
48,CO_CRJ_CONSTRUCTION,CRJ CONSTRUCTION,ORG
49,PERSON_ESEGHAIER_ABDELKADER,ABDELKADER ESSEGHAIER,PERSON
50,PERSON_ATAOUI_HAJER,HAJER ATTAOUI,PERSON
51,CO_JOMATEX,SOCIETE JOMATEX,ORG
52,PERSON_RINALDI_CLAUDIO_BIOLCATI,CLAUDIO BIOLCATI RINALDI,PERSON
53,CO_TUNISIAN_ITALIAN_CONSULTING_GROUP,TUNISIAN ITALIAN CONSULTING GROUP,ORG
54,PERSON_CHAHMI_TAHER,TAHER CHAHMI,PERSON
55,CO_IMPRIMERIE_PAPETERIE_ETIQUETTES_CHAHMI,IMPRIMERIE PAPETERIE ET ETIQUETTES CHAHMI IPEC,ORG
56,PERSON_MHADHBI_MOHSEN,MOHSEN MHADHBI,PERSON
57,CO_FIMCO_INTERNATIONAL,FIMCO INTERNATIONAL,ORG
58,PERSON_DERBEL_FAYCEL,FAYCEL DERBEL,PERSON
59,CO_LOLITA,SOCIETE LOLITA,ORG
60,PERSON_BOUATOUR_MONGI_BENHAMOUDA,MONGI BEN-HAMMOUDA BOUATTOUR,PERSON
61,CO_FONDERIE_TECHNIQUE_FONTEC,FONDERIE TECHNIQUE FONTEC,ORG
62,PERSON_MZABI_MOHAMED_MONCEF,MOHAMED MONCEF MZABI,PERSON
63,CO_IMMOBILIERE_PROVIDENCE,SOCIETE IMMOBILIERE PROVIDENCE,ORG
64,PERSON_MABROUK_AMEL_BOCHRA,AMEL BOCHRA MABROUK,PERSON
65,CO_A_PART,SOCIETE A PART,ORG
66,PERSON_RABAOUI_MAHMOUD,MAHMOUD RABAOUI,PERSON
67,CO_CRACOCARTE_TUNISIE,CRACOCARTE TUNISIE,ORG
68,PERSON_ELOUMI_YADH,YADH ELLOUMI,PERSON
69,CO_COMPAGNIE_HOTELIERE_CENTRES_VILLES,COMPAGNIE HOTELIERE DES CENTRES VILLES,ORG
70,PERSON_BENSEDRINE_KARIM,KARIM BEN-SEDRINE,PERSON
71,CO_INTERIMA,INTERIMA,ORG
72,PERSON_BENAYED_MOHAMED,MOHAMED BEN-AYED,PERSON
73,CO_SPORTS_LOISIRS_SPOLO,SOCIETE SPORTS ET LOISIRS SPOLO,ORG
74,PERSON_ABAS_FERID,FERID ABBAS,PERSON
75,ORGMENTION_TANKOIL,TANKOIL,ORG
76,PERSON_ABAS_SADREDINE,SADREDDINE ABBAS,PERSON
77,PERSON_BENAYED_RAFIK,RAFIK BEN-AYED,PERSON
78,ORGMENTION_Energy Trading Company E T C » - SA,Energy Trading Company E T C » - SA,ORG
79,PERSON_BENAYED_ABDESALEM,ABDESSALEM BEN-AYED,PERSON
80,PERSON_JEBRI_YOUNES,YOUNES JEBRI,PERSON
81,CO_JBM_ORGANISATION,JBM ORGANISATION,ORG
82,PERSON_HAMAMI_MOUNIR,MOUNIR HAMMAMI,PERSON
83,CO_HOLY_INFORMATIQUE,HOLY INFORMATIQUE,ORG
84,PERSON_BRAHEM_LOTFI,LOTFI BRAHEM,PERSON
85,CO_BRIQUETERIE_BRAHEM_COMPAGNIE,BRIQUETERIE BRAHEM ET COMPAGNIE BBC,ORG
86,PERSON_ESAFI_NEJIB,NEJIB ESSAFI,PERSON
87,CO_INTERNATIONAL_SICAR,INTERNATIONAL SICAR,ORG
88,PERSON_LANGAR_SLAHEDINE,SLAHEDDINE LANGAR,PERSON
89,CO_DAKHLA,DAKHLA,ORG
90,PERSON_MABROUK_ALI,ALI MABROUK,PERSON
91,CO_GENERALE_D_ENTREPRISES_MATERIEL_TRAVAUX_SOMATRA_GET,"SOCIETE GENERALE D'ENTREPRISES, DE MATERIEL ET DE TRAVAUX SOMATRA GET",ORG
92,PERSON_SLAMA_ALI,ALI SLAMA,PERSON
93,CO_GENERALE_INDUSTRIELLE_ALIMENTAIRE_SLAMA,GENERALE INDUSTRIELLE ALIMENTAIRE SLAMA GIAS,ORG
94,PERSON_SLAMA_FAOUZIA_KHALFALAH,FAOUZIA KHALFALLAH SLAMA,PERSON
95,PERSON_SLAMA_GHASEN,GHASSEN SLAMA,PERSON
96,PERSON_SLAMA_CHIHEBEDINE,CHIHEBEDDINE SLAMA,PERSON
97,PERSON_BENTANFOUS_CHOKRI,CHOKRI BEN-TANFOUS,PERSON
98,CO_CAP_TAGUERMESS_CENTER,CAP TAGUERMESS CENTER,ORG
99,PERSON_BENTANFOUS_MOHAMED_NEJIB,MOHAMED NEJIB BEN-TANFOUS,PERSON
100,PERSON_BENTANFOUS_CHAWKI,CHAWKI BEN-TANFOUS,PERSON
101,PERSON_BENYOUSEF_MOHAMED_NABIL,MOHAMED NABIL BEN-YOUSSEF,PERSON
102,CO_IMPRIMERIE_LORIENT,IMPRIMERIE DE LORIENT,ORG
103,PERSON_CHAABANE_TIJANI,TIJANI CHAABANE,PERSON
104,CO_DORCAS_NUTRITION,DORCAS NUTRITION,ORG
105,PERSON_BENSEDRINE_SAMI,SAMI BEN-SEDRINE,PERSON
106,CO_BOUHAIRA_INTERNATIONNAL_TRADING,BOUHAIRA INTERNATIONNAL TRADING,ORG
