onset,terminus,vertex.id
17,Inf,224
17,Inf,225
66,Inf,226
66,Inf,227
31,Inf,228
31,Inf,229
10,Inf,230
10,Inf,231
-Inf,49,232
-Inf,253,233
-Inf,253,234
-285,Inf,235
-285,Inf,236
4,Inf,237
4,Inf,238
50,Inf,239
50,Inf,240
50,Inf,241
-Inf,Inf,242
-Inf,Inf,243
-Inf,Inf,244
-Inf,Inf,245
-26,Inf,246
-Inf,31,247
-Inf,Inf,248
56,Inf,249
56,Inf,250
-Inf,Inf,251
70,Inf,252
46,126,253
46,Inf,254
35,Inf,255
35,Inf,256
63,Inf,257
73,Inf,258
73,Inf,259
71,Inf,260
71,Inf,261
-294,Inf,262
-294,Inf,263
50,Inf,264
50,Inf,265
-Inf,Inf,266
-Inf,Inf,267
84,Inf,268
65,Inf,269
65,Inf,270
-Inf,Inf,271
-Inf,0,272
-Inf,225,273
-Inf,Inf,274
-Inf,43,275
-Inf,64,276
-Inf,64,277
55,Inf,278
60,Inf,279
60,Inf,280
83,Inf,281
83,Inf,282
-Inf,81,283
-Inf,81,284
-Inf,Inf,285
64,Inf,286
15,Inf,287
15,Inf,288
62,Inf,289
62,Inf,290
87,Inf,291
87,Inf,292
77,Inf,293
77,819,294
-1736,Inf,295
-1736,Inf,296
-5,Inf,297
-5,Inf,298
-5,520,299
-Inf,90,300
-Inf,Inf,301
91,Inf,302
91,Inf,303
23,Inf,304
23,Inf,305
50,Inf,306
50,Inf,307
76,Inf,308
72,Inf,309
72,Inf,310
-113,Inf,311
-113,Inf,312
69,Inf,313
69,Inf,314
-Inf,Inf,315
-Inf,17,316
83,Inf,317
83,Inf,318
90,Inf,319
90,Inf,320
-Inf,Inf,321
-Inf,Inf,322
119,Inf,323
119,Inf,324
119,Inf,325
119,Inf,326
105,Inf,327
105,Inf,328
-Inf,84,329
-Inf,1519,330
115,Inf,331
50,Inf,332
50,Inf,333
119,Inf,334
119,Inf,335
-Inf,Inf,336
105,Inf,337
-Inf,Inf,338
-Inf,91,339
100,Inf,340
100,Inf,341
113,Inf,342
-Inf,Inf,343
-Inf,Inf,344
125,Inf,345
125,Inf,346
-Inf,Inf,347
-161,Inf,348
-Inf,Inf,349
-Inf,Inf,350
-Inf,107,351
-Inf,107,352
112,Inf,353
112,Inf,354
111,Inf,355
111,Inf,356
105,Inf,357
126,Inf,358
126,Inf,359
-Inf,Inf,360
84,459,361
136,Inf,362
136,Inf,363
136,Inf,364
101,Inf,365
101,Inf,366
101,Inf,367
-Inf,1707,368
-Inf,1,369
118,Inf,370
118,Inf,371
91,1189,372
91,Inf,373
127,391,374
-Inf,Inf,375
122,Inf,376
122,Inf,377
-Inf,Inf,378
130,Inf,379
100,Inf,380
100,Inf,381
132,Inf,382
115,Inf,383
115,Inf,384
141,Inf,385
141,Inf,386
71,627,387
71,627,388
-Inf,Inf,389
136,Inf,390
136,Inf,391
90,Inf,392
90,Inf,393
-Inf,55,394
-Inf,Inf,395
-Inf,Inf,396
134,686,397
134,714,398
102,Inf,399
102,Inf,400
139,Inf,401
139,Inf,402
150,Inf,403
150,Inf,404
129,Inf,405
129,Inf,406
-556,Inf,407
-556,Inf,408
-556,Inf,409
-556,1136,410
-Inf,Inf,411
117,345,412
117,345,413
137,Inf,414
137,Inf,415
153,Inf,416
137,814,417
137,Inf,418
-Inf,Inf,419
-Inf,Inf,420
-Inf,Inf,421
-Inf,Inf,422
117,Inf,423
117,Inf,424
115,Inf,425
115,Inf,426
153,Inf,427
135,Inf,428
135,Inf,429
157,Inf,430
157,Inf,431
89,Inf,432
89,Inf,433
-Inf,Inf,434
-Inf,Inf,435
125,Inf,436
125,Inf,437
-Inf,-187,438
126,Inf,439
132,Inf,440
132,Inf,441
-Inf,Inf,442
147,1742,443
151,Inf,444
-Inf,Inf,445
-Inf,Inf,446
-Inf,Inf,447
-Inf,Inf,448
49,Inf,449
49,Inf,450
-Inf,Inf,451
111,Inf,452
-Inf,Inf,453
134,Inf,454
134,Inf,455
163,Inf,456
163,Inf,457
112,Inf,458
112,480,459
112,Inf,460
137,Inf,461
137,Inf,462
137,Inf,463
154,877,464
154,877,465
49,Inf,466
49,Inf,467
144,Inf,468
144,Inf,469
-Inf,Inf,470
-Inf,Inf,471
-Inf,791,472
-Inf,Inf,473
169,799,474
169,799,475
-Inf,Inf,476
170,Inf,477
98,Inf,478
98,Inf,479
174,Inf,480
174,Inf,481
-Inf,Inf,482
-Inf,Inf,483
-Inf,Inf,484
-Inf,Inf,485
105,Inf,486
105,Inf,487
-Inf,Inf,488
150,Inf,489
129,Inf,490
129,Inf,491
129,Inf,492
-Inf,Inf,493
-Inf,Inf,494
-Inf,Inf,495
-Inf,Inf,496
-Inf,Inf,497
-Inf,Inf,498
-Inf,Inf,499
-Inf,Inf,500
-Inf,Inf,501
181,Inf,502
181,Inf,503
175,1603,504
-Inf,1603,505
133,Inf,506
133,Inf,507
160,Inf,508
160,Inf,509
-Inf,Inf,510
154,Inf,511
154,Inf,512
52,Inf,513
52,Inf,514
177,Inf,515
177,Inf,516
168,Inf,517
168,Inf,518
-Inf,Inf,519
-Inf,Inf,520
-Inf,186,521
186,Inf,522
130,Inf,523
130,Inf,524
172,Inf,525
172,Inf,526
154,Inf,527
154,Inf,528
-Inf,Inf,529
-Inf,Inf,530
-Inf,Inf,531
-17,Inf,532
-17,Inf,533
183,Inf,534
183,Inf,535
202,Inf,536
202,Inf,537
213,Inf,538
213,Inf,539
-Inf,1033,540
-Inf,-187,541
-Inf,-187,542
-Inf,Inf,543
-Inf,Inf,544
-133,Inf,545
195,Inf,546
195,Inf,547
210,Inf,548
210,Inf,549
188,Inf,550
223,Inf,551
209,Inf,552
209,Inf,553
-Inf,Inf,554
210,Inf,555
184,Inf,556
184,Inf,557
-Inf,Inf,558
-Inf,Inf,559
171,Inf,560
171,Inf,561
171,Inf,562
-Inf,Inf,563
-Inf,Inf,564
205,Inf,565
205,Inf,566
158,Inf,567
227,Inf,568
227,Inf,569
195,Inf,570
195,Inf,571
210,Inf,572
-Inf,Inf,573
-Inf,Inf,574
219,Inf,575
219,Inf,576
-Inf,Inf,577
224,Inf,578
224,Inf,579
-Inf,Inf,580
-Inf,1266,581
137,Inf,582
-Inf,Inf,583
-364,Inf,584
-364,Inf,585
-Inf,Inf,586
-Inf,Inf,587
-Inf,Inf,588
62,Inf,589
237,Inf,590
237,Inf,591
148,Inf,592
148,Inf,593
213,Inf,594
213,Inf,595
-Inf,Inf,596
-Inf,Inf,597
191,Inf,598
-Inf,Inf,599
217,Inf,600
-Inf,Inf,601
-Inf,Inf,602
-Inf,Inf,603
220,Inf,604
220,Inf,605
245,Inf,606
245,Inf,607
-Inf,Inf,608
-Inf,Inf,609
-Inf,Inf,610
-Inf,148,611
-Inf,148,612
-Inf,Inf,613
-Inf,Inf,614
-Inf,Inf,615
201,Inf,616
201,Inf,617
-Inf,Inf,618
191,Inf,619
191,Inf,620
-412,Inf,621
224,Inf,622
-412,Inf,623
249,Inf,624
249,Inf,625
175,Inf,626
175,Inf,627
175,Inf,628
175,Inf,629
147,Inf,630
147,Inf,631
-Inf,242,632
-Inf,242,633
184,Inf,634
-Inf,Inf,635
247,Inf,636
247,Inf,637
-Inf,Inf,638
163,Inf,639
223,Inf,640
223,Inf,641
223,1371,642
234,Inf,643
166,Inf,644
166,Inf,645
210,Inf,646
210,Inf,647
-Inf,253,648
-Inf,253,649
238,Inf,650
238,Inf,651
230,Inf,652
230,Inf,653
-Inf,1360,654
-Inf,Inf,655
247,Inf,656
247,Inf,657
175,1068,658
175,1068,659
175,1068,660
107,Inf,661
163,Inf,662
-2031,Inf,663
-2031,Inf,664
-2031,Inf,665
-Inf,Inf,666
-195,Inf,667
130,Inf,668
130,Inf,669
-Inf,Inf,670
-Inf,Inf,671
261,Inf,672
261,Inf,673
242,Inf,674
242,Inf,675
244,Inf,676
244,Inf,677
244,Inf,678
-Inf,Inf,679
-Inf,Inf,680
-Inf,Inf,681
258,Inf,682
-Inf,Inf,683
179,Inf,684
179,Inf,685
-Inf,Inf,686
252,Inf,687
252,Inf,688
251,Inf,689
251,Inf,690
261,Inf,691
261,Inf,692
268,Inf,693
268,Inf,694
-Inf,Inf,695
-Inf,Inf,696
212,Inf,697
212,Inf,698
233,Inf,699
233,Inf,700
233,Inf,701
181,Inf,702
270,Inf,703
270,940,704
-Inf,Inf,705
-Inf,Inf,706
252,Inf,707
252,Inf,708
-Inf,Inf,709
261,Inf,710
162,Inf,711
162,Inf,712
-Inf,Inf,713
-Inf,Inf,714
-151,Inf,715
280,Inf,716
280,Inf,717
265,Inf,718
265,Inf,719
244,Inf,720
244,Inf,721
-Inf,Inf,722
276,1752,723
258,Inf,724
258,Inf,725
260,Inf,726
-Inf,277,727
-Inf,277,728
295,Inf,729
295,Inf,730
279,Inf,731
279,Inf,732
287,Inf,733
287,Inf,734
-Inf,Inf,735
-Inf,Inf,736
-Inf,Inf,737
-Inf,167,738
-Inf,Inf,739
-Inf,Inf,740
258,Inf,741
-Inf,Inf,742
191,Inf,743
191,Inf,744
-Inf,254,745
-Inf,Inf,746
-Inf,254,747
289,556,748
295,Inf,749
295,Inf,750
-264,Inf,751
-264,Inf,752
-Inf,Inf,753
91,Inf,754
91,Inf,755
51,483,756
51,Inf,757
184,Inf,758
184,Inf,759
301,Inf,760
301,Inf,761
-Inf,Inf,762
-Inf,Inf,763
-Inf,Inf,764
291,Inf,765
291,Inf,766
-Inf,Inf,767
-Inf,Inf,768
-Inf,76,769
-Inf,Inf,770
305,Inf,771
305,Inf,772
-Inf,Inf,773
-Inf,Inf,774
-Inf,Inf,775
291,Inf,776
291,Inf,777
-Inf,Inf,778
-Inf,Inf,779
240,Inf,780
240,Inf,781
303,Inf,782
303,Inf,783
309,Inf,784
309,Inf,785
-3002,Inf,786
289,Inf,787
108,Inf,788
90,Inf,789
90,Inf,790
319,745,791
319,745,792
317,Inf,793
317,Inf,794
-Inf,273,795
-Inf,Inf,796
293,314,797
-Inf,Inf,798
-Inf,305,799
-Inf,305,800
317,Inf,801
317,Inf,802
272,Inf,803
272,Inf,804
-Inf,333,805
-Inf,Inf,806
-Inf,333,807
-Inf,Inf,808
-Inf,309,809
-Inf,309,810
315,Inf,811
315,Inf,812
-Inf,Inf,813
-Inf,Inf,814
287,Inf,815
287,Inf,816
-Inf,329,817
-Inf,Inf,818
-Inf,329,819
294,1617,820
294,1617,821
309,Inf,822
287,Inf,823
287,Inf,824
-Inf,Inf,825
100,Inf,826
100,Inf,827
317,Inf,828
317,476,829
329,Inf,830
329,Inf,831
202,Inf,832
202,Inf,833
-Inf,Inf,834
329,Inf,835
328,Inf,836
328,Inf,837
-Inf,Inf,838
-Inf,Inf,839
345,Inf,840
345,Inf,841
344,Inf,842
344,Inf,843
305,Inf,844
305,Inf,845
323,Inf,846
297,Inf,847
297,Inf,848
322,Inf,849
359,Inf,850
359,Inf,851
349,Inf,852
349,Inf,853
337,Inf,854
-Inf,Inf,855
-Inf,Inf,856
-Inf,Inf,857
-Inf,330,858
-Inf,330,859
-31,Inf,860
-31,Inf,861
330,Inf,862
330,Inf,863
-Inf,Inf,864
-Inf,Inf,865
357,Inf,866
357,Inf,867
351,Inf,868
351,Inf,869
-Inf,Inf,870
-Inf,Inf,871
-Inf,Inf,872
227,Inf,873
-Inf,Inf,874
-Inf,Inf,875
-Inf,Inf,876
-Inf,Inf,877
-Inf,Inf,878
-Inf,Inf,879
339,Inf,880
246,Inf,881
351,Inf,882
351,Inf,883
-Inf,Inf,884
382,Inf,885
382,Inf,886
367,Inf,887
367,Inf,888
367,Inf,889
360,Inf,890
360,Inf,891
-Inf,Inf,892
-Inf,168,893
378,Inf,894
378,Inf,895
-Inf,Inf,896
-Inf,Inf,897
-Inf,Inf,898
371,Inf,899
372,Inf,900
372,Inf,901
340,Inf,902
-Inf,Inf,903
-Inf,Inf,904
359,Inf,905
359,Inf,906
359,Inf,907
359,Inf,908
380,Inf,909
380,Inf,910
379,Inf,911
379,Inf,912
387,Inf,913
399,Inf,914
399,Inf,915
309,Inf,916
391,Inf,917
395,Inf,918
395,Inf,919
395,Inf,920
-Inf,Inf,921
322,Inf,922
322,Inf,923
331,Inf,924
331,Inf,925
367,Inf,926
367,Inf,927
403,Inf,928
403,Inf,929
332,Inf,930
-Inf,352,931
-Inf,Inf,932
393,Inf,933
367,Inf,934
367,Inf,935
365,Inf,936
365,Inf,937
-Inf,Inf,938
395,Inf,939
395,Inf,940
400,Inf,941
400,Inf,942
384,Inf,943
384,Inf,944
-Inf,1269,945
399,Inf,946
399,Inf,947
399,730,948
-Inf,Inf,949
-Inf,Inf,950
-Inf,Inf,951
375,Inf,952
401,Inf,953
401,Inf,954
406,Inf,955
406,Inf,956
359,Inf,957
359,Inf,958
-Inf,Inf,959
365,Inf,960
365,Inf,961
365,Inf,962
416,Inf,963
416,Inf,964
-Inf,164,965
-Inf,Inf,966
413,Inf,967
-Inf,414,968
-Inf,414,969
-Inf,414,970
-Inf,Inf,971
359,Inf,972
-Inf,Inf,973
415,Inf,974
415,Inf,975
415,Inf,976
415,Inf,977
420,Inf,978
420,Inf,979
367,Inf,980
367,Inf,981
420,Inf,982
401,Inf,983
401,Inf,984
324,Inf,985
324,Inf,986
399,Inf,987
399,Inf,988
408,Inf,989
408,Inf,990
403,Inf,991
-Inf,Inf,992
403,Inf,993
-Inf,424,994
-Inf,1722,995
405,Inf,996
295,Inf,997
295,Inf,998
436,Inf,999
436,Inf,1000
400,585,1001
400,585,1002
422,Inf,1003
422,Inf,1004
426,Inf,1005
426,Inf,1006
426,Inf,1007
-Inf,Inf,1008
-561,Inf,1009
427,Inf,1010
-Inf,407,1011
423,Inf,1012
423,Inf,1013
398,Inf,1014
398,Inf,1015
437,Inf,1016
437,Inf,1017
-Inf,406,1018
-Inf,406,1019
447,Inf,1020
447,Inf,1021
436,Inf,1022
436,Inf,1023
434,Inf,1024
434,Inf,1025
370,Inf,1026
370,Inf,1027
381,Inf,1028
380,Inf,1029
441,Inf,1030
443,Inf,1031
443,Inf,1032
416,Inf,1033
416,Inf,1034
443,751,1035
443,751,1036
349,Inf,1037
349,871,1038
380,Inf,1039
451,654,1040
451,654,1041
443,792,1042
443,792,1043
-Inf,Inf,1044
-Inf,Inf,1045
418,Inf,1046
418,Inf,1047
440,Inf,1048
440,Inf,1049
440,Inf,1050
440,Inf,1051
434,Inf,1052
434,Inf,1053
441,Inf,1054
-Inf,Inf,1055
-Inf,429,1056
456,Inf,1057
456,Inf,1058
404,Inf,1059
404,Inf,1060
465,Inf,1061
465,Inf,1062
459,Inf,1063
459,Inf,1064
455,Inf,1065
427,Inf,1066
427,Inf,1067
476,Inf,1068
476,Inf,1069
267,Inf,1070
267,Inf,1071
267,Inf,1072
-Inf,357,1073
441,Inf,1074
478,Inf,1075
456,Inf,1076
456,1080,1077
388,Inf,1078
388,Inf,1079
469,Inf,1080
469,Inf,1081
473,1805,1082
473,1805,1083
483,Inf,1084
483,Inf,1085
-Inf,462,1086
-Inf,462,1087
478,Inf,1088
-Inf,Inf,1089
-Inf,Inf,1090
265,Inf,1091
265,Inf,1092
469,Inf,1093
469,Inf,1094
442,Inf,1095
475,Inf,1096
475,Inf,1097
-Inf,Inf,1098
-Inf,465,1099
477,Inf,1100
477,Inf,1101
-Inf,435,1102
429,Inf,1103
470,Inf,1104
492,Inf,1105
492,Inf,1106
367,Inf,1107
367,Inf,1108
410,Inf,1109
410,Inf,1110
496,Inf,1111
478,Inf,1112
478,1611,1113
504,Inf,1114
482,Inf,1115
469,Inf,1116
469,Inf,1117
469,Inf,1118
448,968,1119
478,Inf,1120
478,Inf,1121
475,Inf,1122
475,Inf,1123
489,Inf,1124
489,Inf,1125
477,Inf,1126
477,Inf,1127
-Inf,Inf,1128
-Inf,Inf,1129
-1758,Inf,1130
-Inf,Inf,1131
-Inf,Inf,1132
453,Inf,1133
453,Inf,1134
431,Inf,1135
500,Inf,1136
500,Inf,1137
505,Inf,1138
505,Inf,1139
429,Inf,1140
414,Inf,1141
414,Inf,1142
505,Inf,1143
-Inf,Inf,1144
510,Inf,1145
510,Inf,1146
505,Inf,1147
505,Inf,1148
510,Inf,1149
510,Inf,1150
492,1183,1151
-Inf,Inf,1152
-Inf,Inf,1153
505,Inf,1154
499,Inf,1155
499,Inf,1156
499,Inf,1157
507,891,1158
-Inf,Inf,1159
483,Inf,1160
-Inf,Inf,1161
491,Inf,1162
491,Inf,1163
479,Inf,1164
520,678,1165
482,Inf,1166
482,Inf,1167
-Inf,490,1168
-Inf,490,1169
-Inf,501,1170
-Inf,501,1171
-Inf,1304,1172
517,Inf,1173
517,Inf,1174
505,Inf,1175
-Inf,97,1176
-Inf,97,1177
-Inf,Inf,1178
490,Inf,1179
490,Inf,1180
519,Inf,1181
519,Inf,1182
522,Inf,1183
522,Inf,1184
-Inf,Inf,1185
-Inf,Inf,1186
517,Inf,1187
517,Inf,1188
517,Inf,1189
517,Inf,1190
517,Inf,1191
517,Inf,1192
-Inf,Inf,1193
525,Inf,1194
526,Inf,1195
526,Inf,1196
459,Inf,1197
459,Inf,1198
366,Inf,1199
366,Inf,1200
527,Inf,1201
527,Inf,1202
524,Inf,1203
524,Inf,1204
475,Inf,1205
475,Inf,1206
510,Inf,1207
510,Inf,1208
-Inf,Inf,1209
526,Inf,1210
269,Inf,1211
269,Inf,1212
-Inf,450,1213
-Inf,450,1214
400,Inf,1215
400,Inf,1216
533,Inf,1217
533,Inf,1218
524,Inf,1219
524,Inf,1220
503,Inf,1221
503,Inf,1222
531,Inf,1223
531,Inf,1224
-Inf,Inf,1225
520,Inf,1226
-Inf,Inf,1227
-Inf,520,1228
-1665,Inf,1229
-Inf,485,1230
-Inf,485,1231
-473,Inf,1232
-473,Inf,1233
531,Inf,1234
531,Inf,1235
-Inf,Inf,1236
517,Inf,1237
517,Inf,1238
533,Inf,1239
533,Inf,1240
526,Inf,1241
526,Inf,1242
-Inf,Inf,1243
534,Inf,1244
541,Inf,1245
541,Inf,1246
521,Inf,1247
521,Inf,1248
-Inf,Inf,1249
-Inf,Inf,1250
-Inf,Inf,1251
-Inf,821,1252
-Inf,821,1253
-Inf,Inf,1254
-Inf,Inf,1255
521,1038,1256
521,1038,1257
-6252,Inf,1258
545,Inf,1259
545,Inf,1260
66,Inf,1261
66,Inf,1262
542,Inf,1263
542,Inf,1264
527,Inf,1265
527,Inf,1266
545,Inf,1267
545,Inf,1268
417,Inf,1269
417,Inf,1270
446,Inf,1271
417,Inf,1272
417,Inf,1273
419,Inf,1274
419,Inf,1275
532,Inf,1276
506,Inf,1277
506,Inf,1278
554,Inf,1279
554,Inf,1280
-Inf,Inf,1281
-Inf,Inf,1282
-Inf,Inf,1283
538,Inf,1284
538,Inf,1285
437,Inf,1286
512,Inf,1287
512,Inf,1288
-Inf,963,1289
549,Inf,1290
547,Inf,1291
547,Inf,1292
379,Inf,1293
379,Inf,1294
-Inf,547,1295
549,Inf,1296
549,Inf,1297
555,Inf,1298
555,Inf,1299
489,Inf,1300
541,Inf,1301
563,Inf,1302
532,Inf,1303
532,Inf,1304
545,Inf,1305
540,Inf,1306
540,Inf,1307
454,Inf,1308
454,Inf,1309
-Inf,Inf,1310
521,Inf,1311
573,735,1312
546,Inf,1313
546,Inf,1314
569,Inf,1315
569,Inf,1316
567,Inf,1317
567,Inf,1318
-Inf,575,1319
-Inf,575,1320
-Inf,575,1321
566,Inf,1322
566,Inf,1323
-Inf,Inf,1324
6,Inf,1325
6,Inf,1326
566,Inf,1327
566,Inf,1328
507,Inf,1329
590,Inf,1330
590,Inf,1331
107,Inf,1332
589,Inf,1333
589,Inf,1334
-Inf,Inf,1335
549,Inf,1336
549,Inf,1337
549,Inf,1338
364,Inf,1339
559,Inf,1340
559,Inf,1341
-Inf,Inf,1342
557,Inf,1343
-Inf,Inf,1344
510,Inf,1345
-Inf,Inf,1346
487,Inf,1347
553,Inf,1348
553,Inf,1349
597,Inf,1350
597,Inf,1351
-Inf,456,1352
-Inf,456,1353
587,Inf,1354
587,Inf,1355
556,Inf,1356
562,Inf,1357
513,Inf,1358
597,Inf,1359
597,Inf,1360
434,434,1361
434,434,1362
-Inf,570,1363
-Inf,570,1364
594,Inf,1365
594,Inf,1366
447,1128,1367
-Inf,Inf,1368
447,724,1369
603,Inf,1370
603,Inf,1371
584,Inf,1372
580,Inf,1373
580,Inf,1374
-2085,Inf,1375
-2085,Inf,1376
537,Inf,1377
-Inf,Inf,1378
600,Inf,1379
570,Inf,1380
570,Inf,1381
605,Inf,1382
605,Inf,1383
605,Inf,1384
605,Inf,1385
580,Inf,1386
580,Inf,1387
515,Inf,1388
515,Inf,1389
546,Inf,1390
546,Inf,1391
-Inf,1511,1392
610,Inf,1393
545,Inf,1394
545,Inf,1395
605,Inf,1396
618,Inf,1397
568,Inf,1398
568,Inf,1399
-Inf,Inf,1400
-Inf,Inf,1401
-Inf,Inf,1402
610,Inf,1403
475,Inf,1404
609,Inf,1405
609,Inf,1406
597,Inf,1407
597,Inf,1408
616,Inf,1409
616,Inf,1410
617,Inf,1411
617,Inf,1412
602,1018,1413
602,Inf,1414
623,Inf,1415
623,Inf,1416
604,Inf,1417
624,Inf,1418
-Inf,Inf,1419
-Inf,Inf,1420
546,Inf,1421
537,Inf,1422
537,Inf,1423
537,Inf,1424
610,Inf,1425
610,Inf,1426
610,Inf,1427
606,Inf,1428
606,Inf,1429
623,Inf,1430
623,Inf,1431
442,Inf,1432
582,Inf,1433
582,582,1434
-Inf,Inf,1435
-Inf,606,1436
-Inf,606,1437
567,Inf,1438
567,Inf,1439
610,Inf,1440
610,Inf,1441
442,442,1442
442,442,1443
631,Inf,1444
631,Inf,1445
-Inf,Inf,1446
-Inf,Inf,1447
637,Inf,1448
364,Inf,1449
636,Inf,1450
636,Inf,1451
-Inf,588,1452
-Inf,588,1453
-Inf,Inf,1454
-Inf,Inf,1455
562,Inf,1456
562,Inf,1457
592,Inf,1458
601,Inf,1459
603,Inf,1460
644,Inf,1461
482,Inf,1462
482,Inf,1463
515,Inf,1464
515,Inf,1465
628,Inf,1466
628,Inf,1467
640,Inf,1468
640,Inf,1469
632,Inf,1470
646,Inf,1471
646,Inf,1472
-Inf,Inf,1473
538,Inf,1474
-Inf,Inf,1475
605,Inf,1476
605,Inf,1477
605,Inf,1478
638,Inf,1479
638,Inf,1480
646,Inf,1481
646,Inf,1482
636,Inf,1483
624,Inf,1484
624,Inf,1485
638,Inf,1486
638,Inf,1487
639,Inf,1488
587,Inf,1489
587,Inf,1490
-Inf,Inf,1491
599,Inf,1492
604,Inf,1493
604,Inf,1494
659,Inf,1495
641,Inf,1496
641,Inf,1497
-Inf,395,1498
-Inf,395,1499
653,Inf,1500
657,Inf,1501
524,Inf,1502
524,Inf,1503
409,Inf,1504
409,Inf,1505
-Inf,Inf,1506
-Inf,Inf,1507
639,Inf,1508
639,Inf,1509
646,Inf,1510
667,Inf,1511
647,Inf,1512
647,Inf,1513
650,Inf,1514
650,Inf,1515
605,Inf,1516
-Inf,252,1517
-Inf,252,1518
559,Inf,1519
559,Inf,1520
615,615,1521
615,615,1522
615,615,1523
623,Inf,1524
623,Inf,1525
623,Inf,1526
623,Inf,1527
-Inf,Inf,1528
-Inf,Inf,1529
605,Inf,1530
-Inf,655,1531
671,Inf,1532
664,Inf,1533
664,Inf,1534
658,Inf,1535
658,Inf,1536
657,Inf,1537
659,Inf,1538
657,Inf,1539
654,Inf,1540
654,Inf,1541
668,Inf,1542
-Inf,Inf,1543
-Inf,Inf,1544
-Inf,Inf,1545
-Inf,Inf,1546
639,Inf,1547
639,Inf,1548
