onset,terminus,tail,head,spell_id,role,layer,link_status
843,Inf,3127,1107,SP_d3ed239e2fa56e9d3727,administrateur,corporate,ambiguous
976,Inf,3128,3129,SP_59bc5a9bf7b880b57c66,gerant,corporate,resolved
962,Inf,3130,3131,SP_cc068a14ed86bee00f26,gerant,corporate,resolved
988,Inf,3132,3133,SP_c691c73d03eeb5bf7aa6,gerant,corporate,resolved
-Inf,Inf,485,3134,SP_43a37bcb5a82211b27ed,administrateur,corporate,ambiguous
-Inf,Inf,3135,3134,SP_cb5b9be991695f51710a,administrateur,corporate,ambiguous
-Inf,Inf,3136,3134,SP_4d404807546cb3cb6a54,administrateur,corporate,resolved
-Inf,Inf,256,3134,SP_169043f9fcd635046401,administrateur,corporate,resolved
-Inf,Inf,1873,3134,SP_3a62356e1d913374f4de,administrateur,corporate,ambiguous
968,1100,3113,609,SP_71693af9c5c8503f088e,gerant,corporate,ambiguous
974,Inf,3137,3138,SP_f3a8cb8936339b7c3a8b,dg,corporate,resolved
1003,Inf,3139,3140,SP_677aa29cc407d8c9588a,gerant,corporate,resolved
1003,Inf,1685,3140,SP_a57455fc1ea3c71bac7f,unspecified,corporate,resolved
1004,Inf,2131,3141,SP_0c32cd16e04d9c0e2521,gerant,corporate,resolved
996,Inf,3142,3143,SP_5b07d28dea832d9ecdaa,gerant,corporate,resolved
937,Inf,2039,3144,SP_2a9e3c2415dec5f241cc,gerant,corporate,resolved
573,Inf,3145,3146,SP_63354f185e4e891e04b9,gerant,corporate,resolved
1009,Inf,3147,3148,SP_9c39839f37112d9f900e,gerant,corporate,resolved
835,Inf,3149,3150,SP_4fe5c23e96373bddf6de,president_ca,corporate,resolved
440,Inf,3151,3152,SP_979b528031ff2f780fe6,pdg,corporate,resolved
440,877,3151,3153,SP_d818c37425f55dbdba67,pdg,corporate,ambiguous
-Inf,932,3154,3155,SP_b3df3d23dcf1be26cd1b,gerant,corporate,ambiguous
994,Inf,1160,3156,SP_c82fc0af641e1ae72a63,gerant,corporate,resolved
1010,Inf,3157,3158,SP_4fbf57e41beb9ec3a653,gerant,corporate,resolved
-Inf,Inf,3159,3160,SP_08fdf1475fc1a7a2cde2,administrateur,corporate,ambiguous
-Inf,Inf,3161,3160,SP_cdbae9d9294e81ca5e31,administrateur,corporate,ambiguous
-Inf,Inf,3162,3160,SP_6a32b6d5b7c70b92e758,administrateur,corporate,ambiguous
989,Inf,3163,3164,SP_fd5364a9f59e4cb3172a,gerant,corporate,resolved
1016,Inf,3165,3166,SP_05f5b4ebe7f3b7e5a623,gerant,corporate,resolved
1009,Inf,3167,3168,SP_91167866ab5250148d43,gerant,corporate,resolved
1014,Inf,3169,3170,SP_5c5e5c4b033624170464,gerant,corporate,resolved
1016,Inf,3171,3172,SP_f62ddd1271a4e9e32fb6,gerant,corporate,resolved
1003,Inf,3173,3174,SP_d35467d485384e9b29f0,gerant,corporate,resolved
884,Inf,3175,3176,SP_7172d21995dd8e60e282,gerant,corporate,resolved
989,Inf,2538,3177,SP_7f3f197c53fa80a7f78b,gerant,corporate,resolved
1007,Inf,3178,3179,SP_6284a7d8012dd52554dc,gerant,corporate,resolved
948,Inf,563,3180,SP_eb34769a2de548cf1f8c,gerant,corporate,resolved
1019,Inf,3181,1686,SP_0387c3d2b4f0c05650b4,gerant,corporate,resolved
1019,Inf,1685,1686,SP_c59a311bdbe832af1c11,unspecified,corporate,resolved
860,Inf,3182,3183,SP_2b4ef3e65ac357452ea2,gerant,corporate,resolved
1014,1512,3184,3185,SP_f39c85f77efe3150d4dd,gerant,corporate,resolved
1016,Inf,1172,3186,SP_226a15a008cc3595a2ac,gerant,corporate,resolved
994,Inf,3187,3188,SP_b1ae7f0385b1f49e48d6,gerant,corporate,resolved
912,Inf,3189,3190,SP_95d99c7a1483c94037bf,gerant,corporate,resolved
869,Inf,3191,3192,SP_fbc672767d3576733484,administrateur,corporate,resolved
869,Inf,3193,3192,SP_5e365c71245623d68294,administrateur,corporate,resolved
869,Inf,3194,3192,SP_81c66b4a1fb1ba8173d7,administrateur,corporate,resolved
869,Inf,3195,3192,SP_e3cfbc5a6d03f117abb7,administrateur,corporate,resolved
869,Inf,3191,3192,SP_f59709fd1ae3792c9754,pdg,corporate,resolved
-Inf,Inf,629,630,SP_930530f9ee63c7cfe154,administrateur,corporate,resolved
-Inf,Inf,11,630,SP_5257251204eda923fa41,administrateur,corporate,resolved
1008,Inf,1051,1052,SP_bbfdbfb7d01f42734ae7,pdg,corporate,resolved
1007,1590,92,3196,SP_75907772da621cfafccf,administrateur,corporate,resolved
1007,1590,95,3196,SP_b57299b7c8944f6c79ec,administrateur,corporate,resolved
1007,1590,94,3196,SP_c7c4ef402c0960b4bee8,administrateur,corporate,resolved
1007,1590,96,3196,SP_2d6944c61b729bfbe21c,administrateur,corporate,resolved
1007,1590,1637,3196,SP_75ff7ee8acbc3670700b,administrateur,corporate,resolved
1007,1590,94,3196,SP_4a3b1ecffb9a18c5c621,president_ca,corporate,resolved
1007,1590,96,3196,SP_a677bcb295eb223ed6b9,dg,corporate,resolved
1026,Inf,3197,3198,SP_b3158b779c179e3ddfd0,gerant,corporate,resolved
1016,Inf,3199,3200,SP_34899d5ea0e32eadc192,gerant,corporate,ambiguous
-1705,Inf,3201,3202,SP_8693225a4d11337fd43a,pdg,corporate,resolved
-Inf,965,695,3203,SP_6e909a34cee5b1900b62,cogerant,corporate,resolved
1000,Inf,3204,3205,SP_6870bb83005f67e51c5a,gerant,corporate,resolved
1004,Inf,3206,3207,SP_77b4bc2f034b3e4a73c8,gerant,corporate,resolved
-Inf,1010,3208,3209,SP_fbfd936bf6860fc0598b,gerant,corporate,ambiguous
1029,Inf,3210,3211,SP_65bff15690ba65a54f40,gerant,corporate,resolved
954,Inf,3212,3213,SP_888d16a2fd96d021a5c6,gerant,corporate,resolved
-Inf,Inf,11,3214,SP_b2bc53efa1ee28c2bfe9,commissaire_aux_comptes,corporate,resolved
-Inf,Inf,1212,3214,SP_3d87d73ed42af249dc2f,commissaire_aux_comptes,corporate,resolved
-Inf,Inf,3215,3214,SP_8f51880754b188d5579c,commissaire_aux_comptes,corporate,resolved
-Inf,Inf,116,3216,SP_e7a2f3fad18b8f73e394,administrateur,corporate,resolved
-Inf,Inf,3217,3216,SP_9e64cdd9022ab3edb214,administrateur,corporate,resolved
-Inf,Inf,2622,3216,SP_02aaab88cbd214cf40c6,administrateur,corporate,resolved
-Inf,Inf,3218,3216,SP_c3986e64bdcfceb19bff,administrateur,corporate,ambiguous
-Inf,Inf,3219,3216,SP_78db488576863f0fd5b6,administrateur,corporate,resolved
-Inf,Inf,3220,3216,SP_f4c213068d9d029d1608,administrateur,corporate,resolved
-Inf,Inf,415,3216,SP_3612f30f7917f6eb522f,administrateur,corporate,resolved
-Inf,Inf,3221,3216,SP_0877de20044535f0d05b,administrateur,corporate,resolved
966,Inf,1136,3222,SP_f36f2b8926a99339f33d,gerant,corporate,ambiguous
990,Inf,3223,3224,SP_bbbc3189a804bafdb188,gerant,corporate,resolved
1030,Inf,315,3225,SP_c9c1bf82947929b79788,gerant,corporate,resolved
1033,Inf,3226,3227,SP_0611e4d897e398104dbc,dga,corporate,ambiguous
907,Inf,394,2665,SP_d39b9d14de64ac8163eb,pdg,corporate,ambiguous
907,Inf,832,2665,SP_2ae2f6aa7c88097afed3,dga,corporate,ambiguous
907,Inf,634,2665,SP_9206c0cdc0cc660de0f3,dga,corporate,ambiguous
-Inf,952,676,3228,SP_e9dd235bb0420721c308,gerant,corporate,resolved
1028,Inf,3229,3230,SP_86189392475208c58614,gerant,corporate,resolved
1030,Inf,3231,3232,SP_0cd15819c02c5bfc1395,gerant,corporate,resolved
1029,Inf,3233,3234,SP_626c3f0f3697cde46bba,gerant,corporate,resolved
954,1076,3235,176,SP_086a2d8861f148cdf80b,gerant,corporate,ambiguous
1018,1073,3236,1966,SP_ce298fcf2777eb21b9e9,gerant,corporate,resolved
-Inf,Inf,1212,457,SP_b3cb7aa9ac01ac63afb1,administrateur,corporate,resolved
-Inf,Inf,2942,457,SP_adf69956185fa69c1547,administrateur,corporate,resolved
-Inf,1196,1212,3237,SP_02c26ffa7fe2d23dd15d,administrateur,corporate,resolved
-Inf,1196,2481,3237,SP_bb1f0b863ca2d779510d,administrateur,corporate,resolved
1030,Inf,3238,492,SP_b3e25192e5a7a1cd5fe3,gerant,corporate,ambiguous
1032,Inf,3239,3240,SP_520ddd995482142f3d63,gerant,corporate,resolved
951,Inf,3241,3242,SP_3b745a1aca5523e96053,gerant,corporate,resolved
-Inf,855,1797,3243,SP_7b9050645f939a04c821,gerant,corporate,ambiguous
855,Inf,1799,3243,SP_c6e9af640d1dc552d0a0,gerant,corporate,resolved
855,Inf,1800,3243,SP_68faaf075a0f7f02f38a,cogerant,corporate,resolved
1043,Inf,3244,3245,SP_50f7785fea95ab280967,cogerant,corporate,resolved
1038,Inf,339,3246,SP_bea4974156712d71d670,gerant,corporate,resolved
-Inf,Inf,693,3247,SP_81a72072712e6d43b9e7,pdg,corporate,ambiguous
-Inf,Inf,58,3247,SP_b07fbaed02fd488130e4,commissaire_aux_comptes,corporate,resolved
1007,Inf,3248,3249,SP_6e0692c460e2b6796dcf,gerant,corporate,resolved
1042,Inf,3250,3251,SP_e69f7da03ce75b3ee9be,gerant,corporate,resolved
1042,Inf,3252,3253,SP_b569dc526a3bd9748574,gerant,corporate,resolved
998,Inf,3254,3255,SP_fabf7de36043026a204f,gerant,corporate,resolved
998,Inf,3256,3255,SP_66ca2f5912164b8631fc,cogerant,corporate,resolved
-Inf,Inf,1318,3257,SP_a0bc3cf4bc03f96680fe,gerant,corporate,resolved
-Inf,1003,125,354,SP_a9e5eb965168465edcb0,gerant,corporate,ambiguous
-Inf,1022,3258,3259,SP_a101bb0a92ff4eeeaec0,administrateur,corporate,ambiguous
907,Inf,3260,3261,SP_ac774493caa149a862b4,pdg,corporate,resolved
-Inf,Inf,804,3262,SP_3ea9d40d3b75d75501fc,administrateur,corporate,ambiguous
1021,1459,519,516,SP_662161e823cd42c194cc,dg,corporate,resolved
1052,Inf,3263,3264,SP_3207632a599bcf8bd0f4,gerant,corporate,resolved
1042,Inf,3204,3265,SP_b39f7ee9389a569bb706,gerant,corporate,resolved
1023,Inf,141,3266,SP_97b6b9014fdf7eeb64b6,gerant,corporate,resolved
1042,Inf,3267,3268,SP_a2576ade1feaac2c0677,gerant,corporate,resolved
1044,Inf,3269,3270,SP_eaa3240add72708bc3c4,gerant,corporate,ambiguous
1042,Inf,678,3271,SP_1ba97cff68627cbcc8d8,gerant,corporate,resolved
973,Inf,3272,3273,SP_65961a0acacc4ed65689,administrateur,corporate,resolved
973,Inf,3274,3273,SP_d9ff8451ee7923aebee7,administrateur,corporate,ambiguous
973,Inf,3275,3273,SP_c98dd92f890ff3c365c1,administrateur,corporate,resolved
973,Inf,3276,3273,SP_83b1b9836bfc923c0c95,administrateur,corporate,resolved
1047,Inf,3277,3278,SP_ab3f3397922958bc3a7a,gerant,corporate,resolved
1049,Inf,3279,3280,SP_304474afba92d961b28d,gerant,corporate,resolved
1052,Inf,3281,3282,SP_5558ddb2786bf6afc5c0,gerant,corporate,resolved
1053,Inf,3283,3284,SP_e7cd2ec3b1e8aba55052,gerant,corporate,resolved
1052,Inf,3285,3286,SP_f8e8407fdfe0a90a6f59,gerant,corporate,resolved
982,Inf,711,712,SP_7272df2908401ed80b23,gerant,corporate,resolved
1030,Inf,3287,3288,SP_3822d533610ca96fa3f0,gerant,corporate,resolved
1057,Inf,1370,3289,SP_fe84cb5fa88a7611dfe8,administrateur,corporate,ambiguous
-Inf,1057,1371,3289,SP_6763809b3ad1c11635c4,pdg,corporate,ambiguous
1057,Inf,1370,3289,SP_9464038ca5cb294f5989,pdg,corporate,ambiguous
-Inf,Inf,3290,3291,SP_553f720b38b168c870cd,administrateur,corporate,resolved
910,Inf,3292,3291,SP_26ea6d9070730c98a4ab,president_ca,corporate,resolved
910,Inf,3290,3291,SP_94a28972ce12f57b8651,dg,corporate,resolved
1007,Inf,3293,3294,SP_93c49853bcfd4f3a1df2,gerant,corporate,resolved
1036,Inf,706,3295,SP_56694eea3e287db871dc,gerant,corporate,resolved
1010,Inf,571,3296,SP_ec2efb8d05d333162542,gerant,corporate,resolved
1049,Inf,3297,3298,SP_f7b17e9b549340b8b199,gerant,corporate,resolved
1054,Inf,390,3299,SP_c06b1e199efdcfb2cd34,gerant,corporate,resolved
952,Inf,3300,3301,SP_c69ba4d673d3bd335fd1,conseiller,corporate,resolved
1018,1737,2274,3302,SP_8a8715bbfde3c02b37ba,administrateur,corporate,resolved
1018,1737,2274,3302,SP_78a382a3931adbae2d77,pdg,corporate,resolved
906,Inf,394,3303,SP_0e7afde7e08e3a96dcdf,pdg,corporate,resolved
906,Inf,832,3303,SP_56fa16290205a1c1dbe5,dga,corporate,resolved
846,Inf,2621,3304,SP_33acf446dcd4061c88d3,administrateur,corporate,ambiguous
846,Inf,3305,3304,SP_bea2ee581099169eca7e,administrateur,corporate,ambiguous
846,Inf,3107,3304,SP_afc800a56f8ad0d3fb84,administrateur,corporate,ambiguous
846,Inf,891,3304,SP_31ae1a86cb8f1c9d10a1,administrateur,corporate,ambiguous
1005,Inf,1621,3306,SP_3575b9aa7dbcfc3c2d55,gerant,corporate,resolved
597,Inf,3307,3308,SP_2e7d5801ee9ded77adad,gerant,corporate,ambiguous
1046,Inf,3309,3310,SP_7474ed8543c815e7719f,gerant,corporate,resolved
1047,Inf,500,501,SP_d2a4c422a566bbcc10f1,dg,corporate,resolved
-Inf,Inf,129,3311,SP_194e5ebabefa3acb9b51,unspecified,corporate,resolved
440,Inf,129,3311,SP_272c6edde3c84fabffe1,pdg,corporate,resolved
-Inf,1036,706,3098,SP_750e92b0acdd12790874,pdg,corporate,resolved
1043,Inf,3312,3313,SP_18d16b5a45c2cf2b7955,administrateur,corporate,resolved
1043,Inf,296,3313,SP_f0f4d5d687c8b7008714,administrateur,corporate,resolved
1043,Inf,3312,3313,SP_9fd7ae93376b80ea7fcf,pdg,corporate,resolved
1056,Inf,3314,3315,SP_3999cb4bc41a2d818a7e,gerant,corporate,resolved
993,Inf,3316,3317,SP_832fcba37129711272fe,gerant,corporate,resolved
1035,Inf,3318,3319,SP_d3e2d70961d1b2ba347b,gerant,corporate,resolved
1057,Inf,3320,3321,SP_33e71fdc51e212524de1,gerant,corporate,resolved
1064,Inf,3322,3323,SP_682d647421a9ce31565c,gerant,corporate,resolved
1063,1063,3324,3325,SP_bdc3339f3ac83440097a,liquidateur,corporate,ambiguous
1004,Inf,450,3326,SP_1bf09568f1fbee550a13,representant,corporate,resolved
1004,Inf,3327,3326,SP_7b8d194a50a8e7ccbfde,representant,corporate,ambiguous
1056,Inf,3328,3329,SP_4a45e4ebe44d4122f7e7,fondateur,corporate,resolved
1056,Inf,3328,3329,SP_6062a7ec89cca73cb5e6,dg,corporate,resolved
1064,Inf,2188,3330,SP_7e056b21741fdbfd1def,gerant,corporate,resolved
1017,Inf,3331,3332,SP_01b24c950d5a08d88233,gerant,corporate,resolved
1017,Inf,3333,3332,SP_7cb6756819f5edba1f71,cogerant,corporate,resolved
700,757,1596,3334,SP_61d93736c74362046500,gerant,corporate,ambiguous
512,Inf,3335,3336,SP_1bf9c6a7e443140875af,administrateur,corporate,ambiguous
-Inf,Inf,502,3337,SP_cb3acf8dbff3b3554f23,pdg,corporate,resolved
-Inf,1068,3338,3339,SP_a1f4bfe671652be6ae27,gerant,corporate,resolved
-Inf,1068,3340,3339,SP_3984c2ed651a05a48b85,gerant,corporate,resolved
1059,Inf,3341,3342,SP_d0a1fbe93c7dcd056e2c,cogerant,corporate,resolved
1049,1206,3235,731,SP_74b6d2989fc0d16e682b,gerant,corporate,ambiguous
979,Inf,1846,3343,SP_6639105f0779e6133fbd,dga,corporate,ambiguous
1001,Inf,3344,3345,SP_af83b8866a90d9978ad5,gerant,corporate,resolved
1021,Inf,2029,3346,SP_a893eb8d11596bdf6b0c,gerant,corporate,resolved
1056,Inf,3347,3348,SP_a8e8a7adefb6cee50d0f,gerant,corporate,resolved
1067,Inf,3349,3350,SP_7e81afc0ccc760405573,gerant,corporate,ambiguous
1032,Inf,3351,3352,SP_a74b6aca3e5edca2cff1,gerant,corporate,resolved
1067,1637,3353,3354,SP_b86771dc43ee6d35f1ac,cogerant,corporate,resolved
1065,Inf,3355,3356,SP_d3a67cd7a88936aff671,gerant,corporate,resolved
1068,Inf,3357,3358,SP_880548f43563e1498916,gerant,corporate,resolved
1065,Inf,3359,3360,SP_b3138c35ef78ac109d42,gerant,corporate,resolved
1047,Inf,3361,3362,SP_3f3847d0c79a6c62999a,administrateur,corporate,resolved
952,Inf,1161,3363,SP_6e337ebbae9ef518bef1,gerant,corporate,resolved
1073,Inf,1918,1966,SP_dc035092ca34f365d24d,gerant,corporate,ambiguous
1073,Inf,3364,3365,SP_a4cc9b3e48c62490736d,gerant,corporate,resolved
1034,Inf,283,3366,SP_c0965b9a8d114e0c83b6,gerant,corporate,resolved
1044,Inf,3367,3368,SP_d3ea70f8e22e9a01a2d8,gerant,corporate,resolved
914,Inf,3369,3370,SP_da2662cdcfa6c6d20eb1,gerant,corporate,resolved
884,Inf,3371,3372,SP_1ebcd1bf1bc7665c1b1a,pdg,corporate,ambiguous
-Inf,-2622,767,1502,SP_9fcc4888356475a5e107,pdg,corporate,ambiguous
-Inf,6,767,1075,SP_4971cf872fbf35cfbdae,pdg,corporate,ambiguous
938,Inf,3373,3374,SP_7df93984d2dc12affc22,cogerant,corporate,ambiguous
1079,1079,3375,3376,SP_11f987955657bd2e08af,gerant,corporate,resolved
1073,Inf,3377,3378,SP_2d08551420c106ad07d0,gerant,corporate,ambiguous
1067,Inf,2562,3379,SP_e9e8d7f6bac587223a8d,unspecified,corporate,ambiguous
1067,Inf,3380,3379,SP_1674bfe84a6e2013beb9,unspecified,corporate,ambiguous
1067,Inf,2564,3379,SP_884fb4561909e2ea07c4,unspecified,corporate,ambiguous
1067,Inf,2562,3379,SP_a9d0eb1dfc258ad80f8a,pdg,corporate,ambiguous
1075,Inf,3381,3382,SP_8775de49ea21801440f1,gerant,corporate,ambiguous
1079,Inf,3383,3384,SP_a5c2355ce96ed4ec771e,gerant,corporate,resolved
-Inf,1082,3385,3386,SP_b3c11d7c6dbf737bd0fd,gerant,corporate,resolved
903,Inf,3387,3388,SP_b0074e8f44b28a4eb7f1,dg,corporate,resolved
1080,Inf,3389,3390,SP_0dcbd210d2b223611b33,gerant,corporate,resolved
1043,Inf,3391,3392,SP_7a8dace98900b5398104,gerant,corporate,resolved
888,Inf,2188,3393,SP_0427ca71bdf744d2decd,gerant,corporate,resolved
888,Inf,2184,3393,SP_a9ab5ffd52a28dcb0327,cogerant,corporate,resolved
1077,Inf,699,3394,SP_58b12f17a41966e30604,gerant,corporate,ambiguous
1077,Inf,701,3394,SP_875e8b4483167b64ea08,gerant,corporate,ambiguous
366,Inf,3395,3396,SP_9bd2b57aaf96752373fe,pdg,corporate,resolved
366,Inf,3397,3396,SP_84f841e658833afb3123,dga,corporate,resolved
-Inf,Inf,2184,3396,SP_65f6c72429333a102734,association_president,corporate,resolved
1000,Inf,2526,3398,SP_35f22bffaa90827d5e09,dga,corporate,ambiguous
-Inf,Inf,3399,3400,SP_cc2d207442e53109eda5,commissaire_aux_comptes,corporate,resolved
1067,1486,3331,3401,SP_50084e4079d57853b167,gerant,corporate,ambiguous
1067,Inf,3333,3401,SP_4c00b2ff24703d5321a5,cogerant,corporate,ambiguous
-Inf,1064,3402,3403,SP_ea5ed91276decd1ab50c,gerant,corporate,resolved
-Inf,1218,3402,3403,SP_ea5ed91276decd1ab50c,gerant,corporate,resolved
1079,Inf,96,2524,SP_f7cfa96468ed1cee248c,administrateur,corporate,resolved
1079,Inf,95,2524,SP_e5c7a825b8941ffdca27,administrateur,corporate,resolved
1079,Inf,3404,2524,SP_c3993ccb3ce7e3d77f58,administrateur,corporate,resolved
1079,Inf,96,2524,SP_e5a4271c6e295f0c4efc,president_ca,corporate,resolved
1079,Inf,95,2524,SP_f5ed087fb1bf1343c70c,dg,corporate,resolved
1065,Inf,3405,3406,SP_65ae7e972867bcec1245,cogerant,corporate,resolved
1085,Inf,3407,3408,SP_12de95900e9fbd23d45d,gerant,corporate,ambiguous
1054,Inf,500,501,SP_e54c08df357b78bf135c,president_ca,corporate,resolved
1086,Inf,161,3409,SP_f68e1ea5554b6635892e,pdg,corporate,ambiguous
1070,Inf,1,3410,SP_e390cbf19ad10f44f884,administrateur,corporate,resolved
1088,Inf,2042,3411,SP_7c6229ebf04a5f8b75f1,gerant,corporate,ambiguous
1085,Inf,3412,3413,SP_1148ff5381bd48de71e2,gerant,corporate,ambiguous
-Inf,150,693,3414,SP_28015de8fef85ac695bf,administrateur,corporate,resolved
-Inf,150,693,3414,SP_184db05e2ed4e45b8b47,pdg,corporate,resolved
1042,1527,3415,1414,SP_8b86277cf41d3da4f396,gerant,corporate,resolved
1023,Inf,2129,3416,SP_a8263cbe9f88e268ec15,pdg,corporate,ambiguous
1065,Inf,3417,3418,SP_b3864db5b78cd41d09b8,gerant,corporate,resolved
1088,Inf,95,3419,SP_063e3c9840617e0158c3,gerant,corporate,resolved
1088,Inf,95,3420,SP_36a83ec80209e5dbaad5,gerant,corporate,resolved
1091,Inf,3421,3422,SP_7a3bca4d38a3842fd0d6,gerant,corporate,resolved
1084,Inf,3423,3424,SP_2876d9ffa0857105810c,gerant,corporate,resolved
1086,Inf,3425,3426,SP_f52924cdd6cceca4d65a,gerant,corporate,resolved
1084,1169,3427,176,SP_f6b1e6a5ede3f0690fb0,gerant,corporate,ambiguous
1082,Inf,3428,3429,SP_0675c420af9be136e003,gerant,corporate,ambiguous
732,Inf,3430,3431,SP_51c6c886afe1f56f3f4f,gerant,corporate,resolved
-Inf,Inf,736,3432,SP_805e413ccf4806ec95ca,administrateur,corporate,ambiguous
1087,Inf,3433,3434,SP_341b403be4e3b8d38a13,pdg,corporate,ambiguous
1088,Inf,2562,3435,SP_30234555f7b4174fe5e7,pdg,corporate,ambiguous
1094,Inf,3436,3437,SP_c41c115590fcd0a5571b,gerant,corporate,resolved
1087,Inf,3438,3439,SP_dcce843d73f61c78162c,gerant,corporate,resolved
1087,1087,2549,2550,SP_cae10e3e3c8d65bb60bb,liquidateur,corporate,resolved
1087,1105,95,3440,SP_98b2a4cefb24863b22e2,pdg,corporate,resolved
1085,Inf,3441,3442,SP_635cf64480ebd9be81ed,gerant,corporate,resolved
1004,Inf,3443,3444,SP_b153bc87f4d54035b19f,gerant,corporate,resolved
1031,Inf,3445,3446,SP_3235a4eb089d0ae719d3,gerant,corporate,resolved
1095,Inf,3447,3448,SP_19aab6531dd051250a90,gerant,corporate,resolved
1091,Inf,3449,3450,SP_b83f871439bbd937f1f0,gerant,corporate,ambiguous
1092,Inf,3451,3452,SP_8c4a5d6c0bab39b62a50,gerant,corporate,resolved
1090,Inf,3453,3454,SP_e07b0b5dc94f4ba4f5d5,gerant,corporate,resolved
1091,Inf,3455,3456,SP_ba3791a0b2482232365c,dg,corporate,ambiguous
-Inf,Inf,693,1699,SP_f5a85c2386a9682c4af8,administrateur,corporate,resolved
1099,Inf,1048,3457,SP_4c629705bc3005f457c1,gerant,corporate,resolved
1100,1193,3458,609,SP_eebed1d167767ff39475,gerant,corporate,ambiguous
1100,Inf,3459,3460,SP_5c0d1fa0c474bf7635cd,gerant,corporate,ambiguous
1075,Inf,3461,3462,SP_5977dc462da646826751,gerant,corporate,resolved
1102,Inf,3463,3464,SP_4299bb8a7cf41e01cdaa,gerant,corporate,resolved
1028,Inf,3465,2984,SP_3942c309930a8169ded0,gerant,corporate,resolved
1054,Inf,3461,3466,SP_eb5027cc4de7821db84d,gerant,corporate,resolved
1105,1437,3467,3468,SP_dddbbf8c9e127c04a0ef,gerant,corporate,resolved
1099,Inf,339,3469,SP_8fd469e3839d31afc53a,gerant,corporate,resolved
1102,Inf,3470,3471,SP_f5f036f2f366713af110,pdg,corporate,resolved
1107,Inf,2607,3472,SP_7f5dcee2a20f3474edec,gerant,corporate,resolved
-Inf,Inf,256,3473,SP_f84af03f7e323793dc96,dg,corporate,ambiguous
1080,Inf,232,3474,SP_c06a5a2ede34d5401b12,pdg,corporate,resolved
1080,Inf,2230,3475,SP_d2b4b0b0c6def96c7ad3,dg,corporate,ambiguous
1065,Inf,19,2021,SP_71a7ca9ef2aeb21f4d88,dg,corporate,ambiguous
1106,Inf,1322,3476,SP_1256ac5bdcf5e2dde6ad,gerant,corporate,resolved
1074,Inf,3477,3478,SP_990638ae05be76dae820,gerant,corporate,ambiguous
1086,Inf,1637,3479,SP_2dd744e46384a16c085a,gerant,corporate,resolved
1049,Inf,3480,3481,SP_d4f10afcd97dd5b85992,administrateur,corporate,resolved
1049,Inf,3482,3481,SP_36804ebe8761b22a0a87,administrateur,corporate,resolved
1049,Inf,3483,3481,SP_a187bff7c364d13f8cb1,administrateur,corporate,resolved
1095,Inf,1672,1673,SP_e0223a76e1dd494e78a5,pdg,corporate,resolved
1095,Inf,1674,1673,SP_6f0953bff81e7986a736,dga,corporate,resolved
1115,Inf,3484,3485,SP_990d312a16b5ee85a321,gerant,corporate,resolved
1033,Inf,2431,3486,SP_91e32f0abbe96f043574,administrateur,corporate,resolved
1033,Inf,2433,3486,SP_a45a378c61ef52537591,dga,corporate,ambiguous
1112,Inf,3053,3487,SP_cfe084fce1731d8796be,pdg,corporate,resolved
1116,Inf,3488,3489,SP_4ddc54f3d9f33abf16c4,gerant,corporate,ambiguous
1100,Inf,1520,3490,SP_1128e28bafd47fd725f5,gerant,corporate,resolved
934,Inf,3491,3492,SP_fb925d5b3e3696f980dd,pdg,corporate,resolved
-Inf,Inf,532,3493,SP_10d0dcaf7a9f586af969,unspecified,corporate,resolved
934,Inf,532,3493,SP_074ccd9d422bf8e682a3,pdg,corporate,resolved
1030,Inf,318,3494,SP_9e7ecb1f97e6db0fb148,unspecified,corporate,resolved
1030,Inf,318,3494,SP_e8bce88ad80a67f76f58,pdg,corporate,resolved
1081,Inf,3495,3496,SP_b290816c44661882833b,administrateur,corporate,resolved
1081,Inf,3497,3496,SP_31019ffc387c4f7b4117,administrateur,corporate,ambiguous
1113,Inf,3498,3499,SP_6386a8b8f50b17bc2a61,gerant,corporate,resolved
1102,Inf,3500,3501,SP_e87e50ac30e8e1d00a13,administrateur,corporate,resolved
-Inf,1119,3502,3503,SP_1fa726aac62e8f8227fa,gerant,corporate,ambiguous
-Inf,1180,3502,3503,SP_1fa726aac62e8f8227fa,gerant,corporate,ambiguous
-Inf,1274,3502,3503,SP_1fa726aac62e8f8227fa,gerant,corporate,ambiguous
1057,Inf,3504,3505,SP_870e103a1a8f9762a947,commissaire_aux_comptes,corporate,ambiguous
1057,Inf,3506,3505,SP_bccf7d22e73b51ce2c7d,pdg,corporate,resolved
1107,Inf,214,3507,SP_cb65aa3adec7e4e5f275,gerant,corporate,resolved
1122,1672,3508,786,SP_2010f82b28bead37b471,gerant,corporate,ambiguous
1018,Inf,3509,3510,SP_b0eff4381fe7d06f2455,dg,corporate,ambiguous
911,Inf,3511,3512,SP_38ecd5cb695ead6350f8,administrateur,corporate,resolved
1063,Inf,3513,3514,SP_277b86f1b2e404848d85,gerant,corporate,ambiguous
1087,Inf,167,3058,SP_1ade975525cdcb0e2546,gerant,corporate,ambiguous
1087,1602,167,3515,SP_731a98296105303cd2e9,gerant,corporate,ambiguous
1079,Inf,536,3516,SP_65794a9c3546d2350b84,pdg,corporate,ambiguous
1116,Inf,3517,3518,SP_1f9cf7e291bb7ffd9dd6,association_president,corporate,resolved
