period,tail,head,role_canonical,certainty,link_status,dissolution_observed
2011,583,3402,gerant,certain,resolved,0
2011,584,2642,president_ca|unspecified,certain,ambiguous,0
2011,585,3829,dga,certain,resolved,0
2011,586,2636,pdg,certain,resolved,0
2011,589,3240,gerant,certain,resolved,0
2011,590,2642,dg|unspecified,certain,ambiguous,0
2011,591,3923,president_ca|unspecified,certain,ambiguous,0
2011,592,4861,representant,certain,resolved,0
2011,593,4793,gerant,probable,resolved,1
2011,594,4771,gerant,certain,resolved,0
2011,596,5497,secretaire_general,certain,resolved,0
2011,598,2948,gerant,certain,resolved,0
2011,599,4347,pdg,certain,resolved,0
2011,601,3986,gerant,certain,resolved,0
2011,602,5340,pdg,certain,resolved,0
2011,603,5399,representant|unspecified,certain,resolved,0
2011,604,3990,administrateur,certain,resolved,0
2011,605,5020,gerant,certain,resolved,0
2011,607,5497,treasurer,certain,resolved,0
2011,608,4671,gerant,certain,resolved,0
2011,609,4842,administrateur,certain,ambiguous,0
2011,609,4923,dga,certain,ambiguous,0
2011,610,4842,administrateur,certain,resolved,0
2011,610,4923,administrateur,certain,resolved,0
2011,613,4355,unspecified,certain,resolved,0
2011,614,3947,president_ca,certain,resolved,0
2011,614,4845,president_ca,certain,resolved,0
2011,615,5466,administrateur,certain,ambiguous,0
2011,617,4042,gerant,certain,resolved,0
2011,618,3187,gerant,certain,ambiguous,1
2011,620,5334,president_ca,certain,resolved,0
2011,621,3160,gerant,certain,resolved,0
2011,622,3585,cogerant,certain,resolved,0
2011,623,4686,dga,certain,resolved,0
2011,624,3515,gerant,certain,resolved,0
2011,626,4387,gerant,certain,resolved,0
2011,627,5064,gerant,certain,resolved,0
2011,628,2961,gerant,certain,ambiguous,0
2011,629,4235,gerant,certain,ambiguous,0
2011,630,2823,gerant,certain,resolved,0
2011,630,2898,gerant,certain,resolved,0
2011,630,2955,gerant,certain,resolved,0
2011,630,4808,gerant,certain,ambiguous,0
2011,631,3324,gerant,certain,ambiguous,0
2011,632,5352,gerant,certain,resolved,0
2011,633,4990,gerant,probable,resolved,1
2011,636,3952,gerant,certain,resolved,0
2011,637,3140,pdg,certain,resolved,0
2011,637,3629,pdg,certain,resolved,0
2011,639,2929,dg,certain,resolved,0
2011,640,4927,administrateur,certain,ambiguous,0
2011,640,5257,administrateur,certain,resolved,0
2011,641,2682,dg,certain,resolved,0
2011,643,3573,gerant,certain,resolved,0
2011,644,5154,gerant,certain,resolved,0
2011,645,4304,gerant,certain,resolved,0
2011,646,4039,gerant,possible,resolved,1
2011,647,4774,gerant,certain,resolved,0
2011,649,5437,gerant,certain,ambiguous,0
2011,650,4436,gerant,possible,resolved,1
2011,652,3709,dg,certain,resolved,0
2011,653,3572,cogerant,certain,resolved,0
2011,654,3873,gerant,certain,resolved,0
2011,654,4649,gerant,certain,resolved,0
2011,656,4519,gerant,certain,resolved,0
2011,657,3108,gerant,certain,resolved,0
2011,658,4616,gerant,possible,resolved,1
2011,659,5004,gerant,certain,resolved,0
2011,660,4633,gerant,certain,resolved,0
2011,662,3974,gerant,certain,resolved,0
2011,664,4891,pdg,possible,resolved,1
2011,665,3068,gerant,certain,resolved,0
2011,666,5297,gerant,certain,resolved,0
2011,667,3267,cogerant,certain,ambiguous,0
2011,667,4651,gerant,certain,resolved,0
2011,668,4750,gerant,certain,resolved,0
2011,669,3107,gerant,certain,resolved,0
2011,669,3801,gerant,certain,resolved,0
2011,669,4776,gerant,certain,resolved,0
2011,670,3522,cogerant,certain,resolved,0
2011,670,5208,gerant,certain,ambiguous,0
2011,671,5093,gerant,certain,resolved,0
2011,672,2850,pdg,probable,resolved,0
2011,674,3452,gerant,certain,resolved,0
2011,675,3477,gerant,certain,resolved,0
2011,675,3497,gerant,certain,resolved,0
2011,676,3048,unspecified,certain,ambiguous,0
2011,678,4021,gerant,certain,resolved,0
2011,680,5030,gerant,certain,resolved,0
2011,681,4114,cogerant,possible,resolved,1
2011,683,2873,gerant,certain,resolved,0
2011,684,3052,gerant,certain,resolved,0
2011,685,3736,gerant,certain,resolved,0
2011,686,3358,gerant,certain,resolved,0
2011,687,4917,gerant,certain,resolved,0
2011,688,4939,gerant,certain,resolved,0
2011,689,2975,gerant,certain,resolved,0
2011,690,3388,gerant,certain,resolved,0
2011,690,3466,gerant,probable,resolved,0
2011,690,3778,cogerant,certain,resolved,0
2011,690,3839,cogerant|gerant,certain,resolved,0
2011,690,5017,gerant,certain,resolved,0
2011,691,2725,gerant,certain,resolved,0
2011,692,4782,gerant,certain,resolved,0
2011,693,3422,gerant,certain,resolved,0
2011,694,3435,gerant,certain,resolved,0
2011,695,4433,unspecified,certain,resolved,0
2011,697,3318,gerant,certain,resolved,0
2011,697,3522,cogerant,certain,resolved,0
2011,697,4461,gerant,certain,resolved,0
2011,697,5208,gerant,certain,ambiguous,0
2011,699,3778,cogerant,certain,resolved,0
2011,701,3051,cogerant,certain,ambiguous,0
2011,701,3877,cogerant,certain,ambiguous,0
2011,703,2790,gerant,certain,resolved,0
2011,704,3689,cogerant,certain,resolved,0
2011,706,5324,gerant,certain,resolved,0
2011,707,3651,gerant,possible,resolved,1
2011,707,4294,administrateur,certain,resolved,0
2011,708,2932,unspecified,certain,resolved,0
2011,708,3048,pdg|unspecified,certain,resolved,0
2011,708,3833,pdg|unspecified,certain,resolved,0
2011,708,5405,pdg|unspecified,certain,ambiguous,0
2011,711,3839,gerant,probable,resolved,0
2011,711,4844,gerant,certain,resolved,0
2011,712,4667,gerant,certain,resolved,0
2011,713,2765,gerant,certain,resolved,0
2011,714,4887,gerant,certain,resolved,0
2011,714,5051,gerant,certain,resolved,0
2011,714,5126,gerant,certain,resolved,0
2011,715,3051,gerant,certain,ambiguous,0
2011,716,3614,gerant,certain,resolved,0
2011,717,5345,gerant,certain,resolved,0
2011,721,4767,gerant|pdg,certain,resolved,0
2011,722,5291,gerant,certain,resolved,0
2011,723,3440,gerant,certain,resolved,0
2011,723,4194,gerant,certain,resolved,0
2011,723,4944,gerant,certain,resolved,0
2011,724,4101,dga,certain,resolved,0
2011,725,3050,gerant,certain,resolved,0
2011,726,3409,gerant,certain,resolved,0
2011,727,3049,gerant,certain,resolved,0
2011,728,3048,commissaire_aux_comptes,certain,ambiguous,0
2011,728,3312,commissaire_aux_comptes,certain,resolved,0
2011,728,3755,commissaire_aux_comptes,certain,resolved,0
2011,729,4105,gerant,certain,resolved,0
2011,729,4106,gerant,certain,resolved,0
2011,730,3304,gerant,certain,resolved,0
2011,731,3908,gerant,certain,resolved,0
2011,732,2689,gerant,certain,ambiguous,0
2011,732,3057,gerant,probable,ambiguous,0
2011,733,3846,dga,certain,resolved,0
2011,733,4255,gerant,certain,ambiguous,0
2011,735,3961,commissaire_aux_comptes,probable,ambiguous,0
2011,737,3437,gerant,certain,resolved,0
2011,738,3527,gerant,certain,resolved,0
2011,741,3458,president_ca,certain,resolved,0
2011,741,4693,dg,certain,ambiguous,0
2011,742,3779,dg,probable,ambiguous,0
2011,742,4700,dg,probable,ambiguous,0
2011,743,3458,dg,possible,resolved,1
2011,745,3429,gerant,certain,resolved,0
2011,746,2845,gerant,certain,resolved,0
2011,747,4684,dga,probable,resolved,0
2011,748,3909,gerant,certain,resolved,1
2011,749,4050,gerant,certain,resolved,0
2011,750,5159,representant,certain,resolved,0
2011,751,3913,gerant,certain,resolved,0
2011,752,4195,gerant,certain,ambiguous,0
2011,753,5268,president_ca,certain,resolved,0
2011,754,2916,president_ca,certain,resolved,0
2011,754,5185,administrateur,probable,ambiguous,0
2011,755,3708,administrateur,certain,ambiguous,0
2011,756,4034,gerant,certain,resolved,0
2011,757,4423,administrateur|president_ca,certain,resolved,0
2011,757,4868,gerant,certain,resolved,0
2011,759,5101,cogerant,certain,ambiguous,0
2011,761,3859,gerant,certain,resolved,0
2011,763,2864,gerant,certain,ambiguous,0
2011,763,5282,gerant,certain,resolved,0
2011,765,4335,gerant,certain,resolved,0
2011,766,5401,member,certain,ambiguous,0
2011,767,4497,unspecified,certain,resolved,0
2011,768,4357,cogerant,certain,ambiguous,0
2011,769,2623,gerant,possible,ambiguous,1
2011,771,3444,gerant,certain,resolved,0
2011,774,4309,dg,certain,ambiguous,0
2011,777,3305,administrateur|president_ca,certain,resolved,1
2011,779,2601,gerant,certain,resolved,0
2011,781,4567,administrateur,probable,ambiguous,0
2011,783,2807,pdg,probable,ambiguous,0
2011,783,5026,administrateur,probable,ambiguous,0
2011,785,5245,pdg,certain,ambiguous,0
2011,786,3195,gerant,certain,ambiguous,1
2011,786,3805,gerant,certain,ambiguous,0
2011,787,4188,president_ca,certain,resolved,0
2011,788,3014,gerant,probable,resolved,1
2011,789,2732,commissaire_aux_comptes,probable,resolved,0
2011,790,5414,association_president,certain,ambiguous,0
2011,791,3602,pdg,certain,ambiguous,0
2011,792,4090,gerant,probable,ambiguous,1
2011,794,5430,administrateur,certain,ambiguous,0
2011,795,3085,dga,certain,ambiguous,0
2011,796,2826,administrateur|president_ca,probable,ambiguous,1
2011,797,4636,administrateur|pdg,certain,resolved,0
2011,798,4839,administrateur,probable,ambiguous,0
2011,799,4129,association_president,certain,resolved,0
2011,800,3019,dg,certain,ambiguous,0
2011,802,3074,gerant,certain,resolved,0
2011,803,4426,gerant,certain,resolved,0
2011,805,4103,gerant,certain,resolved,0
2011,806,4847,commissaire_aux_comptes,probable,resolved,0
2011,807,5427,administrateur,probable,ambiguous,0
2011,808,5502,member,certain,resolved,0
2011,809,5016,gerant,certain,ambiguous,0
2011,810,5016,gerant,certain,ambiguous,0
2011,811,4440,gerant,certain,resolved,0
2011,812,3185,gerant,probable,resolved,1
2011,813,3231,administrateur|fondateur|pdg,certain,resolved,0
2011,814,5018,gerant,certain,resolved,0
2011,815,3200,gerant,certain,resolved,0
2011,816,4438,gerant,certain,resolved,0
2011,818,3123,cogerant,certain,resolved,0
2011,819,3123,gerant,probable,resolved,0
2011,819,3195,gerant,certain,ambiguous,0
2011,820,3591,gerant,certain,ambiguous,0
2011,821,2931,president_ca,certain,resolved,0
2011,823,4462,gerant,certain,resolved,0
2011,826,3990,administrateur,certain,resolved,0
2011,827,5341,gerant,certain,ambiguous,0
2011,828,3532,gerant,certain,resolved,0
2011,829,5414,treasurer,certain,ambiguous,0
2011,830,3143,pdg,certain,resolved,0
2011,830,3741,pdg,certain,resolved,0
2011,831,3275,gerant,certain,ambiguous,0
2011,831,5502,member,certain,resolved,0
2011,833,2647,gerant,possible,resolved,1
2011,834,2956,gerant,certain,resolved,0
2011,835,3489,administrateur|pdg,certain,resolved,0
2011,836,4518,pdg,probable,ambiguous,0
2011,837,2793,administrateur,certain,resolved,0
2011,838,2793,administrateur|pdg,certain,resolved,0
2011,839,2793,association_president,certain,ambiguous,0
2011,841,4774,gerant,probable,resolved,1
2011,842,5241,dg,probable,resolved,0
2011,842,5456,dg,certain,ambiguous,0
2011,845,4797,president_ca,certain,resolved,0
2011,846,5394,cogerant,certain,resolved,0
2011,847,3110,gerant,certain,ambiguous,0
2011,848,4088,gerant,certain,resolved,0
2011,850,4694,administrateur,certain,ambiguous,0
2011,850,4695,administrateur,probable,resolved,1
2011,851,5427,administrateur,probable,ambiguous,0
2011,852,3261,pdg,certain,resolved,0
2011,852,3262,gerant,probable,ambiguous,0
2011,852,5029,gerant,certain,resolved,0
2011,853,4297,dga,certain,ambiguous,0
2011,853,5037,unspecified,certain,ambiguous,0
2011,853,5038,unspecified,certain,resolved,0
2011,854,2802,administrateur_delegue,certain,ambiguous,0
2011,854,4197,pdg,certain,resolved,0
2011,855,3159,commissaire_aux_comptes,probable,resolved,0
2011,855,3456,commissaire_aux_comptes,probable,resolved,0
2011,855,3847,unspecified,certain,ambiguous,0
2011,855,3903,commissaire_aux_comptes,certain,ambiguous,0
2011,855,4161,commissaire_aux_comptes|unspecified,probable,resolved,0
2011,855,4169,commissaire_aux_comptes,probable,resolved,0
2011,855,4264,representant,probable,ambiguous,0
2011,855,5047,commissaire_aux_comptes,probable,ambiguous,0
2011,855,5435,commissaire_aux_comptes,certain,ambiguous,0
2011,856,4100,gerant,certain,resolved,0
2011,857,3286,gerant,certain,resolved,0
2011,858,2629,administrateur,certain,ambiguous,0
2011,859,2638,gerant,certain,resolved,0
2011,860,3405,gerant,certain,resolved,0
2011,861,3187,gerant,certain,ambiguous,1
2011,862,2699,administrateur,certain,resolved,0
2011,863,2769,dg,certain,ambiguous,0
2011,863,3798,member,certain,ambiguous,0
2011,865,3554,gerant,probable,resolved,0
2011,866,4832,pdg,certain,resolved,0
2011,867,5152,gerant,probable,resolved,1
2011,868,5327,gerant,certain,resolved,0
2011,869,2744,pdg,probable,resolved,0
2011,869,2855,unspecified,probable,ambiguous,1
2011,869,3179,administrateur|association_president,probable,resolved,0
2011,869,3220,pdg,probable,resolved,0
2011,869,3531,administrateur|pdg,probable,resolved,0
2011,869,3533,administrateur|pdg|president_ca,probable,resolved,0
2011,869,3775,unspecified,probable,resolved,0
2011,869,4178,administrateur,probable,resolved,0
2011,869,4180,dga,probable,resolved,0
2011,869,4227,president_ca,certain,resolved,0
2011,869,5404,pdg,probable,ambiguous,0
2011,869,5409,dga,certain,ambiguous,0
2011,870,2744,dga,probable,resolved,0
2011,870,3179,administrateur|dga|member,certain,resolved,0
2011,870,3220,administrateur|dga,certain,resolved,0
2011,870,3247,unspecified,probable,resolved,1
2011,870,3531,administrateur|dga,certain,resolved,0
2011,870,3775,pdg|unspecified,certain,resolved,0
2011,870,5403,administrateur|dga,certain,ambiguous,0
2011,870,5404,dga,probable,ambiguous,0
2011,870,5409,administrateur,certain,ambiguous,0
2011,871,3533,administrateur,probable,resolved,0
2011,872,3739,dg,certain,ambiguous,0
2011,872,4897,pdg,certain,ambiguous,0
2011,873,4457,gerant,certain,resolved,0
2011,874,4413,pdg,possible,ambiguous,1
2011,876,2998,pdg,certain,ambiguous,0
2011,876,5301,president_ca,certain,resolved,0
2011,876,5417,pdg,certain,ambiguous,0
2011,877,2649,gerant,probable,resolved,0
2011,877,3421,dga,probable,ambiguous,0
2011,877,4668,gerant,certain,resolved,0
2011,877,5183,pdg,certain,ambiguous,0
2011,877,5476,dga,probable,ambiguous,0
2011,878,3421,pdg,probable,ambiguous,0
2011,878,4392,dg,possible,ambiguous,1
2011,878,5183,vice_president,certain,resolved,0
2011,878,5234,president_ca,certain,resolved,0
2011,878,5457,administrateur|president_ca,certain,ambiguous,0
2011,878,5476,pdg,probable,ambiguous,0
2011,881,3620,cogerant,certain,resolved,0
2011,882,3289,gerant,certain,resolved,0
2011,883,4589,pdg,certain,resolved,0
2011,884,3316,gerant,certain,resolved,0
2011,884,3618,gerant,certain,ambiguous,1
2011,884,5210,gerant,certain,ambiguous,0
2011,885,3949,gerant,certain,ambiguous,0
2011,886,3145,administrateur,certain,resolved,0
2011,886,4018,liquidateur,certain,ambiguous,1
2011,886,4695,administrateur,probable,resolved,1
2011,887,2795,gerant,certain,resolved,0
2011,888,5310,gerant,certain,resolved,0
2011,888,5317,gerant,certain,resolved,0
2011,889,5177,gerant,certain,resolved,0
2011,890,4241,administrateur,probable,resolved,0
2011,892,4630,administrateur,certain,resolved,0
2011,894,3468,unspecified,certain,resolved,0
2011,895,3858,gerant,certain,resolved,0
2011,896,2827,administrateur,probable,ambiguous,0
2011,898,4630,administrateur,certain,resolved,0
2011,900,4193,gerant,certain,resolved,0
2011,901,3707,gerant,certain,resolved,0
2011,902,4894,gerant,certain,resolved,0
2011,903,2827,administrateur,certain,ambiguous,0
2011,903,5080,president_ca,probable,resolved,0
2011,903,5480,pdg,certain,ambiguous,0
2011,904,3455,president_ca,certain,ambiguous,0
2011,906,4570,gerant,certain,resolved,0
2011,907,4546,gerant,certain,resolved,0
2011,908,4621,gerant,certain,resolved,0
2011,909,5316,gerant,certain,resolved,0
2011,910,2832,gerant,certain,resolved,0
2011,911,3424,gerant,certain,resolved,0
2011,911,3538,gerant,certain,resolved,0
2011,912,2827,administrateur,probable,ambiguous,0
2011,912,2828,administrateur,probable,resolved,0
2011,912,3922,gerant,certain,resolved,0
2011,912,4128,administrateur_delegue,certain,ambiguous,0
2011,912,5482,administrateur,probable,ambiguous,0
2011,913,4222,pdg|unspecified,certain,resolved,0
2011,913,4223,pdg,certain,resolved,0
2011,914,4983,gerant,certain,ambiguous,0
2011,915,2770,conseiller,certain,resolved,0
2011,916,4630,administrateur|gerant|pdg,certain,resolved,1
2011,917,4835,commissaire_aux_comptes,certain,resolved,0
2011,918,2866,gerant,certain,resolved,0
2011,919,4619,gerant,certain,resolved,0
2011,920,4835,commissaire_aux_comptes,certain,resolved,0
2011,921,3492,gerant,certain,resolved,0
2011,922,4869,gerant,certain,ambiguous,0
2011,923,3173,gerant,certain,ambiguous,0
2011,924,4895,gerant,certain,resolved,0
2011,925,3255,gerant,probable,ambiguous,0
2011,926,3502,gerant,certain,resolved,0
2011,927,3983,gerant,certain,resolved,0
2011,927,5240,gerant,certain,resolved,0
2011,928,2939,cogerant,certain,resolved,0
2011,929,4630,administrateur,certain,resolved,0
2011,930,5049,gerant,certain,resolved,0
2011,930,5050,gerant,certain,resolved,0
2011,933,4985,president_ca,certain,resolved,0
2011,934,2888,gerant,possible,ambiguous,1
2011,934,2902,gerant,probable,resolved,1
2011,934,4366,gerant,certain,resolved,0
2011,934,4736,gerant,certain,ambiguous,0
2011,935,2768,unspecified,certain,resolved,0
2011,937,2822,gerant,possible,ambiguous,1
2011,938,5059,gerant,certain,ambiguous,0
2011,941,4640,cogerant,certain,ambiguous,0
2011,942,5334,dg,certain,resolved,0
2011,944,3116,gerant,certain,resolved,0
2011,946,4044,associe,certain,ambiguous,0
2011,948,4803,pdg,certain,resolved,0
2011,949,4575,cogerant,certain,resolved,0
2011,951,3769,gerant,certain,resolved,0
2011,953,4331,gerant,certain,resolved,0
2011,954,3699,gerant,certain,resolved,0
2011,955,4048,gerant,certain,resolved,0
2011,957,2674,administrateur,certain,resolved,0
2011,959,3886,gerant,certain,resolved,0
2011,960,3112,pdg,certain,resolved,0
2011,960,3364,gerant,probable,resolved,0
2011,961,4819,gerant,certain,resolved,0
2011,962,3063,administrateur,probable,resolved,0
2011,962,3113,gerant,probable,resolved,0
2011,962,3114,pdg,certain,resolved,0
2011,962,3115,pdg,certain,resolved,0
2011,962,4929,pdg,certain,resolved,0
2011,963,4500,gerant,certain,resolved,0
2011,964,4611,gerant,certain,resolved,0
2011,965,2602,cogerant,certain,resolved,0
2011,965,2617,dg,certain,resolved,0
2011,966,3213,dg,certain,resolved,0
2011,967,3386,gerant,certain,resolved,0
2011,968,3001,commissaire_aux_comptes,certain,resolved,0
2011,968,3326,commissaire_aux_comptes,certain,ambiguous,0
2011,969,5218,gerant,certain,resolved,0
2011,971,3371,gerant,certain,resolved,0
2011,975,2612,gerant,certain,resolved,0
2011,975,3602,administrateur|pdg,certain,resolved,0
2011,976,3329,gerant,certain,resolved,0
2011,977,5036,gerant,certain,resolved,0
2011,978,2976,gerant,certain,resolved,0
2011,979,4798,gerant,certain,resolved,0
2011,979,4799,gerant,certain,resolved,0
2011,980,2977,gerant,certain,resolved,0
2011,980,3138,commissaire_aux_comptes,probable,ambiguous,0
2011,980,4168,commissaire_aux_comptes,certain,resolved,0
2011,982,3345,pdg,certain,resolved,0
2011,983,4922,administrateur,certain,resolved,0
2011,984,4043,gerant,certain,resolved,0
2011,985,2706,dg,certain,resolved,0
2011,985,3814,administrateur|dg,certain,ambiguous,0
2011,986,4646,pdg,certain,ambiguous,0
2011,986,4656,administrateur,certain,ambiguous,0
2011,986,5002,gerant,certain,resolved,0
2011,987,3709,administrateur|president_ca,certain,resolved,0
2011,989,5167,gerant,certain,resolved,0
2011,990,3653,gerant,certain,resolved,0
2011,991,3586,gerant,certain,resolved,0
2011,992,3305,dg,certain,resolved,0
2011,993,3425,gerant,certain,resolved,0
2011,995,3657,gerant,certain,resolved,0
2011,996,3663,gerant,certain,resolved,0
2011,997,5407,commissaire_aux_comptes,certain,ambiguous,0
2011,997,5436,administrateur,certain,ambiguous,0
2011,997,5494,dg|unspecified,certain,ambiguous,0
2011,998,4451,administrateur,certain,resolved,0
2011,999,4184,dg,possible,ambiguous,1
2011,999,4950,administrateur,certain,resolved,0
2011,999,5212,representant,certain,ambiguous,0
2011,1000,2980,gerant,certain,resolved,0
2011,1001,4131,administrateur,certain,resolved,0
2011,1004,2802,president_ca,certain,ambiguous,0
2011,1004,3328,gerant,certain,ambiguous,0
2011,1005,4307,pdg,probable,resolved,0
2011,1006,3188,gerant,certain,resolved,0
2011,1006,3789,gerant,certain,resolved,0
2011,1008,5251,administrateur,probable,resolved,0
2011,1009,3179,administrateur,probable,resolved,0
2011,1009,3531,administrateur,probable,resolved,0
2011,1009,3533,administrateur|dga,probable,ambiguous,0
2011,1009,3775,unspecified,probable,ambiguous,0
2011,1009,4178,administrateur,probable,ambiguous,0
2011,1009,4180,pdg,probable,resolved,0
2011,1009,5409,pdg,certain,ambiguous,0
2011,1010,2768,unspecified,certain,resolved,0
2011,1011,4141,gerant,probable,resolved,0
2011,1011,4525,gerant,certain,resolved,0
2011,1012,4571,gerant,certain,resolved,0
2011,1014,3737,pdg,probable,resolved,0
2011,1014,4466,gerant,probable,resolved,0
2011,1015,3253,gerant,possible,resolved,1
2011,1016,4031,gerant,certain,resolved,0
2011,1017,2768,president_ca|unspecified,certain,resolved,1
2011,1018,3657,unspecified,certain,resolved,0
2011,1018,3663,unspecified,certain,resolved,0
2011,1019,4156,pdg,possible,resolved,1
2011,1021,3207,dg,probable,resolved,1
2011,1022,4041,gerant,certain,resolved,0
2011,1024,3038,unspecified,certain,resolved,0
2011,1026,3513,gerant,certain,resolved,0
2011,1027,4405,gerant,certain,resolved,0
2011,1028,4889,unspecified,certain,ambiguous,0
2011,1028,5063,administrateur,certain,ambiguous,0
2011,1029,4889,pdg|unspecified,certain,resolved,0
2011,1031,2621,pdg,possible,resolved,1
2011,1031,3141,pdg,certain,ambiguous,0
2011,1033,3682,gerant,certain,ambiguous,0
2011,1034,2856,unspecified,probable,resolved,0
2011,1035,4806,president_ca,possible,ambiguous,1
2011,1036,5502,treasurer,certain,resolved,0
2011,1037,3291,association_president,certain,resolved,0
2011,1039,3965,pdg,certain,resolved,0
2011,1040,4282,pdg,certain,resolved,0
2011,1040,5241,administrateur,probable,resolved,0
2011,1041,4288,pdg,certain,resolved,0
2011,1043,4028,cogerant,certain,resolved,0
2011,1044,4679,gerant|liquidateur,certain,resolved,1
2011,1044,5384,gerant,certain,resolved,0
2011,1047,5241,administrateur,probable,resolved,0
2011,1047,5456,president_ca|unspecified,certain,ambiguous,0
2011,1048,2854,dg,certain,resolved,1
2011,1050,3842,commissaire_aux_comptes,certain,resolved,0
2011,1051,5358,gerant,certain,ambiguous,0
2011,1052,4497,unspecified,certain,resolved,0
2011,1053,5220,dga,certain,resolved,0
2011,1054,4498,administrateur,probable,resolved,0
2011,1054,5129,administrateur,possible,resolved,1
2011,1054,5161,administrateur,probable,ambiguous,0
2011,1055,5487,administrateur,certain,ambiguous,0
2011,1056,3528,pdg,certain,resolved,0
2011,1058,5058,gerant,certain,resolved,0
2011,1059,4499,commissaire_aux_comptes,certain,resolved,0
2011,1060,4806,dg,possible,ambiguous,1
2011,1061,2683,gerant,certain,resolved,0
2011,1062,4265,cogerant,certain,resolved,0
2011,1063,2914,gerant,certain,resolved,0
2011,1064,4910,pdg,certain,resolved,0
2011,1065,4552,gerant,certain,resolved,0
2011,1066,2838,gerant,certain,resolved,0
2011,1066,3814,administrateur|president_ca,certain,ambiguous,0
2011,1066,4591,associe,certain,resolved,0
2011,1066,4998,pdg,certain,resolved,0
2011,1067,4030,gerant,certain,resolved,0
2011,1069,2626,gerant,certain,resolved,0
2011,1071,2928,pdg,certain,resolved,0
2011,1072,5034,dg,certain,resolved,0
2011,1073,5034,association_president,certain,resolved,0
2011,1074,5063,administrateur,certain,resolved,0
2011,1075,4634,gerant,certain,resolved,0
2011,1076,3301,gerant,certain,resolved,0
2011,1077,4268,commissaire_aux_comptes,certain,resolved,0
2011,1078,4677,president_ca,possible,resolved,1
2011,1079,4848,gerant,certain,resolved,0
2011,1080,5027,administrateur|pdg,certain,resolved,0
2011,1081,5027,administrateur|dga,certain,resolved,0
2011,1083,4072,gerant,certain,ambiguous,0
2011,1084,5119,gerant,certain,resolved,0
2011,1086,2992,pdg,certain,resolved,0
2011,1087,3164,pdg,certain,ambiguous,0
2011,1088,5489,commissaire_aux_comptes,certain,ambiguous,0
2011,1089,3167,gerant,certain,ambiguous,0
2011,1091,5244,dga,certain,ambiguous,0
2011,1092,2635,president_ca,certain,ambiguous,0
2011,1093,3111,gerant,certain,resolved,0
2011,1094,4555,gerant,certain,resolved,0
2011,1095,2604,unspecified,certain,resolved,0
2011,1096,3943,gerant,certain,resolved,0
2011,1097,3082,gerant,certain,resolved,0
2011,1097,4360,cogerant,certain,resolved,0
2011,1097,4392,dg,certain,ambiguous,0
2011,1098,4685,gerant,certain,resolved,0
2011,1100,5446,administrateur,certain,ambiguous,0
2011,1100,5451,administrateur,certain,ambiguous,0
2011,1101,3635,gerant,certain,resolved,0
2011,1104,2931,administrateur,probable,resolved,1
2011,1106,3785,gerant,certain,resolved,0
2011,1107,5490,administrateur,certain,ambiguous,0
2011,1108,4143,gerant,certain,resolved,1
2011,1109,3723,administrateur,probable,ambiguous,1
2011,1109,4834,pdg,certain,resolved,0
2011,1110,5195,gerant,probable,resolved,0
2011,1111,4012,administrateur|pdg,certain,ambiguous,1
2011,1111,4377,president_ca,certain,ambiguous,0
2011,1112,5259,gerant,certain,resolved,0
2011,1113,3305,administrateur|president_ca,probable,resolved,1
2011,1113,5063,administrateur|president_ca,certain,ambiguous,0
2011,1116,3865,commissaire_aux_comptes,possible,resolved,1
2011,1117,4598,pdg,certain,resolved,0
2011,1117,5434,dga,certain,ambiguous,0
2011,1118,4598,dga,certain,ambiguous,0
2011,1119,5362,gerant,certain,resolved,0
2011,1123,3692,gerant,certain,resolved,0
2011,1124,3147,pdg,certain,resolved,0
2011,1125,3136,gerant,certain,resolved,0
2011,1126,3686,gerant,certain,resolved,0
2011,1127,5447,gerant,certain,ambiguous,0
2011,1129,4184,gerant,possible,ambiguous,1
2011,1130,5152,gerant,certain,resolved,1
2011,1131,3450,gerant,certain,resolved,0
2011,1132,5320,dg,certain,resolved,0
2011,1133,3907,gerant,certain,resolved,0
2011,1134,3404,administrateur|president_ca,certain,resolved,1
2011,1135,4992,gerant,certain,resolved,0
2011,1136,3087,dg,certain,resolved,0
2011,1138,5042,representant,certain,resolved,0
2011,1139,2946,administrateur,probable,ambiguous,0
2011,1139,4577,administrateur,certain,resolved,0
2011,1139,5189,dga,certain,resolved,0
2011,1139,5416,administrateur,certain,ambiguous,0
2011,1141,3861,gerant,certain,resolved,0
2011,1143,2634,gerant,probable,resolved,1
2011,1147,3697,administrateur,certain,resolved,0
2011,1148,2921,administrateur,certain,ambiguous,0
2011,1149,5423,dga,certain,ambiguous,0
2011,1150,5207,dg,certain,ambiguous,0
2011,1151,4660,gerant,certain,ambiguous,0
2011,1152,5214,gerant,certain,resolved,0
2011,1153,3939,administrateur,probable,ambiguous,0
2011,1154,3666,gerant,certain,resolved,0
2011,1154,4333,unspecified,certain,ambiguous,0
2011,1155,3939,administrateur,probable,ambiguous,0
2011,1155,4333,unspecified,certain,ambiguous,0
2011,1156,5039,gerant,certain,resolved,0
2011,1156,5040,gerant,certain,resolved,0
2011,1157,3776,gerant,certain,ambiguous,0
2011,1158,3257,gerant,certain,resolved,0
2011,1159,3939,administrateur,probable,resolved,0
2011,1159,3961,gerant|president_ca,probable,ambiguous,1
2011,1159,4333,unspecified,certain,ambiguous,0
2011,1159,5462,dg,probable,ambiguous,0
