period,tail,head,role_canonical,certainty,link_status,dissolution_observed
2009,2488,4690,gerant,certain,ambiguous,0
2009,2490,2833,pdg,certain,ambiguous,0
2009,2490,5413,administrateur,certain,ambiguous,0
2009,2491,2691,commissaire_aux_comptes,certain,ambiguous,0
2009,2491,3987,commissaire_aux_comptes,certain,ambiguous,0
2009,2491,4820,commissaire_aux_comptes,certain,ambiguous,0
2009,2491,5097,commissaire_aux_comptes,certain,ambiguous,0
2009,2492,3553,administrateur|president_ca,certain,ambiguous,0
2009,2493,2773,pdg,probable,resolved,0
2009,2496,4620,gerant,certain,resolved,0
2009,2497,5378,gerant,certain,resolved,1
2009,2498,5382,cogerant,certain,resolved,0
2009,2502,5200,gerant,certain,resolved,0
2009,2504,2668,gerant,certain,resolved,0
2009,2505,4545,gerant,certain,resolved,0
2009,2517,3701,gerant,certain,resolved,0
2009,2519,3125,gerant,certain,resolved,0
2009,2522,5217,gerant,certain,ambiguous,0
2009,2523,5390,gerant,certain,ambiguous,0
2009,2526,3942,pdg,probable,resolved,0
2009,2526,4119,administrateur_delegue,probable,ambiguous,0
2009,2526,4202,pdg,probable,resolved,0
2009,2526,4203,pdg,probable,resolved,0
2009,2526,5109,president_ca,certain,resolved,0
2009,2527,4401,pdg,certain,resolved,0
2009,2529,4278,gerant,certain,resolved,0
2009,2530,4991,gerant,certain,resolved,0
2009,2531,3105,gerant,certain,resolved,0
2009,2532,3494,gerant,certain,resolved,0
2009,2534,4296,gerant,certain,resolved,0
2009,2535,5280,gerant,certain,resolved,0
2009,2538,4218,gerant,certain,resolved,0
2009,2541,4001,dg,certain,resolved,0
2009,2542,3518,commissaire_aux_comptes,certain,resolved,0
2009,2544,2656,gerant,certain,resolved,0
2009,2545,2650,gerant,certain,resolved,0
2009,2545,5372,gerant,certain,resolved,0
2009,2546,2645,gerant,certain,resolved,0
2009,2546,2646,gerant,certain,resolved,0
2009,2546,3287,gerant,certain,resolved,0
2009,2546,4637,cogerant,certain,resolved,0
2009,2546,4785,gerant,certain,resolved,0
2009,2546,5393,gerant,certain,resolved,0
2009,2547,3306,gerant,certain,resolved,0
2009,2549,5065,gerant,certain,resolved,0
2009,2552,5288,gerant,probable,resolved,1
2009,2553,2935,gerant,probable,resolved,1
2009,2554,3025,cogerant,certain,resolved,0
2009,2555,3942,administrateur,certain,resolved,0
2009,2556,4883,gerant,certain,resolved,0
2009,2559,4796,gerant,certain,resolved,1
2009,2560,4676,gerant,certain,ambiguous,0
2009,2561,3558,gerant,certain,resolved,0
2009,2562,3061,gerant,possible,ambiguous,1
2009,2564,2813,gerant,certain,resolved,0
2009,2564,4688,dg,certain,resolved,0
2009,2565,5295,gerant,certain,ambiguous,0
2009,2566,3198,gerant,probable,resolved,1
2009,2567,3942,administrateur,certain,resolved,0
2009,2568,3966,gerant,certain,resolved,0
2009,2570,4273,gerant,certain,ambiguous,0
2009,2573,3479,gerant,certain,resolved,0
2009,2587,5114,gerant,certain,ambiguous,0
2009,2589,3028,gerant,certain,resolved,0
2009,2592,5320,president_ca,certain,resolved,0
2010,2,3375,gerant,certain,ambiguous,0
2010,5,3600,pdg,probable,ambiguous,0
2010,5,4491,gerant,possible,ambiguous,1
2010,5,4822,administrateur,probable,resolved,0
2010,5,4823,pdg,certain,resolved,0
2010,5,4958,pdg|president_ca,certain,ambiguous,0
2010,5,5402,administrateur,probable,ambiguous,0
2010,5,5410,pdg,possible,ambiguous,1
2010,5,5412,administrateur,certain,ambiguous,0
2010,6,4791,unspecified,probable,resolved,0
2010,6,4822,pdg,probable,resolved,0
2010,6,5410,dga,certain,ambiguous,0
2010,6,5412,president_ca,certain,ambiguous,0
2010,7,4791,pdg,probable,resolved,0
2010,8,4958,dga,certain,ambiguous,0
2010,8,5410,dga,certain,ambiguous,0
2010,9,4822,dga,certain,resolved,0
2010,9,5412,dg,certain,ambiguous,0
2010,9,5484,gerant,certain,ambiguous,0
2010,10,2856,administrateur|president_ca,certain,ambiguous,0
2010,10,4577,president_ca,certain,resolved,1
2010,10,5416,administrateur,certain,ambiguous,0
2010,11,4442,gerant,certain,ambiguous,0
2010,13,3674,gerant,certain,resolved,0
2010,14,2694,gerant,certain,resolved,0
2010,15,4858,gerant,certain,resolved,0
2010,17,3029,president_ca,probable,ambiguous,0
2010,18,5133,president_ca,certain,resolved,0
2010,18,5251,administrateur,probable,resolved,0
2010,19,5251,administrateur,probable,resolved,0
2010,20,3967,gerant,certain,ambiguous,0
2010,22,3102,pdg,certain,ambiguous,0
2010,23,2854,president_ca,certain,resolved,0
2010,24,2606,gerant,certain,resolved,0
2010,25,4465,unspecified,certain,resolved,0
2010,27,2757,gerant,certain,resolved,0
2010,27,3018,gerant,probable,resolved,0
2010,27,3020,gerant,probable,resolved,0
2010,27,4146,gerant,probable,resolved,0
2010,28,2615,gerant,certain,resolved,0
2010,30,4786,gerant,certain,resolved,0
2010,31,2608,gerant,certain,resolved,0
2010,33,3543,gerant,certain,resolved,0
2010,35,4465,unspecified,certain,resolved,0
2010,36,4465,unspecified,certain,resolved,0
2010,36,5010,liquidateur,certain,resolved,0
2010,36,5013,gerant,certain,resolved,0
2010,37,3181,gerant,possible,ambiguous,1
2010,38,2711,president_ca,certain,resolved,0
2010,38,2874,president_ca,certain,resolved,0
2010,38,3994,gerant,certain,resolved,1
2010,38,4758,administrateur,certain,resolved,0
2010,40,4355,president_ca,certain,resolved,0
2010,40,4758,administrateur|president_ca,certain,resolved,0
2010,42,3543,gerant,certain,resolved,0
2010,42,4355,administrateur,probable,ambiguous,1
2010,42,5458,gerant,certain,ambiguous,0
2010,43,3354,gerant,certain,resolved,0
2010,45,4948,gerant,certain,resolved,0
2010,48,4986,pdg,certain,resolved,0
2010,49,4410,president_ca,certain,resolved,0
2010,51,4410,unspecified,certain,resolved,0
2010,55,4524,gerant,certain,resolved,0
2010,57,5111,gerant,possible,ambiguous,1
2010,58,4843,pdg,certain,resolved,0
2010,58,4891,pdg,possible,resolved,1
2010,61,2752,pdg,possible,resolved,1
2010,63,4237,gerant,possible,resolved,1
2010,64,3272,gerant,certain,ambiguous,0
2010,66,3456,gerant,certain,ambiguous,0
2010,67,4488,pdg,certain,resolved,0
2010,69,5007,association_president,certain,resolved,0
2010,70,4288,dga,certain,resolved,0
2010,72,2682,president_ca,certain,resolved,0
2010,73,2679,gerant,certain,resolved,0
2010,75,3648,gerant,possible,ambiguous,1
2010,77,4510,gerant,certain,resolved,0
2010,79,4772,dg,probable,resolved,1
2010,79,4773,gerant,certain,resolved,0
2010,81,3525,gerant,certain,ambiguous,0
2010,82,2685,gerant,certain,resolved,0
2010,84,3413,gerant,certain,resolved,0
2010,85,3997,gerant,possible,resolved,1
2010,87,4507,pdg,certain,resolved,0
2010,89,4423,dg,probable,resolved,0
2010,92,4503,gerant,certain,resolved,0
2010,94,3302,gerant,probable,ambiguous,0
2010,97,4225,pdg,probable,resolved,0
2010,98,4281,gerant,certain,resolved,0
2010,99,3921,president_ca,certain,resolved,0
2010,99,4126,pdg|unspecified,certain,resolved,0
2010,101,3783,gerant,certain,resolved,0
2010,101,3946,commissaire_aux_comptes,certain,resolved,0
2010,103,2701,dg,certain,ambiguous,0
2010,103,3698,dg,certain,ambiguous,0
2010,103,4541,dg,certain,resolved,0
2010,103,5226,dg,certain,resolved,0
2010,104,2762,gerant,certain,resolved,0
2010,104,3376,gerant,possible,resolved,1
2010,104,5353,gerant,certain,resolved,0
2010,106,2712,gerant,certain,resolved,0
2010,107,4927,administrateur|president_ca,certain,ambiguous,0
2010,107,5257,administrateur|president_ca,certain,resolved,0
2010,108,4754,gerant,certain,resolved,1
2010,108,5035,gerant,certain,ambiguous,0
2010,109,4575,gerant,certain,resolved,0
2010,112,5502,secretaire_general,certain,resolved,0
2010,114,5478,dg,certain,ambiguous,0
2010,115,3201,gerant,certain,ambiguous,0
2010,117,5239,administrateur,probable,ambiguous,0
2010,117,5444,administrateur,certain,ambiguous,0
2010,119,2754,cogerant,certain,resolved,0
2010,122,4259,pdg,certain,resolved,0
2010,129,2780,gerant,certain,ambiguous,0
2010,130,3372,gerant,certain,ambiguous,0
2010,131,3875,gerant,certain,resolved,0
2010,132,2778,gerant,certain,ambiguous,0
2010,133,2779,pdg,probable,resolved,0
2010,133,3781,association_president,certain,resolved,0
2010,133,4056,pdg,certain,resolved,0
2010,133,4645,gerant,certain,ambiguous,0
2010,133,4655,pdg,certain,resolved,0
2010,133,5079,dg,certain,resolved,0
2010,133,5181,administrateur|president_ca,certain,resolved,0
2010,133,5331,dg,probable,resolved,0
2010,134,5331,administrateur|association_president,probable,ambiguous,0
2010,135,3519,gerant,certain,ambiguous,0
2010,135,4013,gerant,certain,ambiguous,0
2010,136,5079,unspecified,certain,resolved,0
2010,136,5181,administrateur,certain,resolved,0
2010,137,2861,gerant,certain,ambiguous,1
2010,138,2688,president_ca,certain,resolved,0
2010,139,3781,dg,certain,resolved,0
2010,139,4655,unspecified,certain,resolved,0
2010,139,5181,administrateur,certain,ambiguous,0
2010,140,3495,gerant,certain,resolved,0
2010,141,3183,gerant,certain,resolved,0
2010,143,4557,gerant,certain,resolved,0
2010,144,3187,gerant,possible,ambiguous,1
2010,148,3798,member|unspecified,certain,ambiguous,0
2010,148,5146,administrateur,probable,ambiguous,0
2010,154,3609,gerant,certain,ambiguous,0
2010,154,3964,gerant,certain,ambiguous,0
2010,155,3541,dg|dga,certain,ambiguous,0
2010,156,2884,gerant,certain,resolved,0
2010,157,3510,gerant,certain,resolved,0
2010,158,4637,gerant,certain,ambiguous,0
2010,159,3885,dg,certain,resolved,0
2010,159,4645,dg,certain,ambiguous,0
2010,161,2994,pdg,certain,resolved,0
2010,162,3276,gerant,certain,ambiguous,0
2010,162,4469,dg,certain,resolved,0
2010,163,5427,administrateur,probable,ambiguous,0
2010,164,3330,gerant,certain,resolved,0
2010,164,3920,gerant,certain,resolved,0
2010,166,3727,dg,certain,resolved,0
2010,167,4110,gerant,certain,resolved,0
2010,168,3449,gerant,certain,resolved,0
2010,170,4696,gerant,certain,resolved,0
2010,171,3812,gerant,certain,resolved,0
2010,171,3813,gerant,probable,resolved,0
2010,171,4279,gerant,certain,ambiguous,0
2010,171,4486,gerant,probable,ambiguous,0
2010,172,5048,associe,certain,resolved,0
2010,173,3664,gerant,certain,resolved,0
2010,177,3605,gerant,certain,ambiguous,0
2010,178,5502,member,certain,resolved,0
2010,179,2637,gerant,certain,ambiguous,0
2010,181,3310,gerant,probable,resolved,0
2010,182,4233,unspecified,certain,resolved,0
2010,183,3931,pdg|unspecified,certain,resolved,0
2010,184,3818,cogerant,certain,resolved,0
2010,186,4057,gerant,certain,resolved,0
2010,188,2846,gerant,possible,resolved,1
2010,189,4677,dg,possible,resolved,1
2010,190,3611,gerant,certain,resolved,0
2010,191,4826,president_ca,certain,resolved,0
2010,192,3401,gerant,certain,ambiguous,0
2010,197,4781,gerant,certain,resolved,0
2010,199,2905,gerant,certain,resolved,0
2010,199,3024,administrateur,certain,resolved,0
2010,199,3047,unspecified,probable,resolved,0
2010,199,3729,dg,probable,resolved,0
2010,199,3889,gerant,certain,resolved,0
2010,199,4195,administrateur|pdg,certain,resolved,0
2010,199,4815,gerant,certain,resolved,0
2010,199,4833,gerant,probable,resolved,1
2010,199,5106,president_ca,probable,resolved,0
2010,199,5232,administrateur,probable,ambiguous,0
2010,199,5401,dg,probable,ambiguous,0
2010,199,5444,pdg,certain,ambiguous,0
2010,200,5232,administrateur,probable,ambiguous,0
2010,200,5239,pdg,certain,resolved,0
2010,201,2708,pdg,certain,resolved,0
2010,201,3045,gerant,certain,resolved,0
2010,201,3047,pdg,certain,resolved,0
2010,201,3132,pdg,certain,resolved,0
2010,201,3133,pdg|unspecified,certain,resolved,0
2010,201,3135,pdg,certain,ambiguous,0
2010,201,3729,president_ca,probable,resolved,0
2010,201,4643,commissaire_aux_comptes,probable,resolved,0
2010,201,4645,pdg,certain,ambiguous,0
2010,201,4949,gerant,certain,resolved,0
2010,201,5176,gerant,certain,resolved,0
2010,201,5232,pdg,certain,ambiguous,0
2010,201,5401,president_ca,probable,ambiguous,0
2010,201,5460,pdg,certain,ambiguous,0
2010,202,3857,pdg,certain,resolved,0
2010,203,4327,unspecified,certain,ambiguous,0
2010,205,3002,administrateur,certain,ambiguous,0
2010,206,2957,unspecified,certain,ambiguous,0
2010,214,2853,administrateur,certain,resolved,0
2010,216,2667,president_ca,certain,ambiguous,0
2010,217,2667,dga,certain,ambiguous,0
2010,218,4918,administrateur,certain,resolved,0
2010,224,4267,gerant,certain,resolved,0
2010,226,4233,unspecified,certain,resolved,0
2010,227,4233,unspecified,certain,resolved,0
2010,228,4233,unspecified,certain,ambiguous,0
2010,229,3212,gerant,certain,ambiguous,0
2010,232,3202,gerant,certain,resolved,0
2010,233,5229,gerant,probable,resolved,0
2010,234,5007,dg|pdg,certain,resolved,0
2010,235,5026,administrateur|administrateur_delegue,certain,ambiguous,0
2010,237,3691,association_president,certain,resolved,0
2010,238,3541,president_ca|unspecified,certain,resolved,0
2010,238,4544,pdg,certain,resolved,0
2010,240,5100,gerant,certain,resolved,0
2010,241,5437,gerant,probable,ambiguous,1
2010,242,2953,dg|pdg,certain,resolved,0
2010,242,4346,dg,certain,ambiguous,1
2010,243,2953,administrateur,certain,resolved,0
2010,244,2953,dga,certain,resolved,0
2010,244,4346,dga,certain,ambiguous,0
2010,245,2951,gerant,certain,resolved,0
2010,245,2973,gerant,certain,resolved,0
2010,246,2641,gerant,certain,resolved,0
2010,247,4247,cogerant,certain,resolved,0
2010,249,5014,dg,certain,resolved,0
2010,251,3597,gerant,certain,resolved,0
2010,255,3848,gerant,certain,resolved,0
2010,256,4625,pdg|unspecified,probable,resolved,0
2010,259,3453,gerant,certain,resolved,0
2010,259,5136,dg,possible,resolved,1
2010,260,4625,unspecified,probable,resolved,0
2010,261,4625,unspecified,probable,resolved,0
2010,262,2878,gerant,certain,ambiguous,0
2010,265,5396,sous_directeur,certain,ambiguous,0
2010,266,2624,gerant,certain,ambiguous,0
2010,267,3393,gerant,certain,ambiguous,0
2010,270,3775,unspecified,probable,resolved,0
2010,270,5251,administrateur,probable,resolved,0
2010,272,3177,gerant,certain,ambiguous,1
2010,273,3295,pdg,certain,ambiguous,0
2010,273,4807,administrateur|pdg,certain,resolved,0
2010,275,3637,pdg,certain,resolved,0
2010,276,3890,commissaire_aux_comptes|dga,certain,resolved,0
2010,278,3887,pdg,certain,ambiguous,0
2010,278,4656,administrateur,certain,ambiguous,0
2010,278,4830,pdg,certain,resolved,0
2010,279,4860,gerant,certain,ambiguous,1
2010,280,4164,gerant,certain,ambiguous,0
2010,281,4356,gerant,certain,resolved,0
2010,282,4082,dg,certain,ambiguous,0
2010,283,3134,administrateur,probable,ambiguous,0
2010,283,3879,administrateur|president_ca,probable,ambiguous,0
2010,284,4900,gerant,certain,resolved,0
2010,285,2663,association_president,certain,resolved,0
2010,285,2665,association_president|gerant,certain,resolved,0
2010,285,2671,pdg,certain,resolved,0
2010,285,2701,association_president,certain,resolved,0
2010,285,3965,administrateur,certain,resolved,0
2010,285,4609,pdg,certain,ambiguous,0
2010,285,5226,association_president,certain,resolved,0
2010,285,5426,president_ca,certain,ambiguous,0
2010,286,3266,pdg,certain,resolved,0
2010,286,4535,unspecified,certain,resolved,0
2010,286,5189,president_ca,certain,resolved,0
2010,286,5425,pdg,certain,ambiguous,0
2010,287,3484,gerant,certain,resolved,0
2010,287,5173,gerant,certain,resolved,0
2010,289,3830,administrateur,certain,ambiguous,0
2010,291,5189,dg,certain,ambiguous,0
2010,293,2768,dg,possible,resolved,1
2010,295,4595,administrateur|president_ca,certain,ambiguous,0
2010,296,4743,gerant,certain,resolved,0
2010,297,2881,gerant,certain,resolved,0
2010,298,5395,dga,certain,ambiguous,1
2010,299,3144,gerant,certain,resolved,0
2010,300,2648,gerant,certain,ambiguous,0
2010,301,3038,association_president,certain,ambiguous,0
2010,302,3036,pdg,certain,resolved,0
2010,303,4722,gerant,certain,resolved,1
2010,307,2880,gerant,certain,resolved,0
2010,309,3830,pdg,certain,ambiguous,0
2010,309,4535,unspecified,certain,resolved,0
2010,309,5425,administrateur,certain,ambiguous,0
2010,310,2840,pdg,certain,ambiguous,0
2010,310,5237,pdg,certain,resolved,0
2010,311,5237,administrateur,certain,ambiguous,0
2010,312,2804,association_president,certain,resolved,0
2010,312,2990,pdg,certain,ambiguous,0
2010,312,3389,gerant,certain,resolved,0
2010,312,3632,gerant,probable,ambiguous,1
2010,312,4003,gerant,probable,ambiguous,1
2010,313,2954,president_ca,certain,resolved,0
2010,313,3012,association_president,certain,resolved,0
2010,313,4306,president_ca,certain,resolved,0
2010,316,3990,administrateur|dg,certain,resolved,1
2010,318,3435,administrateur,probable,ambiguous,1
2010,319,4188,dg,certain,resolved,0
2010,320,2611,pdg,certain,resolved,0
2010,320,4386,administrateur,probable,resolved,0
2010,320,4929,administrateur,probable,resolved,0
2010,321,2882,gerant,certain,ambiguous,0
2010,322,2870,gerant,probable,ambiguous,1
2010,325,4231,dg,certain,resolved,0
2010,326,5209,gerant,certain,resolved,0
2010,328,5069,gerant,certain,resolved,0
2010,332,5308,gerant,certain,resolved,0
2010,333,3122,gerant,possible,resolved,1
2010,334,2846,gerant,possible,resolved,1
2010,335,5335,gerant,certain,resolved,0
2010,336,2831,administrateur,probable,resolved,0
2010,337,5470,pdg,probable,ambiguous,0
2010,338,3786,gerant,certain,resolved,0
2010,340,4470,gerant,probable,resolved,1
2010,341,4313,gerant,certain,resolved,0
2010,342,2904,gerant,certain,ambiguous,0
2010,343,2684,gerant,certain,resolved,1
2010,345,2802,dg,certain,ambiguous,0
2010,346,3077,gerant,certain,resolved,0
2010,349,5225,gerant,probable,resolved,1
2010,351,3555,gerant,certain,resolved,0
2010,353,3630,president_ca,probable,resolved,0
2010,353,5445,gerant,certain,ambiguous,0
2010,353,5457,dg,certain,ambiguous,0
2010,354,5445,gerant,certain,ambiguous,0
2010,354,5457,administrateur,certain,ambiguous,0
2010,360,4301,administrateur,certain,resolved,0
2010,362,4301,administrateur,certain,resolved,0
2010,363,4301,administrateur,certain,resolved,0
2010,364,4756,president_ca,certain,resolved,0
2010,366,4005,gerant,certain,resolved,0
2010,368,4185,gerant,possible,ambiguous,1
2010,373,3990,administrateur,certain,resolved,0
2010,375,3056,gerant,certain,resolved,0
2010,377,3099,gerant,certain,resolved,0
2010,378,3476,gerant,certain,resolved,1
2010,380,3925,gerant,certain,ambiguous,0
2010,381,4469,vice_president,certain,resolved,0
2010,382,4229,gerant,certain,resolved,0
2010,383,3210,gerant,probable,ambiguous,1
2010,384,3143,pdg,possible,resolved,1
2010,385,4367,gerant,certain,ambiguous,0
2010,386,3093,dg,certain,resolved,0
2010,387,3990,administrateur,certain,resolved,0
2010,389,3103,pdg,certain,resolved,0
2010,390,2887,cogerant|gerant,certain,resolved,1
2010,391,3488,gerant,certain,resolved,0
2010,393,5400,unspecified,certain,resolved,0
2010,395,3688,commissaire_aux_comptes|pdg,certain,resolved,0
2010,396,4300,dga,certain,resolved,0
2010,397,2733,representant,certain,resolved,0
2010,398,2852,dga,certain,ambiguous,1
2010,398,3101,dga,certain,resolved,0
2010,398,3820,dga,certain,ambiguous,1
2010,398,3823,dga,certain,ambiguous,1
2010,398,4328,dga,probable,ambiguous,1
2010,398,5074,dga,certain,ambiguous,1
2010,398,5076,dga|unspecified,certain,resolved,1
2010,398,5083,dga,certain,ambiguous,1
2010,398,5450,dga,probable,ambiguous,1
2010,399,4300,dg,certain,resolved,0
2010,399,5454,administrateur,probable,ambiguous,0
2010,401,4556,gerant,certain,ambiguous,0
2010,402,5349,gerant,certain,resolved,0
2010,403,3131,pdg,certain,resolved,0
2010,403,4644,dga,certain,resolved,0
2010,403,5111,gerant,certain,ambiguous,0
2010,403,5349,cogerant,certain,resolved,0
2010,405,3209,administrateur,probable,resolved,0
2010,406,4365,administrateur,certain,resolved,0
2010,407,4365,administrateur|pdg,certain,resolved,0
2010,408,3817,gerant,certain,ambiguous,0
2010,413,2966,pdg,certain,resolved,0
2010,413,2994,pdg,probable,resolved,1
2010,413,4831,administrateur|pdg,certain,resolved,0
2010,414,4252,gerant,certain,ambiguous,0
2010,415,2966,administrateur,certain,resolved,0
2010,415,4831,administrateur,certain,resolved,0
2010,417,5003,gerant,certain,ambiguous,0
2010,418,3178,gerant,certain,resolved,0
2010,419,4831,administrateur,certain,resolved,0
2010,420,5380,dg,certain,resolved,1
2010,423,2962,administrateur,certain,resolved,0
2010,426,2593,gerant,certain,resolved,0
2010,426,5332,gerant,certain,resolved,0
2010,427,2915,gerant,certain,resolved,0
2010,427,3226,gerant,certain,resolved,0
2010,427,3342,gerant,certain,resolved,0
2010,427,3975,gerant,certain,resolved,0
2010,427,4658,gerant,certain,resolved,0
2010,427,5147,dg,certain,resolved,0
2010,428,5147,president_ca,certain,resolved,0
2010,431,4349,gerant,certain,resolved,0
2010,432,2937,cogerant,certain,resolved,0
2010,432,4147,gerant,certain,resolved,0
2010,432,4212,gerant,certain,resolved,0
2010,432,4213,gerant,certain,resolved,0
2010,435,4415,gerant,certain,resolved,0
2010,437,3995,administrateur,possible,resolved,1
2010,439,2995,administrateur,probable,resolved,0
2010,439,5411,administrateur,probable,ambiguous,0
2010,440,2995,administrateur|pdg,probable,resolved,0
2010,441,2995,administrateur,probable,resolved,0
2010,441,5411,administrateur,probable,ambiguous,0
2010,442,2789,gerant,probable,resolved,0
2010,444,3932,gerant,certain,resolved,0
2010,446,3121,gerant,certain,resolved,0
2010,453,2738,dga,certain,ambiguous,0
2010,454,3408,gerant,certain,ambiguous,0
2010,455,4855,dga,certain,resolved,0
2010,456,3912,cogerant,probable,ambiguous,0
2010,456,4980,gerant,certain,ambiguous,0
2010,457,5298,gerant,certain,resolved,0
2010,458,5300,gerant,certain,resolved,0
2010,461,4162,representant,certain,ambiguous,0
2010,467,4029,gerant,certain,resolved,1
2010,468,5398,dg,certain,resolved,0
2010,469,3618,gerant,certain,ambiguous,1
2010,470,3965,commissaire_aux_comptes,certain,resolved,0
2010,470,5170,commissaire_aux_comptes,certain,resolved,0
2010,472,5502,member,certain,resolved,0
2010,479,5033,pdg,certain,resolved,0
2010,480,3924,gerant,probable,resolved,1
2010,481,3924,gerant,probable,resolved,1
2010,482,3798,member,certain,resolved,0
2010,484,4019,gerant,certain,resolved,0
2010,485,2710,gerant,certain,resolved,0
2010,486,5233,gerant,certain,resolved,0
2010,487,3579,pdg,certain,resolved,0
2010,488,3563,gerant,certain,resolved,0
2010,490,4136,pdg,certain,resolved,0
2010,490,5000,gerant,certain,resolved,0
2010,491,5261,gerant,certain,resolved,0
2010,492,3097,gerant,certain,resolved,0
2010,493,3800,cogerant,certain,resolved,0
2010,497,5328,pdg,certain,resolved,0
2010,500,5376,administrateur,probable,ambiguous,0
2010,501,2651,administrateur,probable,resolved,0
2010,501,5368,administrateur,probable,resolved,0
2010,501,5369,administrateur,probable,resolved,0
2010,501,5373,administrateur,probable,resolved,0
2010,502,2651,administrateur,probable,resolved,0
2010,502,5368,administrateur,probable,resolved,0
2010,502,5369,administrateur,probable,resolved,0
2010,502,5373,administrateur,probable,resolved,0
2010,502,5376,administrateur,probable,ambiguous,0
2010,503,2651,administrateur,probable,resolved,0
2010,503,5368,administrateur,probable,resolved,0
2010,503,5369,administrateur,probable,resolved,0
2010,503,5373,administrateur,probable,resolved,0
2010,505,5377,administrateur,certain,resolved,0
2010,506,5377,administrateur,certain,resolved,0
2010,507,2651,administrateur,probable,resolved,0
2010,507,5368,administrateur,probable,resolved,0
2010,507,5369,administrateur,probable,resolved,0
2010,507,5373,administrateur,probable,resolved,0
2010,507,5376,administrateur,probable,ambiguous,0
2010,510,3740,gerant,certain,resolved,0
2010,511,2936,gerant,certain,resolved,0
2010,512,3140,administrateur,certain,resolved,0
2010,514,5191,gerant,certain,ambiguous,0
2010,517,4059,gerant,certain,resolved,0
2010,518,4853,gerant,certain,resolved,0
2010,518,4854,gerant,certain,resolved,0
2010,521,3864,gerant,certain,resolved,0
2010,524,2825,gerant,certain,ambiguous,0
2010,525,3242,gerant,certain,resolved,0
2010,527,2761,gerant,certain,resolved,0
2010,528,3995,administrateur,possible,ambiguous,1
2010,535,3854,gerant,certain,resolved,0
2010,536,3718,dga|pdg,certain,resolved,0
2010,537,5418,gerant,certain,ambiguous,0
2010,538,2916,dg,possible,resolved,1
2010,540,2629,administrateur,certain,resolved,0
2010,540,5228,administrateur,certain,ambiguous,0
2010,543,4382,gerant,certain,resolved,0
2010,544,4996,gerant,certain,resolved,0
2010,545,4709,gerant,certain,resolved,1
2010,546,3285,gerant,certain,resolved,0
2010,547,3753,actionnaire,certain,resolved,0
2010,548,4694,administrateur,certain,ambiguous,0
2010,548,5477,administrateur,certain,ambiguous,0
2010,549,4467,president_ca,certain,resolved,1
2010,549,5477,administrateur,certain,ambiguous,0
2010,550,3751,gerant,certain,resolved,0
2010,551,5477,administrateur,certain,ambiguous,0
2010,553,4797,dg,certain,resolved,0
2010,554,2934,gerant,certain,resolved,0
2010,556,5396,sous_directeur,certain,ambiguous,0
2010,557,2944,gerant,certain,resolved,0
2010,558,5350,gerant,certain,resolved,0
2010,560,5236,administrateur|pdg,certain,ambiguous,0
2010,561,5394,gerant,certain,resolved,0
2010,562,3968,dg,certain,resolved,0
2010,564,3881,pdg,certain,resolved,0
2010,564,4537,gerant,certain,resolved,0
2010,565,2659,gerant,possible,resolved,1
2010,565,2664,president_ca,possible,resolved,1
2010,565,3013,association_president,certain,resolved,0
2010,565,3235,association_president,certain,resolved,0
2010,565,3576,administrateur,certain,resolved,0
2010,565,3819,administrateur,certain,resolved,0
2010,567,3366,pdg,probable,resolved,0
2010,567,3387,gerant,probable,resolved,0
2010,567,4723,gerant,certain,resolved,0
2010,567,5138,gerant,certain,resolved,0
2010,567,5139,gerant,probable,resolved,1
2010,568,2865,gerant,certain,resolved,0
2010,570,3463,pdg,certain,resolved,0
2010,572,2659,gerant,certain,resolved,0
2010,572,3827,pdg,certain,resolved,0
2010,572,5074,administrateur,certain,ambiguous,0
2010,574,2945,gerant,certain,ambiguous,0
2010,575,3172,administrateur|pdg,certain,resolved,0
2010,576,3173,gerant,possible,ambiguous,1
2010,576,3417,gerant,certain,resolved,0
2010,578,4604,administrateur,probable,resolved,1
2010,581,5475,gerant,probable,ambiguous,1
2010,582,2642,unspecified,certain,ambiguous,0
2010,583,3402,gerant,certain,resolved,0
2010,584,2642,president_ca|unspecified,certain,ambiguous,0
2010,585,3829,dga,certain,resolved,0
2010,586,2636,pdg,certain,resolved,0
2010,589,3240,gerant,certain,resolved,0
2010,590,2642,dg|unspecified,certain,ambiguous,0
2010,591,3923,president_ca|unspecified,certain,ambiguous,0
2010,592,4861,representant,certain,resolved,0
2010,594,4771,gerant,certain,resolved,0
2010,598,2948,gerant,certain,resolved,0
2010,599,4347,pdg,certain,resolved,0
2010,601,3986,gerant,certain,resolved,0
2010,602,5340,pdg,certain,resolved,0
2010,603,5399,unspecified,certain,resolved,0
2010,604,3990,administrateur,certain,resolved,0
2010,605,5020,gerant,certain,resolved,0
2010,606,4043,gerant,certain,resolved,1
2010,608,4671,gerant,certain,resolved,0
2010,609,4842,administrateur,certain,ambiguous,0
2010,609,4923,dga,certain,ambiguous,0
2010,610,4842,administrateur,certain,resolved,0
2010,610,4923,administrateur,certain,resolved,0
2010,610,5466,dg,probable,ambiguous,1
2010,614,3947,president_ca,certain,resolved,0
2010,614,4845,president_ca,certain,resolved,0
2010,615,5466,administrateur,certain,ambiguous,0
2010,617,4042,gerant,certain,resolved,0
2010,620,5334,president_ca,certain,resolved,0
2010,621,3160,gerant,certain,resolved,0
