family_a,family_b,period,marriages,marriages_cumulative,first_period
Abdeljaoued,Gmati,1950,1,1,1950
Abdeljaoued,Guéry,1950,1,1,1950
Abdeljaoued,Mlaiki,1950,1,1,1950
Abdeljaoued,Saadaoui,1950,1,1,1950
Abdeljawad,Amor,1950,1,1,1950
Abdelkafi,Belhouane,1950,1,1,1950
Abdelkafi,Romdhane,1950,1,1,1950
Abdelkafi,Salah,1950,1,2,1925
Abdelkafi,Smida,1950,1,1,1950
Abdelkafi,Zbidi,1950,1,1,1950
Abdelmoula,Bouslama,1950,1,1,1950
Abdelmoula,Louati,1950,1,1,1950
Abdelmoula,Sellami,1950,1,1,1950
Abdelmoumen,Ateb,1950,1,1,1950
Abdelmoumen,Khamassi,1950,1,1,1950
Abdelmoumen,ناجي,1950,1,1,1950
Abdennebi,Bessrour,1950,1,1,1950
Abdennebi,Hayder,1950,1,1,1950
Abdennebi,Kallel,1950,1,1,1950
Abdennebi,Mersni,1950,1,1,1950
Abdennebi,Pellé,1950,1,1,1950
Abderrazak,Belochi,1950,1,1,1950
Abderrazak,Bey,1950,1,1,1950
Abdessamad,Zid,1950,1,1,1950
Abed,Kolsi,1950,1,1,1950
Abed,Maaref,1950,1,1,1950
Abed,Mghirbi,1950,1,1,1950
Abid,Farah,1950,1,1,1950
Abid,Jamoussi,1950,1,1,1950
Abid,Kammoun,1950,1,1,1950
Abid,Katlane,1950,1,1,1950
Abid,Kourda,1950,1,1,1950
Abid,Siala,1950,1,1,1950
Abid,Triki,1950,1,1,1950
Abid,Zouhir,1950,1,1,1950
Abittan,Bey,1950,1,1,1950
Accacha,Haddad,1950,1,1,1950
Ach,Karoui,1950,1,1,1950
Achour,Ammar,1950,1,1,1950
Achour,Denguezli,1950,1,1,1950
Achour,Hachani,1950,1,1,1950
Achour,Jegham,1950,1,1,1950
Achour,Ketari,1950,1,1,1950
Achour,Mrad,1950,1,2,1925
Adjerit,Larguèche,1950,1,1,1950
Affroun,Haddad-Parfait,1950,1,1,1950
Ahmed,Latiri,1950,1,1,1950
Aidoudi,Saada,1950,1,1,1950
Aissa,Ammar,1950,1,1,1950
Aissa,Bellamine,1950,1,1,1950
Aissa,Bsiri,1950,1,1,1950
Aissa,Darghouth,1950,1,1,1950
Aissa,Lachnani,1950,1,1,1950
Aissa,Maaref,1950,1,1,1950
Aissa,Mahfoudh,1950,1,1,1950
Ali,Ayed,1950,1,1,1950
Ali,Chiboub,1950,1,1,1950
Ali,Madani,1950,1,1,1950
Ali,Refaï,1950,1,1,1950
Ali,Yahmed,1950,1,1,1950
Ali,Zarrouk,1950,1,1,1950
Alila,Mrad,1950,1,1,1950
Allain,Tebourbi,1950,1,1,1950
Allani,Alouini,1950,1,1,1950
Alouini,Bayoudh,1950,1,1,1950
Alouini,Ghenima,1950,1,1,1950
Alouini,Jomaa,1950,1,1,1950
Alouini,Malouche,1950,1,1,1950
Alouini,Mansour,1950,1,1,1950
Alouini,Venslauskaite,1950,1,1,1950
Amamou,Balti,1950,1,1,1950
Amara,Bey,1950,1,1,1950
Amara,Letaïef,1950,1,1,1950
Amarni,Sedrine,1950,1,1,1950
Amimi,Jelili,1950,1,1,1950
Amira,Bey,1950,1,1,1950
Ammar,Bellagha,1950,1,1,1950
Ammar,Gaied,1950,1,1,1950
Ammar,Ghrib,1950,1,1,1950
Ammar,Hafsi,1950,1,1,1950
Ammar,Jamel,1950,1,1,1950
Ammar,Kacem,1950,1,1,1950
Ammar,Khaznaji,1950,1,1,1950
Ammar,Mamlouk,1950,1,1,1950
Ammar,Mrad,1950,1,1,1950
Ammar,Rassaa,1950,1,1,1950
Ammar,Sedrine,1950,1,2,1900
Ammar,Soltane,1950,1,1,1950
Amor,Bouraoui,1950,1,1,1950
Amor,Chaari,1950,1,2,1875
Amor,Chiboub,1950,1,1,1950
Amor,Kacem,1950,1,1,1950
Amor,Zarouane,1950,1,1,1950
Amraoui,Mokdad,1950,1,1,1950
Anane,Bahroun,1950,1,1,1950
Anane,Boujemaa,1950,1,1,1950
Annabi,Bahri,1950,1,1,1950
Annabi,Bouhaouala,1950,1,1,1950
Annabi,Essebsi,1950,1,1,1950
Annabi,Kassar,1950,1,1,1950
Annabi,Slimane,1950,1,1,1950
Arbia,Mrad,1950,1,1,1950
Arfa,Cherif,1950,1,1,1950
Arfa,Denguezli,1950,1,1,1950
Arfa,Jaafar,1950,1,1,1950
Ariguib,Saad,1950,1,1,1950
Arous,Hachani,1950,1,1,1950
Asli,Bennani,1950,1,1,1950
Asli,Gafsi,1950,1,1,1950
Asli,Khaled,1950,1,1,1950
Asli,Laribi,1950,1,1,1950
Asli,Tebourbi,1950,1,1,1950
Asmi,Azizi,1950,1,1,1950
Asses,Hayder,1950,1,1,1950
Asses,Mehiri,1950,1,1,1950
Atallah,Dhif,1950,1,1,1950
Atallah,Mrabet,1950,1,2,1925
Attaoui,Glenza,1950,1,1,1950
Attia,Jamel,1950,1,1,1950
Attia,Ketari,1950,1,1,1950
Attia,Touzani,1950,1,1,1950
Ayachi,Chiboub,1950,1,1,1950
Ayadi,Bey,1950,1,1,1950
Ayadi,Ellouze,1950,1,1,1950
Ayadi,Mahmoud,1950,1,1,1950
Ayadi,Oueslati,1950,1,1,1950
Ayari,Darghouth,1950,1,2,1925
Ayari,Kotrane,1950,1,2,1900
Ayari,Mustapha,1950,1,1,1950
Ayed,Baïram,1950,1,1,1950
Ayed,Bradai,1950,1,1,1950
Ayed,Chiboub,1950,1,1,1950
Ayed,Denguezli,1950,1,1,1950
Ayed,Esseghir,1950,1,1,1950
Ayed,Khelifa,1950,1,1,1950
Ayed,Ladjimi,1950,1,1,1950
Ayed,Morançais,1950,1,1,1950
Ayed,Omrane,1950,1,1,1950
Ayed,Slama,1950,1,1,1950
Ayed,Smida,1950,1,1,1950
Ayoub,Kasbi,1950,1,1,1950
Ayoub,Mabrouk,1950,1,1,1950
Ayoub,Mrad,1950,1,1,1950
Azaiez,Elloumi,1950,1,1,1950
Azaiez,Oueslati,1950,1,1,1950
Azaïez,Mrad,1950,1,1,1950
Azizi,Jouhri,1950,1,1,1950
Azouz,Bennani,1950,1,1,1950
Azouz,Dhib,1950,1,1,1950
Azouz,Erraiess,1950,1,1,1950
Azouz,Hantous,1950,1,1,1950
Azouz,Khemiri,1950,1,1,1950
Azouz,Mechim,1950,1,1,1950
Azouz,Mzah,1950,1,1,1950
Azzabi,Bey,1950,1,1,1950
Azzabi,Nakaa,1950,1,1,1950
Azzouz,Djaziri,1950,1,1,1950
Azzouz,Elloumi,1950,1,1,1950
Azzouz,Zouidi,1950,1,1,1950
Aïssa,Zerzeri,1950,1,1,1950
Aïssia,Chaari,1950,1,1,1950
Babay,Kolsi,1950,1,1,1950
Babbou,Ketari,1950,1,1,1950
Baccar,Belhouane,1950,1,1,1950
Baccouche,Essoussi,1950,1,1,1950
Bacha,Belhadj,1950,1,1,1950
Bacha,Bouslama,1950,1,1,1950
Bacha,Dhouib,1950,1,1,1950
Bahi,Snoussi,1950,1,1,1950
Bahri,Boufares,1950,1,1,1950
Bahri,Darghouth,1950,2,2,1950
Bahri,Dridi,1950,1,1,1950
Bahri,Fazaa,1950,1,1,1950
Bahri,Yedder,1950,1,1,1950
Bahroun,Hadada,1950,1,1,1950
Bahroun,Khaddar,1950,1,1,1950
Bahroun,Khayat,1950,1,1,1950
Bahroun,Marzouki,1950,1,1,1950
Baltagi,Khouini,1950,1,1,1950
Balti,Chiboub,1950,1,1,1950
Balti,Yacoubi,1950,1,1,1950
Baly,Mrad,1950,1,1,1950
Baoueb,Cherif,1950,1,1,1950
Baraket,Mouaffak,1950,1,2,1925
Bassalah,Bey,1950,1,1,1950
Bassem,Naji,1950,1,1,1950
Bauer,Zakour,1950,1,1,1950
Bedoui,Miled,1950,1,1,1950
Belajouza,Ghachem,1950,1,1,1950
Belhadj,Souayah,1950,1,1,1950
Belhadj,Tirari,1950,1,1,1950
Belhadj,Trabelsi,1950,2,2,1950
Belhadj,Zeddini,1950,1,1,1950
Belhadjamor,Hassen,1950,1,1,1950
Belhouane,Bouderba,1950,1,1,1950
Belhouane,Brahem,1950,1,1,1950
Belkacem,Salem,1950,1,1,1950
Belkadhi,Glenza,1950,1,1,1950
Belkadhi,Jegham,1950,1,1,1950
Belkadhi,Trabelsi,1950,1,1,1950
Belkahia,Mrabet,1950,1,1,1950
Belkhodja,Bey,1950,1,1,1950
Belkhodja,Chekir,1950,1,1,1950
Belkhodja,Gaâloul,1950,1,1,1950
Belkhodja,Hassine,1950,1,1,1950
Belkhodja,Khouini,1950,1,1,1950
Belkhodja,Mhirsi,1950,1,1,1950
Belkhodja,Slama,1950,1,1,1950
Bellagha,Berrachid,1950,1,1,1950
Bellalah,Jegham,1950,1,1,1950
Bellamine,Chahed,1950,1,1,1950
Bellamine,Cherif,1950,1,1,1950
Bellamine,Hafsia,1950,1,1,1950
Bellamine,Hentati,1950,1,2,1875
Bellamine,Kchouk,1950,1,1,1950
Bellamine,Kouki,1950,1,1,1950
Bellamine,Laamari,1950,1,1,1950
Belochi,Mrad,1950,1,1,1950
Bennour,Ennigrou,1950,1,1,1950
Bennour,Houissa,1950,1,1,1950
Bergaoui,Bouslama,1950,1,1,1950
Berrim,Boukardougha,1950,1,2,1925
Besbes,Chouchene,1950,1,1,1950
Besbes,Mâatouk,1950,1,1,1950
Beskok,Mrad,1950,1,1,1950
Bessaies,Mouaffak,1950,1,1,1950
Bey,Boujemaa,1950,1,1,1950
Bey,Chaouch,1950,1,1,1950
Bey,Chargui,1950,1,1,1950
Bey,Cherif,1950,1,4,1900
Bey,Danielle,1950,1,1,1950
Bey,Douik,1950,1,1,1950
Bey,Ennabli,1950,1,1,1950
Bey,Ennigrou,1950,1,1,1950
Bey,Fakhfakh,1950,1,2,1925
Bey,Gara,1950,1,7,1850
Bey,Ghali,1950,1,1,1950
Bey,Gorgi,1950,1,1,1950
Bey,Guetat,1950,1,1,1950
Bey,Hachaichi,1950,1,2,1925
Bey,Hamba,1950,1,1,1950
Bey,Helali,1950,1,1,1950
Bey,Hellali,1950,1,1,1950
Bey,Hfaïedh,1950,1,1,1950
Bey,Kaaniche,1950,1,1,1950
Bey,Kahia,1950,1,7,1825
Bey,Khalfet,1950,1,1,1950
Bey,Kortobi,1950,1,1,1950
Bey,Lajimi,1950,2,2,1950
Bey,Ledoux,1950,1,1,1950
Bey,Loubiri,1950,1,1,1950
Bey,Louzir,1950,1,1,1950
Bey,Mabire,1950,1,1,1950
Bey,Magliano,1950,1,1,1950
Bey,Maherzia,1950,1,1,1950
Bey,Martin,1950,1,1,1950
Bey,Mehaoued,1950,1,1,1950
Bey,Mejri,1950,1,1,1950
Bey,Messaadi,1950,2,2,1950
Bey,Mihoub,1950,1,1,1950
Bey,Miled,1950,1,1,1950
Bey,Mnakbi,1950,1,1,1950
Bey,Nadal,1950,1,1,1950
Bey,Nakaa,1950,1,1,1950
Bey,Nouri,1950,1,1,1950
Bey,Ramos,1950,1,1,1950
Bey,Romdhane,1950,1,1,1950
Bey,Sabbagh,1950,1,2,1925
Bey,Salama,1950,1,1,1950
Bey,Selmi,1950,1,1,1950
Bey,Shili,1950,1,1,1950
Bey,Tlili,1950,1,1,1950
Bey,Tnani,1950,1,1,1950
Bey,Zahouani,1950,1,1,1950
Bey,Zakraoui,1950,1,1,1950
Bey,Zbidi,1950,1,1,1950
Bey,Zouaoui,1950,1,2,1725
Bezdah,Jaafar,1950,1,1,1950
Beznine,Boujemaa,1950,1,1,1950
Bhouri,Guiza,1950,1,1,1950
Bhouri,Mahmoud,1950,1,1,1950
Binous,Guiza,1950,1,1,1950
Bizid,Ouanes,1950,1,1,1950
Bkalti,Tabbane,1950,1,1,1950
Blaiech,Ennigrou,1950,1,1,1950
Blaiech,Klibi,1950,1,1,1950
Bouabid,Fadhel,1950,1,1,1950
Bouaouaja,Zaghouani,1950,1,1,1950
Bouassida,Tirari,1950,1,1,1950
Bouattour,Chebbi,1950,1,1,1950
Bouattour,Dorbec,1950,1,1,1950
Bouattour,Zeineddine,1950,1,1,1950
Bouchnak,Zarrouk,1950,1,1,1950
Boudabbous,Chamakh,1950,1,1,1950
Boudabbous,Gmati,1950,1,1,1950
Boudabbous,Guetat,1950,1,1,1950
Boudabbous,Jerad,1950,1,1,1950
Boudabbous,Khemiri,1950,1,1,1950
Boudabbous,Kramer,1950,1,1,1950
Boudabbous,Morchdi,1950,1,1,1950
Boudabbous,Naouali,1950,1,1,1950
Bouderbala,Khelifa,1950,1,1,1950
Boudhina,Boulares,1950,1,1,1950
Boufares,Bourguiba,1950,1,1,1950
Boufares,Hassine,1950,1,1,1950
Boufares,Louki,1950,1,1,1950
Boufares,Mehidi,1950,1,1,1950
Boughanmi,Salah,1950,1,1,1950
Boughedir,Jelili,1950,1,1,1950
Bouhachem,Guebila,1950,1,1,1950
Bouhachem,Meherzi,1950,1,1,1950
Bouhejba,Hayder,1950,1,1,1950
Bouhejba,Letaïef,1950,1,1,1950
Bouhejba,Zbouna,1950,1,1,1950
Bouhlila,Glenza,1950,1,1,1950
Boujbel,Khouja,1950,1,1,1950
Boujemaa,Ghorbel,1950,1,1,1950
Boujemaa,Ladgham,1950,1,1,1950
Boujemaa,Miled,1950,1,1,1950
Boukef,Cherif,1950,1,1,1950
Boukef,Jaafar,1950,1,2,1900
Bouraoui,Ghoul,1950,1,1,1950
Bouratbine,Saidi,1950,1,1,1950
Bourguiba,Kacem,1950,1,1,1950
Bourigua,Turkia,1950,1,1,1950
Bouslama,Chakroun,1950,1,1,1950
Bouslama,Romdhane,1950,1,1,1950
Bouslama,Zid,1950,1,1,1950
Boussen,Khaddar,1950,1,1,1950
Boutara,Sghaier,1950,1,1,1950
Bouzakoura,Hamza,1950,1,1,1950
Bouzakoura,Jerbi,1950,1,1,1950
Braham,Chedli,1950,1,1,1950
Brigui,Tounsi,1950,1,1,1950
Chaabane,Elloumi,1950,1,1,1950
Chaabane,Jelili,1950,1,1,1950
Chaabane,Lamine,1950,1,1,1950
Chaabane,Miled,1950,1,1,1950
Chaabane,Yahia,1950,1,1,1950
Chaabane,Yahmed,1950,1,1,1950
Chaar,Cherif,1950,1,1,1950
Chaar,Karoui,1950,1,1,1950
Chaari,Driss,1950,1,1,1950
Chaari,Miled,1950,1,2,1900
Chaari,Ouertani,1950,1,1,1950
Chadou,Daoud,1950,1,1,1950
Chadou,Mahmoud,1950,1,2,1925
Chagouani,Troudi,1950,1,1,1950
Chahed,Dahmouni,1950,1,1,1950
Chahed,Mhedhbi,1950,1,1,1950
Chahed,Rassaa,1950,1,1,1950
Chaieb,Chedli,1950,1,1,1950
Chaker,Slimane,1950,1,1,1950
Chakroun,Elloumi,1950,1,1,1950
Chamakh,Khouaja,1950,1,1,1950
Chamakh,Sabbagh,1950,1,1,1950
Chamakh,Sadfi,1950,1,1,1950
Chamari,Ezzeddine,1950,1,1,1950
Chaouch,Chelbi,1950,1,1,1950
Chaouch,Mrad,1950,1,1,1950
Chaouche,Ennigrou,1950,1,1,1950
Charfi,Jaouada,1950,1,1,1950
Charfi,Miaoui,1950,1,1,1950
Charrad,Mrad,1950,1,2,1925
Charradi,Esseghir,1950,1,1,1950
Chatti,Lakhoua,1950,1,1,1950
Chatti,Youssef,1950,1,1,1950
Chaâbane,Hachicha,1950,1,1,1950
Chebbi,Khouini,1950,1,1,1950
Chebbi,Zitouna,1950,1,1,1950
Chebil,Larouchi,1950,1,1,1950
Chebil,Longo,1950,1,1,1950
Chebil,Saïed,1950,1,1,1950
Chedli,Debbiche,1950,1,1,1950
Chedli,Gharbi,1950,1,1,1950
Chedli,Rassaa,1950,1,1,1950
Chedli,Slamia,1950,1,1,1950
Chehida,Ezzine,1950,1,1,1950
Cheikh,Denguezli,1950,1,1,1950
Cheikh,Farah,1950,1,1,1950
Cheikh,Hachicha,1950,1,1,1950
Chekili,Rejab,1950,1,1,1950
Chelli,Mellouli,1950,1,1,1950
Chelli,Zouari,1950,1,1,1950
Cherichi,Hachani,1950,1,1,1950
Cherif,Dziri,1950,1,1,1950
Cherif,Hamdoun,1950,1,1,1950
Cherif,Ismail,1950,1,1,1950
Cherif,Katlane,1950,1,1,1950
Cherif,Khemir,1950,1,1,1950
Cherif,M'Rad,1950,1,1,1950
Cherif,Mahjoub,1950,1,1,1950
Cherif,Mansour,1950,1,1,1950
Cherif,Massoud,1950,1,1,1950
Cherif,Mrad,1950,1,2,1925
Cherif,Mziou,1950,1,1,1950
Cherif,Naouali,1950,1,1,1950
Cherif,Riahi,1950,1,5,1900
Cherif,Samoud,1950,1,1,1950
Cherif,Sbaouelgi,1950,1,1,1950
Cherif,Slimane,1950,1,1,1950
Cherif,Tnani,1950,1,1,1950
Cherif,Troudi,1950,1,2,1925
Cherif,Zaafrani,1950,1,3,1925
Cherif,Zakkaria,1950,1,1,1950
Cherif,Zmerli,1950,1,1,1950
Cherifa,Karrech,1950,1,1,1950
Cherifa,Ouahchi,1950,1,2,1925
Cherifa,Riahi,1950,1,1,1950
Cherifa,Turkia,1950,1,1,1950
Cheriki,Kassar,1950,1,1,1950
Chiboub,Euch,1950,1,1,1950
Chiboub,Logani,1950,1,1,1950
Chiboub,Mouelhi,1950,1,1,1950
Chiboub,Turkia,1950,1,1,1950
Chouaieb,Snoussi,1950,1,1,1950
Chouk,Khouini,1950,1,1,1950
Chrita,Lamine,1950,1,1,1950
Class,Mlouka,1950,1,1,1950
Cornu,Mahjoub,1950,1,1,1950
Dakhlaoui,Maaref,1950,1,1,1950
Dakhlaoui,Tahri,1950,1,1,1950
Damergi,Krarti,1950,1,1,1950
Darghouth,Kahia,1950,2,2,1950
Darghouth,Miled,1950,1,1,1950
Darghouth,Mokaddem,1950,1,1,1950
Darghouth,Salem,1950,1,1,1950
Darghouth,Zaouia,1950,1,1,1950
Darwazah,Gargouri,1950,1,1,1950
Dassi,Gaigi,1950,1,1,1950
Debbabi,Trimèche,1950,1,1,1950
Debbeche,Katlane,1950,1,1,1950
Dellagi,Malouche,1950,1,1,1950
Derbal,Mrad,1950,1,1,1950
Dhaoui,Mrad,1950,1,1,1950
Dhiab,Ghachem,1950,1,1,1950
Dhiaf,Klibi,1950,1,1,1950
Dhiaf,Snoussi,1950,1,1,1950
Dhiaf,Zakour,1950,1,1,1950
Dhif,Riahi,1950,1,1,1950
Dhouibi,Mghirbi,1950,1,1,1950
Dimassi,Zakour,1950,1,1,1950
Djaït,Omrane,1950,1,1,1950
Djaït,Salem,1950,1,1,1950
Djemali,Fellah,1950,1,1,1950
Djemali,Jemour,1950,1,1,1950
Djemali,Kateb,1950,1,1,1950
Djemali,Khalsi,1950,1,1,1950
Djemali,Romdhane,1950,1,1,1950
Djemali,Shiha,1950,1,1,1950
Djhane,Lamine,1950,1,1,1950
Djilani,Khanchel,1950,1,1,1950
Djilani,Mami,1950,1,1,1950
Doghri,Driss,1950,1,1,1950
Doghri,Khalsi,1950,1,1,1950
Doghri,Laouirine,1950,1,1,1950
Doghri,Trad,1950,1,1,1950
Douagi,Hanachi,1950,1,1,1950
Dougaz,Ettabaa,1950,1,1,1950
Dougaz,Ezzine,1950,1,1,1950
Driss,Kilani,1950,1,1,1950
Drissi,Katlane,1950,1,1,1950
Dupuis,Maaref,1950,1,1,1950
Dziri,Ennaifer,1950,1,1,1950
Dziri,Kallel,1950,1,1,1950
Dziri,Lejri,1950,1,1,1950
Dziri,Richez,1950,1,1,1950
Elaoud,Hached,1950,1,1,1950
Ellili,Naji,1950,1,1,1950
Elloumi,Ghoul,1950,1,1,1950
Elloumi,Kamoun,1950,1,1,1950
Elloumi,Mziou,1950,1,1,1950
Elloumi,Naji,1950,1,2,1900
Elloumi,Rekik,1950,1,1,1950
Ennabli,Kolsi,1950,1,1,1950
Ennaifer,Romdhane,1950,1,1,1950
Ennaifer,Touzani,1950,1,1,1950
Ennigrou,Ezzeddine,1950,1,1,1950
Ennigrou,Haddad,1950,1,1,1950
Ennigrou,Kabani,1950,1,1,1950
Ennigrou,Kaidi,1950,1,1,1950
Ennigrou,Karoui,1950,1,2,1900
Ennigrou,Larnaout,1950,1,1,1950
Ennigrou,Materi,1950,1,1,1950
Ennigrou,Mouscou,1950,1,1,1950
Ennigrou,Ouali,1950,1,1,1950
Ennigrou,Salem,1950,1,1,1950
Ennouri,Messaoudi,1950,1,1,1950
Ennouri,Tebourbi,1950,1,1,1950
Errais,Sanhaji,1950,1,1,1950
Errais,Triki,1950,1,1,1950
Espada,Mrad,1950,1,1,1950
Essaddam,Gorgi,1950,1,1,1950
Essadem,Labbane,1950,1,1,1950
Essafi,Kallel,1950,1,1,1950
Essafi,Rassaa,1950,1,1,1950
Essafi,Rekik,1950,1,1,1950
Essafi,Slama,1950,1,1,1950
Essebsi,Fourati,1950,1,1,1950
Essebsi,Hassen,1950,1,1,1950
Essebsi,Riahi,1950,1,1,1950
Essebsi,Salemi,1950,1,1,1950
Essebsi,Tebourbi,1950,1,1,1950
Esseghir,Hajri,1950,1,1,1950
Essid,Mbarek,1950,1,2,1925
Essid,Quintal,1950,1,1,1950
Ettabaa,Hajri,1950,1,1,1950
Ettabaa,Kharroubi,1950,1,1,1950
Ettabaa,Ksibi,1950,1,1,1950
Ettabaa,Martel,1950,1,1,1950
Ettabaa,Masmoudi,1950,1,1,1950
Ezzeddine,Khouja,1950,1,1,1950
Ezzine,Limam,1950,1,1,1950
Ezzine,Temimi,1950,1,1,1950
Fahoum,Romdhane,1950,1,1,1950
Fakher,Mahrez,1950,1,1,1950
Fakher,Sidoumou,1950,1,1,1950
Fakher,Slama,1950,1,1,1950
Fakhfakh,Mziou,1950,1,1,1950
Fallah,Helali,1950,1,1,1950
Fallah,Lamine,1950,1,1,1950
Farah,Kacem,1950,1,1,1950
Farah,Kotrane,1950,1,1,1950
Farah,Souissi,1950,1,1,1950
Farah,Zbouna,1950,1,3,1925
Farhat,Mestiri,1950,1,1,1950
Farhat,Troudi,1950,1,1,1950
Fegaier,Jamel,1950,1,1,1950
Fekih,Romdhane,1950,1,1,1950
Fendri,Kamoun,1950,1,1,1950
Fendri,Trabelsi,1950,1,1,1950
Ferchiou,Yahia,1950,1,2,1900
Ferdjioui,Tnani,1950,1,1,1950
Fersi,Mghirbi,1950,1,1,1950
Fersi,Riahi,1950,1,1,1950
Filali,Gaigi,1950,1,1,1950
Fors,Mrad,1950,1,1,1950
Fourati,Kaddour,1950,1,2,1925
Fourti,Khadhar,1950,1,1,1950
Frini,Kallel,1950,1,1,1950
Frini,Kotrane,1950,1,1,1950
Frini,Logani,1950,1,1,1950
Frini,Rais,1950,1,1,1950
Froidefond,Romdhane,1950,1,1,1950
Gaafar,Hachaichi,1950,1,1,1950
Gaigi,Larguèche,1950,1,1,1950
Gaigi,Lecoq,1950,1,1,1950
Gaigi,Paciotti,1950,1,1,1950
Gaigi,Zemni,1950,1,1,1950
Gammoudi,Lassoued,1950,1,1,1950
Gammoudi,Miaoui,1950,1,1,1950
Gannouni,Mrad,1950,1,1,1950
Gara,Mzid,1950,1,1,1950
Gastli,Khaddar,1950,2,2,1950
Gastli,Lassoued,1950,1,4,1875
Gastli,Mghirbi,1950,1,4,1925
Gastli,Msaed,1950,1,1,1950
Gazzeh,Lioui,1950,1,1,1950
Gervais,Klibi,1950,1,1,1950
Ghachem,Hedda,1950,1,2,1900
Ghachem,Yedder,1950,1,1,1950
Ghachem,Zid,1950,1,1,1950
Ghali,Kotrane,1950,1,1,1950
Ghali,Salem,1950,1,1,1950
Gharbi,Kallel,1950,1,1,1950
Gharbi,Mrad,1950,1,1,1950
Ghariani,Guellouz,1950,1,2,1925
Ghedira,Ouanes,1950,1,1,1950
Ghodhbane,Kriaa,1950,1,1,1950
Ghodhbane,Sedrine,1950,1,1,1950
Ghomrassi,Mâatouk,1950,1,1,1950
Ghorbel,Kaddour,1950,1,1,1950
Ghorbel,Siala,1950,1,1,1950
Ghoul,Kacem,1950,1,1,1950
Ghoul,Mokrani,1950,1,1,1950
Glenza,Medimagh,1950,1,1,1950
Glenza,Rejab,1950,1,1,1950
Gordah,Hamza,1950,1,1,1950
Gordah,Khenissi,1950,1,1,1950
Gordah,Sabbagh,1950,1,1,1950
Gorgi,Hidoussi,1950,1,1,1950
Gorgi,Kaddour,1950,1,1,1950
Gorkey,Landjerit,1950,1,1,1950
Gueddas,Kilani,1950,1,1,1950
Gueddas,Siala,1950,1,1,1950
Guellaty,Jaafar,1950,1,1,1950
Guellaty,Rahma,1950,1,1,1950
Guellouz,Hachani,1950,1,1,1950
Guellouz,Skouri,1950,1,1,1950
Guerbâa,Guezmir,1950,1,1,1950
Guerbâa,Spasevsky,1950,1,1,1950
Guerfal,Zarrouk,1950,1,1,1950
Guezmir,Zaghdoudi,1950,1,1,1950
Haboubi,Romdhane,1950,1,1,1950
Hachaichi,Haouari,1950,1,1,1950
Hachaichi,Jedidi,1950,1,1,1950
Hachaichi,Karoui,1950,1,1,1950
Hachaichi,Miled,1950,1,1,1950
Hachaichi,Trimèche,1950,1,1,1950
Hachani,Marouki,1950,1,1,1950
Hached,Mechim,1950,1,1,1950
Hached,Mechri,1950,1,1,1950
Hachicha,Hamida,1950,1,1,1950
Hachicha,Mziou,1950,1,1,1950
Haddad,Hassoumi,1950,1,1,1950
Haddad,Kacem,1950,1,1,1950
Hadid,Meherzi,1950,1,1,1950
Haffani,Lasram,1950,1,1,1950
Haffani,Slama,1950,1,1,1950
Hafsia,Hamida,1950,1,1,1950
Hafsia,Turkia,1950,1,1,1950
Hafsia,Youssefi,1950,1,1,1950
Hajem,Jaafoura,1950,1,1,1950
Hajri,Messaoudi,1950,1,1,1950
Hamba,Jemail,1950,1,1,1950
Hamba,Jenayah,1950,1,1,1950
Hamba,Mziou,1950,1,1,1950
Hamba,Mzoughi,1950,1,1,1950
Hamda,Kchouk,1950,1,1,1950
Hamda,Youssef,1950,1,1,1950
Hamouda,Jaafoura,1950,1,1,1950
Hamoudia,Kriaa,1950,1,1,1950
Hamza,Hantous,1950,1,1,1950
Hamza,Labbane,1950,1,1,1950
Hamza,Mrad,1950,1,1,1950
Hanachi,Hassen,1950,1,1,1950
Hanachi,Khomsi,1950,1,1,1950
Hanachi,Medelgi,1950,1,1,1950
Hanachi,Trabelsi,1950,1,1,1950
Hantous,Zanned,1950,1,1,1950
Haouet,Lorenzetti,1950,1,1,1950
Haouet,Loukil,1950,1,1,1950
Hasni,Zaied,1950,1,1,1950
Hassairi,Snoussi,1950,1,1,1950
Hassairi,Youssef,1950,1,1,1950
Hassen,Kefi,1950,1,1,1950
Hassoumi,Khadhraoui,1950,1,1,1950
Hayder,Torjemane,1950,1,1,1950
Helali,Razgallah,1950,1,1,1950
Hemlati,Mrad,1950,1,1,1950
Houas,Messaadi,1950,1,1,1950
Idir,Labbane,1950,1,1,1950
Jaafoura,Saad,1950,1,1,1950
Jaouada,Landolsi,1950,1,1,1950
Jaouada,Mabrouk,1950,1,1,1950
Jaouada,Mohsni,1950,1,1,1950
Jaouada,Nabli,1950,1,1,1950
Jaouada,Zaghouani,1950,1,1,1950
Jaouada,Zekri,1950,1,1,1950
Jebari,Mrad,1950,1,1,1950
Jed,Zouhir,1950,1,1,1950
Jegham,Letaïef,1950,1,1,1950
Jegham,Logani,1950,1,1,1950
Jelili,Salah,1950,1,1,1950
Jemaa,Meziou,1950,1,1,1950
Jemai,Tahenti,1950,1,1,1950
Jemail,Salah,1950,1,1,1950
Jemiaa,Trabelsi,1950,1,1,1950
Jerad,Touzani,1950,1,1,1950
Jomni,Kchouk,1950,1,1,1950
Jonsson,Meherzi,1950,1,1,1950
Kaafar,Mrabet,1950,1,1,1950
Kabani,Zbouna,1950,1,1,1950
Kacem,Othman,1950,1,1,1950
Kacem,Schneider,1950,1,1,1950
