issue_uid,collection,language,year,issue,md_url,pdf_url,viewer_url,pdf_size_bytes,http_status,content_type,bytes,sha256,etag_md5,etag_matches_body,n_pages,arabic_char_frac,script_lang,status,local_path,fetched_at,attempts,error
annonces-legales/fr/2006/075,annonces-legales,fr,2006,075,https://ocr.jort.tn/annonces-legales/fr/2006/075.md,https://lake.jort.tn/annonces-legales/fr/2006/075.pdf,https://jort.tn/view/annonces-legales/fr/2006/075,1640035,404,text/html,,,,,,,,missing,data/raw/annonces-legales/fr/2006/075.md,2026-09-12T13:35:05+00:00,1,404 (html body discarded)
annonces-legales/fr/2006/076,annonces-legales,fr,2006,076,https://ocr.jort.tn/annonces-legales/fr/2006/076.md,https://lake.jort.tn/annonces-legales/fr/2006/076.pdf,https://jort.tn/view/annonces-legales/fr/2006/076,570498,200,text/markdown; charset=utf-8,279013,3cabbb176945737205b2773aba2c794ac24f192cb32dfe5d2b55639a07529775,"W/""f07394ce87c888c58b0c416b0a9def4f",False,61,0.0,fr,ok,data/raw/annonces-legales/fr/2006/076.md,2026-09-12T13:35:05+00:00,1,
annonces-legales/fr/2006/077,annonces-legales,fr,2006,077,https://ocr.jort.tn/annonces-legales/fr/2006/077.md,https://lake.jort.tn/annonces-legales/fr/2006/077.pdf,https://jort.tn/view/annonces-legales/fr/2006/077,250951,200,text/markdown; charset=utf-8,189044,2df7bb7907fc4fdf71fd3d6b154b2ffe9917ecf3efdacfe28df3786bea863982,"W/""c22211c99fa1b57ce3c7e6116f11d123",False,37,0.0,fr,ok,data/raw/annonces-legales/fr/2006/077.md,2026-09-12T13:35:05+00:00,1,
annonces-legales/fr/2006/078,annonces-legales,fr,2006,078,https://ocr.jort.tn/annonces-legales/fr/2006/078.md,https://lake.jort.tn/annonces-legales/fr/2006/078.pdf,https://jort.tn/view/annonces-legales/fr/2006/078,317986,200,text/markdown; charset=utf-8,255439,0ff3712136d436e1a1d9abb1e1e0c68b329974338cf2504ee7fe3868e39c2b01,"W/""b6459ab29eac294224d1a4a509bd846f",False,48,0.0,fr,ok,data/raw/annonces-legales/fr/2006/078.md,2026-09-12T13:35:05+00:00,1,
annonces-legales/fr/2006/079,annonces-legales,fr,2006,079,https://ocr.jort.tn/annonces-legales/fr/2006/079.md,https://lake.jort.tn/annonces-legales/fr/2006/079.pdf,https://jort.tn/view/annonces-legales/fr/2006/079,473077,200,text/markdown; charset=utf-8,135224,94d34230f509535ac26eaf93c30e89e494e6688603f2bcfbe77f4968f93361ce,"W/""da3d1d893e4c18a680d9d4680e50fe49",False,29,0.0,fr,ok,data/raw/annonces-legales/fr/2006/079.md,2026-09-12T13:35:05+00:00,1,
annonces-legales/fr/2006/080,annonces-legales,fr,2006,080,https://ocr.jort.tn/annonces-legales/fr/2006/080.md,https://lake.jort.tn/annonces-legales/fr/2006/080.pdf,https://jort.tn/view/annonces-legales/fr/2006/080,294762,200,text/markdown; charset=utf-8,247711,8dec393cf25afa75dffbd7532322065c7ac01918e018ce0a8d5a532b82d8946d,"W/""6aae8a13a752d8889067b2cb092c7124",False,48,0.0,fr,ok,data/raw/annonces-legales/fr/2006/080.md,2026-09-12T13:35:05+00:00,1,
annonces-legales/fr/2006/081,annonces-legales,fr,2006,081,https://ocr.jort.tn/annonces-legales/fr/2006/081.md,https://lake.jort.tn/annonces-legales/fr/2006/081.pdf,https://jort.tn/view/annonces-legales/fr/2006/081,543521,200,text/markdown; charset=utf-8,351102,dbb13ebf125e9840f6c007978e646ff19ae759b3b7b5571628e608ed74e94bd6,"W/""1b56aa5b3e6af02ef2fdbbc1d506cf15",False,71,0.0,fr,ok,data/raw/annonces-legales/fr/2006/081.md,2026-09-12T13:35:05+00:00,1,
annonces-legales/fr/2006/082,annonces-legales,fr,2006,082,https://ocr.jort.tn/annonces-legales/fr/2006/082.md,https://lake.jort.tn/annonces-legales/fr/2006/082.pdf,https://jort.tn/view/annonces-legales/fr/2006/082,417074,200,text/markdown; charset=utf-8,230573,e539bd5302869bd51956176b3da510ebf03844a5cdd67503e9b48d5c3325f029,"W/""30bc0f9e47341feb6816ac3a00cf9184",False,47,0.0,fr,ok,data/raw/annonces-legales/fr/2006/082.md,2026-09-12T13:35:05+00:00,1,
annonces-legales/fr/2006/083,annonces-legales,fr,2006,083,https://ocr.jort.tn/annonces-legales/fr/2006/083.md,https://lake.jort.tn/annonces-legales/fr/2006/083.pdf,https://jort.tn/view/annonces-legales/fr/2006/083,250418,200,text/markdown; charset=utf-8,171534,240210be929dbb4af9d689cfe6591d0e797cab1629d9684fd579360e9c24a236,"W/""b89601c4c14d840659be36c1dfe8db7a",False,32,0.0,fr,ok,data/raw/annonces-legales/fr/2006/083.md,2026-09-12T13:35:06+00:00,1,
annonces-legales/fr/2006/084,annonces-legales,fr,2006,084,https://ocr.jort.tn/annonces-legales/fr/2006/084.md,https://lake.jort.tn/annonces-legales/fr/2006/084.pdf,https://jort.tn/view/annonces-legales/fr/2006/084,408764,200,text/markdown; charset=utf-8,333785,95fa72680bc134962732b96bba30a8d8eef403c6bd59f3107fdacf4e38ff0dfa,"W/""36366de2ba4b6dc80e4ee4bcf58a79b5",False,63,0.0,fr,ok,data/raw/annonces-legales/fr/2006/084.md,2026-09-12T13:35:06+00:00,1,
annonces-legales/fr/2006/085,annonces-legales,fr,2006,085,https://ocr.jort.tn/annonces-legales/fr/2006/085.md,https://lake.jort.tn/annonces-legales/fr/2006/085.pdf,https://jort.tn/view/annonces-legales/fr/2006/085,330681,200,text/markdown; charset=utf-8,145486,7b71643d3e338d9327147eb77b23e1661d0fce8dd3ede10ca03219af191237c1,"W/""bd3954481ebeecd45c4ea045091f3821",False,32,0.0,fr,ok,data/raw/annonces-legales/fr/2006/085.md,2026-09-12T13:35:06+00:00,1,
annonces-legales/fr/2006/086,annonces-legales,fr,2006,086,https://ocr.jort.tn/annonces-legales/fr/2006/086.md,https://lake.jort.tn/annonces-legales/fr/2006/086.pdf,https://jort.tn/view/annonces-legales/fr/2006/086,441851,200,text/markdown; charset=utf-8,328249,5cf56352fb378239f6319bd83f3db4de4e04f0e39b08eec79837616ff9cb3d93,"W/""4e936fa715e4598bc549e2e32fd1e8ee",False,63,0.0,fr,ok,data/raw/annonces-legales/fr/2006/086.md,2026-09-12T13:35:06+00:00,1,
annonces-legales/fr/2006/087,annonces-legales,fr,2006,087,https://ocr.jort.tn/annonces-legales/fr/2006/087.md,https://lake.jort.tn/annonces-legales/fr/2006/087.pdf,https://jort.tn/view/annonces-legales/fr/2006/087,253653,200,text/markdown; charset=utf-8,157952,18ddd757993d29578eecb68da9d544624d32026932d0eef7a9577d59c0da996b,"W/""ec4e0ade371c83283cb23a18a3513647",False,31,0.0,fr,ok,data/raw/annonces-legales/fr/2006/087.md,2026-09-12T13:35:06+00:00,1,
annonces-legales/fr/2006/088,annonces-legales,fr,2006,088,https://ocr.jort.tn/annonces-legales/fr/2006/088.md,https://lake.jort.tn/annonces-legales/fr/2006/088.pdf,https://jort.tn/view/annonces-legales/fr/2006/088,397069,200,text/markdown; charset=utf-8,297032,6b2aad873cb132c9c3c6ff3451bc6e36edaa3c768ba811e392001adf7405830f,"W/""0a3a6b91d51c15fccec081fd656b817b",False,56,0.0,fr,ok,data/raw/annonces-legales/fr/2006/088.md,2026-09-12T13:35:06+00:00,1,
annonces-legales/fr/2006/089,annonces-legales,fr,2006,089,https://ocr.jort.tn/annonces-legales/fr/2006/089.md,https://lake.jort.tn/annonces-legales/fr/2006/089.pdf,https://jort.tn/view/annonces-legales/fr/2006/089,186516,200,text/markdown; charset=utf-8,139332,647bc5c7e5bca0807c5ddf4c6a2bfd17a47c021fb1260d0c2ab6164cc604ecb4,"W/""ff706f5b36fd3aa8369259a3cadd8b31",False,30,0.0,fr,ok,data/raw/annonces-legales/fr/2006/089.md,2026-09-12T13:35:06+00:00,1,
annonces-legales/fr/2006/090,annonces-legales,fr,2006,090,https://ocr.jort.tn/annonces-legales/fr/2006/090.md,https://lake.jort.tn/annonces-legales/fr/2006/090.pdf,https://jort.tn/view/annonces-legales/fr/2006/090,297550,200,text/markdown; charset=utf-8,205538,a2ea1fd786a9eab58bd660d2c7ba77bd959231c4fb46007b82afc008fe9d47a7,"W/""16cdcab0ff83b283fc6a8d17f1ae406d",False,39,0.0,fr,ok,data/raw/annonces-legales/fr/2006/090.md,2026-09-12T13:35:06+00:00,1,
annonces-legales/fr/2006/091,annonces-legales,fr,2006,091,https://ocr.jort.tn/annonces-legales/fr/2006/091.md,https://lake.jort.tn/annonces-legales/fr/2006/091.pdf,https://jort.tn/view/annonces-legales/fr/2006/091,239472,200,text/markdown; charset=utf-8,173648,ebe127f8d9720b5f627752eb165b0fad2bc9a210ac9fb98ccfa9f88ee5a583b4,"W/""494ff4980c5d09ac40572aa02cb5c448",False,37,0.0,fr,ok,data/raw/annonces-legales/fr/2006/091.md,2026-09-12T13:35:06+00:00,1,
annonces-legales/fr/2006/092,annonces-legales,fr,2006,092,https://ocr.jort.tn/annonces-legales/fr/2006/092.md,https://lake.jort.tn/annonces-legales/fr/2006/092.pdf,https://jort.tn/view/annonces-legales/fr/2006/092,335658,200,text/markdown; charset=utf-8,272069,fb8380d4d9f5aab1c8f7ec932236f628f6edc3bb9d8908459540b970e6696ee1,"W/""1d9e7c157d5536362818dc292843b847",False,53,0.0,fr,ok,data/raw/annonces-legales/fr/2006/092.md,2026-09-12T13:35:06+00:00,1,
annonces-legales/fr/2006/093,annonces-legales,fr,2006,093,https://ocr.jort.tn/annonces-legales/fr/2006/093.md,https://lake.jort.tn/annonces-legales/fr/2006/093.pdf,https://jort.tn/view/annonces-legales/fr/2006/093,434634,200,text/markdown; charset=utf-8,191556,84c31f3f6e26e27b2c117cae1d1f1046e43eefdc871b4d87caf6f2b96ccbfc76,"W/""a6e7f8e21eb6e5dbf19e1f6490ba8b97",False,39,0.0,fr,ok,data/raw/annonces-legales/fr/2006/093.md,2026-09-12T13:35:07+00:00,1,
annonces-legales/fr/2006/094,annonces-legales,fr,2006,094,https://ocr.jort.tn/annonces-legales/fr/2006/094.md,https://lake.jort.tn/annonces-legales/fr/2006/094.pdf,https://jort.tn/view/annonces-legales/fr/2006/094,349125,200,text/markdown; charset=utf-8,191818,91c7b4aeb450274e8e4d70b58be3852a2e7b380f1e7aac96d66851eed73d55ea,"W/""c17a232cedf10c2ba0e84c5218277755",False,40,0.0,fr,ok,data/raw/annonces-legales/fr/2006/094.md,2026-09-12T13:35:07+00:00,1,
annonces-legales/fr/2006/095,annonces-legales,fr,2006,095,https://ocr.jort.tn/annonces-legales/fr/2006/095.md,https://lake.jort.tn/annonces-legales/fr/2006/095.pdf,https://jort.tn/view/annonces-legales/fr/2006/095,484485,200,text/markdown; charset=utf-8,294846,9ec932e15bb05d4fa197f9fb3cb37e41c2facc48ead195ec4533372d0a803b7b,"W/""2a920006cc9885dd9ae8f987f52d910e",False,60,0.0,fr,ok,data/raw/annonces-legales/fr/2006/095.md,2026-09-12T13:35:07+00:00,1,
annonces-legales/fr/2006/096,annonces-legales,fr,2006,096,https://ocr.jort.tn/annonces-legales/fr/2006/096.md,https://lake.jort.tn/annonces-legales/fr/2006/096.pdf,https://jort.tn/view/annonces-legales/fr/2006/096,406555,200,text/markdown; charset=utf-8,327937,824b921bfa134442d7a26174943fcdc2ca69fe5e7912dc87762dbe63785652ee,"W/""bc7450da1e4ce526ca2c46025b1fb457",False,62,0.0,fr,ok,data/raw/annonces-legales/fr/2006/096.md,2026-09-12T13:35:07+00:00,1,
annonces-legales/fr/2006/097,annonces-legales,fr,2006,097,https://ocr.jort.tn/annonces-legales/fr/2006/097.md,https://lake.jort.tn/annonces-legales/fr/2006/097.pdf,https://jort.tn/view/annonces-legales/fr/2006/097,486796,200,text/markdown; charset=utf-8,214106,b60a9acabe1784e671fcd9c592541a47cca3f2581c789a465a2687202cb5462a,"W/""797a3c2cf8111684adfc64e328f9c96a",False,46,0.0001,fr,ok,data/raw/annonces-legales/fr/2006/097.md,2026-09-12T13:35:07+00:00,1,
annonces-legales/fr/2006/098,annonces-legales,fr,2006,098,https://ocr.jort.tn/annonces-legales/fr/2006/098.md,https://lake.jort.tn/annonces-legales/fr/2006/098.pdf,https://jort.tn/view/annonces-legales/fr/2006/098,440787,200,text/markdown; charset=utf-8,367006,6c827de967ab45378f5fad8330bcbbe16cf9267ffa70b4a03d97ed10b910e53d,"W/""d2be82ee06201f9af0677ea30ff62dca",False,72,0.0,fr,ok,data/raw/annonces-legales/fr/2006/098.md,2026-09-12T13:35:07+00:00,1,
annonces-legales/fr/2006/099,annonces-legales,fr,2006,099,https://ocr.jort.tn/annonces-legales/fr/2006/099.md,https://lake.jort.tn/annonces-legales/fr/2006/099.pdf,https://jort.tn/view/annonces-legales/fr/2006/099,259275,200,text/markdown; charset=utf-8,203922,cbf16ad87fda7f9a55118cf8905a56d4995193471860ff9962ff47429b714018,"W/""8bbb7a26b8cc4f67d34b136d53f180d5",False,40,0.0,fr,ok,data/raw/annonces-legales/fr/2006/099.md,2026-09-12T13:35:07+00:00,1,
annonces-legales/fr/2006/100,annonces-legales,fr,2006,100,https://ocr.jort.tn/annonces-legales/fr/2006/100.md,https://lake.jort.tn/annonces-legales/fr/2006/100.pdf,https://jort.tn/view/annonces-legales/fr/2006/100,457906,200,text/markdown; charset=utf-8,280902,fa1f485e907db1aa0744eaf7f1c6843fa72922c73f455f48d9fecaf94f72bc6f,"W/""a641a9cfc974d153594ed5253e99b7c8",False,60,0.0,fr,ok,data/raw/annonces-legales/fr/2006/100.md,2026-09-12T13:35:07+00:00,1,
annonces-legales/fr/2006/101,annonces-legales,fr,2006,101,https://ocr.jort.tn/annonces-legales/fr/2006/101.md,https://lake.jort.tn/annonces-legales/fr/2006/101.pdf,https://jort.tn/view/annonces-legales/fr/2006/101,295120,200,text/markdown; charset=utf-8,213901,e1e072737d6192bac8c9311a1c3d6307f6bf6ec09d18d05ff4f809540751f86e,"W/""49fba9b7d6ab542c3ae1c8629850e9ad",False,43,0.0,fr,ok,data/raw/annonces-legales/fr/2006/101.md,2026-09-12T13:35:08+00:00,1,
annonces-legales/fr/2006/102,annonces-legales,fr,2006,102,https://ocr.jort.tn/annonces-legales/fr/2006/102.md,https://lake.jort.tn/annonces-legales/fr/2006/102.pdf,https://jort.tn/view/annonces-legales/fr/2006/102,465369,200,text/markdown; charset=utf-8,281429,09a758b140e8f37fd49e6e592df6176d0ab32b3b9c0c8aa6c9915b6fa7a96c26,"W/""feee8639cb7af8e9038a46783f71aa74",False,63,0.0,fr,ok,data/raw/annonces-legales/fr/2006/102.md,2026-09-12T13:35:08+00:00,1,
annonces-legales/fr/2006/103,annonces-legales,fr,2006,103,https://ocr.jort.tn/annonces-legales/fr/2006/103.md,https://lake.jort.tn/annonces-legales/fr/2006/103.pdf,https://jort.tn/view/annonces-legales/fr/2006/103,374467,200,text/markdown; charset=utf-8,276797,86d7b6ca9f6d170c52a1e53f6a5c07b6accbeabf518165769132d59ed5f7004b,"W/""802f4521b9aa567a177e726ea4fb1f6b",False,54,0.0,fr,ok,data/raw/annonces-legales/fr/2006/103.md,2026-09-12T13:35:08+00:00,1,
annonces-legales/fr/2006/104,annonces-legales,fr,2006,104,https://ocr.jort.tn/annonces-legales/fr/2006/104.md,https://lake.jort.tn/annonces-legales/fr/2006/104.pdf,https://jort.tn/view/annonces-legales/fr/2006/104,340458,200,text/markdown; charset=utf-8,290706,6530a1b4efc604d857161bed36cf045966fe1f38e8c8e68c1d8815282f073bd4,"W/""70cbd5250bc7b030d3d7f311e548048f",False,56,0.0,fr,ok,data/raw/annonces-legales/fr/2006/104.md,2026-09-12T13:35:08+00:00,1,
annonces-legales/fr/2006/105,annonces-legales,fr,2006,105,https://ocr.jort.tn/annonces-legales/fr/2006/105.md,https://lake.jort.tn/annonces-legales/fr/2006/105.pdf,https://jort.tn/view/annonces-legales/fr/2006/105,284713,200,text/markdown; charset=utf-8,222944,8fab5a046ee0c107b6d90cc177b2450e1ec211aaff02402eeb4200201718cd38,"W/""95a80f61ef988c02a4f7c006a9c3db4b",False,46,0.0,fr,ok,data/raw/annonces-legales/fr/2006/105.md,2026-09-12T13:35:08+00:00,1,
annonces-legales/fr/2006/106,annonces-legales,fr,2006,106,https://ocr.jort.tn/annonces-legales/fr/2006/106.md,https://lake.jort.tn/annonces-legales/fr/2006/106.pdf,https://jort.tn/view/annonces-legales/fr/2006/106,617849,200,text/markdown; charset=utf-8,358995,cc6e41f598c5124a53108770ddfc4570d2059a6410b975b763e623a7730a07b6,"W/""48911263a48bd4be0f3e469004f3b28d",False,71,0.0,fr,ok,data/raw/annonces-legales/fr/2006/106.md,2026-09-12T13:35:08+00:00,1,
annonces-legales/fr/2006/107,annonces-legales,fr,2006,107,https://ocr.jort.tn/annonces-legales/fr/2006/107.md,https://lake.jort.tn/annonces-legales/fr/2006/107.pdf,https://jort.tn/view/annonces-legales/fr/2006/107,515345,200,text/markdown; charset=utf-8,278291,224905fe4083382470fa405e3f2aa2622ed0d9bbc9a5fcf6cdb871a692d1f396,"W/""b5f394b6b14929ce31470c75827ef3cd",False,60,0.0,fr,ok,data/raw/annonces-legales/fr/2006/107.md,2026-09-12T13:35:08+00:00,1,
annonces-legales/fr/2006/108,annonces-legales,fr,2006,108,https://ocr.jort.tn/annonces-legales/fr/2006/108.md,https://lake.jort.tn/annonces-legales/fr/2006/108.pdf,https://jort.tn/view/annonces-legales/fr/2006/108,128492,200,text/markdown; charset=utf-8,83366,90641c318e5f01ec34be2438d4c3dffc9ca555eccbb44a6b64497ea715956751,"W/""c7faa52715ccce3923dee784e25115e0",False,16,0.0,fr,ok,data/raw/annonces-legales/fr/2006/108.md,2026-09-12T13:35:08+00:00,1,
annonces-legales/fr/2007/001,annonces-legales,fr,2007,001,https://ocr.jort.tn/annonces-legales/fr/2007/001.md,https://lake.jort.tn/annonces-legales/fr/2007/001.pdf,https://jort.tn/view/annonces-legales/fr/2007/001,532951,200,text/markdown; charset=utf-8,299991,8ec6c509479261fcbdd94c12d7f9a386ac961b0ea9974cf767adf0697a084d10,"W/""0e6ce846a3e9f734b3569241f64645bb",False,58,0.0,fr,ok,data/raw/annonces-legales/fr/2007/001.md,2026-09-12T13:35:08+00:00,1,
annonces-legales/fr/2007/002,annonces-legales,fr,2007,002,https://ocr.jort.tn/annonces-legales/fr/2007/002.md,https://lake.jort.tn/annonces-legales/fr/2007/002.pdf,https://jort.tn/view/annonces-legales/fr/2007/002,575258,404,text/html,,,,,,,,missing,data/raw/annonces-legales/fr/2007/002.md,2026-09-12T13:35:08+00:00,1,404 (html body discarded)
annonces-legales/fr/2007/003,annonces-legales,fr,2007,003,https://ocr.jort.tn/annonces-legales/fr/2007/003.md,https://lake.jort.tn/annonces-legales/fr/2007/003.pdf,https://jort.tn/view/annonces-legales/fr/2007/003,498728,200,text/markdown; charset=utf-8,215233,68533424753aa265b1af6ebf714800880d7669fab058d8fadb28eb8e0daa1b7f,"W/""3317926b3ced14559c0b181d9796143e",False,45,0.0,fr,ok,data/raw/annonces-legales/fr/2007/003.md,2026-09-12T13:35:09+00:00,1,
annonces-legales/fr/2007/004,annonces-legales,fr,2007,004,https://ocr.jort.tn/annonces-legales/fr/2007/004.md,https://lake.jort.tn/annonces-legales/fr/2007/004.pdf,https://jort.tn/view/annonces-legales/fr/2007/004,530321,200,text/markdown; charset=utf-8,319515,6c329d4247d2d94143884a34e4b0474f27dae16a61a413234412fd51b4ab1d9a,"W/""0a23f1924d337a63f9702fc127602566",False,61,0.0,fr,ok,data/raw/annonces-legales/fr/2007/004.md,2026-09-12T13:35:09+00:00,1,
annonces-legales/fr/2007/005,annonces-legales,fr,2007,005,https://ocr.jort.tn/annonces-legales/fr/2007/005.md,https://lake.jort.tn/annonces-legales/fr/2007/005.pdf,https://jort.tn/view/annonces-legales/fr/2007/005,508579,200,text/markdown; charset=utf-8,241493,1b6ba6745a1dec234d2ff195806113e2cf6524ab6fc4d71a60c6b799ac91b947,"W/""6842364847c6009d0cfd6ab908779cfe",False,48,0.0,fr,ok,data/raw/annonces-legales/fr/2007/005.md,2026-09-12T13:35:09+00:00,1,
annonces-legales/fr/2007/006,annonces-legales,fr,2007,006,https://ocr.jort.tn/annonces-legales/fr/2007/006.md,https://lake.jort.tn/annonces-legales/fr/2007/006.pdf,https://jort.tn/view/annonces-legales/fr/2007/006,497772,200,text/markdown; charset=utf-8,269236,c36285a2e4e2cd7adb87a698b5e89a18ca01852ba3d4211e97ac44b92dec71cb,"W/""c044ad549a9cb1e72ee6f10ada5d48b5",False,53,0.0,fr,ok,data/raw/annonces-legales/fr/2007/006.md,2026-09-12T13:35:09+00:00,1,
annonces-legales/fr/2007/007,annonces-legales,fr,2007,007,https://ocr.jort.tn/annonces-legales/fr/2007/007.md,https://lake.jort.tn/annonces-legales/fr/2007/007.pdf,https://jort.tn/view/annonces-legales/fr/2007/007,501289,200,text/markdown; charset=utf-8,227259,76ffc8ff2af7a5c511749e9d4d0afcc73d6f9de25378c8c83bbcf527161ae87d,"W/""0e74c1a3e9ba3dae18609a44893d8249",False,47,0.0,fr,ok,data/raw/annonces-legales/fr/2007/007.md,2026-09-12T13:35:09+00:00,1,
annonces-legales/fr/2007/008,annonces-legales,fr,2007,008,https://ocr.jort.tn/annonces-legales/fr/2007/008.md,https://lake.jort.tn/annonces-legales/fr/2007/008.pdf,https://jort.tn/view/annonces-legales/fr/2007/008,1082040,200,text/markdown; charset=utf-8,298627,36ada203df790a2b61fa447492d5a4d1c8a1cd56748afb60117ded8770de2a58,"W/""70f1f4d5596bcb331f6a42007e860375",False,63,0.0124,fr,ok,data/raw/annonces-legales/fr/2007/008.md,2026-09-12T13:35:09+00:00,1,
annonces-legales/fr/2007/009,annonces-legales,fr,2007,009,https://ocr.jort.tn/annonces-legales/fr/2007/009.md,https://lake.jort.tn/annonces-legales/fr/2007/009.pdf,https://jort.tn/view/annonces-legales/fr/2007/009,403425,200,text/markdown; charset=utf-8,229006,2d99aca619db963cd33f908802503308c647faf33179da6c964ac1cbe04d7c61,"W/""ad44497d22f3ac60f872fab88a01c39b",False,45,0.0,fr,ok,data/raw/annonces-legales/fr/2007/009.md,2026-09-12T13:35:09+00:00,1,
annonces-legales/fr/2007/010,annonces-legales,fr,2007,010,https://ocr.jort.tn/annonces-legales/fr/2007/010.md,https://lake.jort.tn/annonces-legales/fr/2007/010.pdf,https://jort.tn/view/annonces-legales/fr/2007/010,520663,200,text/markdown; charset=utf-8,307928,bee3c6ef797d551fe6b37adf3cc9109f66bc644bf6448aaef50395234524c68a,"W/""23f7e9a20e1d970db77497d82972734f",False,60,0.0,fr,ok,data/raw/annonces-legales/fr/2007/010.md,2026-09-12T13:35:09+00:00,1,
annonces-legales/fr/2007/011,annonces-legales,fr,2007,011,https://ocr.jort.tn/annonces-legales/fr/2007/011.md,https://lake.jort.tn/annonces-legales/fr/2007/011.pdf,https://jort.tn/view/annonces-legales/fr/2007/011,576885,200,text/markdown; charset=utf-8,213100,ddc9a454693d28089846ab17503c7be1aac3282ea7ce0db03bef1d8d4c5ab6d5,"W/""e830fe1598d84642293e388a9db4f24e",False,47,0.0,fr,ok,data/raw/annonces-legales/fr/2007/011.md,2026-09-12T13:35:10+00:00,1,
annonces-legales/fr/2007/012,annonces-legales,fr,2007,012,https://ocr.jort.tn/annonces-legales/fr/2007/012.md,https://lake.jort.tn/annonces-legales/fr/2007/012.pdf,https://jort.tn/view/annonces-legales/fr/2007/012,639693,200,text/markdown; charset=utf-8,356762,f7b1d697351fe4effde88d754b86a9f0c91fadfbb2b27d0b45d6229631ab031e,"W/""825dd8d19826c9279b2b652a83a9996a",False,70,0.0,fr,ok,data/raw/annonces-legales/fr/2007/012.md,2026-09-12T13:35:10+00:00,1,
annonces-legales/fr/2007/013,annonces-legales,fr,2007,013,https://ocr.jort.tn/annonces-legales/fr/2007/013.md,https://lake.jort.tn/annonces-legales/fr/2007/013.pdf,https://jort.tn/view/annonces-legales/fr/2007/013,485460,200,text/markdown; charset=utf-8,249251,a5ea69818cc914a5b0252cdce86cb693502af63d30777577ecfd01144c96caea,"W/""91dac72ad7eaba7d4c7dca93139a72a5",False,48,0.0,fr,ok,data/raw/annonces-legales/fr/2007/013.md,2026-09-12T13:35:10+00:00,1,
annonces-legales/fr/2007/014,annonces-legales,fr,2007,014,https://ocr.jort.tn/annonces-legales/fr/2007/014.md,https://lake.jort.tn/annonces-legales/fr/2007/014.pdf,https://jort.tn/view/annonces-legales/fr/2007/014,848369,200,text/markdown; charset=utf-8,333516,2f26e02574a336c9dbf9ddc1318d955172958c039dfff77bd27aed6dfbfe4401,"W/""8e9b484e557f2f8c4d12646423fe6a2f",False,69,0.0,fr,ok,data/raw/annonces-legales/fr/2007/014.md,2026-09-12T13:35:10+00:00,1,
annonces-legales/fr/2007/015,annonces-legales,fr,2007,015,https://ocr.jort.tn/annonces-legales/fr/2007/015.md,https://lake.jort.tn/annonces-legales/fr/2007/015.pdf,https://jort.tn/view/annonces-legales/fr/2007/015,594895,200,text/markdown; charset=utf-8,269435,9591a8aaf88b8f5a14e317ba1eef8a752f692fd28d20836b13354122df856102,"W/""621b680add972e773e97636c1b2ebee6",False,59,0.0,fr,ok,data/raw/annonces-legales/fr/2007/015.md,2026-09-12T13:35:10+00:00,1,
annonces-legales/fr/2007/016,annonces-legales,fr,2007,016,https://ocr.jort.tn/annonces-legales/fr/2007/016.md,https://lake.jort.tn/annonces-legales/fr/2007/016.pdf,https://jort.tn/view/annonces-legales/fr/2007/016,787702,200,text/markdown; charset=utf-8,347509,4819e51b30460fbe2d4a902ed303bdf48231534ef78d3de7fba07ba3182f6f25,"W/""b51afa833e614302e4834360d5db7c12",False,72,0.0,fr,ok,data/raw/annonces-legales/fr/2007/016.md,2026-09-12T13:35:10+00:00,1,
annonces-legales/fr/2007/017,annonces-legales,fr,2007,017,https://ocr.jort.tn/annonces-legales/fr/2007/017.md,https://lake.jort.tn/annonces-legales/fr/2007/017.pdf,https://jort.tn/view/annonces-legales/fr/2007/017,1423398,200,text/markdown; charset=utf-8,279838,6b2a8b07586812922dcccd4ccd83971f6dbeb5055050f2ccd3ce81cf30aac81b,"W/""f7435471e478ed110492a3a360e02824",False,64,0.0216,fr,ok,data/raw/annonces-legales/fr/2007/017.md,2026-09-12T13:35:10+00:00,1,
annonces-legales/fr/2007/018,annonces-legales,fr,2007,018,https://ocr.jort.tn/annonces-legales/fr/2007/018.md,https://lake.jort.tn/annonces-legales/fr/2007/018.pdf,https://jort.tn/view/annonces-legales/fr/2007/018,1538660,200,text/markdown; charset=utf-8,349057,9b26d60f71611547a6fd6e9f390276f4fd86ad4b5bae437798e953e0ec63108d,"W/""600e5c945090acfad1f9da881f388ec6",False,80,0.0001,fr,ok,data/raw/annonces-legales/fr/2007/018.md,2026-09-12T13:35:10+00:00,1,
annonces-legales/fr/2007/019,annonces-legales,fr,2007,019,https://ocr.jort.tn/annonces-legales/fr/2007/019.md,https://lake.jort.tn/annonces-legales/fr/2007/019.pdf,https://jort.tn/view/annonces-legales/fr/2007/019,346426,200,text/markdown; charset=utf-8,224830,2af6ddcec39023382874cf2b745b63957407b68c15b79e2177fae34a6d6fa43e,"W/""95e9815ae67eb0889f67663f4be36467",False,47,0.0,fr,ok,data/raw/annonces-legales/fr/2007/019.md,2026-09-12T13:35:11+00:00,1,
