page_uid,pdf_page,folio,image_sha256,text_sha256,n_chars,arabic_char_frac,ocr_engine,ocr_version,ocr_config,status,needs_review
aalam:p097,97,95,497fa3867e07e5a17b7d215874af12667d03039754e8631952724c2a7966056a,a4ceb3e11868be635082828fa1e92088d95d322fc432bc83483959865af0a580,636,0.9675,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p098,98,96,3e86e3b6edfbfbe5bfacf4d59c7ad3f15c2b482e1808140bc854b1ea8aebb9f2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0.0,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,empty,yes
aalam:p099,99,97,1a43374157a6e0e931c18e3b6a4abaa70e0b50688b831b1f23a334a9f56e91ec,67f0ff794e27b3836cd76e129502c034725dc32de5f863f4635f8026712ccedf,857,0.9589,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p100,100,98,bb6bc54f8f3e6cb59953daa1ea9cf38cdeedfd4f05b75708982f1f4c944eb8e0,b482313c60c40a083f823fa52bfb5e9ec208c440bbc40e0afd97fc61d793ba5b,1302,0.9653,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p101,101,99,2f8823ebe4f3cdb378f397c82d0531ea3912e9068487ccf399fed66e67071e15,4971c8993b0f6e1cd3777eee1a54cdb78bed1efca5e77c68b52aacb9011a4885,1568,0.9561,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p102,102,100,54b39e0a420889f25c3caf6fbb1dcc538a84958b4e7ccbea108815cc7e31070e,64bd795b67134281fffab1b68c4df64e401203376d4e71dc46e1fa6d712bd9df,1401,0.9596,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p103,103,101,f9853d4aa161a3cc490ba3794f5b6f9d18db22be634ffcdabdf0ea4c740bcea4,25207db733e7e52f4f61dd9f44e82fbade3a509f3aa690f522e14ef325cbe5f9,1633,0.978,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p104,104,102,c1c1810d6d2130f36acb73f6144db2973421c04a61ba95ee960d11391f6c1934,1bf87c7013b705eb90dce81a9695ac35ba202f66f34617491c89adb5fb170fd9,1600,0.9775,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p105,105,103,159d9470d8882fba218447a7cd7d4b42f0514448c1b16297bf6f1f3840f41081,70b71c812e5affa6a88f11fadca63f4f8b1b108579d125e58016c47b90c077a0,1511,0.976,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p106,106,104,801cb8d8086ce69c6b3d469710d08683726c71eea664384435ee0b9e60dc25bf,e8e1e97e7f2b7d21239d908e03cb4a114c8234a1dddbe10eaa93094776afa475,1603,0.9608,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p107,107,105,b205aa053b15d247cd94f1fec91697ca1b908aa1190bf197027440af0cc3e419,9c23433f680bb7efa6e13d8cd113bcf3bbe6597dc1449664a77af04625a0b8f8,1618,0.9732,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p108,108,106,1c7378dfb6fa5c874e7721fdc0cdce246decd13015d2b8c2537f77346150aff4,0de3d17cdf4931475ea5cae0ed13bbefc19f663114165dd4da88769c5c915f10,1465,0.982,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p109,109,107,0fe0957bd1e606aa4d7950325a03e1c08d07b83f0eff157b8896fc46fb3364da,5ea14e238935a157cf296339a69f8a74b73ac15d2c49079c5f6c6dcdb6eb754a,1591,0.977,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p110,110,108,c424db2a235d2b16c003de5b3be67eb0638c4afc62cf1c8afb47a58b434ad022,fc303dd50e03ff3da6a84eed9909761bbe99e4463f8c24aed2e838d9ac5a8e17,426,0.9457,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p111,111,109,5135e45d4064651364999b4146c74996232eadaf33ebd21bef65ad09d057dcf0,33234e053ee666283bc3e81e23318108a6c588a1c06f941df7f517c0294f65f1,12,1.0,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p112,112,110,428bcf48da61eadaf63c0d7613780a17129ed90d0ae1cbcdf5242faf5d369351,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0.0,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,empty,yes
aalam:p113,113,111,062dbaa2caf6004a8ed4324776a4826529f66b817768f6063b35251b27a712ab,e0d2c754432a34e3708bb9d5889cb9a04c38a66e511281e1c7ffb6e07e466ea5,801,0.9654,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p114,114,112,16eaca17826340c8f1e121af16012f4b8cf8c95f9226865c5c25d087df5c8c9e,ddfaf2b14470281dec0b87869825c6d880f339ee74c2d8c857833d5af06f4e31,220,0.9722,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p115,115,113,c43ff4a618e656df5ddb0ce610638267f86ada65667746e2ba9ae7957f2d791e,087a2e68315dff9f7024efb8faf5a09a7f828139af534557c5d6f9afb2a5e9f7,797,0.9192,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p116,116,114,211f6c816ef5dced86f0e5a5d5fd25c12455dfee72492cfebb60b2be00fb2015,768123354a02caf01a56345ee6378b9181430b3361b0713481f2a72266f75b67,1397,0.9767,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p117,117,115,24f8b4167e50cf17eede0f5da36326f71790e6e172e3336ee49017171c77449d,33826707d8a3ca6fd4044a6ac2afb71166bbf98aa231688ae717ee342c41e0cd,1529,0.9734,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p118,118,116,44d2e2e7615ddbfcc7a91f4be59e611c95eaaa900d793b8811566b1db9b00bed,5510d39ef30b7463ccef35d4455e96a8ecf5a157a0c75a0d37eca1fbb0313e2b,1533,0.9803,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p119,119,117,f5b69610bf67f0cdaad980d2c15a4b5953b1899f3acb96c570182ce66c0f1f4e,9a0f2192f8c839804ee50dab03a307565ac217c9a656f75c4dde910b50d20102,1524,0.9655,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p120,120,118,b043ce4914e2211d15ce900929351592d2a78ca8f582073a398cf122bcf0a787,f8e74da60ae85b9e9db1451be7ee41812520a79f884499ef04d9de0063d9a2d1,1559,0.9736,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p121,121,119,c8b756ac432db8e245a139e1814e5bd9ca608ebb355f18e16763361f4c763ddc,f323ce478ad41e1836658c413cbeeb72a22f0366251eb1e1de1cf922cda44408,1507,0.9758,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p122,122,120,ebc32793294e3b527c68b1a27d0b0b105f58548df123836b6628e5274bc5ff5f,d3f1fd93c637c39678b9f0467eef5fa8735ef70b5bb0aa2c046125c8d3f3cfaf,648,0.9356,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p123,123,121,e64282d36c824884dfbfd0d3804cbb40b88f3a792054b2a399caf7dd997cae86,5e01213be53da2dcb8ff42c28ce21f9787bb15336217f5ac0f3d1b40d20c5daf,815,0.9644,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p124,124,122,d0c7ddab2976a4d7f44bd281b3f1c0ac04271c23d6422c34d6cd892959f6e920,905fe704e0d3a3e1ca9e8b05ba8ffb66dcbcf5c29ce7c674ea891730b1ad2915,1442,0.9792,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p125,125,123,7fcca2bd1aedaec1aa87444def664db85c1c77131d364bd4fbae11e6c870d850,9126bc93174b5fd73f051a33b31a944a5073a8a9b514b1555e562074c1928a7d,1448,0.9782,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p126,126,124,c55cc8d490c6f832eed3d01cb121ba2007e4993f6d4e4f4746bc57f2d0367ebe,e4df285a87d21d3cd5f0f99ca7359ddca779df6a5960d6e17d82573d43916737,1536,0.985,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p127,127,125,476eff22eed4bb36aa18fac76fae1defad405bf8cd901085b0e4a454c1258673,d7ee2d3775b15cad51f2b223713ec08e0f58d97b5d3df4031ad4ef956ad32d1b,1307,0.9633,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p128,128,126,977e60962d12203955bcb484b1bd234c86eb33b7e0107ea2eadac7e55596d8e4,db650e584a504151d08e81c5c93012fc910e7b06aa1943947404b258949c0257,1635,0.9808,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p129,129,127,df8499d9415d0ca4103c45f3c32cfcc07ff88e96e8f84b1aa749bf716a9fbfa1,bd3870fdcf604f22e7b61797ea47ca4dd1cc8ed0d3a7a7de8f1d58cfdd32de0b,1346,0.9695,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p130,130,128,304eac55ac1ab1c27b1b45d4667e49cd3579dec701265bfe7656792408448b30,68dbdd71877ff45bfc23192490745965613ef53e97240865bbeee42df05fc92f,1288,0.9848,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p131,131,129,f5b94e090fa243f213188350db4de0583a0b76d8f1bf0e6a382bcda704190065,3ac99e394fc8489ce23a407bf01daeeeb31f6d63c8d6ea0de35f80a96e890ce2,1211,0.9739,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p132,132,130,c40aacecdcbd2f93813f2b0fa5e9ad12aea89806be6f40d7f3e3764c1466a387,ab61b661163d5e7d7616dfb3fe28c3386e2b570a246511dc9418f874fc4184da,1278,0.9778,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p133,133,131,220f95be4c0b8a41ef6e053673fea8c49d84c2bbd3a72c80558106add715c1a5,8e932cdbab204c0e6a32ab97a5e2d8936877d7e25a1a6a21868124cc2d86dd6f,1203,0.9657,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p134,134,132,3e86e3b6edfbfbe5bfacf4d59c7ad3f15c2b482e1808140bc854b1ea8aebb9f2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0.0,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,empty,yes
aalam:p135,135,133,f7230af1874000c2a2cd4fc16f900bc2cabd7cb6bd2c74992c7a460808257fe9,a7b9f74d66887f71c9beeab4169c4eeedf935a416fca9490b7e53b152b424231,870,0.9627,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p136,136,134,067bc56f7ed28f6a09dbaddb8b5896797f59a9dceb467f882ff20d25a82d79b7,ab1f1193f670666878006f513e4f091f3c7e0b2b707668e805dbf3d5952bd6f7,1314,0.9805,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p137,137,135,96ccec5e98383d766111c161be67d528e8cf3f0166a1d0d79b526350f3d3f66f,587f3a511ebe7509168982b6b5161475ae767d135b3ec3805b932c4253bd347d,1459,0.9736,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p138,138,136,78f9cfd87242d5dc21bc39614e68b50cc329d8db29fd16450fec1a1218aab532,ea10c2e629d6245ef6b4ec345dfd3bf226e5f84fe523e5b8edaf44972a35c233,1453,0.9719,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p139,139,137,1e8aaa203f37d3859f159065047d0f39e547ef6eddec4ff7de65f70e5c55984a,546f4e0a972dfd009edc3388c12e4026dec8a396943fd6e136f6bb288b5d1aef,1591,0.9832,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p140,140,138,ca59a553fc2e34993fa3cf07d7edcfdd22ecc23e26a562674f191a95cb684ec0,7c18aaacf8ec5c7d8096a471346df966dcf73410dc569dd471484158197d41c7,1430,0.9401,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p141,141,139,f3966e7480e8d723a9a93a33f2de90fe6e9752ab2151b3a843a1904e2e2935d3,7522696f5ccea1bcce4916da4b1026b548a075ca904b9c848cbb0fb6a9fad4fc,1331,0.9608,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p142,142,140,7b16254a879af74e98a9268f8c301fbf231f7df87d6f608333f35f652b14639f,ad3a56ccf9d7f3ee72e732f05bacd9552f53e99a5170a98d538dd58002f4ed53,404,0.9758,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p143,143,141,70e37ef3b254f63d54e129da69a2ea51ff16e16b9f3dd60c0224e980cf3a3e18,aa42c01e5928957d08774800201d81fa635d8dfc004ebd260cd03a0cd4d2dab9,782,0.9591,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p144,144,142,3a13f36f1632344f3001e70dc26003c14b21dcf6908724c78871568843c69da3,b091bad3be8bc92ae503e056e71bbca1fd07229a8835c0e95a3b38b957126b6f,1491,0.9861,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p145,145,143,3510759ad1f72b04ffde7e68b640ef77daef1450210281ef36aec36ebac96a31,8004a8ab20086d1808b74461b7461715d5990c076aa2133a2b84d230f616ace8,1464,0.9784,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p146,146,144,28cd4f48bebaa685318ee5dc30cba5ad982a9c0d8f86e4b638ecc3c22ddd19c9,ba9b9f172bf2ae00e0c6831ff394504e7a93731d260d5b3bf84e92615d470081,1507,0.9605,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p147,147,145,eb9ac5c653a3384a364abdd2745831e6d5f97d6a8b286ee51502e9deb67c9147,80681d3759fe3ebb43f52b6f2e3bbee3be6eab1f8fe7c688454e508b67e8b003,1424,0.9738,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p148,148,146,85000a72045ce6e6e417a5884f4fa61d59d8a0948528316d1432cc2466df45f0,b2aec0afad788ad78ce46396456f35539847a5f262ed34258a97f0ebc51e4d40,1573,0.9825,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p149,149,147,ef03471ca8516ae0667914fd1d6ad3d9fed7a0b35e448dc5a40667d6a6b6df05,5b80bf427544a6b1f3cda24a179f5d97edadf901b9b8030298c9bd5a838b3653,1566,0.9807,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p150,150,148,7acd11455be5b7e63e1eb65280cc2b186b93ef7c169fa9af1978c7342140cd2b,4596fd1224f30cdd1fde2bdabe193afadd5924191886ac15ad32a8d210f2853e,1597,0.9849,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p151,151,149,bb878f1c5e9e27321725c85dbb1009f3543c689b7ead33ba7cda627d07908cc0,8ec4d77cd42e31678c8fd6933d5b1f1ad549d2796a64f46cbc94b80bd4fad522,1560,0.976,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p152,152,150,81d608605843ce386c6c109a833f5ded2c65a07d58f75f87503ac06860b1f074,9070ac794bbc1d9f7268aa328525e977835a30ecd8981415aa173acfb2cad69d,1574,0.9798,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p153,153,151,2a6b19179aca35c9440ce9304211cd485795a1462ef81edef174d0be44f2b99d,16c381dccd017b27a6de0af99a6b3f5645e3e61d333813c37ed0d2b5ec55acc1,1509,0.9735,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p154,154,152,60193a2ce8854fd692ce6a35d59266a06abfb2af43ef78012b3d0fb316b1510f,99bab5c95598c2d7115da3ad31ea8568d951fd8df15abeca7c7fb42c0aae434c,1563,0.9793,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p155,155,153,324ee99ee69489c1f6fd410d16a7c42136847926dc5e90a1f21e79377840bf05,62d0ed4d88fd9fe13dc222878ae944a425ab6a9b5e4304cbf3c625c6233c11ea,1524,0.9763,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p156,156,154,359f40f425947b25e9680fbd1f2c57ee59267be08cbc5073f27f8e445bc686ab,4c194fdc761a85951734574ea8394bafaaf87bb2489182da28bd24603c16e7de,1445,0.9758,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p157,157,155,a672c8a342b8345b7749a87bd9d26f3324f5da5fe65c2e05850f34f4d7421614,1831d9c19f8b933eeb79e5f4b2459076c13061c4b9acf22889b317123b936fa5,1559,0.9753,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p158,158,156,0d0cb225da7910501df7ba6c66803df1e663f3e61a741d0f55a25d0012316be2,0f86cf16e6fd14889631d71cf3154427935fe60638beb224b977766b7ed0544a,1566,0.9782,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p159,159,157,ded601628bdabb0e028985f8ad55b5e38387b602a00a7bf73aba723a872b5aef,f122b72cc0c4d72df8ec24c8cdddd37d525044d45e50c76e882e2d1849e8dd25,1473,0.9843,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p160,160,158,517e7f556f9147b88417d28fee6562e9a61a2ffb37545824f4d0867f4c85a8c8,5045e5687697059d624f4b11412afd5e77b39e1aca80cc6d014a72bd11a4edbf,465,0.9521,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p161,161,159,d1a9215d17f3c76810758d9aafb9e15775d4228040f4cfba376808a28f4cf84e,1149df7eefdfd4f2bff7c4fecc3860a3f62e0ae40de514d8b215be11625cf486,721,0.9539,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p162,162,160,55ecafaa2fa20653ee4494859b6fc615246ec8218b5fec80a3fa51d73f4d4d4b,66bf2bfab4770b358e222537a9db106f57e0bcbdca9503b5f2f5126196db9ddd,1531,0.9692,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p163,163,161,a00ca6946e585c091ab1b15c885d43985fb580e37a1bd215952df0f909a686e9,ae1f7599b20cab05ab89bccd633e2c263b11cd9a99f76871b0e435a0a6ca8a00,1233,0.9783,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p164,164,162,b3adc87f696c03f81ef4a38bec45cad39ac4b35367223236b70d17bd74a8b4a3,1d3c4ef4aba4cacfb96f2b8266083c12e346c7b58aa33086c659087eff2df744,1262,0.9695,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p165,165,163,9afb9cbb22382d50469b87e1f88de0ad23bc8876738fc5e2f7cd24f39cd27b1a,ebc79b49a1bab734fd5c9882fa75c938b4c212c27dceb86d0c6f2d934dde709c,1528,0.981,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p166,166,164,dd02bf6c1792ecf2c2411decb192e34383a085c6e86b0caf8691cd3db1da33df,dd026f73063d7cacc27b2d7ae5cf50c0cbcb0d56d24482b856334b304f909e8b,1508,0.9702,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p167,167,165,3876ebfd74293c25a5f220f8bd66a95bbe473de5dffcfec2870b75e27f95a414,7cf051a07f80b9803310b06e4d9d187cccdc30f6d151c35d6fe24439625b6b5f,1618,0.9724,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p168,168,166,6bdf7414c7fe54adcbf01ef05bef981f9d0cc256dc1d4e1ed6858054d7c52628,9db8cba9dec5c4b4717c75a333036e6067ab574747de3902ddd32d2c9f54407e,1321,0.9705,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p169,169,167,23f87aac2dca1a548eae8ab507dfde2837afe6a4168c6a1d3960410b6f2ef7fc,1d66b75bd15119122032f139ed5980cd36ff8b8ebebb925b1583fde23dc85bb0,1536,0.9777,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p170,170,168,c51ec5f0779631177fd961a1d94c08496d5e6b8e1362512d7dc109004a244d6b,f4a744f8e1958ace68e033a2cc64ac83b4a97bdc98847c043ed1af71fc55e4ac,821,0.978,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p171,171,169,ec0e76f9de0f206236d782c0d3b231127302efb199e5cba3d86a2814c0ad579d,d732c316fc22eb22ebcdfb6bad9713b761d6dc6da36bc544c0be0eca9ea97cd5,926,0.9636,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p172,172,170,d10f3118caa427ff9e665b59bfb06beb21fa6e8ac224638b208ddfe8f6c9e9fe,b2c96257ec1c470366c86b2e43a5c581f8b0593c5de9708514d55262c7fc1a08,1455,0.9799,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p173,173,171,7fd4709acfa1b114afa1a096987f42eaeef2a4b5c33a50f5567640a559d4834c,407efc87fba2d85338cf905bc6bb18e35d8da8a1fb22a061b7e7c4e73bcb592d,1610,0.9849,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p174,174,172,876ef752152bfc7e1be98be4f7f879f4234e3cf057cacdbcd076b5da4d2a6c02,26c7e1b219d2e8a19e093bd3b3bf5371e654356b76ab9a84d3ef197acfd8c654,1456,0.9776,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p175,175,173,c6f484556d638ce8dfe432cd3eaf74b4a5cd9a5092b85904000b4b0d0c9e768b,798eceb5dbfeb2ba70e582c8c1a4bc9bcfc1dd5264ce106bba403946e384e6ab,1506,0.9777,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p176,176,174,2b124ebb4d034bc9360cfedaac552cb45aea9c0a66bd6bac9e38a774a9139ad1,9cb378bf9bfd350e071934359572d5f3e8ef1d7314265bb8e72de520cda00665,1459,0.9579,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p177,177,175,b0c66eea70ae9434df28c0ff1f96d22c34cc5e8375c1a04050b60e59336a7073,447cae83ad596dd76e4fcbafdf899ec1869513de457ee31d4cb17e08913931dd,539,0.9201,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p178,178,176,3e86e3b6edfbfbe5bfacf4d59c7ad3f15c2b482e1808140bc854b1ea8aebb9f2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0.0,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,empty,yes
aalam:p179,179,177,5726d9364f8ef480f734f09e21b96995c808c10813b2e9d8ebe2d45805b96f2a,c6f8450cdddbf81cf6c8118737386c8616fa00ff4ff7d7f76b22331f1d6aa13f,622,0.9557,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p180,180,178,a1c4c2e58f7c1df43aa58572a6dbc1b1035d6afc3558a648e55170ec17892148,15ba9e874ef2aebd39f6e38499370bc8d5def39e6f2b68f4b43adb095005602d,1516,0.9761,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p181,181,179,3ab1edae4e7112e23c39491049f3ef96ad6fa4444836bc9372da02b565cf5835,341d43544148dcb826df9fd66eb74ab571bde6fdd248d30efa9321c4187ed1d6,1463,0.9809,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p182,182,180,0851b64405cd2aadd1f081372ddc5a45796a227831b9bd1301a870e5f1319e17,f6fcb4ebc82a9d05756909872b0f8c96f82486d3f2f8c507f0aab26835b90e07,1447,0.9692,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p183,183,181,12ef5d79ee846fcea8140b3d9ff5e6e81c42cdb7632c72d121090d3f412c2492,0f9245104790cb204002ddb87cf2689c954085db8151b832f7f02757a9e1ae81,1450,0.9765,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p184,184,182,dace2e994514ec0eb6cd0f3819324b46ef3eadcacf95ec5a620509bce3e7205b,5e34aef14000531b988ac70c1076e158f48180aa974ca7b01a0182c6fac62a7d,1486,0.9438,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p185,185,183,6eee1af08620b89befc438e7374df49c60bb9504052cead4a2665afbb88252f9,b91fee7379c51c3a965f668ca35d1e4ba915414a9cf404ad9c0844024592f3b7,1450,0.9523,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p186,186,184,8b9a4b29db1d2d356bab4480090879511c807c59ab0abed7ca6e9f35861d5f10,a1fccbc12ffaf697e75e79193fc8846dc9784a2b0036337eeee65e2d4d216a72,1521,0.9682,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p187,187,185,8ae0b0526e337a6b752c51e16a47fe810f052bebd2e53f7342194612df5ad7fb,ae6800e8df1749330c2792efd8ab75d05fb35aa4647f9336636513fbe24cf5b5,1583,0.9739,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p188,188,186,3e86e3b6edfbfbe5bfacf4d59c7ad3f15c2b482e1808140bc854b1ea8aebb9f2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0.0,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,empty,yes
aalam:p189,189,187,e64f2a67390cd04f506a095a8ee3d7d737062a572d34092c89fa24f2b8d408b5,f1eef2d07296af40bc40594f377fabf4d28e3b8f0edc5f3df146b2693202ed3f,660,0.9279,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p190,190,188,7ad55f12659dd56defd38e77169f31add514e5f8593b5ff7a75371b69e882f8c,1e0acc26bd05edaf6eefb2152bc2738b35296e8ab44c0161edb92716202b47ec,1517,0.9768,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p191,191,189,6389fc4a642b49cb43f12f7c95567d45605c709fa62aa2bb5b184d9a45337596,bec23feccb98025836ac0411a0a6fbbcac4df195c0b558ac8c240831c1c466d4,1559,0.969,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p192,192,190,2f06197fb27e963f0952021398d250458ddd3c3c61127e2539b8b076cbd3e18e,8dfc42f8ce322182cf2202c7083966a304a1368599485a4c85eb935a20f2e997,1285,0.9745,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p193,193,191,0d38faec6ac1c3e73c88046596ff35db814dfc8f7ee9fc790341dea440a96833,17f94ce92a91123c9f400b41ca1fa744e35889658da5860afaee821617b4ef8f,1364,0.9693,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p194,194,192,d558b351da30bab17ae08256e8872ad4a9aefbcf944182e69ea8d5ccea9c68e4,f170dc266ae0b4c04ca366883bbc3164deabecc8d68ea30479c48899fca73d35,935,0.9804,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
