page_uid,pdf_page,folio,image_sha256,text_sha256,n_chars,arabic_char_frac,ocr_engine,ocr_version,ocr_config,status,needs_review
aalam:p195,195,193,455a6b9636bf6ec542ff171e1f0439ebabe997dcecec5fcd7704d90447c39866,aa8fd9a2d1a4e5aac7fe8c5ee20a1895140136529cfbd651326722db861ea4ea,782,0.9639,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p196,196,194,b0268a866b5104ffb77e22739121659f39a519e30af1533b68b54c8de53bdb02,608f4b5644c274c7e36b59f21ecd64fe0c747252b4c4eb3b5a301999ca443b94,1574,0.9784,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p197,197,195,23f25b02d5875e51df7b0f49b102aac2de6e342097716a606929251b395d25f8,7221463d426177c4614962fa35a6292d539fb1a4af791e5b1bdf1b0b0de5abb8,1471,0.9803,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p198,198,196,f7e6f237edc6968f7ba817dcd87100fc88e431392404653f4dbc7ed0ba5c458b,7f551e1c4d3088b70ab3f125ae967c92023d93d6269782134866b905185ad56d,1616,0.9745,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p199,199,197,5f2bdc850d902504ed583078a1fd87f0a8a49517116b8260904d5572539d3f70,e1e6b358e250dcf0f22ed81235f8a90dbf1c667ad229a726c02677ab88b7b99d,1588,0.987,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p200,200,198,5061873e02ba9ccfe00cb0c67e2f6b0f69713751edba1ccab272b0db742c1d3a,8dc59baf9451bc98d281b55525945d5125a1723a4538798ef150711cb16bc8e5,1396,0.9816,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p201,201,199,03e1f417c13183a9327cf58b55c1bc6d87f6cea230b336798e5ce8e2baf3b393,cd55a1cae1f21675e7d14ad633c5c65cc50365248476f066dac8ec12580340cd,1561,0.9822,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p202,202,200,770f55af3f79acf3902e99a46452c28545b1e363cea88906642f72fd30a38951,f14b9b2a93ff419b794874d58c642b4f6ea02fb4b526ef546f729c2ae8100c53,1321,0.97,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p203,203,201,dca2a95b8ecd0fff3bb8af38a8740fb0afb1f75529e47fd9c0300c7e231abce8,63662c3fefb2f07e3ff00a33735c186597d1f9e2eacc45a78b62c4c213011bde,1551,0.982,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p204,204,202,0097b8fadd49c50f8f25eb126ed76cb6fc7de6e81c8d76435b88a53ce946b2bf,94037b6286f1fa8e5a8b77f828efea7bd677b754389be8ed767e36fcd2be4213,1549,0.9759,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p205,205,203,75a8fe63ca3d714312386bad11466b673498e188e69bc12bc07892ed86504991,1ed11ae03fca114f16a36aebf4b1290a1459ac9f6387152f5e6c8521c1f87b6d,1535,0.9811,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p206,206,204,f6317c09dffe0245dea29ad11d552324a22c9ecf94229c2879442c74e4749e3e,88e83195d76268d2e39b6a9d381cd18001c67f2f0ac905597f5c89775f01cfc5,1551,0.9796,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p207,207,205,fe4f99b027b71627930de70e274cb99ed29f058348d3348da16af2b3e88830ea,37434e1fb232ca3ee7a0ed35715fc4f8b2897bb305503e61362bb7e192acb580,1513,0.9744,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p208,208,206,9b9ac6aa5bec7faeaa0eb808ed53aa90c44bb87a5326bfd5fdb734b4c7ed75ad,3e4a7da62464a2f385beb81c70abd9e90ee7be7a7bf39a819e09f8953244d023,1297,0.9633,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p209,209,207,5c10bbd6858ff6125cb8a71ef0e649a2660db2419bc4f2dd57db334345645a4b,cc3bb1afb8fcd99f86c808bd28d97e17168305a647727a870bc2c7ee7c73486e,1400,0.9809,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p210,210,208,51b682adc004c391b9327bce08978f400805189ffce7233a6c68fb2955f9b75d,6c714110dc56d32ed4c92fc7b1c70949adb3b8cf8056c57397d4b9b779d99ea7,1563,0.9793,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p211,211,209,ccde471a59653202c9b7d93c7273ca8c5f0ada2c12d17a14e311a78a7d1062ad,1dad449f276767098b172b8d0b43665fd8217d409897c74b8399d9562bb5a2a3,1495,0.9534,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p212,212,210,e0e8e7b7164f26981ef534d942a70d010c1e4bedacb2640e8ef8e7ce4b2677a4,ea1f90d83dc90d7bf40554b733b884cf7269f7e978088b4a2d78923c72107512,1333,0.9827,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p213,213,211,3bc90c9c847fa0cd007dc1f004451c180d31071364154d8e1108c798e20e1ac7,863cbdc3afc000afd5f813ea33e8e841faa8ddd7c87231e2f712962e0d5772be,1228,0.9753,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p214,214,212,524c84a3cbb0d9cf1c3ea999889bd0b20d0be3695e3bae932b87ae4bd0f8a734,9f1bbb42462d20ea5c95bbc1aea662564fa7b6ecfeef312865dd58cbb9a3a8ba,1492,0.9838,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p215,215,213,37804e02c64d93c3b667006a52f373a17937171692c0b6aae93b46646df48bee,3cd2a10eb220306b0a0f66902f210080bf2f2f88536aca63d25981280f1433a6,1425,0.9684,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p216,216,214,7d94ae32af52e88fd4f78a2bf7a8994073fc245ddbf38376e0a6984d77da1351,7ce25ec9a08834e10cafb7432c842e5d52bef3aea7933009ea53527c2e8b284b,1380,0.9702,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p217,217,215,460f0242d71cf05ebbfd19a269369f3963c8c2cf8308d2e504a0f96cfd97d1c1,5912ac37aaadb790a681f90c27c8fa839570aae8ca7bd7f9e22a5d3463cec3b4,1591,0.9306,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p218,218,216,c0de9187ac928a050ca910b67be27b9095c13f40afc9351a2e9a5e7e092a22e7,38605296ee39dbe7008a7655663d87bd5a8c608bbb0fea7698812850d6500934,1382,0.9789,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p219,219,217,9de7abc5c093de1390e4a6977aa7d013bcf30b37390ac416fca6cf68af78e68c,af6ce1ae095cc54edcc7cd6173947f4a8d2a841d5e0eb50775e12e2e46a085b7,1507,0.9797,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p220,220,218,26e22726c123ddfd13261be528f2722b922f240fcfeba575bff1ad353f06dab8,9a87891a79ec7f947841d75700ec298454b51f65801ce1ea04ffafe861055df6,1393,0.978,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p221,221,219,8b5463e1464c972fca67cf02b55987b3249c5bb3afd5f54d63619583b6229a72,0a5fe9eadcd42e18c52b3675d15052a78fba125c5be5730cbceb12ac21b77c95,1459,0.9683,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p222,222,220,81729c7983b24597475818eabf8b2dd04fa51f4263593e85f00aa99f3c50068d,fddf8ed779de86984f629c4a4e84c66b7d4c89d61f5447890556801294d8c2a9,1393,0.9719,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p223,223,221,f0cb97889d6c603dc601a9921a0051cfc7714655da15d033de46c18244ee9e29,889267acf057328ce342789e421bcccdeaa6a81c32e98497bbc3fcd55f2937cf,1291,0.9671,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p224,224,222,9ad4380660eab8d09ede4f0d2c9dea9ccd24f643719c715e076bdc6fd5595cb6,05512d8aaea407f594f0bd7ba32af521e0ff349e93e7857dde0b417bd9487f2c,1364,0.9592,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p225,225,223,4a71844280fa0dcce82fda086658235226bd05370b62ec293058ac8894949c9c,3db1fc7ca3ad3f217f0b911f944dce186a133b279f4ce705352e9b3526c21c82,417,0.9769,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p226,226,224,4f8c468e817f9198343f0c6d04a4d07743dfd158856237d5e17f2611b2351e67,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0.0,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,empty,yes
aalam:p227,227,225,c8ed8870e0efa1a7a62372c5f1adb9d3f03c36f83d29d0e0361bd9e4a8faa195,62460989ef85e159a600d61b10ea386f5fe623b63a1aa59531377cd43027d087,865,0.9467,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p228,228,226,88c40a5dc093dcefcd5e475d10d1fd785b227b8d834ed3824181b68cc271a172,2a6ec2ce2610403b1755d9e7dfd0e510b59d3835335f78aec90c153094ae0ef7,1456,0.9708,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p229,229,227,f811b81c4698a98ad15ada120c6858c2f407fc866d813b6d481844d52498a4c3,64f0266d7c0dc77ccca812de4a5f23cd74850adde4746ff9f126f4bcf59d2ec2,1201,0.9727,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p230,230,228,f5e91bcdd620b0eb4760c5dc94449c9461d5130df67ee6a8bfc59cb36bfe913f,4dd5dae567173b1e9dedf75664fb76736b30f9918cc0a1b5a5ee783f39f9c872,1493,0.9845,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p231,231,229,0911ff2985ae1c6dc2075db403c830d506f5f83ba500acf97fcfbde198c2b4de,8d562465734c464b5c29af3bc544d48bc6a4a9b7db9e1a22eca72303773f9f28,1464,0.9795,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p232,232,230,cc3752101b904db52d35f147165bc935c17c5ab6dcf42aa54e67a4aed9cf73e6,52af61e97bfdcfb2832cc214941bbd895f70188eca75abf5dc44cc8ec1433c8f,1516,0.9777,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p233,233,231,a1a64b5cf0e2caf84afde663d61caccb2ccf4dd57a4b165a654aa67fe1210dc6,0741be94414a23e5b2d2b036a89bea0403b57ece71ec374695c2ea2ee96df3ce,1540,0.9597,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p234,234,232,53735b67e565de7d4894f9a49799b3b5701f0a23fd50f119a44d3b4f0a342974,567b1e182ebabedabbd5e60c2bac5dd7dbd0e328c231ffcaa28866e811eaf11e,1354,0.9755,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p235,235,233,722e1f6d85e575c78a0f44620f301cb193f693cf867715a2a45c6d24c6bd7fff,1a7436f9adb4a9446a972263bb6d2a05f8596cc2e32032bccc8be65ea8518c02,1187,0.9775,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p236,236,234,4d9000eb5cd1fdcd4f920839444a9b08b8716e03a72fa342eb831460bcb7b7c3,1b296524e5d6dcd5828104727d707745d573f2d77eb190cf4d06bfd8ca009354,1521,0.9549,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p237,237,235,9055018af5bcea9be44d1c96167bb5c428fbce902cb7a011a68a347fa19e0a46,b340f0d3e7fb92f24864507df340ca721af60b52baa49aa9f9f5a110bd6d7ef0,405,0.9729,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p238,238,236,3e86e3b6edfbfbe5bfacf4d59c7ad3f15c2b482e1808140bc854b1ea8aebb9f2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0.0,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,empty,yes
aalam:p239,239,237,5948b4e876ca9d4908c50237ba23db6d3eee0589a3bfe3989ce970d9f223064b,2aa32268216254080ac47814bbb65420c3255b65d3e369443ac9129e293d0d60,739,0.9554,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p240,240,238,185b5d0e1ee4540d0116eb7e16e06c436d5000faf17a26f2a0980ab89fe7c7bb,24aa80d710632ba0138abfa50a2d980bb7880964cdde0dfb51c11613d5b00167,1473,0.9786,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p241,241,239,b6419c477215c9066e33520dd83dc5922f2b6aa9523f0610d397c636c30f260c,49e391c9b7f352c409039a771befc476e0d93281ac1365ae080b4c49bbd6e8c8,1576,0.987,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p242,242,240,8be15cadae19c2b6df1592e3ae2c7fa8ac5373c0284ecc6128a1721159e10975,11664eb34d26dfdaf7cc95e07c35a20ec7e685c7552e06287d0920c2bdcdb991,1325,0.9642,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p243,243,241,8cf65fbf5fb580b460e9ab0d5cf41440c5a73a9bb24249a2c9ebe24bbdf3901b,3d3027543a57cb085060b60ffb6afd5ac07cc161fe28a419ebf75a7d848801b5,1643,0.9676,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p244,244,242,b986227cb7dc34b278277631deb329635f8d5e097c82113b8ed91ff50b37df8f,6b18843caca5be72aedc74b8974041ae74dcc32ad9b4712bdb7f3920c831d4a1,1247,0.9793,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p245,245,243,63e1c42c05f5985f175b90e2c5966e4fcd20e642e5518f96784a59a4488f9ca7,3ef7061458e00569bf69b828896405eded18c2cef691a9d7d1cf6c174d1c9e52,756,0.9543,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p246,246,244,b7959c0dea8e12ad7bb0b1eb1f4bb020ba9c1c4fe9082ae2c2fa388ecd7e585b,9152ccf6e18c981b1873db74419f554ebe775e8f85ff7ffbd5b8a660a1041b36,1598,0.9818,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p247,247,245,88e539e30be8cca7c56d618d8e51c369d0b2dcef57d317e55204a2b00566bbda,448a5baa5d35d8121511aa5a6ebc4e764dec82b8467bbe9baec1f74a2585722a,1636,0.9809,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p248,248,246,4ea56e5f989eec8cdd4c2b2015423f88fb9192522d88831900b4715f67d47543,7b5048efde90fbb7e7080d187839064ea03ac75f7469ce945329635a873c2ef1,1620,0.9805,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p249,249,247,73d7b698f4ccaf3f44b9c970555e1ffaa52524a43a37567051ea8af68e9b61a9,5f7e20f937bff1ce1370b2957beb7cd271c03d4f7673d3baeecfa9b1ae1e540f,1647,0.9794,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p250,250,248,cfe81640b287bc6b3fcd67b524c5d7d42e79212e8368a9c784aa53a0b5166fe8,b9e3934482ce7934ef9add09a465fc480ddab4c3204a92f858dfcedc46ea3e14,1568,0.9753,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p251,251,249,13c1eae7545a7efa0881aa1adb98afc31f3206bb34e641a476c85162ba617bb4,4d0e25f8bc89fb3884e67fe8573576d242a52b0440f7c0d6b976d3dacf2bfce0,1607,0.9819,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p252,252,250,768ccb555b07e5dcfcf69956ff8eccf1004aa746be2785d176c2bcfb638b2310,a9d1c928f43439432b3c81787ef8bc6d3e4dea5b018392628660ec7dabd058a8,1493,0.9757,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p253,253,251,e2973d3db3db89307fa2c1f848274dcbb5d8124c41db9a487a7c3db92c986f47,f1b1473c6dacf37daa63be8cece38ee197ca658ff949dc2ae8a63882bf1f820e,1618,0.9773,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p254,254,252,1716fefbf9f379b726594177929e371912ce5d75ce68442ef7ca8e3d05ac3809,5f3bbfe8beb714ce9a2a08ea3a68a33f578c9741943975f2a3aeaf931dbce8b8,649,0.968,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p255,255,253,316d670e7c091dc27e1a73f7b9ee47bd44993cec8c073361f5438754a25c94f8,b7cc59a39763aa109396ac255c36345c881e9a94fbfab44d8453b60f9546d30d,873,0.9555,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p256,256,254,57b4b4dd99ab546be29a4d4b1996a6e2ffc4e878d61cf49ebc87c3220531b676,87dc736a302cffbc5b1a9167b283ac875ba15469cfbe7a1aec16717cb9e8c58c,1395,0.9827,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p257,257,255,a2eba6a6dc6e18886e9427b2403d6f06b395269a87eafa8a4f6357a5da36f008,77aa830b7f8c2b9805e85ca9d584f3694b5c39905d1f8d020d5f62003d76b523,1509,0.9839,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p258,258,256,68cfde2b715c1ded1cddc64f3f312dff85a5e2b27ea43fa83c73d3fd6d77aea5,9370c48a395d281d0b7281bf564a8f4c2c4e72b4fc5578126bd9c17613de4a3b,1477,0.9815,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p259,259,257,3aac935b8e153677922cec3cb8eda366fad77f4bf68f2ed208cf7ef29aa2dfc2,c20597e226a6aac089c3366766b1b3efcf166f15f0459b2740253e5db47d7371,1257,0.9808,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p260,260,258,499339728479b5d0ad17e32bbe07d5dbaed93f07f89f8b265368a958dfe5dd6e,9d7120b2f993afaefc0272e7cf724bf44e5b6b80f37d78682da23a4a3a5ae502,1390,0.9791,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p261,261,259,c27178917f0ed98f6959ab44f27b50e6fd15e6c0b12de70cbf440b8420f3b329,a1e354ad1afc6773e18dea17b4fe93e9aff32c64b7f8e9d8bb2187de454e960b,1516,0.9842,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p262,262,260,00f3f8a657902e610f92ba913cf0d5e85d83c4ffebe602348b6f790320b0b716,6d00dc4911488ee432bede00ea6cf42e8b49ad0467858f43e1533da104bcf8b6,1526,0.9741,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p263,263,261,046037ca39dcd09f3aaf384f3dc72a04d60f467a40a61778f614213be5b04e43,c935cab607fe8769f03ddad2120193f153395815a3b53252b28b3f3509136b91,1433,0.9739,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p264,264,262,bcc25d1a64165bd02591f5b9683db364a60c7fe897e1ba40c13b1aa73591ab1b,9babfd18e38a83335787235a3aa4abeb8b26e14a603c2868f2f3a0bd28468b7d,1253,0.9708,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p265,265,263,01a9c23d9bd89ed0b4c125eaebf40a92dc62e83527b17c6fd425d6835f212423,6b4cda4b3b7adb697636fe8599ef0c9bc65c7e8aa9cc4e430c97515d6f776313,1373,0.9762,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p266,266,264,eb4a986ee1d362e251e8fe6ac6b5e5f4e68e1528772708990adcb9e5da837a7d,90b3dbb78536b1863a69a786ac06e97625076ed3d05259458e0e784f867b283d,1595,0.951,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p267,267,265,74edb690dd11c3ca12e1088733081d32150e696c1ba4fdc5ddaa7b83128f1c68,f08ead8932970117fcde59651c911bc429eb6c35104426008e5e5baf4a788b9b,1305,0.9742,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p268,268,266,50223a0d695524ac063db0dd4ceebf1ed66d16057fd698f655dc9c2bdabc62ce,4db566aa1d99298265943be01fcfe5edce84a3919dab69d8b5cf50eafbd4b184,1365,0.9752,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p269,269,267,2c85eb681394572b9e13f4d8ee79f859c52b625a8daca921b0374efd5cc4d731,9b70a99f3a09c070c0bab27846e37026b801a6b3d1f31f2a1ad6a996a95b0570,1506,0.9524,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p270,270,268,acc47e96c8e8a0c7ab10bde9b4165888a21a2ff1d7041e49fcc14c86fde0637d,2d53901ea481b846204b7b4dde1b9c11621d02043218d13eca7235772d3eab87,1447,0.9745,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p271,271,269,589a889a5209e35b4101e7c14c78bb0b5442b310b7c218207bde067b5bce40d6,d6bc5f396e6e43a3967be3e484d00309f9de716d386b8bc9654dabf594a91fc0,1334,0.9558,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p272,272,270,e8c3101388c952255bf55ecf9a257c2683002459a605cd3376c0342e9df1cbbd,f72eb691d891dfc9c3a713ae01dfcb6466350498d45f7e2bed384bcf14f69650,1430,0.9616,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p273,273,271,19641df8a899a2d2f3f002d0b96419e527c7d4b70c16cf3e4ba8ad03d51097b4,739a40c9dd052d742a155efaecf1bba7de80a2f0fbaeaba88c43e5f580547e7d,990,0.9596,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p274,274,272,c7c95830f90cb75a9d322ed00c53b3d7b19beb91762de60d385f01219d71a6be,1b3d291f13f0b101a24962f4b10cf13d988693fb550f98eb6cd8655a6efbb776,1593,0.9809,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p275,275,273,c9eedfa5af0ab55c24348ec120614fbdb5d0f1c631dd3233e116b28ba7e67a38,1b8a349929c9ae290d7458abb70dc15c39d976ce39eaa7e54ca61aaac5a6d6a1,1491,0.9853,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p276,276,274,2190daa648e315f1f9334a11ed20d680e2b60b9e0dae0e8c31a5c365453a566c,8164274ba183de22beceee358078db0c028e6a6b34eb609ff0348e8919b4feab,1408,0.9829,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p277,277,275,4cf8cc324d746445fd697eba4f64d42143bb01b36e110196c208354af80fb400,300ce056fd5dea1380afb4779835e6c6995088c1c1ae5464f66097af9648a8bd,1243,0.962,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p278,278,276,3e86e3b6edfbfbe5bfacf4d59c7ad3f15c2b482e1808140bc854b1ea8aebb9f2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0.0,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,empty,yes
aalam:p279,279,277,9b682d73154a0fffa142cae848a9dc9d7d53e1ba9a0823a6d36b9e614dc6f50f,22a04a11247f0693135378f381f39663880cd0927a4952dbb427cddccae3ab95,838,0.9391,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p280,280,278,23464a64e770e62b57cf28d869a488129ee66f351ab191613b0f30237a93b45c,737da4ab2b028d295b3b46bd33b6e1afe5abdf7be83d4bb586636b4d19a85e19,1381,0.9572,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p281,281,279,3f8316fb3a8f6f724ba256b66f289863eb4e47e2f4c5ad89076f3a510e3d245d,25337ed28248e376bd316cb0858efff075d5bcbe3f4c4fcb0fff8cd3ed6e5559,1565,0.9762,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p282,282,280,fef29da5098320debe4c9414f01ae19ba961df3b31117cd43fe39235672b73aa,167304339fe8dd741547d54ff0916710518b8d10505fd653789e787881cf7a4b,1547,0.9674,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p283,283,281,d04f1ebb550d6e9852cd5b16dabd79f2838e992703071cebd5ee993f1ae8683e,53d1c99b05f16b5c4704b2e2948854c0e02472e006148d903f216af0bd4ced22,1467,0.9646,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p284,284,282,181da4e989947b9e2706dcf25216dba80618a44f9e1bcb522d4bda7b7bd510c7,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0.0,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,empty,yes
aalam:p285,285,283,5b3db89189fe9297ca73ec0052b0c91fa1ae461d3069f8b3e283872331012a6c,a64c89309c70789374ee460b14925ba9ba0534b411fe587a6330e3874138e6ba,24,1.0,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p286,286,284,3e86e3b6edfbfbe5bfacf4d59c7ad3f15c2b482e1808140bc854b1ea8aebb9f2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0.0,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,empty,yes
aalam:p287,287,285,d011488e5834cb328cb21a055ddbc072d5785198bf39eb8f10043b0ab17356c2,a2707682ebbbd8bf7369da08ff88deb2e4fc6988ff8d77c49afc4e4dd2efce45,462,0.9574,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p288,288,286,3e86e3b6edfbfbe5bfacf4d59c7ad3f15c2b482e1808140bc854b1ea8aebb9f2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0.0,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,empty,yes
aalam:p289,289,287,d8d6272cfa72be45b46a8c9f581e8a59c1ed98006410d42c991c9eb59b96b07a,d478f29240ed9ab9bc640fc28ffe763993bc605a6b8bd2f7515a44ce83a9a608,606,0.951,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p290,290,288,97ac5b1b833a8dbe608e00ec364e8f1c3a78c9ed10525c422954303fb6ba0022,331b9ca56eddfe770ca77eb1d9319e5dbea5e9d93487d93c18d8f369f3e22cf8,1257,0.9729,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p291,291,289,c6014786dfa5da4cae84c8039846d2d79f3a10aadd6b619fe0544992bd97ccae,a38bd2bb8686ca7ade5c5b95a7bac758bc8e16cd9ea5abf97f595b76acfea33f,1474,0.9802,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
aalam:p292,292,290,d7d539d8bbb0053095cf5fcce26f0afb48e1739a8b1ede3a1ba36ed17d619f5e,27e0358d9fb99ba4ab68a4475c4a8ed28b0886d5b43f5202ae21eaf995b360f7,1393,0.9688,tesseract,tesseract 5.3.4,--psm 6 -l ara native-resolution,ok,
