rank,node_id,label,draw_class,betweenness,x,y
250,PERSON_SIOUD_TAHER,TAHER SIOUD,person,19558.5,-0.0970,0.0934
251,PERSON_BENHASEN_ADEL,ADEL BEN-HASSEN,person,19149.8,-0.0556,0.0572
252,ORGE_cbf55098f1928ff8dfc4,Société Tunisienne des Automobiles,private,19095.4,-0.1301,-0.3964
253,PERSON_MEKI_SALEM,SALEM MEKKI,person,18482.7,-0.2132,0.0923
254,PERSON_HACHICHA_SAMI,SAMI HACHICHA,person,18458.8,-0.0445,-0.0912
255,CO_CENTRALE_MAGASIN_GENERAL,CENTRALE MAGASIN GENERAL,private,18388.1,0.1030,0.0345
256,PERSON_TRIKI_NABIL,NABIL TRIKI,person,17564.2,-0.3415,-0.1985
257,PERSON_BENGARA_HICHEM,HICHEM BEN-GARA,person,17527.0,0.1290,0.2199
258,PERSON_HAMILA_TAREK,TAREK HAMILA,person,17527.0,0.4479,0.0871
259,PERSON_ABDENADHER_MOHAMED,MOHAMED ABDENNADHER,person,17525.5,0.8700,-0.3799
260,PERSON_REKIK_SAMI,SAMI REKIK,person,17525.0,0.0481,0.1217
261,CO_M,SOCIETE M,private,17524.0,1.0000,0.5438
262,ORGE_2bb33f90f31dbe399fa1,SOCIETE INDUSTRIELLE DAPPAREILLAGE ET DE MATERIELS ELECTRIQUES SIAME,private,17513.0,-0.5560,0.5491
263,PERSON_FRADI_LOTFI,LOTFI FRADI,person,17449.2,-0.0508,0.1669
264,CO_PLACEMENTS_TUNISIE_SICAF,PLACEMENTS DE TUNISIE SICAF,private,17070.3,0.4268,-0.1515
265,PERSON_MORJANE_KAMEL,KAMEL MORJANE,person,17051.5,-0.1065,0.1088
266,PERSON_NAFTI_MOHAMED_ALI,MOHAMED ALI NAFTI,person,17051.5,-0.1027,0.1000
267,PERSON_FAYALA_SADOK,SADOK FAYALA,person,17051.5,-0.1136,0.1031
268,PERSON_HAMAMI_JILANI,JILANI HAMMAMI,person,16931.9,-0.0856,0.0533
269,PERSON_MHIRI_MOURAD,MOURAD MHIRI,person,16908.5,0.8495,-0.4777
270,CO_INDUSTRIES_ALIMENTAIRES_RANDA,SOCIETE LES INDUSTRIES ALIMENTAIRES RANDA,private,16840.2,-0.0511,-0.0629
271,CO_MARHABA,HOTEL IMPERIAL MARHABA,private,16730.2,-0.4853,0.2605
272,PERSON_BAKIR_MOHAMED_ALI,MOHAMED ALI BAKIR,person,16657.3,-0.1400,0.0617
273,PERSON_BOUJBEL_SAID,SAID BOUJBEL,person,16254.5,-1.0000,0.4133
274,PERSON_TRIKI_ABDELHAMID_BENMOHAMED,ABDELHAMID BEN-MOHAMED TRIKI,person,16215.6,-0.0131,0.1733
275,PERSON_ZANAD_MOKHTAR,MOKHTAR ZANNAD,person,16030.7,-0.1198,0.0722
276,PERSON_KALEL_ABDALAH,ABDALLAH KALLEL,person,15790.1,-0.1992,0.0334
277,ORGE_8982986f4876f58786d1,SO,private,15752.1,-0.1117,0.2512
278,PERSON_HAMZA_RIDHA,RIDHA HAMZA,person,15653.1,-0.1243,0.1908
279,CO_GENERALE_INDUSTRIELLE_ALIMENTAIRE_SLAMA,GENERALE INDUSTRIELLE ALIMENTAIRE SLAMA GIAS,private,15553.3,0.0070,-0.5950
280,CO_STOCKAGE_TRANSPORT_CARBURANT,SOCIETE DE STOCKAGE ET DE TRANSPORT DE CARBURANT,private,15337.7,-0.1956,0.0851
281,CO_INTERNATIONAL_MAGHREB_MERCHANT_BANK,INTERNATIONAL MAGHREB MERCHANT BANK,private,15278.3,-0.1904,0.0178
282,PERSON_LAROUI_MOHSEN,MOHSEN LAROUI,person,15146.9,-0.0032,0.0966
283,PERSON_RABAH_SADOK,SADOK RABAH,person,15146.9,-0.0104,0.1115
284,PERSON_DAMAK_MOHAMED,MOHAMED DAMAK,person,15046.1,0.0546,-0.7085
285,PERSON_ELOUMI_YADH,YADH ELLOUMI,person,15027.0,-0.1355,-0.4269
286,PERSON_ABDENADHER_KARIM,KARIM ABDENNADHER,person,15026.0,0.7985,-0.3541
287,CO_RESEAU,RESEAU ENTREPRENDRE TUNIS,private,15024.0,-0.2254,-0.5884
288,CO_NOUR_TRADING,NOUR TRADING,private,15020.0,-0.7140,0.7252
289,CO_AGENCE_MARITIME_TAHER_BOURICHA_CIE,AGENCE MARITIME TAHER BOURICHA ET CIE,private,15017.0,0.3250,0.5149
290,PERSON_ZAABI_MOHAMED,MOHAMED ZAABI,person,15017.0,-0.1282,0.2547
291,PERSON_ABID_NOURI,NOURI ABID,person,15017.0,-0.0214,-0.3103
292,CO_AL_DESIGN,AL DESIGN,private,15012.0,-0.1529,0.2144
293,CO_TUNISIAN_HOTELS_TOURISM_SERVICE_JERBA_SUN_CLUB,SOCIETE TUNISIAN HOTELS ET TOURISM SERVICE JERBA SUN CLUB,private,15012.0,0.0138,0.5199
294,PERSON_GHORBAL_MOHAMED,MOHAMED GHORBAL,person,15012.0,-0.2512,0.0986
295,PERSON_ZRIBI_MOHAMED_YAHYA,MOHAMED YAHYA ZRIBI,person,15009.0,-0.0906,0.0541
296,CO_MODERNE_CERAMIQUE_SOMOCER,SOCIETE MODERNE DE CERAMIQUE SOMOCER,private,15000.0,0.8535,-0.3692
297,CO_STIFEN_INDUSTRIE,STIFEN INDUSTRIE,private,14946.0,-0.5750,0.0097
298,PERSON_BENSALEM_MONCEF,MONCEF BEN-SALEM,person,14932.4,-0.1325,0.1959
299,PERSON_BOURGUIBA_MOHAMED,MOHAMED BOURGUIBA,person,14899.5,-0.2299,0.1366
300,PERSON_AMAR_ABDELMAJID,ABDELMAJID AMMAR,person,14575.1,-0.1943,0.1364
301,PERSON_MLIKA_HAMED,HAMED MLIKA,person,14150.3,-0.1344,0.0584
302,CO_MED_INVEST_COMPANY,MED INVEST COMPANY,private,14018.8,0.2050,0.0860
303,PERSON_BENKHALIFA_AHMED_FAOUZI,AHMED FAOUZI BEN-KHALIFA,person,13782.9,-0.0694,0.1973
304,CO_UNITED_CONTACT_CENTER,UNITED CONTACT CENTER UCC,private,13695.1,0.0491,-0.6842
305,PERSON_ZGHAL_RIADH_CHAABOUNI,RIADH CHAABOUNI ZGHAL,person,13614.5,-0.1403,-0.0033
306,ORGE_2ce31093e606e5439d55,Compagnie Tunisienne de Semoulerie,private,13505.8,-0.4589,-0.0862
307,PERSON_ANABI_MOHAMED_SALAH,MOHAMED SALAH ANNABI,person,13479.4,-0.0979,0.0208
308,PERSON_TOUMI_HABIB,HABIB TOUMI,person,13350.5,-0.2347,0.1336
309,PERSON_TOUMI_MONCEF,MONCEF TOUMI,person,13340.0,-0.0585,0.1787
310,PERSON_BENAYED_MOHAMED_SALAH,MOHAMED SALAH BEN-AYED,person,13284.3,-0.0781,-0.0942
311,CO_AGRICOLE_SIDI_DAOUED,AGRICOLE SIDI DAOUED,private,13276.9,0.3666,0.2545
312,CO_COMPTOIR_TUNISIEN_PAPIERS,COMPTOIR TUNISIEN DES PAPIERS CTP,private,13246.7,0.2796,0.4529
313,ORGE_6d7203c8bc86ef860207,Société Touristique de l'Île de Djerba,private,13246.7,0.2853,0.4484
314,PERSON_ABDENADHER_HABIB,HABIB ABDENNADHER,person,13212.5,-0.0673,0.1415
315,PERSON_TRIKI_MOHSEN,MOHSEN TRIKI,person,13159.7,-0.1053,0.1766
316,ORGE_a4d0f817164b23f90ef4,MINISTERE DES TECHNOLOGIES,state,12947.3,-0.2033,0.0169
317,PERSON_JOUINI_MOHAMED_NOURI,MOHAMED NOURI JOUINI,person,12754.9,-0.1604,0.0894
318,PERSON_MEDEB_MOHAMED,MOHAMED MEDDEB,person,12746.3,-0.2447,0.2294
319,ORGE_9bdc10c117c5f711393f,Société de Développement Agricole Dar El Bidha,private,12596.5,0.0158,-0.5896
320,PERSON_AMAR_MOHAMED_NACEUR,MOHAMED NACEUR AMMAR,person,12552.0,-0.1656,0.0343
321,PERSON_BOURICHA_JALEL,JALEL BOURICHA,person,12529.5,0.3130,0.4808
322,PERSON_BENMAHMOUD_MOHAMED,MOHAMED BEN-MAHMOUD,person,12525.0,-0.4759,0.0213
323,PERSON_BENSEDRINE_KARIM,KARIM BEN-SEDRINE,person,12525.0,0.0165,0.5528
324,PERSON_BOUASIDA_RAOUF,RAOUF BOUASSIDA,person,12525.0,0.0470,0.1042
325,PERSON_BOUJDAI_BECHIR,BECHIR BOUJDAI,person,12525.0,0.0433,0.1326
326,PERSON_ELABIDINE_MOHAMED_ZINE,MOHAMED ZINE EL-ABIDINE,person,12525.0,-0.0682,-0.0956
327,PERSON_ZAYANI_MOHAMED,MOHAMED ZAYANI,person,12525.0,-0.5790,0.5658
328,PERSON_ABDELKEFI_AHMED,AHMED ABDELKEFI,person,12523.3,-0.3596,0.2475
329,CO_POLYBETON,POLYBETON,private,12522.5,-0.2882,0.0978
330,PERSON_MRABET_RIDHA,RIDHA MRABET,person,12522.0,-0.1735,0.2478
331,PERSON_KALAI_MOHAMED,Mohamed Kalai,person,12522.0,-0.2719,0.1860
332,CO_UNIVERS_INVEST_SICAR,UNIVERS INVEST SICAR,private,12521.0,0.1966,0.0960
333,ORGE_02cde246b6d82ac6e79c,ACCUMULATEUR TUNISIEN ASSAD,private,12521.0,-0.4660,-0.0707
334,ORGE_c36e9de5d97c9efe43e3,Société Fedy Rent à Car,private,12521.0,0.2127,0.2225
335,PERSON_RIAHI_BRAHIM,BRAHIM RIAHI,person,12519.0,-0.0698,-0.0073
336,PERSON_MAHJOUB_ABDELMAJID,ABDELMAJID MAHJOUB,person,12515.0,0.0474,0.2445
337,PERSON_MEKI_ALI,ALI MEKKI,person,12515.0,-0.1269,0.1364
338,ORGE_b178d6a275315e20fce9,Institut Privé Supérieur des Affaires,private,12515.0,0.5127,0.2365
339,ORGE_c275d8ffd2a967bfaacd,EZZAHRAA,private,12515.0,-0.2363,-0.0960
340,CO_GIPA,GIPA,private,12515.0,0.4961,0.3119
341,CO_HYDROSOL_FONDATIONS,HYDROSOL FONDATIONS,private,12515.0,-0.0590,-0.3514
342,CO_SOTEE,SOTEE,private,12480.0,-0.6175,0.0043
343,CO_HENKEL_ALKI,HENKEL ALKI,private,12388.1,0.2891,0.3722
344,CO_FLORENCE,FLORENCE,private,12291.5,-0.3239,-0.1735
345,PERSON_SASI_ALI_BENSALEM,ALI BEN-SALEM SASSI,person,12031.4,-0.2155,0.1371
346,PERSON_BENAHMED_MUSTAPHA,MUSTAPHA BEN-AHMED,person,11930.1,-0.1627,0.1212
347,PERSON_BENOUR_FETHI,FETHI BENNOUR,person,11883.0,-0.0019,0.1652
348,CO_CEDRIA,CEDRIA,private,11820.8,-0.1614,0.0135
349,ORGE_08d55c391729f8f2a6f6,Société la Paix S.A,private,11759.8,0.1857,-0.0708
350,PERSON_CHABCHOUB_SALMA,SALMA CHABCHOUB,person,11624.7,-0.6793,0.6831
351,CO_LOUKIL_MANAGEMENT_CONSEIL,SOCIETE LOUKIL MANAGEMENT CONSEIL,private,11509.7,-0.0844,-0.3475
352,PERSON_THABET_MOHAMED_AMINE,MOHAMED AMINE THABET,person,11300.7,-0.0926,0.0062
353,PERSON_TRIKI_RIDHA,RIDHA TRIKI,person,11280.8,-0.2881,-0.1457
354,PERSON_KILANI_ABDELHAMID,ABDELHAMID KILANI,person,11218.7,-0.0487,0.0442
355,PERSON_ABDELWAHED_MOHAMED,MOHAMED ABDELWAHED,person,11175.2,-0.1375,0.1558
356,ORGE_a34c38300c30eb1498c9,MINISTERE DU PLAN,state,11041.1,0.0124,0.2228
357,PERSON_BOUZGUENDA_MOHAMED,MOHAMED BOUZGUENDA,person,10989.5,0.2077,-0.0946
358,PERSON_SELAMI_AHMED,AHMED SELLAMI,person,10950.5,0.0511,0.1125
359,PERSON_SLAMA_GHASEN,GHASSEN SLAMA,person,10929.0,-0.0011,-0.6180
360,PERSON_KOUBAA_THAMEUR,THAMEUR KOUBAA,person,10912.1,0.3890,0.2762
361,PERSON_KOCHBATI_MOHAMED,MOHAMED KOCHBATI,person,10580.1,-0.1793,0.1868
362,PERSON_JEBNOUN_MOHAMED_HEDI,MOHAMED HEDI JEBNOUN,person,10528.1,-0.0469,-0.2630
363,ORGE_359b6d48daa10d4ed714,MINISTERE DE L'ENVIRONNEMENT ET DU DEVELOPPEMENT DURABLE,state,10243.0,-0.3169,-0.1544
364,PERSON_TRIKI_AHMED,AHMED TRIKI,person,10125.9,-0.3333,-0.1903
365,PERSON_BENCHAABANE_NAAMA_ELOUMI,NAAMA ELLOUMI BEN-CHAABANE,person,10026.5,-0.6492,-0.0007
366,PERSON_MARZOUK_MOHAMED,MOHAMED MARZOUK,person,10026.0,0.0509,-0.7252
367,PERSON_BENAYED_AHMED,AHMED BEN-AYED,person,10022.0,0.0394,0.0983
368,PERSON_LAHMAR_MOHAMED,MOHAMED LAHMAR,person,10022.0,-0.2581,0.2024
369,PERSON_MABROUK_MOHAMED,MOHAMED MABROUK,person,10022.0,0.1661,0.1999
370,PERSON_MAHMOUDI_HOUDA,HOUDA MAHMOUDI,person,10022.0,-0.0044,-0.6333
371,PERSON_BENYOUSEF_LEILA_DRIS,LEILA DRISS BEN-YOUSSEF,person,10022.0,-0.6726,0.3270
372,GOV_MINISTERE_FINANCES,MINISTERE DES FINANCES,state,10022.0,-0.1556,0.1536
373,ORGE_c632e4b081a2bb76effe,LES MOULINS MAHJOUB,private,10022.0,0.0639,0.2770
374,PERSON_SELAMI_TAREK,TAREK SELLAMI,person,10022.0,-0.2502,-0.1247
375,PERSON_SLAMA_MOHAMED,MOHAMED SLAMA,person,10022.0,0.0179,0.3087
376,PERSON_DRIS_SAMI,SAMI DRISS,person,10022.0,-0.5120,0.2739
377,PERSON_HASAN_MOHAMED,MOHAMED HASSAN,person,10022.0,-0.1000,0.1364
378,PERSON_BENAYED_RIADH,RIADH BEN-AYED,person,10021.0,-0.2728,-0.1339
379,CO_MOULINS_SIDI_TLIL,LES MOULINS SIDI TLIL,private,10021.0,-0.1426,0.2909
380,PERSON_AMAR_HABIB,HABIB AMMAR,person,10021.0,-0.1408,0.0922
381,PERSON_OUESLATI_ALI,ALI OUESLATI,person,10020.0,0.3855,-0.1433
382,CO_HUILERIE_CHAABANE,HUILERIE CHAABANE,private,10020.0,0.1901,0.1648
383,PERSON_COMBAT_DAVID,DAVID COMBAT,person,10019.5,0.1361,0.4209
384,PERSON_SELAMI_ADNEN,ADNEN SELLAMI,person,10019.0,0.1109,0.2392
385,PERSON_BETAIEB_LASAAD,LASSAAD BETTAIEB,person,10019.0,0.5203,0.3288
386,PERSON_HAFOUDHI_SLAHEDINE,SLAHEDDINE HAFOUDHI,person,10019.0,-0.0547,-0.3827
387,ORGE_5c39a7728e0ca56588df,Société INJECTION PLASTIQUES SYSTEMES I,private,10016.5,-0.1994,0.0698
388,CO_ITT_HOTEL_CORPORATION_OF_TUNISIA,ITT HOTEL CORPORATION OF TUNISIA,private,10016.0,-0.1954,0.0283
389,CO_SWICORP_MANAGEMENT_COMPANY,SWICORP MANAGEMENT COMPANY,private,10016.0,-0.3633,-0.2246
390,CO_TFH_TUNISO_FRANCAISE_DHABILLEMENT,SOCIETE TFH TUNISO FRANCAISE DHABILLEMENT,private,10016.0,-0.0629,-0.3353
391,PERSON_MAHJOUB_BECHIR,BECHIR MAHJOUB,person,10016.0,0.5435,0.2419
392,CO_TUNISIENNE_INDUSTRIES_ALIMENTAIRES,SOCIETE TUNISIENNE DES INDUSTRIES ALIMENTAIRES,private,10016.0,-0.1359,0.0070
393,CO_CENTRALE_LAITIERE_NORD,CENTRALE LAITIERE DU NORD CLN,private,10016.0,-0.5399,0.5463
394,PERSON_BOURICHA_MOHAMED_TAHER,MOHAMED TAHER BOURICHA,person,10016.0,0.3422,0.5410
395,ORGE_02881cb810b643c65efb,Union des éditeurs Tunisiens,private,10016.0,-0.0109,-0.3393
396,CO_INTERNATIONALE_TOURISTIQUE_IMMOBILIERE_SITI,SOCIETE INTERNATIONALE TOURISTIQUE ET IMMOBILIERE SITI,private,10015.0,0.4192,-0.2624
397,ORGE_20cdadba7c1cdfc1c68a,SOCIETE IMMOBILIERE DU NORD SINOR,private,9988.0,0.8503,-0.3772
