rank,node_id,label,draw_class,betweenness,x,y
78,CO_AIR_LIQUIDE_TUNISIE_SERVICES,AIR LIQUIDE TUNISIE SERVICES,private,1.0,0.9659,-0.6626
79,CO_AIR_PRESS_CONSULTING,SOCIETE AIR PRESS CONSULTING,private,0.0,1.1907,0.5570
80,CO_AKOUDA_LINGERIE,AKOUDA LINGERIE,private,0.0,1.1733,0.5734
81,CO_AKOUI_TEX,AKOUI TEX,private,0.0,1.1572,0.6214
82,CO_AKYES,AKYES,private,0.0,1.1228,0.6402
83,CO_ALAA_SERVICES,ALAA SERVICES,private,0.0,1.0019,-0.6442
84,CO_ALDIANA_DJERBA,ALDIANA DJERBA,private,65084.0,0.6639,0.2866
85,CO_ALFA,SOCIETE ALFA,private,0.0,1.1136,0.6513
86,CO_ALFACOM,ALFACOM,private,6.0,0.7373,-0.7665
87,CO_ALFA_MARMI,ALFA MARMI,private,0.0,1.0915,0.6879
88,CO_ALGERO_TUNISIENNE_COMMERCE_INTERNATIONAL_SATCI,SOCIETE ALGERO TUNISIENNE DE COMMERCE INTERNATIONAL SATCI,private,0.0,0.1512,-0.3719
89,CO_ALHIFADH_SICAV,ALHIFADH SICAV,private,2507.0,-0.0468,0.0303
90,CO_ALIMEX,ALIMEX,private,0.0,-0.5426,-0.3237
91,CO_ALIM_PACK,ALIM PACK,private,0.0,0.8064,-0.8427
92,CO_ALKIMIA_PACKAGING,ALKIMIA PACKAGING,private,0.0,1.0955,0.7256
93,CO_ALLEMANDE_TECHNOLOGIES_D_ENERGIE_RENOUVELABLE_SATER,SOCIETE ALLEMANDE DES TECHNOLOGIES D'ENERGIE RENOUVELABLE SATER,private,0.0,0.2764,-0.4914
94,CO_ALLEMAND_TUNISIENNE_COMMERCE,SOCIETE ALLEMAND TUNISIENNE DE COMMERCE,private,0.0,1.0804,0.7494
95,CO_ALLIANCE_AND_CO,ALLIANCE AND CO,private,4.0,0.7173,-0.7665
96,CO_ALLIANCE_PHARMA,ALLIANCE PHARMA,private,7518.0,0.4750,-0.2036
97,CO_ALLO_TAXI_SFAX,ALLO TAXI SFAX,private,0.0,-0.1136,-1.1052
98,CO_ALLUMENAGE,SOCIETE ALLUMENAGE,private,0.0,1.0515,0.7769
99,CO_ALMES,ALMES,private,49340.0,-0.3963,0.1959
100,CO_ALNAJEH_AGRICOLE,SOCIETE ALNAJEH AGRICOLE,private,0.0,-0.0649,-1.1389
101,CO_ALPHA_BUS_TUNISIE,ALPHA BUS TUNISIE,private,4.0,0.7582,-0.7294
102,CO_ALPHA_CUISINE,ALPHA CUISINE,private,0.0,1.0490,0.7924
103,CO_ALTA_MEUBLES,ALTA MEUBLES,private,0.0,1.0206,0.8250
104,CO_ALTEA_PACKAGING_HOLDING_TUNISIE,ALTEA PACKAGING,private,0.0,1.0344,-0.6061
105,CO_ALTERNATIVE_CAPITAL_PARTNERS,ALTERNATIVE CAPITAL PARTNERS,private,6.0,0.4150,1.0304
106,CO_ALTRAN_TELNET_CORPORATION,ALTRAN TELNET CORPORATION,private,0.0,0.3082,0.5685
107,CO_ALTUTEX_COMPANY,SOCIETE ALTUTEX INTERNATIONAL,private,0.0,1.0510,-0.5522
108,CO_ALUFOND,ALUFOND,private,0.0,-0.5489,0.5542
109,CO_ALUMINIUM_CHARPENTE_METALLIQUE_SACM,SOCIETE ALUMINIUM ET CHARPENTE METALLIQUE SACM,private,0.0,1.0078,0.8451
110,CO_ALUVERI_ITALIA,ALUVERI ITALIA,private,0.0,0.9659,0.8612
111,CO_AL_AKKAR_PROMOTION_IMMOBILIERE,AL AKKAR DE PROMOTION IMMOBILIERE,private,0.0,0.4685,-0.3120
112,CO_AL_ALDIANA_JERBA,AL ALDIANA JERBA,private,65084.0,0.6632,0.2888
113,CO_AL_ANAAM,AL ANAAM,private,0.0,0.9504,0.8913
114,CO_AL_BADR,AL BADR,private,0.0,1.0632,-0.5160
115,CO_AL_BARAKAT,SOCIETE AL-BARAKAT,private,0.0,1.0680,-0.0017
116,CO_AL_DESIGN,AL DESIGN,private,15012.0,-0.6677,0.3124
117,CO_AL_DIWEN,SOCIETE AL-DIWEN,private,4585.8,0.1839,-0.4159
118,CO_AL_MANARA_SHIPPING,AL MANARA SHIPPING,private,0.0,0.9266,0.8958
119,CO_AL_NASEEM_TUNIS,VILAVI,private,28.7,-0.0643,0.8925
120,CO_AM3S_IMMOBILIERE,AM3S IMMOBILIERE,private,0.0,0.9143,0.9375
121,CO_AMAL_GROUP,AMAL GROUP,private,0.0,0.9083,0.9482
122,CO_AMANI,SOCIETE AMANI,private,0.0,0.8664,0.9776
123,CO_AMARANTE_PARFUMS,AMARANTE PARFUMS,private,0.0,0.8507,0.9724
124,CO_AMARA_MARKETING_COMPAGNY,SOCIETE AMARA MARKETING COMPAGNY,private,37211.5,0.2031,-0.3156
125,CO_AMB_TRAINING_INTERNATIONAL,AMB TRAINING INTERNATIONAL,private,0.0,-0.1352,0.3373
126,CO_AMC_ERNST_YOUNG,AMC ERNST ET YOUNG,private,5.0,-0.5898,-0.8933
127,CO_AMD_SERVICES,AMD SERVICES,private,0.0,0.8267,1.0188
128,CO_AMEL,SOCIETE AMEL,private,3.0,-0.0483,-1.1432
129,CO_AMEN_ALUMINIUM,AMEN ALUMINIUM,private,0.0,0.7925,1.0319
130,CO_AMEN_BANK,AMEN BANK,private,5.0,0.3700,1.0888
131,CO_AMEN_CONFORT_BRIMA,SOCIETE AMEN CONFORT BRIMA,private,0.0,0.3146,1.1026
132,CO_AMEN_LEASING_AMEN_LEASE,SOCIETE AMEN DE LEASING AMEN LEASE,private,0.0,0.8097,-0.0552
133,CO_AMEN_MATERIAUX_CONSTRUCTION_BOIS_EN_DETAIL,SOCIETE AMEN DE MATERIAUX DE CONSTRUCTION ET BOIS EN DETAIL,private,0.0,0.7800,1.0292
134,CO_AMEUR,SOCIETE AMEUR,private,8.0,-1.0414,0.2535
135,CO_AMIE_BUREAUTIQUE,AMIE BUREAUTIQUE,private,0.0,1.0777,-0.5134
136,CO_AMILCAR_HOLDING,AMILCAR HOLDING,private,0.8,-0.7253,-0.5821
137,CO_AMINA,SOCIETE AMINA,private,0.0,-0.0108,-1.1370
138,CO_AMINA_POUR_DEVELOPPEMENT_AGRICOLE,SOCIETE AMINA POUR LE DEVELOPPEMENT AGRICOLE,private,0.0,-0.4766,-0.1990
139,CO_AMINE_CONFORT,AMINE CONFORT,private,0.0,0.7440,1.0679
140,CO_AMIN_INFORMATIQUE_SAMIF,AMIN INFORMATIQUE SAMIF,private,0.0,1.0776,-0.4769
141,CO_AMIN_VENTE_MEUBLES_ELECTROMENAGERS,SOCIETE AMIN DE VENTE MEUBLES ET ELECTROMENAGERS,private,0.0,0.7406,1.0690
142,CO_AMIRA_NEW_CO,AMIRA NEW CO,private,0.0,-0.1569,1.0183
143,CO_AMIR_CONFECTION,AMIR CONFECTION,private,0.0,1.0987,-0.4458
144,CO_AMITEXTIL,AMITEXTIL,private,0.0,0.7169,1.0878
145,CO_AMI_COMMERCIALE,AMI COMMERCIALE,private,1.0,1.1311,-0.3952
146,CO_AMMAR_FRERES_FILATURE_SAFIL,SOCIETE AMMAR FRERES DE FILATURE SAFIL,private,0.0,1.1417,-0.3660
147,CO_AMOUS_PROMOTION_IMMOBILIERE,SOCIETE AMOUS DE PROMOTION IMMOBILIERE,private,0.0,0.6746,1.1230
148,CO_AMP,AMP,private,1.0,1.1462,-0.3381
149,CO_AMY_CONFECTION,AMY CONFECTION,private,0.0,0.6524,1.1126
150,CO_ANACHROM,ANACHROM,private,0.0,0.6270,1.1543
151,CO_ANDY_ENGINEERING_TUNISIA,ANDY ENGINEERING TUNISIA,private,0.0,-0.6718,0.7957
152,CO_ANES_RENT_CAR,ANES RENT CAR,private,0.0,0.6092,1.1654
153,CO_ANIS,SOCIETE ANIS,private,0.0,0.5612,1.1738
154,CO_ANIS_CONFECTION,ANIS CONFECTION,private,0.0,1.1495,-0.3048
155,CO_ANSSEM,ANSSEM,private,0.0,0.5356,1.1737
156,CO_ANTINEA,ANTINEA,private,0.0,0.0356,-1.1146
157,CO_AQUA_TUNISIE,AQUA TUNISIE,private,0.0,0.5311,1.1888
158,CO_ARABCOM,ARABCOM,private,0.0,0.4991,1.2165
159,CO_ARABE_REALISATIONS_IMMOBILIERES_RC,SOCIETE ARABE DES REALISATIONS IMMOBILIERES SA RC,private,0.0,1.1422,-0.2425
160,CO_ARABE_TRAVAUX_SERVICES,SOCIETE ARABE DES TRAVAUX ET SERVICES,private,0.0,-0.3699,0.4573
161,CO_ARAB_BANKING_CORPORATION_TUNISIE,ARAB BANKING CORPORATION TUNISIE,private,0.0,-1.0607,0.1838
162,CO_ARAB_DEBT_RECOVERY,ARAB DEBT RECOVERY,private,0.0,0.6945,0.8328
163,CO_ARAB_INTERNATIONAL_LEASE,ARAB INTERNATIONAL LEASE,private,2507.0,0.3562,-0.7102
164,CO_ARAB_TUNISIAN_LEASE,ARAB TUNISIAN LEASE,private,0.0,0.4596,1.2038
165,CO_ARALCO,ARALCO SA,private,0.0,0.7810,-0.6849
166,CO_ARBATAX_ITALIA,ARBATAX ITALIA,private,0.0,0.4211,1.2294
167,CO_ARCADES,ARCADES,private,0.0,0.4149,1.2469
168,CO_ARCHIMED_TUNISIE,ARCHIMED TUNISIE,private,0.0,0.0341,-0.0189
169,CO_ARCHIPEL_CONFECTION,ARCHIPEL CONFECTION,private,0.0,0.3902,1.2438
170,CO_ARCHI_MOD,ARCHI MOD,private,0.0,0.3435,1.2419
171,CO_ARDI_RESEARCH_2C,ARDI RESEARCH 2C,private,0.0,1.0274,0.2940
172,CO_AREM_DEQUIPEMENT_METALLIQUE_SAFEM,AREM DEQUIPEMENT METALLIQUE SAFEM,private,0.0,0.3280,1.2720
173,CO_AREM_GROUP,AREM GROUP,private,0.0,0.7891,0.3127
174,CO_AREM_MEUBLE_DAMEUBLEMENT_LEMDINA_SAMA_LEMDINA,AREM DE MEUBLE ET DAMEUBLEMENT LEMDINA SAMA LEMDINA,private,0.0,1.1522,-0.2291
175,CO_AREX,AREX,private,0.0,0.3005,1.2619
176,CO_ARGOS_PLUS,ARGOS PLUS,private,0.0,0.2705,1.2838
177,CO_ARIKA,ARIKA,private,0.0,0.2413,1.2888
178,CO_ARKA,ARKA,private,0.0,0.2899,1.0798
179,CO_ARKEA,ARKEA,private,0.0,0.1937,1.2981
180,CO_ARMADIS,SOCIETE ARMADIS,private,0.0,0.1828,1.2856
181,CO_ARTDECOR,ARTDECOR,private,0.0,1.1754,-0.1647
182,CO_ARTISANALE_MOBILIER_CONTEMPORAIN_SOAMCO,SOCIETE ARTISANALE DE MOBILIER CONTEMPORAIN SOAMCO,private,0.0,0.1535,1.2971
183,CO_ARTISIANA,ARTISIANA,private,0.0,0.1220,1.2906
184,CO_ARTISTIQUE_VERRERIE_MIROITERIE_SAVEMI,SOCIETE ARTISTIQUE DE VERRERIE ET DE MIROITERIE SAVEMI,private,0.0,0.0699,1.2908
185,CO_ARTUS_FRANCE,ARTUS FRANCE,private,0.0,-0.5750,-0.2613
186,CO_ART_GRAPHIC,ART GRAPHIC,private,0.0,0.0622,1.3064
187,CO_ART_LUMIERE,ART ET LUMIERE,private,0.0,-0.0976,0.8069
188,CO_ART_MARTIN_CONFECTION,ART MARTIN CONFECTION,private,0.0,0.0075,1.2962
189,CO_AR_FILTER,AR FILTER,private,1.0,1.1748,-0.1596
190,CO_ASCENSEUR_LEVAGE_MANUTENTION,ASCENSEUR LEVAGE ET MANUTENTION,private,0.0,1.1785,-0.1228
191,CO_ASD_CONSULTING,ASD CONSULTING,private,0.0,-0.0235,1.3053
192,CO_ASMA_FROID,SOCIETE ASMA FROID,private,0.0,-0.0531,1.2960
193,CO_ASSAD_INTERNATIONAL,ASSAD INTERNATIONAL,private,0.0,-0.9027,-0.3011
194,CO_ASSIL,ASSIL,private,0.0,-0.0720,1.2866
195,CO_ASSISTANCE_CONSEILS_EN_GENIE_THERMIQUE,ASSISTANCE ET CONSEILS EN GENIE THERMIQUE,private,0.0,-0.1069,1.2859
196,CO_ASSISTANCE_MANAGEMENT_INTERNATIONAL,SOCIETE ASSISTANCE ET MANAGEMENT INTERNATIONAL,private,0.0,-0.2378,-0.6821
197,CO_ASSURANCES_MAGHREBIA,ASSURANCES MAGHREBIA,private,0.0,0.9309,0.5094
198,CO_ASSURANCES_MAGHREBIA_VIE,ASSURANCES MAGHREBIA VIE,private,44.0,0.9212,0.5156
199,CO_ASSURANCES_SALIM,ASSURANCES SALIM,private,0.0,-0.1178,1.2950
200,CO_ASTER_INFORMATIQUE,ASTER INFORMATIQUE,private,0.0,-1.0511,0.1244
201,CO_ASTUCE_FORMATION,ASTUCE FORMATION,private,0.0,0.0757,-1.1152
202,CO_ATELIERS_MECANIQUES_INDUSTRIELS,LES ATELIERS MECANIQUES INDUSTRIELS AMI,private,0.0,0.2124,0.2148
203,CO_ATELIERS_MECANIQUES_SAHEL,ATELIERS MECANIQUES DU SAHEL AMS,private,2507.0,0.2621,0.5951
204,CO_ATELIERS_MEDITERRANEENS_MECANIQUE_PRECISION,LES ATELIERS MEDITERRANEENS DE MECANIQUE DE PRECISION,private,0.0,-0.1538,1.3031
205,CO_ATELIERS_REUNIS,LES ATELIERS REUNIS,private,0.0,-0.1860,1.2754
206,CO_ATELIERS_REVE_ADR,LES ATELIERS DU REVE ADR,private,0.0,-0.2324,1.2901
207,CO_ATELIER_ITALIA,ATELIER ITALIA,private,0.5,0.1356,-1.1020
208,CO_ATI_SICAF,ATI SICAF,private,0.0,-0.2480,1.2644
209,CO_ATLASOFT,ATLASOFT,private,0.0,-0.2135,1.0264
210,CO_ATLASYS_INTERNATIONAL,ATLASYS INTERNATIONAL,private,7515.0,-0.5080,0.2916
211,CO_ATLASYS_TUNISIE,ATLASYS TUNISIE,private,0.0,-0.5963,0.3668
212,CO_ATLAS_INDUSTRIE,ATLAS INDUSTRIE,private,0.0,0.1951,-1.1106
213,CO_ATLAS_THEMA_DISTRIBUTION,ATLAS THEMA DISTRIBUTION,private,0.0,0.2323,-1.1209
214,CO_ATTAOUFIK_DATTES,ATTAOUFIK DES DATTES,private,0.0,-0.2699,1.2629
215,CO_ATTIJARI_INTERMEDIATION,ATTIJARI INTERMEDIATION,private,0.0,0.6041,-0.4187
216,CO_ATTIJARI_SICAR,ATTIJARI SICAR,private,0.0,-0.2964,1.2638
217,CO_ATTITUDE,ATTITUDE,private,0.0,0.2419,-1.0947
218,CO_ATZ,SOCIETE ATZ,private,1.0,1.1775,-0.0856
219,CO_AUDITEURS_CONSEILS,SOCIETE AUDITEURS CONSEILS,private,0.0,-1.0840,0.0673
220,CO_AURES,AURES,private,33793.7,0.1444,0.5363
221,CO_AURES_AUTO,AURES AUTO,private,930.8,0.1794,0.5286
222,CO_AUTOLIV,AUTOLIV,private,0.0,1.1960,-0.0639
223,CO_AUTOLIV_FRANCE_SNC,AUTOLIV FRANCE SNC,private,0.0,1.1679,-0.0587
224,CO_AUTO_BEST_SERVICES,AUTO BEST SERVICES,private,0.0,-0.1864,1.0431
225,CO_AUTO_CABLES_TUNISIE,AUTO CABLES TUNISIE,private,2507.0,0.3593,0.2046
226,CO_AVICOLE_SAHEL,SOCIETE AVICOLE DU SAHEL SAS,private,122900.0,0.3674,-0.4001
227,CO_AVICOLE_SAHEL_SAS,SOCIETE AVICOLE DU SAHEL SAS,private,0.0,-0.3404,1.2703
228,CO_AWT_INTERNATIONAL,AWT INTERNATIONAL,private,0.0,-0.3810,1.2527
229,CO_AXE_FINANCE,AXE FINANCE,private,0.0,1.2107,0.0056
230,CO_AXIS_CAPITAL,AXIS CAPITAL,private,11.0,-0.5686,-0.8899
231,CO_AXIS_CAPITAL_BOURSE,AXIS CAPITAL BOURSE,private,1.0,1.2138,0.0484
232,CO_AXIS_TRANSPORT_ROUTIER,AXIS TRANSPORT ROUTIER,private,0.0,-0.3845,1.2352
233,CO_AX_SOLUTIONS,AX SOLUTIONS,private,22.0,0.3686,0.9889
234,CO_AZIZA_CONFECTION,AZIZA CONFECTION,private,0.0,-0.4131,1.2258
235,CO_AZIZ_TEXTILE,SOCIETE AZIZ TEXTILE,private,0.0,0.3010,0.5765
236,CO_AZUR,AZUR PAPIER,private,0.0,0.2497,1.1063
237,CO_AZUR_INVEST_SICAF,AZUR INVEST SICAF,private,3.0,-1.0580,0.0094
238,CO_AZZA_WORLD_TRADING,AZZA WORLD TRADING,private,0.0,-0.4636,1.2297
239,CO_A_PART,SOCIETE A PART,private,0.0,-0.4699,1.2043
240,CO_BABY_LAND,BABY LAND,private,0.0,1.2096,0.0819
241,CO_BABY_PANGUI,BABY PANGUI,private,0.0,1.2381,0.0825
242,CO_BACOVET_INTERNATIONAL,BACOVET INTERNATIONAL,private,0.0,-0.5215,1.2052
243,CO_BADIT_TUNISIA,SOCIETE BADIT TUNISIA,private,1.0,1.2373,0.1143
244,CO_BAGATEL,BAGATEL,private,0.0,-0.5475,1.1951
245,CO_BAHA_CONSULTING,BAHA CONSULTING,private,0.0,0.6041,0.8589
246,CO_BAIE_ANGES_PROMOTION_IMMOBILIERE,LA BAIE DES ANGES DE PROMOTION IMMOBILIERE,private,0.0,1.2265,0.1341
247,CO_BAKOPLAST,BAKOPLAST,private,0.0,-0.5648,1.1593
248,CO_BALLACK,SOCIETE BALLACK,private,0.0,-0.6057,1.1617
249,CO_BALNEAIRE_HAMMAMET_SUD,SOCIETE BALNEAIRE DE HAMMAMET SUD,private,4718.1,-0.2798,0.1711
250,CO_BANQUE_CENTRALE_TUNISIE,BANQUE CENTRALE DE TUNISIE,state,0.0,1.1964,0.1801
251,CO_BANQUE_FINANCEMENT_PETITES_MOYENNES_ENTREPRISES,BANQUE DE FINANCEMENT DES PETITES ET MOYENNES ENTREPRISES BFPME,private,1.0,1.1936,0.2316
252,CO_BANQUE_FRANCO_TUNISIENNE,BANQUE FRANCO TUNISIENNE BFT,private,3.0,0.1907,1.0952
253,CO_BANQUE_INTERNATIONALE_ARABE_TUNISIE,BANQUE INTERNATIONALE ARABE DE TUNISIE BIAT,private,0.0,-0.6320,1.1495
254,CO_BANQUE_LHABITAT,BH BANK,private,0.0,0.2838,-1.0935
255,CO_BANQUE_TUNISIE,BANQUE DE TUNISIE BT,private,46590.5,-0.0005,-0.7226
256,CO_BANQUE_TUNISIENNE_SOLIDARITE,BANQUE TUNISIENNE DE SOLIDARITE BTS,private,0.0,-0.1668,-0.2525
257,CO_BANQUE_TUNISO_KOWEITIENNE,BANQUE TUNISO KOWEITIENNE BTK,private,0.0,-0.6558,1.1394
258,CO_BANQUE_ZITOUNA,BANQUE ZITOUNA,private,1.0,1.1832,0.2523
259,CO_BARKA_SHOES,BARKA SHOES,private,0.0,1.1877,0.2771
260,CO_BATIMENT,BATIMENT +,private,0.0,1.1691,0.3403
261,CO_BATIMENTS_ARTS_METIERS_EBAM,ENTREPRISE DE BATIMENTS ARTS ET METIERS EBAM,private,0.0,-0.6840,1.1207
262,CO_BATIMENT_ALI_SKHIRI_FILS,SOCIETE DE BATIMENT ALI SKHIRI ET FILS,private,0.0,1.1787,0.3502
263,CO_BATIMENT_CONSTRUCTION_INDUSTRIELLE,de la société BEL CART international SARL,private,0.0,1.1736,0.3918
264,CO_BATIMENT_SAHEL,SOCIETE DE BATIMENT DU SAHEL,private,0.0,-0.6889,1.1097
265,CO_BATIMENT_SERVICES,SOCIETE BATIMENT ET SERVICES,private,0.0,-0.7103,1.0879
